Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
98384,0.61642957,0.8082148,0.6402662,0.8201331,0.57117236,0.7855862,0.6884863,0.84424317,0.5964742,0.7982371,0.6061869,0.80309343,0.5962808,0.7981404,0.6748264,0.8374132,0.69512016,0.84756005,0.67354375,0.83677185
98385,0.4862628,0.7431314,0.5097409,0.7548704,0.44406706,0.7220335,0.53790295,0.7689515,0.47338474,0.73669237,0.54030216,0.7701511,0.5157294,0.7578647,0.60678506,0.8033925,0.62209207,0.811046,0.6095985,0.80479926
98386,0.6837455,0.84187275,0.7180642,0.8590321,0.6561656,0.8280828,0.7163083,0.8581542,0.70131063,0.8506553,0.72515714,0.8625786,0.71166897,0.8558345,0.7571529,0.87857646,0.78473926,0.8923696,0.7554765,0.87773824
98387,0.48606795,0.743034,0.5604081,0.78020406,0.49682653,0.74841326,0.59480023,0.7974001,0.5014449,0.7507224,0.49620235,0.7481012,0.438092,0.719046,0.5497842,0.7748921,0.500215,0.7501075,0.49939287,0.74969643
98388,0.69572365,0.8478618,0.6653235,0.83266175,0.63311595,0.816558,0.6879262,0.8439631,0.6705149,0.8352574,0.72328234,0.86164117,0.6817865,0.84089327,0.7379997,0.86899984,0.75601923,0.8780096,0.75069875,0.8753494
98389,0.6356279,0.817814,0.65502155,0.8275108,0.5790581,0.7895291,0.6111822,0.8055911,0.6803833,0.84019166,0.73703384,0.8685169,0.71884495,0.85942245,0.7179588,0.8589794,0.76061773,0.88030887,0.77147716,0.8857386
98390,0.7036732,0.85183656,0.6588298,0.8294149,0.6100261,0.80501306,0.7441231,0.87206155,0.6608131,0.83040655,0.7186154,0.8593077,0.6567193,0.82835966,0.7170553,0.85852766,0.73895,0.869475,0.7453068,0.87265337
98391,0.5719928,0.78599644,0.5303012,0.7651506,0.5174663,0.75873315,0.5078765,0.75393826,0.6132072,0.8066036,0.7481849,0.87409246,0.706628,0.85331404,0.6717544,0.8358772,0.70695055,0.8534753,0.76814675,0.8840734
98392,0.6136514,0.8068257,0.62307847,0.81153923,0.5825976,0.7912988,0.61960334,0.8098017,0.60882336,0.80441165,0.67235655,0.8361783,0.63922405,0.819612,0.72720724,0.8636036,0.7476138,0.8738069,0.75361264,0.8768063
98393,0.6427667,0.82138336,0.62223315,0.8111166,0.5617203,0.7808602,0.5914589,0.79572946,0.6341322,0.8170661,0.7645483,0.88227415,0.70822513,0.85411257,0.74368584,0.8718429,0.7703506,0.8851753,0.77473956,0.88736975
98394,0.5529595,0.7764797,0.57173604,0.78586805,0.52826035,0.7641302,0.5201971,0.7600986,0.5981288,0.7990644,0.68110543,0.8405527,0.66983867,0.83491933,0.6708265,0.8354132,0.72042155,0.8602108,0.7281649,0.86408246
98395,0.6850903,0.84254515,0.6292422,0.8146211,0.59307575,0.7965379,0.59878194,0.799391,0.68160295,0.8408015,0.8124896,0.9062448,0.7150471,0.85752356,0.7542566,0.8771283,0.7599571,0.87997854,0.81239414,0.9061971
98396,0.6012418,0.8006209,0.6206949,0.81034744,0.5844971,0.79224855,0.65912473,0.82956237,0.6274074,0.81370366,0.6976497,0.84882486,0.6877547,0.8438773,0.72195685,0.8609784,0.78314084,0.89157045,0.7813408,0.8906704
98397,0.5488447,0.77442235,0.56546736,0.7827337,0.5103955,0.75519776,0.5328566,0.7664283,0.6025129,0.8012564,0.6708445,0.8354223,0.66142476,0.8307124,0.6955279,0.84776396,0.74674594,0.873373,0.7425294,0.8712647
98398,0.56685495,0.7834275,0.5717593,0.7858796,0.51563334,0.7578167,0.5369284,0.7684642,0.6161898,0.80809486,0.69091094,0.84545547,0.65932095,0.8296605,0.67255235,0.8362762,0.7189436,0.8594718,0.7137283,0.85686415
98399,0.5141063,0.75705314,0.5351989,0.76759946,0.4397987,0.71989936,0.4442145,0.72210723,0.56253886,0.78126943,0.59741366,0.7987068,0.6598166,0.8299083,0.5442014,0.7721007,0.57911265,0.7895563,0.5941964,0.79709816
98400,0.7138165,0.85690826,0.66061765,0.8303088,0.60633636,0.8031682,0.7017493,0.85087466,0.67981756,0.8399088,0.6719276,0.8359638,0.6149845,0.80749226,0.6966877,0.84834385,0.7241696,0.8620848,0.68654084,0.8432704
98401,0.59345794,0.79672897,0.62016857,0.8100843,0.5253177,0.76265883,0.5595434,0.7797717,0.5790881,0.78954405,0.62437034,0.81218517,0.60837895,0.80418944,0.70360965,0.85180485,0.6753173,0.83765864,0.64612234,0.82306117
98402,0.7842053,0.89210266,0.76992667,0.88496333,0.71014917,0.8550746,0.6933956,0.8466978,0.7910087,0.89550436,0.8405336,0.9202668,0.7963494,0.8981747,0.8576591,0.92882955,0.81085813,0.90542907,0.8561013,0.92805064
1747,0.6786895,0.83934474,0.6250581,0.8125291,0.6187005,0.80935025,0.65378815,0.82689404,0.6311718,0.8155859,0.6534369,0.82671845,0.6301811,0.81509054,0.67042404,0.835212,0.72528714,0.8626436,0.68009496,0.8400475
1784,0.6383363,0.81916815,0.69921577,0.8496079,0.60110885,0.8005544,0.6098179,0.804909,0.7206918,0.8603459,0.69986403,0.849932,0.7482655,0.87413275,0.73367596,0.866838,0.7790928,0.8895464,0.7269112,0.8634556
2476,0.6055591,0.80277956,0.6366215,0.81831074,0.6522113,0.82610565,0.64349055,0.8217453,0.5702375,0.78511876,0.5504384,0.7752192,0.5459046,0.7729523,0.6061402,0.80307007,0.58726656,0.7936333,0.59317875,0.7965894
2515,0.7205986,0.8602993,0.68413186,0.84206593,0.68389237,0.8419462,0.62508935,0.8125447,0.6848147,0.84240735,0.647771,0.8238855,0.5973835,0.79869175,0.6754311,0.8377155,0.67219645,0.8360982,0.6541729,0.82708645
2517,0.72646844,0.8632342,0.6751387,0.83756936,0.7428746,0.8714373,0.61141944,0.8057097,0.67444456,0.8372223,0.6188215,0.80941075,0.53170615,0.76585305,0.68026733,0.84013367,0.6273792,0.8136896,0.6267228,0.8133614
2529,0.74816763,0.8740838,0.6697216,0.8348608,0.6585767,0.82928836,0.5918938,0.7959469,0.714604,0.857302,0.6496546,0.8248273,0.65949774,0.82974887,0.6631826,0.8315913,0.62424433,0.81212217,0.6508749,0.8254374
2538,0.71349347,0.85674673,0.6708723,0.8354361,0.6650667,0.83253336,0.6651499,0.83257496,0.6521412,0.8260706,0.60842055,0.8042103,0.5829053,0.79145265,0.672029,0.8360145,0.6439332,0.8219666,0.61756796,0.808784
2551,0.73438025,0.8671901,0.6687133,0.83435667,0.6322579,0.81612897,0.5816103,0.79080516,0.6542618,0.8271309,0.688599,0.8442995,0.6277434,0.81387174,0.6486219,0.82431096,0.6738404,0.8369202,0.66640556,0.8332028
2553,0.7555244,0.8777622,0.68767256,0.8438363,0.7069011,0.85345054,0.6820065,0.84100324,0.6622509,0.83112544,0.6623381,0.831169,0.61964417,0.8098221,0.7000638,0.8500319,0.71526086,0.85763043,0.69873846,0.8493692
2554,0.6124641,0.80623204,0.6540586,0.8270293,0.5851529,0.79257643,0.63086414,0.8154321,0.6056509,0.80282545,0.64245176,0.8212259,0.6213528,0.8106764,0.69129795,0.845649,0.675086,0.837543,0.6952355,0.84761775
2555,0.6435549,0.82177746,0.6680223,0.83401114,0.6604915,0.83024573,0.636919,0.8184595,0.59691036,0.7984552,0.55958337,0.7797917,0.5598073,0.77990365,0.6242758,0.8121379,0.6378819,0.81894094,0.5956045,0.7978022
2556,0.60604274,0.8030214,0.669853,0.8349265,0.6473118,0.8236559,0.62339485,0.8116974,0.5581702,0.7790851,0.5196314,0.7598157,0.4951741,0.7475871,0.6287246,0.8143623,0.58861834,0.79430914,0.5213442,0.7606721
2577,0.7713965,0.88569826,0.70936245,0.85468125,0.6510738,0.8255369,0.66974294,0.8348715,0.6794251,0.83971256,0.7013704,0.85068524,0.636675,0.8183375,0.7075862,0.85379314,0.6727475,0.83637375,0.69132,0.84566
2582,0.36266363,0.6813318,0.45667696,0.7283385,0.3854065,0.69270325,0.36953962,0.6847698,0.4068704,0.7034352,0.36785606,0.683928,0.43708193,0.71854097,0.4468365,0.72341824,0.42435753,0.71217877,0.4198774,0.7099387
2583,0.6809125,0.84045625,0.7545245,0.87726223,0.7163681,0.85818404,0.6635999,0.8318,0.6588019,0.82940096,0.6172365,0.80861825,0.6189989,0.80949944,0.6941785,0.8470893,0.6542644,0.8271322,0.6196114,0.8098057
2584,0.6877216,0.8438608,0.59175175,0.7958759,0.6491716,0.8245858,0.54501903,0.7725095,0.6470291,0.8235146,0.6231762,0.8115881,0.56920785,0.78460395,0.64258623,0.8212931,0.55620265,0.7781013,0.6018754,0.8009377
2585,0.6309397,0.81546986,0.63304114,0.8165206,0.55848515,0.7792426,0.5684692,0.78423464,0.5952208,0.7976104,0.6135891,0.8067945,0.62805676,0.8140284,0.6386025,0.81930125,0.6394801,0.81974006,0.6388689,0.81943446
2586,0.6940706,0.8470353,0.6484927,0.82424635,0.6402186,0.8201093,0.63284934,0.81642467,0.5705291,0.78526455,0.6048379,0.80241895,0.508124,0.754062,0.6446513,0.82232565,0.60487044,0.8024352,0.56001353,0.78000677
2587,0.70357907,0.85178953,0.68186927,0.84093463,0.7125281,0.85626405,0.6253261,0.8126631,0.6666602,0.8333301,0.66297615,0.8314881,0.6198351,0.80991757,0.6857968,0.84289837,0.676738,0.838369,0.6763644,0.8381822
2588,0.39144996,0.69572496,0.47644073,0.73822033,0.42557585,0.7127879,0.41442364,0.70721185,0.3421954,0.6710977,0.31732416,0.6586621,0.3426347,0.67131734,0.39424926,0.6971246,0.3641726,0.6820863,0.30523205,0.652616
2589,0.77151215,0.8857561,0.6997011,0.84985054,0.71154416,0.8557721,0.6314454,0.8157227,0.6990157,0.8495078,0.6732864,0.8366432,0.6158048,0.8079024,0.7165972,0.8582986,0.66037536,0.8301877,0.6591483,0.8295741
2590,0.6453637,0.82268184,0.6441101,0.82205504,0.68526393,0.84263194,0.625612,0.812806,0.59378743,0.7968937,0.58046216,0.7902311,0.5590292,0.7795146,0.6446098,0.8223049,0.57335436,0.7866772,0.58391213,0.79195607
2591,0.7361855,0.8680928,0.71139246,0.8556962,0.7016965,0.85084826,0.65930897,0.82965446,0.6830548,0.8415274,0.70349497,0.8517475,0.6578264,0.8289132,0.7153672,0.8576836,0.7051813,0.8525907,0.7051797,0.85258985
2592,0.74395066,0.8719753,0.71459633,0.85729814,0.6996418,0.8498209,0.68579113,0.84289557,0.71479857,0.8573993,0.66372734,0.83186364,0.6308123,0.81540614,0.67536163,0.8376808,0.6583905,0.82919526,0.6633952,0.8316976
2594,0.70736957,0.8536848,0.69601774,0.8480089,0.7274771,0.86373854,0.67254615,0.8362731,0.6792942,0.8396471,0.6421463,0.8210732,0.5669849,0.78349245,0.71702766,0.85851383,0.6423795,0.82118976,0.6208966,0.8104483
2595,0.6514087,0.82570434,0.6489499,0.82447493,0.6215738,0.8107869,0.60303503,0.8015175,0.5940895,0.79704475,0.60049057,0.8002453,0.5756886,0.7878443,0.6446716,0.82233584,0.57700145,0.7885007,0.5845949,0.7922975
2597,0.7989522,0.8994761,0.748155,0.8740775,0.8223611,0.91118056,0.6883188,0.84415936,0.77562505,0.8878125,0.7333192,0.86665964,0.6127882,0.8063941,0.7933973,0.89669865,0.6771617,0.83858085,0.68651587,0.8432579
2645,0.64775425,0.8238771,0.6728915,0.83644575,0.67204076,0.83602035,0.6288618,0.8144309,0.6150013,0.80750066,0.6295041,0.81475204,0.6091355,0.80456775,0.66197354,0.83098674,0.65568656,0.8278433,0.6452724,0.8226362
2654,0.6926444,0.8463222,0.6781274,0.8390637,0.64925873,0.82462937,0.67656696,0.8382835,0.63782394,0.81891197,0.59956926,0.79978466,0.5703093,0.78515464,0.6622466,0.8311233,0.6006027,0.8003013,0.5995078,0.7997539
2655,0.7322433,0.86612165,0.66754305,0.8337715,0.6661459,0.83307296,0.6223588,0.8111794,0.6774328,0.8387164,0.7061248,0.8530624,0.6403619,0.82018095,0.6690683,0.83453417,0.6667747,0.8333874,0.6954855,0.84774274
2656,0.65604484,0.8280224,0.65068746,0.8253437,0.6406708,0.8203354,0.6031655,0.80158275,0.5978851,0.79894257,0.56655383,0.7832769,0.54061455,0.7703073,0.6355965,0.81779826,0.6180161,0.80900806,0.5602108,0.7801054
2657,0.57356274,0.7867814,0.6118481,0.80592406,0.5840253,0.7920127,0.5761485,0.78807425,0.5640917,0.78204584,0.6408449,0.8204224,0.6140928,0.8070464,0.68911254,0.8445563,0.7334331,0.86671656,0.7238654,0.8619327
2658,0.6426268,0.8213134,0.6116044,0.8058022,0.5895276,0.7947638,0.59611654,0.7980583,0.55966634,0.7798332,0.5050963,0.75254816,0.44944403,0.724722,0.5917852,0.7958926,0.57698786,0.78849393,0.49539995,0.7477
2659,0.6203004,0.8101502,0.6551213,0.82756066,0.60953224,0.8047661,0.57598394,0.787992,0.6175134,0.8087567,0.5982972,0.79914856,0.6362034,0.8181017,0.6352534,0.8176267,0.6600561,0.83002806,0.6395695,0.81978476
2660,0.67966557,0.8398328,0.645203,0.8226015,0.63619536,0.8180977,0.61074233,0.80537117,0.63232934,0.8161647,0.6291115,0.81455576,0.6227784,0.8113892,0.6500821,0.82504106,0.63888335,0.8194417,0.64457715,0.8222886
2741,0.65330434,0.82665217,0.6028924,0.8014462,0.54833394,0.77416694,0.6037388,0.8018694,0.5896662,0.79483306,0.52946764,0.7647338,0.52702695,0.76351345,0.55386174,0.77693087,0.56638944,0.7831947,0.542421,0.7712105
2766,0.6970663,0.84853315,0.74544394,0.87272197,0.6975031,0.84875154,0.61379135,0.8068957,0.65194476,0.8259724,0.653113,0.8265565,0.59718704,0.7985935,0.72922134,0.8646107,0.65318364,0.82659185,0.6334491,0.81672454
2793,0.7268267,0.86341333,0.7619407,0.88097036,0.6603962,0.8301981,0.6687201,0.83436006,0.7144358,0.8572179,0.70258635,0.8512932,0.72655225,0.8632761,0.77234954,0.8861748,0.7320216,0.8660108,0.74686515,0.8734326
2810,0.69838035,0.8491902,0.715729,0.8578645,0.68204707,0.84102356,0.63566494,0.81783247,0.6374704,0.81873524,0.6267295,0.81336474,0.59961396,0.79980695,0.70293427,0.85146713,0.6793153,0.83965766,0.639996,0.819998
2824,0.70929587,0.85464793,0.7330452,0.8665226,0.72242546,0.86121273,0.6682356,0.83411777,0.7021067,0.85105336,0.6600834,0.8300417,0.6257046,0.81285226,0.77298725,0.8864936,0.6999329,0.8499664,0.6829882,0.8414941
3002,0.72976816,0.8648841,0.701717,0.8508585,0.69684744,0.8484237,0.7107394,0.8553697,0.7044993,0.8522496,0.649829,0.82491446,0.67956924,0.8397846,0.68747395,0.843737,0.66504395,0.832522,0.6902478,0.8451239
3021,0.73896146,0.8694807,0.6881615,0.84408075,0.66257215,0.8312861,0.61872375,0.8093619,0.6788305,0.83941525,0.62204754,0.8110238,0.6039324,0.8019662,0.6441364,0.8220682,0.6230588,0.8115294,0.63145125,0.8157256
3093,0.73165333,0.86582667,0.7598089,0.87990445,0.73288,0.86644,0.6752554,0.8376277,0.76319826,0.8815991,0.71116036,0.8555802,0.70402753,0.85201377,0.7647433,0.88237166,0.7464498,0.8732249,0.76560116,0.8828006
3105,0.732301,0.8661505,0.7396145,0.86980724,0.7052031,0.8526015,0.65859234,0.8292962,0.6791961,0.83959806,0.66268957,0.8313448,0.68140876,0.8407044,0.6944711,0.84723556,0.6964524,0.8482262,0.6922312,0.8461156
3113,0.57568645,0.7878432,0.5663521,0.78317606,0.52516824,0.7625841,0.5463506,0.7731753,0.5205053,0.76025265,0.63729095,0.8186455,0.5981194,0.7990597,0.60044944,0.8002247,0.6472728,0.8236364,0.66627073,0.83313537
3118,0.7221143,0.86105716,0.70050836,0.8502542,0.6659797,0.8329898,0.6465073,0.82325363,0.7242731,0.86213654,0.68049526,0.84024763,0.6876849,0.84384245,0.7067752,0.8533876,0.7077013,0.85385066,0.7139734,0.8569867
3120,0.6791097,0.83955485,0.7193447,0.8596723,0.6700207,0.83501035,0.6462653,0.82313263,0.66716564,0.8335828,0.65731,0.828655,0.672711,0.8363555,0.7095777,0.85478884,0.7155532,0.85777664,0.7122685,0.85613424
3122,0.7959937,0.89799684,0.7390522,0.8695261,0.7232226,0.8616113,0.6563753,0.82818764,0.745445,0.8727225,0.75892544,0.8794627,0.68912834,0.8445642,0.7705847,0.88529235,0.7256681,0.86283404,0.73989403,0.869947
3123,0.6980659,0.84903294,0.69752383,0.8487619,0.680192,0.840096,0.6054721,0.80273604,0.7015934,0.8507967,0.7575871,0.87879354,0.7200158,0.8600079,0.7551172,0.8775586,0.7426061,0.8713031,0.7699475,0.88497376
3133,0.7700803,0.88504016,0.7056359,0.85281795,0.7292386,0.8646193,0.6805036,0.8402518,0.6965617,0.84828085,0.7076926,0.8538463,0.63648415,0.8182421,0.7469958,0.8734979,0.6792393,0.83961964,0.71321785,0.8566089
3134,0.79732585,0.8986629,0.71987826,0.8599391,0.7404157,0.87020785,0.63722754,0.81861377,0.74635255,0.8731763,0.786319,0.8931595,0.6691249,0.8345624,0.7478888,0.8739444,0.7038269,0.85191345,0.7253674,0.8626837
3135,0.28421342,0.6421067,0.27465853,0.6373293,0.2810647,0.6405324,0.28767455,0.6438373,0.212066,0.60603297,0.21254419,0.6062721,0.21147129,0.60573566,0.18923871,0.59461933,0.22656925,0.61328465,0.18393697,0.5919685
3136,0.5765324,0.7882662,0.6129043,0.80645216,0.5693045,0.78465223,0.54571617,0.7728581,0.5670547,0.7835274,0.58625805,0.793129,0.5852095,0.79260474,0.6236119,0.81180596,0.663579,0.8317895,0.6263959,0.813198
3137,0.74228346,0.87114173,0.67466784,0.8373339,0.6756376,0.8378188,0.60034627,0.80017316,0.67163044,0.8358152,0.7031591,0.85157955,0.6356087,0.81780434,0.7131531,0.85657656,0.62857914,0.81428957,0.67441696,0.8372085
3138,0.5506993,0.7753496,0.560403,0.7802015,0.57163495,0.7858175,0.5340715,0.7670357,0.51308596,0.756543,0.5034694,0.75173473,0.47619277,0.73809636,0.52447325,0.7622366,0.54621565,0.7731078,0.49508855,0.7475443
3139,0.6966271,0.84831357,0.6418095,0.82090473,0.6377072,0.8188536,0.60382336,0.8019117,0.62215567,0.81107783,0.6739039,0.836952,0.5824883,0.79124415,0.689078,0.844539,0.64477384,0.8223869,0.66426027,0.83213013
3140,0.7550154,0.8775077,0.66151357,0.8307568,0.6665993,0.83329964,0.6010515,0.8005258,0.6658646,0.8329323,0.7323905,0.86619526,0.66369724,0.8318486,0.70612884,0.8530644,0.6429558,0.8214779,0.6974949,0.8487475
3141,0.71694446,0.8584722,0.74405783,0.87202895,0.75154316,0.8757716,0.63822734,0.8191137,0.71606994,0.85803497,0.6697428,0.8348714,0.6292602,0.8146301,0.7143669,0.85718346,0.6560745,0.82803726,0.67998546,0.83999276
3142,0.78440666,0.89220333,0.71373653,0.85686827,0.7381044,0.8690522,0.6494771,0.82473856,0.7201768,0.8600884,0.73403937,0.86701965,0.6386788,0.8193394,0.7441946,0.8720973,0.6924095,0.84620476,0.7269467,0.86347336
3143,0.7395668,0.8697834,0.6779085,0.8389542,0.70017564,0.8500878,0.63865674,0.81932837,0.6783148,0.8391574,0.6757606,0.8378803,0.63329995,0.81665,0.7074504,0.8537252,0.6604134,0.8302067,0.6739234,0.8369617
3144,0.76569027,0.88284516,0.7338941,0.86694705,0.75245655,0.8762283,0.6468349,0.8234174,0.69827753,0.84913874,0.7292906,0.8646453,0.64965,0.824825,0.7515849,0.87579244,0.7069892,0.85349464,0.6948862,0.8474431
3145,0.61776805,0.808884,0.604099,0.8020495,0.56086206,0.78043103,0.5496379,0.77481896,0.5784352,0.7892176,0.5527239,0.77636194,0.56801766,0.78400886,0.55838275,0.7791914,0.57098997,0.785495,0.56006145,0.7800307
3146,0.7357376,0.8678688,0.6618643,0.83093214,0.69418955,0.8470948,0.5948757,0.79743785,0.69418514,0.84709257,0.73580015,0.8679001,0.6516636,0.8258318,0.7093884,0.8546942,0.6646298,0.8323149,0.7199744,0.8599872
3147,0.6890245,0.8445122,0.6606326,0.8303163,0.6261766,0.8130883,0.6707591,0.83537954,0.6317811,0.81589055,0.6711209,0.83556044,0.64330256,0.8216513,0.70450824,0.85225415,0.6770961,0.83854806,0.6826569,0.84132844
3148,0.68256557,0.8412828,0.67299724,0.8364986,0.6443738,0.8221869,0.5825591,0.79127955,0.66955006,0.83477503,0.6873734,0.8436867,0.6894281,0.84471405,0.69537663,0.8476883,0.6708813,0.83544064,0.6982418,0.84912086
3149,0.7346804,0.8673402,0.68017817,0.8400891,0.6776902,0.83884513,0.64324164,0.8216208,0.6407037,0.82035184,0.62354445,0.8117722,0.5826533,0.79132664,0.6349603,0.81748015,0.6348828,0.8174414,0.63860196,0.819301
3150,0.71630967,0.85815483,0.5847167,0.79235834,0.6247158,0.8123579,0.5195591,0.7597796,0.63053775,0.8152689,0.7046344,0.8523172,0.546545,0.7732725,0.65551746,0.8277587,0.5858029,0.79290146,0.62446654,0.81223327
3153,0.6014391,0.80071956,0.60827327,0.80413663,0.62802184,0.8140109,0.53275263,0.7663763,0.5755304,0.7877652,0.618622,0.80931103,0.6043718,0.8021859,0.60284495,0.8014225,0.63001746,0.81500876,0.631318,0.815659
3155,0.56807065,0.7840353,0.52625465,0.7631273,0.5549989,0.77749944,0.4637071,0.73185354,0.48802137,0.7440107,0.49554393,0.747772,0.44653,0.723265,0.5033704,0.7516852,0.48058718,0.7402936,0.46464378,0.73232186
3156,0.7472142,0.8736071,0.65204537,0.8260227,0.6984648,0.84923244,0.6404417,0.8202208,0.6588855,0.82944274,0.63981366,0.81990683,0.55391467,0.77695733,0.6611309,0.83056545,0.606193,0.80309653,0.61359406,0.806797
