Unnamed: 0,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Score
12116,0.6725471,0.83627355,0.6316662,0.8158331,0.6671972,0.8335986,0.5868747,0.79343736,0.6283035,0.81415176,0.699296,0.849648,0.6159425,0.80797124,0.689054,0.844527,0.6719241,0.83596206,0.69907904,0.8495395
12122,0.7040459,0.85202295,0.62612605,0.813063,0.6404738,0.8202369,0.57067,0.785335,0.5970222,0.7985111,0.64804304,0.8240215,0.55066323,0.7753316,0.63695633,0.81847817,0.6079571,0.80397856,0.6035833,0.80179167
12124,0.56231505,0.7811575,0.56322336,0.7816117,0.54572654,0.77286327,0.53258926,0.7662946,0.49162996,0.745815,0.5445179,0.77225894,0.5144099,0.75720495,0.52610916,0.7630546,0.5515672,0.7757836,0.57136816,0.7856841
12141,0.6982621,0.84913105,0.62190425,0.8109521,0.61171925,0.8058596,0.56480354,0.7824018,0.65726364,0.8286318,0.68045866,0.84022933,0.641833,0.82091653,0.6198523,0.80992615,0.6414483,0.8207241,0.64637464,0.82318735
12143,0.6799264,0.8399632,0.6994337,0.84971684,0.6846267,0.84231335,0.5997936,0.79989684,0.63524574,0.8176229,0.6891277,0.84456384,0.60060185,0.80030096,0.70066315,0.85033154,0.6611104,0.8305552,0.6775833,0.8387916
12149,0.76114154,0.88057077,0.7291883,0.86459416,0.7027497,0.85137486,0.61898255,0.8094913,0.70953953,0.85476977,0.70592797,0.852964,0.6791282,0.8395641,0.71147585,0.8557379,0.66523975,0.8326199,0.69126666,0.8456333
12161,0.6737827,0.83689135,0.6130585,0.8065293,0.62988853,0.81494427,0.5705818,0.7852909,0.62532145,0.8126607,0.68940324,0.84470165,0.61309177,0.80654585,0.65163124,0.8258156,0.6711589,0.83557945,0.66976947,0.83488476
12252,0.6410731,0.82053655,0.6963668,0.8481834,0.60803425,0.8040171,0.65403366,0.82701683,0.64040154,0.8202008,0.58793354,0.79396677,0.5898875,0.79494375,0.684354,0.84217703,0.6643847,0.83219236,0.6362192,0.81810963
12408,0.6180197,0.80900985,0.6253927,0.81269634,0.5977143,0.79885715,0.57724136,0.7886207,0.6161556,0.8080778,0.66321445,0.8316072,0.6362631,0.81813157,0.6510588,0.8255294,0.65138495,0.8256925,0.6748539,0.83742696
12409,0.67567307,0.8378365,0.6571527,0.8285763,0.61490333,0.80745167,0.59320086,0.79660046,0.62640274,0.81320137,0.6748983,0.8374492,0.6693702,0.8346851,0.66274154,0.8313708,0.67743945,0.8387197,0.7209525,0.86047626
12410,0.79285765,0.8964288,0.7674151,0.8837075,0.7780134,0.88900673,0.65973127,0.82986563,0.74608076,0.8730404,0.75653934,0.8782697,0.70823216,0.8541161,0.77685726,0.8884286,0.7297964,0.8648982,0.75325114,0.87662554
12418,0.676435,0.8382175,0.6221859,0.811093,0.63638824,0.81819415,0.59644085,0.7982204,0.60600555,0.8030028,0.6532916,0.8266458,0.60170496,0.8008525,0.6504363,0.82521814,0.62044036,0.8102202,0.6495069,0.82475346
12422,0.6818589,0.84092945,0.62709045,0.8135452,0.6512704,0.8256352,0.600505,0.8002525,0.61749804,0.808749,0.62161344,0.81080675,0.5767019,0.78835094,0.6232004,0.8116002,0.63559854,0.81779927,0.61492884,0.8074644
12435,0.6253772,0.8126886,0.59115064,0.7955753,0.5816835,0.79084176,0.5831256,0.7915628,0.5741333,0.78706664,0.56832194,0.784161,0.5763253,0.78816265,0.57973087,0.78986543,0.58737075,0.7936854,0.5854136,0.7927068
12436,0.73376226,0.86688113,0.6605852,0.8302926,0.7105206,0.8552603,0.629478,0.814739,0.66030467,0.83015233,0.6684729,0.83423644,0.60118043,0.8005902,0.6760576,0.8380288,0.65141284,0.8257064,0.6431757,0.82158786
12437,0.62777483,0.8138874,0.63300806,0.816504,0.6154337,0.80771685,0.58427256,0.7921363,0.60351664,0.8017583,0.6497091,0.82485455,0.6096267,0.8048134,0.6709082,0.8354541,0.6248461,0.81242305,0.65349954,0.8267498
12447,0.7557703,0.87788516,0.74722075,0.8736104,0.7082031,0.85410154,0.687619,0.8438095,0.68924314,0.84462154,0.71028435,0.8551422,0.6869345,0.84346724,0.7400216,0.8700108,0.719835,0.8599175,0.73476756,0.8673838
12448,0.780737,0.89036846,0.6988361,0.84941804,0.7330013,0.8665006,0.65230405,0.826152,0.7541054,0.87705266,0.8025273,0.90126365,0.68943864,0.8447193,0.77403855,0.8870193,0.73599684,0.8679984,0.7568476,0.8784238
12449,0.7399658,0.8699829,0.6319936,0.81599677,0.6498618,0.8249309,0.5627639,0.78138196,0.6713281,0.83566403,0.76833296,0.8841665,0.6275673,0.81378365,0.6789904,0.8394952,0.67953086,0.8397654,0.70105326,0.85052663
12450,0.6724489,0.83622444,0.6520775,0.8260387,0.62825704,0.8141285,0.5777451,0.78887254,0.61533403,0.807667,0.64450467,0.82225233,0.61697435,0.8084872,0.6481167,0.82405835,0.6397037,0.8198519,0.65484256,0.8274213
12451,0.7580761,0.87903804,0.68058157,0.8402908,0.7235576,0.8617788,0.5749433,0.78747165,0.681326,0.84066296,0.692829,0.8464145,0.588103,0.7940515,0.6717241,0.83586204,0.64796805,0.823984,0.65814507,0.82907254
12452,0.77620554,0.88810277,0.68193436,0.8409672,0.7024098,0.8512049,0.61657745,0.8082887,0.68946505,0.8447325,0.7085556,0.8542778,0.59904116,0.7995206,0.70024675,0.8501234,0.66268945,0.8313447,0.70312375,0.8515619
12453,0.74730986,0.87365496,0.737511,0.86875546,0.6978271,0.84891355,0.6792719,0.83963597,0.6782491,0.83912456,0.63900787,0.8195039,0.6095227,0.80476135,0.7140596,0.8570298,0.65911543,0.8295577,0.6517893,0.82589465
12454,0.77356994,0.886785,0.71529675,0.8576484,0.67585474,0.83792734,0.62000734,0.81000364,0.7483742,0.8741871,0.7395935,0.86979675,0.6816742,0.8408371,0.72488075,0.86244035,0.6889821,0.84449106,0.6871787,0.8435893
12455,0.7178632,0.8589316,0.63852614,0.8192631,0.682098,0.84104896,0.60741484,0.8037074,0.61157,0.805785,0.67582595,0.837913,0.55211174,0.7760559,0.6544372,0.8272186,0.6664462,0.8332231,0.65567887,0.82783943
12456,0.79410315,0.8970516,0.7091377,0.85456884,0.73135805,0.865679,0.6037127,0.80185634,0.7351521,0.86757606,0.74182284,0.8709114,0.6480656,0.8240328,0.74388206,0.87194103,0.6524542,0.82622707,0.70730126,0.8536506
12457,0.6989062,0.8494531,0.6726848,0.8363424,0.6738169,0.83690846,0.5937176,0.7968588,0.68427396,0.842137,0.70420706,0.85210353,0.67557096,0.8377855,0.6958816,0.8479408,0.6587949,0.82939744,0.675456,0.837728
12458,0.7537689,0.87688446,0.73232234,0.86616117,0.7416822,0.8708411,0.6129815,0.8064908,0.7135835,0.85679173,0.75527847,0.87763923,0.62128294,0.81064147,0.7661693,0.88308465,0.7125621,0.85628104,0.7150596,0.85752976
12459,0.72301656,0.86150825,0.616442,0.808221,0.6269549,0.81347746,0.54099894,0.77049947,0.6800201,0.84001005,0.75770056,0.8788503,0.6854291,0.84271455,0.6844781,0.842239,0.64257365,0.8212868,0.7141679,0.8570839
12460,0.7676996,0.8838498,0.6898937,0.84494686,0.7045928,0.8522964,0.6291723,0.81458616,0.72574353,0.86287177,0.798381,0.8991905,0.6950116,0.8475058,0.75375366,0.87687683,0.7596152,0.8798076,0.76139474,0.88069737
12461,0.7507098,0.8753549,0.65120083,0.8256004,0.70504594,0.85252297,0.5913646,0.7956823,0.6597162,0.82985806,0.73673356,0.8683668,0.5953171,0.79765856,0.67797184,0.8389859,0.6684029,0.83420146,0.67943335,0.8397167
12462,0.7092663,0.85463315,0.64617217,0.8230861,0.6785544,0.8392772,0.58002067,0.79001033,0.6450645,0.82253224,0.7342844,0.8671422,0.60396194,0.801981,0.67586386,0.83793193,0.69830453,0.84915227,0.6925939,0.8462969
12463,0.64284694,0.8214235,0.57542276,0.7877114,0.64448917,0.8222446,0.5520201,0.77601004,0.6107153,0.8053577,0.68315136,0.8415757,0.6232511,0.81162554,0.6240517,0.81202585,0.671622,0.835811,0.6774024,0.8387012
12464,0.7754885,0.88774425,0.6847615,0.84238076,0.72140497,0.8607025,0.61245835,0.8062292,0.71119845,0.8555992,0.7729238,0.8864619,0.64398277,0.8219914,0.7385519,0.8692759,0.6828545,0.8414272,0.7203777,0.86018884
12465,0.7561717,0.87808585,0.7637578,0.8818789,0.72432107,0.86216056,0.6806686,0.8403343,0.7156123,0.85780615,0.69739634,0.84869814,0.706408,0.853204,0.73831534,0.8691577,0.69870317,0.8493516,0.72254086,0.8612704
12466,0.63078105,0.8153905,0.5812293,0.79061466,0.5645155,0.78225774,0.4923623,0.74618113,0.5815586,0.7907793,0.6700021,0.83500105,0.5746844,0.7873422,0.60593545,0.8029677,0.6104952,0.8052476,0.62978816,0.8148941
12467,0.67825985,0.8391299,0.6410301,0.82051504,0.63637507,0.81818753,0.59934926,0.79967463,0.6121031,0.80605155,0.73485863,0.8674293,0.6175837,0.8087919,0.7351575,0.86757874,0.7283459,0.86417294,0.7249502,0.8624751
12468,0.7436025,0.87180126,0.64521706,0.82260853,0.6676963,0.8338481,0.56944764,0.7847238,0.71932656,0.85966325,0.76151764,0.8807588,0.69821763,0.8491088,0.6952208,0.8476104,0.67238677,0.8361934,0.7342389,0.86711943
12469,0.5179231,0.75896156,0.5766653,0.78833264,0.47755304,0.7387765,0.48737136,0.74368566,0.5006422,0.7503211,0.53774726,0.76887363,0.53437483,0.7671874,0.5732173,0.78660864,0.638346,0.819173,0.6367698,0.8183849
12470,0.77844286,0.88922143,0.7170056,0.8585028,0.73393345,0.8669667,0.6623374,0.8311687,0.72406507,0.86203253,0.727767,0.8638835,0.6720265,0.83601326,0.75860274,0.87930137,0.68285084,0.8414254,0.727762,0.863881
12471,0.7931726,0.8965863,0.7631037,0.88155186,0.70857596,0.854288,0.68005764,0.8400288,0.7274083,0.86370414,0.74003464,0.8700173,0.67888653,0.83944327,0.7677211,0.8838606,0.74999654,0.8749983,0.7703393,0.8851696
12472,0.778985,0.8894925,0.7333994,0.8666997,0.70243025,0.8512151,0.6523734,0.82618666,0.72052157,0.8602608,0.7597214,0.8798607,0.6527873,0.82639366,0.75743985,0.8787199,0.73259246,0.86629623,0.73183167,0.86591583
12473,0.7025638,0.8512819,0.70594496,0.8529725,0.66326344,0.8316317,0.63894325,0.8194716,0.69990945,0.8499547,0.72225463,0.8611273,0.7242789,0.86213946,0.73389906,0.86694956,0.7174942,0.8587471,0.76660097,0.8833005
12474,0.5597284,0.7798642,0.5320779,0.76603895,0.53999776,0.7699989,0.5382584,0.76912916,0.5144533,0.75722665,0.594288,0.797144,0.52076817,0.7603841,0.5740082,0.7870041,0.60492563,0.8024628,0.56610024,0.7830501
12475,0.65940684,0.82970345,0.62805206,0.814026,0.6088332,0.8044166,0.60192066,0.8009603,0.63373375,0.8168669,0.6732142,0.8366071,0.64195776,0.8209789,0.66030663,0.83015335,0.6769184,0.8384592,0.6635173,0.8317586
12476,0.65136445,0.8256822,0.6307209,0.8153604,0.62389016,0.8119451,0.5629165,0.78145826,0.68446887,0.84223443,0.6918483,0.84592414,0.72492576,0.8624629,0.6928072,0.8464036,0.6791173,0.83955866,0.7253249,0.86266243
12477,0.6501544,0.8250772,0.6315149,0.81575745,0.62916374,0.8145819,0.62782884,0.8139144,0.64038694,0.82019347,0.687603,0.8438015,0.62359905,0.8117995,0.68907356,0.8445368,0.659858,0.829929,0.7175924,0.85879624
12478,0.73252094,0.86626047,0.7042619,0.85213095,0.6783298,0.8391649,0.63773596,0.818868,0.6995841,0.84979206,0.7395872,0.8697936,0.6699486,0.8349743,0.7396624,0.8698312,0.7289405,0.86447024,0.74180394,0.87090194
12479,0.70182824,0.8509141,0.6351848,0.8175924,0.6591317,0.8295659,0.5519924,0.7759962,0.6549093,0.8274547,0.7443348,0.8721674,0.646847,0.8234235,0.6912006,0.8456003,0.6757941,0.83789706,0.70482224,0.85241115
12480,0.7376694,0.86883473,0.69081855,0.8454093,0.7043961,0.85219806,0.6394874,0.8197437,0.6723008,0.8361504,0.6950713,0.8475356,0.58575886,0.79287946,0.7060989,0.85304946,0.6649015,0.83245075,0.6597767,0.82988834
12481,0.7282191,0.8641095,0.67025316,0.8351266,0.67904085,0.83952045,0.6130204,0.8065102,0.66318786,0.83159393,0.77273107,0.88636553,0.6560085,0.82800424,0.7499175,0.87495875,0.7365366,0.8682683,0.74669147,0.87334573
12482,0.78331673,0.89165837,0.7079941,0.85399705,0.711415,0.8557075,0.6451117,0.82255584,0.7122491,0.8561245,0.75359726,0.8767986,0.6746233,0.8373116,0.73248386,0.86624193,0.6711817,0.83559084,0.70991004,0.854955
12483,0.65885293,0.82942647,0.63928586,0.8196429,0.625671,0.8128355,0.58899754,0.7944988,0.6039306,0.8019653,0.686682,0.843341,0.6327262,0.8163631,0.67403936,0.8370197,0.67595065,0.8379753,0.7003737,0.8501868
12484,0.74787706,0.87393856,0.7126094,0.8563047,0.700745,0.8503725,0.6077057,0.80385286,0.706475,0.8532375,0.7265582,0.8632791,0.64619136,0.8230957,0.6997552,0.8498776,0.68732584,0.8436629,0.72694063,0.8634703
12485,0.6216099,0.81080496,0.6341631,0.8170816,0.6104758,0.8052379,0.5369257,0.76846284,0.61440384,0.8072019,0.68491995,0.84246,0.65331984,0.8266599,0.68912894,0.84456444,0.65411186,0.82705593,0.68158984,0.8407949
12486,0.7803197,0.89015985,0.7609936,0.8804968,0.712582,0.856291,0.62916976,0.81458485,0.78310347,0.89155173,0.79306793,0.89653397,0.7587733,0.87938666,0.79945886,0.89972943,0.73611736,0.8680587,0.76504767,0.88252383
12487,0.7486658,0.8743329,0.6735483,0.8367741,0.6989665,0.84948325,0.5808896,0.7904448,0.6703562,0.83517814,0.72912264,0.8645613,0.6464847,0.8232423,0.7120221,0.85601103,0.68119174,0.84059584,0.706165,0.85308254
12488,0.57380784,0.7869039,0.65323865,0.8266193,0.5985132,0.79925656,0.5907384,0.7953692,0.56922626,0.78461313,0.56341016,0.7817051,0.52938616,0.7646931,0.605167,0.80258346,0.6538718,0.8269359,0.61157125,0.80578566
12489,0.7318959,0.86594796,0.6505133,0.82525665,0.6548927,0.82744634,0.5706227,0.78531134,0.6780927,0.83904636,0.7396085,0.86980426,0.6540271,0.82701355,0.69238,0.84619,0.64677435,0.82338715,0.6930249,0.84651244
12490,0.65149844,0.8257492,0.6185744,0.8092872,0.61610115,0.8080506,0.57254064,0.7862703,0.59686637,0.7984332,0.6514177,0.82570887,0.60747087,0.80373544,0.60040617,0.8002031,0.64889765,0.8244488,0.6370629,0.81853145
12491,0.67346513,0.83673257,0.6634324,0.8317162,0.65516853,0.82758427,0.6256943,0.81284714,0.62748957,0.8137448,0.6485816,0.8242908,0.63049865,0.8152493,0.671435,0.8357175,0.6783731,0.83918655,0.66682374,0.8334119
12492,0.5516139,0.77580696,0.5675869,0.78379345,0.5493497,0.7746749,0.5374225,0.7687112,0.51354396,0.756772,0.50264573,0.75132287,0.5090511,0.75452554,0.5709295,0.78546476,0.5569397,0.77846986,0.47398412,0.73699206
12493,0.5722394,0.7861197,0.5346183,0.7673092,0.5852841,0.79264206,0.535982,0.767991,0.49031687,0.74515843,0.583814,0.791907,0.51171035,0.7558552,0.5875114,0.7937557,0.605933,0.8029665,0.5736504,0.7868252
12494,0.69918203,0.849591,0.6763418,0.8381709,0.6644522,0.8322261,0.5969441,0.79847205,0.65102154,0.82551074,0.6877252,0.8438626,0.6616585,0.83082926,0.6753305,0.83766526,0.6949475,0.84747374,0.6856624,0.8428312
12495,0.7395742,0.8697871,0.72140443,0.8607022,0.6763987,0.8381994,0.65076137,0.8253807,0.6707295,0.83536476,0.75149727,0.87574863,0.6550026,0.8275013,0.7565576,0.8782788,0.7466562,0.8733281,0.7458018,0.8729009
12496,0.7413187,0.87065935,0.6794096,0.8397048,0.7190722,0.8595361,0.6108603,0.8054302,0.6946988,0.8473494,0.71934354,0.8596718,0.61050737,0.8052537,0.73184156,0.8659208,0.733559,0.8667795,0.7079635,0.85398173
12497,0.67887914,0.8394396,0.6518911,0.82594556,0.66970766,0.8348538,0.6304938,0.81524694,0.64145577,0.8207279,0.6770184,0.8385092,0.60798705,0.8039935,0.69248617,0.8462431,0.6640568,0.8320284,0.6688827,0.83444136
12498,0.74441373,0.87220687,0.7019852,0.85099256,0.7047515,0.85237575,0.647972,0.823986,0.67064244,0.8353212,0.6639715,0.8319857,0.5972461,0.7986231,0.6783478,0.8391739,0.6475494,0.8237747,0.6494442,0.8247221
12499,0.73543054,0.86771524,0.66784394,0.83392197,0.675857,0.83792853,0.5707203,0.78536016,0.71608627,0.85804313,0.760375,0.8801875,0.6971424,0.8485712,0.70596945,0.8529847,0.65179527,0.82589763,0.7202669,0.8601334
12500,0.7007469,0.85037345,0.71275926,0.8563796,0.64137733,0.82068866,0.59552383,0.7977619,0.6709014,0.8354507,0.655874,0.827937,0.70510244,0.8525512,0.6747043,0.83735216,0.6809672,0.8404836,0.68086994,0.84043497
12501,0.3813542,0.6906771,0.39428103,0.6971405,0.3883389,0.69416946,0.35292763,0.67646384,0.35311377,0.6765569,0.28029117,0.6401456,0.30908382,0.6545419,0.29793042,0.64896524,0.32799795,0.66399896,0.29394594,0.64697295
12502,0.8044041,0.902202,0.7522931,0.87614655,0.7323598,0.86617994,0.66419804,0.832099,0.77329934,0.88664967,0.73365116,0.8668256,0.7216582,0.8608291,0.77550256,0.8877513,0.692174,0.846087,0.73047304,0.8652365
12503,0.6157323,0.80786616,0.60028815,0.8001441,0.6082113,0.80410564,0.5285064,0.7642532,0.5736445,0.78682226,0.62590694,0.8129535,0.5797205,0.78986025,0.61182797,0.805914,0.6337979,0.81689894,0.6149169,0.80745846
12504,0.798035,0.8990175,0.75328743,0.8766437,0.7615559,0.88077796,0.6954893,0.84774464,0.728474,0.864237,0.7168976,0.8584488,0.6335896,0.8167948,0.75339574,0.8766979,0.68491155,0.84245574,0.68069685,0.8403484
12505,0.6542667,0.82713336,0.6266086,0.8133043,0.6510781,0.82553905,0.58484113,0.79242057,0.60217893,0.80108947,0.6409428,0.8204714,0.54915595,0.774578,0.6261158,0.8130579,0.66472346,0.8323617,0.63048905,0.81524456
12506,0.626216,0.81310797,0.6463157,0.82315785,0.5956801,0.79784006,0.5756044,0.7878022,0.61013794,0.80506897,0.59435064,0.7971753,0.62328744,0.8116437,0.60905635,0.8045282,0.5785316,0.7892658,0.59706736,0.7985337
12507,0.6594868,0.8297434,0.68455255,0.8422763,0.6909244,0.8454622,0.5905558,0.7952779,0.6458713,0.82293564,0.68274,0.84137,0.6738448,0.8369224,0.6869359,0.84346795,0.7155113,0.85775566,0.7295296,0.8647648
12508,0.75117946,0.8755897,0.6661452,0.8330726,0.64947283,0.8247364,0.5519987,0.7759993,0.69454145,0.8472707,0.7510208,0.8755104,0.65677017,0.8283851,0.6899655,0.84498274,0.6359807,0.81799036,0.698365,0.8491825
12509,0.6995352,0.84976757,0.6841416,0.8420708,0.74108285,0.87054145,0.62139463,0.8106973,0.6570703,0.82853514,0.6695723,0.8347862,0.605206,0.802603,0.6960404,0.8480202,0.6928096,0.8464048,0.66328824,0.8316441
12510,0.74179983,0.8708999,0.72230124,0.8611506,0.70100665,0.8505033,0.62716764,0.81358385,0.6834893,0.84174466,0.72467864,0.8623393,0.6620352,0.8310176,0.7077379,0.85386896,0.66312826,0.8315641,0.7136781,0.85683906
12511,0.655177,0.8275885,0.6414927,0.82074636,0.59676754,0.7983838,0.5424289,0.7712145,0.5766681,0.788334,0.6727207,0.83636034,0.61516464,0.8075823,0.64169574,0.82084787,0.6805355,0.8402678,0.6683039,0.834152
12512,0.6758003,0.83790016,0.6672569,0.8336284,0.6085597,0.80427986,0.605121,0.8025605,0.6384673,0.81923366,0.60989183,0.80494595,0.6085332,0.8042666,0.64135885,0.8206794,0.6780712,0.83903563,0.6327646,0.8163823
12513,0.71547675,0.8577384,0.64898634,0.82449317,0.67917037,0.8395852,0.60733247,0.80366623,0.63790333,0.81895167,0.67561376,0.8378069,0.5802083,0.79010415,0.6527524,0.8263762,0.65405965,0.8270298,0.66564465,0.8328223
12514,0.76172525,0.8808626,0.7327965,0.8663982,0.72670543,0.8633527,0.66000295,0.8300015,0.75242895,0.8762145,0.7476574,0.8738287,0.670177,0.8350885,0.77850896,0.88925445,0.7078943,0.85394716,0.71810114,0.8590506
12515,0.72785264,0.8639263,0.70187867,0.85093933,0.65398586,0.8269929,0.5996109,0.79980546,0.6704385,0.83521926,0.71498424,0.8574921,0.6864452,0.8432226,0.7120528,0.8560264,0.71251124,0.85625565,0.7256877,0.8628439
12516,0.7466658,0.87333286,0.7042273,0.85211366,0.76179063,0.8808953,0.6836279,0.8418139,0.7159564,0.8579782,0.6821321,0.84106606,0.64576125,0.8228806,0.7405331,0.87026656,0.69552386,0.8477619,0.7075786,0.8537893
12518,0.8123373,0.90616864,0.7697751,0.8848876,0.7497573,0.87487864,0.6752319,0.83761597,0.80088997,0.900445,0.79687536,0.8984377,0.73791575,0.8689579,0.8150432,0.9075216,0.7457187,0.87285936,0.7720722,0.8860361
12519,0.6979593,0.84897965,0.6838398,0.8419199,0.6738492,0.8369246,0.5921249,0.79606247,0.64044327,0.82022166,0.6078993,0.80394965,0.60724056,0.8036203,0.6538949,0.82694745,0.6310291,0.81551456,0.6375332,0.8187666
12520,0.75135124,0.8756756,0.70562613,0.85281307,0.6888716,0.8444358,0.6385194,0.8192597,0.6881083,0.84405416,0.7356347,0.86781734,0.6294823,0.81474113,0.711723,0.85586154,0.6706991,0.83534956,0.7225097,0.8612548
12521,0.76150024,0.8807501,0.67733586,0.8386679,0.69034266,0.84517133,0.57980144,0.7899007,0.6883998,0.8441999,0.7371582,0.8685791,0.6353526,0.8176763,0.6890687,0.84453434,0.6412678,0.8206339,0.70513356,0.8525668
12523,0.6294488,0.8147244,0.5884186,0.7942093,0.59479284,0.7973964,0.5640129,0.78200644,0.5390737,0.76953685,0.6238529,0.8119265,0.54251957,0.7712598,0.5933305,0.79666525,0.6198416,0.8099208,0.6635567,0.83177835
12525,0.83997524,0.9199876,0.74100375,0.8705019,0.77962023,0.8898101,0.65890133,0.82945067,0.7975632,0.8987816,0.81338376,0.9066919,0.74627703,0.87313855,0.7816831,0.89084154,0.7166705,0.85833526,0.7753338,0.88766694
12526,0.7702073,0.88510364,0.6987273,0.8493637,0.7103108,0.8551554,0.6343587,0.8171793,0.7285378,0.8642689,0.79779196,0.898896,0.6888848,0.84444237,0.7471808,0.8735904,0.72068083,0.8603404,0.7765871,0.88829356
12527,0.75221866,0.87610936,0.7068273,0.85341364,0.6733673,0.83668363,0.6250545,0.81252724,0.6936979,0.84684896,0.7848325,0.89241624,0.668864,0.834432,0.7443806,0.8721903,0.72266614,0.8613331,0.7272489,0.86362445
12528,0.6626977,0.83134884,0.6369363,0.81846815,0.68500024,0.8425001,0.55657697,0.7782885,0.6113853,0.8056927,0.6813828,0.8406914,0.5578457,0.77892286,0.6416606,0.8208303,0.6343709,0.81718546,0.61364335,0.8068217
12529,0.7821666,0.8910833,0.6586343,0.82931715,0.7070898,0.8535449,0.5850272,0.7925136,0.7292038,0.8646019,0.77445805,0.887229,0.6424744,0.8212372,0.72751176,0.8637559,0.64806324,0.8240316,0.71591556,0.8579578
12530,0.6002648,0.8001324,0.5544865,0.77724326,0.54409605,0.772048,0.53096974,0.76548487,0.49632984,0.7481649,0.5013461,0.75067306,0.45857435,0.72928715,0.5053315,0.75266576,0.49388653,0.74694324,0.5045362,0.7522681
12531,0.53871965,0.7693598,0.5895815,0.79479074,0.6130753,0.8065376,0.48702765,0.7435138,0.55327785,0.7766389,0.56805515,0.7840276,0.5678737,0.78393686,0.58138686,0.7906934,0.60248846,0.80124426,0.60258377,0.8012919
12532,0.76242775,0.8812139,0.6603116,0.8301558,0.6781069,0.83905345,0.5888497,0.7944249,0.6800817,0.84004086,0.73573416,0.8678671,0.65527797,0.827639,0.6652083,0.83260417,0.64211273,0.82105637,0.7032296,0.85161483
12533,0.71895605,0.859478,0.68114734,0.84057367,0.6468583,0.8234291,0.63358355,0.8167918,0.6462124,0.82310617,0.70137787,0.85068893,0.643638,0.821819,0.7095196,0.8547598,0.702946,0.851473,0.72712755,0.8635638
