Unnamed: 0,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Score
98397,0.57473445,0.7873672,0.5919747,0.79598737,0.5483047,0.77415234,0.55005485,0.7750274,0.6127769,0.80638844,0.68805754,0.8440288,0.66289854,0.8314493,0.7009509,0.85047543,0.7332268,0.8666134,0.74822795,0.874114
98398,0.66661805,0.83330905,0.5902364,0.7951182,0.5811359,0.790568,0.5526285,0.77631426,0.6892004,0.8446002,0.77036923,0.88518465,0.7357415,0.86787075,0.7084368,0.85421836,0.730019,0.8650095,0.75710857,0.8785543
98399,0.4763971,0.7381985,0.4757818,0.7378909,0.41202062,0.70601034,0.39612263,0.69806135,0.52418905,0.7620945,0.5494726,0.7747363,0.5636797,0.78183985,0.5190785,0.75953925,0.5422845,0.77114224,0.54682803,0.773414
98400,0.52132106,0.7606605,0.54069424,0.7703471,0.4502818,0.7251409,0.55557466,0.7777873,0.5344292,0.7672146,0.5349016,0.7674508,0.5473964,0.7736982,0.55107653,0.77553827,0.653981,0.8269905,0.576617,0.7883085
98401,0.61432725,0.8071636,0.6269487,0.81347436,0.54336053,0.77168024,0.568089,0.7840445,0.59453595,0.797268,0.6817955,0.84089774,0.64174163,0.8208708,0.74079525,0.8703976,0.72320116,0.8616006,0.716205,0.8581025
98402,0.72505903,0.8625295,0.73529744,0.8676487,0.68667936,0.8433397,0.6958369,0.84791845,0.7177324,0.8588662,0.7484176,0.8742088,0.705881,0.8529405,0.7826985,0.89134926,0.7664888,0.8832444,0.771312,0.885656
1747,0.7301656,0.8650828,0.65230227,0.82615113,0.6762893,0.83814466,0.64948666,0.82474333,0.67471194,0.837356,0.7277986,0.8638993,0.656775,0.8283875,0.7167764,0.8583882,0.7421481,0.8710741,0.74552333,0.87276167
1784,0.6749097,0.83745486,0.700801,0.8504005,0.6335751,0.81678754,0.6578315,0.8289157,0.72193587,0.86096793,0.7103288,0.8551644,0.75916725,0.8795836,0.7481447,0.8740723,0.76792455,0.8839623,0.73189723,0.8659486
2476,0.78099585,0.8904979,0.7419944,0.8709972,0.7772938,0.8886469,0.6955768,0.8477884,0.7650652,0.8825326,0.7117052,0.8558526,0.6697794,0.8348897,0.7570367,0.87851834,0.6908517,0.84542584,0.718171,0.8590855
2515,0.73507893,0.86753947,0.7135607,0.85678035,0.72499526,0.8624976,0.65531087,0.82765543,0.6938529,0.84692645,0.6243845,0.81219226,0.6117395,0.80586976,0.70117164,0.8505858,0.6888582,0.84442914,0.6637428,0.8318714
2517,0.66523075,0.8326154,0.6282356,0.8141178,0.6306955,0.8153478,0.5526242,0.7763121,0.6096318,0.8048159,0.5427568,0.7713784,0.465931,0.73296547,0.5926453,0.79632264,0.56668127,0.78334063,0.52297777,0.7614889
2529,0.6468656,0.8234328,0.62776864,0.8138843,0.55951226,0.7797561,0.5909324,0.7954662,0.66359305,0.8317965,0.54806495,0.7740325,0.6269865,0.81349325,0.5913592,0.79567957,0.55454445,0.7772722,0.5852249,0.79261243
2538,0.6604059,0.83020294,0.5885356,0.7942678,0.6084336,0.8042168,0.5697335,0.78486675,0.61998034,0.80999017,0.6009859,0.80049294,0.53412557,0.7670628,0.6300373,0.81501865,0.58316076,0.7915804,0.57701206,0.78850603
2551,0.7317542,0.8658771,0.6698777,0.8349389,0.65555024,0.8277751,0.5925813,0.79629064,0.6617594,0.8308797,0.6775293,0.83876467,0.6296112,0.8148056,0.65540814,0.8277041,0.6507564,0.8253782,0.63908154,0.81954074
2553,0.69131625,0.8456581,0.67634714,0.83817357,0.6661489,0.83307445,0.6227807,0.81139034,0.66077244,0.8303862,0.63875914,0.81937957,0.65415263,0.8270763,0.6687477,0.83437383,0.65809,0.829045,0.6537503,0.82687515
2554,0.64843345,0.8242167,0.68983424,0.8449171,0.6109052,0.8054526,0.655049,0.82752454,0.6615168,0.8307584,0.70799017,0.8539951,0.688422,0.844211,0.7505202,0.8752601,0.73500764,0.8675038,0.739514,0.869757
2555,0.58077943,0.7903897,0.60549664,0.8027483,0.6117417,0.8058709,0.58812475,0.7940624,0.52798086,0.7639904,0.51680326,0.75840163,0.52105767,0.7605288,0.568588,0.784294,0.6075313,0.80376565,0.55033374,0.77516687
2556,0.60817564,0.8040878,0.66587377,0.8329369,0.64800406,0.824002,0.5875025,0.79375124,0.56283635,0.7814182,0.5491482,0.7745741,0.50473696,0.75236845,0.6336582,0.8168291,0.582127,0.7910635,0.5490469,0.77452344
2577,0.7793336,0.8896668,0.7307332,0.8653666,0.71278775,0.8563939,0.67963004,0.839815,0.7195864,0.8597932,0.72595054,0.86297524,0.67627585,0.8381379,0.7460923,0.87304616,0.7105042,0.8552521,0.7284789,0.86423945
2582,0.6418729,0.82093644,0.61521125,0.8076056,0.6054439,0.802722,0.5488346,0.7744173,0.6051245,0.80256224,0.67298734,0.8364937,0.60259306,0.80129653,0.6433785,0.82168925,0.6583444,0.8291722,0.6627874,0.8313937
2583,0.63415504,0.8170775,0.68793017,0.84396505,0.67836463,0.8391823,0.5957955,0.79789776,0.6247318,0.8123659,0.5845604,0.7922802,0.5663837,0.78319186,0.6271432,0.8135716,0.6036477,0.80182385,0.57590413,0.78795207
2584,0.6975051,0.84875256,0.59439373,0.79719687,0.6482609,0.8241304,0.5730449,0.78652245,0.5865464,0.7932732,0.5470412,0.7735206,0.44336042,0.7216802,0.6022655,0.80113274,0.5023931,0.75119656,0.51056755,0.7552838
2585,0.61532557,0.8076628,0.6138994,0.80694973,0.59666276,0.7983314,0.5646082,0.7823041,0.5777497,0.78887486,0.6190133,0.80950665,0.58061767,0.79030883,0.63696563,0.8184828,0.6343874,0.8171937,0.62917125,0.8145856
2586,0.6909505,0.84547526,0.6798421,0.83992106,0.66536283,0.8326814,0.6367512,0.8183756,0.608129,0.8040645,0.6242744,0.8121372,0.54230815,0.77115405,0.66495836,0.8324792,0.6397979,0.81989896,0.60482776,0.8024139
2587,0.5766163,0.78830814,0.5659522,0.7829761,0.58488953,0.79244477,0.53362894,0.7668145,0.509698,0.75484896,0.5141776,0.7570888,0.5016268,0.75081336,0.54421735,0.7721087,0.56046164,0.7802308,0.52231014,0.76115507
2588,0.7307178,0.8653589,0.67990935,0.8399547,0.65498555,0.8274928,0.6601374,0.8300687,0.5930151,0.79650754,0.60136795,0.800684,0.53841877,0.7692094,0.65051746,0.82525873,0.6564779,0.82823896,0.60804653,0.80402327
2589,0.6701238,0.8350619,0.6860565,0.84302825,0.7040433,0.8520217,0.61890626,0.8094531,0.63659406,0.818297,0.63550043,0.8177502,0.6156658,0.8078329,0.6736001,0.83680004,0.64667404,0.823337,0.6414524,0.82072616
2590,0.6755363,0.83776814,0.6706065,0.83530325,0.69640625,0.8482031,0.6640004,0.8320002,0.6620012,0.83100057,0.6363841,0.81819206,0.642761,0.8213805,0.67748624,0.8387431,0.6158018,0.8079009,0.66265386,0.83132696
2591,0.6888193,0.84440964,0.7123772,0.8561886,0.68914354,0.84457177,0.6555852,0.82779264,0.6682385,0.83411926,0.6850261,0.8425131,0.67554295,0.8377715,0.7143837,0.85719186,0.7218736,0.86093676,0.7209319,0.86046594
2592,0.7933388,0.8966694,0.70048106,0.8502405,0.73877263,0.8693863,0.6821368,0.8410684,0.72527575,0.8626379,0.71164966,0.8558248,0.6172861,0.80864304,0.7200011,0.86000055,0.6495112,0.8247556,0.6852198,0.8426099
2594,0.6965827,0.84829134,0.6540216,0.8270108,0.659229,0.8296145,0.7166519,0.85832596,0.6671581,0.83357906,0.6194985,0.80974925,0.5938622,0.7969311,0.65433204,0.827166,0.6239618,0.8119809,0.6022346,0.8011173
2595,0.56100065,0.7805003,0.61081696,0.8054085,0.5498842,0.7749421,0.53835,0.769175,0.5421802,0.7710901,0.5590804,0.7795402,0.5793389,0.78966945,0.5748265,0.78741324,0.586519,0.7932595,0.59975,0.799875
2597,0.77215815,0.8860791,0.6576593,0.82882965,0.7395404,0.86977017,0.56031483,0.78015745,0.7084725,0.85423625,0.742629,0.8713145,0.5758612,0.7879306,0.6995246,0.8497623,0.58445996,0.79223,0.65754265,0.82877135
2645,0.62401414,0.81200707,0.65921664,0.8296083,0.6930814,0.8465407,0.6331762,0.8165881,0.56885016,0.7844251,0.58188415,0.7909421,0.54197735,0.7709887,0.6370555,0.81852776,0.65325904,0.8266295,0.6316539,0.81582695
2654,0.7110683,0.85553414,0.68380654,0.84190327,0.68270385,0.8413519,0.6756167,0.8378084,0.6424757,0.82123786,0.6092999,0.80464995,0.56841147,0.78420573,0.67481154,0.8374058,0.60826886,0.8041344,0.6146104,0.8073052
2655,0.75279343,0.8763967,0.6837161,0.841858,0.7189037,0.8594519,0.68529624,0.84264815,0.71184343,0.85592175,0.72653073,0.8632654,0.6557373,0.82786864,0.72352004,0.86176,0.6882862,0.8441431,0.71879035,0.85939515
2656,0.63776696,0.8188835,0.67505157,0.8375258,0.6052408,0.8026204,0.56823003,0.784115,0.60512215,0.80256104,0.5787161,0.789358,0.5607219,0.78036094,0.6279243,0.81396216,0.6085335,0.80426675,0.5608021,0.78040105
2657,0.60044616,0.8002231,0.6284234,0.8142117,0.6120184,0.8060092,0.5768431,0.7884215,0.63110155,0.8155508,0.6921878,0.8460939,0.6428727,0.82143635,0.7295139,0.86475694,0.7789989,0.8894994,0.72864413,0.86432207
2658,0.66890705,0.8344535,0.6227911,0.8113955,0.6078629,0.8039315,0.5937164,0.7968582,0.57858515,0.7892926,0.5568198,0.7784099,0.4642059,0.73210293,0.6128648,0.80643237,0.60069823,0.8003491,0.5382037,0.76910186
2659,0.60261536,0.8013077,0.65300333,0.82650167,0.56985533,0.78492767,0.5806582,0.7903291,0.6280645,0.81403226,0.6053295,0.80266476,0.67296314,0.8364816,0.6230941,0.81154704,0.65847886,0.8292394,0.6452027,0.8226013
2660,0.49591386,0.74795693,0.53174156,0.7658708,0.5040489,0.7520244,0.48150873,0.74075437,0.48169345,0.74084675,0.49275774,0.7463789,0.54012096,0.7700605,0.522738,0.761369,0.5262922,0.7631461,0.51415604,0.75707805
2741,0.6645926,0.8322963,0.5675653,0.78378266,0.5696101,0.78480506,0.6121626,0.8060813,0.5871688,0.7935844,0.5601587,0.78007936,0.51850426,0.75925213,0.5416455,0.77082276,0.517035,0.7585175,0.53424954,0.7671248
2766,0.6816757,0.84083784,0.73879683,0.8693984,0.68222743,0.8411137,0.6192603,0.80963016,0.6326051,0.81630254,0.6172518,0.80862594,0.569159,0.7845795,0.7230352,0.8615176,0.64014083,0.8200704,0.6076108,0.8038054
2793,0.75566626,0.8778331,0.7651875,0.88259375,0.6894492,0.8447246,0.67813,0.83906496,0.7219367,0.86096835,0.7396002,0.8698001,0.7416251,0.87081254,0.7832215,0.89161074,0.76611674,0.88305837,0.7898805,0.89494026
2810,0.6479317,0.82396585,0.66963947,0.83481973,0.64142185,0.8207109,0.5756287,0.7878144,0.5624104,0.7812052,0.52807933,0.76403964,0.47015595,0.735078,0.63190794,0.81595397,0.56428236,0.7821412,0.48582715,0.7429136
2824,0.6894288,0.8447144,0.72747177,0.8637359,0.67015135,0.8350757,0.653849,0.8269245,0.6750318,0.8375159,0.61501265,0.8075063,0.5775497,0.78877485,0.7062421,0.85312104,0.67154944,0.8357747,0.6371506,0.81857526
3002,0.6192353,0.80961764,0.59209967,0.79604983,0.63599753,0.81799877,0.5819777,0.79098886,0.6032467,0.80162334,0.5650791,0.78253955,0.5876949,0.79384744,0.5961666,0.7980833,0.61422104,0.80711055,0.5999907,0.79999536
3021,0.59476584,0.79738295,0.5749501,0.78747505,0.5344405,0.76722026,0.5416777,0.77083886,0.5691122,0.7845561,0.4749614,0.7374807,0.48345366,0.7417268,0.5347738,0.7673869,0.5370736,0.7685368,0.48966613,0.74483305
3093,0.70694685,0.8534734,0.76450896,0.8822545,0.71162874,0.85581434,0.6666578,0.8333289,0.73023874,0.86511934,0.6802118,0.8401059,0.68209785,0.84104896,0.742712,0.871356,0.7306841,0.865342,0.7280831,0.86404157
3105,0.8103051,0.90515256,0.7649894,0.8824947,0.74556637,0.8727832,0.6771179,0.8385589,0.75426173,0.87713087,0.692756,0.84637797,0.69037807,0.84518903,0.7311731,0.8655865,0.70846575,0.8542329,0.72770953,0.86385477
3113,0.6144954,0.8072477,0.5943692,0.7971846,0.57812345,0.7890617,0.54236513,0.77118254,0.5668379,0.78341895,0.65639424,0.8281971,0.59568846,0.79784423,0.6334558,0.8167279,0.6212943,0.81064713,0.65542537,0.82771266
3118,0.5957718,0.7978859,0.6352037,0.81760186,0.5747757,0.78738785,0.5459428,0.7729714,0.65139,0.82569504,0.62639296,0.8131965,0.63842154,0.81921077,0.6598872,0.8299436,0.69773066,0.84886533,0.6681863,0.83409315
3120,0.57955027,0.78977513,0.6007915,0.8003957,0.55956346,0.7797817,0.58205616,0.7910281,0.53647596,0.76823795,0.552627,0.77631354,0.55148983,0.7757449,0.60468614,0.8023431,0.6034941,0.8017471,0.5949136,0.7974568
3122,0.78081703,0.8904085,0.72795606,0.863978,0.7016391,0.8508196,0.6563562,0.8281781,0.7440587,0.87202936,0.7445103,0.87225515,0.6831323,0.84156615,0.77296865,0.8864843,0.7089845,0.85449225,0.7354075,0.86770374
3123,0.6879753,0.84398764,0.69487774,0.8474389,0.6548166,0.8274083,0.6373649,0.81868243,0.68401,0.842005,0.7060894,0.8530447,0.6772498,0.8386249,0.72455823,0.8622791,0.72393435,0.8619672,0.71831274,0.85915637
3133,0.7392796,0.8696398,0.6825936,0.8412968,0.7148153,0.8574077,0.65495706,0.8274785,0.67092085,0.8354604,0.7132952,0.8566476,0.63458693,0.81729347,0.740806,0.870403,0.674958,0.837479,0.7081171,0.85405856
3134,0.75798315,0.8789916,0.71766496,0.8588325,0.7063085,0.85315424,0.6447091,0.82235456,0.7330952,0.8665476,0.72898877,0.8644944,0.6533746,0.82668734,0.74304676,0.8715234,0.68295777,0.8414789,0.69480705,0.8474035
3135,0.70588666,0.8529433,0.66948676,0.8347434,0.6760844,0.8380422,0.6050643,0.80253214,0.66212016,0.83106005,0.6695328,0.8347664,0.5921631,0.79608154,0.64018404,0.820092,0.60685635,0.8034282,0.61259824,0.8062991
3136,0.6814757,0.8407378,0.73976994,0.86988497,0.6753058,0.8376529,0.619372,0.809686,0.6722201,0.83611006,0.6456591,0.82282954,0.66104466,0.8305223,0.7225277,0.8612639,0.70077765,0.8503888,0.68204206,0.84102106
3137,0.75769573,0.87884784,0.7115066,0.8557533,0.73603827,0.8680191,0.6167326,0.8083663,0.701594,0.850797,0.6771816,0.8385908,0.6205895,0.81029475,0.73444355,0.8672218,0.66466606,0.832333,0.68546844,0.8427342
3138,0.57834244,0.7891712,0.577072,0.788536,0.60135496,0.8006775,0.55061805,0.775309,0.54142976,0.7707149,0.55195963,0.7759798,0.5159079,0.75795394,0.5572958,0.7786479,0.5648769,0.78243846,0.53931975,0.7696599
3139,0.7323916,0.8661958,0.6600363,0.83001816,0.7076771,0.85383856,0.6387768,0.8193884,0.6443887,0.82219434,0.6672677,0.83363384,0.56302047,0.78151023,0.6990331,0.8495165,0.66141665,0.8307083,0.661868,0.830934
3140,0.74835074,0.87417537,0.66589296,0.8329465,0.6861758,0.8430879,0.60626835,0.8031342,0.66469467,0.83234733,0.6994518,0.8497259,0.63720286,0.8186014,0.6991148,0.8495574,0.64878595,0.824393,0.67674255,0.8383713
3141,0.69744754,0.84872377,0.7055962,0.8527981,0.6803719,0.84018594,0.586462,0.793231,0.687881,0.8439405,0.64766574,0.82383287,0.61671054,0.8083553,0.6756283,0.83781415,0.6228075,0.81140375,0.64302826,0.8215141
3142,0.7453402,0.8726701,0.647422,0.82371104,0.69282424,0.8464121,0.5959396,0.7979698,0.6816269,0.84081346,0.70807385,0.8540369,0.5886121,0.79430604,0.6941136,0.8470568,0.63634396,0.818172,0.67912567,0.83956283
3143,0.7191812,0.8595906,0.66584414,0.8329221,0.6718788,0.8359394,0.59484994,0.797425,0.66833174,0.8341659,0.6675992,0.8337996,0.62582797,0.812914,0.68972933,0.84486467,0.64664423,0.8233221,0.66058993,0.83029497
3144,0.65120363,0.8256018,0.6174734,0.8087367,0.6568598,0.82842994,0.55021197,0.77510595,0.61241764,0.80620885,0.62144464,0.81072235,0.5365113,0.76825565,0.65869105,0.8293455,0.5830505,0.79152524,0.5640693,0.78203464
3145,0.64476895,0.8223845,0.622763,0.81138146,0.5866864,0.7933432,0.5574931,0.77874655,0.62519777,0.8125989,0.6187682,0.8093841,0.61507344,0.8075367,0.60973,0.804865,0.6212691,0.81063455,0.6125487,0.80627435
3146,0.5583124,0.7791562,0.5755027,0.7877513,0.5900656,0.7950328,0.48877445,0.7443872,0.54233325,0.7711666,0.55258745,0.77629375,0.5450157,0.77250785,0.56524765,0.7826238,0.56017077,0.7800854,0.52693355,0.7634668
3147,0.69480264,0.8474013,0.6656281,0.83281404,0.64399385,0.8219969,0.6625641,0.831282,0.6386962,0.8193481,0.6667819,0.83339095,0.62373734,0.81186867,0.70651186,0.8532559,0.67061174,0.83530587,0.67187726,0.83593863
3148,0.6997222,0.8498611,0.6998671,0.84993356,0.67251635,0.8362582,0.6255573,0.81277865,0.7041193,0.85205966,0.701365,0.8506825,0.72215945,0.8610797,0.7182604,0.8591302,0.7350532,0.8675266,0.75568914,0.8778446
3149,0.6594352,0.82971764,0.6158649,0.80793244,0.6326337,0.81631684,0.61513054,0.8075653,0.59409356,0.7970468,0.59161127,0.79580563,0.5519665,0.7759832,0.5817179,0.790859,0.57894045,0.7894702,0.60199416,0.8009971
3150,0.7151129,0.85755646,0.5909687,0.79548436,0.6337459,0.81687295,0.5553796,0.7776898,0.6155262,0.8077631,0.68857896,0.8442895,0.5425349,0.7712674,0.6509628,0.8254814,0.58795583,0.7939779,0.6371875,0.81859374
3153,0.63627845,0.8181392,0.5984496,0.7992248,0.6720686,0.8360343,0.5489267,0.77446336,0.59709257,0.7985463,0.6122904,0.8061452,0.5509816,0.77549076,0.60586953,0.80293477,0.59479207,0.79739606,0.595309,0.7976545
3155,0.5173841,0.758692,0.43671313,0.71835655,0.44943553,0.72471774,0.3497953,0.6748977,0.4161009,0.70805043,0.40559328,0.70279664,0.34228432,0.67114216,0.41989475,0.70994735,0.3316044,0.6658022,0.346234,0.673117
3156,0.7961364,0.8980682,0.6828127,0.84140635,0.7413143,0.87065715,0.64033955,0.8201698,0.73154426,0.8657721,0.7043612,0.8521806,0.5992225,0.7996112,0.71111965,0.8555598,0.6205658,0.8102829,0.6811108,0.8405554
3157,0.75558364,0.8777918,0.70136464,0.8506823,0.74655247,0.87327623,0.66018856,0.8300943,0.7161691,0.85808456,0.7010354,0.8505177,0.624575,0.8122875,0.73007894,0.86503947,0.6684725,0.83423626,0.67876965,0.8393848
3158,0.6926009,0.8463005,0.6333832,0.81669164,0.6185138,0.8092569,0.58514875,0.7925744,0.6455058,0.8227529,0.6610428,0.8305214,0.6130796,0.8065398,0.64289784,0.8214489,0.6105974,0.8052987,0.63065803,0.815329
3159,0.6478962,0.8239481,0.5885196,0.7942598,0.677485,0.8387425,0.49223557,0.7461178,0.61984015,0.8099201,0.64817226,0.8240861,0.5445194,0.7722597,0.64343375,0.8217169,0.5707231,0.7853615,0.6030536,0.8015268
3160,0.70527947,0.85263973,0.7057369,0.85286844,0.67363954,0.83681977,0.6100782,0.8050391,0.6708555,0.83542776,0.70595455,0.8529773,0.6935611,0.84678054,0.73545194,0.86772597,0.7216012,0.8608006,0.7394807,0.86974037
3161,0.69545484,0.8477274,0.7240237,0.86201185,0.7177645,0.85888225,0.6339535,0.8169768,0.6739658,0.8369829,0.59722424,0.7986121,0.53432333,0.76716167,0.67072237,0.8353612,0.5975604,0.7987802,0.5965637,0.79828185
3162,0.70088434,0.8504422,0.71647036,0.8582352,0.6712142,0.8356071,0.6443223,0.82216114,0.67123216,0.8356161,0.6949681,0.84748405,0.6876267,0.84381336,0.74137866,0.87068933,0.7474047,0.87370235,0.74084455,0.87042224
3186,0.78919274,0.89459634,0.7221789,0.86108947,0.68945414,0.84472704,0.65243125,0.8262156,0.7551926,0.87759626,0.73596704,0.8679835,0.67824745,0.8391237,0.7331321,0.86656606,0.6832591,0.84162956,0.73660433,0.86830217
3225,0.5319851,0.7659925,0.56526864,0.7826343,0.52899456,0.7644973,0.4948796,0.7474398,0.4868857,0.74344283,0.4305724,0.7152862,0.37803906,0.68901956,0.48339775,0.74169886,0.44974375,0.7248719,0.3892058,0.6946029
3315,0.61049235,0.8052462,0.5822924,0.79114616,0.58581364,0.7929068,0.52752495,0.7637625,0.5753014,0.7876507,0.6671105,0.8335552,0.6114412,0.80572057,0.63112366,0.81556183,0.6378257,0.81891286,0.6477462,0.8238731
3321,0.638379,0.8191895,0.62772834,0.8138642,0.603533,0.8017665,0.5870998,0.7935499,0.6003432,0.8001716,0.60543656,0.8027183,0.5624019,0.78120095,0.65578544,0.8278927,0.5979395,0.79896975,0.57745886,0.7887294
3332,0.65386057,0.8269303,0.6446912,0.8223456,0.72218573,0.86109287,0.60343194,0.80171597,0.6141869,0.80709344,0.63804996,0.819025,0.5301754,0.7650877,0.6536478,0.8268239,0.6586298,0.8293149,0.6438154,0.8219077
5877,0.6495348,0.8247674,0.70091265,0.85045636,0.6146593,0.80732965,0.57849634,0.78924817,0.6123507,0.80617535,0.5867108,0.7933554,0.5687348,0.78436744,0.61473495,0.80736744,0.64765865,0.8238293,0.63419056,0.8170953
5981,0.74783295,0.8739165,0.68658316,0.8432916,0.7441967,0.8720983,0.62473047,0.81236523,0.7301277,0.86506385,0.6864718,0.8432359,0.63364595,0.816823,0.69825536,0.84912765,0.67032015,0.8351601,0.6707233,0.83536166
6043,0.68200755,0.8410038,0.6000874,0.8000437,0.58064246,0.79032123,0.59876466,0.7993823,0.58260536,0.7913027,0.5972775,0.79863876,0.5552112,0.7776056,0.5770649,0.78853244,0.62172794,0.810864,0.58532774,0.7926639
6078,0.71264815,0.8563241,0.6667731,0.83338654,0.66554457,0.83277225,0.64953476,0.82476735,0.6688345,0.8344172,0.6408919,0.82044595,0.59401584,0.7970079,0.6502141,0.82510704,0.6593695,0.82968473,0.6436266,0.8218133
6081,0.7287409,0.86437047,0.67579615,0.8378981,0.6920759,0.846038,0.71162605,0.855813,0.671451,0.8357255,0.691126,0.845563,0.64460737,0.82230365,0.6810547,0.84052736,0.7047347,0.85236734,0.69192636,0.8459632
