Unnamed: 0,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Score
2810,0.7117691,0.85588455,0.72731405,0.863657,0.6901212,0.8450606,0.6205129,0.8102565,0.6176702,0.8088351,0.57416964,0.7870848,0.5179974,0.7589987,0.6931144,0.8465572,0.59877324,0.7993866,0.5262901,0.7631451
2824,0.68903875,0.8445194,0.71777976,0.8588899,0.71161187,0.85580593,0.6569559,0.828478,0.6605265,0.83026326,0.6147567,0.80737835,0.5992181,0.79960907,0.72067034,0.8603352,0.7094121,0.85470605,0.67961246,0.8398062
3002,0.68723834,0.84361917,0.6509888,0.8254944,0.6513265,0.8256632,0.6151656,0.8075828,0.6467072,0.8233536,0.6177161,0.80885804,0.64175534,0.8208777,0.6433704,0.8216852,0.6256653,0.81283265,0.65464103,0.8273205
3021,0.7179271,0.85896355,0.7048252,0.8524126,0.6406257,0.82031286,0.61079,0.805395,0.67253006,0.836265,0.60974085,0.8048704,0.58597314,0.7929866,0.67555714,0.83777857,0.6389966,0.8194983,0.6162095,0.80810475
3093,0.7626623,0.88133115,0.7605485,0.88027424,0.7231083,0.86155415,0.69211483,0.8460574,0.7730994,0.8865497,0.7078605,0.85393023,0.7201534,0.86007667,0.77334607,0.88667303,0.7424929,0.87124646,0.75751436,0.8787572
3105,0.80734825,0.9036741,0.76018006,0.88009,0.75815785,0.8790789,0.67676663,0.8383833,0.7748294,0.8874147,0.7377186,0.8688593,0.72558093,0.86279047,0.75357795,0.876789,0.7285631,0.86428154,0.76474017,0.8823701
3113,0.638991,0.8194955,0.6086981,0.80434906,0.60908073,0.8045404,0.54892206,0.77446103,0.56635654,0.78317827,0.6585901,0.82929504,0.5551218,0.7775609,0.6357856,0.8178928,0.61016834,0.80508417,0.62700737,0.8135037
3118,0.7044866,0.8522433,0.71547484,0.8577374,0.6633743,0.83168715,0.65871996,0.82936,0.70663893,0.85331947,0.651192,0.825596,0.65871364,0.8293568,0.70206726,0.8510336,0.72160614,0.86080307,0.71531844,0.8576592
3120,0.5868279,0.79341394,0.60936844,0.8046842,0.570958,0.785479,0.57811725,0.7890586,0.5740658,0.7870329,0.5974026,0.7987013,0.5750211,0.7875105,0.6202291,0.81011456,0.63971686,0.81985843,0.6374966,0.8187483
3122,0.7705476,0.8852738,0.72048366,0.86024183,0.7057353,0.85286766,0.64161605,0.82080805,0.72303784,0.8615189,0.7284648,0.8642324,0.63472843,0.8173642,0.75263906,0.8763195,0.70628023,0.8531401,0.7030866,0.8515433
3123,0.66599214,0.8329961,0.66951466,0.8347573,0.6469699,0.82348496,0.62687325,0.8134366,0.6447645,0.8223822,0.66153324,0.8307666,0.63381946,0.81690973,0.69299436,0.8464972,0.67685056,0.8384253,0.6645603,0.83228016
3133,0.7440896,0.8720448,0.7005098,0.8502549,0.7080342,0.85401714,0.6569749,0.82848746,0.6735015,0.83675075,0.7070576,0.8535288,0.62517107,0.81258553,0.7389226,0.8694613,0.6587945,0.82939726,0.68436736,0.8421837
3134,0.7742628,0.8871314,0.7183019,0.85915095,0.71536267,0.85768133,0.64375085,0.82187545,0.7422106,0.8711053,0.7709242,0.8854621,0.67735064,0.8386753,0.7528566,0.8764283,0.707218,0.85360897,0.7335644,0.8667822
3135,0.76969194,0.884846,0.70269156,0.8513458,0.7213421,0.86067104,0.6477915,0.82389575,0.7011244,0.8505622,0.6999849,0.84999245,0.6094011,0.80470055,0.7048862,0.8524431,0.6502039,0.825102,0.65784836,0.8289242
3136,0.7351423,0.8675711,0.74882346,0.8744117,0.7432364,0.8716182,0.63954467,0.81977236,0.7162305,0.85811526,0.6913563,0.84567815,0.66878796,0.834394,0.7543279,0.87716395,0.7002456,0.8501228,0.71754634,0.8587732
3137,0.7160809,0.85804045,0.6367142,0.8183571,0.62085605,0.810428,0.56457597,0.78228796,0.6386467,0.81932336,0.69950944,0.8497547,0.6009186,0.80045927,0.66642046,0.83321023,0.6183407,0.80917037,0.66605926,0.8330296
3138,0.65457994,0.82728994,0.62448895,0.8122445,0.69951,0.849755,0.58688754,0.7934438,0.6068444,0.8034222,0.61576235,0.8078812,0.5461812,0.7730906,0.6349877,0.81749386,0.5960808,0.7980404,0.6065016,0.8032508
3139,0.7043685,0.85218424,0.6360463,0.81802315,0.67284214,0.8364211,0.58336294,0.79168147,0.64209694,0.8210485,0.70687485,0.8534374,0.59268737,0.7963437,0.68916947,0.8445847,0.6397033,0.81985164,0.66319776,0.8315989
3140,0.7729858,0.8864929,0.673768,0.836884,0.68131006,0.840655,0.624529,0.8122645,0.70224845,0.8511242,0.7295233,0.86476165,0.6642487,0.83212435,0.7124505,0.85622525,0.6520798,0.8260399,0.7028484,0.8514242
3141,0.72087884,0.8604394,0.71725345,0.8586267,0.7091745,0.85458726,0.60907274,0.80453634,0.7108017,0.85540086,0.64663434,0.82331717,0.60735106,0.80367553,0.70000374,0.8500019,0.6336069,0.81680346,0.64992106,0.82496053
3142,0.76627463,0.88313735,0.6855254,0.8427627,0.7129172,0.8564586,0.6345276,0.81726384,0.70622706,0.85311353,0.7390357,0.86951786,0.6366985,0.81834924,0.7285849,0.86429244,0.6881483,0.84407413,0.7174312,0.8587156
3143,0.7690458,0.8845229,0.6969344,0.84846723,0.69259536,0.8462977,0.61249876,0.8062494,0.7247144,0.8623572,0.73845303,0.8692265,0.6783056,0.8391528,0.72089684,0.8604484,0.6734587,0.83672935,0.70578295,0.85289145
3144,0.74496126,0.87248063,0.6582726,0.8291363,0.6865306,0.8432653,0.5685183,0.78425914,0.708292,0.854146,0.71300614,0.85650307,0.6328211,0.81641054,0.71484673,0.85742337,0.62882245,0.8144112,0.6576558,0.82882786
3145,0.68970984,0.84485495,0.662376,0.83118796,0.62665784,0.8133289,0.5999358,0.7999679,0.65274096,0.8263705,0.6413443,0.82067215,0.6338517,0.8169259,0.6378015,0.81890076,0.64309955,0.8215498,0.63813204,0.81906605
3146,0.69565725,0.8478286,0.6506987,0.82534933,0.67179483,0.83589745,0.5816555,0.79082775,0.6662478,0.8331239,0.66983706,0.8349185,0.61277467,0.8063873,0.66968155,0.8348408,0.6114923,0.80574614,0.62482464,0.8124123
3147,0.68816996,0.844085,0.66164327,0.83082163,0.65498126,0.8274906,0.6563563,0.82817817,0.6455029,0.82275146,0.6847602,0.8423801,0.6323052,0.8161526,0.7167879,0.8583939,0.7098708,0.8549354,0.6992953,0.84964764
3148,0.76761186,0.88380593,0.7266551,0.86332756,0.730921,0.8654605,0.6354648,0.8177324,0.7542845,0.87714225,0.74576306,0.87288153,0.7210027,0.86050135,0.74819714,0.87409854,0.7147958,0.8573979,0.7613207,0.88066036
3149,0.7692478,0.8846239,0.70228374,0.85114187,0.73234344,0.8661717,0.66733104,0.8336655,0.7219807,0.86099035,0.71736807,0.85868406,0.6548487,0.82742435,0.7206531,0.8603265,0.6485908,0.8242954,0.6992823,0.84964114
3150,0.73502266,0.86751133,0.6161727,0.80808634,0.6536174,0.8268087,0.57384086,0.7869204,0.6570463,0.82852316,0.737491,0.8687455,0.58904386,0.7945219,0.69738656,0.84869325,0.6066225,0.8033112,0.67474127,0.83737063
3153,0.70487964,0.8524398,0.6662148,0.8331074,0.7031367,0.85156834,0.58953583,0.7947679,0.68536884,0.8426844,0.674544,0.837272,0.6352269,0.8176135,0.67866254,0.83933127,0.66051745,0.8302587,0.6680363,0.8340181
3155,0.49829912,0.74914956,0.46165115,0.73082554,0.43293375,0.7164669,0.33872837,0.6693642,0.4327414,0.7163707,0.4172396,0.70861983,0.3769492,0.6884746,0.41157478,0.7057874,0.37184328,0.68592167,0.35938317,0.67969155
3156,0.7936084,0.8968042,0.6674205,0.83371025,0.7134007,0.85670036,0.61566925,0.8078346,0.7095319,0.85476595,0.6927029,0.84635144,0.5819359,0.79096794,0.68965536,0.84482765,0.6169076,0.8084538,0.65067565,0.8253378
3157,0.7679324,0.8839662,0.71008843,0.85504425,0.74713457,0.8735673,0.66028,0.83014,0.7388382,0.8694191,0.75029004,0.875145,0.6848521,0.84242606,0.7457315,0.87286574,0.7056724,0.8528362,0.7349218,0.8674609
3158,0.6950391,0.8475195,0.64884424,0.8244221,0.6243833,0.8121916,0.59485674,0.79742837,0.6412269,0.82061344,0.65001595,0.825008,0.6286187,0.81430936,0.6606859,0.83034295,0.6208987,0.81044936,0.635327,0.8176635
3159,0.7122905,0.85614526,0.6427953,0.82139766,0.7004972,0.8502486,0.5509496,0.7754748,0.66295093,0.8314755,0.6895027,0.84475136,0.61856896,0.80928445,0.687963,0.8439815,0.59362537,0.79681265,0.6584021,0.82920104
3160,0.7575676,0.8787838,0.71833956,0.8591698,0.7060609,0.85303044,0.6277696,0.8138848,0.72621703,0.8631085,0.75777423,0.8788871,0.71888167,0.8594408,0.7642109,0.88210547,0.7157334,0.8578667,0.73721206,0.86860603
3161,0.74050033,0.87025017,0.75677013,0.87838507,0.7731998,0.8865999,0.66503507,0.8325175,0.74234706,0.8711735,0.66606295,0.8330315,0.61083984,0.8054199,0.7405677,0.87028384,0.66089106,0.8304455,0.6850169,0.84250844
3162,0.72055626,0.8602781,0.66512287,0.83256143,0.6484288,0.8242144,0.6396775,0.81983876,0.6376431,0.81882155,0.6869979,0.84349895,0.6137966,0.8068983,0.7055045,0.8527522,0.69272935,0.8463647,0.6890559,0.84452796
3186,0.7974111,0.89870554,0.7436359,0.87181795,0.70434356,0.8521718,0.63969773,0.8198489,0.773956,0.88697803,0.7582711,0.87913555,0.70352393,0.85176194,0.73821735,0.8691087,0.69594884,0.8479744,0.7430856,0.8715428
3225,0.689564,0.844782,0.75013924,0.8750696,0.6803482,0.8401741,0.6656178,0.8328089,0.67501813,0.83750904,0.6121949,0.80609745,0.60487056,0.8024353,0.6827109,0.84135544,0.6400603,0.82003015,0.6170557,0.8085278
3315,0.6829017,0.8414508,0.5977105,0.79885525,0.6311069,0.8155534,0.5645058,0.7822529,0.60696614,0.80348307,0.69036365,0.8451818,0.58136976,0.7906849,0.65559304,0.8277965,0.6204635,0.81023175,0.6266027,0.8133013
3321,0.6346458,0.8173229,0.6287836,0.8143918,0.5836891,0.79184455,0.5667894,0.7833947,0.6128913,0.80644566,0.6246463,0.81232315,0.57548475,0.7877424,0.65898514,0.82949257,0.6012077,0.80060387,0.5860126,0.7930063
3332,0.5982348,0.7991174,0.57926214,0.78963107,0.6449255,0.82246274,0.5429132,0.7714566,0.5579778,0.7789889,0.5642581,0.78212905,0.45985952,0.72992975,0.56958526,0.78479266,0.57453287,0.78726643,0.5186468,0.75932336
5877,0.7072654,0.8536327,0.7361695,0.8680848,0.6576053,0.82880265,0.61742747,0.80871373,0.69145364,0.84572685,0.6747595,0.83737975,0.6441721,0.82208604,0.68382174,0.84191084,0.69834805,0.849174,0.6997293,0.84986466
5981,0.8038275,0.90191376,0.7108443,0.85542214,0.7756487,0.88782436,0.6771325,0.83856624,0.7544083,0.8772042,0.70909864,0.8545493,0.6177367,0.80886835,0.73778975,0.8688949,0.6803006,0.8401503,0.677486,0.838743
6043,0.7296231,0.86481154,0.6296482,0.8148241,0.6273432,0.8136716,0.5620519,0.78102595,0.6644002,0.8322001,0.70318854,0.85159427,0.6177265,0.8088633,0.6368973,0.81844866,0.6421966,0.8210983,0.64748806,0.82374406
6078,0.68927723,0.8446386,0.64931464,0.8246573,0.65063107,0.82531554,0.62770617,0.8138531,0.6399981,0.81999904,0.6264739,0.81323695,0.56422895,0.7821145,0.6287816,0.8143908,0.6560365,0.82801825,0.6131279,0.806564
6081,0.7749033,0.88745165,0.678494,0.839247,0.700472,0.850236,0.6579757,0.82898784,0.73313963,0.8665698,0.7828872,0.8914436,0.68769515,0.8438476,0.726172,0.863086,0.71825904,0.85912955,0.7396403,0.8698201
6082,0.6974525,0.8487263,0.6170249,0.80851245,0.6104447,0.8052224,0.5949457,0.79747283,0.63642573,0.81821287,0.67433524,0.8371676,0.62981045,0.8149052,0.65074,0.82537,0.6636127,0.83180636,0.6527509,0.8263755
6090,0.67135966,0.8356798,0.634299,0.8171495,0.65636516,0.8281826,0.6338912,0.8169456,0.61284065,0.8064203,0.6190686,0.8095343,0.6112434,0.80562174,0.6600882,0.8300441,0.6449759,0.82248795,0.6464759,0.82323796
6127,0.69969606,0.84984803,0.77452016,0.8872601,0.7427465,0.87137324,0.66378367,0.83189183,0.7084413,0.8542206,0.69851935,0.8492597,0.6295427,0.81477135,0.7510619,0.87553096,0.64364684,0.8218234,0.6709317,0.83546585
6211,0.73623353,0.86811674,0.71514976,0.8575749,0.71260524,0.8563026,0.5921908,0.7960954,0.70086896,0.8504345,0.73261845,0.8663092,0.6693984,0.8346992,0.73637474,0.86818737,0.6763976,0.8381988,0.6994803,0.84974015
6213,0.72482324,0.8624116,0.64405596,0.822028,0.6376729,0.81883645,0.62114215,0.8105711,0.67480487,0.83740246,0.7101481,0.85507405,0.6496396,0.8248198,0.66132843,0.8306642,0.6929991,0.84649956,0.70540273,0.85270137
6214,0.67512035,0.8375602,0.6492555,0.82462776,0.68707305,0.8435365,0.5952421,0.797621,0.59056294,0.79528147,0.6372504,0.8186252,0.5763855,0.78819275,0.6414218,0.8207109,0.633487,0.8167435,0.62830096,0.81415045
6231,0.68082404,0.840412,0.65172493,0.82586247,0.63983464,0.8199173,0.5748166,0.7874083,0.64458835,0.8222942,0.63598526,0.8179926,0.60916895,0.8045845,0.64559317,0.8227966,0.63654363,0.8182718,0.6221262,0.8110631
6232,0.78391165,0.89195585,0.70467484,0.8523374,0.74982023,0.8749101,0.6466675,0.82333374,0.73528457,0.8676423,0.7676781,0.883839,0.67960703,0.8398035,0.7499652,0.8749826,0.69215935,0.8460797,0.76975733,0.88487864
6233,0.73184973,0.86592484,0.69188863,0.8459443,0.6890303,0.84451514,0.58536685,0.7926834,0.6869623,0.8434812,0.6716789,0.83583945,0.5739732,0.7869866,0.67065656,0.8353283,0.63072866,0.81536436,0.61294115,0.8064706
6239,0.65466595,0.827333,0.6325334,0.81626666,0.5929387,0.79646933,0.6396861,0.81984305,0.6035865,0.8017932,0.66387427,0.83193713,0.61995256,0.8099763,0.66693616,0.8334681,0.7003332,0.85016656,0.6867666,0.8433833
6240,0.6990408,0.8495204,0.6049341,0.80246705,0.60982037,0.8049102,0.51310736,0.75655365,0.660285,0.8301425,0.6816608,0.8408304,0.6044735,0.80223674,0.6134429,0.80672145,0.60568786,0.8028439,0.62995803,0.814979
6254,0.7306205,0.86531025,0.79641163,0.8982058,0.6964985,0.84824926,0.6707598,0.8353799,0.726046,0.86302304,0.6611974,0.8305987,0.7089225,0.85446125,0.7422224,0.8711112,0.6928334,0.8464167,0.6816318,0.8408159
6255,0.622442,0.811221,0.6039681,0.8019841,0.60918987,0.80459493,0.53187805,0.765939,0.5930455,0.79652274,0.6031245,0.80156225,0.6044272,0.8022136,0.5907384,0.7953692,0.62528455,0.8126423,0.6086904,0.8043452
6342,0.5490012,0.7745006,0.559351,0.7796755,0.528206,0.764103,0.45490065,0.7274503,0.5612863,0.7806431,0.53307366,0.76653683,0.53785384,0.7689269,0.55949426,0.7797471,0.5113582,0.75567913,0.49352968,0.74676484
7630,0.62410104,0.8120505,0.660374,0.83018696,0.5653287,0.78266436,0.6127491,0.80637455,0.6003152,0.8001576,0.5984099,0.79920495,0.6029816,0.8014908,0.6625639,0.83128196,0.63202506,0.8160125,0.6698841,0.83494204
7654,0.7096931,0.85484654,0.7364597,0.86822987,0.6537071,0.8268535,0.63754404,0.818772,0.6922698,0.8461349,0.69719213,0.8485961,0.6716325,0.83581626,0.69942385,0.8497119,0.7169603,0.85848016,0.704646,0.852323
8890,0.7172618,0.8586309,0.7103405,0.85517025,0.69554305,0.8477715,0.67277896,0.8363895,0.70599824,0.8529991,0.7850873,0.8925437,0.70401776,0.8520089,0.79099107,0.89549553,0.79028964,0.8951448,0.8017429,0.90087146
8916,0.48744333,0.74372166,0.5581614,0.7790807,0.53389996,0.76695,0.4711271,0.7355635,0.483419,0.7417095,0.43774498,0.7188725,0.47626024,0.7381301,0.48460987,0.7423049,0.5344452,0.76722264,0.47143605,0.735718
9028,0.73148143,0.8657407,0.70605326,0.8530266,0.676324,0.838162,0.62549865,0.8127493,0.67854553,0.83927274,0.70244575,0.8512229,0.67697126,0.8384856,0.72542113,0.8627106,0.661769,0.83088446,0.71434623,0.8571731
9066,0.6561986,0.8280993,0.5413367,0.7706684,0.5257673,0.76288366,0.47448802,0.737244,0.57630444,0.7881522,0.6286981,0.81434906,0.502777,0.7513885,0.56067705,0.7803385,0.53159845,0.7657992,0.5605793,0.78028965
9445,0.7046591,0.85232955,0.7311523,0.86557615,0.6710365,0.83551824,0.660344,0.830172,0.6856822,0.8428411,0.6759283,0.8379642,0.67237693,0.83618844,0.7304329,0.8652165,0.73549634,0.86774814,0.711199,0.8555995
9542,0.67547965,0.8377398,0.64749193,0.82374597,0.60926294,0.8046315,0.63128686,0.8156434,0.6508443,0.82542217,0.6076471,0.8038236,0.51754266,0.7587713,0.6677152,0.8338576,0.6298368,0.8149184,0.58988434,0.79494214
9546,0.6770792,0.8385396,0.62429976,0.8121499,0.57164943,0.7858247,0.5776154,0.7888077,0.591208,0.795604,0.5728714,0.7864357,0.5005573,0.75027865,0.6066786,0.8033393,0.5779376,0.7889688,0.5220283,0.76101416
9547,0.6365801,0.81829005,0.622059,0.8110295,0.58959985,0.7947999,0.5892078,0.79460394,0.57295513,0.78647757,0.54991984,0.7749599,0.5449395,0.77246976,0.59712756,0.7985638,0.6088599,0.80442995,0.56898844,0.7844942
9583,0.7469119,0.87345594,0.68959033,0.84479517,0.6603874,0.8301937,0.67743826,0.8387191,0.6950565,0.8475282,0.68800277,0.8440014,0.64862674,0.8243134,0.70189685,0.85094845,0.68380594,0.841903,0.6856188,0.84280944
9587,0.65070593,0.82535297,0.65645874,0.82822937,0.65690434,0.82845217,0.5504345,0.7752173,0.5979308,0.7989654,0.6391727,0.81958634,0.5957923,0.79789615,0.6459174,0.8229587,0.62927055,0.8146353,0.6437993,0.82189965
12037,0.7274958,0.8637479,0.74778044,0.8738902,0.7339622,0.8669811,0.6531293,0.82656467,0.74182844,0.8709142,0.7848141,0.89240706,0.74234045,0.8711702,0.8051362,0.9025681,0.79161274,0.8958064,0.8135441,0.906772
12116,0.6451864,0.8225932,0.616797,0.8083985,0.655357,0.8276785,0.57938683,0.7896934,0.5877776,0.7938888,0.6228924,0.8114462,0.5823368,0.7911684,0.6347147,0.81735736,0.6172739,0.80863696,0.65045387,0.8252269
12122,0.6956893,0.84784466,0.6274714,0.8137357,0.62788683,0.8139434,0.54803216,0.7740161,0.60514736,0.8025737,0.662382,0.831191,0.5376127,0.76880634,0.6300082,0.8150041,0.6087147,0.80435735,0.5977822,0.79889107
12124,0.58806133,0.79403067,0.5821909,0.79109544,0.5950283,0.79751414,0.5395123,0.76975614,0.50387096,0.7519355,0.57332313,0.78666157,0.5255475,0.76277375,0.551617,0.7758085,0.5577625,0.77888125,0.5822667,0.79113334
12141,0.7332299,0.86661494,0.6795795,0.83978975,0.66315573,0.8315779,0.6088146,0.8044073,0.69117105,0.8455855,0.72201574,0.86100787,0.6892761,0.84463805,0.69094217,0.8454711,0.70284736,0.8514237,0.72441244,0.8622062
12143,0.650915,0.8254575,0.63189685,0.8159484,0.61618364,0.8080918,0.5468858,0.77344286,0.60678434,0.8033922,0.6900371,0.8450185,0.579538,0.789769,0.64556366,0.8227818,0.6338618,0.8169309,0.6529746,0.8264873
12149,0.68284637,0.84142315,0.7216196,0.8608098,0.72033966,0.8601698,0.6203873,0.81019366,0.65958905,0.8297945,0.642804,0.821402,0.6656039,0.83280194,0.68969804,0.844849,0.70264626,0.8513231,0.6969888,0.8484944
12161,0.6431018,0.8215509,0.6204648,0.8102324,0.6093821,0.8046911,0.6059376,0.8029688,0.62614775,0.8130739,0.66111267,0.83055633,0.6438987,0.82194936,0.67735636,0.8386782,0.68301374,0.84150684,0.6753797,0.8376899
12252,0.6718131,0.8359065,0.7016015,0.85080075,0.63271797,0.816359,0.66196716,0.8309836,0.6655402,0.8327701,0.6858616,0.8429308,0.6443082,0.8221541,0.73523545,0.8676177,0.71375763,0.8568788,0.7247144,0.8623572
12408,0.60870075,0.8043504,0.64071566,0.8203578,0.5780193,0.7890097,0.57131034,0.78565514,0.61829066,0.80914533,0.6459305,0.82296526,0.63243556,0.8162178,0.6436349,0.82181746,0.6380593,0.8190297,0.66333675,0.8316684
12409,0.64822656,0.82411325,0.6072786,0.8036393,0.5725426,0.78627133,0.54954785,0.77477396,0.6009598,0.8004799,0.6571808,0.8285904,0.63405526,0.8170276,0.6438135,0.82190675,0.6447174,0.8223587,0.6811979,0.84059894
12410,0.7535881,0.87679404,0.75849307,0.87924653,0.7288549,0.86442745,0.6360018,0.8180009,0.73953617,0.8697681,0.71627486,0.8581374,0.68582505,0.84291255,0.76289237,0.8814462,0.71066105,0.8553305,0.72281337,0.8614067
12418,0.66767,0.833835,0.6075597,0.80377984,0.6396308,0.8198154,0.541893,0.7709465,0.60620964,0.8031048,0.7033972,0.85169864,0.6345365,0.81726825,0.66072506,0.83036256,0.6414117,0.8207059,0.66644835,0.8332242
12422,0.68505216,0.8425261,0.59611416,0.7980571,0.6442354,0.8221177,0.5411759,0.7705879,0.6492322,0.8246161,0.70613,0.853065,0.60294604,0.801473,0.63927305,0.8196365,0.63195866,0.81597936,0.6729766,0.8364883
12435,0.545838,0.772919,0.5258456,0.76292276,0.5337796,0.7668898,0.5126823,0.75634116,0.50217664,0.7510883,0.5062779,0.75313896,0.51445425,0.7572271,0.5140791,0.75703955,0.5234106,0.7617053,0.5249484,0.7624742
12436,0.64616436,0.8230822,0.59182346,0.7959117,0.5960351,0.79801756,0.52744675,0.7637234,0.58434975,0.7921749,0.63969743,0.8198487,0.5490277,0.77451384,0.6275319,0.81376594,0.61003333,0.80501664,0.5943733,0.7971866
12437,0.58200777,0.7910039,0.62601167,0.8130058,0.6018309,0.8009155,0.5980816,0.7990408,0.57454395,0.787272,0.54380405,0.771902,0.55853856,0.7792693,0.6459739,0.82298696,0.61524105,0.8076205,0.58878505,0.7943925
12447,0.7578921,0.87894607,0.74602103,0.8730105,0.6975188,0.8487594,0.66993755,0.8349688,0.74116737,0.87058365,0.7708441,0.88542205,0.7150991,0.85754955,0.75127447,0.87563723,0.7508508,0.8754254,0.7622715,0.88113576
12448,0.7800379,0.89001894,0.7131765,0.85658824,0.7418568,0.8709284,0.6991481,0.8495741,0.7447238,0.8723619,0.7906258,0.8953129,0.6751739,0.83758694,0.78903997,0.89452,0.73458856,0.8672943,0.7539805,0.87699026
12449,0.70339847,0.85169923,0.6115787,0.80578935,0.6517052,0.82585263,0.54111,0.770555,0.656226,0.82811296,0.78088,0.89044,0.5992187,0.79960936,0.6783917,0.83919585,0.67272675,0.8363634,0.68470025,0.8423501
12450,0.6756752,0.8378376,0.67665005,0.838325,0.7122557,0.85612786,0.5887965,0.79439825,0.6617471,0.83087355,0.6384227,0.81921136,0.61431485,0.8071574,0.6795768,0.83978844,0.66114503,0.8305725,0.6594167,0.82970834
12451,0.71883434,0.8594172,0.6692475,0.83462375,0.71529996,0.85765,0.55409545,0.77704775,0.65969396,0.829847,0.64329135,0.8216457,0.5616934,0.7808467,0.6525574,0.8262787,0.6040666,0.8020333,0.60765195,0.803826
12452,0.65761375,0.8288069,0.5653602,0.7826801,0.6423157,0.8211578,0.5258478,0.7629239,0.6011864,0.8005932,0.6424093,0.82120466,0.5206382,0.7603191,0.62368774,0.8118439,0.580423,0.7902115,0.59582675,0.7979134
12453,0.71179444,0.8558972,0.68905413,0.84452707,0.6706115,0.83530575,0.663604,0.831802,0.6546242,0.8273121,0.65278953,0.8263948,0.6153123,0.80765617,0.7140254,0.8570127,0.65265,0.826325,0.66332865,0.8316643
12454,0.7594644,0.8797322,0.70298743,0.8514937,0.662206,0.83110297,0.6323926,0.8161963,0.76847076,0.8842354,0.7415749,0.87078744,0.6844704,0.8422352,0.73930645,0.8696532,0.6563256,0.8281628,0.67985284,0.8399264
12455,0.73778856,0.8688943,0.69515204,0.847576,0.70574623,0.8528731,0.64047295,0.82023644,0.65605175,0.8280259,0.69237936,0.8461897,0.60971177,0.8048559,0.7002765,0.85013825,0.6928253,0.84641266,0.6837481,0.84187406
12456,0.7753806,0.8876903,0.70586836,0.8529342,0.7153009,0.85765046,0.6137495,0.80687475,0.70635504,0.85317755,0.6969894,0.8484947,0.63329816,0.8166491,0.72151226,0.86075616,0.651856,0.825928,0.66653544,0.8332677
12457,0.74108446,0.8705422,0.7286209,0.86431044,0.743757,0.8718785,0.6259506,0.8129753,0.75090516,0.8754526,0.76261866,0.88130933,0.73193944,0.8659697,0.76595026,0.8829751,0.7138848,0.8569424,0.7469781,0.873489
12458,0.7576663,0.8788332,0.7227349,0.86136746,0.74375343,0.8718767,0.6126986,0.8063493,0.70337176,0.8516859,0.72856295,0.8642815,0.59509635,0.7975482,0.738387,0.8691935,0.6909952,0.8454976,0.67977995,0.83989
