,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
2655,0.7274274,0.86371374,0.687478,0.84373903,0.6641052,0.8320526,0.5831467,0.79157335,0.67979085,0.8398954,0.7504629,0.87523144,0.65115476,0.8255774,0.7174127,0.85870636,0.6618234,0.8309117,0.7211737,0.8605869
2656,0.6940735,0.8470367,0.7116535,0.85582674,0.6515492,0.8257746,0.61259437,0.8062972,0.64539564,0.8226978,0.6651988,0.8325994,0.60020554,0.8001028,0.67779374,0.8388969,0.6358247,0.81791234,0.61293817,0.8064691
2657,0.62309444,0.8115472,0.618361,0.8091805,0.5796563,0.7898282,0.5914005,0.79570025,0.61603665,0.8080183,0.6687467,0.83437335,0.5986787,0.79933935,0.7208776,0.8604388,0.72407305,0.8620365,0.68859386,0.84429693
2658,0.7308273,0.86541367,0.64360094,0.8218005,0.6451684,0.8225842,0.612204,0.80610204,0.6319097,0.81595486,0.6466799,0.82333994,0.5270827,0.76354134,0.6463442,0.8231721,0.62137115,0.8106856,0.6015346,0.8007673
2659,0.6605816,0.8302908,0.65825695,0.8291285,0.6029823,0.80149114,0.57388747,0.78694373,0.6507616,0.8253808,0.64926267,0.82463133,0.66953623,0.8347681,0.6444199,0.82220995,0.66676307,0.83338153,0.66108286,0.83054143
2660,0.6821352,0.8410676,0.65470123,0.8273506,0.62624484,0.8131224,0.6134893,0.80674464,0.61950445,0.8097522,0.62850475,0.8142524,0.63716274,0.81858134,0.6475748,0.8237874,0.6428232,0.8214116,0.6444907,0.82224536
2741,0.6053036,0.80265176,0.5433906,0.77169526,0.5025424,0.7512712,0.5690396,0.7845198,0.5143036,0.75715184,0.45848626,0.72924316,0.43946922,0.7197346,0.4698162,0.7349081,0.49217325,0.7460866,0.44620204,0.723101
2766,0.7342371,0.86711854,0.7997019,0.89985096,0.6980409,0.8490205,0.62961996,0.81481,0.70069516,0.8503476,0.6791194,0.8395597,0.637692,0.818846,0.74791384,0.8739569,0.68290454,0.84145224,0.6457066,0.8228533
2793,0.7385261,0.86926305,0.76109135,0.8805457,0.64166343,0.8208317,0.6047561,0.80237806,0.7098279,0.85491395,0.71427035,0.8571352,0.6698812,0.8349406,0.7560656,0.8780328,0.6796869,0.83984345,0.69752896,0.8487645
2810,0.6922085,0.84610426,0.70138395,0.850692,0.6628784,0.8314392,0.6109284,0.8054642,0.61116946,0.8055847,0.5935892,0.7967946,0.531601,0.7658005,0.69080913,0.84540457,0.61340725,0.8067036,0.5545298,0.7772649
2824,0.7251561,0.86257803,0.7603147,0.88015735,0.71220636,0.8561032,0.68144,0.84072,0.73878074,0.86939037,0.6846818,0.8423409,0.67152053,0.83576024,0.7624041,0.88120204,0.7356764,0.8678382,0.7284553,0.86422765
3002,0.7581669,0.87908345,0.687655,0.8438275,0.67884505,0.8394225,0.661827,0.83091354,0.68150365,0.8407518,0.69851553,0.84925777,0.68729824,0.84364915,0.68599963,0.8429998,0.68459135,0.84229565,0.70247245,0.8512362
3021,0.7033806,0.8516903,0.6649206,0.8324603,0.5987067,0.79935336,0.5973979,0.79869896,0.64392287,0.8219614,0.578087,0.7890435,0.5338626,0.7669313,0.6136273,0.80681366,0.5885416,0.7942708,0.560583,0.7802915
3093,0.77217543,0.8860877,0.7209749,0.86048746,0.6798887,0.83994436,0.6527644,0.82638216,0.7350517,0.8675258,0.76609313,0.88304657,0.72095644,0.8604782,0.74438083,0.8721904,0.74246645,0.8712332,0.7544229,0.87721145
3105,0.8028199,0.90141,0.71767014,0.8588351,0.7101158,0.8550579,0.6221556,0.81107783,0.7333448,0.8666724,0.7505305,0.87526524,0.6995338,0.8497669,0.7115137,0.8557569,0.6816154,0.8408077,0.7438797,0.87193984
3113,0.621106,0.810553,0.5716227,0.78581136,0.5775415,0.78877074,0.5379573,0.76897866,0.56480527,0.78240263,0.6435704,0.8217852,0.55699015,0.7784951,0.61745536,0.8087277,0.5944271,0.79721355,0.613514,0.806757
3118,0.7480215,0.87401074,0.7149423,0.8574711,0.6483191,0.82415956,0.6585853,0.82929265,0.7106072,0.8553036,0.6881454,0.8440727,0.67603487,0.83801746,0.71187514,0.8559376,0.6923337,0.84616685,0.70522845,0.8526142
3120,0.74122,0.87061,0.7077624,0.85388124,0.67370737,0.8368537,0.64770013,0.82385004,0.6925615,0.84628075,0.69566095,0.8478305,0.6536309,0.8268155,0.71050763,0.8552538,0.67093533,0.8354677,0.6938122,0.84690607
3122,0.7839597,0.8919798,0.70724046,0.85362023,0.6916499,0.84582496,0.6042163,0.80210817,0.7306658,0.8653329,0.759482,0.879741,0.67019665,0.8350983,0.73831946,0.8691597,0.68120384,0.8406019,0.7151059,0.85755295
3123,0.74307764,0.8715388,0.68525726,0.8426286,0.67884576,0.8394229,0.59482014,0.7974101,0.71511364,0.8575568,0.7737738,0.8868869,0.7023805,0.8511902,0.7479837,0.87399185,0.7047836,0.85239184,0.74897224,0.8744861
3133,0.74160385,0.8708019,0.62845826,0.81422913,0.65754557,0.8287728,0.60181403,0.800907,0.6656263,0.83281314,0.75769424,0.8788471,0.6376747,0.81883734,0.7102696,0.8551348,0.64956605,0.824783,0.70218414,0.8510921
3134,0.77988404,0.88994205,0.7225878,0.8612939,0.72986877,0.8649344,0.64577615,0.8228881,0.7357149,0.86785746,0.74593323,0.87296665,0.6431274,0.8215637,0.7402742,0.8701371,0.6740949,0.83704746,0.6906141,0.84530705
3135,0.74582565,0.8729128,0.70746255,0.8537313,0.6980068,0.84900343,0.6180767,0.80903834,0.7035161,0.85175806,0.69182676,0.8459134,0.6176599,0.80882996,0.7009046,0.8504523,0.6415263,0.8207631,0.63746804,0.81873405
3136,0.7569012,0.87845063,0.7380321,0.86901605,0.68317264,0.84158635,0.62480026,0.8124001,0.7087233,0.85436165,0.7270162,0.8635081,0.65285075,0.8264254,0.7569262,0.8784631,0.6798984,0.8399492,0.70063484,0.8503174
3137,0.75772345,0.8788617,0.6704123,0.83520615,0.66152185,0.83076096,0.5846194,0.7923097,0.7085187,0.8542594,0.74201393,0.87100697,0.62802327,0.81401163,0.7182362,0.8591181,0.64671195,0.823356,0.6861501,0.84307504
3138,0.76701,0.883505,0.64800143,0.8240007,0.6730851,0.83654255,0.61145717,0.80572855,0.69414556,0.8470728,0.7654069,0.8827034,0.66289246,0.83144623,0.707502,0.853751,0.6551007,0.82755035,0.71858454,0.85929227
3139,0.7495531,0.87477654,0.66644055,0.83322024,0.67717123,0.8385856,0.638157,0.8190785,0.6680347,0.83401734,0.7061815,0.85309076,0.590565,0.7952825,0.71519035,0.8575952,0.65617734,0.82808864,0.6658611,0.83293056
3140,0.74263835,0.8713192,0.62929326,0.8146466,0.6299753,0.81498766,0.5591495,0.77957475,0.6701422,0.8350711,0.7359929,0.86799645,0.63359106,0.8167955,0.6807622,0.8403811,0.636178,0.818089,0.672969,0.8364845
3141,0.5589485,0.77947426,0.58416,0.79208,0.565169,0.7825845,0.4990098,0.7495049,0.50259674,0.75129837,0.5373418,0.7686709,0.46248972,0.73124486,0.5607659,0.780383,0.5403367,0.77016836,0.5330112,0.7665056
3142,0.7801405,0.89007026,0.6918202,0.8459101,0.70847946,0.8542397,0.6286032,0.8143016,0.7197468,0.8598734,0.76114166,0.8805708,0.6539974,0.8269987,0.74392474,0.87196237,0.691944,0.845972,0.72260094,0.86130047
3143,0.7822324,0.8911162,0.7023487,0.85117435,0.6801714,0.8400857,0.61147213,0.80573606,0.7217502,0.8608751,0.7704709,0.8852354,0.71593845,0.8579692,0.737736,0.868868,0.6795672,0.8397836,0.738484,0.869242
3144,0.751027,0.8755135,0.65558004,0.82779,0.68801326,0.84400666,0.5716918,0.7858459,0.70758486,0.8537924,0.76140416,0.8807021,0.6414605,0.8207302,0.7366432,0.8683216,0.64516866,0.82258433,0.69559586,0.84779793
3145,0.6317251,0.81586254,0.6290504,0.8145252,0.56922364,0.7846118,0.57256335,0.7862817,0.60687363,0.8034368,0.5826888,0.7913444,0.5893141,0.79465705,0.60034853,0.80017424,0.6133606,0.8066803,0.5875566,0.7937783
3146,0.72828984,0.8641449,0.6014475,0.8007238,0.63679004,0.818395,0.5538658,0.7769329,0.64733917,0.82366955,0.70958793,0.85479397,0.56026506,0.78013253,0.6612936,0.8306468,0.577749,0.7888745,0.63151383,0.8157569
3147,0.72099483,0.8604974,0.6470485,0.82352424,0.640539,0.82026947,0.62984717,0.8149236,0.64021856,0.82010925,0.6797181,0.839859,0.59255385,0.7962769,0.6900712,0.8450356,0.65935564,0.8296778,0.663919,0.8319595
3148,0.7508004,0.8754002,0.64676255,0.8233813,0.6553395,0.82766974,0.5706105,0.78530526,0.68261147,0.84130573,0.76326835,0.8816342,0.6557878,0.8278939,0.722376,0.861188,0.6425694,0.8212847,0.7109109,0.85545546
3149,0.73430157,0.8671508,0.6576376,0.8288188,0.6131212,0.80656064,0.60848445,0.80424225,0.6597317,0.8298658,0.68829536,0.8441477,0.63599133,0.81799567,0.6547035,0.82735175,0.6240205,0.8120103,0.6525682,0.8262841
3150,0.7296934,0.8648467,0.6064223,0.80321115,0.63058794,0.81529397,0.5514186,0.7757093,0.65811074,0.82905537,0.7316636,0.8658318,0.58237445,0.7911872,0.67786044,0.83893025,0.6002157,0.80010784,0.6476946,0.8238473
3153,0.6558254,0.8279127,0.6505084,0.8252542,0.62739336,0.8136967,0.59303546,0.7965177,0.6228361,0.81141806,0.64406407,0.82203203,0.6152019,0.807601,0.6330747,0.8165374,0.6622397,0.83111984,0.6481513,0.82407564
3155,0.69072473,0.84536237,0.5823034,0.7911517,0.6020116,0.80100584,0.5209884,0.76049423,0.6010705,0.80053526,0.6199143,0.80995715,0.4959441,0.7479721,0.5955721,0.79778606,0.5241933,0.76209664,0.56117624,0.78058815
3156,0.7748244,0.8874122,0.6296251,0.81481254,0.63750374,0.8187519,0.5609501,0.780475,0.7042691,0.8521346,0.7110867,0.8555434,0.5702518,0.7851259,0.6608254,0.8304127,0.5853248,0.7926624,0.65102863,0.8255143
3157,0.763753,0.88187647,0.671527,0.8357635,0.7009473,0.85047364,0.6195142,0.8097571,0.69691265,0.8484563,0.74405026,0.87202513,0.6394774,0.8197387,0.7162434,0.8581217,0.6596862,0.8298431,0.72445357,0.8622268
3158,0.71130335,0.8556517,0.6369815,0.81849074,0.60890853,0.80445427,0.5748378,0.7874189,0.65867937,0.8293397,0.7045176,0.8522588,0.6442503,0.82212514,0.67153347,0.83576673,0.6112982,0.8056491,0.6575514,0.8287757
3159,0.75251424,0.8762571,0.6337991,0.81689954,0.63814485,0.8190724,0.539475,0.7697375,0.6888778,0.8444389,0.7633383,0.88166916,0.63649005,0.81824505,0.69784,0.84892,0.6096477,0.8048239,0.67588234,0.83794117
3160,0.7740754,0.8870377,0.6847047,0.8423524,0.6597656,0.8298828,0.6074979,0.80374897,0.70899665,0.8544983,0.7393975,0.86969876,0.6751368,0.8375684,0.709625,0.8548125,0.6636696,0.8318348,0.70300937,0.8515047
3161,0.823944,0.911972,0.74614745,0.8730737,0.7340459,0.867023,0.6776278,0.8388139,0.7738184,0.8869092,0.7447144,0.8723572,0.6496901,0.8248451,0.7609171,0.8804586,0.6978705,0.84893525,0.748067,0.8740335
3162,0.73962706,0.86981356,0.62452126,0.8122606,0.6325581,0.81627905,0.5840575,0.7920288,0.64852995,0.824265,0.69504535,0.8475227,0.5881689,0.7940844,0.68148285,0.8407414,0.61849105,0.8092455,0.65029734,0.8251487
3186,0.8137584,0.9068792,0.7166307,0.85831535,0.680779,0.8403895,0.6434884,0.8217442,0.7808197,0.8904098,0.7621981,0.88109905,0.68523383,0.8426169,0.73392427,0.86696213,0.67334044,0.8366702,0.73478985,0.8673949
3225,0.6502064,0.82510316,0.69909596,0.849548,0.61303043,0.8065152,0.66968894,0.83484447,0.607903,0.8039515,0.5669961,0.78349805,0.5609873,0.7804936,0.6327075,0.81635374,0.61325264,0.8066263,0.5917537,0.79587686
3315,0.67184746,0.83592373,0.6211479,0.81057394,0.6330812,0.8165406,0.5553233,0.7776617,0.6270182,0.8135091,0.69266856,0.8463343,0.602546,0.801273,0.66984284,0.8349214,0.63087404,0.815437,0.63908714,0.8195436
3321,0.68110883,0.8405544,0.6355268,0.8177634,0.6213562,0.8106781,0.60881376,0.8044069,0.6334984,0.8167492,0.64738953,0.82369477,0.57482225,0.7874111,0.6707345,0.83536726,0.60100317,0.8005016,0.5966846,0.7983423
3332,0.67229307,0.83614653,0.6345513,0.81727564,0.68697953,0.84348977,0.57930565,0.7896528,0.6183301,0.80916506,0.6280249,0.8140124,0.5081485,0.7540742,0.6339085,0.81695426,0.6033546,0.8016773,0.5618915,0.7809458
5877,0.6012365,0.8006183,0.6567324,0.82836616,0.55635786,0.77817893,0.57007325,0.7850366,0.56766164,0.7838308,0.5552077,0.77760386,0.5597886,0.7798943,0.5785041,0.78925204,0.6178588,0.80892944,0.5995119,0.79975593
5981,0.73009664,0.8650483,0.6577126,0.8288563,0.67647797,0.83823895,0.62962127,0.81481063,0.6760137,0.83800685,0.65939695,0.82969844,0.6085752,0.8042876,0.6736424,0.8368212,0.66661716,0.8333086,0.6464586,0.8232293
6043,0.7585351,0.8792676,0.6572387,0.82861936,0.6386115,0.8193058,0.63564956,0.8178248,0.694251,0.84712553,0.732062,0.866031,0.6565018,0.8282509,0.66739225,0.8336961,0.71428907,0.85714453,0.7118813,0.85594064
6078,0.7502145,0.8751073,0.7005162,0.8502581,0.67569983,0.8378499,0.6577512,0.8288756,0.7180475,0.85902375,0.69259053,0.84629524,0.6177667,0.8088833,0.6851354,0.8425677,0.662076,0.831038,0.65315866,0.82657933
6081,0.7377121,0.8688561,0.65308285,0.8265414,0.6201542,0.8100771,0.61956084,0.8097804,0.70408636,0.85204315,0.7799486,0.8899743,0.69833446,0.8491672,0.7087528,0.85437644,0.6995646,0.8497823,0.73983866,0.8699193
6082,0.7272506,0.8636253,0.6594169,0.82970846,0.6441411,0.82207054,0.6334144,0.8167072,0.70990586,0.85495293,0.7574506,0.8787253,0.74639565,0.8731978,0.7176523,0.85882616,0.750041,0.8750205,0.75101316,0.8755066
6090,0.6986847,0.84934235,0.6493151,0.82465756,0.6693249,0.83466244,0.66777533,0.8338877,0.6158129,0.80790645,0.595206,0.797603,0.5760201,0.78801006,0.66521776,0.8326089,0.6168414,0.80842066,0.6019552,0.8009776
6127,0.77307165,0.8865358,0.7610369,0.88051844,0.7279986,0.8639993,0.6167526,0.8083763,0.7533319,0.87666595,0.7781146,0.8890573,0.672535,0.8362675,0.78220695,0.8911035,0.6549173,0.8274586,0.71952546,0.8597627
6211,0.72594845,0.8629742,0.737051,0.8685255,0.6761091,0.83805454,0.61310565,0.8065528,0.7077209,0.85386044,0.71889484,0.8594474,0.6905038,0.8452519,0.73598063,0.8679903,0.6767411,0.83837056,0.70438683,0.8521934
6213,0.7328595,0.86642975,0.64203906,0.82101953,0.6160877,0.80804384,0.54739213,0.77369606,0.6615686,0.8307843,0.6648245,0.83241224,0.6124275,0.80621374,0.630741,0.8153705,0.6470779,0.82353896,0.6447441,0.8223721
6214,0.73391074,0.8669554,0.65838027,0.82919014,0.6416583,0.82082915,0.56517327,0.78258663,0.6599977,0.82999885,0.7141242,0.8570621,0.63692856,0.8184643,0.6512097,0.82560486,0.66193724,0.8309686,0.6679592,0.8339796
6231,0.6275501,0.81377506,0.6140457,0.8070228,0.5674526,0.78372633,0.5522425,0.77612126,0.5750272,0.7875136,0.5718528,0.7859264,0.57596195,0.787981,0.5995277,0.79976386,0.596793,0.79839647,0.56395996,0.78198
6232,0.80456895,0.9022845,0.7117749,0.8558874,0.7329289,0.86646444,0.6456138,0.8228069,0.73654604,0.868273,0.75736725,0.8786836,0.6655828,0.8327914,0.7370477,0.86852384,0.69469213,0.84734607,0.7443743,0.87218714
6233,0.72529316,0.8626466,0.6922399,0.84611994,0.68903303,0.8445165,0.58841777,0.7942089,0.68046474,0.8402324,0.66689306,0.8334465,0.55803156,0.7790158,0.6784087,0.8392043,0.6372279,0.81861395,0.60299516,0.8014976
6239,0.6895154,0.8447577,0.6451324,0.8225662,0.6236228,0.8118114,0.61257654,0.80628824,0.6379302,0.8189651,0.72281116,0.8614056,0.658106,0.82905304,0.69057614,0.84528804,0.7074393,0.85371965,0.7120784,0.85603917
6240,0.7575662,0.8787831,0.67743284,0.8387164,0.6624391,0.83121955,0.59302807,0.79651403,0.7191118,0.8595559,0.7297075,0.86485374,0.6704061,0.83520305,0.6702416,0.8351208,0.6640154,0.8320077,0.6843073,0.84215367
6254,0.7352778,0.8676389,0.7584399,0.87921995,0.65622544,0.8281127,0.63868463,0.8193423,0.70936096,0.8546805,0.6934506,0.84672534,0.6608557,0.8304279,0.7515642,0.87578213,0.6726861,0.83634305,0.69898796,0.849494
6255,0.6719147,0.83595735,0.60957974,0.8047899,0.6231717,0.81158584,0.53774756,0.7688738,0.6202101,0.8101051,0.66858494,0.8342925,0.62410533,0.81205267,0.6332581,0.81662905,0.6295254,0.8147627,0.6375492,0.8187746
6342,0.6494452,0.8247226,0.64221615,0.8211081,0.591647,0.7958235,0.5577782,0.77888906,0.6297638,0.8148819,0.64900315,0.8245016,0.6326677,0.8163339,0.6415845,0.82079226,0.60138845,0.8006942,0.6085485,0.80427426
7630,0.7506184,0.8753092,0.74414766,0.8720738,0.6360573,0.8180287,0.6553113,0.8276557,0.6783893,0.83919466,0.6770592,0.8385296,0.68175876,0.8408794,0.72709197,0.863546,0.69041026,0.8452051,0.7207011,0.86035055
7654,0.65874064,0.8293703,0.61407757,0.8070388,0.5882156,0.7941078,0.54958785,0.7747939,0.5816046,0.7908023,0.62858075,0.8142904,0.5491959,0.77459794,0.6022841,0.80114204,0.5861992,0.79309964,0.5889635,0.79448175
8890,0.6578902,0.8289451,0.64704144,0.8235207,0.65446746,0.82723373,0.67086864,0.8354343,0.64508784,0.8225439,0.6706796,0.8353398,0.6137006,0.8068503,0.72199315,0.8609966,0.69619244,0.84809625,0.6846806,0.8423403
8916,0.7337198,0.8668599,0.6963801,0.84819007,0.68740857,0.8437043,0.59481555,0.79740775,0.6883575,0.84417874,0.6253258,0.8126629,0.57503855,0.7875193,0.65700334,0.8285017,0.63495934,0.81747967,0.6127149,0.80635744
9028,0.6523684,0.8261842,0.64147615,0.8207381,0.59894025,0.7994701,0.6016334,0.8008167,0.6040803,0.80204016,0.65425026,0.82712513,0.62443256,0.8122163,0.6562998,0.8281499,0.6184461,0.80922306,0.6708727,0.83543634
9066,0.7031578,0.8515789,0.60408205,0.80204105,0.58025193,0.79012597,0.5501594,0.7750797,0.60339725,0.8016986,0.60460067,0.80230033,0.51534516,0.75767255,0.58612114,0.79306054,0.5643705,0.78218526,0.5508716,0.7754358
9445,0.689376,0.844688,0.67621034,0.8381052,0.6232754,0.8116377,0.63510203,0.817551,0.6387014,0.8193507,0.6476618,0.8238309,0.6232842,0.8116421,0.67862505,0.83931255,0.68842065,0.8442103,0.66885656,0.8344283
9542,0.7094048,0.8547024,0.70433044,0.8521652,0.63095176,0.8154759,0.7030966,0.8515483,0.67471963,0.8373598,0.6175754,0.8087877,0.5812541,0.79062706,0.68477845,0.8423892,0.65146405,0.825732,0.60712427,0.80356216
9546,0.7553848,0.8776924,0.70076656,0.8503833,0.646556,0.823278,0.6257355,0.81286776,0.7042763,0.85213816,0.6845999,0.84229994,0.61801434,0.80900717,0.70016015,0.8500801,0.6681515,0.83407575,0.6675694,0.8337847
9547,0.7561084,0.8780542,0.6678715,0.83393574,0.6679648,0.8339824,0.6525264,0.8262632,0.6496744,0.8248372,0.6797919,0.83989596,0.6174364,0.8087182,0.6769521,0.83847606,0.6520139,0.82600695,0.6607311,0.83036554
9583,0.7422552,0.8711276,0.7018522,0.8509261,0.679253,0.8396265,0.68044484,0.8402224,0.6662437,0.83312184,0.6416297,0.82081485,0.6189927,0.80949634,0.67267394,0.836337,0.6812972,0.8406486,0.6427435,0.8213718
9587,0.6784388,0.8392194,0.6644612,0.83223057,0.62675726,0.81337863,0.55997103,0.77998555,0.61801416,0.80900705,0.6956704,0.8478352,0.63138664,0.8156933,0.65549845,0.82774925,0.64851904,0.8242595,0.6780429,0.83902144
12037,0.691949,0.8459745,0.7009345,0.85046726,0.6619864,0.8309932,0.5916988,0.79584944,0.6608685,0.83043426,0.6979699,0.84898496,0.6616415,0.83082074,0.7132725,0.8566363,0.6776806,0.8388403,0.6939752,0.8469876
12116,0.6226332,0.8113166,0.5879194,0.79395974,0.62876415,0.8143821,0.5691376,0.7845688,0.56576824,0.7828841,0.60466474,0.8023324,0.56009245,0.7800462,0.6152424,0.80762124,0.5971721,0.798586,0.6183183,0.80915916
12122,0.72306156,0.8615308,0.6543015,0.82715076,0.6555462,0.8277731,0.60016346,0.80008173,0.6402886,0.8201443,0.68556017,0.8427801,0.5983327,0.7991663,0.6657429,0.83287144,0.6325624,0.8162812,0.63937986,0.8196899
12124,0.6547693,0.82738465,0.6089558,0.80447793,0.6111575,0.8055787,0.52754164,0.7637708,0.5911466,0.7955733,0.66931576,0.8346579,0.6029613,0.80148065,0.62789726,0.81394863,0.61622816,0.80811405,0.64000237,0.8200012
12141,0.686275,0.8431375,0.5954784,0.7977392,0.59110534,0.7955527,0.5249432,0.76247156,0.6262388,0.8131194,0.7177688,0.8588844,0.6282986,0.81414926,0.6352228,0.8176114,0.6264399,0.81321996,0.66429687,0.83214843
12143,0.67256707,0.83628356,0.68657815,0.8432891,0.6722535,0.83612674,0.5852146,0.7926073,0.6348945,0.81744725,0.6872572,0.8436286,0.5823883,0.79119414,0.67224944,0.8361247,0.6571969,0.82859844,0.6619353,0.83096766
12149,0.740147,0.8700735,0.711169,0.8555845,0.71147585,0.8557379,0.63304985,0.8165249,0.6853484,0.8426742,0.71811736,0.8590587,0.6778965,0.83894825,0.71452826,0.85726416,0.6757598,0.8378799,0.7025728,0.8512864
12161,0.5584619,0.77923095,0.5129227,0.7564614,0.5242514,0.76212573,0.49353862,0.7467693,0.5206182,0.7603091,0.56978583,0.7848929,0.5191228,0.7595614,0.5586084,0.7793042,0.5544864,0.7772432,0.53961164,0.7698058
12252,0.6778619,0.83893096,0.6876353,0.84381765,0.62130517,0.8106526,0.6547642,0.8273821,0.6621682,0.83108413,0.68524987,0.8426249,0.6389117,0.81945586,0.7175041,0.858752,0.71056986,0.8552849,0.72088814,0.86044407
12408,0.6566621,0.82833105,0.6737091,0.8368546,0.6279489,0.81397444,0.6032145,0.80160725,0.66408384,0.8320419,0.69779617,0.84889805,0.66217136,0.8310857,0.69531107,0.84765553,0.68222,0.84111,0.70346963,0.8517348
12409,0.7466196,0.8733098,0.71439546,0.85719776,0.6700698,0.8350349,0.6108167,0.80540836,0.7045387,0.85226935,0.71362764,0.8568138,0.6585932,0.8292966,0.726354,0.863177,0.666682,0.833341,0.70886195,0.854431
12410,0.7334616,0.8667308,0.7359813,0.8679906,0.7237165,0.86185825,0.6111842,0.80559206,0.7002636,0.8501318,0.6767249,0.83836246,0.6303115,0.81515574,0.7223665,0.8611833,0.68646884,0.8432344,0.6484021,0.82420105
12418,0.6863586,0.8431793,0.63734424,0.8186721,0.63796747,0.81898373,0.5834644,0.7917322,0.6563214,0.8281607,0.69633037,0.84816515,0.65828,0.82914,0.68101466,0.8405073,0.66940045,0.8347002,0.68188924,0.84094465
12422,0.70330197,0.85165095,0.6494564,0.8247282,0.65846336,0.8292317,0.5986642,0.79933214,0.6815063,0.84075314,0.69315696,0.8465785,0.62999815,0.8149991,0.6799804,0.8399902,0.6636309,0.8318155,0.6905856,0.8452928
12435,0.59756243,0.7987812,0.56382775,0.7819139,0.55246234,0.77623117,0.527225,0.7636125,0.5509511,0.77547556,0.5443037,0.7721518,0.54996467,0.77498233,0.5319994,0.7659997,0.5560088,0.7780044,0.54772234,0.77386117
12436,0.65302217,0.8265111,0.59436506,0.79718256,0.59989065,0.79994535,0.55523854,0.77761924,0.6095784,0.8047892,0.6019038,0.8009519,0.54883075,0.7744154,0.6273376,0.8136688,0.5843548,0.79217744,0.5575361,0.77876806
12437,0.5821408,0.7910704,0.5564667,0.77823335,0.5673276,0.7836638,0.531577,0.7657885,0.5326084,0.7663042,0.5923903,0.79619515,0.546063,0.7730315,0.6193165,0.8096583,0.5953346,0.79766726,0.6039374,0.8019687
12447,0.71880853,0.85940427,0.7109727,0.8554864,0.6813388,0.8406694,0.6561835,0.82809174,0.6628118,0.8314059,0.6807658,0.84038293,0.61973715,0.8098686,0.6859678,0.8429839,0.6881671,0.84408355,0.6695446,0.8347723
