Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
2582,0.48442066,0.7422103,0.5889421,0.794471,0.50068533,0.75034267,0.46604663,0.7330233,0.5291395,0.76456976,0.47181883,0.7359094,0.5343816,0.7671908,0.5729861,0.78649306,0.50056005,0.75028,0.5188278,0.7594139
2583,0.6883178,0.8441589,0.7499449,0.87497246,0.7287497,0.8643749,0.6507344,0.8253672,0.6745713,0.83728564,0.64001024,0.8200051,0.6164897,0.8082448,0.7030216,0.85151076,0.6579397,0.82896984,0.63106966,0.81553483
2584,0.68119967,0.84059983,0.574262,0.787131,0.6293386,0.8146693,0.529369,0.7646845,0.6378645,0.81893224,0.6206624,0.8103312,0.5449277,0.77246386,0.63574916,0.81787455,0.5250841,0.762542,0.56498086,0.78249043
2585,0.65055877,0.82527936,0.6401571,0.82007855,0.5750267,0.7875134,0.5880899,0.794045,0.6113781,0.80568904,0.6169741,0.80848706,0.6338097,0.81690484,0.65224767,0.82612383,0.64844227,0.82422113,0.6432365,0.82161826
2586,0.68983257,0.8449163,0.6389265,0.81946325,0.6334245,0.81671226,0.62264466,0.81132233,0.5645218,0.7822609,0.6045327,0.80226636,0.5028126,0.7514063,0.6379195,0.8189597,0.5993446,0.7996723,0.557852,0.778926
2587,0.7011956,0.8505978,0.6907499,0.84537494,0.71765625,0.8588281,0.6379031,0.81895155,0.65976846,0.82988423,0.6405579,0.82027894,0.61029065,0.8051453,0.6805812,0.8402906,0.6686734,0.8343367,0.65667313,0.8283366
2588,0.7403624,0.8701812,0.71808565,0.8590428,0.662135,0.8310675,0.68773055,0.8438653,0.6561086,0.8280543,0.6308732,0.8154366,0.604655,0.8023275,0.69605434,0.84802717,0.6980994,0.8490497,0.66013634,0.8300682
2589,0.76263964,0.8813198,0.6875775,0.84378874,0.70009124,0.8500456,0.62436885,0.81218445,0.68304133,0.84152067,0.6550371,0.8275186,0.59216714,0.79608357,0.69801784,0.8490089,0.6374267,0.8187133,0.63389075,0.8169454
2590,0.6401714,0.8200857,0.6363058,0.8181529,0.66915125,0.83457565,0.6060323,0.8030162,0.5914179,0.79570895,0.57772684,0.7888634,0.54789835,0.77394915,0.6335751,0.81678754,0.5629646,0.78148234,0.57410616,0.7870531
2591,0.71998024,0.8599901,0.7133037,0.85665184,0.69670343,0.8483517,0.66342,0.83171,0.6784663,0.83923316,0.6907536,0.8453768,0.66688687,0.8334434,0.7095986,0.8547993,0.7092179,0.85460895,0.7137213,0.85686064
2592,0.788805,0.8944025,0.7433263,0.87166315,0.74243426,0.87121713,0.71122235,0.8556112,0.78814805,0.894074,0.73299545,0.86649776,0.69229394,0.84614694,0.73049337,0.86524665,0.69167674,0.84583837,0.7254442,0.8627221
2594,0.67952883,0.8397644,0.677708,0.838854,0.70795876,0.85397935,0.68534744,0.8426737,0.6537478,0.8268739,0.609822,0.804911,0.5526216,0.7763108,0.6984186,0.8492093,0.6414107,0.82070535,0.60029185,0.8001459
2595,0.5625988,0.7812994,0.58711344,0.7935567,0.5648116,0.7824058,0.5405963,0.7702981,0.499148,0.749574,0.5260495,0.76302475,0.51144785,0.75572395,0.5754814,0.7877407,0.53550696,0.7677535,0.527876,0.763938
2597,0.80144227,0.90072113,0.75475025,0.8773751,0.8252436,0.9126218,0.687122,0.843561,0.78471196,0.892356,0.7388357,0.86941785,0.6232911,0.8116455,0.79911816,0.8995591,0.68017936,0.8400897,0.6961053,0.8480526
2645,0.65371203,0.826856,0.66262966,0.8313148,0.67267066,0.8363353,0.6351073,0.81755364,0.61893016,0.80946505,0.6346072,0.8173036,0.6097728,0.8048864,0.6568062,0.8284031,0.6565863,0.82829314,0.64947164,0.8247358
2654,0.69527864,0.8476393,0.6855488,0.8427744,0.66269505,0.8313475,0.68093324,0.8404666,0.6365199,0.81825995,0.60597193,0.80298597,0.5764719,0.78823596,0.67617255,0.83808625,0.5885749,0.79428744,0.5941733,0.79708666
2655,0.7316619,0.86583096,0.67495143,0.8374757,0.6698961,0.83494806,0.6308795,0.81543976,0.68036807,0.84018403,0.70222116,0.8511106,0.6416769,0.82083845,0.67224646,0.8361232,0.67232835,0.8361642,0.6967073,0.8483536
2656,0.57720023,0.7886001,0.5955205,0.79776025,0.57987875,0.7899394,0.53288513,0.76644254,0.5456296,0.7728148,0.5103392,0.75516963,0.5092282,0.7546141,0.5749682,0.7874841,0.5915694,0.7957847,0.5479923,0.7739961
2657,0.5712577,0.78562886,0.6106394,0.80531967,0.5887897,0.79439485,0.55992746,0.77996373,0.60527134,0.80263567,0.67658055,0.8382903,0.6245731,0.81228656,0.7200939,0.860047,0.78578293,0.89289147,0.7304982,0.8652491
2658,0.6595564,0.8297782,0.62992656,0.8149633,0.6156615,0.80783075,0.6058551,0.80292755,0.5943142,0.7971571,0.547204,0.773602,0.47045586,0.73522794,0.6306953,0.8153477,0.6024053,0.80120265,0.5404097,0.77020484
2659,0.6273891,0.81369454,0.66022694,0.8301135,0.60582626,0.8029131,0.58514047,0.79257023,0.6154678,0.8077339,0.6026124,0.8013062,0.63906133,0.81953067,0.64771825,0.8238591,0.66292566,0.83146286,0.64969385,0.8248469
2660,0.6277275,0.81386375,0.62605023,0.8130251,0.60885155,0.8044258,0.58403826,0.7920191,0.60155976,0.8007799,0.58222115,0.7911106,0.601061,0.8005305,0.62166286,0.8108314,0.6175602,0.8087801,0.5958214,0.7979107
2741,0.6617874,0.8308937,0.6319901,0.81599504,0.5609032,0.7804516,0.6249225,0.81246126,0.59454286,0.79727143,0.5474291,0.77371454,0.5527489,0.77637446,0.5621636,0.7810818,0.6134991,0.8067496,0.5811408,0.7905704
2766,0.69535804,0.847679,0.76168126,0.88084066,0.69712746,0.84856373,0.61972594,0.809863,0.6597009,0.82985044,0.64555895,0.8227795,0.6112222,0.80561113,0.73920506,0.86960256,0.6610187,0.83050936,0.6382293,0.8191147
2793,0.67738146,0.83869076,0.71666074,0.85833037,0.61155427,0.80577713,0.6313042,0.81565213,0.6559981,0.82799906,0.64149356,0.8207468,0.67264843,0.8363242,0.7122141,0.85610706,0.67844725,0.8392236,0.70090115,0.8504506
2810,0.6500207,0.82501036,0.6774076,0.8387038,0.63182837,0.81591415,0.5752348,0.7876174,0.5807273,0.79036367,0.55364156,0.7768208,0.52106327,0.76053166,0.6381336,0.81906676,0.59687835,0.79843915,0.52920854,0.7646043
2824,0.70929587,0.85464793,0.7330452,0.8665226,0.72242546,0.86121273,0.6682356,0.83411777,0.7021067,0.85105336,0.6600834,0.8300417,0.6257046,0.81285226,0.77298725,0.8864936,0.6999329,0.8499664,0.6829882,0.8414941
3002,0.7102964,0.8551482,0.7043972,0.8521986,0.71464396,0.857322,0.6875065,0.8437532,0.67127466,0.83563733,0.62305367,0.81152683,0.65630186,0.8281509,0.6722327,0.8361163,0.656132,0.828066,0.6692496,0.83462477
3021,0.6898738,0.8449369,0.67221135,0.8361057,0.63225603,0.816128,0.59351224,0.79675615,0.61687124,0.8084356,0.55215454,0.7760773,0.5298329,0.7649164,0.61148775,0.8057439,0.6098286,0.8049143,0.5708742,0.7854371
3093,0.73637915,0.8681896,0.7620946,0.8810473,0.7330552,0.86652756,0.6795963,0.83979815,0.77071476,0.8853574,0.71524024,0.8576201,0.71523255,0.8576163,0.7696321,0.88481605,0.7476771,0.87383854,0.7691083,0.88455415
3105,0.7398639,0.86993194,0.75026715,0.8751336,0.714561,0.8572805,0.66639996,0.8332,0.7090633,0.85453165,0.6984731,0.84923655,0.721323,0.8606615,0.71787345,0.8589367,0.71486497,0.8574325,0.7275264,0.8637632
3113,0.5622344,0.7811172,0.5607182,0.7803591,0.5165471,0.75827354,0.5383048,0.7691524,0.5041499,0.75207496,0.6277236,0.8138618,0.583279,0.7916395,0.58336115,0.7916806,0.6398737,0.8199369,0.65127873,0.82563937
3118,0.7198652,0.8599326,0.69661725,0.8483086,0.6563246,0.8281623,0.6451731,0.82258654,0.7201998,0.8600999,0.67729616,0.8386481,0.68568325,0.8428416,0.7050905,0.85254526,0.703579,0.8517895,0.7119317,0.85596585
3120,0.629673,0.8148365,0.67433953,0.83716977,0.61952186,0.8097609,0.60404205,0.802021,0.60516286,0.8025814,0.60809004,0.804045,0.6195295,0.80976474,0.6504969,0.8252485,0.6608337,0.83041686,0.65248716,0.8262436
3122,0.7834816,0.8917408,0.7393788,0.8696894,0.68182456,0.8409123,0.6566862,0.8283431,0.7301046,0.86505234,0.727152,0.863576,0.6734748,0.8367374,0.74461067,0.87230533,0.7011095,0.85055476,0.7116014,0.8558007
3123,0.70216084,0.8510804,0.6979215,0.84896076,0.6858683,0.84293413,0.6128893,0.80644464,0.7010057,0.85050285,0.74993944,0.8749697,0.7035568,0.8517784,0.7552721,0.8776361,0.7369695,0.86848474,0.756179,0.8780895
3133,0.76773643,0.8838682,0.69588614,0.84794307,0.7190489,0.8595245,0.67722124,0.83861065,0.6957802,0.84789014,0.70449626,0.85224813,0.63106024,0.8155301,0.74296474,0.8714824,0.6732856,0.8366428,0.70865583,0.8543279
3134,0.79732585,0.8986629,0.71987826,0.8599391,0.7404157,0.87020785,0.63722754,0.81861377,0.74635255,0.8731763,0.786319,0.8931595,0.6691249,0.8345624,0.7478888,0.8739444,0.7038269,0.85191345,0.7253674,0.8626837
3135,0.73366916,0.8668346,0.6947496,0.8473748,0.69579506,0.8478975,0.6073849,0.80369246,0.6789743,0.83948714,0.67483795,0.837419,0.597901,0.7989505,0.6743908,0.8371954,0.6387868,0.8193934,0.6414591,0.82072955
3136,0.39767194,0.69883597,0.4781163,0.73905814,0.42390218,0.7119511,0.40057942,0.7002897,0.42496094,0.7124805,0.40061623,0.7003081,0.437048,0.718524,0.46869338,0.7343467,0.5294637,0.7647319,0.46330982,0.7316549
3137,0.76889443,0.8844472,0.70656735,0.85328364,0.70565766,0.85282886,0.6360143,0.8180071,0.71056885,0.85528445,0.7241112,0.8620556,0.6533606,0.8266803,0.74534565,0.8726728,0.66243863,0.8312193,0.69581294,0.8479065
3138,0.57024276,0.7851214,0.5622224,0.78111124,0.58175313,0.79087657,0.5314268,0.7657134,0.5201502,0.7600751,0.51297903,0.7564895,0.46435428,0.73217714,0.54318684,0.77159345,0.53996056,0.7699803,0.4982667,0.74913335
3139,0.67699194,0.83849597,0.6205585,0.81027925,0.63300276,0.8165014,0.59446174,0.79723084,0.59058034,0.7952902,0.6324955,0.81624776,0.53164583,0.7658229,0.6534269,0.82671344,0.6228353,0.81141764,0.60855603,0.804278
3140,0.75964,0.87982,0.66624576,0.83312285,0.6744559,0.83722794,0.61707824,0.80853915,0.67515206,0.83757603,0.73276526,0.8663826,0.670986,0.83549297,0.70669097,0.8533455,0.6503815,0.8251908,0.7027645,0.85138226
3141,0.6683362,0.8341681,0.72105503,0.8605275,0.6992575,0.84962875,0.58328855,0.7916443,0.66691744,0.8334587,0.62009937,0.81004965,0.6003833,0.80019164,0.65939975,0.8296999,0.6355128,0.8177564,0.64889896,0.8244495
3142,0.7866008,0.8933004,0.7087282,0.8543641,0.7406058,0.8703029,0.6555686,0.8277843,0.7228408,0.8614204,0.7275009,0.86375046,0.6345693,0.81728464,0.74151766,0.87075883,0.68507206,0.84253603,0.71489125,0.8574456
3143,0.74720526,0.8736026,0.68238807,0.84119403,0.70652723,0.8532636,0.64660394,0.823302,0.68723524,0.8436176,0.68406725,0.8420336,0.6425849,0.82129246,0.70857453,0.85428727,0.66634583,0.8331729,0.68734574,0.8436729
3144,0.7622063,0.88110316,0.7327314,0.8663657,0.74782944,0.8739147,0.65340126,0.8267006,0.69230425,0.8461521,0.7260859,0.86304295,0.6483189,0.82415944,0.7451191,0.87255955,0.70515823,0.8525791,0.6963954,0.8481977
3145,0.6263356,0.8131678,0.6330631,0.81653154,0.57281184,0.7864059,0.58380663,0.7919033,0.6003845,0.80019224,0.5701304,0.7850652,0.59955275,0.7997764,0.5865165,0.79325825,0.6026114,0.8013057,0.5852201,0.79261005
3146,0.6884053,0.84420264,0.65866077,0.8293304,0.70000935,0.8500047,0.5943898,0.7971949,0.6687371,0.8343686,0.6530696,0.8265348,0.6052507,0.80262536,0.68422425,0.8421121,0.62974143,0.8148707,0.6471677,0.82358384
3147,0.70514953,0.85257477,0.6739914,0.8369957,0.65190256,0.8259513,0.67549956,0.8377498,0.6574051,0.82870257,0.7013035,0.85065174,0.6590523,0.8295262,0.7294005,0.86470026,0.70066416,0.8503321,0.71756995,0.858785
3148,0.686497,0.8432485,0.67827624,0.83913815,0.65887785,0.8294389,0.60387045,0.8019352,0.67347,0.836735,0.68066955,0.8403348,0.6817237,0.84086186,0.69653153,0.84826577,0.6758206,0.8379103,0.70247996,0.85124
3149,0.74956715,0.8747836,0.69777286,0.84888643,0.6985492,0.84927464,0.6638346,0.8319173,0.6548043,0.8274021,0.6364183,0.8182092,0.5982845,0.79914224,0.6622015,0.83110076,0.63323355,0.8166168,0.64531326,0.82265663
3150,0.7142475,0.85712373,0.5824053,0.79120266,0.62293303,0.8114665,0.51749146,0.75874573,0.628569,0.8142845,0.70302236,0.8515112,0.54398507,0.77199256,0.6538284,0.8269142,0.58374965,0.7918748,0.6221757,0.81108785
3153,0.6191783,0.80958915,0.6270555,0.81352776,0.62435496,0.8121775,0.5913397,0.79566985,0.6009891,0.80049455,0.61067915,0.8053396,0.63388115,0.81694055,0.618528,0.809264,0.6597812,0.8298906,0.6397921,0.81989604
3155,0.54813135,0.7740657,0.50096714,0.7504836,0.52888453,0.76444227,0.44179142,0.7208957,0.46266246,0.7313312,0.46492207,0.73246104,0.4250877,0.71254385,0.4880944,0.74404716,0.45302746,0.72651374,0.4444374,0.7222187
3156,0.74924654,0.8746233,0.6415948,0.82079744,0.68372095,0.8418605,0.62744164,0.8137208,0.6514021,0.82570106,0.6441355,0.82206774,0.5418682,0.7709341,0.64870685,0.82435346,0.59593993,0.79796994,0.61226237,0.8061312
3157,0.6843325,0.84216624,0.66898936,0.8344947,0.68819296,0.8440965,0.6288899,0.81444496,0.6618186,0.8309093,0.6360896,0.8180448,0.62140405,0.810702,0.67150855,0.8357543,0.6488875,0.82444376,0.65273905,0.8263695
3158,0.6913365,0.84566826,0.6590335,0.82951677,0.6312574,0.8156287,0.59459805,0.797299,0.6374876,0.8187438,0.6643752,0.8321876,0.6326157,0.81630784,0.6604329,0.8302164,0.636889,0.8184445,0.6577636,0.8288818
3159,0.7422004,0.8711002,0.64898044,0.8244902,0.6954344,0.84771717,0.61193216,0.8059661,0.68217194,0.841086,0.6876377,0.84381884,0.5711924,0.7855962,0.6895493,0.84477466,0.6252122,0.8126061,0.65421975,0.8271099
3160,0.7372892,0.8686446,0.6957599,0.84787995,0.70721084,0.8536054,0.60235846,0.80117923,0.7057394,0.8528697,0.71580946,0.85790473,0.6616636,0.83083177,0.7286625,0.86433125,0.7110646,0.8555323,0.7261728,0.8630864
3161,0.75519943,0.8775997,0.77166384,0.88583195,0.75816286,0.8790814,0.675764,0.83788204,0.72447383,0.8622369,0.68768036,0.8438402,0.6519139,0.82595694,0.73753023,0.8687651,0.707679,0.8538395,0.7307276,0.86536384
3162,0.74303174,0.87151587,0.69132483,0.8456624,0.6722872,0.8361436,0.66040516,0.8302026,0.66869426,0.8343471,0.71063614,0.85531807,0.64643115,0.8232156,0.73813665,0.8690683,0.71046644,0.8552332,0.7228861,0.86144304
3186,0.795719,0.8978595,0.74391294,0.87195647,0.7504579,0.87522894,0.6624993,0.83124965,0.77304465,0.8865223,0.74750674,0.87375337,0.6805572,0.8402786,0.7617032,0.8808516,0.7109591,0.85547954,0.7577101,0.87885505
3225,0.7197274,0.8598637,0.7430773,0.87153864,0.6862958,0.8431479,0.6851181,0.84255904,0.6752728,0.8376364,0.62654054,0.8132703,0.5976436,0.7988218,0.6879638,0.84398186,0.6558708,0.8279354,0.6433159,0.82165796
3315,0.7260618,0.8630309,0.66609526,0.8330476,0.7007299,0.8503649,0.60708666,0.8035433,0.6639706,0.8319853,0.7278639,0.86393195,0.6228374,0.8114187,0.72280395,0.861402,0.6863769,0.84318846,0.68895346,0.8444767
3321,0.6916735,0.84583676,0.6851388,0.8425694,0.6515642,0.82578206,0.64227295,0.8211365,0.65376496,0.8268825,0.63193667,0.81596833,0.60289335,0.8014467,0.7119638,0.8559819,0.6470941,0.823547,0.64442533,0.8222127
3332,0.6857351,0.84286755,0.6891122,0.8445561,0.7364094,0.8682047,0.61982024,0.8099101,0.6647507,0.83237535,0.7034657,0.85173285,0.5953598,0.7976799,0.7125667,0.8562833,0.69381964,0.8469098,0.65632653,0.82816327
5877,0.6259054,0.8129527,0.66181886,0.83090943,0.5734397,0.78671986,0.5660591,0.78302956,0.59009355,0.7950468,0.5866442,0.7933221,0.5737301,0.78686506,0.6015536,0.80077684,0.62554383,0.8127719,0.6267873,0.81339365
5981,0.79941565,0.8997078,0.7186545,0.85932726,0.7751274,0.8875637,0.68594116,0.8429706,0.769351,0.8846755,0.72065175,0.8603259,0.6413534,0.8206767,0.7414309,0.87071544,0.6801828,0.8400914,0.69725597,0.848628
6043,0.5936979,0.79684895,0.5543774,0.77718866,0.5435751,0.7717875,0.4766456,0.7383228,0.5649085,0.78245425,0.48970333,0.74485165,0.44765288,0.7238264,0.4903121,0.74515605,0.47442943,0.7372147,0.43536204,0.71768105
6078,0.7237532,0.8618766,0.70198035,0.8509902,0.68189037,0.8409452,0.67148936,0.8357447,0.68549526,0.8427476,0.661216,0.830608,0.63913614,0.81956804,0.666395,0.8331975,0.69811225,0.8490561,0.67576265,0.8378813
6081,0.7890422,0.8945211,0.6969598,0.84847987,0.69656587,0.84828293,0.6930287,0.84651434,0.736627,0.8683135,0.8047019,0.90235096,0.70916253,0.85458124,0.76337343,0.8816867,0.75574994,0.877875,0.78283215,0.8914161
6082,0.67571676,0.8378584,0.6254693,0.81273466,0.64318264,0.8215913,0.60424685,0.8021234,0.6456188,0.8228094,0.66547513,0.83273757,0.63734627,0.81867313,0.63889253,0.81944627,0.6717739,0.83588696,0.6699256,0.8349628
6090,0.55226845,0.77613425,0.5690636,0.78453183,0.53575885,0.7678794,0.53387594,0.766938,0.50580674,0.75290334,0.4536271,0.72681355,0.46386883,0.7319344,0.5588716,0.7794358,0.48263898,0.7413195,0.44849306,0.7242465
6127,0.71554863,0.8577743,0.73901796,0.869509,0.7364871,0.8682436,0.62097263,0.8104863,0.75328827,0.87664413,0.7368838,0.86844194,0.64989245,0.8249462,0.7662031,0.8831016,0.6416428,0.8208214,0.70500565,0.8525028
6211,0.3808517,0.6904259,0.43251684,0.7162584,0.3921165,0.6960583,0.38511527,0.69255763,0.40008962,0.7000448,0.38640785,0.6932039,0.4222836,0.7111418,0.38413274,0.6920664,0.40808773,0.70404387,0.3949489,0.6974745
6213,0.6740244,0.8370122,0.6065796,0.8032898,0.5848888,0.7924444,0.5449591,0.77247953,0.6319618,0.8159809,0.6260463,0.81302315,0.586691,0.7933455,0.6101228,0.8050614,0.62596476,0.8129824,0.620041,0.8100205
6214,0.69893503,0.8494675,0.67841685,0.8392084,0.71044725,0.85522366,0.6137593,0.80687964,0.6493584,0.8246792,0.62965643,0.8148282,0.61438274,0.8071914,0.67282367,0.83641183,0.6472952,0.8236476,0.6231135,0.81155676
6231,0.66569924,0.8328496,0.66905856,0.8345293,0.611269,0.8056345,0.57358307,0.78679156,0.6519863,0.8259932,0.6631038,0.8315519,0.65850854,0.82925427,0.6754808,0.8377404,0.67582554,0.8379128,0.67937696,0.8396885
6232,0.75653064,0.8782653,0.71241546,0.8562077,0.7480149,0.87400746,0.6784951,0.8392476,0.6816318,0.8408159,0.6891562,0.8445781,0.63896644,0.8194832,0.7312157,0.86560786,0.68420243,0.8421012,0.721525,0.8607625
6233,0.74051285,0.8702564,0.7130612,0.8565306,0.7120969,0.85604846,0.6104316,0.80521584,0.69149005,0.845745,0.66945356,0.8347268,0.59153134,0.79576564,0.68006843,0.84003425,0.6493255,0.82466274,0.6203793,0.81018966
6239,0.32578903,0.6628945,0.39973593,0.69986796,0.28990775,0.64495385,0.33607683,0.6680384,0.31491607,0.65745807,0.34588796,0.67294395,0.39867032,0.69933516,0.3409351,0.67046756,0.45902687,0.7295134,0.4061337,0.7030668
6240,0.5047395,0.75236976,0.50278866,0.75139433,0.49929994,0.74965,0.4359371,0.7179686,0.5267066,0.7633533,0.49216533,0.74608266,0.50765467,0.75382733,0.4614904,0.7307452,0.48250473,0.74125236,0.4631,0.73155
6254,0.6644466,0.8322233,0.7307701,0.86538506,0.6077502,0.8038751,0.6084031,0.80420154,0.6783579,0.8391789,0.62619853,0.81309927,0.6493875,0.82469374,0.68018806,0.84009403,0.6754643,0.83773214,0.66567606,0.83283806
6255,0.7281323,0.8640661,0.6509682,0.8254841,0.6761086,0.8380543,0.6130928,0.8065464,0.62593096,0.8129655,0.6615472,0.8307736,0.62300694,0.81150347,0.6574426,0.8287213,0.65637743,0.8281887,0.66342735,0.8317137
6342,0.615374,0.80768704,0.6044755,0.80223775,0.5798801,0.78994006,0.5151689,0.75758445,0.58860993,0.79430497,0.5754739,0.78773695,0.5491887,0.7745943,0.6039398,0.8019699,0.5531744,0.7765872,0.54859394,0.774297
7630,0.5878447,0.79392236,0.6525489,0.82627445,0.54789114,0.77394557,0.6143402,0.8071701,0.60679877,0.8033994,0.5701844,0.78509223,0.59525514,0.79762757,0.66180253,0.83090127,0.65931886,0.82965946,0.68841696,0.8442085
7654,0.69767135,0.8488357,0.7216916,0.8608458,0.6793674,0.8396837,0.64102876,0.8205144,0.6878586,0.8439293,0.68301976,0.8415099,0.6546347,0.82731736,0.70269954,0.8513498,0.73184526,0.86592263,0.70622003,0.85311
8890,0.72323954,0.8616198,0.7194549,0.85972744,0.7272645,0.86363226,0.6796381,0.8398191,0.71205765,0.8560288,0.73225987,0.86612993,0.6959173,0.8479587,0.78467137,0.89233565,0.7819065,0.89095324,0.7885629,0.89428145
8916,0.50304407,0.75152206,0.5307605,0.76538026,0.5603925,0.78019625,0.48364997,0.741825,0.4659757,0.7329879,0.42583948,0.7129197,0.4520686,0.7260343,0.4825519,0.74127597,0.5249905,0.7624953,0.45614147,0.72807074
9028,0.6506727,0.82533634,0.65592307,0.82796156,0.6234797,0.81173986,0.6057012,0.8028506,0.60633904,0.8031695,0.6514838,0.8257419,0.6368724,0.8184362,0.66656244,0.8332812,0.64061713,0.82030857,0.69525653,0.84762824
9066,0.6866114,0.8433057,0.6363378,0.8181689,0.6115175,0.8057587,0.5702388,0.7851194,0.62934864,0.8146743,0.6037401,0.80187005,0.55308735,0.7765437,0.60816973,0.8040849,0.6001266,0.8000633,0.5825847,0.7912923
9445,0.40494645,0.7024732,0.3425099,0.67125493,0.3413567,0.6706784,0.4090339,0.70451695,0.33483076,0.6674154,0.3684515,0.68422574,0.32313997,0.66156995,0.3487426,0.6743713,0.3493099,0.67465496,0.3404644,0.6702322
9542,0.7052773,0.85263866,0.7159935,0.85799676,0.62358207,0.81179106,0.6885495,0.84427476,0.6933116,0.8466558,0.62625766,0.8131288,0.60922325,0.8046116,0.7038417,0.85192084,0.6981877,0.84909385,0.6461959,0.82309794
9546,0.6797803,0.8398901,0.6526178,0.8263089,0.63828015,0.8191401,0.617839,0.8089195,0.62455964,0.8122798,0.6664968,0.8332484,0.654475,0.8272375,0.6677005,0.83385026,0.6626408,0.8313204,0.7145195,0.85725975
