,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free
12656,"Results-Driven Business Analyst and Project Manager

Summary:
Highly motivated and experienced professional with a strong background in IT, business analysis, and project management, delivering exceptional results and driving growth.

Experience:

Business Analyst / Web Analyst (2021-2022)
- Enhanced transparency and efficiency by restructuring company reporting into a dynamic format for 10 projects
- Streamlined processes through automation of daily reporting, utilizing a universal algorithm
- Fostered departmental interaction, accelerating internal processes exchange
- Achieved a 2.5 times increase in new project analysis, driving business growth

Lecturer (Part-time, 2020-2023)
- Published over 10 scientific and expert publications in renowned scientometric databases, including Scopus and Web of Science
- Conceptualized and implemented an educational YouTube channel to promote knowledge sharing and education

Chief Executive Officer (Own Online IT Project, 2017-2021)
- Developed and executed a successful business model, achieving an average monthly profitability of 90%
- Ensured seamless operations by automating technical, managerial, and business processes
- Successfully transferred project management to a content manager, ensuring sustainability and scalability

Project Manager (Remote, 2016-2021)
- Increased website traffic from 1.5 to 7 million users, a nearly 5-fold growth over 4 years
- Expanded advertising partners by 3 times, driving revenue growth
- Transferred project management to a freelance developer, ensuring continued project success

Current Role:
Web Analyst / Business Analyst at a major national retail company, driving business growth and improvement.

Skills:
Business Analysis, Project Management, Web Analysis, IT, Team Management, Process Improvement, Automation, Business Development, Educational Content Creation."
12674,"Results-driven IT professional with over 10 years of experience in software development, project management, and process automation, delivering high-quality results through Agile methodologies, including Scrum and Kanban.

Key strengths include:
* Proven Scrum Master experience, with expertise in building and implementing scrum team processes
* Project Management: 4+ years of experience managing software development and implementation projects
* Business Analysis: 8+ years of experience as an Analyst and Proxy Product Owner, with expertise in project documentation, software requirements, and change validation
* Technical skills: Proficient in use case diagrams (Visio, Star UML), use cases, user stories, and cascaded requirements
* Development process expertise: Waterfall, Agile (Scrum), Kanban, and software testing
* Excellent communication and training skills, with experience conducting trainings, brainstorms, debates, and meetings
* Strong multitasking and pressure management skills, with a background in mobile and desktop applications development projects

Highly motivated to work in a small, enthusiastic, product-oriented team, focused on delivering high-quality results with minimal project switching."
12687,"Visionary Engineer
Top Rated Plus Upwork Freelancer

Summary:
Highly skilled automation developer with 12+ years of experience in creating custom automation tools and solutions, utilizing expertise in low-code/no-code development, Microsoft Excel, Google Sheets, and digital integrations to deliver successful projects and exceptional client service.

Technical Skills:
- Microsoft Excel and Google Sheets Development
- Formula development and Advanced VBA/Google Apps Script (JavaScript)
- Automation, Workflow Optimization, and Digital Integrations
- Complex Calculations, Dynamic Conditional Formatting, Pivot Tables, and Pivot Charts
- Instant Actions, Macros, User-defined Functions, UI Forms, Data Scrapers, Web-connections, Data Backups, and Emailing
- Automated Reporting and Data Analysis, Complex Dataset Processing, Data Transformation, File Generation, Database Management, and External Controlling
- Data Summary and Visualization, Dashboards, Charts, Graphs, and KPIs
- Financial Modeling, Data Analytics Planning, and Forecasting
- Advanced Graphical User Interface (GUI) Architecture Design and Elegant Workflows
- Intuitive Designs, Best UX, Effortless Maintenance, and Instant Results
- Smart Decision-Making Tools, Solvers, Schedulers, Triggers, Alerts, and Notifications
- Business Tools, Trackers, File Processors, and Bar/QR Code Generators
- Custom Calculators for various industries, including Business, Financial, Insurance, and Fitness
- Workflow and Data Integration between Microsoft Office Products, such as Word, PowerPoint, Outlook, SharePoint, InfoPath, and OneNote
- Interaction with WinApi, FileSystemObject (FSO), ADODB (MS Access, MS SQL), and Web APIs
- Workflow and Data Integration between Google Workspace (G Suite) Components, including Admin Console, Drive, Gmail, Docs, Slides, Calendar, Forms, Sites, and Keep

Additional Digital Skills:
- Airtable, Google Data Studio, Power BI, Databox, Power Query, and Power Pivot
- Microsoft Flow, Zapier, IFTTT, Integromat, Automate.io, Power Automate, Automatic Mouse & Keyboard, and FileMaker Pro
- Power Apps, App Sheet, bubble.io, Webflow, and Telegram Bots
- WordPress, HTML, CSS, JavaScript, PHP, SQL, Hostings, and Domains
- Trello, Jira, Confluence, Microsoft To-Do, and ServiceNow
- Canva, diagrams.net (draw.io), Paint.net, Photoshop, Sony Vegas, and DaVinci Resolve
- Java and Python

Experience:
IT Project Manager, ThinkWider App
Manager and Developer, IShare Educational Platform
Top Rated Plus Upwork Freelancer with 100% Job Success Rate, serving over 2500 clients across various industries, including finance, marketing, sales, insurance, manufacturing, construction, real estate, government, healthcare, education, and more

Education:
MA with Honors, Financial Management
BA, Corporate Finance
BA, English Translation
Erasmus+ MA Student, Krakow, Poland

Language Skills:
Fluent English (IELTS C1)
Native Ukrainian and Russian

Certifications/Relevant Tools:
Automation Development since 2010
Low-Code/No-Code Enthusiast
Fast typing (top 1%, >100 WPM)
100% Googling skills

Public Speaking:
Confident Public Speaker
Experienced in live broadcasts, online training, and presentations

Reviews:
""Andrii has exceptional knowledge in business and technology. We were able to successfully work towards our end goal. Our solution now works flawlessly!""
""Exceptional Work! In my honest opinion, during my time working with Andrii, his strategic thinking and problem-solving skills undeniably far outreaches anyone in business / IT logic""
""Andrii has completed several projects for me and each one has been done with the type of care I would do if I had his skills. His attention to getting the project done right is a huge benefit.""
""Andrii was amazing. He really took the time to understand the scope of the project, asked great questions, took initiative and even improved our vision. We worked with him for two jobs already and will certainly be using him again. I highly recommend him. Professional, skilled, a great communicator and able to meet deadlines."""
12736,"Results-driven business professional with experience in founding and managing a design agency and recruiting, boasting a proven track record of successfully entering foreign markets and driving revenue growth.

Summary:
Co-founder of a company that achieved a turnover of $20,000 in its first year, successfully expanding into the foreign market.

Experience:

Co-founder and Business Manager, Whales of Design
- Led cross-functional project teams of 4-12 people, driving collaborative efforts and achieving project goals
- Managed day-to-day business operations, identifying opportunities for growth and development
- Attracted potential partners and represented the company at industry conferences, fostering strategic relationships
- Built and maintained a network of external contractors and designers, ensuring access to specialized skills and expertise
- Resolved customer conflicts in a timely and professional manner, ensuring order fulfillment from start to finish and maintaining high customer satisfaction

Recruiter and Manager
- Conducted staff recruitment, identifying top talent and making informed hiring decisions
- Performed quality control of work performance, providing constructive feedback and coaching to team members
- Contributed to the organization of high-profile events, including concerts such as ""Ocean Elzy"", ""Atlas Weekend"", and ""Imagine Dragons"", demonstrating ability to work on complex projects

Career Ambition:
Seeking a challenging role in a large company that offers opportunities for intellectual and professional growth, allowing me to leverage my skills and experience to drive business success."
13078,"Yelyzaveta
Accomplished IT Professional

Professional Background:
Results-driven Project Manager with a strong background in project development, skilled at resolving complex technical issues.

Key Strengths:
1. Issue Resolution and Technical Expertise: Proven ability to tackle challenges and resolve intricate issues using in-depth knowledge of technical project development.
2. Financial Management and Client Relations: Adept at managing financial matters, client interactions, and providing additional services while maintaining professionalism.
3. Collaboration and Process Configuration: Skilled at working with Delivery Managers to streamline client-side project management, ensuring smooth coordination and effective documentation.
4. Project Resource Cost Calculation: Accurately calculate resource costs to ensure project profitability and viability.
5. Overall Company Project Margins Calculation: Analyze and calculate project margins to inform company decisions and drive growth.

Dedicated to delivering excellence in IT project management and financial solutions, with a passion for adding value and driving success. Seeking opportunities to contribute to teams and companies, with a goal of growing into a highly qualified specialist."
13080,"7 years of overall experience in IT

Business Development Manager
- Managed full-cycle sales process, including lead generation, prospect qualification, opportunity development, and deal closure
- Prepared and maintained contract documentation, such as Estimates, Proposals, Master Service Agreements (MSA), and Statements of Work (SOW)
- Utilized CRM systems, including Salesforce, Zoho, Dynamics, and Act!, as well as email marketing tools like SendGrid, Reply, and Outreach
- Tracked progress and collaborated with teams using Jira and Trello
- Worked with cross-functional teams, including recruiters, Project Managers, and company executives, during the pre-sale stage
- Served as primary point of contact for clients, eliciting requirements and ensuring smooth project execution
- Coordinated with Project Managers and clients to address concerns and gather feedback
- Created and executed full-cycle email campaigns, and developed marketing materials, including case studies, press releases, and website content
- Participated in the screening and interviewing process for new Sales and Marketing team members
- Mentored and educated junior team members, including remote teams

Business Analyst
- Elicited and evaluated client requirements to inform project scope and objectives
- Created and maintained Software Requirements Specifications and project documentation
- Communicated with customer representatives and development teams to ensure project requirements were met
- Prepared User Guides and created UI Wireframes to support project delivery"
13146,"Results-driven manager with 7 years of international experience in managerial positions, including Assistant, Project Manager, and Director of Business Development & Production, across various countries, including Ukraine, Qatar, UAE, and Lebanon.

Certifications: 
ISO 22000 Certified Internal Auditor
Dean's Honor List, American University in Dubai

Fluent in English, with expertise in expressing complex ideas, compiling reports, and making product presentations. Proven experience in working with international documents, including supply contracts, logistics, and outsourcing company contacts, under Non-Disclosure Agreements (NDA).

Successful team leader, with experience supervising up to 15 direct reports, including engineers, designers, and sales managers, as well as 10 third-party service providers. Adept at breaking down complex tasks into simple components and providing clear instructions.

Effective manager, utilizing the 4 modern principles of management: plan, organize, lead, and control. Proficient in using various programs and packages, such as Trello and Google Documents, to facilitate team communication and cooperation.

Demonstrated loyalty and commitment, with over 5 years of service at one company. Additionally, successfully managed personal projects in eCommerce and online news publications."
13147,"Results-driven Partnership Manager with 3+ years of experience in project management and 2+ years in business development in the IT industry. Proven track record of developing a partnership network with 150+ IT companies across Ukraine, Poland, Bulgaria, and other regions.

Key Achievements:
- Successfully managed over 10 projects and numerous support tasks, ensuring timely delivery and client satisfaction.
- Built and maintained strong relationships with clients and suppliers through effective communication and collaboration.

Professional Experience:
Partnership Manager
- Conducted meetings with clients and suppliers to facilitate understanding of tasks and foster growth.
- Coordinated client onboarding and communication to ensure seamless integration.
- Led a team of developers and designers, leveraging strong management skills to drive results.

Technical Skills:
- Proficient in Trello, Notion, Slack, Agile, Jira, CRM, and ActiveCampaign.

Personal Qualities:
- Versatile and curious, with strong communication skills and a drive to take on new challenges.
- Committed to continuous learning and professional growth, seeking a team that offers opportunities for development and advancement."
13148,"Results-driven Business Development Manager and Fundraiser
with 5 years of experience driving growth through strategic relationships and successful investments.

Summary:
Proven track record of establishing and maintaining stakeholder relationships, resulting in successful investments, including a notable achievement of raising $30,000 in a week.

Key Responsibilities:
- Communicated new product developments to prospective clients
- Established rapport with potential clients and arranged meetings
- Identified new business opportunities through research and industry events
- Developed and implemented business growth strategies
- Researched organizations and individuals to identify new opportunities

Business Development:
- Set and achieved business development goals through strategic planning and team leadership
- Conducted stakeholder meetings and trained business development staff
- Researched target markets to identify prospective accounts

Project Management:
- Defined project scope, objectives, and budgets
- Tracked project costs and progress, making adjustments as necessary
- Measured project performance to identify areas for improvement

Team Collaboration:
Value teamwork and collaborative environments, believing they are essential for project success, regardless of size."
13149,"Results-driven professional with 2+ years of experience in managing international projects and partnerships, delivering a proven track record of success in establishing new connections, identifying potential fraud, and driving business growth.

Key Achievements:
- Established 48 new interconnections with companies from Europe, CIS, America, and Asia within the last 6 months.
- Identified 5 fraudulent companies, ensuring the protection of business interests.
- Successfully managed projects with international partners, catering to both B2C and B2B clients across Europe, Asia, America, CIS, and Africa.

Professional Experience:
- Managed interconnections processes and expanded the partnership network within the telecommunications sector for the last 1.5 years, conducting thorough searches for new partners, negotiating agreements, and performing business case analyses.
- Ensured seamless interactions between new companies and all internal departments, utilizing various software tools including Pipedrive CRM, Odoo, Confluence, Jira, and Mattermost in a computerized environment.
- Communicated effectively with customers via telephone, email, Skype, and LinkedIn, employing both cold and warm calling techniques.

Skills:
- Excellent communication and collaboration skills, complemented by structured thinking and a proactive approach to customer engagement.
- Stress-resistant with the ability to multitask in fast-paced environments, efficient, self-motivated, and adept at problem-solving.

Career Aspirations:
Seek a challenging and exciting role that leverages my passion for communication, helping others, and working in international, multilingual environments, with a focus on project management, where I can work with a team of dedicated professionals who are passionate about their work, and find a customer-oriented culture with a balance of communication and technical tasks, clear and respectful management, and opportunities for growth through training programs and English classes."
13150,"Results-Driven Business Development, Sales, and Project Management Professional

Summary:
Accomplished Enterprise Sales Professional, Project Management, and Business Development expert with 9 years of experience in sales, project management, and business development (Enterprise, B2B, and B2C) in team lead and manager positions. Proven track record of exceeding goals, building profitable partnerships, and maximizing customer lifetime value.

Professional Experience:
Business Development, Sales, and Project Manager
- Created business concepts, Terms of Reference, roadmaps, UX/UI, and commercial and social marketing strategies
- Developed commercial and marketing strategies for companies' products to create value propositions for new clients
- Participated in developing marketing strategies, focusing on brand promotion, loyalty, new leads, media, social companies, and press
- Managed humanitarian projects, implementing IT solutions, including value conception design, CRM, website, and fundraising
- Implemented Project Management and Business Analysis standards and methodologies into strategic corporate sales
- Managed 10 active customers and 40+ prospects, with a total Annual Recurring Revenue (ARR) of $1M (FMCG, Agro, Manufacturing)
- Closed 15 deals in 1.5 years, achieving overachievement success
- Developed account strategies for top clients in FMCG, resulting in higher sales conversion
- Annually involved 10+ clients, with an annual sales turnover of €300,000
- Created and managed partner relations, involving 5+ partners per year, with a sales turnover of €220,000 in the partner network

Skills and Expertise:
- Enterprise Sales
- Project Management
- Business Development
- Cloud Computing solutions (SaaS, API, Cloud Services)
- Digital Transformation
- High-Value Selling
- Persuasive Communication and Presentation
- Agile and Waterfall Methodologies
- Business Process Development
- IT Solutions Implementation

Personal Qualities:
- Open-minded, motivated, and curious
- Persuasive personality
- Creative, proactive, reliable, independent, and perfectionist
- Strong team player with excellent interpersonal and communication skills
- Ability to work independently with a positive attitude and great energy
- Solution-oriented attitude, with ability to adapt and multi-task in fast-paced environments
- Strong entrepreneurial spirit and change management skills

Current Role:
Business Development Manager (BDM) responsible for creating value for customers in the Agro industry through IT solutions. Utilizing expertise in Sales Strategy, Project and Account Management, Business Processes, and Cloud Computing solutions to drive sales growth and digital transformation."
13196,"Results-driven business development professional with a proven track record of success, recognized as The Best Manager within the company every month.

Career Summary:
Results-driven business development professional with experience as a Sales Development Representative (SDR) in the B2B field since 2019, progressing to Team Lead in 2021, and further promoted to Operations Manager in 2022.

Key Experience:
Operations Manager with experience managing a team of 4 Team Leads and 42 SDRs across Mexico and Ukraine locations, providing business development services to multiple clients. Proven ability to handle responses for multiple active clients, ensuring personalized communication. Contributed to company innovation through participation in the testing of an internal tool.

Skills:
Business development and client management
Team management and leadership
Cold outreach via email, LinkedIn, and calls
Strong communication and interpersonal skills

Career Interests:
Business development
Project management, with a focus on client-facing roles requiring day-to-day client communication"
13382,"Highly Motivated Business Process Architect/Project Manager with 10+ years of experience delivering projects within scope, budget, and timelines.

Key Achievements:
- Implemented ERP system with high quality, on time, and within budget despite rapidly changing business needs.
- Led implementation of new ERP system, resulting in:
  - Reduction of databases from 13 to 3
  - Decrease in data exchange time from 40 minutes to 2 minutes
  - Reduction of full cycle time from 3 hours to 15 minutes
  - Increase in concurrent sessions to 2500 users in one database
  - Development of extensive productivity metrics with support threshold alerts
  - Centralization of data on balances for all stores in one database
- Successfully implemented CRM Microsoft Dynamics within 6 months
- Implemented Manage Engine Service Desk Plus for support levels I and II, and projects

Certifications and Skills:
- BPMN 2.0 (certified)
- Microsoft Project (certified)
- Jira
- Confluence (certified)
- Agile
- Scrum
- Waterfall (certified)
- SDLC
- ERP
- CRM
- Microsoft Office Suite (PowerPoint, Excel, Power BI, Visio, Access, etc.)
- WordPress
- WooCommerce
- Pursuing Project Management Professional (PMP) certification

Professional Affiliations:
- Member of the PMI chapter, with access to the latest project management resources and training opportunities

Strengths:
- Strong communication, stakeholder management, and problem-solving skills
- Adept in using Agile, Waterfall, or hybrid methodologies to ensure project success and customer satisfaction

Career Interests:
Looking for complex and interesting projects with a modern technology stack."
13461,"Chief Accountant & Director
Banking Executive with over 10 years of experience in leading complex projects and managing development teams

Key Responsibilities:
- Implemented software for treasury and processing
- Realized software for agency sales
- Managed and maintained a development team of up to 10 people
- Created and maintained automation products for banking activities from scratch
- Coordinated assignments with customers, set development tasks, and ensured testing and implementation

Experience:
- Over 10 years of experience as a head in the banking sector
- Proven track record in implementing complex projects
- Skilled in leading development teams and managing project assignments
- Experienced in working with international companies and driving further development, new projects, and directions"
13475,"Results-driven professional with experience in business transformation, project management, and team leadership, driving growth, improving quality, and increasing profitability.

Summary:
- Proven track record of driving business growth, improving quality, and increasing profitability
- Experienced leader with a background in project management, team leadership, and business transformation

Business Transformation Manager
- Grew company team from 12 to 36 members in 1 year
- Improved delivery quality, reducing client complaints by 80%
- Increased project margins by 27%
- Implemented parallel processes to reduce project delivery terms
- Boosted project delivery volume

Head of Project Management
- Improved developer workload indicator by 20%, reducing downtime and increasing revenue
- Increased company profit by 40%

Project Manager
- Developed and implemented a standard time-tracking system, improving estimate accuracy and reducing overruns
- Successfully managed multiple projects, including e-commerce (Shopify, WooCommerce) and creative projects with complex animations and designs

Leadership Experience
- Led a team of 35 people, including project managers, developers, QA, designers, and sales managers
- Trained and mentored project managers, reviewed project performance, and addressed challenges
- Conducted hiring and interviewing, performance reviews, and created personal growth plans with HR and team leads

Technical Skills
- Proficient in Front-End and CMS (WordPress, Kirby)
- Understanding of web development cycle and stages
- Experience with OKR methodology, time-tracking, and manual testing
- Familiarity with web design, having completed personal and commercial projects

Career Highlights
- 1 year of experience as a Business Transformation Manager at a digital studio
- 2.5 years of experience in IT project management, including 1 year 10 months as a Project Manager and 8 months as a Head of PM
- Successfully launched over 40 website projects
- Interested in exploring opportunities in product development and game development, with a focus on business process transformation and company growth."
13477,"Key Achievements:
- Implemented over 20 projects as Head of Business Analytics
- Developed and refined project management processes within the team and with clients
- Fostered successful partnerships with top Ukrainian banking clients, including Alfa Bank, Ukrsotsbank, Aval Bank, Bank Credit Dnipro, and Idea Bank
- Designed and implemented loan portfolio segmentation, resulting in an 8-10% increase in work efficiency
- Created and deployed a scoring model based on 50+ indicators, leading to a 15% reduction in costs and a 20% increase in efficiency
- Successfully merged two disparate teams, a call center and lawyers, into a cohesive unit

Results-driven professional with 8 years of combined experience, including 4 years in an IT company and 4 years as a Project Manager in a financial company, currently serving as Head of Business Analysis.

Key Competencies:
- Systemic and critical thinking
- Effective communication skills
- Creativity and adaptability
- Perfectionism with a focus on strategic planning
- Proactive leadership and team player mentality

Responsibilities:
- Task assignment and implementation monitoring for BA teams and developers
- Sprint planning and workload distribution
- Process optimization and control
- Requirements collection and formalization in SRS
- Labor cost formation and resource planning for project implementation
- User and software administrator instruction development

Seeking a company with engaging projects and modern implementation approaches, prioritizing a professional team environment."
13537,"Training and Internships
Coordinated training and internship programs for new staff members to ensure seamless integration into the company.

Project Development
Coordinated tasks to drive project development, ensuring timely completion and meeting deadlines.

Team Management
Managed a team of junior customer service representatives, setting goals and objectives, and monitoring progress to achieve outstanding results.
Provided knowledge about new products and services, and presented new information to the team through working groups and chats.

Reporting and Analysis
Prepared monthly reports (KPIs) on subordinate operators' performance, and analyzed data to inform work process planning.
Identified problems and developed recommendations for their elimination, ensuring continuous improvement.

Interdepartmental Communication
Facilitated communication between departments to provide quick and high-quality solutions to customer inquiries, finding the best solutions for each issue.

Customer Support
Delivered exceptional online customer support and consultation, handling a wide range of customer requests via chats, tickets, messengers, and social networks.
Responded to customer questions and queries, demonstrating passion and responsibility, and resolving complex service issues.

International Customer Service
Communicated with clients from English-speaking regions, including India, Australia, Canada, Nigeria, and Pakistan, providing tailored solutions to their needs.

CRM Systems
Utilized CRM systems in various capacities, leveraging proven experience in delivering exceptional customer service and turning problems into solutions.

Adaptability
Demonstrated ability to quickly adapt to new programs (CRM) and changes in work processes, ensuring seamless transition and continuous improvement."
13893,"Results-Driven Sales Leader

Summary:
Dedicated professional with a proven track record of driving revenue growth and building high-performing teams, offering expertise in B2B sales, business development, and team management.

Achievements:
- Generated $1,000,000 in revenue within 9 months
- Built a high-performing lead generation and sales team in 4 months
- Implemented OKR and KPI frameworks to drive performance and track progress

Key Strengths:
- Leading B2B sales and business development from lead generation to customer support
- Managing sales, business development, and account management teams
- Negotiating and closing deals
- Planning and budgeting
- Managing partnership programs
- Advocating for company products

Available for personal meetings to explore potential opportunities in detail."
13897,"Commercial Director
International Trading Company

Results-driven leader with 4-year tenure, driving company growth and success. Led a talented team, overseeing all commercial activities and strategies. Managed key accounts, negotiated contracts with suppliers and buyers, and established strong relationships with international partners. Fostered collaboration and coordination with partners, working closely with cross-functional departments, including:
  Sales
  Marketing
  Finance
  Logistics
Ensured seamless alignment and execution across departments to drive business success."
14744,"Results-driven professional with extensive experience in managing changes in large trading and manufacturing companies, leveraging expertise in business analysis and system analysis to drive project success. Proven track record of implementing systems such as MRP II, ERP, WMS, CRM, BI, and MDB, resulting in increased efficiency and minimized errors.

Key accomplishments include:
- Building a management resource system according to MRP II principles, eliminating out-of-stock raw materials, increasing production planning efficiency, and minimizing force majeure occurrences.
- Overseeing and automating operational activities in a grocery and electronic supermarket chain, including corporate directory administration, marketing promotions, and loyalty programs.
- Implementing address storage, goods consignment accounting, and WMS in logistics centers, reducing warehouse errors and increasing service levels.
- Developing and implementing S&OP, WMS, SCM, and BI systems in distribution companies, leading to enhanced business efficiency.

Skilled in managing projects at the intersection of business and system analysis, with expertise in:
- Warehouse logistics
- Supply chain management
- Production management
- Sales, shipping, production, and supply planning
- Budgeting

Technical expertise includes:
- Designing and implementing CIS and consolidated accounting systems
- Developing and implementing various specialized systems, including MRP II, ERP, WMS, CRM, BI, and MDB

Leadership experience includes organizing specialized divisions and leading teams of up to 20 programmers and analysts. Proficient in managing IT projects remotely, with recent experience managing projects in four countries and establishing consolidated management accounting.

Seeking a company that values analytical expertise and is committed to continuous improvement, with a principle of seeking analyst input when faced with uncertainty. Bringing a strong problem-solving mindset and a track record of correcting mistakes and driving positive change."
14862,"Results-Driven Executive
11+ Years of Business and Project Management Experience

Key Achievements:
- Built a company from scratch, driving growth and expansion
- Led a high-performing team, achieving the annual plan for 7 consecutive months
- Delivered 102% revenue growth and increased net profit by 58% of planned indicators
- Developed and implemented a rebranding strategy, resulting in a new structure and regulations
- Optimized business processes, reducing costs by 30%

Professional Experience:
Proven expertise in business and project management, with 11+ years of experience
Industry expertise: 
  - Innovative Technologies and Entertainment: 3+ years
  - Media and Fashion: 8+ years
People management expertise: 10+ years of experience managing teams of 5 to 500+ persons

Skills:
- Operational process development and operations management
- Business process systematization and automation
- Digitization of documents
- Planning and financial performance management
- International project and team management, with experience working with teams from:
  - France
  - Italy
  - Great Britain
  - UAE
  - USA
  - Germany
  - Saudi Arabia
  - Spain"
14882,"Results-driven entrepreneur and seasoned project manager with 7+ years of experience in local and international IT companies. Founder and CEO of two software technology startups, with expertise in various business roles, including HR, finances, tech development, legal, marketing, fundraising, and business partnerships.

Proven track record of successfully launching web and mobile products for local and international companies, from concept phase to marketing stage. Skilled in creating tailored marketing strategies, including referral programs, cash back campaigns, and offline partnerships.

Key experience includes:
* Managing 10+ IT projects, acting as main coordination point for internal and external stakeholders
* Leading technical teams towards successful roadmap implementation within allocated resources
* Working in fast-paced, dynamic, and agile business environments, managing cross-functional local and remote teams

Passionate about innovation, optimization, and automation, with a focus on making a positive social impact through revolutionary products. Interested in projects that disrupt old and inefficient ways of thinking and working, excluding fintech projects unless related to blockchain transformation.

Seeking a challenging opportunity for personal growth and career development with an ambitious business or organization that prioritizes social corporate culture and career development opportunities."
14890,"Business Analyst
Responsible for collecting, consolidating, analyzing, and documenting requirements for 1C Enterprise, as well as oral and written communication with company employees. Analyzed business processes and their documentation, optimized the work of 1C Enterprise, and interacted with 1C developers.

CEO | Business Analyst | Project Manager
Collected, consolidated, analyzed, and documented client requirements. Communicated verbally and in writing with local and global development teams. Participated in project management, coordination, and interaction with other teams. Developed analysis methods for marketing costs and effectiveness, technical tasks, and functional responsibilities. Researched new approaches to optimize existing processes, worked with CRM systems, and launched a charitable NFT project. Managed market research, built SEO structure, created UX prototypes, and led teams for these projects.

Project Manager | Business Analyst
Collected, consolidated, analyzed, and documented client requirements. Developed SEO structure and website design usability, coordinated and interacted with other teams, and developed a marketing strategy. Searched for new approaches to optimize existing processes and developed a CRM system for data collection and analysis.

Owner | CEO | Business Analyst
Disseminated information about internet opportunities, developed business models, and created SEO structure and website design usability. Organized the company, including documentation, hiring, and distributing functional responsibilities. Developed marketing strategies, worked on marketing campaigns, and searched for new approaches to optimize existing processes. Developed a CRM system for data collection and analysis.

Skills:
- Business analysis and process optimization
- Project management and coordination
- Marketing strategy development and implementation
- CRM system development and data analysis
- SEO structure and website design usability
- Team management and leadership
- Communication and interpersonal skills
- Problem-solving and research
- UX prototyping and market research
- NFT project launch and management"
14906,"Results-driven professional with 6 years of experience in the restaurant business, politics, and project management, driving revenue growth and improving operational efficiency.

Professional Experience:
Development Director, Restaurant Business
Political Worker
Project Manager
Organizer
Head of Partnership Department
PR Specialist
Business Owner
Director

Key Achievements:
Generated over UAH 10,000,000 in revenue through partnership activities within a month
Led a team that increased company revenue 10-fold within a year, from UAH 100,000 to UAH 1,000,000
Systematized and automated company processes, implementing 45 staff efficiency indicators and task management for project work, resulting in increased income and project completion rates

Education:
Bachelor of International Relations

Language Skills:
Ukrainian: Fluent
Russian: Fluent
English: B2/C1
German: Beginner
Spanish: Beginner"
14907,"Results-Driven Executive with 14+ Years of Experience in Investment Banking, Business Development, and Crypto Industry

Summary:
Transformational leader with a strong background in investment banking, business development, and the crypto industry, delivering significant growth, managing profitable crypto portfolios, and developing high-performing algotrading bots. Skilled in forecasting market trends, crises, and commodity prices, driving business transformation and growth.

Experience:
- Analyst and Portfolio Manager in investment banking (2008 onwards)
- Business Development experience in a classical bank, focusing on B2B sales (2 years)
- Founder of own hedge fund (2013), marking the beginning of a career in crypto
- Developer of algotrading bots at crypto exchanges (starting 2017)
- Business Analyst, Product Manager, and Head of Liquidity at a well-known crypto exchange (2021 onwards), with key contributions to products including Listings and Liquidity

Skills:
- Business transformation and departmental management
- Product leadership with a focus on user growth
- Crypto portfolio management with market-neutral strategies
- Fundraising for various investment allocations
- Algotrading bot development for portfolio allocation
- Forecasting of market trends, crises, and commodity prices
- Proficient in technologies such as websockets, REST, API, python, and excel macros
- Experienced with software including ClickUp, Coda, Jira, Confluence, Slack, Miro, Teams, Discord, Zoom, Bloomberg, Ctrader, Metatrader, and TradingView

Personal Qualities:
- Respectful, friendly, meticulous, responsible, persistent, dedicated, energetic, comradely, and result-oriented

Career Ambition:
Aiming to develop further as a senior executive, seeking roles with increased responsibility and growth opportunities, prioritizing companies that effectively address the Principal-Agent problem."
14914,"CEO / Project Manager
LLC «ДБК-7» (2017-2022)
- Coordinated and managed high-performing teams to achieve project objectives
- Provided comprehensive project support throughout the entire life cycle, from planning to completion
- Conducted negotiations at all levels to achieve project goals and ensure stakeholder satisfaction
- Managed contractual processes, ensuring compliance with regulatory requirements and company policies
- Obtained necessary permitting documentation from state bodies to facilitate project progress
- Participated in and organized tenders to secure project opportunities and drive business growth
- Developed and managed project plans, budgets, and resource allocation to ensure successful project delivery
- Conducted risk analysis and implemented effective risk management strategies to mitigate potential threats
- Organized and facilitated meetings with stakeholders to drive project progress and ensure timely completion
- Developed and implemented marketing strategies, generating reports to inform business decisions and measure campaign effectiveness
- Oversaw commissioning processes to ensure project completion, handover, and client satisfaction

Deputy Head of the Own Forces Department
LLC «KAN BUD» (2012-2017)
- Planned and coordinated department and construction site activities to optimize operational efficiency and productivity
- Implemented cost-saving and profit-maximizing strategies to drive business growth and improve competitiveness
- Optimized processes to improve productivity, efficiency, and quality of work
- Analyzed financial activity, providing insights to inform business decisions and drive strategic planning
- Managed budgeting, tenders, contracts, and estimates to ensure fiscal responsibility and compliance
- Verified and approved ""КБ-2"" to ensure compliance with company standards and regulatory requirements
- Managed procurement processes to ensure timely, cost-effective, and high-quality delivery of goods and services
- Collaborated with contractors, project organizations, and stakeholders to achieve project goals and ensure successful delivery
- Planned and controlled deadlines to ensure timely project completion, minimizing delays and cost overruns
- Reviewed and adjusted pricing policy to ensure competitiveness, profitability, and alignment with business objectives"
