id,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo
12520,"- 5+ years of project management experience in web and mobile (Android) development projects
- Managed teams of 7-10 people
- Managed e-commerce, B2B, corporative, media, with account programs integrated projects (1C, Капитал)
- Business Requirements Analysis
- Create & manage project plans
- Define project schedules and monitor progress
- Align project objectives with company goals, and ensure project team is clear on objectives
- Assist project team with design and development tasks
- Lead process of issue identification and resolution
- Manage risk tracking process
- Monitor and manage scope
- Manage resources to ensure schedule is on track
- Maintain budget
- Reporting on projects
- Work on multiple projects simultaneously
- Foster partnership with customers/stakeholders/sponsors
- Detail-oriented
- Analytical and strong organizational skills
- Five+ years project management experience in I.T.
- Thrives in collaborative environment
- Good communication skills with customers, team, and stakeholders
- Business & IT strategy experience
- Customer-focused mindset
- Proficient in Jira, Teamwork, Trello, Photoshop, MS Office"
12521,"I have over 5 years of experience working in project teams as a project manager and business analyst, actively participating in the implementation of IT projects in the telecommunications and banking sectors. I have additional education in project management and am proficient in classic waterfall, skirmish, and agile methodologies.

I excel in multitasking, managing multiple projects simultaneously, and have strong analytical, research, and organizational skills. I am adept at breaking down tasks, setting priorities, evaluating resources, and planning project implementation. My communication skills enable me to effectively solve problems and thrive in both team and independent work environments."
12523,"17 years of experience in the banking business, with a focus on digital retail banking. Successfully implemented projects as a PO/BA, including:
- Front-office system for bank's retail business, covering credit card sales, cash loans, refinancing, account management, and CRM elements
- Tokenization system in collaboration with Visa and MasterCard for Google Pay, Apple Pay, and Garmin Pay
- Internet banking platform for retail business, including p2p transactions, account management, currency exchange, and online account opening
Experienced in creating BRD, composing BP in BPMN 2.0 notation, project planning, backlog management, and supervising UX/UI teams. Proficient in Jira, Confluence, Figma, and familiar with SDLC. Skilled in agile methodology and Agile framework. Passionate about digital banking and fintech projects, open to new opportunities."
12525,"I have successfully organized the team to bring the best solutions to the customers. During my last position, I have facilitated my team to generate ideas and we achieved together a friendly atmosphere and loads of fun, resolved many conflicts, and immediately eliminated any obstacles! Also, as a Product Owner, I achieved clear goals and vision in the product. My technical experience helped me to be the perfect bridge between the customer and the team, allowed me to transform the business ideas into the perfect solution with the help of the team.

Responsibilities in my last job position:
- Gathering needs & vision from the client’s strategic PO
- Contributing to the global roadmap associated with the strategic PO
- In charge of product backlog: specifying, prioritization, and testing of new features, evolutions, and bugs
- Animation of product development discussions within the team
- Organizing releases and communicating short-term roadmap knowledge throughout the team
- Contributing to the improvement of UX & UI with strategic PO
- In charge of support

Experience in the following fields:
- Printing and publishing
- Retail
- CRM / ERP
- E-commerce
- Healthcare
- VR/AR entertainment

Expectations for future opportunities:
- Mentorship from the company
- Opportunity to attend courses and training
- Interesting and challenging projects
- Friendly atmosphere in the company and the team
- Room for creativity and implementation of ideas
- Opportunity to revise wages on regular performance appraisal."
12526,"Projects:
- Led the development of company's core system from inception to completion
- Implemented internet marketing and sales strategies
- Managed supply chain operations

Responsibilities:
- Oversaw scope management for 3 teams
- Planned sprints and quarters for project timelines
- Served as Scrum master for agile development processes
- Gathered and translated requirements for team implementation
- Developed solutions by evaluating alternative workflow options
- Established specifications to control solution outcomes
- Collaborated with cross-functional teams for seamless business process integration
- Created documentation for new and modified features

Key skills and competencies:
- Proficient in JIRA, Rally, MS Office, e-Commerce, CRM, SAP ERP

Personal qualities:
- Demonstrates initiative, analytical thinking, responsibility, proactivity, creativity, accuracy, sociability, quick learning ability, ambition, hard work ethic, and eagerness for new knowledge."
12527,"- PSM 1
- SAFe 5 Agilist
- SAFe Scrum Master
- SAFe Product Owner & Product Manager

Sales Manager / Business Analyst at Galaxy IT
From Dec 2017 - May 2018
- Business development of the company via search of potential customers on Upwork, Freelancer.com and LinkedIn
- Gathering business requirements and their translation into tasks for the development team
- JIRA setup and project management according to Agile (SCRUM / Kanban)
- Carried out demo sessions of sprint results to the customer
- Carried out sprint planning sessions with the dev team

Business Analyst at Nix Solutions
From May 2018 to Nov 2019
- Translate stakeholder requirements into tangible deliverables: requirements specification, user stories with AC, workflow diagrams
- Help PO on the end side to priotorize work for the development team and maintain a backlog of future work
- Provide ongoing requirements support for the development team
- Sale and Presale support, gathered initial requirements for estimation of the project
- UX research of competitors and UI prototyping of web . mobile interfaces in Axure

Middle Business Analyst at GlobalLogic
From November 2019 to nowadays
- Created detailed and understandable requirements in the US format
- Organized and facilitated scrum ceremonies: Daily meetings, Sprint planning and Estimations sessions
- UX prototyping of web interfaces via Wireframepro and Axure
- Requirements management (elicitation, clarification, docs preparation, keeping requirements up to date)
- Helped to facilitate and remove impediments to the Development Team’s progress

Senior Business Analyst at EPAM
From December 2020 to Today 
- Led discovery phase for and succeeded in solutioning the scope for the quarter
- Used UX prototyping tools to validate requirements and provide UX recommendations
- Built the well-organized confluence space with all project requirements
- Organized workshop with focus group of end users to elicit requirements and align their expectations
- Carried out the research of the insurance products to provide better business value for the customer"
12528,"HCM Configuration Specialist  Aug 2019 - May 2021
- Customers Data Initialization
- Supporting and troubleshooting customer's issues
- Customize System according to client's requirements
- Writing specifications and work with development team to be sure that results is match the requirement.
- Testing and working with requirements at all development stages

Configuration Manager Feb 2013 – July 2019 
• Configuration and Managing the build release process of the software 
• Setting test and production environment for the company's software products 
• Preparation of technical design documentation 
• Support of projects and customers databases 

Software implementation Specialist May 2010 – Feb 2013 
• Drafting instructions for the user; 
• Description of manufacturing processes; 
• Import data in Oracle; 
• Settings of the product to customer requirements, development of additional reports and preparation for revision of the product; 
• Administration of the system; 
• Writing automated QA tests 
• Training users to work with the system; 
• Customer support; 

Software implementation Specialist May 2008 – Apr 2010 
• Maintenance of accounting software; 
• Preparation of the test environment; 
• Settings of the product to customer requirements, development of additional reports and preparation for revision of the product; 
• Training users to work with the system; 
• Customer support; 
• HTML,CSS,PHP,VBasic-coder. 
Интересующие области: финансы, бигдата, ИИ, блокчейн."
12529,"1. Developed project MVP with one Agile team in 4 months. 
2. Introduced Scrum practices to the project resulting in improved planning and work organisation. 
3. Strengthened stakeholder relationships resulting in a higher level of trust and collaboration.
4. Developed team members resulting in their professional growth and development. 
5. Leading the analysis and documentation of requirements for a new system, working with development teams to ensure that the system meets the business needs, and ensuring successful implementation and adoption.

Currently combining roles as Business Analyst and Project Manager. 

As a Project Manager, responsible for driving project success, ensuring completion on time, within budget, and meeting client objectives. Manage project team, stakeholders, risks, and changes.

As a Business Analyst, responsible for identifying improvement opportunities, developing solutions, and facilitating communication between stakeholders and technical teams to ensure project meets business objectives and adds value to the organization.

Day-to-day responsibilities include project planning, prioritization, team management, budgeting, risk management, quality management, change management, reporting, requirements gathering and analysis, solution development, and documentation.

Key focus on communication with project stakeholders to ensure alignment with project goals, progress, and results. Continuously evaluate and improve processes and systems to drive efficiency, productivity, and profitability.

Seeking a position to deductively develop products and ensure their success. Interested in actively contributing to product strategy, collaborating with others to meet business goals and customer needs. Willing to work on customer problems, derive solutions, make data-driven decisions, and ensure product value for users."
12530,"Amdocs Israel
Program Manager
2020 - Present

Pasha Bank Georgia
IT Section Manager
June 2018 - December 2019
- Managed 3 units in section: IT operations, Software Development, Business Analyze and Service Quality

Geocell - TeliaCompany - Telecommunications
Technology Division, Services - Products and IT Section Manager
February 2015 - June 2018
- Managed 5 units in section: Billing and Charging, Product and Services, Software Development, Enterprise IT, Business Support and Reporting

Geocell - TeliaCompany - Telecommunications
ICT Division, Service Network Department Manager
January 2006 - February 2015
- Responsible for Prepaid Charging system, Ericsson Billing Gateway platform, VAS platforms (SMSC, CRBT, WAP GW, Voice Mail)
- Technical helpdesk, systems administration, maintenance, implementation and deployment of new products

Geocell LLC - Telecommunications
Service and Product Operations Team Coordinator (Technical Department)
March 2004 - January 2006
- Responsible for Prepaid Charging system, Ericsson BGW platform, Value Added System (SMSC, CRBT, WAP GW, Voice Mail)
- Technical helpdesk support for internal customers

Geocell LLC - Telecommunications
Prepaid Charging System Engineer (Technical Department)
March 2000 - March 2004
- Administered and maintained Ericsson prepaid charging system
- Provided technical helpdesk support, configuration, and implementation of new products and tariff plans

New Net Georgia LLC
Digital PSTN Switching Center Technical Manager
February 1997 - March 2000
- Administered and maintained PSTN switching center
- Managed shift staff, provided technical helpdesk support

Recent Projects:
- Retail Bank Launch (Cash-Loan and TopCard) August 2018 - August 2019
- Prepaid Billing System Swap from Amdocs/Comverse One to Peter-Service BSS August 2017 - December 2017
- Post-paid Billing and Interconnect Systems Swap from CBOSS to Peter Service BSS May 2016 - December 2016
- Geocell Deep Packet Inspection, Policy and Charging Rules Function Platform Swap January 2017 - December 2017
- Prepaid Billing System Swap January 2014 - September 2014"
12531,"IT Education Academy (ITEA)
IT Project Management - Certificate
IT Business Analysis courses (BA Space School)

- Over 10 years of experience in Project Management and B2B Sales within the agribusiness industry.
- Completed IT Project Management and IT Business Analysis courses.
- Proficient in software development lifecycle, software development methodologies, risk management, and project planning.
- Strong analytical, planning, organizational, and communication skills.
- Skilled in creating well-structured and easy-to-read documents and presentations.
- Seeking a long-term position in the IT industry to utilize and enhance my skills on interesting projects."
12532,"- Head of the SAP Project team with successful rollout of system refinements and solutions, meeting project deadlines
- Decreased misunderstandings between IT and business stakeholders, project team members, and developers by delivering project scope and improving communication
- Mentored team members leading to professional growth, with one becoming a Senior BA in a top IT company and another running an implementation project
- Recommended to the Staff Roster multiple times based on staff assessment results at Metinvest-SMC from 2015-2017
- Received contract extension at OSCE SMM in Ukraine due to high-performance evaluation

As a Project Manager and Project Lead in SAP ERP implementation project for a metallurgical company, fulfilled duties of Project Manager, Business Analyst, QA, and Customer Support Manager including:
- Organizing team work and communication with stakeholders, including TOP management and tech managers, to meet business needs and implement new solutions
- Prioritizing Product Backlog
- Defining business needs and preparing requirements for Sales, Marketing, Finance, and Procurement departments for SAP ERP implementation
- Testing IT solutions, refinements, system improvements, and bug fixes
- Organizing migration from 1C: Enterprise 8.2 to SAP ERP
- Providing first line support for users
- Preparing instructions, learning materials, and conducting training

Utilized tools and technologies such as MS Office, user stories, use cases, scenarios, SDLC, Agile, Scrum, and SAP ERP test systems. Later gained knowledge of JIRA, Confluence, Miro, Basilique, BPMN, RACI matrix, Product Vision Boards, Story Mapping, and creating diagrams and prototypes.

Additional experience includes over 1 year as a business analyst in the beauty industry customizing software and organizing processes, as well as 1.5 years of international civil work involving administrative duties, contract management, Human Resources, and over 1 year of experience in sales and marketing.

Seeking a role as a Business Analyst or Project Manager in a fast-paced organization to utilize knowledge and continue professional growth."
12533,"Experienced project manager with expertise in developing web platforms and solutions for Telecom companies. Skilled in Agile frameworks and other development philosophies, consistently delivering high-quality projects on time and on budget. Strong communicator with a business-oriented mindset, serving as a Scrum Master in current company. Proficient in project management software and knowledgeable in latest technologies. Dedicated team player committed to achieving optimal results for clients and team. Seeking new opportunities to expand skillset and knowledge."
12565,"Experience in business analytics 4 years
Experience in sales 5 years

As a BA/scrum master managing teams: 1st team is 15ppl (2 ios dev, 2 android devs, 4 FE, 5 BE, 2 QA), 2nd team is 9ppl (2 mobile devs, 2 FE, 3 BE, 2QA)
Implemented at least 5 integrations and released successfully MVP in the 2nd project.

Managed and coordinated the sales department (8 sales managers and pre-sales managers). 
Established and implemented Affiliate Program and Sales Strategy
Experienced in launching projects from scratch, working in start-up companies, and working with outsourcing projects.

In April 2019 completed a course 'IT project management'.

In November 2019 completed a course 'Quantitive and quality market research'.

In March 2020 - July 2020 attending private courses learning MS SQL, My SQL, HTML, CSS, and PHP.
Last year working on 3 projects: 2 of them are healthcare projects and 1 related to cryptocurrencies and crowdfunding.
Previous experience was in different projects starting from simple fitness apps to finance systems.

- Client communication USA/EU
- Working on identification, gathering, and analysis with businesses and PO
- Development process management and close cooperation with devs, QAs, UI/UX designers, and Business Owners
- Facilitating Scrum events: sprint planning, Gantt building, grooming, estimations, retro, backlog fulfillment, and devs support during the sprint
- Enrich user stories, create detailed documentation and update it in Confluence, create user stories, use cases, and wireframes
- Plan and schedule project timelines (as well as sprints) and ensure that planned scope will be delivered on time
- Make sure the backlog and all the dashboards are visible and transparent for each of the team members and clients and are clear to all.
- Monitoring and improving the performance of the team, providing visibility to clients
- Producing regular progress reports on the project status
- Present reports to PO and stakeholders on progress as well as problems and solutions
- Discuss, implement, and manage changes when necessary to meet project outputs
- Producing technical requirements including UML (Use Cases, Functional & Non-Functional Specifications, Sequence diagram)
- Analyzing change requests, prepare and update changelog
- Proposing solutions, help customers to create requirements
- Budgeting and planning project’s expenses, project estimations, risk management

Addicted to work, team, company, and result.
Ready to work hard, learn a lot and improve tech skills.
Absolutely appreciate my willingness for growth and its support.
Look for a company that will be a second family :)

Sales-related experience helps to build relations, solve problems, find solutions and keep communication with clients and team.

Want to become a part of a company, a team, and make a contribution to its services and product and people around me.

Let's make magic together!"
12656,"• Current: Web Analyst / Business Analyst at a big national retail company

• Position 1 (2021-2022): Business Analyst / Web Analyst
- Restructured reporting into a dynamic format for approximately 10 projects
- Automated daily reporting using a universal algorithm
- Established department interaction and accelerated internal processes exchange
- Increased the number of new projects for analysis by 2.5 times

• Position 2 (2020-2023): Lecturer at a Ukrainian university (part-time)
- Authored over 10 scientific and expert publications indexed in databases such as Scopus and Web of Science
- Implemented the concept of an educational YouTube channel

• Position 3 (2017-2021): Chief Executive Officer of own online IT project
- Developed a business model
- Achieved an average monthly profitability of about 90%
- Fully automated project for technical, managerial, and business processes within 14 months
- Transferred project to content manager support

• Position 4 (2016-2021): Project Manager (remote)
- Increased site's monthly traffic by almost 5 times (from 1.5 to 7 million users) over 4 years
- Increased advertising partners total number by 3 times
- Transferred project to freelance support of one developer

I am seeking a challenging and rewarding opportunity that allows me to leverage my experience as a Business Analyst, Web Analyst, and Project Manager to contribute effectively to a dynamic team of professionals."
12674,"- Over 10 years of experience in IT
- 8+ years as an Analyst and Proxy Product Owner on various projects
- 4+ years as a Project Manager
- Skilled in Agile methodologies, Scrum, and acting as a Scrum Master
- Proficient in creating project documentation and software requirements
- Experienced in requirements validation and change management
- Knowledgeable in development processes such as Waterfall, Agile (Scrum), and Kanban
- Familiar with software testing and attended coach training
- Able to conduct trainings, brainstorms, debates, and meetings
- Strong ability to multitask and work under pressure
- Experienced in mobile and desktop applications development projects
- Preference for working in a small, enthusiastic, product-oriented team
- Not interested in working in a large department with a huge portfolio or frequently switching projects
- No experience in the Banking sector"
12687,"Advantages:

- Automation Development since 2010
- Deep engagement into modern IT tech
- Low-Code/No-Code Enthusiast
- Fast typing (top 1%, >100 WPM)
- 100% Googling skills

Fluent English | IELTS C1
BA – English Translation
Native Ukrainian & Russian
Professional Negotiator
Confident Public Speaker

Strong Financial Background
Erasmus+ MA Student (Krakow, Poland)
MA with Honors – Financial Management
BA – Corporate Finance

Top Rated Plus Upwork Freelancer
Worked in three international companies
More than 50 successful long-term projects
Over 2500 clients (US, Canada, UK, Australia)

I worked with:
Crypto Traders | Investors | Stockbrokers
CEOs | CFOs | Senior Management | Startups

I worked with the majority of industries:
Finance • Marketing • Sales • Insurance
Manufacturing • Construction • Real Estate
Government • Healthcare • Education
Agriculture • Media • ... • And many more

Some of my reviews (100% Job Success Rate):
""Andrii has exceptional knowledge in business and technology. We were able to successfully work towards our end goal. Our solution now works flawlessly!""

""Exceptional Work! In my honest opinion, during my time working with Andrii, his strategic thinking and problem solving skills undeniably far outreaches anyone in business / IT logic""

""Andrii has completed several projects for me and each one has been done with the type of care I would do if I had his skills. His attention to getting the project done right is a huge benefit. He can see the big picture of what needs to be done, work through the details rigorously, and his interpersonal style and skills make the process go smoothly. Thank you, Andrii!!""

""Andrii was amazing. He really took the time to understand the scope of the project, asked great questions, took initiative and even improved our vision. We worked with him for two jobs already and will certainly be using him again. I highly recommend him. Professional, skilled, a great communicator and able to meet deadlines.""

Visionary Engineer ©
Top Rated Plus Upwork Freelancer

– Analysis, optimization, and automation of business processes, creating workflows unifying digital environments
– Data processing and transformation, interaction with external APIs, automatic reports
– Creating dashboards, visualization, interfaces, software architecture, and user experience
– Sophisticated calculations, clever mechanics, full automation with smart buttons and scripts

I am a big fan of automation and number one enemy for any routine process. If I have to do anything twice on my PC - it gets automated.

I have been creating custom automation tools and solutions since 2010.
Every sphere and activity of my life has its separate Excel or Google Sheets projects.
It allows me to get more value from the data, organize the thinking, make data-driven decisions and relieve my life from the routine.
What is most important, it supplies me with Time - the most valuable resource.

I am a Master of analyzing and optimizing the processes, finding the most effective approaches, asking the right questions, and sharing my recommendations.
I am good and experienced in process management & optimization:

+ IT Project Manager of ThinkWider App
Application for submitting ideas for factory workers to improve the manufacturing process. Ideas full processing from reviewing and discussing till staging, implementation and rewarding

+ Manager and Developer of IShare Educational Platform
Digital educational platform with training materials and online live training

I feel confident during public speeches, presentations, live broadcasts, online training as a lecturer. I can tirelessly speak English for hours.

I created documentation, flowchart, business case, project charter, SLA, test scenarios, technical requirements, etc.

Deeply familiar with all aspects of WordPress and popular plugins, worked with PHP.

Good experience with JavaScript, CSS, HTML
I had some experience with Java & Python

See my working tools below ↓
Primary Skills:
Professional Microsoft Excel & Google Sheets Development
Formula Nativity | Advanced VBA / Google Apps Script (JavaScript)
Full Automation | Workflow Optimization | Digital Integrations
Complex Calculations, Dynamic Conditional Formatting, Pivot Tables & Pivot Charts
Instant Actions, Macros, User-defined Functions, UI Forms, Data Scrappers, Web-connections, Data Backups, Emailing — any custom functionality
Automated Reporting and Data Analysis, Processing of Complex Datasets, Data Transformation, File Generation, Database Management, External Controlling
Data Summary & Data Visualization | Dashboards, Charts & Graphs, KPIs — professional, beautiful, clean & dynamic
Financial Modeling, Data Analytics Planning, Forecasting
Advanced Graphical User Interface (GUI) | Architecture Design | Elegant Workflows
Intuitive Designs | Best UX | Effortless Maintenance | Instant Results
Smart Decision-Making Tools, Solvers, Schedulers, Triggers, Alerts & Notifications
Business Tools, Trackers, File Processors, Bar/QR Code Generators 
Custom Calculators of any type: Business, Financial, Insurance, Fitness, etc.
Workflow & Data Integration between Microsoft Office Products – Word, PowerPoint, Outlook, SharePoint, InfoPath, OneNote
Interaction with WinApi | FileSystemObject (FSO) | ADODB (MS Access, MS SQL) | Web APIs
Workflow & Data Integration between Google Workspace (G Suite) Components – Admin Console, Drive, Gmail, Docs, Slides, Calendar, Forms, Sites, Keep

Additional Digital Skills:
Airtable • Google Data Studio • Power BI • Databox
Power Query • Power Pivot
Microsoft Flow • Zapier • IFTTT • Integromat • Automate.io
Power Automate • Automatic Mouse & Keyboard • FileMaker Pro 
Power Apps • App Sheet • bubble.io • Webflow • Telegram Bots
WordPress • HTML • CSS • JavaScript • PHP • SQL • Hostings • Domains
Trello • Jira • Confluence • Microsoft To-Do • ServiceNow
Canva • diagrams.net (draw.io) • Paint.net • Photoshop • Sony Vegas • DaVinci Resolve
Java • Python."
12736,"Experience:
1) Co-founder and business manager at design agency - Whales of Design
- Led projects team of 4-12 people
- Organized business management and attracted potential partners at specialized conferences
- Built relationships with external contractors and designers as needed
- Resolved conflicts with customers and maintained orders from initial to final stage

2) Recruiter and manager
- Conducted staff recruitment
- Ensured quality control of work performance
- Partially organized events such as ""Ocean Elzy"", ""Atlas Weekend"", and ""Imagine Dragons""
- Desire to work in a large company with opportunities for intellectual and professional growth"
13078,"Yelyzaveta

Professional Background:

Experienced IT professional with a strong track record in project management and financial expertise.

Functionality:

1) Issue Resolution and Technical Expertise:
Skilled in resolving complex technical issues during project development.

2) Financial Management and Client Relations:
Proficient in managing financial matters and client interactions with professionalism.

3) Collaboration with Delivery Manager and Client-side Process Configuration:
Efficiently streamline client-side project management processes for successful project delivery.

4) Project Resource Cost Calculation:
Meticulously calculate project resource costs to ensure profitability.

5) Overall Company Project Margins Calculation:
Analyze and calculate project margins to drive informed decision-making for future growth.

Passionate about delivering excellence in IT project management and financial solutions. Open to collaboration and eager to contribute to team success. Seeking opportunities for professional growth and development."
13080,"7 years of overall experience in IT.

As Business Development Manager:
- Full cycle sales process: generated leads, qualified prospects, developed opportunities, closed deals;
- Prepared contract documentation: Estimates, Proposals, MSA, SOW etc.;
- Worked with different CRM systems (Salesforce, Zoho, Dynamics, Act!.) and email marketing tools (SendGrid, Reply, Outreach etc.);
- Experience with different tracking systems (Jira, Trello);
- Cooperated with different departments during pre-sale stage (recruiters, PMs, company executives etc.);
- Elicitated clients' requirements during sales calls;
- Was a key contact coordinating with PM and client to ensure everything was going smoothly on the project;
- Acted as the primary point of contact for the prospects during pre-sale stage (setting up and participating in tech interviews, gathering client’s feedback, working with the objections etc.);
- Managed full-cycle E-mail campaigns;
- Created marketing materials (case-studies, press releases, website content etc.);
- Participated in screening and interviewing new team members of S&M department;
- Tutored and educated junior team members (including remote teams in other company's offices in Ukraine and abroad);

As Business Analyst:
- Client's requirements elicitation and evaluation;
- Software Requirements Specification creation;
- Maintaining and updating project documentation;
- Communicating with the customer representatives and developers;
- User Guides preparation;
- Creating UI Wireframes."
13146,"Dean honor list for outstanding academic achievements - American University in Dubai.

ISO22000 - Certified Internal Auditor

Over the past 7 years, I have held various managerial positions in Ukraine and in international companies in Qatar, UAE, and Lebanon, ranging from Assistant to project manager to Director of business development & production.

Fluent in English with the ability to effectively communicate, prepare reports, and deliver product presentations. Experienced in working with international documents and under NDA.

Managed teams of up to 15 individuals, including engineers, designers, and sales managers, as well as third-party service providers. Skilled in breaking down complex tasks into manageable components and providing clear instructions.

Utilize modern management principles of planning, organizing, leading, and controlling. Proficient in using programs such as Trello and Google documents to enhance team communication and collaboration.

Demonstrated loyalty by spending over 5 years with one of my previous employers. Successful experience with personal projects in eCommerce and online news publications.

Available for further discussion on my motivation and CV."
13147,"- Developed a partnership network with 150+ IT companies in Ukraine, Poland, Bulgaria, etc.
- Successfully managed more than 10 projects and numerous support tasks.
- 3+ years of experience in project management and 2 years of experience as a business development manager in IT.
- Versatile individual with strong communication skills and a curiosity for new challenges.
- Recent experience as a Partnership Manager in an outsourcing/outstaffing agency.
- Responsibilities included:
  - Conducting meetings with clients and suppliers to facilitate task understanding and mutual growth.
  - Communication and onboarding of clients.
  - Managing a team of developers and designers.
- Proficient in Trello, Notion, Slack, Agile, Jira, CRM, ActiveCampaign.
- Seeking a team where I can continue learning and growing as a professional."
13148,"Established and maintained relationships with stakeholders to invest in the startup company, resulting in raising $30,000 in a week. 

Business Development Manager and Fundraiser with 5 years of experience:

- Communicated new product developments to prospective clients
- Contacted potential clients to establish rapport and arrange meetings
- Identified new business opportunities
- Attended conferences, meetings, and industry events
- Developed goals for the development team and business growth, ensuring they are met
- Researched organizations and individuals to find new opportunities

As a business development manager in the startup project:

- Set goals for the business development team and developed strategies to meet those goals
- Met with stakeholders
- Trained business development staff
- Researched prospective accounts in target markets

As a project manager in a state enterprise:

- Determined and defined project scope and objectives
- Tracked project costs to meet budget
- Monitored progress and made adjustments as needed
- Measured project performance to identify areas for improvement

Strong team player with experience in leading both small and large projects. Passionate about working collaboratively to achieve success."
13149,"Experience:
- Managed projects with international partners for 2 years
- Worked with clients (B2C) and companies (B2B) globally
- Specialized in telecommunications, managing interconnections processes and expanding partnership network
- Conducted partner search, negotiations, business case calculations, fraud detection, agreement drafting, and communication with new partners
- Ensured seamless integration of new companies with all departments
- Utilized Pipedrive CRM, Odoo, Confluence, Jira, and Mattermost in a computerized environment
- Directly interacted with customers via telephone, email, Skype, and LinkedIn, including cold/warm calls

Skills:
- Excellent communication and collaboration skills
- Structured thinking and problem-solving abilities
- Stress-resistant and adept at multitasking in a fast-paced environment
- Self-motivated and efficient
- Passionate about communication, helping people, working in an international multilingual environment, and project management

Seeking a challenging and exciting job opportunity in a customer-oriented, respectful, and clear management environment with a focus on communication and technical tasks. Eager to learn new technologies, tools, and methods while working alongside a team of passionate professionals."
13150,"Enterprise Sales Professional, Project Manager, and Business Development Manager with 9 years of experience in sales, project management, and business development. Proven track record of exceeding goals, building profitable partnerships, and maximizing customer lifetime value. Skilled in sales strategy, product development, IT solutions implementation, trade marketing activities, and marketing and business plans in the Renewable industry, Enterprise Tech, and AgTech sectors. Experienced in value creation of IT solutions for customers in the Agro industry. Proficient in Sales Strategy, Project and Account Management, Business processes and development, and Cloud Computing solutions (SaaS, API, Cloud Services). Strong entrepreneurial spirit and change management skills. Excellent interpersonal and communication skills with a persuasive personality and a creative, proactive, reliable, independent, perfectionist approach. Team player with leadership capabilities and a positive attitude in fast-paced environments. Adept at negotiating and implementing ideas, needs, and cases for successful project development and sales outcomes."
13196,"I worked with 3-4 clients at the same time on average, providing business development services. I participated in testing an internal tool and managed responses for 10 active clients simultaneously. After promotion, I led a team of 4 TLs + 42 SDRs in Mexico and Ukraine, earning recognition as The Best Manager monthly. Started as an SDR in B2B in 2019, transitioned to Team Lead in 2021, and promoted to Operations Manager in 2022. Skilled in cold outreach via email/LinkedIn/calls, with a passion for business development and interest in transitioning to a Project Manager role for more client interaction."
13382,"- Successfully implemented ERP system within budget and timeline, reducing databases from 13 to 3 and data exchange time from 40 minutes to 2
- Implemented CRM Microsoft Dynamics in 6 months
- Implemented Manage Engine Service Desk Plus for support level I and II, and projects
- Certified in BPMN 2.0, Microsoft Project, Jira, Confluence, Agile, Scrum, Waterfall
- Proficient in SDLC, ERP, CRM, Microsoft Office Suite, WordPress, WooCommerce
- Currently pursuing PMP certification
- 10+ years of experience as a Business Process Architect/Project Manager
- Skilled in Agile, Waterfall, and hybrid methodologies
- Strong communication, stakeholder management, and problem-solving abilities
- Member of PMI chapter with access to latest project management resources and training opportunities
- Seeking challenging projects with modern technology stack"
13461,"Chief Accountant and Director of the Bank with over 10 years of experience in implementing software for treasury, processing, and agency sales. Skilled in managing a development team of up to 10 people, creating and maintaining automation products for banking activities from scratch. Experienced in assigning tasks to customers, testing, and implementing complex projects. Seeking opportunities for further development and new projects in an international company."
13475,"During my time as a Business Transformation Manager, I successfully increased the company size from 12 team members to 36 within one year, improved the quality of delivery resulting in an 80% decrease in client complaints, and increased project margins by 27%. I implemented parallel processes that reduced project delivery times and successfully delivered a higher number of projects.

As Head of PM, I improved developer workload by 20%, reducing downtime between projects to near zero and increasing revenue. Additionally, I increased the company's profit by 40%.

In my role as a PM, I developed and implemented a standard for time-tracking, improving developer estimates and reducing projects where estimates were exceeded to almost zero.

With 1 year of experience as a Business Transformation Manager at a Digital studio, I analyzed business processes, prioritized and implemented transformation plans, and managed general company documentation. As Head of PM, I trained managers, reviewed project issues, and managed a team of 35 people. In my role as an IT project manager, I worked extensively with Front-End and CMS platforms, implemented time-tracking standards, and managed a team of 17 people. I have experience in manual testing, web design, and successfully launched over 40 projects.

I am currently seeking new opportunities in a company with a strong team, and I am interested in product development and game development. I am dedicated to developing my skills in various areas and transforming business processes to drive company success."
13477,"Key achievements for all time:
- Implemented more than 20 projects as Head of Business analytics
- Developed the process of managing projects within the team and with the customer
- Successfully cooperated with TOP clients in the banking segment of Ukraine, including: Alfa Bank, Ukrsotsbank, Aval Bank, Bank Credit Dnipro, Idea Bank
- Developed and implemented segmentation of loan portfolios, increasing work efficiency by 8-10%
- Developed and implemented a scoring model based on 50+ indicators, reducing costs by 15% and increasing efficiency by 20%
- Combined a call center and lawyers into a single cohesive team

Head of Business Analysis with 4 years of experience in an IT company and 4 years as a project manager in a financial company.

Key competencies:
- Systemic and critical thinking
- Communication building
- Creative and flexible to change
- Perfectionist striving for the ideal
- Strategic planning skills
- Proactive leadership
- Team player

Responsibilities:
- Setting tasks for the BA team, developers, and monitoring their implementation
- Sprint planning and workload distribution among employees
- Optimization and control of worker processes
- Collection of requirements and formalization in the SRS
- Formation of labor costs and resource planning for project implementation
- Description of instructions for users and software administrators

Seeking a company with interesting projects and modern approaches in project implementation, with a close-knit team of professionals focused on results."
