id,GPT-4o1 resumes,GPT-4o3 resumes,GPT-4o2 resumes,GPT-3.5.1 resumes,GPT-3.5.3 resumes,GPT-3.5.2 resumes,Mixtral2 resumes,Mixtral3 resumes,Mixtral1 resumes,sonnet2 resumes,sonnet resumes,Llama1 resumes,Llama3 resumes,Llama2 resumes,DS2 resumes,DS3 resumes,DS1 resumes,GPT-mini1 resumes,GPT-mini2 resumes,GPT-mini3 resumes,CV google Score,True
98343,85.361,85.766,85.766,84.093,84.913,85.487,86.826,86.714,86.31,84.664,84.34,85.897,85.967,86.124,85.355,85.355,85.904,84.413,84.536,84.536,85.214,1
98344,87.659,87.831,87.621,86.983,86.983,86.999,87.342,87.342,84.515,87.149,87.445,87.44,86.72,86.72,87.16,85.495,87.16,87.828,87.828,87.828,84.654,1
98345,82.807,86.289,83.181,82.567,83.409,80.835,82.197,85.768,83.043,86.209,83.256,85.204,85.367,85.367,82.921,82.463,82.921,84.227,84.392,84.392,82.567,1
98346,85.562,85.288,85.685,82.59,83.086,83.086,83.84,86.238,83.892,85.01,85.01,83.374,83.696,83.374,85.156,85.277,84.701,87.015,87.015,87.015,83.196,1
98347,83.777,83.268,83.236,82.281,81.145,81.145,79.472,80.774,81.184,85.496,85.549,80.593,80.537,81.123,83.658,83.622,83.966,83.715,83.715,83.715,80.836,1
98348,80.919,80.676,80.674,79.807,81.812,80.07,81.776,74.737,81.694,81.002,81.703,79.316,81.701,79.316,82.4,82.949,82.781,82.573,82.949,82.952,78.332,1
98349,87.273,87.506,87.518,87.527,87.163,87.163,86.14,87.63,88.29,88.272,88.429,87.176,87.176,87.176,89.177,89.177,89.177,87.601,87.601,87.601,86.919,1
98350,88.046,87.421,87.421,87.339,87.339,87.339,87.54,88.238,86.826,89.096,88.146,87.206,87.206,87.206,89.169,89.169,89.169,87.718,87.718,87.718,87.198,1
98351,87.099,87.119,87.185,85.632,85.894,85.632,81.853,82.164,83.249,86.519,86.286,85.683,84.236,83.632,86.589,86.787,87.101,87.738,87.738,87.738,85.632,1
98352,85.016,85.138,85.016,83.63,83.63,83.63,83.924,82.152,84.585,84.712,83.189,84.528,83.278,83.332,84.519,82.777,84.389,85.797,85.823,85.823,83.731,1
98353,86.287,86.053,86.053,84.494,83.339,84.494,88.098,88.819,86.24,82.643,83.42,82.44,82.926,83.17,85.1,84.434,85.026,86.58,86.58,86.58,84.831,1
98354,81.348,80.836,81.526,77.17,77.17,77.17,77.642,76.369,78.003,78.373,77.727,76.456,76.948,76.757,80.857,80.953,80.857,79.715,79.866,80.406,77.17,1
98355,85.245,85.245,85.245,80.878,80.202,80.202,80.385,80.473,81.038,81.384,81.572,83.594,84.689,84.506,81.776,82.177,82.545,85.147,85.147,85.147,82.181,1
98356,83.91,84.197,84.397,81.207,81.68,81.913,84.44,81.525,81.685,85.071,83.296,81.851,81.819,81.819,81.566,82.587,81.566,85.427,85.197,85.197,81.207,1
98357,80.453,80.26,80.007,78.177,78.177,77.544,78.116,78.348,77.798,79.536,79.686,77.89,77.89,77.89,79.241,80.698,79.241,79.663,80.108,80.108,76.337,1
98358,87.414,88.031,87.814,86.954,86.954,86.954,83.901,83.783,83.997,85.8,85.016,84.311,85.482,85.633,87.07,87.141,88.372,88.118,88.105,88.105,83.587,1
98359,85.586,85.391,85.674,81.156,79.826,79.826,81.54,80.993,78.497,80.224,80.548,79.145,81.228,81.228,83.633,83.789,83.633,80.026,79.802,79.802,79.388,1
98360,78.881,78.844,79.245,75.137,73.847,73.847,77.496,76.31,76.404,74.713,74.816,78.861,76.311,76.311,77.263,78.435,75.415,82.95,82.097,82.097,75.972,1
98361,87.289,86.922,87.123,86.703,86.908,86.908,88.353,87.557,86.401,86.022,86.022,86.615,86.615,86.615,88.409,88.409,88.409,85.404,85.321,85.321,85.634,1
98362,87.442,88.138,88.147,81.645,81.365,81.365,81.549,82.38,83.626,85.03,84.087,81.576,81.576,81.576,85.212,85.212,84.596,87.483,87.483,87.483,81.38,1
98363,86.848,86.814,86.868,80.637,81.896,81.701,82.77,84.121,82.556,80.64,80.64,82.952,82.554,82.952,85.641,85.514,81.916,86.152,86.223,86.223,81.094,1
98364,84.119,84.604,84.637,81.752,81.752,81.129,82.115,82.499,83.085,81.735,83.956,81.926,81.74,82.093,80.64,83.157,83.605,86.029,86.041,86.041,80.936,1
98365,87.883,87.68,87.337,82.566,82.566,82.566,82.665,83.332,83.967,84.079,84.579,87.14,87.14,87.14,83.034,84.254,83.523,86.198,86.676,86.676,83.133,1
98366,84.495,84.539,84.428,76.721,77.621,77.451,79.765,82.866,73.362,81.05,80.576,79.766,80.191,79.695,77.091,80.548,76.997,79.258,79.321,79.254,78.308,1
98367,85.47,84.913,84.913,82.074,84.063,84.12,85.149,85.638,83.601,82.632,82.094,83.819,82.695,82.695,83.579,84.881,83.695,84.606,84.606,84.606,82.974,1
98368,83.61,82.331,82.315,80.907,80.907,80.907,83.619,85.383,82.045,83.795,80.949,80.792,80.889,80.889,82.717,83.767,84.487,87.22,87.22,87.22,80.833,1
98369,90.447,89.769,90.446,85.096,86.83,87.669,86.679,88.996,87.326,89.341,88.805,89.891,87.921,89.117,91.076,91.076,90.761,90.878,91.036,91.308,86.564,1
98370,88.072,88.022,88.022,86.324,87.548,87.48,88.073,88.152,88.752,88.285,87.258,88.636,88.704,88.636,88.768,88.768,88.894,87.782,88.452,88.452,86.826,1
98371,87.997,87.747,87.747,85.673,85.673,85.673,86.508,86.421,86.67,87.27,86.519,87.655,88.071,87.92,87.209,88.06,88.103,87.068,87.068,87.068,83.927,1
98372,87.351,87.351,87.351,86.255,86.255,86.255,84.998,86.178,84.699,87.711,87.372,86.462,86.534,86.534,88.386,87.018,87.946,88.32,88.884,88.884,86.44,1
98373,84.295,84.595,83.947,77.887,77.431,77.431,81.788,82.055,79.103,83.573,82.406,82.601,84.29,82.191,83.29,83.051,83.29,84.795,84.795,84.795,81.774,1
98374,86.263,86.263,86.263,85.322,85.322,85.322,85.328,84.851,84.338,86.027,85.163,88.107,87.36,87.635,85.521,85.201,85.521,87.894,88.006,88.006,81.3,1
98375,87.622,88.331,87.71,80.957,80.816,80.816,84.27,84.512,84.409,87.279,87.296,83.903,83.923,83.923,86.916,86.947,86.787,88.793,88.793,88.793,82.14,1
98376,85.171,84.947,85.171,82.469,82.469,82.469,82.794,84.463,82.435,85.134,84.646,84.405,84.297,84.405,82.503,82.503,82.503,84.102,84.102,84.102,83.115,1
98377,86.471,86.716,86.798,82.359,82.088,82.088,87.163,86.882,85.359,84.842,85.312,85.191,85.847,85.847,84.65,84.421,84.943,86.469,86.635,86.635,82.37,1
98378,86.111,85.911,85.911,85.278,85.278,85.278,83.549,84.262,85.337,87.579,87.724,83.28,83.969,83.28,87.818,86.616,87.818,84.702,84.702,84.702,84.188,1
98379,87.603,88.376,88.276,87.572,87.572,87.572,87.99,88.105,88.285,88.059,87.864,87.408,86.84,86.356,88.944,87.841,88.638,88.657,88.657,88.657,87.857,1
98380,86.471,86.525,86.525,86.65,87.747,87.747,87.266,87.606,87.333,85.701,86.819,87.258,87.288,86.99,86.11,86.172,86.046,86.691,86.721,86.721,86.181,1
98381,84.562,84.393,84.529,82.827,82.37,82.555,82.157,75.341,81.158,80.774,80.927,83.121,84.714,85.099,81.98,82.096,81.902,84.522,84.522,84.522,85.374,1
98382,89.412,89.247,89.232,87.288,87.456,87.456,89.744,89.791,87.787,87.783,87.444,88.093,87.494,87.582,88.348,87.099,88.348,88.213,88.213,88.213,87.118,1
98383,86.547,86.441,86.5,83.175,83.308,83.175,83.233,83.529,83.161,82.405,82.099,84.299,84.326,84.326,83.281,82.179,83.948,85.934,86.04,86.04,84.314,1
98384,84.223,83.862,83.855,81.279,81.279,81.279,82.804,82.481,83.896,80.513,80.286,81.196,81.318,81.318,81.819,81.819,82.243,83.83,83.722,83.722,80.418,1
98385,85.023,85.023,85.023,83.591,83.359,83.359,87.267,85.776,85.832,85.164,85.464,84.804,84.588,85.145,84.604,84.604,84.604,84.787,85.217,85.217,83.591,1
98386,84.183,83.917,83.927,80.956,80.956,80.956,79.406,81.978,79.124,86.664,84.948,80.17,83.268,83.245,79.517,79.517,79.517,80.663,80.663,80.663,79.137,1
98387,88.353,87.867,88.265,77.152,77.152,75.538,79.756,80.805,84.762,87.297,86.034,81.664,82.86,82.86,86.716,87.981,88.471,88.651,88.005,88.005,84.887,1
98388,86.357,86.276,86.276,82.593,82.593,82.593,85.643,85.874,84.711,86.841,87.005,86.566,86.96,86.96,80.992,81.241,83.348,86.861,86.861,86.861,82.881,1
98389,84.399,83.937,83.937,80.997,81.293,81.293,85.053,84.425,83.898,85.961,85.888,83.953,82.051,82.051,84.826,85.694,85.528,83.405,83.405,83.405,82.922,1
98390,85.928,87.203,86.131,81.918,81.918,81.918,82.315,82.174,82.905,86.51,86.445,86.543,86.794,86.562,85.824,85.824,85.824,87.011,87.126,87.126,79.112,1
98391,86.031,86.542,86.959,85.291,85.291,85.291,83.131,86.414,82.447,88.632,85.861,85.46,86.112,86.112,84.686,84.686,83.812,85.536,85.536,85.536,82.617,1
98392,86.161,86.163,85.865,80.602,80.325,80.291,84.774,84.046,85.742,83.056,83.117,86.069,86.61,86.204,84.404,83.106,84.404,86.416,86.763,86.763,81.374,1
98393,85.847,85.677,85.677,83.998,83.998,83.998,85.585,84.889,86.277,84.277,83.518,85.54,85.361,85.361,84.5,84.5,84.5,85.129,85.129,85.129,84.019,1
98394,88.327,88.624,88.22,88.24,88.259,88.259,88.317,87.907,88.608,87.713,84.279,84.589,85.134,85.091,88.306,88.306,87.392,87.124,87.124,87.124,85.866,1
98395,90.14,90.216,90.216,88.454,88.454,88.454,90.519,90.42,90.059,88.192,88.056,88.843,88.843,88.843,89.723,89.723,89.723,89.937,89.937,89.937,87.614,1
98396,85.987,86.499,86.886,81.793,84.034,81.795,82.939,86.425,82.963,84.714,85.1,80.419,84.281,84.281,86.897,86.366,86.639,86.243,86.243,86.243,82.021,1
98397,86.267,87.014,86.267,83.782,83.944,83.944,82.88,82.264,82.661,85.885,84.569,83.315,81.672,82.068,84.883,85.246,84.411,85.935,85.968,85.968,82.078,1
98398,84.147,84.191,84.147,81.402,81.402,81.402,83.023,82.576,81.917,86.551,85.607,85.911,86.423,85.603,86.065,84.796,85.416,86.057,85.984,85.984,80.384,1
98399,85.302,85.302,85.302,80.152,80.396,80.346,75.648,76.788,74.518,84.572,84.808,81.3,81.3,81.3,81.868,81.868,82.776,85.336,85.336,85.336,80.152,1
98400,83.348,83.579,83.348,78.436,78.341,77.874,78.841,78.781,78.748,79.93,79.93,80.636,80.636,80.636,77.271,81.831,77.961,82.452,82.452,82.452,78.111,1
98401,82.312,82.299,82.028,83.45,83.45,83.45,82.562,82.562,81.826,82.98,83.149,82.999,82.781,82.781,82.107,83.156,83.249,83.177,83.177,83.177,82.964,1
98402,87.579,87.358,87.358,85.766,83.764,83.764,86.683,86.124,85.959,87.012,86.665,86.582,86.629,86.629,85.21,84.795,85.327,84.804,84.804,84.804,84.91,1
