Unnamed: 0,modified_Llama/meta-llama/llama-3.3-70b-instruct:free
12529,"Results-driven professional with experience in Business Analysis and Project Management, driving projects to success while ensuring alignment with business objectives and customer needs.

Key Achievements:
- Developed project MVP with an Agile team in 4 months, introducing Scrum practices to improve planning and work organization.
- Fostered strong stakeholder relationships, leading to increased trust and collaboration.
- Mentored team members to achieve professional growth and development.
- Led the analysis and documentation of requirements for a new system, ensuring successful implementation and adoption.

Responsibilities:
- Project Management: Driving projects to success, ensuring timely completion, budget adherence, and alignment with client objectives. Managing project teams, stakeholders, risks, and changes.
- Business Analysis: Identifying improvement opportunities, developing solutions, and facilitating stakeholder and technical team communication to meet business objectives and add organizational value.

Core Skills:
- Project planning and prioritization
- Team management and leadership
- Budgeting and financial management
- Risk, quality, and change management
- Reporting and stakeholder communication
- Requirements gathering and analysis
- Solution development and documentation

Professional Approach:
- Continuous process evaluation and improvement to drive efficiency, productivity, and profitability.
- Elimination of wasteful processes to maximize project and product value.
- Active role in product strategy development, collaborating to meet business goals and customer needs.
- Focus on customer problem-solving, data-driven decision-making, and ensuring product value to users.

Career Aspirations:
Seeking a role that leverages analytical and strategic skills to develop and succeed in product development, with a focus on collaboration, customer needs, and data-driven decision-making."
12530,"Amdocs Israel
Program Manager
2020 - Present

Pasha Bank Georgia
IT Section Manager
June 2018 - December 2019
Managed 3 units in section: 
- IT operations
- Software Development
- Business Analyze and Service Quality

Geocell - TeliaCompany
Telecommunications Technology Division, Services - Products and IT Section Manager
February 2015 - June 2018
Managed 5 units in section: 
- Billing and Charging
- Product and Services
- Software Development
- Enterprise IT
- Business Support and reporting

Geocell - TeliaCompany
ICT Division, Service Network Department Manager
January 2006 - February 2015
Systems under team responsibility: 
- Prepaid Charging system
- Ericsson Billing Gateway platform
- VAS platforms – SMSC, CRBT, WAP GW, Voice Mail
Main responsibilities: 
- Technical helpdesk (1st and 2nd line support)
- Systems administration and maintenance
- Implementation and deployment of new products

Geocell LLC - Telecommunications
Service and Product Operations Team Coordinator (Technical Department)
March 2004 - January 2006
Systems under team responsibility: 
- Prepaid Charging system
- Ericsson BGW(EMM) platform
- Value Added System– SMSC, CRBT, WAP GW, Voice Mail
Main responsibilities: 
- Technical helpdesk (1st and 2nd line support) with 24x7 support of internal customers

Geocell LLC - Telecommunications
Prepaid Charging System Engineer (Technical Department)
March 2000 - March 2004
- Administration and maintenance of Ericsson (PPL) prepaid charging system
- Technical helpdesk, 24/7 1st and 2nd line support
- Configuration and implementation of new products and tariff plans

New Net Georgia LLC
Digital PSTN switching center technical manager
February 1997 - March 2000
- Administration and maintenance of PSTN switching center
- Shift staff planning and management
- Technical helpdesk, 24/7 1st and 2nd line support

Recent Projects:
- Retail Bank launch (Cash-Loan and TopCard), August 2018 - August 2019
- Prepaid Billing system swap from Amdocs/Comverse One to Peter-Service BSS, August 2017 - December 2017
- Post-paid Billing and Interconnect systems swap from CBOSS to Peter Service BSS, May 2016 - December 2016
- Geocell Deep Packet Inspection, Policy and Charging rules function platform swap, January 2017 - December 2017
- Prepaid Billing System swap, January 2014 - September 2014"
12531,"IT Education Academy (ITEA)
IT Project Management - Certificate
IT Business Analysis courses (BA Space School)

Results-driven professional with over 10 years of experience in Project Management and B2B Sales in the agribusiness sphere, seeking to leverage skills in the IT industry.

Key strengths include:
- Proven experience in Project Management and B2B Sales
- Completion of IT Project Management certification at IT Education Academy (ITEA) and IT Business Analysis courses at BA Space School
- Understanding of software development lifecycle, software development methodologies, risk management, and project planning
- Strong analytical, planning, organizational, and communication skills
- Proficient in creating well-structured and easy-to-read documents and presentations

Seeking a long-term position in a company where skills can be utilized and improved through work on diverse and challenging projects, with opportunities for continuous growth and development."
12532,"Results-driven Project Manager and Business Analyst with experience in SAP ERP implementation, team leadership, and stakeholder communication. Proven track record of successfully rolling out system refinements and solutions, meeting project deadlines, and decreasing misunderstandings between IT and business stakeholders.

Key Achievements:
- Promoted to Head of the SAP Project team, leading to successful project outcomes and professional growth of team members
- Successfully implemented SAP ERP system refinements and solutions, meeting project deadlines and ensuring business needs were met
- Improved communication between IT and business stakeholders, project team members, and developers, resulting in increased project efficiency
- Mentored team members, contributing to their professional growth and career advancement

Professional Experience:
Project Manager and Project Lead, SAP ERP Implementation Project (Metallurgical Company)
- Organized team work, communicated with stakeholders, and ensured business needs were met
- Prioritized Product Backlog, defined business needs, and prepared requirements for Sales, Marketing, Finance, and Procurement departments
- Tested IT solutions, refinements, system improvements, and bug fixes
- Organized migration process from 1C: Enterprise 8.2 to SAP ERP
- Provided first-line support for users, prepared instructions and learning materials, and conducted training

Business Analyst, Beauty Sphere
- Customized software (YClients, now - Altegio) and organized working processes

International Experience:
- 1.5 years of civil international working experience in administrative duties, contract management, and Human Resources
- Over 1 year of experience in sales and marketing

Skills:
- MS Office (Word, Excel, Project, Outlook, Skype for Business)
- User stories, use cases, scenarios
- Backlog, project documentation
- SDLC, Agile, Scrum
- Test systems of SAP ERP
- JIRA, Confluence, Miro, Basilique, BPMN
- RACI matrix, Product Vision Boards, Story Mapping, diagrams, and prototypes

Career Objective:
Seeking a role as a Business Analyst or Project Manager in a fast-paced organization where I can employ my knowledge and grow professionally."
12533,"Experienced Project Manager

Highly motivated and detail-oriented professional with years of experience in managing web platform development projects for Telecom companies. Proven track record of delivering high-quality projects on time and on budget.

Project Management Experience:
- Managed own NFT project, utilizing Agile frameworks and development philosophies to ensure timely and budget-friendly delivery.
- Developed strong project management skills, with a keen eye for detail and a deep understanding of deadline and budget importance.

Key Skills:
- Effective communication with diverse stakeholders
- Strong problem-solving and listening skills
- Proficient in project management software
- Business-oriented mindset
- Strong knowledge of the latest technologies

Current Role:
- Scrum Master in current company, leveraging expertise to facilitate team efficiency and project success.

Personal Qualities:
- Highly time-efficient and effective team player
- Dedicated to achieving exceptional results for clients and team
- Passionate about expanding skillset and knowledge

Contact Information:
Available upon request."
12565,"Experience in Business Analytics: 4 years
Experience in Sales: 5 years

Business Analytics and Scrum Master Experience:
- Managed two teams: 
  - 1st team: 15 members (2 iOS devs, 2 Android devs, 4 Frontend devs, 5 Backend devs, 2 QA)
  - 2nd team: 9 members (2 mobile devs, 2 Frontend devs, 3 Backend devs, 2 QA)
- Successfully implemented at least 5 integrations and released an MVP in the 2nd project

Sales Department Management:
- Managed and coordinated a sales department consisting of 8 sales managers and pre-sales managers
- Established and implemented an Affiliate Program and Sales Strategy
- Experienced in launching projects from scratch, working in start-up companies, and managing outsourcing projects

Education and Courses:
- Completed 'IT Project Management' course in April 2019
- Completed 'Quantitative and Quality Market Research' course in November 2019
- Attended private courses in MS SQL, MySQL, HTML, CSS, and PHP from March 2020 to July 2020

Recent Projects:
- Worked on 3 projects in the last year, including 2 healthcare projects and 1 project related to cryptocurrencies and crowdfunding
- Previous experience includes working on various projects, from simple fitness apps to finance systems

Key Skills and Responsibilities:
- Client communication (USA/EU)
- Identification, gathering, and analysis with businesses and Product Owners
- Development process management and close cooperation with developers, QAs, UI/UX designers, and Business Owners
- Facilitating Scrum events (sprint planning, Gantt building, grooming, estimations, retro, backlog fulfillment, and developer support during sprints)
- Enriching user stories, creating detailed documentation, and updating it in Confluence
- Planning and scheduling project timelines and ensuring timely delivery of planned scope
- Ensuring visibility and transparency of the backlog and dashboards for team members and clients
- Monitoring and improving team performance, providing visibility to clients
- Producing regular progress reports and presenting them to Product Owners and stakeholders
- Discussing, implementing, and managing changes to meet project outputs
- Producing technical requirements, including UML (Use Cases, Functional & Non-Functional Specifications, Sequence diagram)
- Analyzing change requests, preparing and updating changelogs
- Proposing solutions and helping customers create requirements
- Budgeting and planning project expenses, project estimations, and risk management

Personal Statement:
Addicted to work, team, company, and results. Ready to work hard, learn a lot, and improve technical skills. Appreciate willingness for growth and its support. Looking for a company that will be a second family.

Career Goals:
Want to become a part of a company and team, making contributions to its services, products, and people around me. Looking to make a positive impact and grow professionally.

Availability:
Available to start work at 11 am. Can wake up at 8 am or 9 am but notes that productivity may be affected."
12656,"Results-driven professional with experience in IT as a Business Analyst, Web Analyst, and Project Manager, currently working in a big national retail company. 

Summary:
Highly motivated and experienced professional with a strong background in IT, business analysis, and project management, seeking a challenging role that utilizes my skills and experience to drive business growth and success.

Experience:
Web Analyst / Business Analyst (Current)
- Utilize analytical skills to drive business decisions and optimize processes
- Collaborate with cross-functional teams to achieve business objectives

Business Analyst / Web Analyst (2021-2022)
- Restructured company reporting into a dynamic format for 10 projects, automating daily reporting and establishing departmental interaction
- Increased new project analysis by 2.5 times, enhancing internal processes and exchange

Lecturer (Ukrainian university, part-time) (2020-2023)
- Authored over 10 scientific and expert publications indexed in Scopus, Web of Science, and other scientometric databases
- Conceptualized and implemented an educational YouTube channel

Chief Executive Officer (own online IT project) (2017-2021)
- Developed and executed a successful business model, achieving an average monthly profitability of 90%
- Automated technical, managerial, and business processes, transferring the project to content manager support after 14 months

Project Manager (remote) (2016-2021)
- Increased monthly site traffic from 1.5 to 7 million users, almost a 5-fold growth, over 4 years
- Expanded advertising partners by 3 times, ultimately transferring the project to a freelance developer

Education and skills are not specified, but I am open to learning and growing with a new team, seeking a high-quality and effective symbiosis with the employer and a team of professionals to achieve common goals and realize my potential."
12674,"Results-driven IT professional with over 10 years of experience in software development, project management, and process automation. Proven track record of building and leading high-performing teams, with a strong background in Agile methodologies, including Scrum and Kanban.

Key strengths include:

* Scrum Master role with experience in building scrum team processes from scratch
* Project Management: 4+ years of experience in managing projects, with a focus on software development and implementation
* Business Analysis: 8+ years of experience as an Analyst and Proxy Product Owner, with expertise in creating project documentation, software requirements, and validating changes
* Technical skills: Proficient in use case diagrams (Visio, Star UML), use cases, user stories, and cascaded requirements
* Understanding of development processes: Waterfall, Agile (Scrum), Kanban, and software testing
* Excellent communication and training skills, with the ability to conduct trainings, brainstorms, debates, and meetings
* Strong multitasking and pressure management skills, with experience working on mobile and desktop applications development projects

Prefer to work in a small, enthusiastic, product-oriented team, with a focus on delivering high-quality results and minimal project switching."
12687,"Advantages:
- Automation Development since 2010
- Deep engagement into modern IT tech
- Low-Code/No-Code Enthusiast
- Fast typing (top 1%, >100 WPM)
- 100% Googling skills
- Fluent English | IELTS C1
- BA – English Translation
- Native Ukrainian & Russian
- Professional Negotiator
- Confident Public Speaker
- Strong Financial Background
- Erasmus+ MA Student (Krakow, Poland)
- MA with Honors – Financial Management
- BA – Corporate Finance
- Top Rated Plus Upwork Freelancer

Experience:
- Worked in three international companies
- More than 50 successful long-term projects
- Over 2500 clients (US, Canada, UK, Australia)
- I worked with: Crypto Traders | Investors | Stockbrokers
- CEOs | CFOs | Senior Management | Startups
- I worked with the majority of industries: 
  Finance • Marketing • Sales • Insurance
  Manufacturing • Construction • Real Estate
  Government • Healthcare • Education
  Agriculture • Media •... • And many more

Reviews:
- ""Andrii has exceptional knowledge in business and technology. We were able to successfully work towards our end goal. Our solution now works flawlessly!""
- ""Exceptional Work! In my honest opinion, during my time working with Andrii, his strategic thinking and problem solving skills undeniably far outreaches anyone in business / IT logic""
- ""Andrii has completed several projects for me and each one has been done with the type of care I would do if I had his skills. His attention to getting the project done right is a huge benefit. He can see the big picture of what needs to be done, work through the details rigorously, and his interpersonal style and skills make the process go smoothly. Thank you, Andrii!!""
- ""Andrii was amazing. He really took the time to understand the scope of the project, asked great questions, took initiative and even improved our vision. We worked with him for two jobs already and will certainly be using him again. I highly recommend him. Professional, skilled, a great communicator and able to meet deadlines.""

Visionary Engineer 
Top Rated Plus Upwork Freelancer 
– Analysis, optimization, and automation of business processes, creating workflows unifying digital environments 
– Data processing and transformation, interaction with external APIs, automatic reports 
– Creating dashboards, visualization, interfaces, software architecture, and user experience 
– Sophisticated calculations, clever mechanics, full automation with smart buttons and scripts

About Me:
I am a big fan of automation and number one enemy for any routine process. If I have to do anything twice on my PC - it gets automated. I have been creating custom automation tools and solutions since 2010. Every sphere and activity of my life has its separate Excel or Google Sheets projects. It allows me to get more value from the data, organize the thinking, make data-driven decisions and relieve my life from the routine. What is most important, it supplies me with Time - the most valuable resource.

Process Management & Optimization:
+ IT Project Manager of ThinkWider App 
  Application for submitting ideas for factory workers to improve the manufacturing process. 
  Ideas full processing from reviewing and discussing till staging, implementation and rewarding
+ Manager and Developer of IShare Educational Platform 
  Digital educational platform with training materials and online live training

Public Speaking:
I feel confident during public speeches, presentations, live broadcasts, online training as a lecturer. I can tirelessly speak English for hours.

Technical Skills:
- Deeply familiar with all aspects of WordPress and popular plugins, worked with PHP
- Good experience with JavaScript, CSS, HTML
- I had some experience with Java & Python

Primary Skills:
- Professional Microsoft Excel & Google Sheets Development 
  Formula Nativity | Advanced VBA / Google Apps Script (JavaScript) 
  Full Automation | Workflow Optimization | Digital Integrations 
  Complex Calculations, Dynamic Conditional Formatting, Pivot Tables & Pivot Charts 
  Instant Actions, Macros, User-defined Functions, UI Forms, Data Scrappers, Web-connections, Data Backups, Emailing — any custom functionality
- Automated Reporting and Data Analysis, Processing of Complex Datasets, Data Transformation, File Generation, Database Management, External Controlling 
  Data Summary & Data Visualization | Dashboards, Charts & Graphs, KPIs — professional, beautiful, clean & dynamic
- Financial Modeling, Data Analytics Planning, Forecasting 
  Advanced Graphical User Interface (GUI) | Architecture Design | Elegant Workflows 
  Intuitive Designs | Best UX | Effortless Maintenance | Instant Results
- Smart Decision-Making Tools, Solvers, Schedulers, Triggers, Alerts & Notifications 
  Business Tools, Trackers, File Processors, Bar/QR Code Generators 
  Custom Calculators of any type: Business, Financial, Insurance, Fitness, etc.
- Workflow & Data Integration between Microsoft Office Products – Word, PowerPoint, Outlook, SharePoint, InfoPath, OneNote 
  Interaction with WinApi | FileSystemObject (FSO) | ADODB (MS Access, MS SQL) | Web APIs
- Workflow & Data Integration between Google Workspace (G Suite) Components – Admin Console, Drive, Gmail, Docs, Slides, Calendar, Forms, Sites, Keep

Additional Digital Skills:
- Airtable • Google Data Studio • Power BI • Databox 
  Power Query • Power Pivot 
  Microsoft Flow • Zapier • IFTTT • Integromat • Automate.io 
  Power Automate • Automatic Mouse & Keyboard • FileMaker Pro 
  Power Apps • App Sheet • bubble.io • Webflow • Telegram Bots 
  WordPress • HTML • CSS • JavaScript • PHP • SQL • Hostings • Domains 
  Trello • Jira • Confluence • Microsoft To-Do • ServiceNow 
  Canva • diagrams.net (draw.io) • Paint.net • Photoshop • Sony Vegas • DaVinci Resolve 
  Java • Python"
12736,"Results-driven business professional with experience in founding and managing a design agency and recruiting. Proven track record of successfully entering foreign markets and driving revenue growth.

Summary:
Co-founder of a company that achieved a turnover of $20,000 in its first year, expanding into the foreign market.

Experience:

1. Co-founder and Business Manager, Whales of Design
   - Led project teams of 4-12 people
   - Managed business operations and attracted potential partners at industry conferences
   - Built and maintained relationships with external contractors and designers as needed
   - Resolved customer conflicts and ensured order fulfillment from start to finish

2. Recruiter and Manager
   - Conducted staff recruitment
   - Performed quality control of work performance
   - Partially organized events, including concerts such as ""Ocean Elzy"", ""Atlas Weekend"", and ""Imagine Dragons""

Career Ambition:
Seeking a role in a large company that offers opportunities for intellectual and professional growth."
13078,"Yelyzaveta
Accomplished IT Professional

Professional Summary:
Results-driven IT professional with a strong background in project management and financial expertise, offering a unique blend of technical and business acumen to drive project success.

Professional Experience:
Project Manager & Business Development Manager
- Utilized technical expertise to resolve complex project issues, ensuring seamless project development and delivery.
- Demonstrated financial management skills, navigating client interactions, invoicing, and time tracking with professionalism.
- Collaborated with Delivery Managers to configure client-side processes, ensuring effective documentation and data exchange.
- Calculated project resource costs to ensure profitability and viability.
- Analyzed and calculated overall project margins, informing company decisions for future growth.

Key Skills:
- Project Management
- Financial Management
- Technical Expertise
- Client Relations
- Collaboration and Teamwork
- Data Analysis
- Cost Calculation and Profitability Analysis

Career Goals:
To grow into a highly qualified specialist, driving success and delivering excellence in IT project management and financial solutions. Seeking opportunities to add value, learn, and contribute to team and company growth."
13080,"7 years of overall experience in IT

Business Development Manager
- Managed full-cycle sales process, generating leads, qualifying prospects, developing opportunities, and closing deals
- Prepared contract documentation, including Estimates, Proposals, MSA, and SOW
- Utilized various CRM systems, such as Salesforce, Zoho, Dynamics, and Act!, and email marketing tools, including SendGrid, Reply, and Outreach
- Experienced with tracking systems, including Jira and Trello
- Collaborated with cross-functional departments during pre-sale stage, including recruiters, PMs, and company executives
- Elicited clients' requirements during sales calls and acted as primary point of contact for prospects during pre-sale stage
- Coordinated with PM and client to ensure project success, setting up and participating in tech interviews, gathering client feedback, and addressing objections
- Managed full-cycle email campaigns and created marketing materials, including case studies, press releases, and website content
- Participated in screening and interviewing new team members for S&M department and tutored junior team members, including remote teams in Ukraine and abroad

Business Analyst
- Elicited and evaluated client requirements
- Created Software Requirements Specification and maintained project documentation
- Communicated with customer representatives and developers
- Prepared User Guides and created UI Wireframes"
13146,"Dean's Honor List, American University in Dubai, for outstanding academic achievements
Certified Internal Auditor, ISO 22000

Results-driven manager with 7 years of international experience in Ukraine, Qatar, UAE, and Lebanon, holding various positions from Assistant to Project Manager to Director of Business Development & Production.

Fluent in English, with the ability to express complex ideas, compile reports, and deliver product presentations. Proficient in working with international documents, including supply contracts, logistics, and outsourcing company contacts, under Non-Disclosure Agreements (NDA).

Proven leadership skills, with experience supervising up to 15 team members, including engineers, designers, and sales managers, as well as 10 third-party service providers. Adept at breaking down complex tasks into simple components and providing clear instructions.

Utilize modern management principles: plan, organize, lead, and control. Facilitate team communication and cooperation using various programs, such as Trello and Google Documents.

Demonstrated loyalty and commitment, with over 5 years of service at one of my previous companies. Successfully managed personal projects in eCommerce and online news publications.

Available for detailed discussion of motivation and CV."
13147,"Results-driven professional with 3+ years of experience in project management and 2 years of experience as a business development manager in IT. Proven track record of successfully managing over 10 projects and numerous support tasks. Developed a robust partnership network with 150+ IT companies across Ukraine, Poland, Bulgaria, and other regions.

As a versatile and communicative individual, I possess strong skills in team management, client communication, and onboarding. My experience as a Partnership Manager in an outsourcing/outstaffing agency has equipped me with expertise in:

- Conducting meetings with clients and suppliers to facilitate task understanding and collaborative growth
- Onboarding and communicating with clients to ensure seamless integration
- Leading teams of developers and designers to achieve project objectives

Proficient in utilizing tools such as Trello, Notion, Slack, Agile, Jira, CRM, and ActiveCampaign to streamline project management and team collaboration. I am eager to join a team where I can continue to learn, grow, and expand my professional capabilities."
13148,"Results-driven Business Development Manager and Fundraiser with 5 years of experience driving growth and securing investments. Proven track record of establishing and maintaining stakeholder relationships, resulting in successful fundraising efforts, including raising $30,000 in a week.

Key Responsibilities and Achievements:
- Communicated new product developments to prospective clients
- Established rapport with potential clients and arranged meetings
- Identified new business opportunities
- Attended conferences, meetings, and industry events
- Developed and ensured achievement of business growth goals
- Researched organizations and individuals to find new opportunities

Business Development Team Leadership:
- Set goals and developed strategies for the business development team
- Met with stakeholders to drive business growth
- Trained business development staff to enhance team performance
- Researched prospective accounts in target markets

Project Management Experience:
- Determined and defined project scope and objectives
- Tracked project costs to meet budget
- Monitored progress and made adjustments as needed
- Measured project performance to identify areas for improvement

Team Collaboration:
- Emphasize the importance of effective teamwork in driving project success, regardless of team size or project scope
- Prioritize working conditions that foster collaboration and teamwork to achieve common goals."
13149,"Results-driven professional with 2+ years of experience in managing international projects and partnerships. Proven track record of establishing 48 new interconnections with companies from Europe, CIS, America, and Asia within the last 6 months. Successfully identified 5 fraudulent companies, ensuring the integrity of business operations.

Key strengths include:

* Project management: Managed projects with international partners, coordinating with clients (B2C) and companies (B2B) globally, across Europe, Asia, America, CIS, and Africa.
* Telecommunications: Spent 1.5 years managing interconnection processes, expanding partnership networks, and negotiating with new partners.
* Business development: Searched for new partners, calculated business cases, conducted fraud checks, and facilitated agreements.
* Communication: Utilized excellent communication and collaboration skills to interact with customers, partners, and internal departments via telephone, email, Skype, LinkedIn, and other channels.
* Technical skills: Proficient in using Pipedrive CRM, Odoo, Confluence, Jira, and Mattermost in a computerized environment.

Personal qualities include:

* Excellent communication and collaboration skills
* Structured thinking and willingness to engage with diverse customers
* Stress-resistant and able to handle multi-tasking in fast-paced environments
* Efficient, self-motivated, and possessing strong problem-solving skills

Seeking a challenging and exciting role that leverages my passion for:

* Communication
* Helping people
* Working in international, multilingual environments
* Project management

Ideal work environment:

* Clear and respectful management
* Training programs and English classes
* Customer-oriented culture with a balance of 70% communication and 30% technical tasks
* Opportunity to learn new technologies, tools, and methods
* Collaborative team of professionals who are passionate about their work"
13150,"As a seasoned Business Development, Sales, and Project Management professional, I leverage 9 years of experience in driving enterprise sales, project management, and business development across Enterprise, B2B, and B2C sectors. My expertise spans team lead and manager positions, with a proven track record of exceeding goals, building profitable partnerships, and maximizing customer lifetime value.

Key accomplishments include:
- Developing and implementing commercial and marketing strategies to create value propositions for new clients
- Creating business concepts, Terms of Reference, roadmaps, UX/UI, and RM, as well as commercial and social marketing strategies
- Participating in developing marketing strategies focused on brand promotion, loyalty, new leads, media, social companies, and press
- Managing humanitarian projects, including the implementation of IT solutions, such as CRM, website development, and fundraising
- Implementing PM, BA standards, and methodologies into strategic corporate sales
- Successfully managing 10 active customers and 40+ prospects, with a total ARR of $1M across FMCG, Agro, and Manufacturing sectors
- Closing 15 deals in 1.5 years, resulting in overachievement success
- Developing account strategies for top clients in FMCG, leading to higher sales conversion
- Annual involvement of 10+ clients, with an annual sales turnover of €300,000
- Creating and managing partner relations, with the involvement of 5+ partners per year, resulting in a sales turnover of €220,000 in the partner network

As an accomplished Enterprise Sales Professional, I possess a strong entrepreneurial spirit, with expertise in sales strategy, product development, IT solutions implementation, trade marketing activities, and marketing and business plans. My experience spans dynamic environments, including the Renewable industry, Enterprise Tech, and AgTech.

In my current role as BDM, I focus on creating value for IT solutions for customers in the Agro sector. I have improved my experience in Sales Strategy, Project and Account Management, with a deep understanding of Business processes and development, and Cloud Computing solutions, including SaaS, API, and Cloud Services. My innovative thinking, digital transformation, and high-value selling skills are complemented by persuasive communication and presentation skills.

Throughout my career, I have consistently achieved project and sales goals, implemented agile and waterfall methodologies, expanded market share, and increased revenues. I excel at creating strong relationships with colleagues, partners, and C-level customers, with a strong aspiration for self-realization through successful negotiations and the development and implementation of innovative ideas and solutions."
13196,"Results-driven business development professional with experience in managing multiple clients and leading high-performing teams. Proven track record of success, having worked with 3-4 clients simultaneously and handled responses for 10 active clients at once, ensuring personalized communication.

Key Experience:
- Business Development: Provided business development services to multiple clients, leveraging cold outreach skills via email, LinkedIn, and calls to drive growth.
- Team Management: Successfully managed a team of 4 Team Leads and 42 Sales Development Representatives across Mexico and Ukraine locations, earning recognition as The Best Manager within the company on a monthly basis.
- Operations Management: Promoted to Operations Manager in 2022, overseeing internal tool testing and implementing process improvements.
- Career Progression: Started as a Sales Development Representative in 2019, progressed to Team Lead in 2021, and subsequently to Operations Manager in 2022, demonstrating rapid career growth and adaptability.

Skills:
- Business Development
- Team Management
- Operations Management
- Cold Outreach
- Client Communication
- Project Management (interested in transitioning into a more client-facing Project Manager role)

Career Highlights:
- Recognized as The Best Manager within the company every month
- Successfully managed large teams and multiple clients
- Proven ability to work in fast-paced environments and adapt to new challenges"
13382,"Highly motivated Business Process Architect/Project Manager with 10+ years of experience in delivering projects within scope, budget, and timelines.

Key Achievements:
- Implemented the ERP system with high quality, on time, and within budget, despite many unknown and rapidly changing business needs, resulting in:
  - Reduction of databases from 13 to 3
  - Reduction of data exchange time from 40 minutes to 2 minutes
  - Reduction of the full cycle time from 3 hours to 15 minutes
  - Increase in the number of concurrent sessions to 2500 users in one database
  - Development of extensive productivity metrics with support threshold alerts
  - Data availability on balances for all stores in one database
- Successfully implemented the CRM Microsoft Dynamics within 6 months
- Implemented the Manage Engine Service Desk Plus for support level I and II, and projects

Certifications and Skills:
- BPMN 2.0 (certified)
- Microsoft Project (certified)
- Jira
- Confluence (certified)
- Agile
- Scrum
- Waterfall (certified)
- SDLC
- ERP
- CRM
- Microsoft Office Suite (Power Point, Excel, Power BI, Visio, Access, etc.)
- WordPress
- WooCommerce
- Currently pursuing PMP certification

Professional Affiliations:
- Member of the PMI chapter, with access to the latest project management resources and training opportunities

Career Objective:
Looking for complex and interesting projects with a modern technology stack, utilizing strong communication, stakeholder management, and problem-solving skills to ensure project success and customer satisfaction."
13461,"Chief Accountant & Director
Banking Executive with over 10 years of experience in leading complex projects and managing development teams

Key Responsibilities:
- Implemented software for treasury and processing
- Realized software for agency sales
- Maintained and managed a development team of up to 10 people
- Created and maintained automation products for banking activities from scratch
- Coordinated assignments with customers, set development tasks, and ensured testing and implementation

Experience:
- Over 10 years of experience as a head in the banking sector
- Proven track record in implementing complex projects
- Skilled in leading development teams and managing project assignments
- Experienced in working with international companies and driving further development, new projects, and directions"
13475,"Results-driven Business Transformation Manager and IT Project Manager with 1 year of experience as a Business Transformation Manager and 2.5 years of experience in IT project management, seeking new opportunities in a great company with a super team.

Summary:
- Proven track record of driving business growth, with a 3-fold increase in team size and 27% increase in project margins within 1 year
- Successfully improved delivery quality, reducing client complaints by 80%
- Implemented process improvements, resulting in decreased project delivery terms and increased revenue
- Experienced in managing high-performing teams, with a 20% improvement in developer workload and 40% increase in company profit

Experience:
Business Transformation Manager
- Increased team size from 12 to 36 members within 1 year
- Improved delivery quality, reducing client complaints by 80%
- Increased project margins by 27%
- Implemented parallel processes, reducing project delivery terms
- Increased the number of delivered projects

Head of PM
- Improved developer workload by 20%, reducing downtime between projects to near zero and increasing revenue
- Increased company profit by 40%

Project Manager
- Developed and implemented a common standard for time-tracking, improving estimates and reducing instances of exceeding estimates to almost zero

Skills:
- Business process analysis and improvement
- Team management and training
- Project management, including web development and CMS (WordPress, Kirby)
- Time-tracking and OKR methodology implementation
- Manual testing and web design
- Operation management of cross-functional teams

Achievements:
- Successfully launched over 40 websites
- Trained project managers from scratch
- Managed teams of up to 35 people, including PMs, developers, QA, designers, and sales managers

Career Interests:
- Product development
- Game development
- Business process transformation and company advancement"
13477,"Key Achievements:
- Implemented over 20 projects as Head of Business Analytics
- Developed and refined project management processes within the team and with clients
- Fostered successful partnerships with top Ukrainian banking clients, including Alfa Bank, Ukrsotsbank, Aval Bank, Bank Credit Dnipro, and Idea Bank
- Designed and implemented loan portfolio segmentation, resulting in an 8-10% increase in work efficiency
- Created and deployed a scoring model based on 50+ indicators, leading to a 15% reduction in costs and a 20% increase in efficiency
- Successfully merged two disparate teams, a call center and lawyers, into a cohesive unit

About Me:
As the Head of Business Analysis in an IT company, I bring 4 years of experience, preceded by 4 years as a Project Manager in a financial company.

Key Competencies:
- Systemic and critical thinking
- Effective communication skills
- Creativity and adaptability
- Perfectionism with a strive for excellence
- Strategic planning expertise
- Proactive leadership
- Team-oriented approach

Responsibilities:
- Task assignment and implementation monitoring for the BA team and developers
- Sprint planning and workload distribution
- Process optimization and control
- Requirements collection and formalization in the SRS
- Labor cost formation and resource planning for project implementation
- Instructional documentation for users and software administrators

Career Aspirations:
I am seeking a company that offers engaging projects and modern implementation approaches, with a strong emphasis on a collaborative team of professionals focused on delivering results."
