Unnamed: 0,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo
98324,"Certificate for successfully completing an 8-month course and obtaining practical knowledge at UX/UI design, Web-design and mobile design

As a UX/UI Designer, I specialize in designing for web and mobile applications, with a focus on creating meaningful digital experiences that solve problems and simplify the lives of users. My design process involves analyzing tasks, prototyping interfaces, and creating visual styles that align with brand identities to provide users with seamless and intuitive experiences.

My past experience in motion design complements my role as a UX/UI designer, and I have worked on several projects including:

- ""Unreal"": Mobile application for booking tables in unique restaurants
- ""Wings of Hope"": Project for the restoration of social infrastructure facilities in Ukraine
- Redesign of the Slavsko ski resort website
- Landing page design for test driving the Audi Q3

I am seeking a position where I can collaborate with product managers, developers, and other designers to bring design ideas to life and create complete digital products."
98325,"As a web designer with no work experience, I have several personal projects. The last one was a website for museums, where my main goal was to create an attractive and informative interface for visitors. 

Using design tools, I created page layouts taking into account the persona's requirements and specifics of the museum environment. Special attention was paid to the placement of exhibits, navigation and visual perception. Taking into account the principles of UI and UX design, I created aesthetically appealing and functional interfaces. Using design tools and detailed requirements analysis, I created page layouts, positioned elements and provided easy navigation.

In the future, I want to develop as a UI/UX designer, gain experience working in a team and work with clients to learn their needs and offer better design solutions. I also plan to learn new technologies and tools to improve my design skills and incorporate them into my future projects. My goals are to create interfaces that provide an unforgettable user experience and help companies achieve their goals."
98326,"I have completed the Web Design Beginning and Web Design Junior modules at Projector Institute, and I am currently studying the UX Design module. During the Web Design Junior module, I worked on high-detailed prototypes for two real customers, which involved briefing the customer, gathering references, creating a mindmap, wireframing, designing UI, and creating a mobile adaptive version. I also completed an internship at Sahu Media, a German design bureau, where I focused on creating websites using WordPress and designing advertisement banners in Photoshop."
98327,"2022-2023 - Completed the Web Design Basic course at the IT school ""Hillel""
2023 to present - Studying Web Design, UI/UX Design, Mobile Design
Mastered skills in Figma, Photoshop, Illustrator
Developed landing pages, websites, website redesigns, web services, and adapted them for mobile applications
Conducted research on target audience and competitors
Attentive, responsible, constantly improving skills in the IT field"
98328,"EXPERIENCE

Scrum-Master, ""Mind Map"" Team Project
- Facilitated team meetings and ensured adherence to Agile methodologies
- Collaborated with team members to prioritize tasks and meet project deadlines

Own Design Projects:
1. Landing Page for Flower Shop
- Analyzed competitor sites and created moodboard for emotional context
- Designed wireframe and UI kit for landing page

2. Redesign of Italian Roastery Site
- Analyzed competitor sites and developed structure for site redesign
- Created wireframes and UI kit for selected pages, performed prototyping and adaptation

3. Web-Service for Cleaning Company
- Developed user-friendly interface for web-service
- Conducted user testing and feedback sessions to improve usability

SKILLS
- User-focused research
- Data-driven design decisions
- Wireframing and prototyping
- UI/UX design
- Problem-solving
- Creativity

Looking to contribute my skills and experience to an innovative design team to create industry-leading products and enhance user experience."
98329,"I began my design career as a web designer assistant, focusing on developing landing pages, online stores, prototyping, banners, price lists, and other printed materials. I also created designs for products on Etsy, themed events, invitations, labels, photo banners, business cards, price lists, and order forms. Additionally, I designed Pinterest pins, Instagram posts, and stories.

I am proficient in Figma, Adobe Photoshop, Adobe Illustrator, Adobe XD, and Canva. I have knowledge of UI/UX principles, Bootstrap grid system, and adaptive design.

I am self-disciplined, responsible, organized, and possess leadership qualities. I excel at planning ahead and working effectively in a team. I am eager to enhance my skills and continue learning and growing in my field."
98330,"I am currently entering the freelance market and have successfully completed my first commercial project, designing a website for a dental clinic. 

I am actively studying Figma and honing my product observation skills to stay up-to-date with industry trends and improve my design abilities. 

I am enthusiastic about expanding my knowledge in UI/UX design and am dedicated to continuous learning and growth. I am a diligent worker, a team player, and confident in my ability to collaborate effectively with others. 

I am ready to start immediately and am seeking opportunities for a remote internship."
98331,"Balance spa (Training project):
- Created Lo-fi and Hi-fi Wireframes
- Developed prototype and UI kit
- Prepared project for submission to developer

Foodly (Training project):
- Developed mobile application for product delivery from supermarkets
- Conducted client briefing
- Created Hi-fi and Lo-fi designs
- Defined target audience
- Developed UI kit
- Conducted competitor and heuristic analysis
- Conducted user testing
- Created Sitemap
- Implemented adaptive design
- Created User flow

JOCCELLUM (Training project):
- Developed e-commerce jewelry project
- Conducted client briefing
- Created Hi-fi and Lo-fi designs
- Defined target audience
- Developed UI kit
- Conducted competitor and heuristic analysis
- Conducted user testing
- Created Sitemap
- Implemented adaptive design"
98332,"Anastasia
Beginner Web Designer

Education:
- Currently studying at Hillel computer school on UI/UX designer courses

Skills:
- Proficient in font theory, images, illustrations, icons, color theory, UI Kit, Auto Layout, styles, components, atomic approach, site types, target audience, personas, grids, prototypes, adaptability

Objective:
- Seeking a position in a product company or game development where I can apply my skills and continue to learn and grow

Thank you."
98333,"She participated in the exhibition ""The Art of Change"" at the Ukrainian House, as well as the photo exhibition ""24.02 Before and After"" and the CARDIFF SCHOOL OF ART AND DESIGN CARDIFF METROPOLITAN UNIVERSITY exhibition. Graduated from an art academy with a focus on graphic design, acquiring a strong foundation in subjects such as fonts, composition, and color science. Completed courses in Photoshop, Illustrator, and Figma. Developed UI/UX design skills through projects such as the redesign of the Turkish Airlines app and system design for Richard Bank. Seeking opportunities to further utilize and enhance skills in a professional setting."
98334,"Car Wash App. Mobile application for finding car washes. In the application, you can find the nearest car wash using geodata. You can reserve a date and time, select the required services and pay online.
Team leader in the project. Analyzed competitors, created User Flow, Wireframes, and Prototype. Developed design."
98335,"Projects:
1. CloudyClean Webservice
- Conducted in-depth analysis of competitors and user flow
- Worked on prototypes and user interface design

2. Alaska Pete's Website Redesign
- Analyzed user flow, site blocks, and site logic
- Redesigned user interface for modernization and attractiveness

3. Landing Page for a FlowerLover
- Created aesthetic and user-friendly landing page for flower shop
- Analyzed logic of use for potential buyers

Skills:
- Experience working in a team
- Proficient in user interface design
- Strong analytical skills
- Detail-oriented and creative

Looking for one-off design projects or junior designer position in office or remote work."
98336,"Collaborated directly with the client, NOVI Luxe, to create their e-commerce website.
Conducted user research, including surveys and user interviews.
Created wireframes, user flows, and interactive prototypes using Figma.
Implemented A/B tests to validate design decisions.
Received positive client feedback for delivering the project on time and within budget."
98337,"Experience:
- More than 1 year experience working with partners such as Looqme, HoReCa show, S-Prof, Lviv Organ Hall, etc.
- Completed courses on UI/UX design at LITS

Skills:
- Proficient in Adobe Photoshop
- Proficient in Adobe Illustrator
- Proficient in Figma
- Proficient in Invision
- Strong understanding of UI/UX principles

Projects:
- Worked on interesting and exciting projects to develop skills and collaborate effectively with teams."
98338,"Commercial experience: 
Comon Agency — 28.01.22-24.02.22 (Reduction of labour headquarters in connection with the war in Ukraine) and individual private projects up to this time.

Non-commercial experience: 
- Alexey, ""On the Way"" product delivery project, landing page development, website corporate identity creation 
- Phillip, ""Sammy Icon"" e-commerce, redesign and development of a multi-page online store website with all key stages: UX Research, Wireframe, Style-Guide&Design"
98339,"Completed a 3-month course in UI / UX design with skills in UX Design, GUI Design, Typography, basic graphics tools (Figma, Adobe Photoshop), methodologies such as Design Thinking & Human Centered Design, and a portfolio showcasing landing page, e-commerce, and adaptive design examples."
98340,"Certificate of UX/UI designer (Beetroot Academy); Certificate CELI4 C1 (knowledge of Italian)

Completed courses in design at Beetroot Academy.

Experience in UX research: creating mind maps, information architecture, working with briefs, competition analysis, creating empathy maps and personas, CJM and user flow, wireframing.

Experience in UI: proficient in Figma, Adobe Photoshop, and Illustrator. Skilled in creating interactive prototypes, designing adaptive UI. Knowledge of composition, typography, color theory, grid systems, and design patterns.

Designed a mobile application for a family medicine clinic, a landing page for a design studio, and a website for a beauty salon during the course at Beetroot Academy. Also created icons and logos for apps.

Seeking a position in a dynamic team with exciting projects and opportunities for growth and development. Passionate about utilizing skills to contribute to the success of the company."
98341,"Master's degree in Architecture and Urban Planning, May 2023, with a focus on ""Modern Approaches to Implementing Information Technologies in Architectural Design."" Skilled in self-organization, critical thinking, research, and analysis.

Completed two educational courses in creating mobile applications and websites, with a focus on designing effective and visually appealing digital products from initial concept to final implementation.

Experience in developing 3 projects:
1) Website Redesign for FeelFull, a food delivery enterprise.
2) Catalogue Website for TviyBrend, an accessories retail company.
3) Mobile App Colory, designed to transform black and white photos into color.

Participated in online client meetings, conducted UX Research (interviews, online surveys, competitor analysis), formulated User Personas and Stories, designed User Flows, Wireframes, and Animated Prototypes.

Foundational skills in web development, including HTML markup, CSS styling, and responsive design principles.

Seeking to expand knowledge and skills through practical experience, dedicated to creating impactful and user-centered designs while continuing to grow expertise in UX/UI principles."
98342,"- Team Leader in the ""Search for Lost and Found Animals Project""
- Participated in the development of an animal search site
- Conducted research
- Demonstrated responsibility and met deadlines
- Possess excellent knowledge of computer graphics programs such as Figma, Illustrator, and Photoshop
- Experienced in teamwork
- Developed layouts for websites, web and mobile applications
- Strong desire to learn and improve skills
- Analyzed competitors and developed site maps and functions for the animal search project
- Created a user-friendly landing page for a furniture store by analyzing competitors, selecting references, and designing prototypes and UI pages
- Constantly improving skills and acquiring new ones to enhance competence
- Aspiring to work and grow as a UI/UX designer in a team of professionals"
98343,"Courses:
- Projector Institute (UX/UI Design)
- Coursera (Foundations of User Experience (UX) Design - Google)

Skills:
- Typography
- Auto Layout
- Wireframe
- Prototype
- User Experience
- UXD"
98344,"Experience:

- Proficient in translating abstract ideas into concepts and wireframes
- Skilled in creating MVP
- Participated in team projects
- Designed interfaces for websites and mobile applications
- Created projects such as Landing page, Web-service, Mobile App
- Utilized Design System to speed up project work and present wireframes quickly to customers

Education:

UI/UX Designer Course, GoIT School
Feb. 2023 - Aug. 2023

Skills:

- UI/UX design
- Team collaboration
- Project management
- Design System utilization"
98345,"• Created engaging e-commerce platforms, Landing pages, and mobile app interfaces.
• Collaborated closely with clients to understand their requirements and translate them into visually appealing design solutions.
• Applied design principles and responsive techniques to ensure user-friendly and visually appealing interfaces.
• Utilized Figma for efficient prototyping and iterative design processes.
• Attention to detail, ensuring precise implementation of designs.
• Effective communication skills and consistently met project deadlines."
98346,"- UI/UX design concept for online perfume store
- Development of prototypes
- Creation of user flow
- UI visualization of 18 web pages
- Presentation of design concept
- Redesign of landing page
- Preparation of analysis-documentation
- Prototyping
- UI page concept creation
- Creation of light/dark and adaptive versions"
98347,"- Completed two courses in Projector school focusing on e-commerce design, landing page creation, and non-profit organization projects
- Developed concepts and prototypes for various projects, with experience in presentation
- Conducted user interviews to gather feedback and insights
- Proficient in UI Kit creation using Figma
- Seeking a position to apply practical experience in photography, new skills in web design, and enhance theoretical knowledge in sociology"
98348,"Creation of turnkey sites, design development and assembly on a constructor. 100% positive feedback from customers. Development, animation, and design for games. Proficient in Figma. Basic knowledge of Photoshop and Illustrator, but primarily use a MACBOOK for design work."
98349,"Creative and friendly UI/UX designer with a passion for creating user-centered solutions. Experienced in graphic design, marketing, and project management. Skilled in developing website and mobile application designs, creating commercial offers and presentations, and designing various print materials. Proficient in product photography, photo processing, and retouching. Strong background in outdoor advertising design and social media content creation. Seeking a role in a collaborative and innovative environment to further develop my skills and contribute to impactful projects."
98350,"I have been studying for 4 months and during this time I have completed 1 successful team project and 2 individual projects. I excel in core technical skills, organizational ethics, and discipline. I find great satisfaction in creating websites that work perfectly, and I am highly motivated by learning new things. I thrive in challenging environments that push me beyond my limits and stimulate my critical thinking skills.

In my portfolio, I have three projects that demonstrate my expertise in UX/UI design:

1. Landing page project: Conducted competitor research, created a mood board, and focused on creating a user-friendly experience through UX/UI design.

2. India Cafe website redesign: Performed website analysis, worked on UX/UI design, and addressed aspects such as color schemes, responsiveness, typography, and prototyping. Created a UI kit and prepared the project for Behance.

3. Lost pet web service: Analyzed competitor services, created user personas, defined user flow, and incorporated features like pop-ups and a donation feature for animals in need. Worked on design systems and user experience (UX).

Currently, I am enrolled in UI/UX design courses at GOIT, where I have developed valuable skills in mobile and desktop application development. I am proficient in designing user interfaces for various platforms using tools like Figma, Adobe Photoshop, and Adobe Illustrator. My experience includes working with color schemes, typography, UI-kit, grid systems, website design prototyping, and mobile app development.

Key Skills:
- UX/UI design
- Competitor research
- User personas
- User flow
- Design systems
- Mobile and desktop application development
- Figma, Adobe Photoshop, Adobe Illustrator

Education:
- UI/UX design courses at GOIT

Professional Development:
- Participation in projects
- Involvement in the UX/UI process
- Collaboration with the team
- Gradual growth
- Mentorship and support in the field of UX/UI design."
98351,"I have been self-studying UX/UI Design for the past 3 years. During that time, I have completed small freelance projects, some of which are included in my portfolio. Additionally, I have worked on personal projects, the main one is 4ROLL — Dungeons & Dragons Digital Game Companion App, which is featured on my Behance and Dribbble profiles. Currently i don't have any work experience at companies yet, but I'm highly motivated to enhance my skills and knowledge. I'm eager to gain hands-on experience within a professional environment in order to fill this gap in my CV."
98352,"I completed the following courses: ""Fundamentals of Graphic Design"" from Coursera, ""Fundamentals of Design"", ""Graphic Design. Composition"", ""UI/UX. Projecting and design of interfaces"" from Creative Practice, and also watched videos from the courses: ""Profession Graphic designer"", ""Profession Web designer"", ""Profession UX/UI designer"" from Genius space, I am currently taking the course ""Web design + layout"" from Alpaca school. Currently, I have no work experience, but I actively developed in the field of design during the year, and participated in free and paid courses in various areas, such as: Graphic design, Web design, UI/UX design."
98353,"Currently working as an architectural and construction engineer with a desire to transition into UI/UX design. Completed UI/UX design course at IMT Academy. Proficient in Figma, Adobe Photoshop, and Adobe Illustrator. Some freelance designer experience. Portfolio of training projects available on Behance."
98354,"Data Entry
Health App Ornament
Aug 2020 - Feb 2023

-Entering user data from recipes, recommendations, extracts, etc.
- Fulfillment of instructions of the director.

Technical Support Consultant
IT Con
Gaming
Jan 2017 - Jun 2020

- Consulting users on technical issues (mail processing, receiving calls, conducting correspondence in an online consultant)
- Managing payments and making reports."
98355,"- 4 pet projects including Pet Search Project
- Dating app based on artificial intelligence for suggesting compatible pairings
- Pet search web service team project for helping lost animals find owners
- Landing page design for Citroen C4 showcasing advantages and characteristics
- Redesigned website for CrossFit CENTRAL with focus on visual design and user experience
- Experience in results-driven design projects with open team collaboration
- Strong focus on design and creating user-friendly experiences
- Ability to work in a friendly and respectful atmosphere
- Experience with partially remote work and corporate training
- Demonstrated career growth within previous company"
98356,"» Dec. 2021/ Present 
   Marketing designer (Inoxoft)
• Development and work on updating the site
• Mentoring work
• Design of marketing materials
• Creation of corporate presentations
• Creation of the company's branded products
• Design case studies for Behance and others platforms

» Oct. 2022/Present
   Teacher of digital design for children (part-time)
   (GoITeens — IT Academy for teens and kids) 
• I teach digital design to children

» May 2019/ Dec. 2021
Graphic designer and illustrator (Awkward styles)
• Design of the site
• Development of illustrations and prints for the company's products

» 2017/ 2022
Graphic designer and illustrator (Freelance)
• Development of banners and printing products
• Creation of illustrations
• Instagram design"
98357,"Experience:

Delivery / Call Center Operator
May 2021 - Present Time

Web Studio / SMM Specialist
2019 - 2021

Sociology / Call Center Operator
June 2020 - August 2020

Skills:
- Crisis management
- Operations restoration
- Team collaboration
- Project participation
- Customer service
- Social media management
- Communication skills
- Problem-solving
- Attention to detail"
98358,"Passionate designer with experience in UI/UX design. Skilled in user research, creating user stories, job stories, user flows, low-fidelity and hi-fidelity prototypes. Proficient in Photoshop, Figma, Axure, and InVision. Previous work experience as SMM and Content Specialist. Seeking opportunities to further develop skills and gain experience in the design field."
98359,"Skills:
- Proficient in Figma for prototyping, wireframes, CJM's, mind maps, animations, UX research, UI creation, landings, adaptive design, documentation, and mockups
- Experienced in After Effects for custom motion animations
- Knowledgeable in Premiere Pro for video editing for websites
- Skilled in Photoshop for image editing
- Familiar with Illustrator for graphic design"
98360,"Design of the Alaska Peters site
- Remaking of barbecue restaurant website located in New York, USA
- Updated design and menu to improve attractiveness and user experience

Developed web service Clin Fix
- Helps users quickly find service providers for cleaning, gardening, etc.
- Connects workers with customers for various services"
98361,"- Successfully helped a start-up organization establish a recognizable identity from scratch, leading to increased website traffic and customer engagement
- Completed UI/UX & Web Design courses in 2018
- Proficient in designing/redesigning websites, landing pages, dashboards, and mobile apps
- Skilled in responsive design and corporate style/identity development
- Experienced in prototyping, UI kits creation, and designing POS materials for printing
- Knowledgeable in developing souvenir products and designing web banners/graphic materials for social media
- Capable of creating infographics, presentations, and processing digital images/photos
- Seeking a position in an international (preferably product) IT company with challenging projects and a team of professionals"
98362,"I participated in a hackathon where I listened to lectures on gender inequality, stereotypes, and ways to encourage girls to pursue engineering specialties. My team developed a chat-bot aimed at helping individuals choose a specialty by providing information on engineering and biological fields. We won the competition and began developing the bot in online girlfriend mode, incorporating a test feature with questions curated by a prophorientologist. 

Additionally, I developed databases for an automated workstation in a hospital setting as part of a course project. I utilized programs such as SQL Management Studio and Visual Studio in the C# programming language for this project. 

Currently, I am studying UX design and enrolled in a course from Google to enhance my skills. I am in the process of creating my portfolio and seeking an internship opportunity."
98363,"- Helped a volunteer organization create a website design for a dog shelter
- Developed impactful landing pages and websites for various clients
- Collaborated closely with cross-functional teams to ensure user-centered design solutions
- Translated client requirements into visually appealing and intuitive user interfaces
- Implemented effective usability testing methodologies to identify areas of improvement
- Contributed to the overall success of projects by delivering high-quality designs on time"
98364,"- Designed an application for people who suffer from panic attacks, aimed at self-education and reducing panic attacks as a pet-project
- Developed a pet-project with a team as part of the course ""Free UI/UX Design Course for Ukrainians (2022) by Taras Shypka"" (4 months), serving as a UX researcher and UI designer
- Project duration: 5 weeks"
98365,"Currently taking UX skill improvement courses from Google and Coursera, with completion of the second course and intention to complete all 7 available courses. Responsible for the development of a subscription-based charity website design, including analyzing competitors, highlighting unique aspects of the charity, presenting project information clearly, and designing the website from scratch within a short timeframe. Ongoing work to improve the website based on previous results. Project: Save Ukraine Now(IF) 1 Day Donate."
98366,"Designed a website for Devin, participated in the development of projects for the company, and contributed to the design of a mobile application for an insurance company. 
Worked as a freelance developer from April 2021 to July 2021, focusing on creating effective products that address user needs and tasks."
98367,"I am actively searching for myself and looking to advance and grow in the field of IT. Currently, I am self-studying UX/UI design and working with Figma. I am a quick learner and enjoy discovering new things. I am ready to work hard and explore new fields that are unfamiliar to me. Have worked as a sales manager and also have experience working in a printing company involved in the production of plastic cards and printing project documentation."
98368,"UI/UX School - Genesis Academy, Complex Internet Marketing course at Para school, Web Design Junior, Web Design Beginning courses at Projector.
Internship at Star company working on 2 projects (app for document verification and a group of apps in sport and health, racing theme). 
Used tools: Figma, AdobePhotoshop. 
Responsibilities: screens design development, adaptation to iOs/Android, screenshots of the app in App Store, Google Play."
98369,"I completed Google's UX/UI design course on Coursera, gaining knowledge and skills in design principles, tools, and programs. Currently working on pet projects to apply my knowledge and develop further. Completed three projects as part of the Coursera course and continue to work on pet projects to enhance skills and experience. Strive for continuous improvement in providing high-quality, user-friendly solutions while maintaining creativity."
98370,"I am dedicated and conscientious in my work, very sociable. I can work in a team. I accept constructive criticism. During my studies, I learned the basics of web design, including moodboard, grids, typography, UI-kit, and adaptation. I created a website for selling apartments and a web service with fellow students, mastering principles of person, user-flow, and smart-animate. I also created a mobile application. Specializing in UI/UX for web and mobile applications, I do full cycle design, focusing on results, design, and open team collaboration. I value mutual respect, a friendly atmosphere, possibility of remote work, corporate training, development, and career growth. Let’s create something great together that will really work and make profit."
98371,"During my studies, I successfully created intuitive and aesthetic interfaces for websites and mobile applications. The projects ranged from landing pages to complex web services. I conducted user research and analyzed competitors to create the most simple and understandable interface. My pet project is creating a landing page for registering for educational courses.

During my UI/UX Design courses, I created 5 projects which included landing pages, a website, a webservice, website and a mobile app.

Flower Lover: Created a flower delivery landing page to attract users and facilitate flower orders. The platform allows users to explore flower options, place orders, and find delivery information.

House Hopper: Developed a web service for finding and booking accommodation worldwide. The service caters to property owners and guests, offering functions to search for properties, make reservations, communicate with owners, and access travel information.

Exciting projects: Seeking to join a team working on impactful projects. Ready to contribute to innovative UX/UI solutions.

Skill development: Eager for opportunities to grow and learn in UX/UI design. Looking to collaborate with experienced professionals for professional development.

Teamwork: Value being part of a collaborative team where ideas and experiences are shared. Desire to communicate and learn from colleagues."
98372,"- Team Leader in the project ""Techgen IT"", responsible for managing designers, organizing work, distributing tasks, and communicating with developers. Also explained the design of the solution and demonstrated design animation.

General Accomplishments:
- Designed user interfaces (UI) and user experiences (UX).
- Prototyped interfaces and tested them with user research for usability and efficiency.
- Utilized design tools such as Figma, Adobe Photoshop, and Adobe Illustrator.

Freelance Experience:
- Team Lead UI UX Designer for a multi-page website for an IT Community, coordinating the work of designers and managing the project.
- UI UX Designer for a landing page for a company providing house design services, showcasing completed projects and services.
- UI UX Designer for a mobile application for searching and buying air tickets, focusing on creating a user-friendly interface. 

Seeking a position where I can apply my knowledge and skills, I am a responsible and proactive individual with work experience, open to constructive criticism, and always focused on achieving results."
98373,"I was a team leader in two team projects - ""Neaty Kitty"" and ""Tap the Table"". I have 2 own Pet-projects - redesign of sports bar ""Yours Sports Bar"" and design of Tattoo Studio landing page. During the study in GoIT I created 4 projects. 1. Landing page for Tattoo Salon. 2. Redesign of website for sports bar ""Yours Sports Bar"". 3. Team project ""Neaty Kitty"". 4. Team project ""Tap the Table"". All projects were carried out in Figma, there are cases on Behance."
98374,"I have experience working on two joint team projects: the web service ""Lost Pets"" for finding missing animals and the development of a Mobile application. Additionally, I have worked on redesigning a hotel and restaurant complex and creating a Landing page for Citroen C4. 

In my role, I have analyzed competitors, created personas, developed low and high accuracy prototypes, and filled the projects with high-quality content. I have completed the full design cycle for each project. 

I am a novice UI/UX designer who is eager to learn and develop new skills. I am able to work effectively both independently and as part of a team."
98375,"During training courses, I performed various tasks related to design for landing pages, websites, web services, mobile applications, and adaptive design. One notable project I worked on was the web service Openmind, which was created in a team setting. The main objective of this project was to develop a web service for couchsurfing, allowing users from around the world to find free housing in their desired country or offer their services in exchange for accommodation. 

My responsibilities included conducting competitor analysis, creating personas and user stories, designing user flows, developing detailed wireframes, and improving the UI. Specifically, I was involved in creating a profile for a host girl, designing the UI and UX for the host profile (including registration, adding housing, and profile management), and adapting the design for mobile phones and tablets. Additionally, I contributed to creating a UI-kit for the project."
98376,"Julia

Passionate UX/UI designer with experience in Figma and team collaboration. Completed course at GoIT. Skilled in competitor analysis, defining target audience personas, user journey mapping, wireframing, prototyping, and mobile/web design. Projects include:
- Supermarket app: Designed intuitive interface for Buyland app to streamline checkout process
- Library app: Created onboarding and main pages with delightful animations
- Flower app: Designed onboarding, registration, main page, and card with animations
- Clean Up website: Developed user-friendly web service for cleaning company promotion
- IT school dashboard: Designed interactive dashboard
- Real estate website redesign: Targeted married couples in Florida for Mainsail Realty Company

Seeking challenging role with growth opportunities for personal and professional development."
98377,"- Developed landing page for jewelry store to increase audience engagement
- Created advertising banners and creatives
- Actively engaged in self-training in various design styles
- Continuously improving design skills and staying up-to-date with modern trends
- Freelance work includes creating online stores, landing pages, banners, and mobile interfaces
- Adheres to correct project design sequence, sketching, and prototyping principles
- Proficient in understanding user interface perception and compositional interface construction
- Interested in working on diverse projects such as e-commerce, landing pages, and mobile application interfaces"
98378,"- Skilled in using Figma, Photoshop, Illustrator, Corel Draw, and Canva for graphic design and website development
- Proficient in usability and UX methodology
- Experienced in creating responsive/adaptive design for websites and mobile applications
- Strong understanding of graphic design principles, typography, and color theory
- Ability to conduct research, analyze competitors, and define target audience for website projects
- Expertise in creating wireframes and optimizing designs for different devices and screen resolutions
- Capable of developing compelling calls to action and aesthetically pleasing designs to enhance user experience
- Effective team player with analytical and creative thinking skills
- Successfully completed projects including real estate website redesign and pet search web-service
- Proven track record of delivering high-quality work that demonstrates creative thinking skills."
98379,"Hard skills:

- Sitemap and Userflow
- Analysis of CA and competitors
- Typography and colors
- Creation of mood boards
- Knowledge of UX/UI principles
- Lo-fi Hi-fi layouts
- Prototyping
- User testing
- UI and UI-kit
- Adaptive design

Soft skills:

- Argumentation of decisions
- Communication skills
- Adaptability to project requirements
- Team work
- Attention to details
- Self-motivation
- Workflow organization
- Project management skills
- Determination of priorities
- Creativity
- Time management

Experience:

E-commerce:

- Automated ordering goods for new manufacturers combining trends, textiles, and materials
- Developed a user-friendly website with a functional shopping cart and order placement features
- Achieved top results in CSAT, Completion rate, and Task time metrics during prototype testing

Landing:

- Designed a stylish landing page to promote pet adoption from shelters
- Created an attractive interface with interactive elements to engage users
- Utilized 10 blocks to present project details and combat myths about animals in shelters

Summary:

Enthusiastic and eager to learn professional with experience in developing web applications, adaptive design, and designing prototypes. Deep understanding of UX and UI principles with proficiency in Figma. Skilled in planning, structuring, and adapting to changes while maintaining attention to detail. Strong team player with excellent communication and time management skills."
98380,"Experience

I am a self-motivated junior UX/UI designer with a passion for detail. Designing is my calling, and UX/UI is my passion. I have significant prior experience in furniture and interior design, as well as successful projects in landing page design, redesign, web services, and mobile applications. This experience enables me to create user interfaces that are intuitive, aesthetically appealing, and provide maximum value to users. I approach design with a deep understanding of user needs, crafting solutions that are both user-friendly and visually appealing. I am always open to new challenges and ready to grow within a team of creative professionals.

Project Experience

· Landing page BusinessUp by Podvigina
Designed landing page for the practical course ""BusinessUp by Podvigina."" Completed the design within a tight deadline, incorporating a UI kit and animation elements.

· FinEasy Web Service
Designed FinEasy, a collaborative web service for accountants and entrepreneurs, as part of a team effort. Led UX research, created personas, developed user flows, and designed adaptive UI components with engaging animations. Ensured seamless adaptation across devices for an enhanced user experience.

· Redesign of Mexican Restaurant Website
Redesigned the website of a Mexican restaurant, conducting competitor analysis, creating wireframes, implementing UI design, and incorporating adaptation and animation using Figma to enhance the user experience.

· Urban Festival Landing Page Design
Incorporated the complete design cycle for the Urban Festival, including landing page design, competitor analysis, wireframing, UI development, and responsive adaptation for tablets and mobile devices."
98381,"2020
Mobios School
Completed UX/UI design and mobile design courses

2021
Projector
Completed junior web designer courses by Alex Kim and Den Potapov
Completed font logo courses by Kate Jacushek

Experience:
- Banner design for social media and print outdoor advertising
- Customer briefing
- Basic UX research, competitor analysis, business area analysis, creation of personas, CJM, User Flow
- Creating interactive prototypes
- Utilizing typography, grids, colors, mood, and atmosphere in design
- Designing adaptive landing pages, e-commerce sites, corporate sites, and mobile applications
- Developing project presentations and presenting them to clients
- Logo design"
98382,"Experience:
- One month freelance project as a UI/UX designer
- Responsibilities included finding references, creating sketches, making wireframes and prototypes, redesigning old applications, creating YouTube and Instagram banners and intros, and designing or redesigning logos

Skills:
- Proficient in Adobe Photoshop, Figma, InDesign
- Basic knowledge of InVision, Illustrator, HTML/CSS
- Advanced English language skills
- Strong communication skills
- Organized working process
- Effective time management

Aims:
- Develop skills in UX design
- Solve problems in website UX and create great experiences
- Grow and develop in a team of professionals in the field of UX design"
98383,"*Completion of basic UI/UX course in Hillel IT School
*Completion of UI/UX webinar from GoIt school
*Create a portfolio with several pet-projects

Experience:
Research Manager, Entertainment/Crypto Company
- Conducted research, collected and analyzed information on target audience, competitors, and legal policies of target countries
- Participated in project UI/UX and regression testing with QA department
- Worked in this role for 1 year and 3 months

Projects:
Destin/Tattoo
- Conducted competitors analysis and comparison for a tattoo salon website
- Redesigned website with improved UX, colors, typography, and user flow using Figma

HelpPets
- Participated in competitor analysis and creation of Typography and UIKit for a web-service
- Provided ideas for useful features, such as AI assistance in pets movement prediction
- Designed user flow and UI for users who lost pets using Figma and Adobe Photoshop

Skills:
- Proficient in Figma and Adobe Kit
- Familiar with Miro and other similar tools
- Interested in animations, mock-ups, and 3D design

Note: Not interested in implementing frontend via JS or performing deployment."
98384,"EXPERIENCE

Web service for finding lost pets (team project)
- Created persona and Jobs-to-be-done
- Developed pages for ""lost"" and ""found"" animals, ""my ads"", and a form for creating ads
- Implemented drop-down lists
- Collaborated effectively in a team environment

Redesign/India cafe (independent work)
- Redesigned website to create a minimalist design
- Improved accessibility, structure, and visual hierarchy
- Achieved modern and user-friendly design

Flower shop (landing page)
- Designed one-page website for advertising bouquet delivery
- Created modern and user-friendly design with unique color scheme
- Showcased flower arrangements and streamlined ordering process

OBJECTIVE
Seeking a full-time position in a company focused on simplifying everyday life and business processes. Looking for a role that offers opportunities for growth, learning, mutual respect, and a positive work environment."
