,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Score
2659,0.73439,0.867195,0.6901574,0.8450787,0.6504375,0.82521874,0.6102877,0.80514383,0.7037349,0.85186744,0.73006845,0.8650342,0.69940364,0.8497018,0.69666755,0.8483338,0.70673954,0.8533698,0.7303289,0.86516446
2660,0.72279423,0.86139715,0.69180954,0.84590477,0.64881223,0.82440615,0.6192169,0.80960846,0.6756011,0.83780056,0.6842381,0.84211904,0.6774896,0.83874476,0.6835575,0.84177876,0.66917235,0.83458614,0.68256944,0.84128475
2741,0.63685155,0.8184258,0.5525036,0.7762518,0.515882,0.757941,0.5665765,0.78328824,0.5323377,0.76616883,0.481628,0.740814,0.45163754,0.72581875,0.4874558,0.7437279,0.5067495,0.75337476,0.46805355,0.7340268
2766,0.7570723,0.87853616,0.81127596,0.905638,0.71859014,0.85929507,0.6426456,0.8213228,0.7189582,0.85947907,0.70801806,0.85400903,0.66221356,0.8311068,0.7691319,0.88456595,0.7018153,0.8509077,0.6774907,0.83874536
2793,0.73654413,0.86827207,0.7766857,0.88834286,0.64434767,0.82217383,0.6378021,0.81890106,0.70633745,0.8531687,0.6821573,0.84107864,0.66063464,0.8303173,0.74810433,0.87405217,0.6766534,0.8383267,0.6780486,0.8390243
2810,0.7554697,0.87773484,0.73968136,0.8698407,0.70122695,0.8506135,0.63310754,0.8165538,0.6813881,0.84069407,0.6643572,0.8321786,0.57645977,0.7882299,0.7165319,0.85826594,0.65004194,0.82502097,0.61455166,0.80727583
2824,0.7379837,0.86899185,0.76363426,0.8818171,0.7054386,0.8527193,0.69368875,0.8468444,0.7595594,0.8797797,0.67514116,0.83757055,0.6693158,0.8346579,0.7476464,0.87382317,0.7339789,0.8669895,0.7038933,0.85194665
3002,0.74508667,0.87254333,0.6744081,0.83720404,0.667512,0.83375597,0.6623664,0.8311832,0.65221024,0.8261051,0.680095,0.8400475,0.6636389,0.8318194,0.667873,0.8339365,0.6739464,0.8369732,0.67946815,0.8397341
3021,0.70971406,0.854857,0.6686144,0.8343072,0.5928856,0.7964428,0.5890393,0.79451966,0.65133333,0.82566667,0.58244455,0.7912223,0.56437886,0.7821894,0.6171089,0.8085544,0.59072423,0.7953621,0.57764006,0.78882
3093,0.76331306,0.8816565,0.70539105,0.8526955,0.6775775,0.83878875,0.6606803,0.83034015,0.7173046,0.8586523,0.74085724,0.8704286,0.6884544,0.8442272,0.71984583,0.8599229,0.7184676,0.8592338,0.72466254,0.8623313
3105,0.80195284,0.9009764,0.69097364,0.8454868,0.69364166,0.84682083,0.5916105,0.7958052,0.7242716,0.86213577,0.76279277,0.8813964,0.68545413,0.84272707,0.70263743,0.8513187,0.6644064,0.8322032,0.73565996,0.86783
3113,0.636716,0.818358,0.5739447,0.78697234,0.570562,0.785281,0.5400857,0.77004284,0.56235915,0.78117955,0.63885677,0.8194284,0.54829174,0.77414584,0.6158544,0.8079272,0.5717101,0.78585505,0.6076088,0.8038044
3118,0.7192544,0.8596272,0.70023495,0.85011744,0.64778936,0.8238947,0.64743984,0.8237199,0.666258,0.833129,0.67182267,0.83591133,0.6305483,0.8152741,0.6950784,0.8475392,0.68317527,0.84158766,0.6772864,0.8386432
3120,0.69769603,0.848848,0.70779645,0.8538982,0.65435815,0.8271791,0.6473094,0.8236547,0.6543276,0.8271638,0.6321986,0.8160993,0.6133073,0.8066536,0.6977111,0.84885556,0.64879274,0.8243964,0.65120584,0.8256029
3122,0.7353141,0.86765707,0.66378176,0.8318909,0.6662407,0.83312035,0.55935705,0.7796785,0.67122316,0.8356116,0.712455,0.8562275,0.58251333,0.79125667,0.7047973,0.85239863,0.66448396,0.832242,0.6514535,0.82572675
3123,0.7606931,0.88034654,0.67550975,0.83775485,0.67421836,0.8371092,0.61352,0.80676,0.7223172,0.8611586,0.7664033,0.88320166,0.6971429,0.8485714,0.7418338,0.8709169,0.71229905,0.85614955,0.7229028,0.8614514
3133,0.7630367,0.88151836,0.64925003,0.824625,0.67184657,0.8359233,0.6106401,0.80532,0.6973623,0.84868115,0.7709633,0.88548166,0.6699333,0.83496666,0.7270565,0.86352825,0.6696994,0.8348497,0.7267095,0.86335474
3134,0.8035886,0.9017943,0.7119026,0.8559513,0.7141239,0.857062,0.6272169,0.8136084,0.748133,0.8740665,0.7743088,0.8871544,0.67664635,0.8383232,0.7291319,0.86456597,0.68905264,0.8445263,0.71705866,0.8585293
3135,0.74662447,0.87331223,0.6919819,0.84599096,0.68986785,0.8449339,0.6017913,0.8008957,0.69831586,0.8491579,0.7042444,0.8521222,0.60887265,0.8044363,0.68773574,0.8438679,0.63105285,0.8155264,0.64910376,0.8245519
3136,0.7151023,0.85755116,0.7375513,0.8687756,0.6733264,0.8366632,0.6244732,0.8122366,0.6792575,0.83962876,0.67815423,0.8390771,0.6364383,0.8182192,0.7342783,0.86713916,0.685375,0.8426875,0.67581815,0.8379091
3137,0.74267894,0.87133944,0.6501467,0.82507336,0.64494705,0.8224735,0.5691613,0.78458065,0.6624942,0.8312471,0.718222,0.859111,0.6123706,0.8061853,0.69319916,0.8465996,0.630991,0.8154955,0.6688081,0.83440405
3138,0.73588896,0.8679445,0.645885,0.8229425,0.66969633,0.83484817,0.6263374,0.8131687,0.6537167,0.82685834,0.6991768,0.8495884,0.61091137,0.8054557,0.675321,0.8376605,0.633971,0.8169855,0.66109586,0.8305479
3139,0.74692714,0.8734636,0.6771779,0.83858895,0.6834054,0.8417027,0.61402404,0.807012,0.68824005,0.84412,0.7207991,0.86039954,0.60988045,0.8049402,0.7058877,0.85294384,0.66694117,0.8334706,0.6648114,0.8324057
3140,0.77242243,0.8862112,0.6680088,0.8340044,0.64870226,0.82435113,0.5863846,0.79319227,0.699203,0.8496015,0.74030185,0.8701509,0.65751183,0.8287559,0.70046526,0.8502326,0.64424646,0.8221232,0.6827627,0.8413813
3141,0.6768312,0.8384156,0.68242717,0.8412136,0.6112443,0.80562216,0.5827298,0.7913649,0.63094217,0.81547105,0.6507536,0.8253768,0.55306697,0.7765335,0.6576406,0.8288203,0.62035835,0.8101792,0.626881,0.8134405
3142,0.78716815,0.8935841,0.70874786,0.85437393,0.71068203,0.855341,0.6362144,0.8181072,0.73986495,0.8699325,0.7713585,0.88567924,0.6971058,0.84855294,0.74988717,0.8749436,0.6977347,0.84886736,0.7351379,0.86756897
3143,0.7808732,0.8904366,0.70642,0.85321,0.69371563,0.8468578,0.59325814,0.7966291,0.71905327,0.85952663,0.76895434,0.88447714,0.7108032,0.85540164,0.7343654,0.86718273,0.66913533,0.83456767,0.7435483,0.87177414
3144,0.7088562,0.8544281,0.64224434,0.82112217,0.68093497,0.84046745,0.57832605,0.789163,0.6701499,0.83507496,0.7025231,0.85126156,0.59093225,0.7954661,0.7059742,0.8529871,0.60570824,0.8028541,0.6378757,0.81893784
3145,0.64854014,0.82427007,0.6356153,0.8178077,0.5914245,0.79571223,0.58213073,0.79106534,0.6212883,0.81064415,0.59463507,0.7973175,0.59582686,0.79791343,0.6112266,0.8056133,0.6120403,0.80602014,0.59812534,0.79906267
3146,0.7251477,0.86257386,0.61180836,0.80590415,0.63976026,0.8198801,0.5609073,0.7804537,0.67021775,0.8351089,0.71871734,0.85935867,0.60739434,0.80369717,0.6756302,0.8378151,0.60813403,0.804067,0.65475136,0.82737565
3147,0.7489632,0.87448156,0.6778703,0.83893514,0.6761476,0.8380738,0.64491504,0.82245755,0.6806263,0.84031314,0.70601237,0.8530062,0.62838304,0.8141915,0.7126018,0.8563009,0.67803836,0.8390192,0.6951107,0.84755534
3148,0.7453397,0.8726698,0.64923716,0.8246186,0.6448414,0.8224207,0.5451687,0.7725843,0.6939361,0.84696805,0.79270184,0.8963509,0.6836693,0.84183466,0.7077017,0.85385084,0.6579702,0.8289851,0.7366631,0.86833155
3149,0.7518116,0.8759058,0.6680988,0.8340494,0.6201165,0.81005824,0.62498116,0.8124906,0.68224037,0.8411202,0.69772094,0.8488605,0.65555924,0.82777965,0.66513395,0.832567,0.6297283,0.81486416,0.6622149,0.83110744
3150,0.7780533,0.88902664,0.6440818,0.8220409,0.67179364,0.83589685,0.6181621,0.8090811,0.696329,0.8481645,0.7687336,0.8843668,0.62195873,0.81097937,0.72878015,0.8643901,0.64732873,0.82366437,0.71022063,0.8551103
3153,0.7014361,0.850718,0.6835611,0.84178054,0.6732021,0.836601,0.62222606,0.811113,0.67659026,0.8382951,0.66022706,0.83011353,0.6527673,0.82638365,0.67570066,0.83785033,0.66829586,0.83414793,0.6623336,0.8311668
3155,0.66473424,0.8323671,0.59966135,0.7998307,0.61439776,0.8071989,0.5158761,0.757938,0.5898311,0.79491556,0.5472883,0.77364415,0.52644706,0.7632235,0.5693592,0.7846796,0.49911377,0.7495569,0.5205725,0.7602862
3156,0.79602194,0.89801097,0.6631657,0.83158284,0.68816394,0.844082,0.5940498,0.7970249,0.7239604,0.8619802,0.72881484,0.8644074,0.6033522,0.8016761,0.69668955,0.8483448,0.6043334,0.8021667,0.67292595,0.836463
3157,0.7451942,0.8725971,0.67706597,0.838533,0.6990683,0.84953415,0.6384885,0.81924427,0.6943215,0.84716076,0.7282419,0.86412096,0.6202737,0.81013685,0.71005076,0.8550254,0.6780127,0.83900636,0.70441175,0.8522059
3158,0.6400685,0.82003427,0.57823443,0.7891172,0.55111396,0.775557,0.53308433,0.7665422,0.5673949,0.7836975,0.6131252,0.8065626,0.5547399,0.77737,0.59234595,0.796173,0.558044,0.779022,0.5643336,0.78216684
3159,0.7578738,0.8789369,0.6310134,0.8155067,0.6496372,0.8248186,0.5323583,0.76617914,0.69551027,0.84775513,0.76140404,0.880702,0.6365571,0.81827855,0.6911598,0.84557986,0.59164685,0.79582345,0.68094075,0.8404704
3160,0.771181,0.8855905,0.68075275,0.8403764,0.6524194,0.82620966,0.60813105,0.8040655,0.70984805,0.854924,0.7295989,0.86479944,0.66261226,0.8313061,0.70767224,0.8538361,0.6720767,0.83603835,0.693674,0.84683704
3161,0.8177594,0.9088797,0.7567049,0.87835246,0.7322345,0.86611724,0.6705987,0.8352994,0.7668847,0.88344234,0.75742614,0.8787131,0.6696763,0.83483815,0.7719379,0.8859689,0.705508,0.852754,0.7566596,0.8783298
3162,0.74481696,0.8724085,0.61627567,0.80813783,0.63521796,0.81760895,0.5904466,0.7952233,0.6496758,0.8248379,0.67410415,0.8370521,0.58423966,0.79211986,0.66411984,0.8320599,0.6025394,0.8012697,0.6387995,0.8193997
3186,0.80669254,0.9033463,0.7292975,0.86464876,0.71843266,0.85921633,0.65838015,0.8291901,0.80066264,0.9003313,0.7645268,0.8822634,0.6938745,0.84693724,0.74498165,0.8724908,0.69491076,0.8474554,0.73584926,0.86792463
3225,0.6510868,0.8255434,0.68991977,0.84495986,0.6041287,0.80206436,0.66411865,0.8320593,0.6151235,0.80756176,0.5716851,0.78584254,0.56763256,0.7838163,0.62982523,0.8149126,0.6010301,0.80051506,0.5886537,0.79432684
3315,0.66243124,0.8312156,0.60186064,0.8009303,0.6150193,0.80750966,0.54406923,0.77203465,0.6043635,0.8021817,0.6897652,0.8448826,0.59910285,0.7995514,0.6639739,0.83198696,0.6247908,0.8123954,0.6391514,0.81957567
3321,0.7294212,0.86471057,0.69491684,0.8474584,0.6597774,0.8298887,0.63825077,0.8191254,0.705059,0.8525295,0.6897775,0.84488875,0.64114594,0.820573,0.71522915,0.8576146,0.6395028,0.8197514,0.6512977,0.82564884
3332,0.70559,0.852795,0.66658616,0.8332931,0.71716976,0.8585849,0.61030936,0.8051547,0.6506411,0.82532054,0.6491655,0.82458276,0.53446513,0.76723254,0.664513,0.8322565,0.6134437,0.8067218,0.58715725,0.7935786
5877,0.6784097,0.83920485,0.7324824,0.8662412,0.6416,0.8208,0.62022465,0.81011236,0.67824376,0.8391219,0.6693608,0.83468044,0.65073127,0.82536566,0.65252525,0.8262626,0.6741657,0.83708286,0.67464006,0.83732
5981,0.78925675,0.8946284,0.70459664,0.8522983,0.7405458,0.8702729,0.6715381,0.83576906,0.70870423,0.8543521,0.67476547,0.83738273,0.6102705,0.80513525,0.71394783,0.8569739,0.6774328,0.8387164,0.6534066,0.8267033
6043,0.7469811,0.8734906,0.66586936,0.8329347,0.6294098,0.8147049,0.6199508,0.8099754,0.70684564,0.8534228,0.7362988,0.8681494,0.6824673,0.8412336,0.68195057,0.8409753,0.71692145,0.8584607,0.7075225,0.85376126
6078,0.7433388,0.8716694,0.6985922,0.8492961,0.66358054,0.83179027,0.67051375,0.8352569,0.7186794,0.8593397,0.69523567,0.84761786,0.6403417,0.8201709,0.6781405,0.83907026,0.7017052,0.8508526,0.6809964,0.8404982
6081,0.7850926,0.8925463,0.6787287,0.83936435,0.70389724,0.8519486,0.6782644,0.8391322,0.71391535,0.8569577,0.7559248,0.8779624,0.6784597,0.8392298,0.7114675,0.85573375,0.69139445,0.8456972,0.6993133,0.84965664
6082,0.71024716,0.8551236,0.6431633,0.82158166,0.6184839,0.80924195,0.611794,0.805897,0.68166065,0.8408303,0.734334,0.867167,0.71822435,0.85911214,0.6908877,0.84544384,0.7304193,0.86520964,0.7282369,0.86411846
6090,0.66134703,0.8306735,0.6024946,0.8012473,0.5785949,0.78929746,0.5937065,0.79685324,0.5814778,0.79073894,0.6182513,0.80912566,0.5806241,0.79031205,0.6289649,0.81448245,0.59543455,0.7977173,0.6110182,0.8055091
6127,0.7717811,0.88589054,0.772755,0.8863775,0.74739325,0.8736966,0.6331971,0.81659853,0.7583214,0.8791607,0.77666724,0.8883336,0.6797288,0.8398644,0.78305244,0.8915262,0.67087597,0.835438,0.7289683,0.8644842
6211,0.68664044,0.84332025,0.7020587,0.85102934,0.6418395,0.82091975,0.57322407,0.78661203,0.65817004,0.829085,0.6693646,0.8346823,0.63420874,0.81710434,0.6863228,0.8431614,0.6240747,0.81203735,0.64680004,0.8234
6213,0.7586864,0.8793432,0.65263623,0.82631814,0.60994697,0.8049735,0.5874108,0.7937054,0.6817608,0.8408804,0.6790087,0.83950436,0.6198479,0.80992395,0.6423689,0.82118446,0.6484433,0.8242216,0.64811814,0.82405907
6214,0.7195592,0.8597796,0.65249956,0.8262498,0.63240826,0.81620413,0.5627683,0.7813841,0.65451634,0.82725817,0.6981683,0.84908414,0.63449955,0.8172498,0.63030434,0.81515217,0.656931,0.82846546,0.6590315,0.82951576
6231,0.7424106,0.87120533,0.6927289,0.84636444,0.65540075,0.8277004,0.61821735,0.8091087,0.6780447,0.83902234,0.6951637,0.84758186,0.6639039,0.831952,0.68644094,0.8432205,0.67831963,0.83915985,0.6774071,0.8387035
6232,0.79882693,0.89941347,0.7074174,0.85370874,0.73313713,0.86656857,0.6449354,0.8224677,0.7379192,0.8689596,0.7525933,0.87629664,0.6652001,0.83260006,0.74622226,0.8731111,0.6824777,0.84123886,0.7402617,0.87013084
6233,0.7735338,0.8867669,0.7126314,0.85631573,0.69315326,0.84657663,0.6017077,0.80085385,0.7073693,0.85368466,0.6938781,0.8469391,0.60277104,0.8013855,0.7002684,0.8501342,0.6408788,0.8204394,0.62944114,0.8147206
6239,0.6745965,0.8372983,0.62966317,0.8148316,0.5980743,0.79903716,0.58979523,0.7948976,0.6007621,0.80038106,0.6934553,0.8467276,0.6190175,0.80950874,0.65942764,0.8297138,0.6693927,0.83469635,0.6777526,0.8388763
6240,0.76729405,0.883647,0.6946698,0.84733486,0.6627975,0.8313987,0.5974365,0.7987182,0.72916317,0.8645816,0.7443751,0.87218755,0.6914488,0.8457244,0.68622696,0.8431135,0.6772884,0.8386442,0.7049758,0.8524879
6254,0.76901865,0.8845093,0.7855942,0.8927971,0.6851027,0.84255135,0.661888,0.830944,0.7601006,0.8800503,0.72480595,0.862403,0.697381,0.8486905,0.79694724,0.8984736,0.70836353,0.85418177,0.73066986,0.8653349
6255,0.68845224,0.8442261,0.6236478,0.8118239,0.6291154,0.8145577,0.55116016,0.77558005,0.6425333,0.82126665,0.67673266,0.8383663,0.63308346,0.81654173,0.64356244,0.8217812,0.64995116,0.8249756,0.6505281,0.82526404
6342,0.60838187,0.80419093,0.6099352,0.80496764,0.5392431,0.76962155,0.5205606,0.7602803,0.58054996,0.790275,0.58928525,0.7946426,0.5795846,0.7897923,0.5940443,0.79702216,0.5458767,0.7729384,0.54910064,0.7745503
7630,0.6954584,0.8477292,0.7122992,0.8561496,0.5844557,0.79222786,0.635346,0.81767297,0.66470516,0.8323526,0.66176254,0.83088124,0.6848018,0.8424009,0.7023492,0.8511746,0.6871259,0.84356296,0.73198426,0.8659921
7654,0.7060844,0.8530422,0.6384368,0.8192184,0.59726566,0.79863286,0.5517355,0.77586776,0.6259883,0.8129941,0.6759277,0.8379638,0.5685314,0.7842657,0.6311114,0.8155557,0.59973955,0.7998698,0.6259374,0.81296873
8890,0.64414155,0.8220708,0.6347541,0.8173771,0.6522701,0.82613504,0.6633116,0.8316558,0.6305194,0.8152597,0.6362009,0.81810045,0.5755231,0.78776157,0.70726764,0.8536338,0.66733384,0.8336669,0.64820457,0.8241023
8916,0.6570075,0.8285037,0.61616325,0.8080816,0.6219835,0.81099176,0.5509734,0.7754867,0.596395,0.7981975,0.5623082,0.7811541,0.5147793,0.75738966,0.5855081,0.79275405,0.58726525,0.7936326,0.5480554,0.7740277
9028,0.67444634,0.8372232,0.6562121,0.82810605,0.6186797,0.8093399,0.63306427,0.81653214,0.6125219,0.80626094,0.6316885,0.81584424,0.6062002,0.8031001,0.66245586,0.8312279,0.6082034,0.8041017,0.64245486,0.82122743
9066,0.71722853,0.85861427,0.63081586,0.81540793,0.60798025,0.8039901,0.5445487,0.7722744,0.64409804,0.822049,0.6539,0.82695,0.55891067,0.7794553,0.62462056,0.8123103,0.59298635,0.7964932,0.6045674,0.8022837
9445,0.7097938,0.8548969,0.6964752,0.84823763,0.6523534,0.8261767,0.65498066,0.8274903,0.6583093,0.8291546,0.6675925,0.83379626,0.6390892,0.8195446,0.68994975,0.8449749,0.69673336,0.8483667,0.6809046,0.8404523
9542,0.7757726,0.8878863,0.770174,0.885087,0.7019372,0.8509686,0.72390807,0.86195403,0.76658,0.88329,0.70670784,0.8533539,0.6663306,0.8331653,0.7604371,0.8802185,0.74125904,0.87062955,0.7095263,0.85476315
9546,0.7567733,0.8783866,0.69666165,0.84833086,0.63412297,0.8170615,0.62497365,0.8124868,0.70388603,0.851943,0.68337363,0.84168684,0.62605584,0.8130279,0.69433737,0.8471687,0.6554578,0.82772887,0.6483134,0.8241567
9547,0.66508085,0.8325404,0.6225461,0.81127304,0.6248355,0.81241775,0.6200552,0.8100276,0.5786208,0.7893104,0.5851656,0.7925828,0.55054784,0.7752739,0.61640537,0.8082027,0.6181377,0.80906886,0.579466,0.789733
9583,0.7553663,0.87768316,0.68245566,0.8412278,0.70142007,0.85071003,0.6570493,0.82852465,0.6552955,0.82764775,0.65365386,0.82682693,0.5945114,0.7972557,0.6605966,0.8302983,0.66879165,0.8343958,0.6380469,0.8190235
9587,0.68847954,0.8442398,0.6661054,0.8330527,0.66018087,0.8300904,0.5687126,0.7843563,0.6175351,0.80876756,0.6842075,0.8421037,0.6201781,0.81008905,0.65361196,0.82680595,0.65692174,0.8284609,0.68503696,0.84251845
12037,0.6897942,0.8448971,0.7014547,0.8507273,0.6485082,0.8242541,0.5827824,0.7913912,0.6694014,0.8347007,0.68297195,0.841486,0.65865725,0.82932866,0.692411,0.8462055,0.66537917,0.8326896,0.68922645,0.8446132
12116,0.6635561,0.83177805,0.61379874,0.80689937,0.6400988,0.8200494,0.5904119,0.79520595,0.6074318,0.80371594,0.6622156,0.8311078,0.6122221,0.80611104,0.6520386,0.8260193,0.64839375,0.8241969,0.67481995,0.83741
12122,0.7830318,0.8915159,0.7002288,0.8501144,0.68317276,0.84158635,0.61921084,0.8096054,0.705679,0.85283947,0.75161016,0.8758051,0.67241335,0.8362067,0.71575767,0.8578788,0.68886805,0.844434,0.70932114,0.8546606
12124,0.670072,0.83503604,0.63382554,0.8169128,0.6347748,0.8173874,0.56799066,0.78399533,0.6108827,0.8054414,0.6704801,0.83524,0.6140417,0.80702084,0.64605296,0.8230265,0.6366106,0.8183053,0.6592754,0.8296377
12141,0.714767,0.8573835,0.633517,0.8167585,0.610314,0.805157,0.54886657,0.77443326,0.6719166,0.8359583,0.7338127,0.86690634,0.6641527,0.8320763,0.65368456,0.8268423,0.65985686,0.8299284,0.67484015,0.8374201
12143,0.67201906,0.8360095,0.6553703,0.8276851,0.6355835,0.81779176,0.55966926,0.7798346,0.63973415,0.8198671,0.7105458,0.8552729,0.60973823,0.8048691,0.66870356,0.8343518,0.66599584,0.8329979,0.6856965,0.84284824
12149,0.7099983,0.8549992,0.70075846,0.8503792,0.70223176,0.8511159,0.6138019,0.806901,0.6682911,0.83414555,0.65690035,0.8284502,0.6440448,0.82202244,0.6974048,0.84870243,0.641884,0.82094204,0.6506096,0.8253048
12161,0.5836296,0.7918148,0.5520339,0.77601695,0.5562166,0.7781083,0.51381814,0.7569091,0.56267405,0.781337,0.6223463,0.81117314,0.5642338,0.7821169,0.58771384,0.7938569,0.60379326,0.80189663,0.5869733,0.79348665
12252,0.7185735,0.8592868,0.7157469,0.85787344,0.6602209,0.83011043,0.6458361,0.82291806,0.72856027,0.8642801,0.73545635,0.8677282,0.6904203,0.8452102,0.77601004,0.888005,0.72503245,0.8625162,0.74465287,0.87232643
12408,0.6934939,0.8467469,0.716846,0.858423,0.6490376,0.8245188,0.6369206,0.8184603,0.6952745,0.84763724,0.71806365,0.8590318,0.70023286,0.85011643,0.72816944,0.8640847,0.71057594,0.85528797,0.7264302,0.8632151
12409,0.7190575,0.8595288,0.69479567,0.8473978,0.655863,0.8279315,0.5912168,0.7956084,0.6804828,0.84024143,0.6839245,0.8419622,0.65221095,0.8261055,0.70830536,0.8541527,0.6591202,0.8295601,0.69184107,0.84592056
12410,0.7643531,0.8821765,0.75339556,0.8766978,0.7199713,0.85998565,0.62779754,0.8138988,0.74355245,0.8717762,0.72061634,0.8603082,0.67201185,0.8360059,0.75891125,0.8794556,0.707412,0.853706,0.6894721,0.84473604
12418,0.71149856,0.85574925,0.6433972,0.8216986,0.64536595,0.822683,0.58010006,0.79005,0.6717433,0.83587164,0.7322746,0.86613727,0.6658565,0.83292824,0.69472086,0.84736043,0.6846307,0.8423153,0.7092397,0.85461986
12422,0.7108929,0.85544646,0.6659254,0.8329627,0.6655891,0.83279455,0.6190624,0.8095312,0.6720419,0.83602095,0.67139864,0.8356993,0.6122677,0.80613387,0.6680863,0.83404315,0.64880204,0.824401,0.6455663,0.8227831
12435,0.58229685,0.7911484,0.5830567,0.79152834,0.5386876,0.7693438,0.5519624,0.7759812,0.54651064,0.77325535,0.52731186,0.7636559,0.56859946,0.78429973,0.54693675,0.7734684,0.56669533,0.78334767,0.56400526,0.7820026
12436,0.6669259,0.83346295,0.61316955,0.8065848,0.604903,0.8024515,0.5758784,0.7879392,0.62297946,0.8114897,0.6040175,0.80200875,0.553733,0.7768665,0.64415824,0.8220791,0.58736193,0.79368097,0.5719683,0.78598416
12437,0.589224,0.794612,0.55332834,0.77666414,0.5724819,0.78624094,0.53455985,0.7672799,0.5353192,0.7676596,0.5953914,0.7976957,0.5430311,0.77151555,0.6230495,0.81152475,0.5910486,0.7955243,0.60338855,0.8016943
12447,0.74401593,0.87200797,0.71480846,0.85740423,0.69362426,0.8468121,0.65213907,0.82606953,0.68984497,0.8449225,0.73329616,0.8666481,0.63741595,0.81870794,0.70060253,0.85030127,0.6946026,0.8473013,0.6954751,0.84773755
12448,0.78211856,0.8910593,0.71938217,0.8596911,0.75609607,0.87804806,0.73353386,0.8667669,0.7458081,0.87290406,0.74167275,0.8708364,0.68266094,0.84133047,0.7631448,0.88157237,0.73778135,0.86889064,0.7289822,0.8644911
12449,0.7458744,0.8729372,0.6243165,0.8121582,0.64329207,0.82164603,0.53795576,0.7689779,0.6809863,0.84049314,0.77687085,0.8884354,0.61497307,0.80748653,0.6778983,0.83894914,0.63648856,0.8182443,0.68019426,0.8400971
12450,0.7213776,0.8606888,0.65720576,0.8286029,0.6575693,0.82878464,0.57678545,0.7883927,0.672835,0.8364175,0.71213996,0.85607,0.6375554,0.8187777,0.67575026,0.8378751,0.65910715,0.8295536,0.68367076,0.8418354
12451,0.7297178,0.86485887,0.6679641,0.83398205,0.6525006,0.8262503,0.5335784,0.7667892,0.66553843,0.8327692,0.6765108,0.8382554,0.59876823,0.7993841,0.63074374,0.8153719,0.61786664,0.8089333,0.6328219,0.81641096
12452,0.7652166,0.8826083,0.66796273,0.8339814,0.64953476,0.82476735,0.59636414,0.7981821,0.7167369,0.85836846,0.7443302,0.8721651,0.65123826,0.8256191,0.7051512,0.8525756,0.6460526,0.8230263,0.70229924,0.8511496
