,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
2555,0.6073174,0.8036587,0.59155154,0.7957758,0.55080986,0.77540493,0.5901886,0.7950943,0.5341842,0.7670921,0.53105617,0.7655281,0.5134956,0.75674784,0.557026,0.778513,0.5818262,0.7909131,0.53609216,0.7680461
2556,0.6701913,0.83509564,0.7343806,0.8671903,0.7047236,0.8523618,0.6750927,0.83754635,0.62642,0.81321,0.60104287,0.80052143,0.57213914,0.7860696,0.7030767,0.85153836,0.6798496,0.8399248,0.6348622,0.8174311
2577,0.76171505,0.8808575,0.737346,0.86867297,0.67540157,0.8377008,0.6760632,0.8380316,0.68196136,0.84098065,0.71273386,0.85636693,0.6875427,0.84377134,0.7245405,0.86227024,0.70568615,0.85284305,0.70877135,0.8543857
2582,0.70965075,0.8548254,0.64557284,0.82278645,0.6573499,0.8286749,0.5885773,0.79428864,0.65186226,0.82593113,0.6939227,0.8469614,0.6173631,0.80868155,0.66966623,0.83483315,0.6382811,0.81914055,0.6389308,0.8194654
2583,0.7463325,0.87316626,0.75114954,0.87557477,0.7586462,0.8793231,0.66034716,0.8301736,0.7216644,0.8608322,0.7248577,0.86242884,0.66259575,0.8312979,0.7487654,0.87438273,0.70129704,0.8506485,0.7028103,0.85140514
2584,0.7817879,0.89089394,0.67244023,0.83622015,0.6685885,0.83429426,0.58020043,0.7901002,0.72169673,0.86084837,0.7285074,0.8642537,0.62398183,0.8119909,0.7081857,0.85409284,0.6082319,0.80411595,0.66390586,0.8319529
2585,0.66604984,0.8330249,0.65314794,0.82657397,0.589878,0.79493904,0.59007394,0.795037,0.6296716,0.8148358,0.66419804,0.832099,0.652883,0.8264415,0.67314947,0.83657473,0.648615,0.8243075,0.6530396,0.8265198
2586,0.7486971,0.8743485,0.7001072,0.8500536,0.6660372,0.8330186,0.63695097,0.8184755,0.6539886,0.8269943,0.6994541,0.84972703,0.59476995,0.797385,0.6951831,0.8475915,0.6688745,0.83443725,0.65777737,0.82888865
2587,0.6870293,0.8435147,0.66586787,0.8329339,0.69736654,0.84868324,0.6043433,0.80217165,0.6380174,0.8190087,0.6122098,0.8061049,0.5385567,0.76927835,0.65987647,0.82993823,0.59951454,0.79975724,0.5928162,0.79640806
2588,0.779938,0.889969,0.6859341,0.84296703,0.65368044,0.8268402,0.66756713,0.83378357,0.6568854,0.8284427,0.70160437,0.8508022,0.6121577,0.80607885,0.7094358,0.8547179,0.69003284,0.8450164,0.6860868,0.8430434
2589,0.7664587,0.8832294,0.71865416,0.8593271,0.6893915,0.84469575,0.6364422,0.8182211,0.7038181,0.85190904,0.7292953,0.8646476,0.68552524,0.8427626,0.7124307,0.85621536,0.6558112,0.8279056,0.69629157,0.8481458
2590,0.74614036,0.8730702,0.6826905,0.84134525,0.6875956,0.8437978,0.6303767,0.81518835,0.67524946,0.8376247,0.7014007,0.8507004,0.6394058,0.81970286,0.69515646,0.8475782,0.6409841,0.820492,0.6790469,0.83952343
2591,0.71828175,0.8591409,0.6994246,0.8497123,0.6402963,0.8201481,0.6381863,0.8190931,0.6690363,0.8345182,0.6902021,0.84510106,0.6866258,0.84331286,0.6975393,0.84876966,0.69372964,0.8468648,0.6988663,0.8494332
2592,0.73458695,0.8672935,0.66090083,0.8304504,0.68124306,0.84062153,0.62552685,0.81276345,0.6851332,0.8425666,0.6512143,0.8256072,0.5446706,0.7723353,0.66631174,0.8331559,0.5696008,0.7848004,0.61565226,0.80782616
2594,0.7013444,0.8506722,0.6726798,0.8363399,0.61571014,0.80785507,0.6860854,0.84304273,0.6747621,0.83738106,0.6659895,0.83299476,0.64309824,0.8215491,0.6821492,0.8410746,0.6465727,0.82328635,0.65174806,0.82587403
2595,0.67243826,0.83621913,0.66319656,0.8315983,0.6357931,0.81789654,0.60691965,0.8034598,0.63195693,0.81597847,0.65429413,0.82714707,0.6177385,0.80886924,0.67527306,0.83763653,0.64237535,0.8211877,0.6572399,0.82861996
2597,0.7878717,0.89393586,0.68931645,0.84465826,0.7574042,0.8787021,0.6211393,0.81056964,0.71281993,0.85640997,0.74782145,0.8739107,0.60201186,0.80100596,0.72833776,0.8641689,0.65508676,0.8275434,0.676224,0.838112
2645,0.68962294,0.84481144,0.70841926,0.85420966,0.72497594,0.862488,0.6463167,0.8231584,0.6727191,0.83635956,0.6755329,0.8377664,0.6397629,0.81988144,0.69808817,0.8490441,0.681607,0.8408035,0.68532884,0.8426644
2654,0.70254326,0.8512716,0.667418,0.833709,0.64150643,0.8207532,0.66955185,0.8347759,0.67852324,0.83926165,0.6650077,0.83250386,0.60815424,0.80407715,0.70868504,0.8543425,0.6391107,0.81955534,0.64421344,0.8221067
2655,0.7258581,0.86292905,0.68434346,0.8421717,0.6390462,0.8195231,0.5921344,0.79606724,0.6810984,0.84054923,0.73188937,0.8659447,0.6550248,0.8275124,0.70451105,0.8522555,0.64225745,0.8211287,0.69623023,0.8481151
2656,0.66213405,0.831067,0.7144984,0.8572492,0.6459286,0.8229643,0.6183611,0.80918056,0.6076342,0.8038171,0.5985496,0.7992748,0.5544369,0.77721846,0.66701335,0.8335067,0.6041751,0.80208755,0.5547663,0.77738315
2657,0.59100425,0.7955021,0.6263902,0.8131951,0.6072906,0.8036453,0.5458906,0.7729453,0.61129725,0.8056486,0.6799668,0.8399834,0.6425068,0.8212534,0.70311147,0.8515557,0.7434977,0.87174886,0.69753814,0.84876907
2658,0.6831272,0.8415636,0.66209126,0.8310456,0.640149,0.8200745,0.6122564,0.8061282,0.6335137,0.81675684,0.5889393,0.79446965,0.50378853,0.75189424,0.6590224,0.82951117,0.62157273,0.81078637,0.56446993,0.78223497
2659,0.6636151,0.83180755,0.6585846,0.8292923,0.624375,0.8121875,0.57968366,0.78984183,0.6445191,0.82225955,0.6684515,0.8342258,0.66191596,0.830958,0.65201885,0.8260094,0.6900238,0.8450119,0.6889252,0.84446263
2660,0.7027228,0.8513614,0.66063106,0.83031553,0.63737583,0.8186879,0.6034832,0.8017416,0.66580397,0.83290195,0.66638434,0.83319217,0.6602392,0.8301196,0.67274886,0.8363744,0.6535725,0.8267863,0.67635906,0.8381795
2741,0.68425703,0.8421285,0.60286784,0.8014339,0.57427454,0.78713727,0.64529216,0.8226461,0.5623307,0.78116536,0.5421373,0.7710687,0.49675027,0.7483751,0.54781747,0.77390873,0.5691341,0.78456706,0.54507554,0.77253777
2766,0.731478,0.865739,0.791518,0.895759,0.7168586,0.8584293,0.64369786,0.8218489,0.69013506,0.8450675,0.672807,0.8364035,0.6191126,0.8095563,0.75604886,0.87802446,0.6790916,0.8395458,0.6549555,0.82747775
2793,0.7276566,0.8638283,0.7470691,0.87353456,0.62932503,0.8146625,0.60348576,0.8017429,0.68834424,0.8441721,0.7184813,0.85924065,0.67485523,0.8374276,0.7529274,0.8764637,0.6762235,0.83811176,0.7094407,0.85472035
2810,0.67970246,0.83985126,0.68874484,0.8443724,0.65448254,0.8272413,0.5923737,0.79618686,0.5844333,0.79221666,0.557249,0.77862453,0.48203003,0.741015,0.63743126,0.81871563,0.57108104,0.7855405,0.511992,0.755996
2824,0.74593866,0.8729693,0.75253093,0.87626547,0.7276875,0.86384374,0.69101506,0.8455075,0.73897064,0.8694853,0.7038857,0.85194284,0.6722441,0.83612204,0.77074933,0.88537467,0.74024796,0.870124,0.7109896,0.8554948
3002,0.73489916,0.8674496,0.7115697,0.8557849,0.6603732,0.8301866,0.636726,0.818363,0.70433784,0.8521689,0.6730377,0.8365189,0.6892402,0.8446201,0.6784072,0.8392036,0.6595031,0.82975155,0.69023526,0.8451176
3021,0.66951954,0.8347598,0.6671169,0.83355844,0.6055585,0.80277926,0.5879786,0.7939893,0.6080855,0.80404276,0.54468566,0.7723428,0.53391534,0.76695764,0.60660964,0.8033048,0.5887922,0.7943961,0.5505243,0.7752621
3093,0.7743373,0.88716865,0.732995,0.8664975,0.7105689,0.85528445,0.64298713,0.82149357,0.758464,0.879232,0.7751628,0.8875814,0.7083415,0.85417074,0.73719627,0.8685981,0.7254983,0.86274916,0.7594236,0.8797118
3105,0.77424836,0.8871242,0.716966,0.85848296,0.67361253,0.8368063,0.6301631,0.81508154,0.7198632,0.8599316,0.7371521,0.86857605,0.70890784,0.8544539,0.7124518,0.8562259,0.6890841,0.844542,0.7250179,0.86250895
3113,0.621441,0.8107205,0.5637143,0.78185713,0.5574546,0.7787273,0.53961074,0.7698054,0.558725,0.7793625,0.62577283,0.8128864,0.5542145,0.77710724,0.6007524,0.8003762,0.579597,0.7897985,0.59146386,0.7957319
3118,0.6528275,0.82641375,0.6248748,0.8124374,0.58177304,0.7908865,0.58749545,0.7937477,0.6189859,0.80949295,0.63470936,0.8173547,0.61219686,0.80609846,0.6548228,0.8274114,0.6565478,0.8282739,0.6540087,0.8270043
3120,0.6181127,0.80905634,0.6105015,0.80525076,0.5830713,0.7915356,0.57449484,0.7872474,0.5745072,0.7872536,0.6057837,0.80289185,0.5595044,0.7797522,0.63046324,0.8152316,0.6346898,0.8173449,0.65016425,0.8250821
3122,0.8081676,0.9040838,0.7544098,0.8772049,0.72501856,0.86250925,0.66644144,0.8332207,0.73725253,0.86862624,0.7471902,0.8735951,0.672199,0.8360995,0.7684473,0.88422364,0.70601666,0.85300833,0.724831,0.8624155
3123,0.7412654,0.8706327,0.6773802,0.8386901,0.6739167,0.83695835,0.6014191,0.80070955,0.7100272,0.8550136,0.7554556,0.8777278,0.6644802,0.8322401,0.7412416,0.8706208,0.681965,0.8409825,0.7088891,0.85444456
3133,0.7802663,0.89013314,0.71830213,0.85915107,0.6986147,0.84930736,0.6517171,0.8258586,0.7354889,0.86774445,0.7463428,0.8731714,0.70039475,0.8501974,0.75551784,0.8777589,0.6906895,0.8453448,0.72047263,0.8602363
3134,0.77138126,0.8856906,0.7309263,0.86546314,0.711759,0.8558795,0.64328253,0.82164127,0.72492194,0.862461,0.71839076,0.85919535,0.6318201,0.81591004,0.7210926,0.8605463,0.67362094,0.83681047,0.68191075,0.8409554
3135,0.7037617,0.85188085,0.66702247,0.83351123,0.65461254,0.8273063,0.5729052,0.7864526,0.65911394,0.82955694,0.6533096,0.8266548,0.59025574,0.79512787,0.6284778,0.8142389,0.59181124,0.7959056,0.60370755,0.8018538
3136,0.76324654,0.88162327,0.7544502,0.8772251,0.6802269,0.84011346,0.6460993,0.82304966,0.7251078,0.8625539,0.7193608,0.8596804,0.6538968,0.8269484,0.7615595,0.88077974,0.7111812,0.8555906,0.6968854,0.8484427
3137,0.73839486,0.8691974,0.61693585,0.8084679,0.62608314,0.81304157,0.55418,0.77709,0.64739907,0.82369953,0.7095967,0.8547983,0.5832006,0.7916003,0.6612871,0.83064353,0.5931799,0.79659,0.6422445,0.8211223
3138,0.60849506,0.8042475,0.5775635,0.78878176,0.58640933,0.79320467,0.5515443,0.77577215,0.567093,0.7835465,0.57931364,0.7896568,0.5122927,0.7561463,0.57217896,0.7860895,0.53219724,0.7660986,0.5304253,0.76521266
3139,0.74231064,0.8711553,0.66458035,0.8322902,0.6786085,0.8393042,0.6165864,0.8082932,0.66660625,0.8333031,0.7080655,0.85403275,0.5850779,0.79253894,0.7000216,0.8500108,0.6228057,0.81140286,0.6561714,0.82808566
3140,0.74014413,0.87007207,0.6764914,0.8382457,0.638082,0.819041,0.59425545,0.7971277,0.68288577,0.8414429,0.70412606,0.85206306,0.6471203,0.8235601,0.6863301,0.84316504,0.6286437,0.8143219,0.66961527,0.83480763
3141,0.66125107,0.83062553,0.72092724,0.8604636,0.6369307,0.81846535,0.5718533,0.78592664,0.6520866,0.8260433,0.6110364,0.8055182,0.6180519,0.80902594,0.6430644,0.8215322,0.66316444,0.8315822,0.62791705,0.8139585
3142,0.79202616,0.8960131,0.6819744,0.8409872,0.7140333,0.8570167,0.6341899,0.8170949,0.71400905,0.8570045,0.758878,0.879439,0.639242,0.81962097,0.73862606,0.869313,0.6614121,0.83070606,0.70664656,0.8533233
3143,0.72911084,0.8645554,0.66911256,0.8345563,0.6446581,0.82232904,0.6068087,0.80340433,0.67907995,0.83954,0.68881714,0.8444086,0.6438688,0.8219344,0.695019,0.8475095,0.6635684,0.8317842,0.6625507,0.83127534
3144,0.7058589,0.8529295,0.62514585,0.81257296,0.6671612,0.8335806,0.5689438,0.78447187,0.64635205,0.823176,0.67335564,0.8366778,0.5759226,0.7879613,0.69763225,0.84881616,0.59107614,0.79553807,0.59637,0.798185
3145,0.6571556,0.82857776,0.6185272,0.8092636,0.5750231,0.7875116,0.5700644,0.7850322,0.61016214,0.80508107,0.5969572,0.7984786,0.57218975,0.7860949,0.59944403,0.799722,0.59795713,0.79897857,0.5816469,0.79082346
3146,0.7260972,0.8630486,0.6378687,0.8189343,0.62963915,0.8148196,0.55871314,0.7793566,0.68456626,0.8422831,0.7390988,0.8695494,0.65190685,0.8259534,0.683986,0.841993,0.6311255,0.8155627,0.6752999,0.83764994
3147,0.72638905,0.8631945,0.6714135,0.8357067,0.6497718,0.8248859,0.6616016,0.8308008,0.6643652,0.8321826,0.6868941,0.8434471,0.62089676,0.8104484,0.7029271,0.85146356,0.6693467,0.83467335,0.66010886,0.8300544
3148,0.74281514,0.87140757,0.6385356,0.8192678,0.63836515,0.8191826,0.56513286,0.7825664,0.71657944,0.8582897,0.7768756,0.8884378,0.6992121,0.84960604,0.7145479,0.85727394,0.65575695,0.8278785,0.73874336,0.86937165
3149,0.7159236,0.8579618,0.627463,0.8137315,0.6105001,0.80525005,0.5809086,0.79045427,0.6284877,0.81424385,0.69344103,0.8467205,0.58337367,0.79168683,0.6609146,0.8304573,0.6142135,0.80710673,0.64287126,0.82143563
3150,0.756662,0.878331,0.63848174,0.81924087,0.658788,0.829394,0.58766526,0.79383266,0.66870683,0.83435345,0.7390393,0.86951965,0.5970334,0.7985167,0.7090429,0.85452145,0.6465688,0.8232844,0.6829939,0.84149694
3153,0.7115951,0.8557975,0.68782187,0.84391093,0.67054343,0.8352717,0.6128627,0.80643135,0.7109525,0.85547626,0.7039435,0.85197175,0.6699813,0.8349906,0.69031453,0.84515727,0.6804779,0.8402389,0.6833278,0.8416639
3155,0.66622996,0.833115,0.5384289,0.76921445,0.554061,0.77703047,0.485228,0.74261403,0.5460755,0.7730378,0.5399577,0.7699789,0.45144546,0.72572273,0.5296166,0.7648083,0.46805784,0.73402894,0.509266,0.754633
3156,0.7303206,0.8651603,0.62642765,0.8132138,0.64677304,0.82338655,0.5936067,0.79680336,0.65748096,0.8287405,0.66610765,0.8330538,0.5773579,0.78867894,0.66100556,0.83050275,0.5768945,0.78844726,0.63893557,0.8194678
3157,0.761119,0.8805595,0.6617205,0.83086026,0.69038165,0.8451908,0.6372832,0.8186416,0.6990664,0.8495332,0.7450201,0.8725101,0.6347339,0.81736696,0.7143317,0.8571658,0.673686,0.836843,0.71094406,0.855472
3158,0.72953916,0.8647696,0.6755502,0.8377751,0.64717853,0.82358927,0.60420525,0.8021026,0.7017535,0.85087675,0.6981523,0.84907615,0.6671094,0.8335547,0.69827914,0.8491396,0.6428735,0.82143676,0.671962,0.835981
3159,0.7470002,0.8735001,0.6550399,0.82751995,0.66565204,0.832826,0.5707286,0.7853643,0.6819675,0.84098375,0.7137325,0.85686624,0.61664534,0.80832267,0.6918478,0.8459239,0.61086917,0.8054346,0.6642854,0.8321427
3160,0.7152872,0.8576436,0.6691295,0.83456475,0.6344489,0.81722444,0.56185913,0.78092957,0.68551934,0.84275967,0.75111043,0.8755552,0.709683,0.8548415,0.71083605,0.855418,0.6830889,0.84154445,0.73898166,0.86949086
3161,0.8014986,0.9007493,0.7504641,0.87523204,0.73054016,0.8652701,0.6590901,0.829545,0.7713368,0.8856684,0.72953176,0.8647659,0.64360744,0.8218037,0.74606216,0.8730311,0.6756669,0.83783346,0.7047175,0.85235876
3162,0.7548337,0.87741685,0.68069327,0.84034663,0.6742538,0.8371269,0.6283921,0.81419605,0.68694115,0.8434706,0.7286093,0.86430466,0.663421,0.83171046,0.73323727,0.86661863,0.70299214,0.8514961,0.71239537,0.8561977
3186,0.781227,0.8906135,0.7159751,0.8579875,0.66751474,0.8337574,0.6209928,0.8104964,0.75281775,0.8764089,0.73845315,0.8692266,0.67123675,0.8356184,0.71758085,0.8587904,0.66856587,0.83428293,0.7282686,0.8641343
3225,0.6363292,0.8181646,0.696774,0.848387,0.59215647,0.7960782,0.6102905,0.80514526,0.61731493,0.80865747,0.5923519,0.79617596,0.59681666,0.7984083,0.6305174,0.81525874,0.6221472,0.8110736,0.58397335,0.7919867
3315,0.6645783,0.83228916,0.590094,0.795047,0.6310475,0.81552374,0.5551138,0.7775569,0.60930467,0.80465233,0.68784964,0.8439248,0.57501817,0.7875091,0.6629932,0.8314966,0.63376886,0.8168844,0.6413558,0.8206779
3321,0.7044873,0.85224366,0.65815073,0.82907534,0.64307505,0.8215375,0.5969311,0.79846555,0.66866815,0.8343341,0.6866783,0.84333915,0.61592245,0.8079612,0.69984937,0.8499247,0.6257981,0.81289905,0.63369656,0.8168483
3332,0.6509019,0.82545096,0.6258986,0.8129493,0.6852137,0.84260684,0.5716536,0.7858268,0.61004114,0.8050206,0.6586367,0.82931834,0.54061216,0.7703061,0.63780975,0.8189049,0.6408315,0.82041574,0.62455654,0.8122783
5877,0.6344806,0.8172403,0.6889639,0.84448195,0.5979391,0.7989695,0.58309376,0.7915469,0.61858106,0.8092905,0.59591866,0.7979593,0.58103484,0.79051745,0.61637926,0.80818963,0.6284367,0.81421834,0.6084883,0.80424416
5981,0.7981664,0.8990832,0.68679285,0.8433964,0.76732695,0.8836635,0.66392124,0.8319606,0.73210037,0.8660502,0.71356356,0.8567818,0.5956577,0.79782885,0.7222369,0.86111844,0.655671,0.8278355,0.65974003,0.82987
6043,0.72655106,0.8632755,0.6445973,0.82229865,0.6197969,0.80989844,0.59719527,0.79859763,0.66628635,0.8331432,0.73144734,0.86572367,0.6528719,0.8264359,0.6688869,0.83444345,0.6969967,0.84849834,0.69953805,0.849769
6078,0.782964,0.891482,0.7081988,0.8540994,0.6873344,0.8436672,0.65257657,0.8262883,0.71844184,0.8592209,0.71591425,0.8579571,0.62953985,0.8147699,0.6995715,0.84978575,0.6742675,0.83713377,0.69216204,0.846081
6081,0.7853149,0.89265746,0.6728213,0.83641064,0.6855253,0.84276265,0.64932615,0.82466304,0.72779524,0.8638976,0.7897489,0.89487445,0.7007419,0.85037094,0.72535926,0.8626796,0.7015492,0.8507746,0.7290201,0.86451006
6082,0.72010756,0.8600538,0.5961869,0.79809344,0.6044334,0.8022167,0.55692184,0.7784609,0.6603433,0.83017164,0.74609935,0.8730497,0.66511345,0.8325567,0.66070014,0.83035004,0.6442705,0.8221352,0.6900253,0.84501266
6090,0.6719494,0.8359747,0.62401986,0.81200993,0.6425879,0.82129395,0.6394795,0.81973976,0.5869929,0.7934965,0.6020751,0.80103755,0.5664494,0.7832247,0.6572844,0.8286422,0.62575984,0.8128799,0.6174995,0.80874974
6127,0.72983295,0.86491644,0.73503244,0.8675162,0.7051861,0.85259306,0.6029906,0.8014953,0.71767116,0.8588356,0.7541051,0.87705255,0.64938194,0.82469094,0.75288224,0.8764411,0.6300837,0.81504184,0.68657756,0.8432888
6211,0.7197011,0.8598505,0.6717546,0.8358773,0.6641299,0.832065,0.54819584,0.7740979,0.67199504,0.8359975,0.72387993,0.86193997,0.6555836,0.8277918,0.6698707,0.8349353,0.6676234,0.8338117,0.69393635,0.8469682
6213,0.698607,0.8493035,0.5895575,0.79477876,0.57378864,0.7868943,0.5231036,0.7615518,0.6162848,0.8081424,0.6478335,0.8239168,0.58244765,0.7912238,0.60077155,0.8003858,0.61195004,0.805975,0.6019268,0.8009634
6214,0.6749926,0.8374963,0.61268604,0.806343,0.61262107,0.80631053,0.5358721,0.76793605,0.5986008,0.79930043,0.6354852,0.8177426,0.5622852,0.7811426,0.60990006,0.80495,0.600032,0.800016,0.58567464,0.7928373
6231,0.6713427,0.8356713,0.63794386,0.81897193,0.5998487,0.7999244,0.5531242,0.7765621,0.6195482,0.8097741,0.5884863,0.79424316,0.5495088,0.7747544,0.6300963,0.81504816,0.58374405,0.791872,0.5606414,0.7803207
6232,0.77665687,0.88832843,0.66883445,0.8344172,0.70096296,0.8504815,0.58845043,0.7942252,0.72248054,0.86124027,0.76860774,0.88430387,0.6441078,0.8220539,0.7209352,0.8604676,0.6457619,0.822881,0.7299534,0.8649767
6233,0.74583626,0.8729181,0.7179608,0.8589804,0.6918682,0.8459341,0.5908793,0.79543966,0.68827605,0.844138,0.6791637,0.83958185,0.5807448,0.7903724,0.6809821,0.84049106,0.6393248,0.8196624,0.6152284,0.8076142
6239,0.6000299,0.800015,0.61066735,0.8053337,0.5527346,0.7763673,0.6018989,0.80094945,0.5693092,0.7846546,0.6011698,0.8005849,0.6100204,0.8050102,0.62257075,0.8112854,0.6645112,0.8322556,0.6348768,0.81743836
6240,0.7202472,0.86012363,0.6341175,0.81705874,0.63136137,0.8156807,0.5600399,0.78001994,0.66675687,0.83337843,0.6996716,0.8498358,0.6145643,0.80728215,0.6393891,0.8196945,0.63941383,0.8197069,0.6476818,0.82384086
6254,0.67436683,0.8371834,0.70857584,0.8542879,0.6142446,0.8071223,0.6241275,0.81206375,0.65212345,0.8260617,0.62176704,0.8108835,0.6162181,0.80810905,0.6869933,0.8434967,0.640549,0.8202745,0.64242685,0.8212134
6255,0.6855771,0.8427886,0.6228255,0.81141275,0.6099004,0.80495024,0.5703128,0.78515637,0.62258756,0.8112938,0.6303224,0.8151612,0.6233183,0.81165916,0.63008064,0.81504035,0.6345264,0.8172632,0.6296416,0.81482077
6342,0.57974243,0.7898712,0.5904482,0.7952241,0.54861724,0.7743086,0.4599902,0.72999513,0.5986967,0.79934835,0.60811496,0.8040575,0.60262895,0.8013145,0.595312,0.797656,0.5679735,0.78398675,0.56352496,0.7817625
7630,0.6377361,0.81886804,0.6920084,0.8460042,0.5600589,0.7800294,0.60410035,0.8020502,0.6362848,0.8181424,0.62433094,0.8121655,0.6274188,0.8137094,0.70064634,0.8503232,0.6763418,0.8381709,0.7199211,0.85996056
7654,0.688746,0.844373,0.66444635,0.8322232,0.6128793,0.80643964,0.5579746,0.7789873,0.6412314,0.8206157,0.6872708,0.84363544,0.62192523,0.8109626,0.6524544,0.8262272,0.62883294,0.81441647,0.64156306,0.8207815
8890,0.5978731,0.79893655,0.6290567,0.81452835,0.602538,0.801269,0.62844336,0.8142217,0.6076927,0.80384636,0.62904537,0.8145227,0.6226498,0.8113249,0.69689846,0.84844923,0.70029736,0.8501487,0.700586,0.85029304
8916,0.5962661,0.798133,0.62351763,0.8117588,0.62045175,0.81022584,0.5650207,0.78251034,0.5625386,0.7812693,0.50931734,0.7546587,0.5530831,0.7765416,0.562878,0.781439,0.6002624,0.8001312,0.5375212,0.76876056
9028,0.6371783,0.81858915,0.6091515,0.80457574,0.58007026,0.7900351,0.57496065,0.78748035,0.5766468,0.7883234,0.6295027,0.8147514,0.59153533,0.79576766,0.6406713,0.8203356,0.6014346,0.8007173,0.6294012,0.8147006
9066,0.69436127,0.8471806,0.6221869,0.81109345,0.59081507,0.79540753,0.56479317,0.78239655,0.61528075,0.8076404,0.60281277,0.8014064,0.5339759,0.7669879,0.60753,0.803765,0.5953332,0.7976666,0.5685211,0.7842605
