,CV_doordash_pm_Raw_Score,CV_doordash_pm_Score,CV_apple_pm_Raw_Score,CV_apple_pm_Score,CV_samsara_pm_Raw_Score,CV_samsara_pm_Score,CV_yelp_pm_Raw_Score,CV_yelp_pm_Score,CV_match_pm_Raw_Score,CV_match_pm_Score,CV_i2c_ux_Raw_Score,CV_i2c_ux_Score,CV_adobe_ux_Raw_Score,CV_adobe_ux_Score,CV_amazon_ux_Raw_Score,CV_amazon_ux_Score,CV_rowan_ux_Raw_Score,CV_rowan_ux_Score,CV_google_ux_Raw_Score,CV_google_ux_Score
3161,0.7206125,0.86030626,0.72482157,0.8624108,0.72298825,0.8614941,0.65413475,0.8270674,0.68859625,0.8442981,0.60865104,0.8043255,0.53713095,0.7685655,0.68056875,0.84028435,0.6056778,0.8028389,0.6155392,0.8077696
3162,0.7032018,0.8516009,0.62964404,0.814822,0.64723706,0.82361853,0.5947094,0.7973547,0.6080692,0.8040346,0.65246904,0.8262345,0.57254136,0.7862707,0.6725066,0.8362533,0.62366986,0.81183493,0.6375099,0.8187549
3186,0.7838119,0.89190596,0.7182869,0.85914344,0.69809294,0.84904647,0.6465671,0.82328355,0.7727446,0.8863723,0.7333639,0.86668193,0.67370164,0.8368508,0.73390245,0.8669512,0.6706419,0.83532095,0.73500043,0.8675002
3225,0.5877465,0.79387325,0.6496404,0.82482016,0.536299,0.7681495,0.59960693,0.7998035,0.55122155,0.7756108,0.49316305,0.74658155,0.52163166,0.76081586,0.54278016,0.7713901,0.5704728,0.78523636,0.5235072,0.76175356
3315,0.607254,0.803627,0.51632863,0.7581643,0.58527756,0.7926388,0.5188731,0.75943655,0.5304614,0.76523066,0.603199,0.8015995,0.49626467,0.74813235,0.6055887,0.80279434,0.5726551,0.78632754,0.575998,0.78799903
3321,0.6342501,0.8171251,0.6295532,0.8147766,0.59148693,0.79574347,0.6093192,0.8046596,0.5906289,0.79531443,0.60022986,0.8001149,0.5793152,0.7896576,0.65143394,0.825717,0.622792,0.811396,0.6097122,0.80485606
3332,0.59095776,0.7954789,0.61693025,0.8084651,0.65650535,0.8282527,0.59313333,0.79656667,0.5665359,0.783268,0.54561734,0.7728087,0.46880525,0.73440266,0.5984334,0.7992167,0.5982163,0.79910815,0.5307772,0.7653886
5877,0.6527205,0.8263602,0.70123637,0.8506182,0.6136811,0.80684054,0.5751388,0.7875694,0.6128464,0.8064232,0.5907937,0.79539686,0.57225525,0.7861276,0.6171162,0.8085581,0.6485621,0.82428104,0.63591516,0.8179576
5981,0.7551305,0.87756526,0.6768582,0.8384291,0.75567913,0.87783957,0.6426294,0.8213147,0.7218961,0.8609481,0.6716913,0.83584565,0.5949358,0.7974679,0.70445544,0.8522277,0.65492946,0.8274647,0.65528953,0.82764477
6043,0.7232809,0.86164045,0.62652445,0.8132622,0.6269965,0.81349826,0.5915626,0.7957813,0.65077126,0.82538563,0.69549364,0.84774685,0.61421746,0.80710876,0.63492304,0.8174615,0.65705466,0.82852733,0.6537262,0.8268631
6078,0.7017429,0.85087144,0.6310905,0.81554526,0.6480719,0.82403594,0.62087524,0.8104376,0.63383687,0.81691843,0.60471094,0.80235547,0.5265454,0.7632727,0.60354114,0.80177057,0.59559155,0.7977958,0.58541584,0.7927079
6081,0.7124712,0.8562356,0.6517554,0.82587767,0.6664716,0.8332358,0.6941856,0.8470928,0.63475645,0.8173782,0.65210265,0.82605135,0.5880632,0.7940316,0.65107524,0.8255376,0.6740784,0.83703923,0.65075445,0.8253772
6082,0.6941662,0.8470831,0.6615522,0.8307761,0.6561096,0.8280548,0.64351374,0.82175684,0.69194484,0.8459724,0.7007252,0.8503626,0.6803876,0.8401938,0.70732266,0.8536613,0.7186413,0.85932064,0.7045208,0.8522604
6090,0.69350517,0.8467526,0.6575763,0.82878816,0.67218566,0.8360928,0.67400444,0.8370022,0.6523782,0.8261891,0.6487322,0.8243661,0.66754085,0.8337704,0.6886856,0.8443428,0.7022902,0.8511451,0.702651,0.8513255
6127,0.7330801,0.8665401,0.7754849,0.88774246,0.7592498,0.8796249,0.6613302,0.8306651,0.76396394,0.88198197,0.73888695,0.8694435,0.68037415,0.8401871,0.7798693,0.88993466,0.67608786,0.8380439,0.73315024,0.8665751
6211,0.7448566,0.8724283,0.7084025,0.85420126,0.70409644,0.8520482,0.5880339,0.79401696,0.69780207,0.84890103,0.74228,0.87114,0.6847421,0.84237105,0.71449167,0.8572458,0.69118655,0.8455933,0.7270243,0.86351216
6213,0.7229665,0.8614832,0.61086136,0.80543065,0.60108215,0.80054104,0.5465901,0.77329504,0.6384548,0.8192274,0.70328224,0.8516411,0.6107234,0.8053617,0.63017917,0.8150896,0.6535908,0.8267954,0.67664933,0.83832467
6214,0.6378837,0.81894183,0.64668345,0.8233417,0.6365675,0.81828374,0.60675555,0.80337775,0.5539005,0.77695024,0.55815244,0.7790762,0.54034865,0.7701743,0.594267,0.7971335,0.60849714,0.8042486,0.56924915,0.7846246
6231,0.65115166,0.8255758,0.6517414,0.8258707,0.6088162,0.8044081,0.59380877,0.7969044,0.6115594,0.8057797,0.6187174,0.8093587,0.63354504,0.8167725,0.6357995,0.81789976,0.650124,0.82506204,0.65168095,0.8258405
6232,0.77496433,0.88748217,0.6857984,0.8428992,0.7423302,0.8711651,0.647084,0.823542,0.7027318,0.8513659,0.71869373,0.85934687,0.63060105,0.8153005,0.727914,0.863957,0.6607096,0.8303548,0.71675646,0.85837823
6233,0.7411289,0.87056446,0.70276797,0.851384,0.7436627,0.87183136,0.61536264,0.8076813,0.6845014,0.8422507,0.69164085,0.8458204,0.58579934,0.79289967,0.6964984,0.8482492,0.6735652,0.8367826,0.6547244,0.8273622
6239,0.647025,0.8235125,0.6267797,0.81338984,0.62159264,0.8107963,0.59897494,0.7994875,0.5885377,0.79426885,0.64906776,0.8245339,0.62049043,0.8102452,0.6560333,0.82801664,0.6726633,0.8363316,0.6809596,0.8404798
6240,0.7340175,0.86700875,0.66241264,0.8312063,0.6829377,0.8414688,0.59312546,0.79656273,0.6737504,0.8368752,0.6787552,0.83937764,0.61490643,0.8074532,0.6614078,0.8307039,0.681579,0.8407895,0.67677,0.838385
6254,0.65026784,0.8251339,0.72637856,0.8631893,0.627752,0.81387603,0.6219966,0.8109983,0.6146234,0.8073117,0.55296993,0.77648497,0.590593,0.7952965,0.6491884,0.8245942,0.62909186,0.8145459,0.61235905,0.8061795
6255,0.63438284,0.8171914,0.61080545,0.80540276,0.6196058,0.8098029,0.56329095,0.7816455,0.6032474,0.8016237,0.59585005,0.797925,0.6063249,0.80316246,0.60788894,0.80394447,0.64658844,0.8232942,0.63419247,0.81709623
6342,0.661793,0.8308965,0.66184855,0.8309243,0.6280602,0.8140301,0.55761397,0.778807,0.63935465,0.81967735,0.61393905,0.8069695,0.6121181,0.80605906,0.6453923,0.82269615,0.5848634,0.7924317,0.5819628,0.7909814
7630,0.6071991,0.80359954,0.6908495,0.8454248,0.5668106,0.7834053,0.6389384,0.8194692,0.61760026,0.8088001,0.5575874,0.7787937,0.5940174,0.7970087,0.6679623,0.83398116,0.65802824,0.8290141,0.6690749,0.83453745
7654,0.70164526,0.8508226,0.72094357,0.8604718,0.6874149,0.84370744,0.6772342,0.8386171,0.65837324,0.8291866,0.64443696,0.8222185,0.6125045,0.80625224,0.67880857,0.8394043,0.6820055,0.84100276,0.6641163,0.8320582
8890,0.49791044,0.74895525,0.51977587,0.75988793,0.50497,0.75248504,0.5431761,0.7715881,0.4562535,0.72812676,0.5097841,0.75489205,0.46586084,0.7329304,0.57170707,0.7858535,0.60220706,0.80110353,0.5579513,0.7789756
8916,0.4568087,0.72840434,0.47971413,0.7398571,0.4963023,0.7481512,0.45643073,0.72821534,0.40267855,0.70133924,0.3637388,0.6818694,0.39619932,0.6980997,0.42814252,0.7140713,0.49168032,0.7458402,0.41073042,0.7053652
9028,0.6617354,0.8308677,0.6630819,0.83154094,0.6358814,0.8179407,0.6112967,0.8056483,0.6028353,0.80141765,0.64516604,0.822583,0.6217337,0.81086683,0.6732199,0.83660996,0.6313687,0.8156843,0.6714654,0.8357327
9066,0.6886726,0.8443363,0.6170635,0.80853176,0.6176182,0.8088091,0.5532112,0.7766056,0.6076176,0.8038088,0.6037817,0.80189085,0.5325949,0.76629746,0.612622,0.806311,0.5991898,0.7995949,0.5953942,0.79769707
9445,0.7301484,0.86507416,0.7307722,0.8653861,0.70720005,0.8536,0.68591887,0.8429594,0.692761,0.8463805,0.7036183,0.85180914,0.67487794,0.83743894,0.73668903,0.86834455,0.75991637,0.87995815,0.74844617,0.8742231
9542,0.6655607,0.83278036,0.6561854,0.8280927,0.59712327,0.79856163,0.6420766,0.8210383,0.60112745,0.8005637,0.5681129,0.7840564,0.4880476,0.7440238,0.6283221,0.81416106,0.62285995,0.81143,0.55881953,0.77940977
9546,0.6905259,0.84526294,0.62587357,0.8129368,0.60762006,0.80381,0.57909715,0.7895486,0.6172435,0.80862176,0.65797555,0.8289878,0.649235,0.8246175,0.64170873,0.82085437,0.6180602,0.80903006,0.6733807,0.8366903
9547,0.57298446,0.7864922,0.5482061,0.77410305,0.53261656,0.7663083,0.5306803,0.76534015,0.4935203,0.74676013,0.46820706,0.73410356,0.45621297,0.7281065,0.52779216,0.7638961,0.53116345,0.7655817,0.48386818,0.74193406
9583,0.5945884,0.7972942,0.5870399,0.79352,0.58160174,0.79080087,0.57369816,0.7868491,0.5346106,0.7673053,0.50705576,0.7535279,0.48394412,0.7419721,0.5563148,0.7781574,0.56893635,0.7844682,0.5475115,0.7737558
9587,0.64980936,0.8249047,0.643603,0.82180154,0.6576135,0.82880676,0.5462476,0.7731238,0.58695596,0.793478,0.65596753,0.82798374,0.61491525,0.8074576,0.6523293,0.82616466,0.65482044,0.8274102,0.67742914,0.8387146
12037,0.72036445,0.8601822,0.7465487,0.8732743,0.73748434,0.86874217,0.666747,0.8333735,0.7166097,0.85830486,0.7499638,0.8749819,0.72123027,0.86061513,0.8006245,0.90031224,0.7803556,0.8901778,0.7828779,0.89143896
12116,0.64945185,0.8247259,0.6319225,0.81596124,0.6599407,0.82997036,0.59375834,0.7968792,0.5939992,0.7969996,0.6022407,0.80112034,0.56343883,0.78171945,0.638117,0.81905854,0.6084833,0.80424166,0.6309099,0.81545496
12122,0.72971344,0.8648567,0.6331258,0.8165629,0.65713096,0.8285655,0.5830394,0.7915197,0.621645,0.8108225,0.68084276,0.8404214,0.5576445,0.77882224,0.6589959,0.82949793,0.6136304,0.8068152,0.6317067,0.81585336
12124,0.5661868,0.7830934,0.5566478,0.7783239,0.55750054,0.7787503,0.49774563,0.7488728,0.49372074,0.7468604,0.5845787,0.7922894,0.5185794,0.75928974,0.53344184,0.7667209,0.5694791,0.78473955,0.57710403,0.78855205
12141,0.61313045,0.8065652,0.5510498,0.7755249,0.58013546,0.79006773,0.5385792,0.7692896,0.5449314,0.7724657,0.5708638,0.78543186,0.54713464,0.7735673,0.5662093,0.78310466,0.6041464,0.80207324,0.59505767,0.79752886
12143,0.6880472,0.8440236,0.656299,0.8281495,0.64403784,0.8220189,0.57931364,0.7896568,0.63231075,0.8161554,0.7126284,0.8563142,0.61049473,0.80524737,0.67110515,0.8355526,0.70064455,0.85032225,0.70335233,0.85167617
12149,0.6703726,0.8351863,0.720476,0.86023796,0.7136864,0.85684323,0.60837877,0.8041894,0.65217346,0.82608676,0.6088054,0.8044027,0.6493829,0.8246914,0.66282237,0.8314112,0.660187,0.8300935,0.6542337,0.82711685
12161,0.53584445,0.7679222,0.54670644,0.7733532,0.53599733,0.7679987,0.51878357,0.7593918,0.51363164,0.7568158,0.57068884,0.7853444,0.55931526,0.7796576,0.5877695,0.79388475,0.61430717,0.8071536,0.5932059,0.79660296
12252,0.622615,0.8113075,0.642295,0.8211475,0.5839337,0.79196686,0.6246499,0.81232494,0.6151562,0.8075781,0.62146187,0.81073093,0.5823754,0.7911877,0.6772457,0.8386228,0.66354966,0.83177483,0.6732728,0.8366364
12408,0.64982986,0.82491493,0.65574133,0.82787067,0.6396829,0.81984144,0.5960089,0.79800445,0.6619228,0.8309614,0.6824155,0.84120774,0.64645636,0.8232282,0.67904675,0.8395234,0.6735571,0.8367785,0.70666337,0.8533317
12409,0.71575224,0.8578761,0.67256606,0.836283,0.6472415,0.82362074,0.60339576,0.80169785,0.63435197,0.817176,0.6996617,0.84983087,0.6588385,0.82941926,0.6939126,0.8469563,0.67613107,0.8380655,0.70099694,0.85049844
12410,0.74431944,0.8721597,0.7160273,0.85801363,0.7375076,0.8687538,0.63890487,0.8194524,0.66260314,0.83130157,0.63150537,0.8157527,0.5786884,0.7893442,0.6932396,0.84661984,0.661975,0.8309875,0.6247666,0.8123833
12418,0.7365178,0.8682589,0.6817217,0.84086084,0.70047057,0.8502353,0.6001933,0.80009663,0.6713593,0.83567965,0.76331735,0.8816587,0.69232655,0.8461633,0.74695235,0.87347615,0.75009793,0.875049,0.77770644,0.8888532
12422,0.65732944,0.8286647,0.5760859,0.78804296,0.6298736,0.81493676,0.50901973,0.75450987,0.6241499,0.81207496,0.68465346,0.84232676,0.58865213,0.79432607,0.6188315,0.80941576,0.610054,0.805027,0.6495944,0.8247972
12435,0.5382179,0.76910895,0.50898105,0.7544905,0.5357031,0.7678516,0.5135124,0.7567562,0.49328429,0.7466421,0.5099687,0.7549844,0.5151732,0.7575866,0.51089287,0.75544643,0.52255964,0.7612798,0.52588046,0.7629402
12436,0.6873351,0.8436675,0.6325915,0.81629574,0.64116454,0.8205823,0.6145412,0.8072706,0.6029899,0.80149496,0.6164056,0.8082028,0.5527308,0.7763654,0.6385549,0.8192774,0.65608823,0.8280441,0.6116848,0.8058424
12437,0.5054607,0.75273037,0.47007018,0.73503506,0.5277195,0.76385975,0.49229416,0.7461471,0.47393888,0.7369695,0.4894693,0.74473464,0.4368108,0.71840537,0.5293697,0.76468486,0.50316674,0.75158334,0.4849588,0.7424794
12447,0.7330825,0.86654127,0.7182542,0.8591271,0.70751053,0.85375524,0.6880412,0.8440206,0.6631471,0.83157355,0.6454324,0.82271624,0.5968369,0.79841846,0.6905447,0.84527236,0.67159975,0.8357999,0.64913636,0.82456815
12448,0.7892425,0.89462125,0.73605907,0.86802953,0.76939404,0.884697,0.702286,0.851143,0.75172544,0.8758627,0.759003,0.87950146,0.6740695,0.83703476,0.78290933,0.8914547,0.7397617,0.86988086,0.73752034,0.86876017
12449,0.68938965,0.84469485,0.65455705,0.8272785,0.6716204,0.8358102,0.60104805,0.800524,0.61987114,0.80993557,0.7215694,0.8607847,0.58910763,0.7945538,0.6734025,0.8367013,0.6904423,0.84522116,0.6693544,0.8346772
12450,0.5771897,0.78859484,0.55880547,0.77940273,0.5919671,0.79598355,0.4899158,0.7449579,0.5406315,0.77031577,0.5705863,0.78529316,0.5500419,0.77502096,0.57806516,0.7890326,0.5536201,0.77681005,0.5698906,0.7849453
12451,0.70673597,0.853368,0.66738784,0.8336939,0.7213466,0.8606733,0.5767051,0.78835255,0.6445719,0.82228595,0.6267086,0.8133543,0.55983806,0.779919,0.65377367,0.82688683,0.6227733,0.81138664,0.62330014,0.81165004
12452,0.5125164,0.7562582,0.42308325,0.71154165,0.42416304,0.71208155,0.4650334,0.7325167,0.43477517,0.71738756,0.44900775,0.7245039,0.40075675,0.70037836,0.47639644,0.7381982,0.4670583,0.73352915,0.46023953,0.73011976
12453,0.5956773,0.7978387,0.6164974,0.8082487,0.5651295,0.78256476,0.556788,0.778394,0.5495171,0.7747586,0.58019525,0.7900976,0.5376884,0.7688442,0.61863905,0.8093195,0.5783929,0.7891965,0.61100614,0.8055031
12454,0.672225,0.8361125,0.6103362,0.8051681,0.62959623,0.8147981,0.5883266,0.7941633,0.6205116,0.81025577,0.6149065,0.8074533,0.5553491,0.77767456,0.6242813,0.81214064,0.6171118,0.8085559,0.59771645,0.7988582
12455,0.7120626,0.8560313,0.6531801,0.82659006,0.68923163,0.8446158,0.63127553,0.81563777,0.6051369,0.80256844,0.63607895,0.8180395,0.5522628,0.7761314,0.6459336,0.8229668,0.63307893,0.81653947,0.621621,0.8108105
12456,0.75441027,0.87720513,0.68038774,0.84019387,0.74320555,0.8716028,0.6069307,0.80346537,0.66883063,0.8344153,0.6121229,0.80606145,0.5505136,0.7752568,0.6717837,0.83589184,0.5926025,0.79630125,0.5891413,0.7945707
12457,0.710111,0.8550555,0.6890196,0.84450984,0.7413435,0.87067175,0.6495718,0.8247859,0.6510602,0.8255301,0.66887045,0.8344352,0.6276915,0.81384575,0.69428605,0.84714305,0.6519732,0.8259866,0.6374619,0.81873095
12458,0.7391572,0.8695786,0.7166555,0.85832775,0.7523,0.87615,0.64862096,0.8243105,0.6371925,0.81859624,0.6766343,0.83831716,0.5534307,0.77671534,0.7247262,0.8623631,0.6938015,0.84690076,0.65633214,0.82816607
12459,0.67401695,0.8370085,0.6700529,0.83502644,0.6750475,0.83752376,0.5876815,0.79384077,0.6660638,0.8330319,0.60864115,0.8043206,0.6215391,0.81076956,0.66745704,0.83372855,0.59067094,0.7953355,0.60196275,0.8009814
12460,0.7635248,0.8817624,0.7114262,0.8557131,0.72749233,0.86374617,0.6896049,0.84480244,0.7265549,0.86327744,0.74126184,0.8706309,0.6799448,0.8399724,0.74984205,0.874921,0.77791315,0.88895655,0.7595921,0.879796
12461,0.74057746,0.8702887,0.63118476,0.8155924,0.71773636,0.8588682,0.6050172,0.8025086,0.63175195,0.815876,0.7242825,0.86214125,0.5506931,0.7753465,0.67491484,0.8374574,0.6393926,0.8196963,0.6591455,0.82957274
12462,0.6786808,0.8393404,0.68901956,0.8445098,0.71110344,0.8555517,0.6210629,0.81053144,0.6280719,0.81403595,0.6723478,0.8361739,0.5679931,0.7839966,0.70268583,0.8513429,0.7316867,0.86584336,0.67699504,0.8384975
12463,0.5835763,0.79178816,0.51326585,0.7566329,0.6009783,0.8004892,0.5041272,0.75206363,0.5358707,0.76793534,0.6215695,0.81078476,0.54493546,0.77246773,0.57879376,0.7893969,0.620168,0.810084,0.61338747,0.80669373
12464,0.7375934,0.8687967,0.6729106,0.8364553,0.7225407,0.8612703,0.636891,0.8184455,0.6806667,0.84033334,0.7178432,0.8589216,0.6184472,0.8092236,0.72296745,0.8614837,0.6923801,0.84619004,0.69957536,0.8497877
12465,0.62242544,0.8112127,0.66439766,0.83219886,0.63982224,0.8199111,0.5561274,0.7780637,0.6219633,0.81098163,0.5950933,0.7975466,0.6506845,0.82534224,0.63297665,0.8164883,0.6275442,0.8137721,0.61674833,0.80837417
12466,0.6280245,0.8140123,0.57536733,0.78768367,0.5672446,0.78362226,0.49069476,0.7453474,0.5802777,0.79013884,0.6342555,0.81712776,0.5525904,0.7762952,0.60882384,0.8044119,0.5868207,0.79341036,0.60303426,0.8015171
12467,0.61290157,0.8064508,0.6200089,0.8100045,0.64409876,0.8220494,0.6228212,0.8114106,0.532598,0.766299,0.59497905,0.7974895,0.53249776,0.7662489,0.68629575,0.8431479,0.68204796,0.841024,0.64699554,0.8234978
12468,0.61360425,0.80680215,0.58092254,0.7904613,0.6198213,0.80991066,0.5684339,0.78421694,0.60597974,0.80298984,0.6010503,0.8005252,0.6087967,0.80439836,0.58382183,0.7919109,0.64426017,0.8221301,0.6113727,0.80568635
12469,0.39625937,0.69812965,0.46749884,0.7337494,0.4080184,0.7040092,0.40450364,0.7022518,0.38416842,0.6920842,0.38891262,0.69445634,0.39586836,0.69793415,0.4534819,0.72674096,0.5031507,0.75157535,0.47401124,0.7370056
12470,0.66109014,0.83054507,0.6720921,0.83604604,0.66230774,0.83115387,0.6408206,0.8204103,0.65597177,0.8279859,0.6032958,0.8016479,0.6017031,0.8008516,0.6617704,0.8308852,0.6277245,0.81386226,0.6390512,0.8195256
12471,0.71243393,0.85621697,0.6954881,0.84774405,0.66390264,0.8319513,0.63316154,0.8165808,0.6532637,0.82663184,0.64216435,0.8210822,0.59427917,0.7971396,0.68893635,0.8444682,0.65685797,0.828429,0.6677863,0.8338932
12472,0.6077741,0.803887,0.6802025,0.84010124,0.6111732,0.8055866,0.63655853,0.81827927,0.60270554,0.80135274,0.5761717,0.7880858,0.5837177,0.79185885,0.6860515,0.84302574,0.6736978,0.8368489,0.6200347,0.81001735
12473,0.67419535,0.83709764,0.64142597,0.820713,0.637077,0.8185385,0.63439316,0.8171966,0.6323404,0.8161702,0.64288497,0.8214425,0.6513922,0.8256961,0.66698074,0.8334904,0.633052,0.816526,0.675426,0.837713
12474,0.54869664,0.7743483,0.5099128,0.75495636,0.5285895,0.76429474,0.53344893,0.76672447,0.4873296,0.7436648,0.57817835,0.7890892,0.498884,0.749442,0.55861866,0.77930933,0.59173846,0.79586923,0.551127,0.7755635
12475,0.730541,0.8652705,0.67029774,0.8351489,0.6674135,0.83370674,0.63647306,0.81823653,0.6813619,0.84068096,0.7063004,0.8531502,0.66540587,0.83270293,0.6870115,0.84350574,0.69116163,0.8455808,0.68990636,0.8449532
12476,0.6699405,0.83497024,0.64289236,0.8214462,0.61406493,0.80703247,0.5592668,0.7796334,0.62355965,0.81177986,0.6304039,0.81520194,0.64145845,0.82072926,0.6693384,0.83466923,0.647756,0.823878,0.65155447,0.82577723
12477,0.65606713,0.82803357,0.6538315,0.82691574,0.64425755,0.8221288,0.641107,0.82055354,0.62691176,0.8134559,0.66583836,0.8329192,0.6035774,0.8017887,0.6723891,0.8361945,0.64931643,0.8246582,0.69858706,0.84929353
12478,0.6091634,0.8045817,0.65198284,0.8259914,0.63526505,0.81763256,0.61179817,0.8058991,0.59640753,0.79820377,0.55182624,0.7759131,0.5165817,0.7582909,0.6209361,0.8104681,0.60188663,0.8009433,0.5583835,0.77919173
12479,0.6284437,0.81422186,0.5749553,0.7874776,0.65083355,0.8254168,0.5692284,0.7846142,0.55175555,0.7758778,0.6173995,0.8086997,0.51930225,0.7596511,0.6284178,0.81420887,0.6103476,0.8051738,0.5701525,0.78507626
12480,0.74083906,0.8704195,0.6881585,0.84407926,0.71149313,0.85574657,0.6370307,0.81851536,0.67676485,0.8383824,0.71683025,0.8584151,0.6139957,0.80699784,0.71889293,0.85944647,0.67847323,0.8392366,0.6904843,0.84524214
12481,0.5812919,0.79064596,0.5513598,0.7756799,0.5705768,0.7852884,0.5952779,0.79763895,0.49146765,0.74573386,0.5398322,0.76991606,0.4843797,0.7421899,0.60110235,0.8005512,0.6223846,0.8111923,0.5683881,0.78419405
12482,0.6882608,0.8441304,0.61771685,0.8088584,0.65173686,0.8258684,0.5807192,0.7903596,0.6361277,0.81806386,0.6842048,0.8421024,0.55818784,0.7790939,0.6599337,0.82996684,0.6042346,0.8021173,0.6272198,0.8136099
12483,0.6677336,0.83386683,0.66802335,0.8340117,0.6587958,0.8293979,0.6281545,0.81407726,0.6335407,0.8167703,0.6865269,0.84326345,0.66466665,0.8323333,0.6910123,0.8455062,0.7065184,0.8532592,0.7306664,0.8653332
12484,0.59683645,0.7984182,0.5627004,0.7813502,0.6235926,0.8117963,0.48859915,0.7442996,0.5637089,0.78185445,0.58000904,0.7900045,0.4661777,0.73308885,0.56348646,0.7817432,0.55676544,0.7783827,0.5625609,0.78128046
12485,0.6472884,0.82364416,0.6495708,0.8247854,0.6437813,0.82189065,0.58672357,0.7933618,0.62606645,0.8130332,0.73716533,0.86858267,0.7004951,0.85024756,0.72654545,0.8632727,0.73193157,0.8659658,0.7516584,0.8758292
12486,0.7416426,0.8708213,0.761615,0.8808075,0.7600101,0.88000506,0.6364047,0.8182024,0.7438346,0.8719173,0.7072121,0.85360605,0.7078412,0.8539206,0.75779843,0.8788992,0.7082936,0.85414684,0.7150817,0.85754085
12487,0.71484816,0.8574241,0.72984827,0.86492413,0.6924355,0.84621775,0.6582494,0.8291247,0.6665077,0.83325386,0.6601926,0.8300963,0.67014885,0.8350744,0.7288009,0.86440045,0.6922244,0.8461122,0.68574405,0.842872
12488,0.48530638,0.7426532,0.58669376,0.7933469,0.5053792,0.7526896,0.50732255,0.7536613,0.4736669,0.73683345,0.45922866,0.7296143,0.4382037,0.71910185,0.5213773,0.76068866,0.5727129,0.78635645,0.51447994,0.75723994
12489,0.6013355,0.80066776,0.60112846,0.8005642,0.6241387,0.81206936,0.53131443,0.7656572,0.57653284,0.7882664,0.6264222,0.8132111,0.6009238,0.8004619,0.63848674,0.8192434,0.59526324,0.7976316,0.6065248,0.8032624
12490,0.6205138,0.8102569,0.6198668,0.8099334,0.6203976,0.8101988,0.60370433,0.80185217,0.6196343,0.80981714,0.6305963,0.81529814,0.6424451,0.82122254,0.63420457,0.8171023,0.6875336,0.8437668,0.6608136,0.8304068
12491,0.68270636,0.8413532,0.66518754,0.8325938,0.68381757,0.8419088,0.63245,0.816225,0.6397012,0.81985056,0.67730445,0.83865225,0.62916636,0.8145832,0.70220715,0.85110354,0.6922239,0.84611195,0.70006,0.85003
12492,0.5390363,0.76951814,0.53884923,0.7694246,0.5484531,0.77422655,0.5257178,0.76285887,0.5007217,0.75036085,0.50695884,0.7534794,0.45666343,0.7283317,0.5567956,0.7783978,0.5318957,0.7659478,0.4639228,0.73196137
12493,0.5717212,0.7858606,0.53022957,0.7651148,0.5920751,0.79603755,0.5274732,0.7637366,0.48443845,0.7422192,0.58717644,0.7935882,0.50407076,0.7520354,0.58248544,0.7912427,0.60421,0.802105,0.57291234,0.78645617
12494,0.6842966,0.8421483,0.6849491,0.8424746,0.7014718,0.8507359,0.6606174,0.8303087,0.6426251,0.82131255,0.66447145,0.8322357,0.66907126,0.8345356,0.6871458,0.8435729,0.74253947,0.8712697,0.7239537,0.86197686
12495,0.6980616,0.8490308,0.69696593,0.84848297,0.66888237,0.8344412,0.6245823,0.81229115,0.6744564,0.8372282,0.7527425,0.87637126,0.66913724,0.8345686,0.7522769,0.87613845,0.7523402,0.8761701,0.7450155,0.87250775
12496,0.73530906,0.86765456,0.6837925,0.84189624,0.71692777,0.8584639,0.62134314,0.81067157,0.68064266,0.8403213,0.70618135,0.85309064,0.60104465,0.8005223,0.73159385,0.8657969,0.7411586,0.8705793,0.6983267,0.84916335
12497,0.6903534,0.8451767,0.6674142,0.8337071,0.6920912,0.8460456,0.6331663,0.81658316,0.6676395,0.83381975,0.6896827,0.84484136,0.6319091,0.81595457,0.7039455,0.85197276,0.67163634,0.8358182,0.67789143,0.83894575
12498,0.6690506,0.8345253,0.67550725,0.83775365,0.65273494,0.8263675,0.62138927,0.81069463,0.63603234,0.8180162,0.6924434,0.8462217,0.6422992,0.8211496,0.6907505,0.84537524,0.7034509,0.85172546,0.7139416,0.8569708
12499,0.66413,0.832065,0.64561343,0.8228067,0.69501436,0.8475072,0.5510205,0.77551025,0.6670339,0.83351696,0.6704674,0.8352337,0.64023626,0.8201181,0.6915312,0.8457656,0.6091943,0.80459714,0.6521907,0.82609534
12500,0.7484072,0.87420356,0.7329097,0.86645484,0.7148905,0.85744524,0.62909716,0.8145486,0.74989295,0.8749465,0.7135422,0.8567711,0.7441925,0.87209624,0.7574762,0.8787381,0.72638345,0.8631917,0.7326622,0.8663311
12501,0.34714353,0.67357177,0.36866385,0.6843319,0.3553716,0.6776858,0.3224155,0.66120774,0.30885035,0.65442514,0.23698121,0.6184906,0.25808346,0.62904173,0.24727742,0.6236387,0.30745196,0.653726,0.25985444,0.6299272
12502,0.5752737,0.7876369,0.6394415,0.81972075,0.61166954,0.8058348,0.5617032,0.7808516,0.61999524,0.8099976,0.50732726,0.75366366,0.5629229,0.7814615,0.61124575,0.8056229,0.5800841,0.79004204,0.54366505,0.7718325
12503,0.61534226,0.8076711,0.55990756,0.7799538,0.6328441,0.81642205,0.5457885,0.77289426,0.54364276,0.7718214,0.65572906,0.8278645,0.5502428,0.7751214,0.6239543,0.81197715,0.67224777,0.8361239,0.63044226,0.81522113
