,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
2655,0.78025687,0.89012843,0.7246697,0.86233485,0.7055641,0.852782,0.6360179,0.81800896,0.73473334,0.8673667,0.7667829,0.88339144,0.6870411,0.8435205,0.7640437,0.88202184,0.6917056,0.8458528,0.7307917,0.86539584
2656,0.69817185,0.8490859,0.7263091,0.86315453,0.6621827,0.83109134,0.63106906,0.81553453,0.6455908,0.8227954,0.6701032,0.8350516,0.62576604,0.812883,0.7050807,0.8525404,0.67149055,0.8357453,0.64085966,0.8204298
2657,0.6630817,0.8315408,0.656669,0.8283345,0.6164666,0.80823326,0.59048784,0.7952439,0.6558428,0.8279214,0.709487,0.8547435,0.62483966,0.81241983,0.74744886,0.87372446,0.7471387,0.87356937,0.71602994,0.85801494
2658,0.7383881,0.86919403,0.62847537,0.8142377,0.65247595,0.826238,0.6196098,0.8098049,0.65273774,0.82636887,0.67869216,0.83934605,0.5425302,0.7712651,0.66457766,0.83228886,0.62035245,0.81017625,0.61733747,0.80866873
2659,0.67220247,0.83610123,0.6525698,0.8262849,0.6137709,0.8068855,0.561344,0.780672,0.63536495,0.8176825,0.7011545,0.85057724,0.6752908,0.8376454,0.64754015,0.82377005,0.66803944,0.8340197,0.6935433,0.84677166
2660,0.7559805,0.87799025,0.7002279,0.850114,0.6757593,0.83787966,0.6309122,0.8154561,0.6928179,0.84640896,0.7053386,0.8526693,0.67023575,0.8351179,0.6946382,0.8473191,0.6666441,0.83332205,0.6882699,0.8441349
2741,0.6362558,0.8181279,0.5618335,0.78091675,0.5356563,0.7678281,0.5877415,0.79387075,0.5470937,0.7735468,0.51370823,0.7568541,0.49166417,0.7458321,0.508904,0.754452,0.53396416,0.7669821,0.5037136,0.7518568
2766,0.7462225,0.87311125,0.8088188,0.9044094,0.7294748,0.8647374,0.6470663,0.8235332,0.7096584,0.8548292,0.7000528,0.85002637,0.6381169,0.8190584,0.7742815,0.88714075,0.68714225,0.8435711,0.6633144,0.8316572
2793,0.6513396,0.82566977,0.71960896,0.8598045,0.57686317,0.7884316,0.5750015,0.78750074,0.62161535,0.8108077,0.60830736,0.8041537,0.6060141,0.803007,0.6839265,0.8419633,0.6153958,0.8076979,0.6216451,0.81082255
2810,0.65590453,0.82795227,0.68628407,0.84314203,0.63681763,0.81840885,0.57743406,0.78871703,0.57320595,0.786603,0.53560984,0.7678049,0.46826154,0.73413074,0.64647925,0.8232396,0.5581728,0.7790864,0.4892638,0.7446319
2824,0.70900464,0.8545023,0.7547733,0.8773867,0.70078224,0.85039115,0.67405784,0.8370289,0.73803496,0.8690175,0.65131545,0.8256577,0.63012433,0.81506217,0.7406003,0.8703002,0.69537187,0.84768593,0.68924624,0.8446231
3002,0.6691438,0.8345719,0.6675247,0.83376235,0.6632719,0.83163595,0.64412725,0.8220636,0.60473156,0.8023658,0.5791696,0.78958476,0.61413705,0.8070685,0.63634485,0.81817245,0.6470883,0.82354414,0.62341774,0.81170887
3021,0.71998334,0.85999167,0.67334336,0.8366717,0.61098766,0.80549383,0.58468294,0.7923415,0.6764059,0.83820295,0.6414683,0.82073414,0.6170341,0.80851704,0.6393201,0.81966007,0.610027,0.80501354,0.60748345,0.8037417
3093,0.7829772,0.8914886,0.77361405,0.886807,0.7197712,0.8598856,0.6957673,0.84788364,0.7777831,0.8888916,0.7368061,0.8684031,0.72150445,0.8607522,0.75661385,0.8783069,0.7413979,0.8706989,0.74768746,0.8738437
3105,0.8092072,0.9046036,0.7537788,0.8768894,0.71948147,0.85974073,0.66364574,0.8318229,0.74005497,0.8700275,0.74470437,0.8723522,0.708164,0.854082,0.7301326,0.8650663,0.70354354,0.8517718,0.7454375,0.87271875
3113,0.63020205,0.815101,0.578,0.78900003,0.5696251,0.78481257,0.5313748,0.7656874,0.56377,0.781885,0.640547,0.8202735,0.5532846,0.7766423,0.6118175,0.80590874,0.5799072,0.7899536,0.61442363,0.8072118
3118,0.65272546,0.8263627,0.6586585,0.82932925,0.5930543,0.79652715,0.5711497,0.78557485,0.6438364,0.8219182,0.6225466,0.81127334,0.6140568,0.8070284,0.6634286,0.8317143,0.663638,0.831819,0.6383914,0.8191957
3120,0.6562114,0.8281057,0.65151525,0.8257576,0.59916747,0.79958373,0.61242604,0.806213,0.6080289,0.80401444,0.63453686,0.81726843,0.59238136,0.7961907,0.657153,0.8285765,0.6336662,0.81683314,0.6335665,0.81678325
3122,0.80035853,0.90017927,0.73687243,0.8684362,0.70590794,0.852954,0.63505995,0.81753,0.74879557,0.87439775,0.7594249,0.87971246,0.68589675,0.8429484,0.7582464,0.8791232,0.72417927,0.86208963,0.74582905,0.87291455
3123,0.7145188,0.8572594,0.69048566,0.84524286,0.6625627,0.83128136,0.60044444,0.8002222,0.72581834,0.8629092,0.7785072,0.8892536,0.72884935,0.8644247,0.7452227,0.87261134,0.7401538,0.8700769,0.7714263,0.88571316
3133,0.7582302,0.8791151,0.6673051,0.83365256,0.6563366,0.8281683,0.59551275,0.7977564,0.7085216,0.8542608,0.77270675,0.8863534,0.6983701,0.84918505,0.7408229,0.87041146,0.6608779,0.830439,0.7261691,0.86308455
3134,0.8009629,0.90048146,0.71353185,0.8567659,0.7314762,0.8657381,0.6286286,0.8143143,0.7367711,0.86838555,0.7750658,0.8875329,0.6485385,0.82426924,0.7403408,0.8701704,0.6805634,0.8402817,0.70628285,0.8531414
3135,0.7305808,0.8652904,0.6931149,0.84655744,0.6766305,0.83831525,0.60660267,0.80330133,0.68706244,0.84353125,0.67822933,0.83911467,0.6121175,0.80605876,0.67733383,0.8386669,0.62613964,0.8130698,0.6290949,0.8145474
3136,0.7831934,0.8915967,0.7103739,0.85518694,0.67925155,0.8396258,0.5912075,0.79560375,0.7220973,0.86104864,0.76756215,0.8837811,0.6509856,0.8254928,0.75496215,0.8774811,0.6889104,0.84445524,0.72898144,0.86449075
3137,0.77010393,0.88505197,0.65240544,0.82620275,0.64255524,0.8212776,0.59549665,0.7977483,0.66951,0.834755,0.7052315,0.8526157,0.59498626,0.7974931,0.685219,0.8426095,0.5870925,0.79354626,0.6353625,0.81768125
3138,0.737051,0.8685255,0.66044533,0.83022267,0.67443347,0.83721673,0.61937904,0.8096895,0.6727341,0.836367,0.72178745,0.8608937,0.63708586,0.81854296,0.69206554,0.84603274,0.6502377,0.82511884,0.68843925,0.8442196
3139,0.73255324,0.8662766,0.6492224,0.8246112,0.66475034,0.83237517,0.6194097,0.80970484,0.6619154,0.8309577,0.6902627,0.84513134,0.5803264,0.79016316,0.69951034,0.84975517,0.63567257,0.8178363,0.6481769,0.82408845
3140,0.7226493,0.86132467,0.63332224,0.8166611,0.6365638,0.8182819,0.5803848,0.79019237,0.6566921,0.828346,0.72277594,0.86138797,0.64347434,0.8217372,0.6875631,0.8437816,0.6278119,0.81390595,0.6693815,0.83469075
3141,0.5589485,0.77947426,0.58416,0.79208,0.565169,0.7825845,0.4990098,0.7495049,0.50259674,0.75129837,0.5373418,0.7686709,0.46248972,0.73124486,0.5607659,0.780383,0.5403367,0.77016836,0.5330112,0.7665056
3142,0.76185966,0.8809298,0.67967564,0.8398378,0.7145207,0.85726035,0.5995861,0.79979306,0.71274996,0.856375,0.7720367,0.88601834,0.6542033,0.82710165,0.7376208,0.8688104,0.68279874,0.8413994,0.7219476,0.86097383
3143,0.7626075,0.8813038,0.6710743,0.83553714,0.6660489,0.83302444,0.60840595,0.804203,0.7051787,0.85258937,0.73618793,0.86809397,0.657712,0.828856,0.71363914,0.85681957,0.6700182,0.8350091,0.6992482,0.8496241
3144,0.65772146,0.82886076,0.5947485,0.79737425,0.65215516,0.8260776,0.52904856,0.7645243,0.62696576,0.8134829,0.66374636,0.8318732,0.5651016,0.7825508,0.67622006,0.83811,0.5873139,0.79365695,0.6026464,0.8013232
3145,0.6346103,0.81730515,0.61115646,0.80557823,0.56664395,0.783322,0.5719384,0.7859692,0.60474414,0.8023721,0.6073726,0.80368626,0.5893495,0.79467475,0.6000699,0.80003494,0.6078527,0.80392635,0.60548925,0.8027446
3146,0.7170818,0.8585409,0.6564263,0.82821316,0.6631278,0.8315639,0.5928251,0.7964126,0.680987,0.8404935,0.7053071,0.85265356,0.6281879,0.81409395,0.68699,0.843495,0.6387719,0.81938595,0.64961916,0.82480955
3147,0.7075963,0.85379815,0.6612786,0.8306393,0.6064007,0.80320036,0.6369029,0.81845146,0.66076946,0.83038473,0.713755,0.8568775,0.65943134,0.82971567,0.71429586,0.85714793,0.69348884,0.8467444,0.7006265,0.85031325
3148,0.7646326,0.8823163,0.6719354,0.83596766,0.66251135,0.8312557,0.58367014,0.79183507,0.720281,0.8601405,0.77332205,0.88666105,0.69574857,0.8478743,0.7299855,0.86499274,0.6653605,0.8326802,0.7385086,0.8692543
3149,0.7405702,0.8702851,0.6663604,0.8331802,0.6391932,0.8195966,0.61653435,0.8082672,0.654214,0.827107,0.69487417,0.8474371,0.6241639,0.81208193,0.6677604,0.8338802,0.61723423,0.8086171,0.65136236,0.8256812
3150,0.7637068,0.8818534,0.6338709,0.8169354,0.6695682,0.8347841,0.6087513,0.80437565,0.67536485,0.8376824,0.7520256,0.8760128,0.5987996,0.7993998,0.7062044,0.8531022,0.63311654,0.81655824,0.6879828,0.8439914
3153,0.7250557,0.86252785,0.678054,0.839027,0.6653031,0.83265156,0.6200111,0.81000555,0.68379664,0.8418983,0.66769207,0.83384603,0.62272155,0.8113608,0.67602885,0.8380144,0.6376728,0.8188364,0.6454752,0.8227376
3155,0.65170956,0.8258548,0.59016716,0.7950836,0.5954656,0.79773283,0.4804511,0.74022555,0.57870376,0.7893519,0.5760757,0.78803784,0.5125774,0.7562887,0.569514,0.784757,0.49039143,0.74519575,0.52064735,0.76032364
3156,0.7840692,0.8920346,0.6226286,0.81131434,0.6396438,0.8198219,0.56920767,0.78460383,0.70540357,0.8527018,0.7310157,0.86550784,0.6068566,0.8034283,0.67355657,0.8367783,0.5856017,0.79280084,0.6611495,0.83057475
3157,0.7742215,0.8871107,0.6684452,0.8342226,0.7077508,0.8538754,0.6357386,0.8178693,0.69243026,0.8462151,0.7196404,0.8598202,0.6184693,0.8092346,0.7145636,0.8572818,0.63225037,0.81612515,0.69776046,0.84888023
3158,0.7398746,0.8699373,0.65698874,0.82849437,0.61692363,0.8084618,0.58107054,0.7905353,0.68607914,0.8430396,0.7253594,0.8626797,0.6523287,0.82616436,0.67712486,0.8385624,0.6298896,0.8149448,0.66611546,0.83305776
3159,0.7634771,0.88173854,0.642933,0.8214665,0.66445935,0.8322297,0.5551427,0.7775713,0.69684196,0.848421,0.7618586,0.8809293,0.6375204,0.81876016,0.7181661,0.85908306,0.6256201,0.81281006,0.70349133,0.85174567
3160,0.77145725,0.8857286,0.6972112,0.84860563,0.6960955,0.84804773,0.6431276,0.82156384,0.70377386,0.8518869,0.7023407,0.85117036,0.6436653,0.82183266,0.7218077,0.86090386,0.6454412,0.8227206,0.6655797,0.83278984
3161,0.8151383,0.90756917,0.742623,0.8713115,0.7316531,0.86582655,0.6462418,0.8231209,0.7715279,0.88576394,0.75370586,0.8768529,0.67112505,0.8355625,0.74211836,0.8710592,0.67206454,0.8360323,0.71978855,0.8598943
3162,0.725449,0.86272454,0.62254834,0.8112742,0.639663,0.8198315,0.5891677,0.79458386,0.63284826,0.81642413,0.6791873,0.83959365,0.5707725,0.78538626,0.67829,0.839145,0.6007607,0.80038035,0.63282144,0.8164107
3186,0.8018852,0.90094256,0.72730064,0.8636503,0.664974,0.832487,0.6674931,0.83374655,0.7183098,0.85915494,0.7242992,0.8621496,0.68174857,0.8408743,0.7090838,0.8545419,0.68320096,0.8416005,0.72493845,0.8624692
3225,0.6062591,0.80312955,0.6518223,0.82591116,0.57418054,0.7870903,0.61269855,0.8063493,0.56969213,0.78484607,0.5035739,0.75178695,0.50374496,0.7518725,0.5694944,0.78474724,0.54331136,0.7716557,0.50433844,0.75216925
3315,0.6908431,0.84542155,0.64616394,0.823082,0.65139663,0.8256983,0.5759241,0.7879621,0.65607834,0.82803917,0.70838106,0.8541905,0.6141715,0.80708575,0.69403315,0.8470166,0.6595413,0.8297707,0.66669,0.833345
3321,0.6964581,0.84822905,0.63487595,0.817438,0.6195662,0.8097831,0.58805144,0.7940257,0.6716998,0.8358499,0.716391,0.85819554,0.62753016,0.81376505,0.69647765,0.8482388,0.61206555,0.8060328,0.6421673,0.82108366
3332,0.7251359,0.86256796,0.6714957,0.83574784,0.7027643,0.85138214,0.63139004,0.81569505,0.66793454,0.83396727,0.6535275,0.82676375,0.5575882,0.7787941,0.6685361,0.8342681,0.6419112,0.82095563,0.5926939,0.79634696
5877,0.5947366,0.7973683,0.68237054,0.8411853,0.56775814,0.78387904,0.5922106,0.79610527,0.5666851,0.78334254,0.5397315,0.76986575,0.53424203,0.767121,0.5876556,0.7938278,0.6248549,0.81242746,0.5830729,0.79153645
5981,0.7935941,0.89679706,0.69653445,0.8482672,0.7538707,0.87693536,0.6561589,0.82807946,0.7131103,0.85655516,0.67560345,0.8378017,0.6066148,0.8033074,0.7004353,0.85021764,0.67128694,0.8356435,0.6648258,0.8324129
6043,0.7368952,0.8684476,0.6474751,0.82373756,0.61970824,0.80985415,0.61556655,0.80778325,0.68361545,0.8418077,0.7277372,0.8638686,0.6593869,0.82969344,0.66535413,0.83267707,0.7161716,0.8580858,0.7026454,0.8513227
6078,0.772026,0.88601303,0.67965186,0.8398259,0.66865194,0.83432597,0.61789787,0.80894893,0.7228726,0.8614363,0.73129064,0.8656453,0.630998,0.815499,0.6912871,0.8456435,0.6631661,0.831583,0.67956406,0.839782
6081,0.79521096,0.8976055,0.7125974,0.8562987,0.672475,0.8362375,0.628847,0.8144235,0.7639832,0.8819916,0.8252152,0.9126076,0.7258431,0.86292154,0.771628,0.885814,0.73022646,0.86511326,0.77374566,0.8868728
6082,0.72300375,0.8615019,0.6332097,0.81660485,0.6179559,0.80897796,0.6010635,0.80053174,0.6875209,0.8437605,0.7707917,0.8853959,0.7050456,0.8525228,0.69993675,0.8499684,0.7051574,0.8525787,0.7236272,0.8618136
6090,0.7430873,0.87154365,0.66427374,0.83213687,0.6845787,0.8422893,0.6772989,0.83864945,0.65754724,0.8287736,0.6629925,0.83149624,0.6211462,0.8105731,0.70929873,0.85464936,0.65159506,0.82579756,0.6782365,0.83911824
6127,0.74494517,0.8724726,0.75178516,0.8758926,0.7315054,0.8657527,0.6095628,0.80478144,0.72496915,0.8624846,0.7668742,0.8834371,0.65816164,0.8290808,0.7628921,0.88144606,0.6440966,0.8220483,0.70829403,0.854147
6211,0.7421936,0.8710968,0.7150402,0.8575201,0.6987096,0.8493548,0.5934807,0.79674035,0.71493226,0.8574661,0.74432856,0.87216425,0.6875241,0.84376204,0.7278099,0.86390495,0.6925067,0.84625334,0.7175288,0.8587644
6213,0.77919656,0.88959825,0.6773526,0.83867633,0.6538292,0.8269146,0.5877656,0.7938828,0.7100624,0.8550312,0.73415935,0.8670797,0.66092706,0.8304635,0.684233,0.8421165,0.6661576,0.8330788,0.6889474,0.8444737
6214,0.751747,0.8758735,0.6618595,0.83092976,0.69282067,0.84641033,0.5967318,0.7983659,0.6865618,0.8432809,0.7556784,0.8778392,0.65716946,0.82858473,0.69496953,0.84748477,0.69338554,0.8466928,0.72047305,0.8602365
6231,0.7223849,0.86119246,0.6755904,0.8377952,0.62290734,0.8114537,0.6038625,0.80193126,0.6652461,0.83262306,0.6792014,0.8396007,0.6658978,0.8329489,0.67207855,0.8360393,0.65189576,0.8259479,0.66040516,0.8302026
6232,0.7828177,0.89140886,0.65407497,0.82703745,0.68879455,0.8443973,0.5997721,0.79988605,0.71738887,0.85869443,0.76861334,0.88430667,0.6539125,0.8269563,0.72204584,0.86102295,0.64682716,0.8234136,0.7296649,0.86483246
6233,0.7173343,0.85866714,0.6667787,0.83338934,0.6525104,0.8262552,0.57033694,0.78516847,0.6719364,0.8359682,0.6667471,0.83337355,0.58598137,0.7929907,0.67375195,0.836876,0.6618311,0.8309156,0.6169633,0.8084817
6239,0.6033923,0.8016962,0.6001719,0.80008596,0.57819074,0.7890954,0.575023,0.78751147,0.58123684,0.7906184,0.6334519,0.81672597,0.5960547,0.79802734,0.6187041,0.80935204,0.66731256,0.8336563,0.6424252,0.8212126
6240,0.7113124,0.8556562,0.6350744,0.8175372,0.60447335,0.8022367,0.56099284,0.7804964,0.6568583,0.82842916,0.6735349,0.83676744,0.6288738,0.8144369,0.6232699,0.81163496,0.6238264,0.8119132,0.64303756,0.8215188
6254,0.7594861,0.87974304,0.7743205,0.88716024,0.69221056,0.8461053,0.63933915,0.8196696,0.73734164,0.8686708,0.7103168,0.8551584,0.6467445,0.82337224,0.78902817,0.8945141,0.6804041,0.8402021,0.69551826,0.8477591
6255,0.71756214,0.8587811,0.6279938,0.8139969,0.6313523,0.81567615,0.5298487,0.76492435,0.6745186,0.8372593,0.73117495,0.8655875,0.65718174,0.82859087,0.6635988,0.8317994,0.6492051,0.82460254,0.69559294,0.84779644
6342,0.6402616,0.8201308,0.62170005,0.81085,0.5992474,0.7996237,0.51756823,0.7587841,0.62878203,0.814391,0.65001583,0.8250079,0.6191411,0.80957055,0.64297104,0.8214855,0.5870401,0.7935201,0.60116106,0.8005805
7630,0.72649294,0.86324644,0.7425207,0.87126034,0.63017046,0.81508523,0.61426204,0.80713105,0.7021034,0.8510517,0.6690179,0.83450896,0.64195025,0.8209751,0.7368815,0.86844075,0.6578507,0.8289254,0.66089535,0.8304477
7654,0.72235465,0.8611773,0.67385113,0.83692557,0.66459274,0.8322964,0.593803,0.79690146,0.66677153,0.83338577,0.7147659,0.85738295,0.61761427,0.80880713,0.6813327,0.84066635,0.6503869,0.82519346,0.6649134,0.8324567
8890,0.62608576,0.8130429,0.63960636,0.8198032,0.62621415,0.8131071,0.64853585,0.8242679,0.6183841,0.80919206,0.61557126,0.80778563,0.5905801,0.79529005,0.67944247,0.8397212,0.65424955,0.8271248,0.6450964,0.8225482
8916,0.6253506,0.8126753,0.59834576,0.7991729,0.59269696,0.79634845,0.50969934,0.7548497,0.57774436,0.7888722,0.51642036,0.7582102,0.48334694,0.74167347,0.5329123,0.7664561,0.53861105,0.7693055,0.4975994,0.7487997
9028,0.6478637,0.8239318,0.6530154,0.8265077,0.60199845,0.8009992,0.5977912,0.7988956,0.61809796,0.809049,0.6481466,0.8240733,0.63162345,0.81581175,0.6749024,0.8374512,0.61964357,0.8098218,0.6619357,0.83096784
9066,0.6915351,0.84576756,0.6062177,0.8031088,0.5788796,0.7894398,0.5478311,0.7739155,0.61348855,0.8067443,0.6021441,0.80107206,0.5220716,0.7610358,0.5959092,0.79795456,0.56647146,0.7832357,0.55802524,0.7790126
9445,0.68866855,0.84433424,0.6681794,0.8340897,0.6420719,0.821036,0.6357736,0.8178868,0.63159776,0.8157989,0.6368461,0.81842303,0.603418,0.801709,0.66524124,0.8326206,0.6735631,0.83678156,0.64322317,0.8216116
9542,0.7730978,0.8865489,0.7138603,0.85693014,0.6694039,0.83470196,0.6895782,0.8447891,0.73350245,0.8667512,0.69117415,0.8455871,0.60021985,0.8001099,0.72286004,0.86143005,0.69093597,0.845468,0.64920306,0.82460153
9546,0.6643032,0.8321516,0.6057341,0.80286705,0.56625044,0.7831252,0.59617895,0.7980895,0.605333,0.8026665,0.6318096,0.8159048,0.5599868,0.7799934,0.61376905,0.8068845,0.64533484,0.8226674,0.58511406,0.792557
9547,0.6447251,0.82236254,0.6196611,0.80983055,0.60104465,0.8005223,0.6119492,0.8059746,0.5732309,0.7866155,0.5605216,0.7802608,0.5503396,0.7751698,0.59290206,0.79645103,0.61062217,0.8053111,0.564038,0.782019
9583,0.6587305,0.82936525,0.6406001,0.82030004,0.602059,0.8010295,0.6281239,0.81406194,0.5779382,0.7889691,0.5535184,0.7767592,0.52620804,0.763104,0.5925746,0.7962873,0.6101757,0.80508786,0.5425654,0.7712827
9587,0.6435975,0.82179874,0.63138485,0.8156924,0.6008216,0.8004108,0.5469295,0.77346474,0.5828592,0.79142964,0.6484021,0.82420105,0.61182344,0.8059117,0.64078563,0.82039285,0.6461109,0.82305545,0.6437383,0.82186913
12037,0.6883298,0.8441649,0.71823895,0.8591195,0.662037,0.8310185,0.62229955,0.8111498,0.6941297,0.84706485,0.7326365,0.8663182,0.6995407,0.8497703,0.76106226,0.88053113,0.75866324,0.8793316,0.76663315,0.8833166
12116,0.6204721,0.81023604,0.5936142,0.7968071,0.6110127,0.80550635,0.5554682,0.7777341,0.58051825,0.7902591,0.6220352,0.81101763,0.6002536,0.8001268,0.6184276,0.80921376,0.61178917,0.8058946,0.6421784,0.8210892
12122,0.6939254,0.8469627,0.6310998,0.8155499,0.636212,0.818106,0.58897376,0.7944869,0.6017085,0.8008542,0.6471632,0.8235816,0.56294894,0.7814745,0.6403557,0.82017785,0.61386347,0.80693173,0.59608,0.79804003
12124,0.70751715,0.8537586,0.6199461,0.80997306,0.65698266,0.82849133,0.54269564,0.7713478,0.6486477,0.8243239,0.73830986,0.86915493,0.6301023,0.81505114,0.67059505,0.8352975,0.63550735,0.8177537,0.70012033,0.85006016
12141,0.715274,0.857637,0.6559767,0.8279884,0.64201593,0.82100797,0.5893443,0.79467213,0.677932,0.838966,0.7190753,0.85953766,0.6823071,0.84115356,0.6757585,0.83787924,0.68798816,0.8439941,0.6981062,0.84905314
12143,0.66672945,0.8333647,0.6801518,0.8400759,0.64851356,0.8242568,0.5756066,0.7878033,0.6270859,0.81354296,0.6973536,0.8486768,0.60252964,0.8012648,0.67158055,0.8357903,0.6723352,0.8361676,0.68409085,0.8420454
12149,0.7609253,0.88046265,0.71188855,0.8559443,0.69436854,0.8471843,0.60096294,0.80048144,0.73067427,0.86533713,0.7635401,0.88177,0.7103361,0.85516804,0.7187295,0.85936475,0.6924029,0.8462014,0.73259175,0.8662959
12161,0.5988215,0.79941076,0.5911566,0.7955783,0.59582436,0.7979122,0.53674316,0.7683716,0.57983375,0.7899169,0.6288023,0.81440115,0.5903609,0.79518044,0.6184604,0.8092302,0.6416359,0.82081795,0.6258027,0.8129014
12252,0.70527756,0.8526388,0.71122223,0.8556111,0.6555078,0.8277539,0.6318333,0.81591666,0.710596,0.85529804,0.718872,0.85943604,0.6655304,0.8327652,0.7560744,0.8780372,0.69766575,0.84883285,0.7177141,0.85885704
12408,0.6124115,0.80620575,0.63118625,0.8155931,0.5683933,0.7841966,0.58167946,0.79083973,0.603716,0.801858,0.6522554,0.8261277,0.6309273,0.81546366,0.63797754,0.8189888,0.64069796,0.820349,0.6469034,0.8234517
12409,0.74430513,0.87215257,0.68955374,0.84477687,0.6477457,0.82387286,0.60019016,0.8000951,0.70069826,0.8503491,0.7175361,0.85876805,0.6615847,0.8307923,0.7310282,0.8655141,0.66121554,0.8306078,0.71384275,0.8569214
12410,0.72020924,0.8601046,0.69920343,0.84960175,0.69038904,0.8451945,0.5816494,0.7908247,0.67913294,0.83956647,0.70197475,0.8509874,0.62837243,0.8141862,0.7175548,0.8587774,0.6542556,0.8271278,0.65448284,0.8272414
12418,0.6607516,0.8303758,0.6214659,0.81073296,0.6096658,0.80483294,0.595369,0.7976845,0.5984293,0.79921466,0.6235865,0.8117932,0.60157084,0.8007854,0.638801,0.8194005,0.5995016,0.7997508,0.61159825,0.8057991
12422,0.6803265,0.84016323,0.633245,0.8166225,0.6264775,0.81323874,0.56966597,0.78483295,0.66530913,0.8326546,0.6731582,0.8365791,0.61273277,0.8063664,0.64241207,0.82120603,0.64565694,0.8228285,0.66944134,0.8347207
12435,0.5903013,0.79515064,0.5756738,0.7878369,0.55592835,0.7779642,0.55926406,0.77963203,0.5500963,0.77504814,0.54925203,0.774626,0.57147634,0.78573817,0.55746067,0.77873033,0.58167297,0.79083645,0.5873574,0.7936787
12436,0.6633028,0.8316514,0.61393154,0.80696577,0.6034037,0.80170184,0.55831385,0.7791569,0.6248908,0.8124454,0.62718177,0.8135909,0.56423974,0.78211987,0.6381535,0.8190768,0.6124505,0.80622524,0.5778477,0.78892386
12437,0.6629156,0.8314578,0.6375891,0.81879455,0.65991056,0.8299553,0.5961062,0.7980531,0.6460763,0.82303816,0.64319515,0.8215976,0.6251072,0.81255364,0.67034525,0.83517265,0.6678072,0.8339036,0.6636791,0.83183956
12447,0.70077884,0.8503894,0.69168246,0.8458412,0.6409915,0.8204957,0.650022,0.825011,0.6506289,0.82531446,0.69876325,0.8493816,0.6204749,0.8102374,0.6771121,0.83855605,0.6799999,0.8399999,0.6668097,0.83340484
