,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
2660,0.650052,0.82502604,0.6199676,0.8099838,0.5599446,0.7799723,0.55076313,0.77538157,0.6188928,0.8094464,0.65199363,0.8259968,0.64500594,0.822503,0.6246841,0.81234205,0.6397732,0.81988657,0.64822257,0.8241113
2741,0.63186944,0.8159347,0.5721983,0.78609914,0.55091965,0.7754598,0.578699,0.7893495,0.55045974,0.7752299,0.5448592,0.7724296,0.51611614,0.7580581,0.53733844,0.76866925,0.539981,0.7699905,0.5250331,0.76251656
2766,0.7282404,0.8641202,0.7842156,0.89210784,0.7021449,0.85107243,0.6375592,0.8187796,0.6883812,0.8441906,0.677467,0.8387335,0.62004757,0.8100238,0.7408755,0.87043774,0.679906,0.839953,0.63666254,0.81833124
2793,0.66126096,0.8306305,0.70053124,0.8502656,0.56284976,0.7814249,0.60182583,0.8009129,0.6398258,0.8199129,0.60757166,0.8037858,0.64034224,0.8201711,0.6693541,0.83467704,0.6424856,0.8212428,0.6344435,0.81722176
2810,0.7733308,0.8866654,0.76410353,0.88205177,0.70455974,0.8522799,0.6579349,0.82896745,0.7127949,0.85639745,0.6778798,0.8389399,0.6011914,0.8005957,0.73078513,0.86539257,0.65589327,0.82794666,0.6191932,0.8095966
2824,0.6704904,0.8352452,0.69980556,0.84990275,0.6285647,0.81428236,0.67525816,0.8376291,0.6723346,0.83616734,0.61609995,0.80805,0.6226943,0.8113471,0.70637476,0.8531874,0.6998707,0.84993535,0.6693053,0.83465266
3002,0.72193164,0.86096585,0.6914964,0.8457482,0.6725433,0.83627164,0.622267,0.8111335,0.6978236,0.84891176,0.66671073,0.83335537,0.69610006,0.84805,0.6816241,0.8408121,0.65288484,0.8264424,0.6679841,0.83399206
3021,0.6676122,0.8338061,0.6827495,0.84137475,0.59346044,0.7967302,0.58920217,0.7946011,0.6203507,0.81017536,0.55360425,0.7768021,0.5638603,0.78193015,0.60826683,0.8041334,0.5884671,0.79423356,0.5499679,0.77498394
3093,0.7959957,0.89799786,0.77036095,0.8851805,0.73491335,0.8674567,0.6698986,0.8349493,0.78764284,0.8938214,0.7383387,0.86916935,0.71621954,0.8581098,0.7597331,0.87986654,0.7248206,0.8624103,0.7507305,0.87536526
3105,0.78807163,0.8940358,0.74286616,0.8714331,0.71051383,0.8552569,0.6745149,0.83725744,0.72063696,0.8603185,0.7049499,0.8524749,0.70123684,0.8506184,0.71512,0.85756004,0.71212244,0.8560612,0.736286,0.86814296
3113,0.66601205,0.833006,0.61445093,0.80722547,0.6084226,0.80421126,0.5698425,0.7849213,0.5976335,0.79881674,0.65400803,0.827004,0.5727116,0.7863558,0.63136727,0.8156836,0.61654377,0.8082719,0.6296053,0.81480265
3118,0.7100496,0.8550248,0.72005177,0.8600259,0.6312555,0.81562775,0.63990027,0.8199501,0.6903852,0.8451926,0.6842572,0.84212863,0.67477417,0.8373871,0.70712554,0.8535628,0.72887886,0.8644394,0.7012944,0.8506472
3120,0.6857041,0.84285206,0.6891438,0.8445719,0.6401993,0.82009965,0.6279826,0.8139913,0.6528464,0.82642317,0.64110684,0.8205534,0.61585313,0.80792654,0.6854764,0.8427382,0.65043354,0.82521677,0.6591134,0.8295567
3122,0.78980553,0.89490277,0.7374191,0.86870956,0.7237114,0.8618557,0.65122914,0.8256146,0.7219554,0.8609777,0.7333644,0.8666822,0.64455307,0.82227653,0.7504543,0.87522715,0.711884,0.855942,0.7123791,0.85618955
3123,0.74343175,0.8717159,0.6724596,0.8362298,0.66314435,0.8315722,0.5872911,0.79364556,0.7329099,0.86645496,0.7684369,0.88421845,0.69666463,0.8483323,0.73025346,0.8651267,0.70222485,0.8511124,0.7210203,0.8605101
3133,0.7747381,0.88736904,0.6933389,0.84666944,0.69787663,0.84893835,0.6595237,0.82976186,0.70245767,0.85122883,0.72940326,0.8647016,0.64523935,0.8226197,0.7363268,0.8681634,0.68270004,0.84135,0.6984894,0.8492447
3134,0.82746494,0.91373247,0.73141116,0.8657056,0.71769464,0.8588473,0.6412163,0.82060814,0.7672164,0.8836082,0.7681062,0.8840531,0.6808643,0.84043217,0.73752654,0.86876327,0.69001377,0.8450069,0.7160268,0.8580134
3135,0.76175547,0.88087773,0.6636918,0.8318459,0.664835,0.8324175,0.5989181,0.79945904,0.68816406,0.844082,0.7012965,0.8506483,0.6116564,0.8058282,0.67469954,0.8373498,0.628402,0.814201,0.65249044,0.8262452
3136,0.77080846,0.8854042,0.7588084,0.8794042,0.6880777,0.84403884,0.6425734,0.8212867,0.7241446,0.8620723,0.7313179,0.86565894,0.6660936,0.8330468,0.76334304,0.88167155,0.7018016,0.85090077,0.70731616,0.8536581
3137,0.7952261,0.89761305,0.69839644,0.8491982,0.7064488,0.8532244,0.6278521,0.81392604,0.71891063,0.85945535,0.7551302,0.8775651,0.6475401,0.82377005,0.73556405,0.867782,0.6647881,0.83239406,0.7157672,0.8578836
3138,0.7390098,0.8695049,0.64354706,0.8217735,0.6715057,0.83575284,0.6316118,0.8158059,0.65205646,0.8260282,0.6733899,0.83669496,0.58642447,0.79321223,0.6644315,0.8322158,0.6151701,0.80758506,0.62798584,0.8139929
3139,0.75162446,0.87581223,0.67040366,0.83520186,0.69109917,0.8455496,0.61926734,0.8096337,0.6854521,0.84272605,0.73122466,0.8656123,0.5916933,0.79584664,0.725522,0.862761,0.65244406,0.82622206,0.68971455,0.8448573
3140,0.7300875,0.86504376,0.65040255,0.8252013,0.6059327,0.80296636,0.55872095,0.7793605,0.6548376,0.8274188,0.74699295,0.8734965,0.66476595,0.832383,0.6784004,0.8392002,0.6398541,0.81992704,0.6891336,0.8445668
3141,0.6820344,0.8410172,0.7019334,0.8509667,0.64360857,0.8218043,0.5787172,0.7893586,0.6595677,0.82978386,0.65763414,0.82881707,0.5818083,0.79090416,0.6614972,0.83074856,0.64705706,0.8235285,0.6622087,0.83110434
3142,0.76934475,0.8846724,0.66968197,0.834841,0.68253314,0.8412666,0.5899444,0.7949722,0.7108899,0.8554449,0.7567359,0.87836796,0.6344347,0.81721735,0.7114347,0.85571736,0.65104496,0.8255225,0.6832829,0.8416414
3143,0.78418815,0.8920941,0.7080898,0.8540449,0.7105652,0.8552826,0.64295626,0.8214781,0.7124504,0.8562252,0.7458751,0.87293756,0.6584184,0.8292092,0.72504187,0.86252093,0.66145164,0.8307258,0.7092394,0.85461974
3144,0.72619414,0.8630971,0.6432149,0.8216075,0.68065184,0.84032595,0.58809227,0.79404616,0.6637111,0.83185554,0.69169974,0.8458499,0.5883136,0.7941568,0.70499676,0.8524984,0.6088321,0.80441606,0.61982965,0.8099148
3145,0.689473,0.84473646,0.6403603,0.8201802,0.61095846,0.8054792,0.5860858,0.7930429,0.670121,0.8350605,0.6840358,0.8420179,0.626493,0.8132465,0.64517,0.822585,0.6565222,0.82826114,0.6618822,0.8309411
3146,0.66839325,0.8341966,0.5855158,0.79275787,0.59224284,0.7961214,0.54615563,0.77307785,0.59675217,0.7983761,0.6801896,0.8400948,0.5740514,0.7870257,0.6341237,0.81706184,0.59522945,0.7976147,0.6224525,0.81122625
3147,0.7190434,0.8595217,0.67227197,0.836136,0.6705984,0.8352992,0.6514696,0.8257348,0.66371,0.831855,0.67912066,0.83956033,0.6032949,0.8016474,0.709198,0.854599,0.6690576,0.8345288,0.66293484,0.8314674
3148,0.72897935,0.8644897,0.69349456,0.8467473,0.6792489,0.83962446,0.59934145,0.7996707,0.71352375,0.8567619,0.72311276,0.8615564,0.68601245,0.84300625,0.72211206,0.861056,0.6816208,0.8408104,0.7262088,0.8631044
3149,0.70751446,0.85375726,0.64336526,0.82168263,0.6222918,0.8111459,0.62049884,0.81024945,0.6547873,0.82739365,0.65902686,0.82951343,0.61443293,0.80721647,0.64632523,0.8231626,0.60389555,0.8019478,0.6290071,0.81450355
3150,0.76964915,0.8848246,0.6335392,0.8167696,0.6567511,0.8283756,0.6119863,0.80599314,0.68629384,0.8431469,0.74930525,0.8746526,0.61991495,0.8099575,0.7128932,0.8564466,0.6400502,0.8200251,0.69204444,0.84602225
3153,0.71319103,0.8565955,0.6553186,0.8276593,0.64391524,0.8219576,0.61213,0.80606496,0.675269,0.8376345,0.67484605,0.837423,0.6279618,0.81398094,0.66758996,0.83379495,0.6353166,0.8176583,0.6395836,0.8197918
3155,0.6988287,0.84941435,0.628329,0.8141645,0.6043953,0.80219764,0.5491212,0.7745606,0.6449162,0.8224581,0.6152054,0.8076027,0.55458325,0.77729166,0.624702,0.812351,0.56162584,0.7808129,0.5644411,0.78222054
3156,0.79487747,0.89743876,0.66323894,0.8316195,0.67453384,0.8372669,0.588361,0.7941805,0.72995913,0.86497957,0.75636804,0.878184,0.64041555,0.8202078,0.7029445,0.85147226,0.61263394,0.806317,0.6989342,0.8494671
3157,0.7437999,0.87189996,0.65553313,0.82776654,0.66800773,0.83400387,0.6404764,0.82023823,0.6843506,0.8421753,0.7322904,0.8661452,0.6422647,0.82113236,0.6993104,0.8496552,0.6595775,0.82978874,0.7041838,0.8520919
3158,0.62276673,0.81138337,0.55603826,0.77801913,0.50605595,0.753028,0.5166441,0.75832206,0.54616106,0.7730805,0.6020371,0.80101854,0.5551795,0.77758974,0.56841505,0.7842075,0.552082,0.77604103,0.5573576,0.7786788
3159,0.68973595,0.84486794,0.58978474,0.7948924,0.62016225,0.8100811,0.49373364,0.7468668,0.63830245,0.8191512,0.6849039,0.84245193,0.57338053,0.78669024,0.65015566,0.82507783,0.55721366,0.77860683,0.6255877,0.81279385
3160,0.7495041,0.87475204,0.70036113,0.85018057,0.6688739,0.83443695,0.6138314,0.8069157,0.71277815,0.85638905,0.7408315,0.87041575,0.70646477,0.8532324,0.74535525,0.8726776,0.70949066,0.8547453,0.7343233,0.86716163
3161,0.8061688,0.9030844,0.7369445,0.8684722,0.7221672,0.8610836,0.6588495,0.82942474,0.7744685,0.8872342,0.7318578,0.8659289,0.64212966,0.82106483,0.74937415,0.8746871,0.6788088,0.8394044,0.7061079,0.8530539
3162,0.74501646,0.8725082,0.63336,0.81668,0.6341893,0.8170947,0.58185387,0.79092693,0.68677276,0.8433864,0.74009454,0.8700473,0.65450466,0.8272523,0.7118708,0.8559354,0.63732135,0.8186607,0.6897534,0.8448767
3186,0.7986523,0.89932615,0.73953515,0.86976755,0.6787683,0.83938414,0.63980544,0.8199027,0.76251906,0.88125956,0.728485,0.8642425,0.6838192,0.8419096,0.7150475,0.85752374,0.67404073,0.8370204,0.71640205,0.858201
3225,0.6884961,0.84424806,0.73758197,0.868791,0.6360186,0.81800926,0.65653855,0.82826924,0.6748728,0.83743644,0.6147282,0.8073641,0.61791086,0.80895543,0.64534163,0.8226708,0.64208996,0.821045,0.61458683,0.8072934
3315,0.6988032,0.8494016,0.6477514,0.82387567,0.6712775,0.83563876,0.58371294,0.79185647,0.64138645,0.82069325,0.7024734,0.8512367,0.6190184,0.80950916,0.6858162,0.84290814,0.6698382,0.8349191,0.6627799,0.83138996
3321,0.7013813,0.85069066,0.6447218,0.8223609,0.6442482,0.8221241,0.592047,0.7960235,0.6469351,0.82346755,0.6594331,0.82971656,0.5681447,0.78407234,0.6832552,0.8416276,0.59007365,0.7950368,0.59287465,0.7964373
3332,0.673419,0.8367095,0.6616548,0.83082736,0.6939983,0.84699917,0.6328578,0.8164289,0.6253607,0.81268036,0.62283814,0.81141907,0.5458945,0.77294725,0.6452764,0.8226382,0.6320878,0.8160439,0.5815754,0.7907877
5877,0.6344851,0.81724256,0.69853354,0.84926677,0.6059073,0.80295366,0.59003377,0.7950169,0.6320169,0.81600845,0.61396205,0.806981,0.6156682,0.8078341,0.6238365,0.81191826,0.6559912,0.8279956,0.63821673,0.81910837
5981,0.79538083,0.8976904,0.7046088,0.8523044,0.7499181,0.87495905,0.6547203,0.82736015,0.738343,0.8691715,0.693215,0.8466075,0.6126499,0.80632496,0.726858,0.863429,0.6545827,0.82729137,0.646242,0.823121
6043,0.71107984,0.8555399,0.6618769,0.83093846,0.6016983,0.80084914,0.57424515,0.7871226,0.6946936,0.8473468,0.72992265,0.8649613,0.6782929,0.83914644,0.655274,0.82763696,0.709971,0.8549855,0.6848427,0.84242135
6078,0.7739927,0.8869964,0.67851746,0.83925873,0.67596316,0.8379816,0.59121966,0.79560983,0.73287344,0.8664367,0.7325632,0.8662816,0.64503384,0.8225169,0.68647873,0.84323937,0.66536194,0.83268094,0.6954347,0.84771734
6081,0.7658654,0.88293266,0.6660142,0.8330071,0.6428397,0.82141984,0.6418445,0.82092226,0.7153262,0.8576631,0.7730041,0.886502,0.7092501,0.85462505,0.71078116,0.85539055,0.7135439,0.85677195,0.71917516,0.85958755
6082,0.7155454,0.8577727,0.62853134,0.81426567,0.6026374,0.8013187,0.61145127,0.80572563,0.7008295,0.85041475,0.72530067,0.86265033,0.6794149,0.8397075,0.68554056,0.8427703,0.7274531,0.86372656,0.69936335,0.8496817
6090,0.6985483,0.84927416,0.6387218,0.8193609,0.640262,0.820131,0.64264166,0.82132083,0.6330416,0.8165208,0.6497319,0.82486594,0.6270864,0.8135432,0.678936,0.839468,0.62031794,0.81015897,0.6571391,0.82856953
6127,0.74802697,0.8740135,0.771222,0.885611,0.7467549,0.87337744,0.6242492,0.8121246,0.7425046,0.8712523,0.7474321,0.87371606,0.66986907,0.83493453,0.7694361,0.88471806,0.6486497,0.82432485,0.6908761,0.84543806
6211,0.6402423,0.82012117,0.6207386,0.8103693,0.55932426,0.77966213,0.52347296,0.7617365,0.60681736,0.8034087,0.6319804,0.8159902,0.6192427,0.80962133,0.608065,0.8040325,0.6218542,0.8109271,0.6285353,0.81426764
6213,0.74042404,0.870212,0.6419203,0.82096016,0.61920595,0.809603,0.5542042,0.7771021,0.6703784,0.8351892,0.66035646,0.83017826,0.5983517,0.79917586,0.64794207,0.82397103,0.6136417,0.80682087,0.6044471,0.80222356
6214,0.69866455,0.8493323,0.6544546,0.8272273,0.60597897,0.8029895,0.5717851,0.78589255,0.6592641,0.82963204,0.67191446,0.8359572,0.6450777,0.82253885,0.6291639,0.814582,0.6583047,0.82915235,0.6565509,0.82827544
6231,0.6846416,0.8423208,0.6392052,0.8196026,0.5981287,0.79906434,0.5604963,0.78024817,0.63550925,0.8177546,0.62887156,0.8144358,0.58985674,0.7949284,0.62869227,0.81434613,0.6072594,0.8036297,0.59384394,0.79692197
6232,0.7855753,0.89278764,0.70018154,0.85009074,0.71333975,0.8566699,0.622393,0.8111965,0.7328404,0.8664202,0.7656708,0.8828354,0.6753482,0.83767414,0.73885524,0.8694276,0.67918825,0.8395941,0.7373979,0.86869895
6233,0.74852604,0.87426305,0.7187487,0.85937434,0.6831055,0.84155273,0.6029045,0.8014523,0.6930927,0.84654635,0.6820098,0.8410049,0.60086167,0.80043083,0.6879306,0.8439653,0.6506295,0.82531476,0.62362826,0.8118141
6239,0.6550257,0.82751286,0.6135528,0.8067764,0.5849694,0.7924847,0.5926879,0.7963439,0.5993517,0.7996758,0.6645794,0.8322897,0.6279516,0.8139758,0.63601977,0.81800985,0.6362235,0.8181118,0.66403115,0.8320156
6240,0.73532975,0.8676649,0.6663334,0.8331667,0.64684,0.82342,0.5962726,0.7981363,0.67700326,0.83850163,0.68888354,0.8444418,0.6564102,0.8282051,0.6452795,0.82263976,0.6687763,0.83438814,0.6718842,0.8359421
6254,0.73561287,0.86780643,0.76032317,0.8801616,0.67598176,0.8379909,0.68230706,0.8411535,0.7030965,0.85154825,0.7046174,0.8523087,0.68744755,0.8437238,0.77226937,0.8861347,0.70443213,0.85221606,0.71585786,0.85792893
6255,0.72843945,0.8642197,0.6237303,0.81186515,0.6406418,0.8203209,0.56357086,0.7817854,0.6647259,0.83236295,0.72207695,0.86103845,0.62272227,0.81136113,0.65005463,0.82502735,0.6582847,0.82914233,0.67255366,0.8362768
6342,0.6268243,0.8134122,0.6379861,0.8189931,0.55073655,0.7753683,0.5555469,0.77777344,0.6205485,0.81027424,0.58970165,0.7948508,0.58629113,0.79314554,0.6079571,0.80397856,0.57250077,0.78625035,0.55995727,0.77997863
7630,0.68410313,0.84205157,0.69364387,0.8468219,0.55061674,0.7753084,0.63833296,0.8191665,0.68182397,0.840912,0.6812072,0.8406036,0.68462986,0.84231496,0.7116726,0.8558363,0.6773262,0.8386631,0.7384149,0.86920744
7654,0.70552176,0.8527609,0.6208925,0.81044626,0.6301159,0.815058,0.5504457,0.77522284,0.63245463,0.8162273,0.6934453,0.84672266,0.584702,0.792351,0.62310755,0.8115538,0.63464487,0.81732243,0.6392156,0.8196078
8890,0.6620126,0.8310063,0.6829661,0.84148306,0.63433856,0.8171693,0.66463995,0.83232,0.6657504,0.8328752,0.68728155,0.8436408,0.6619325,0.83096623,0.7408288,0.8704144,0.73620105,0.8681005,0.71679056,0.8583953
8916,0.5870459,0.79352295,0.57914305,0.7895715,0.5824553,0.79122764,0.50122464,0.7506123,0.5442275,0.77211374,0.49282217,0.7464111,0.46965808,0.73482907,0.52973604,0.764868,0.54393244,0.7719662,0.4807216,0.7403608
9028,0.6307899,0.81539494,0.599903,0.7999515,0.5546857,0.77734286,0.58719146,0.79359573,0.5557873,0.77789366,0.6318284,0.8159142,0.57806796,0.789034,0.6173514,0.8086757,0.5948721,0.79743606,0.6258136,0.8129068
9066,0.72902673,0.8645134,0.6497798,0.8248899,0.60340315,0.80170155,0.5668391,0.78341955,0.64643675,0.82321835,0.63572395,0.817862,0.57024103,0.7851205,0.62546766,0.8127338,0.5964629,0.7982315,0.5966984,0.7983492
9445,0.69146097,0.8457305,0.6756015,0.83780074,0.6390277,0.81951386,0.6543322,0.8271661,0.62353426,0.8117671,0.6213884,0.8106942,0.5943097,0.79715484,0.66257596,0.831288,0.65873104,0.8293655,0.6288055,0.81440276
9542,0.7716297,0.88581485,0.7388247,0.86941236,0.67497355,0.83748674,0.68175113,0.84087557,0.7592137,0.87960684,0.70893764,0.8544688,0.64565337,0.8228267,0.735727,0.86786354,0.69756037,0.84878016,0.67513144,0.8375657
9546,0.75454235,0.8772712,0.6812758,0.8406379,0.60627556,0.8031378,0.58576477,0.7928824,0.6822689,0.8411344,0.67067534,0.83533764,0.6356072,0.8178036,0.6870953,0.84354764,0.62939936,0.81469965,0.6407048,0.82035244
9547,0.644411,0.82220554,0.61317986,0.80658996,0.6001065,0.80005324,0.60164917,0.8008246,0.55885226,0.7794261,0.5558859,0.77794296,0.54127824,0.7706391,0.5932163,0.79660815,0.59865415,0.7993271,0.5580112,0.7790056
9583,0.74300706,0.87150353,0.6866164,0.8433082,0.6225773,0.81128865,0.66169935,0.83084965,0.6655572,0.8327786,0.66572535,0.8328627,0.6397861,0.81989306,0.6651964,0.8325982,0.6654626,0.8327313,0.6443208,0.82216036
9587,0.6545005,0.82725024,0.59968245,0.7998412,0.57234263,0.7861713,0.5095549,0.75477743,0.5770733,0.78853667,0.6913824,0.8456912,0.5929675,0.79648376,0.6123973,0.80619866,0.63366616,0.8168331,0.658371,0.8291855
12037,0.6610122,0.8305061,0.67271656,0.8363583,0.62361985,0.8118099,0.5690867,0.78454334,0.6431649,0.82158244,0.67038524,0.8351926,0.64102876,0.8205144,0.6847485,0.8423742,0.6812527,0.84062636,0.6745969,0.83729845
12116,0.6613554,0.8306777,0.5954623,0.79773116,0.63073224,0.81536615,0.553008,0.77650404,0.61749816,0.8087491,0.6950102,0.8475051,0.63143456,0.8157173,0.64824605,0.824123,0.6487059,0.824353,0.69843215,0.8492161
12122,0.7563666,0.8781833,0.6466489,0.82332444,0.6586299,0.82931495,0.57482827,0.78741413,0.675541,0.83777046,0.71366394,0.85683197,0.5741472,0.7870736,0.664981,0.8324905,0.62669736,0.81334865,0.63988817,0.8199441
12124,0.67360735,0.8368037,0.611319,0.80565953,0.6360394,0.8180197,0.5682591,0.78412956,0.5978941,0.79894704,0.6803061,0.84015304,0.5861149,0.79305744,0.63548183,0.8177409,0.6321262,0.8160631,0.6557236,0.8278618
12141,0.6793723,0.83968616,0.61700684,0.8085034,0.60811484,0.8040574,0.549545,0.7747725,0.63110745,0.8155537,0.658533,0.8292665,0.61805105,0.8090255,0.6240248,0.81201243,0.6256772,0.8128386,0.6159221,0.80796105
12143,0.67588925,0.8379446,0.68975544,0.8448777,0.6625914,0.8312957,0.5502734,0.7751367,0.6530388,0.82651937,0.7038032,0.8519016,0.5975574,0.7987787,0.6789207,0.8394604,0.6499233,0.82496166,0.67121494,0.83560747
12149,0.69310814,0.84655404,0.70567733,0.85283864,0.7024077,0.85120386,0.6139308,0.8069654,0.66571236,0.8328562,0.65199345,0.82599676,0.64832014,0.8241601,0.69216645,0.8460832,0.6602621,0.83013105,0.65949285,0.8297464
12161,0.7181493,0.85907465,0.65195465,0.8259773,0.63199145,0.8159957,0.5813278,0.7906639,0.7029226,0.8514613,0.7457359,0.87286794,0.67501456,0.83750725,0.70442104,0.8522105,0.67100585,0.8355029,0.69111454,0.8455573
12252,0.6464517,0.82322586,0.67121303,0.8356065,0.5926695,0.79633474,0.6340804,0.8170402,0.62945604,0.814728,0.61128634,0.8056432,0.5969027,0.79845136,0.66662097,0.8333105,0.64888906,0.82444453,0.6452713,0.82263565
12408,0.5989765,0.79948825,0.6330558,0.8165279,0.557617,0.7788085,0.57441926,0.78720963,0.57792956,0.78896475,0.600599,0.8002995,0.5788518,0.7894259,0.61027646,0.80513823,0.619629,0.8098145,0.62163115,0.8108156
12409,0.7274821,0.86374104,0.6457735,0.8228867,0.6211627,0.8105813,0.5823156,0.79115784,0.663867,0.8319335,0.7142961,0.85714805,0.6227009,0.81135046,0.68250644,0.8412532,0.639114,0.819557,0.6746963,0.83734816
12410,0.7395623,0.86978114,0.7401117,0.87005585,0.6954145,0.8477073,0.62823415,0.8141171,0.6979693,0.84898466,0.70624846,0.85312426,0.6580653,0.82903266,0.74264824,0.8713241,0.6835896,0.8417948,0.6823676,0.8411838
12418,0.65630245,0.8281512,0.6049018,0.8024509,0.583127,0.7915635,0.55794543,0.77897274,0.597481,0.7987405,0.65254617,0.8262731,0.61532253,0.8076613,0.62501675,0.81250834,0.6053493,0.80267465,0.63022494,0.8151125
12422,0.67187977,0.8359399,0.62920666,0.8146033,0.614682,0.807341,0.58188826,0.7909441,0.6237254,0.8118627,0.6405464,0.82027316,0.5785434,0.7892717,0.6289894,0.8144947,0.6167338,0.8083669,0.6024164,0.8012082
12435,0.6054005,0.8027003,0.548014,0.77400696,0.53533196,0.767666,0.51676476,0.7583824,0.55513316,0.77756655,0.5961301,0.79806507,0.5734988,0.78674936,0.54865515,0.7743276,0.5547477,0.77737385,0.581964,0.790982
12436,0.7163483,0.85817415,0.65185195,0.82592595,0.63769984,0.8188499,0.59733653,0.79866827,0.6621915,0.83109576,0.6549192,0.8274596,0.5817975,0.79089874,0.6813901,0.840695,0.6032109,0.80160546,0.61370754,0.8068538
12437,0.65202594,0.82601297,0.63658726,0.81829363,0.59197885,0.7959894,0.56495225,0.7824761,0.6374434,0.8187217,0.6737772,0.8368886,0.6264914,0.8132457,0.6656688,0.83283436,0.6697492,0.83487463,0.6719807,0.8359903
12447,0.75581384,0.8779069,0.7359954,0.8679977,0.68921006,0.844605,0.68721545,0.8436077,0.702949,0.8514745,0.69567466,0.8478373,0.64904374,0.8245219,0.7080213,0.85401064,0.71141577,0.8557079,0.68277717,0.8413886
12448,0.789683,0.8948415,0.7181016,0.8590508,0.7235546,0.8617773,0.69236016,0.8461801,0.76250136,0.8812507,0.7897097,0.89485484,0.68263245,0.8413162,0.7842025,0.8921013,0.73532987,0.86766493,0.74589086,0.8729454
12449,0.72000915,0.86000454,0.640594,0.820297,0.612076,0.806038,0.55493444,0.77746725,0.679865,0.8399325,0.7449065,0.8724532,0.62469816,0.8123491,0.67271775,0.8363589,0.6569922,0.8284961,0.6711055,0.83555275
12450,0.7153796,0.8576898,0.6512269,0.82561344,0.6423687,0.82118434,0.5751833,0.78759164,0.6601244,0.8300622,0.7203173,0.8601587,0.6433784,0.8216892,0.67374146,0.83687073,0.6458597,0.82292986,0.6885272,0.8442636
12451,0.69018435,0.8450922,0.65612996,0.828065,0.656041,0.8280205,0.5463175,0.7731588,0.622914,0.81145704,0.6037264,0.8018632,0.54827476,0.7741374,0.61264265,0.8063213,0.5874896,0.7937448,0.5634677,0.7817339
12452,0.7193673,0.85968363,0.6347573,0.81737864,0.6389048,0.8194524,0.5884372,0.7942186,0.65060484,0.8253024,0.67001677,0.8350084,0.59517336,0.7975867,0.67535424,0.8376771,0.6206319,0.81031597,0.6395796,0.81978977
12453,0.7548096,0.8774048,0.7148322,0.8574161,0.682166,0.841083,0.6271189,0.8135594,0.6965054,0.8482527,0.7135141,0.85675704,0.6450163,0.82250816,0.7278675,0.86393374,0.67546105,0.8377305,0.6884065,0.84420323
