,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
2659,0.6196201,0.80981004,0.63388294,0.8169415,0.58764696,0.7938235,0.55350477,0.77675235,0.6092881,0.80464405,0.6212852,0.8106426,0.6406319,0.82031596,0.604287,0.8021435,0.6579544,0.8289772,0.6518781,0.82593906
2660,0.68523794,0.84261894,0.65877485,0.8293874,0.62594634,0.81297314,0.60831046,0.80415523,0.6548553,0.8274276,0.6593274,0.8296637,0.67615974,0.83807987,0.6663588,0.8331794,0.65912616,0.8295631,0.6832091,0.8416046
2741,0.66634804,0.833174,0.57742494,0.7887125,0.5589505,0.7794752,0.63240707,0.81620353,0.5493003,0.77465016,0.5196413,0.75982064,0.4704057,0.73520285,0.5319327,0.76596636,0.55737287,0.7786864,0.5265518,0.76327586
2766,0.72658086,0.8632904,0.7982137,0.89910686,0.71715325,0.85857666,0.6448697,0.82243484,0.6886833,0.84434164,0.66282487,0.83141243,0.6194046,0.8097023,0.75094193,0.875471,0.67410815,0.8370541,0.6446701,0.82233506
2793,0.7283064,0.8641532,0.75209713,0.87604856,0.6346638,0.8173319,0.6076132,0.8038066,0.6914151,0.84570754,0.72033715,0.8601686,0.6816911,0.8408456,0.75384057,0.8769203,0.68341976,0.84170985,0.7120662,0.8560331
2810,0.67970246,0.83985126,0.68874484,0.8443724,0.65448254,0.8272413,0.5923737,0.79618686,0.5844333,0.79221666,0.557249,0.77862453,0.48203003,0.741015,0.63743126,0.81871563,0.57108104,0.7855405,0.511992,0.755996
2824,0.74593866,0.8729693,0.75253093,0.87626547,0.7276875,0.86384374,0.69101506,0.8455075,0.73897064,0.8694853,0.7038857,0.85194284,0.6722441,0.83612204,0.77074933,0.88537467,0.74024796,0.870124,0.7109896,0.8554948
3002,0.71154654,0.85577327,0.70002866,0.8500143,0.65386415,0.8269321,0.6378061,0.8189031,0.6757636,0.8378818,0.6408193,0.82040966,0.67530906,0.83765453,0.6652419,0.832621,0.65237963,0.8261898,0.67139447,0.83569723
3021,0.674721,0.8373605,0.6757113,0.83785564,0.61297035,0.8064852,0.5987567,0.79937834,0.61733437,0.8086672,0.54444265,0.7722213,0.53755,0.768775,0.610775,0.8053875,0.59713894,0.79856944,0.55348194,0.77674097
3093,0.7705896,0.8852948,0.74855864,0.8742793,0.7111803,0.85559016,0.6484629,0.82423145,0.7575202,0.8787601,0.7678627,0.88393134,0.70606494,0.85303247,0.7422241,0.87111205,0.721291,0.86064553,0.7500812,0.8750406
3105,0.77483904,0.8874195,0.7132596,0.8566298,0.6809144,0.8404572,0.6377921,0.81889606,0.7108183,0.85540915,0.7336814,0.8668407,0.6973121,0.84865606,0.7029288,0.8514644,0.6841911,0.84209555,0.72598875,0.8629944
3113,0.63243735,0.8162187,0.5638052,0.7819026,0.56593835,0.7829692,0.53951395,0.769757,0.5702298,0.7851149,0.6491337,0.82456684,0.5593316,0.7796658,0.6134254,0.8067127,0.59046656,0.79523325,0.61257744,0.8062887
3118,0.6560676,0.8280338,0.6448436,0.8224218,0.59305537,0.7965277,0.6077256,0.8038628,0.63408226,0.81704116,0.6417644,0.8208822,0.6292817,0.8146409,0.66179645,0.8308982,0.68075436,0.8403772,0.66694295,0.8334715
3120,0.6181127,0.80905634,0.6105015,0.80525076,0.5830713,0.7915356,0.57449484,0.7872474,0.5745072,0.7872536,0.6057837,0.80289185,0.5595044,0.7797522,0.63046324,0.8152316,0.6346898,0.8173449,0.65016425,0.8250821
3122,0.805743,0.9028715,0.7464673,0.8732337,0.719486,0.859743,0.67118454,0.83559227,0.7352338,0.8676169,0.7455593,0.8727796,0.6652161,0.83260804,0.7605189,0.88025945,0.70861137,0.8543057,0.725423,0.8627115
3123,0.7412654,0.8706327,0.6773802,0.8386901,0.6739167,0.83695835,0.6014191,0.80070955,0.7100272,0.8550136,0.7554556,0.8777278,0.6644802,0.8322401,0.7412416,0.8706208,0.681965,0.8409825,0.7088891,0.85444456
3133,0.7769741,0.88848704,0.7157071,0.85785353,0.69646966,0.84823483,0.64650214,0.82325107,0.73401034,0.86700517,0.746497,0.87324846,0.7006454,0.8503227,0.75408447,0.87704223,0.6887474,0.8443737,0.7197873,0.8598937
3134,0.81820107,0.90910053,0.73609865,0.8680493,0.7490179,0.874509,0.6465276,0.82326376,0.7619971,0.88099855,0.78376913,0.89188457,0.68796796,0.843984,0.76110166,0.88055086,0.72507083,0.8625354,0.74512446,0.8725622
3135,0.75411475,0.8770574,0.6871082,0.84355414,0.6922552,0.8461276,0.6048884,0.8024442,0.6849466,0.84247327,0.6679841,0.83399206,0.59345114,0.7967256,0.6498629,0.82493144,0.6214607,0.81073034,0.62775695,0.8138785
3136,0.76324654,0.88162327,0.7544502,0.8772251,0.6802269,0.84011346,0.6460993,0.82304966,0.7251078,0.8625539,0.7193608,0.8596804,0.6538968,0.8269484,0.7615595,0.88077974,0.7111812,0.8555906,0.6968854,0.8484427
3137,0.72916317,0.8645816,0.6122209,0.80611044,0.61964524,0.8098226,0.5510324,0.7755162,0.64218473,0.82109237,0.7047525,0.8523762,0.5794379,0.789719,0.65960145,0.8298007,0.5931469,0.79657346,0.63796854,0.81898427
3138,0.5922297,0.79611486,0.5528896,0.7764448,0.56850785,0.78425395,0.535908,0.767954,0.54024166,0.77012086,0.5527515,0.7763758,0.47305876,0.73652935,0.53933513,0.76966757,0.50444806,0.752224,0.50365186,0.7518259
3139,0.7422036,0.8711018,0.66030306,0.83015156,0.6785366,0.8392683,0.6106726,0.8053363,0.6646979,0.83234894,0.70737815,0.8536891,0.57979256,0.78989625,0.6942165,0.84710824,0.61992514,0.8099626,0.6549356,0.8274678
3140,0.7396079,0.8698039,0.6752368,0.8376184,0.6344472,0.8172236,0.5930058,0.7965029,0.67940915,0.8397046,0.7028799,0.85143995,0.6427038,0.8213519,0.6840657,0.84203285,0.62891567,0.81445783,0.66818595,0.834093
3141,0.67430115,0.8371506,0.7113334,0.8556667,0.6302452,0.8151226,0.5714905,0.78574526,0.6558978,0.8279489,0.6051012,0.8025506,0.6080546,0.8040273,0.63735175,0.8186759,0.6545397,0.82726985,0.6262469,0.81312346
3142,0.79202616,0.8960131,0.6819744,0.8409872,0.7140333,0.8570167,0.6341899,0.8170949,0.71400905,0.8570045,0.758878,0.879439,0.639242,0.81962097,0.73862606,0.869313,0.6614121,0.83070606,0.70664656,0.8533233
3143,0.7099961,0.85499805,0.6620723,0.83103615,0.6237503,0.81187516,0.5817828,0.7908914,0.66401017,0.8320051,0.68444085,0.8422204,0.65545595,0.827728,0.68033457,0.8401673,0.65378034,0.8268902,0.6628823,0.83144116
3144,0.7058588,0.8529294,0.6251459,0.81257296,0.6671611,0.83358055,0.568944,0.784472,0.646352,0.823176,0.6733556,0.8366778,0.5759226,0.7879613,0.6976323,0.84881616,0.5910762,0.79553807,0.59637,0.798185
3145,0.65715563,0.8285778,0.6185272,0.8092636,0.5750231,0.7875116,0.5700645,0.7850323,0.61016214,0.80508107,0.5969572,0.7984786,0.57218975,0.7860949,0.59944415,0.7997221,0.59795713,0.79897857,0.5816469,0.79082346
3146,0.7300744,0.8650372,0.6480591,0.82402956,0.6317014,0.81585073,0.5672031,0.7836015,0.69424117,0.8471206,0.7404835,0.87024176,0.6657741,0.83288705,0.6878792,0.8439396,0.64037067,0.8201853,0.6814534,0.84072673
3147,0.72870195,0.864351,0.695204,0.847602,0.6661669,0.83308345,0.6793238,0.8396619,0.67442584,0.8372129,0.68434113,0.8421706,0.636545,0.8182725,0.71011835,0.85505915,0.67609465,0.8380473,0.6744642,0.8372321
3148,0.73464113,0.86732054,0.6362184,0.8181092,0.63981533,0.81990767,0.56074965,0.7803748,0.7123252,0.8561626,0.7738626,0.8869313,0.7006304,0.8503152,0.71407354,0.85703677,0.64876854,0.8243843,0.7347846,0.8673923
3149,0.72069263,0.8603463,0.6274172,0.8137086,0.6157329,0.80786645,0.57830906,0.7891545,0.6332593,0.81662965,0.7014518,0.8507259,0.59100926,0.7955046,0.66704875,0.83352435,0.6170389,0.8085195,0.6516297,0.82581484
3150,0.756662,0.878331,0.63848174,0.81924087,0.658788,0.829394,0.58766526,0.79383266,0.66870683,0.83435345,0.7390393,0.86951965,0.5970334,0.7985167,0.7090429,0.85452145,0.6465688,0.8232844,0.6829939,0.84149694
3153,0.7115951,0.8557975,0.68782187,0.84391093,0.67054343,0.8352717,0.6128627,0.80643135,0.7109525,0.85547626,0.7039435,0.85197175,0.6699813,0.8349906,0.69031453,0.84515727,0.6804779,0.8402389,0.6833278,0.8416639
3155,0.61310476,0.8065524,0.52908885,0.7645444,0.5347087,0.76735437,0.45075798,0.725379,0.5076694,0.7538347,0.4968146,0.7484073,0.4177783,0.7088891,0.4935675,0.74678373,0.43468606,0.71734303,0.45097697,0.7254885
3156,0.7303206,0.8651603,0.62642765,0.8132138,0.64677304,0.82338655,0.5936067,0.79680336,0.65748096,0.8287405,0.66610765,0.8330538,0.5773579,0.78867894,0.66100556,0.83050275,0.5768945,0.78844726,0.63893557,0.8194678
3157,0.7771473,0.88857365,0.6770207,0.8385104,0.69521296,0.8476065,0.634954,0.817477,0.7208816,0.8604408,0.7707848,0.8853924,0.6554111,0.82770556,0.72788703,0.8639435,0.68337834,0.84168917,0.7304823,0.86524117
3158,0.7295392,0.8647696,0.6755502,0.8377751,0.6471784,0.8235892,0.60420525,0.8021026,0.7017536,0.8508768,0.69815236,0.84907615,0.6671095,0.83355474,0.69827914,0.8491396,0.6428735,0.82143676,0.67196214,0.8359811
3159,0.74355006,0.87177503,0.65484244,0.8274212,0.65462744,0.8273137,0.5693321,0.78466606,0.68066084,0.8403304,0.7087636,0.8543818,0.6139379,0.8069689,0.6853193,0.84265965,0.6068784,0.8034392,0.6573099,0.82865494
3160,0.7162392,0.8581196,0.6704979,0.83524895,0.6379622,0.8189811,0.5639733,0.78198665,0.6846919,0.84234595,0.7437752,0.87188756,0.6990288,0.84951437,0.7094928,0.8547464,0.67847025,0.8392351,0.7305015,0.8652507
3161,0.7968576,0.8984288,0.7447643,0.87238216,0.72865486,0.86432743,0.65449095,0.8272455,0.76075816,0.8803791,0.7253758,0.8626879,0.63415265,0.8170763,0.74179363,0.8708968,0.6707489,0.8353745,0.6995652,0.8497826
3162,0.7548337,0.87741685,0.68069327,0.84034663,0.6742538,0.8371269,0.6283921,0.81419605,0.68694115,0.8434706,0.7286093,0.86430466,0.663421,0.83171046,0.73323727,0.86661863,0.70299214,0.8514961,0.71239537,0.8561977
3186,0.781227,0.8906135,0.7159751,0.8579875,0.66751474,0.8337574,0.6209928,0.8104964,0.75281775,0.8764089,0.73845315,0.8692266,0.67123675,0.8356184,0.71758085,0.8587904,0.66856587,0.83428293,0.7282686,0.8641343
3225,0.6363292,0.8181646,0.696774,0.848387,0.59215647,0.7960782,0.6102905,0.80514526,0.61731493,0.80865747,0.5923519,0.79617596,0.59681666,0.7984083,0.6305174,0.81525874,0.6221472,0.8110736,0.58397335,0.7919867
3315,0.6645783,0.83228916,0.5900941,0.79504704,0.6310475,0.81552374,0.55511373,0.7775569,0.60930467,0.80465233,0.6878495,0.84392476,0.5750183,0.78750914,0.66299313,0.8314966,0.6337688,0.8168844,0.6413559,0.82067794
3321,0.7044873,0.85224366,0.65815073,0.82907534,0.64307505,0.8215375,0.5969311,0.79846555,0.66866815,0.8343341,0.6866783,0.84333915,0.61592245,0.8079612,0.69984937,0.8499247,0.6257981,0.81289905,0.63369656,0.8168483
3332,0.65408516,0.8270426,0.6270465,0.8135233,0.6870632,0.8435316,0.5738633,0.78693163,0.61289054,0.80644524,0.66173166,0.83086586,0.54466844,0.7723342,0.64041555,0.8202078,0.6442193,0.82210964,0.6296153,0.81480765
5877,0.61528087,0.80764043,0.68266654,0.84133327,0.5785582,0.7892791,0.5864148,0.7932074,0.5951898,0.7975949,0.56350315,0.7817516,0.55781955,0.7789098,0.59081686,0.7954084,0.6246308,0.8123154,0.58178186,0.79089093
5981,0.7981664,0.8990832,0.68679285,0.8433964,0.76732683,0.8836634,0.66392124,0.8319606,0.7321003,0.8660501,0.7135637,0.85678184,0.5956577,0.79782885,0.72223693,0.86111844,0.65567094,0.82783544,0.6597401,0.82987005
6043,0.7327663,0.86638314,0.64563656,0.8228183,0.6260998,0.8130499,0.59917074,0.79958534,0.6697625,0.83488125,0.7356585,0.86782926,0.6502761,0.8251381,0.6716829,0.8358414,0.69419134,0.84709567,0.6971718,0.8485859
6078,0.782964,0.891482,0.7081988,0.8540994,0.6873344,0.8436672,0.65257657,0.8262883,0.71844184,0.8592209,0.71591425,0.8579571,0.62953985,0.8147699,0.6995715,0.84978575,0.6742675,0.83713377,0.69216204,0.846081
6081,0.7853149,0.89265746,0.6728213,0.83641064,0.6855253,0.84276265,0.64932615,0.82466304,0.72779524,0.8638976,0.7897489,0.89487445,0.7007419,0.85037094,0.72535926,0.8626796,0.7015492,0.8507746,0.7290201,0.86451006
6082,0.7167311,0.85836554,0.61361605,0.806808,0.6036267,0.80181336,0.57667804,0.788339,0.67397976,0.8369899,0.7475635,0.87378174,0.678121,0.8390605,0.6757376,0.8378688,0.6810827,0.84054136,0.70133615,0.8506681
6090,0.6719494,0.8359747,0.62401986,0.81200993,0.6425879,0.82129395,0.6394795,0.81973976,0.5869929,0.7934965,0.6020751,0.80103755,0.5664494,0.7832247,0.6572844,0.8286422,0.62575984,0.8128799,0.6174995,0.80874974
6127,0.7429089,0.8714545,0.7839236,0.8919618,0.7564863,0.87824315,0.65455604,0.827278,0.74885726,0.87442863,0.7517587,0.87587935,0.661392,0.830696,0.7737031,0.88685155,0.6609825,0.83049124,0.7022874,0.8511437
6211,0.7197011,0.8598505,0.6717546,0.8358773,0.6641299,0.832065,0.54819584,0.7740979,0.67199504,0.8359975,0.72387993,0.86193997,0.6555836,0.8277918,0.6698707,0.8349353,0.6676234,0.8338117,0.69393635,0.8469682
6213,0.698607,0.8493035,0.5895575,0.79477876,0.57378864,0.7868943,0.5231036,0.7615518,0.6162848,0.8081424,0.6478335,0.8239168,0.58244765,0.7912238,0.60077155,0.8003858,0.61195004,0.805975,0.6019268,0.8009634
6214,0.6838418,0.8419209,0.6101541,0.8050771,0.6217169,0.8108585,0.54320776,0.7716039,0.6003456,0.8001728,0.6330041,0.8165021,0.55930674,0.7796534,0.6144261,0.80721307,0.59656215,0.7982811,0.5825013,0.79125065
6231,0.65760046,0.8288002,0.63535595,0.817678,0.5831171,0.79155856,0.5498736,0.7749368,0.61360073,0.80680037,0.57867664,0.78933835,0.5537275,0.77686375,0.61832917,0.8091646,0.57753164,0.7887658,0.5529205,0.7764603
6232,0.77733254,0.8886663,0.66966593,0.83483297,0.7051203,0.85256016,0.5882161,0.79410803,0.7272563,0.86362815,0.7728269,0.88641346,0.643175,0.8215875,0.7259478,0.8629739,0.6458427,0.82292134,0.7320255,0.86601275
6233,0.74714506,0.8735725,0.7198316,0.8599158,0.69470215,0.8473511,0.5916422,0.7958211,0.6884017,0.84420085,0.67900926,0.8395046,0.5789766,0.7894883,0.6825954,0.8412977,0.63995814,0.8199791,0.61577904,0.8078895
6239,0.6078119,0.80390596,0.61671233,0.80835617,0.5601733,0.78008664,0.60652393,0.803262,0.57916695,0.78958344,0.60749334,0.8037467,0.6141472,0.8070736,0.6282586,0.8141293,0.67187285,0.8359364,0.64300334,0.8215017
6240,0.702875,0.8514375,0.6074226,0.8037113,0.6120238,0.8060119,0.54688156,0.7734408,0.64069855,0.8203493,0.67516565,0.8375828,0.5886757,0.79433787,0.6140568,0.8070284,0.6237256,0.8118628,0.6238729,0.81193644
6254,0.665996,0.83299804,0.70180106,0.85090053,0.607519,0.80375946,0.61012983,0.8050649,0.6363807,0.81819034,0.6091858,0.8045929,0.5984795,0.79923975,0.67160547,0.83580273,0.613835,0.8069175,0.6223,0.81115
6255,0.6983104,0.8491552,0.6348381,0.81741905,0.6257334,0.8128667,0.57082415,0.7854121,0.64395034,0.8219752,0.6577982,0.8288991,0.650075,0.8250375,0.648847,0.8244235,0.6573416,0.8286708,0.6638087,0.83190435
6342,0.57974243,0.7898712,0.5904482,0.7952241,0.54861724,0.7743086,0.4599902,0.72999513,0.5986967,0.79934835,0.60811496,0.8040575,0.60262895,0.8013145,0.595312,0.797656,0.5679735,0.78398675,0.56352496,0.7817625
7630,0.62990177,0.8149509,0.67012966,0.8350648,0.5391917,0.76959586,0.5937263,0.79686314,0.6227763,0.81138813,0.61655164,0.8082758,0.6135806,0.8067903,0.6844148,0.84220743,0.6514844,0.8257422,0.7020283,0.85101414
7654,0.67515147,0.83757573,0.6537787,0.82688934,0.6098119,0.80490595,0.5505327,0.77526635,0.62505955,0.8125298,0.6686672,0.8343336,0.60014164,0.8000708,0.63365316,0.8168266,0.6184603,0.80923015,0.6273558,0.8136779
8890,0.5978731,0.79893655,0.6290567,0.81452835,0.602538,0.801269,0.62844336,0.8142217,0.6076927,0.80384636,0.62904537,0.8145227,0.6226498,0.8113249,0.69689846,0.84844923,0.70029736,0.8501487,0.700586,0.85029304
8916,0.5951421,0.79757106,0.62099177,0.81049585,0.6198658,0.8099329,0.55365753,0.77682877,0.5570074,0.77850366,0.50784427,0.7539221,0.5400932,0.7700466,0.56282824,0.78141415,0.59221506,0.79610753,0.53048754,0.76524377
9028,0.63498664,0.8174933,0.60637605,0.803188,0.57861173,0.78930587,0.5747663,0.78738314,0.57320917,0.7866046,0.6240615,0.8120308,0.5880964,0.7940482,0.63668585,0.8183429,0.60001385,0.8000069,0.62600887,0.81300443
9066,0.69623506,0.84811753,0.62476385,0.8123819,0.59209895,0.7960495,0.56621385,0.7831069,0.61641634,0.80820817,0.60080385,0.8004019,0.5349005,0.7674502,0.6078973,0.80394864,0.5940486,0.7970243,0.56716835,0.7835842
9445,0.6836539,0.8418269,0.6973626,0.84868133,0.6349944,0.8174972,0.6552548,0.8276274,0.6493732,0.8246866,0.6660467,0.8330233,0.6427388,0.8213694,0.69995826,0.84997916,0.7112841,0.8556421,0.7039273,0.85196364
9542,0.7068248,0.8534124,0.7050845,0.8525423,0.6408857,0.82044286,0.7041717,0.8520858,0.6700988,0.8350494,0.61576307,0.80788153,0.56342316,0.7817116,0.68386483,0.8419324,0.6553198,0.8276599,0.600906,0.800453
9546,0.6948545,0.84742725,0.64375675,0.8218784,0.58877087,0.79438543,0.57785857,0.7889293,0.6251544,0.8125772,0.6273805,0.81369025,0.6057981,0.80289906,0.64370084,0.8218504,0.61571294,0.80785644,0.588044,0.79402196
9547,0.6131227,0.80656135,0.591561,0.79578054,0.57059896,0.7852995,0.57539016,0.78769505,0.531173,0.7655865,0.5155778,0.7577889,0.5132594,0.7566297,0.54361445,0.7718072,0.5808426,0.7904213,0.523729,0.76186454
9583,0.6622491,0.83112454,0.64594954,0.8229748,0.6064793,0.80323964,0.6217568,0.8108784,0.58775944,0.79387975,0.5789601,0.7894801,0.56540716,0.7827036,0.6192325,0.8096162,0.6391262,0.8195631,0.5958545,0.79792726
9587,0.6724755,0.8362378,0.6617525,0.83087623,0.63306046,0.8165302,0.5634711,0.78173554,0.62354577,0.8117729,0.7070788,0.8535394,0.6241819,0.812091,0.66795427,0.8339771,0.66066885,0.8303344,0.687485,0.8437425
12037,0.65994734,0.8299737,0.67175615,0.8358781,0.641856,0.820928,0.60372466,0.80186236,0.6438652,0.8219326,0.68636954,0.84318477,0.6555982,0.8277991,0.6871356,0.8435678,0.7007004,0.8503502,0.7012582,0.8506291
12116,0.64088935,0.8204447,0.59770626,0.79885316,0.6256827,0.81284136,0.57495147,0.7874757,0.5938008,0.7969004,0.67324126,0.8366206,0.6086664,0.8043332,0.6452311,0.82261556,0.63000304,0.8150015,0.6720898,0.8360449
12122,0.74379426,0.8718971,0.6562357,0.82811785,0.6681311,0.83406556,0.58656317,0.79328156,0.6451112,0.8225556,0.71460474,0.85730237,0.60812855,0.8040643,0.661335,0.8306675,0.64873046,0.82436526,0.6724149,0.83620745
12124,0.7186206,0.85931027,0.6576663,0.82883316,0.6538217,0.82691085,0.59604746,0.7980237,0.6337328,0.8168664,0.7047379,0.85236895,0.61379385,0.8068969,0.6733124,0.8366562,0.6288626,0.8144313,0.6788417,0.83942086
12141,0.7629669,0.88148344,0.6554392,0.82771957,0.6545937,0.82729685,0.5697267,0.78486335,0.70576054,0.85288024,0.7823222,0.8911611,0.669449,0.8347245,0.70704293,0.85352147,0.6880571,0.8440286,0.73077977,0.8653899
12143,0.6710212,0.8355106,0.6778744,0.83893716,0.66648424,0.8332421,0.56992924,0.7849646,0.6383215,0.81916076,0.7080176,0.8540088,0.61102575,0.8055129,0.6729326,0.8364663,0.6628588,0.83142936,0.68279904,0.84139955
12149,0.73317116,0.8665856,0.7187801,0.85939,0.6998428,0.8499214,0.5824537,0.79122686,0.73417556,0.8670878,0.7623023,0.88115114,0.73304224,0.8665211,0.72651696,0.8632585,0.70354867,0.85177433,0.7468707,0.8734354
12161,0.5694105,0.7847053,0.53500867,0.76750433,0.54132754,0.77066374,0.50321686,0.75160843,0.53922,0.76961,0.5986337,0.7993169,0.5528374,0.7764187,0.5790235,0.78951174,0.61661994,0.80831,0.60089326,0.8004466
12252,0.598786,0.799393,0.62396574,0.81198287,0.55135584,0.7756779,0.5848862,0.7924431,0.5902225,0.79511124,0.5757072,0.7878536,0.5408146,0.7704073,0.6299504,0.8149752,0.6067006,0.8033503,0.61272186,0.80636096
12408,0.69620013,0.84810007,0.6975181,0.84875906,0.63852835,0.8192642,0.62086153,0.81043077,0.68294775,0.8414739,0.728528,0.864264,0.6829432,0.8414716,0.7106595,0.85532975,0.6935834,0.84679174,0.7259364,0.8629682
12409,0.6517763,0.82588816,0.60152334,0.8007617,0.5550785,0.77753925,0.55676854,0.77838427,0.57546747,0.78773373,0.63348925,0.8167446,0.5977676,0.7988838,0.6280398,0.8140199,0.5961679,0.79808396,0.63655186,0.8182759
12410,0.7359818,0.8679909,0.7023301,0.85116506,0.7164068,0.8582034,0.58713657,0.79356825,0.68863964,0.8443198,0.7312726,0.8656363,0.66970253,0.83485126,0.7187352,0.8593676,0.67587006,0.83793503,0.70853734,0.85426867
12418,0.6815687,0.8407843,0.64595056,0.8229753,0.6431875,0.82159376,0.5907095,0.7953547,0.6369872,0.8184936,0.6799948,0.8399974,0.63135517,0.8156776,0.6666012,0.8333006,0.6341705,0.81708527,0.66358113,0.83179057
12422,0.66823816,0.8341191,0.5976651,0.79883254,0.62319565,0.8115978,0.5313764,0.7656882,0.62279063,0.8113953,0.68967324,0.8448366,0.6127904,0.8063952,0.6280327,0.81401634,0.61524814,0.8076241,0.65638757,0.8281938
12435,0.5479702,0.7739851,0.5159438,0.7579719,0.52291435,0.7614572,0.5168234,0.7584117,0.5020389,0.7510195,0.5029221,0.751461,0.51227486,0.75613743,0.5090355,0.7545178,0.51522976,0.75761485,0.5027201,0.75136006
12436,0.66013896,0.8300695,0.63321185,0.8166059,0.62863225,0.81431615,0.58355737,0.7917787,0.6169704,0.8084852,0.6439069,0.8219534,0.5920125,0.79600626,0.64396346,0.8219817,0.6465368,0.8232684,0.6322589,0.81612945
12437,0.6275466,0.8137733,0.6080189,0.80400944,0.6083082,0.8041541,0.56469893,0.78234947,0.5880428,0.79402137,0.6272439,0.81362194,0.5906091,0.79530454,0.6514125,0.82570624,0.6265961,0.81329805,0.6498849,0.82494247
12447,0.72563326,0.86281663,0.73673666,0.8683683,0.6715492,0.8357746,0.6663351,0.83316755,0.70160276,0.85080135,0.7256808,0.8628404,0.6879139,0.84395695,0.7336165,0.86680824,0.7051572,0.85257864,0.7170318,0.85851586
12448,0.7985271,0.89926356,0.73788154,0.8689408,0.7321099,0.86605495,0.69304615,0.84652305,0.77827287,0.88913643,0.8155712,0.9077856,0.7268213,0.86341065,0.7944974,0.8972487,0.756953,0.8784765,0.76903677,0.8845184
12449,0.7233194,0.8616597,0.6296482,0.8148241,0.6410389,0.82051945,0.5803805,0.7901902,0.65970516,0.8298526,0.76270044,0.8813502,0.61559856,0.8077993,0.68257976,0.8412899,0.66662556,0.83331275,0.67974484,0.8398724
12450,0.74182713,0.87091357,0.6832142,0.8416071,0.65553606,0.827768,0.58855623,0.79427814,0.6962973,0.84814864,0.72556233,0.86278117,0.6618062,0.8309031,0.69359636,0.8467982,0.6545801,0.82729006,0.6956986,0.8478493
12451,0.7471497,0.87357485,0.6837004,0.84185016,0.7145044,0.85725224,0.56833506,0.7841675,0.69316685,0.8465834,0.6852772,0.8426386,0.59968567,0.79984283,0.6682068,0.8341034,0.6430714,0.8215357,0.6678139,0.83390695
