,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
2555,0.5944398,0.7972199,0.5902809,0.79514045,0.542305,0.7711525,0.5731,0.78655,0.535069,0.7675345,0.5340807,0.7670404,0.5178008,0.7589004,0.5669802,0.78349006,0.583689,0.7918445,0.5483992,0.7741996
2556,0.6880034,0.8440017,0.72251284,0.8612564,0.71415997,0.85708,0.67191124,0.8359556,0.6505778,0.8252889,0.62169397,0.810847,0.5803038,0.7901519,0.7014823,0.85074115,0.66423297,0.8321165,0.63192177,0.8159609
2577,0.7429458,0.8714729,0.7213397,0.86066985,0.6572342,0.8286171,0.6644388,0.83221936,0.67390597,0.836953,0.7029792,0.8514896,0.6854301,0.842715,0.705557,0.8527785,0.6964501,0.84822506,0.698245,0.8491225
2582,0.69296336,0.8464817,0.63916993,0.81958497,0.63890725,0.8194536,0.5788741,0.78943706,0.6353471,0.81767356,0.6761108,0.8380554,0.60379434,0.80189717,0.6626251,0.83131254,0.6277294,0.8138647,0.629274,0.814637
2583,0.6920731,0.84603655,0.7365116,0.8682558,0.69176114,0.84588057,0.62393147,0.8119657,0.67585814,0.83792907,0.64919525,0.8245976,0.6212398,0.8106199,0.6852803,0.84264016,0.65062904,0.8253145,0.631801,0.8159005
2584,0.7518641,0.87593204,0.6696554,0.83482766,0.66530854,0.83265424,0.5795666,0.7897833,0.70768946,0.85384476,0.7080199,0.85401,0.63449144,0.8172457,0.6951711,0.84758556,0.6012717,0.8006358,0.6537757,0.82688785
2585,0.6677065,0.83385324,0.6445733,0.8222866,0.6034337,0.80171686,0.59432954,0.7971648,0.60212564,0.8010628,0.6309589,0.81547946,0.58593786,0.7929689,0.66419667,0.83209836,0.63262284,0.8163114,0.6319661,0.81598306
2586,0.7376423,0.86882114,0.7063593,0.8531797,0.6813787,0.84068936,0.6465646,0.8232823,0.63247895,0.8162395,0.67634,0.83817,0.5872178,0.7936089,0.69441545,0.8472077,0.6654942,0.8327471,0.640341,0.8201705
2587,0.66069007,0.83034503,0.6474993,0.82374966,0.6706034,0.8353017,0.60452616,0.8022631,0.5915054,0.7957527,0.5665198,0.78325987,0.5417249,0.77086246,0.6251861,0.81259304,0.5957085,0.79785424,0.5531507,0.7765753
2588,0.789764,0.89488196,0.70118093,0.85059047,0.6736226,0.8368113,0.6626183,0.83130914,0.675754,0.83787704,0.6976392,0.8488196,0.6028576,0.8014288,0.7078278,0.8539139,0.6799072,0.8399536,0.6606419,0.83032095
2589,0.75130564,0.8756528,0.6987177,0.84935886,0.7038637,0.8519318,0.6327554,0.8163777,0.6839459,0.84197295,0.6884817,0.84424084,0.62138987,0.81069493,0.7034699,0.85173494,0.63817316,0.81908655,0.65932655,0.8296633
2590,0.75124645,0.8756232,0.6554837,0.82774186,0.66735864,0.8336793,0.59126145,0.7956307,0.6872289,0.84361446,0.7512524,0.8756262,0.6447486,0.82237434,0.6864049,0.8432025,0.62261647,0.81130826,0.7026298,0.8513149
2591,0.7181753,0.85908765,0.6578728,0.8289364,0.6514224,0.8257112,0.56850606,0.784253,0.69556034,0.84778017,0.7551938,0.8775969,0.6394589,0.81972945,0.69654775,0.8482739,0.6619785,0.83098924,0.71659887,0.85829943
2592,0.7602136,0.8801068,0.6830136,0.84150684,0.69619656,0.8480983,0.67110515,0.8355526,0.68445677,0.8422284,0.6723395,0.8361697,0.576705,0.7883525,0.68802106,0.84401053,0.62153715,0.8107686,0.6310649,0.81553245
2594,0.6695099,0.83475494,0.6191057,0.80955285,0.59741336,0.79870665,0.6126065,0.80630326,0.6349385,0.81746924,0.6232457,0.81162286,0.5819931,0.79099655,0.61985004,0.809925,0.5725712,0.78628564,0.57832664,0.78916335
2595,0.657436,0.828718,0.6228188,0.8114094,0.59624124,0.7981206,0.5820154,0.7910077,0.6093272,0.8046636,0.65459377,0.82729685,0.62134576,0.8106729,0.6563542,0.8281771,0.61742055,0.8087103,0.6472032,0.8236016
2597,0.80372226,0.90186113,0.7039968,0.8519984,0.77672404,0.88836205,0.6267596,0.81337976,0.7552773,0.87763864,0.78938925,0.8946946,0.6542678,0.8271339,0.7626928,0.8813464,0.6590804,0.8295402,0.7103332,0.8551666
2645,0.66480595,0.83240294,0.67465734,0.8373287,0.6778532,0.8389266,0.60623556,0.80311775,0.6357317,0.81786585,0.65312874,0.8265644,0.6231556,0.8115778,0.6566175,0.82830876,0.6691985,0.83459926,0.66804075,0.8340204
2654,0.7337977,0.8668989,0.7076268,0.8538134,0.6874653,0.84373266,0.70277077,0.85138535,0.67734337,0.8386717,0.6311763,0.8155881,0.6090002,0.8045001,0.70066273,0.85033137,0.6309096,0.81545484,0.62596023,0.8129801
2655,0.6500406,0.8250203,0.6238473,0.8119236,0.5901863,0.7950932,0.6280151,0.8140075,0.5942835,0.7971418,0.6325319,0.81626594,0.5790914,0.7895457,0.6181481,0.80907404,0.6294948,0.8147474,0.61297107,0.80648553
2656,0.66911745,0.8345587,0.68994755,0.8449738,0.6227876,0.8113938,0.6122608,0.8061304,0.6059816,0.8029908,0.60696524,0.80348265,0.5666378,0.7833189,0.6554627,0.8277314,0.6160556,0.8080278,0.5840208,0.7920104
2657,0.6361064,0.8180532,0.62808216,0.8140411,0.5845929,0.7922964,0.5793841,0.78969204,0.64635944,0.8231797,0.6963948,0.8481974,0.6168775,0.8084388,0.7283938,0.8641969,0.7321791,0.8660896,0.70364857,0.8518243
2658,0.6704767,0.83523834,0.6092821,0.804641,0.6228508,0.8114254,0.58608794,0.793044,0.57970554,0.78985274,0.53969496,0.7698475,0.43736064,0.7186803,0.60214174,0.80107087,0.5593557,0.77967787,0.50592995,0.752965
2659,0.65706265,0.8285313,0.6589641,0.8294821,0.6170176,0.8085088,0.5873978,0.7936989,0.6277186,0.81385934,0.641343,0.8206715,0.64068866,0.8203443,0.6523903,0.8261951,0.67359793,0.83679897,0.67023635,0.8351182
2660,0.7352427,0.86762136,0.7046064,0.8523032,0.6813115,0.84065574,0.6315515,0.81577575,0.6826823,0.84134114,0.6752397,0.83761984,0.6858719,0.8429359,0.69332767,0.84666383,0.66282237,0.8314112,0.6954044,0.8477022
2741,0.7119078,0.85595393,0.59992456,0.7999623,0.5962497,0.79812485,0.6386193,0.81930965,0.6193416,0.8096708,0.5781219,0.78906095,0.53431165,0.7671558,0.5815622,0.79078114,0.5943383,0.79716915,0.5818528,0.7909264
2766,0.70819664,0.8540983,0.7747377,0.88736886,0.7007388,0.8503694,0.6338769,0.81693846,0.6833006,0.8416503,0.66976637,0.8348832,0.62188125,0.8109406,0.7434921,0.87174606,0.6921717,0.84608585,0.6638705,0.8319353
2793,0.70328563,0.85164285,0.72905934,0.86452967,0.62184,0.81092,0.58728635,0.7936432,0.6723908,0.8361954,0.70677733,0.85338867,0.6790834,0.8395417,0.73715806,0.86857903,0.668571,0.8342855,0.7088381,0.85441905
2810,0.6787499,0.83937496,0.66895115,0.8344756,0.6487402,0.8243701,0.57977366,0.78988683,0.57615,0.788075,0.5725235,0.78626174,0.47731403,0.738657,0.6497928,0.8248964,0.56770945,0.7838547,0.5213374,0.7606687
2824,0.7403413,0.87017065,0.76482534,0.8824127,0.7152581,0.85762906,0.6854627,0.84273136,0.7362134,0.8681067,0.6821933,0.84109664,0.6761813,0.83809066,0.7777878,0.8888939,0.7454957,0.87274784,0.7116709,0.85583544
3002,0.73309267,0.86654633,0.6921644,0.8460822,0.68716633,0.84358317,0.6356146,0.8178073,0.6822403,0.8411201,0.66771543,0.8338577,0.662624,0.831312,0.6758323,0.83791614,0.6520298,0.8260149,0.67572653,0.83786327
3021,0.641538,0.820769,0.6593571,0.82967854,0.5663541,0.783177,0.57585955,0.7879298,0.5941359,0.79706794,0.50552195,0.752761,0.5056462,0.7528231,0.5844548,0.7922274,0.55747944,0.7787397,0.5083846,0.7541923
3093,0.7382567,0.86912835,0.71401083,0.8570054,0.65076315,0.8253816,0.64666677,0.8233334,0.72655106,0.8632755,0.7410334,0.87051666,0.6968508,0.8484254,0.73535573,0.86767787,0.6828644,0.8414322,0.72005576,0.8600279
3105,0.785325,0.8926625,0.7490263,0.87451315,0.6909014,0.8454507,0.6685825,0.8342912,0.7447369,0.87236845,0.73082465,0.86541235,0.70365393,0.85182697,0.7282954,0.86414766,0.7086352,0.8543176,0.72809654,0.86404824
3113,0.6304773,0.81523865,0.572859,0.7864295,0.5752431,0.78762156,0.5330034,0.76650167,0.5693666,0.7846833,0.65734434,0.8286722,0.57018197,0.785091,0.6134789,0.80673945,0.6062915,0.80314577,0.6197338,0.8098669
3118,0.60310364,0.8015518,0.64009374,0.8200469,0.57033527,0.78516763,0.59128374,0.7956419,0.59688705,0.79844356,0.5871178,0.7935589,0.5888668,0.79443336,0.64021826,0.8201091,0.6650202,0.8325101,0.6458316,0.8229158
3120,0.69368744,0.8468437,0.6777566,0.8388783,0.6486678,0.8243339,0.6420016,0.8210008,0.6533477,0.82667387,0.6740104,0.8370052,0.6288431,0.81442153,0.6881209,0.8440604,0.6859999,0.84299994,0.6861945,0.8430972
3122,0.76756346,0.88378173,0.6965679,0.84828395,0.68517745,0.8425887,0.5917207,0.79586035,0.6989745,0.84948725,0.710004,0.855002,0.6045306,0.8022653,0.7096387,0.85481936,0.65260077,0.8263004,0.66200113,0.83100057
3123,0.73986423,0.8699321,0.66737735,0.8336887,0.63887423,0.81943715,0.5964093,0.79820466,0.72542095,0.8627105,0.756812,0.878406,0.6951172,0.8475586,0.7258476,0.8629238,0.67917883,0.8395894,0.704159,0.8520795
3133,0.7611946,0.8805973,0.6806334,0.8403167,0.6560874,0.8280437,0.62340444,0.81170225,0.68768764,0.8438438,0.755487,0.8777435,0.6675791,0.8337896,0.75495577,0.8774779,0.68189114,0.8409456,0.738837,0.8694185
3134,0.7746494,0.8873247,0.73369515,0.8668476,0.7265724,0.8632862,0.6468417,0.8234209,0.720214,0.860107,0.7156912,0.8578456,0.617436,0.80871797,0.7232058,0.8616029,0.66245806,0.83122903,0.6687085,0.8343543
3135,0.74162096,0.8708105,0.6839293,0.84196466,0.68749005,0.843745,0.5972204,0.7986102,0.69407177,0.8470359,0.68945813,0.84472907,0.60940444,0.8047022,0.6619532,0.8309766,0.6339359,0.81696796,0.6428987,0.82144934
3136,0.73417294,0.86708647,0.74449635,0.8722482,0.6862651,0.84313256,0.63188744,0.8159437,0.7108351,0.85541755,0.6971296,0.8485648,0.6641054,0.8320527,0.750042,0.875021,0.69470394,0.84735197,0.6858197,0.8429098
3137,0.7531739,0.8765869,0.6600342,0.8300171,0.661195,0.8305975,0.59242016,0.79621005,0.681508,0.84075403,0.7306553,0.86532766,0.6229895,0.8114947,0.6994969,0.8497485,0.6311585,0.81557924,0.6714751,0.8357376
3138,0.63800675,0.81900334,0.5928496,0.7964248,0.64426494,0.82213247,0.5844679,0.79223394,0.57350373,0.78675187,0.5916369,0.79581845,0.51898265,0.7594913,0.588153,0.7940765,0.56311786,0.78155893,0.5514768,0.77573836
3139,0.71994054,0.8599703,0.6391977,0.81959885,0.6679596,0.8339798,0.5937296,0.7968648,0.63813794,0.81906897,0.6995958,0.8497979,0.58610713,0.79305357,0.68014336,0.8400717,0.6312816,0.8156408,0.6468104,0.8234052
3140,0.7420139,0.87100697,0.63711524,0.8185576,0.6217088,0.81085443,0.5735887,0.78679436,0.66586435,0.8329322,0.7255584,0.8627792,0.6426593,0.82132965,0.673507,0.8367535,0.6321608,0.8160804,0.6859575,0.8429787
3141,0.61286664,0.8064333,0.6221937,0.81109685,0.5898264,0.7949132,0.5317192,0.7658596,0.56572294,0.7828615,0.56842655,0.7842133,0.4936693,0.74683464,0.58142686,0.7907134,0.57225895,0.7861295,0.573488,0.786744
3142,0.7701651,0.88508254,0.67703915,0.8385196,0.7207719,0.86038595,0.6395758,0.81978786,0.69303524,0.8465176,0.73000896,0.8650045,0.6082585,0.80412924,0.7247623,0.86238116,0.6729278,0.8364639,0.68038046,0.84019023
3143,0.7829102,0.8914551,0.7079824,0.8539912,0.72808635,0.8640432,0.6489903,0.82449514,0.71988845,0.8599442,0.756552,0.878276,0.66793203,0.833966,0.73628175,0.8681409,0.69363743,0.8468187,0.72206026,0.8610301
3144,0.7220202,0.8610101,0.6618536,0.8309268,0.68381137,0.8419057,0.594735,0.7973675,0.668254,0.834127,0.717144,0.858572,0.6051693,0.80258465,0.721948,0.860974,0.6435473,0.82177365,0.6530056,0.8265028
3145,0.63125193,0.81562597,0.6088307,0.80441535,0.55599594,0.777998,0.5580582,0.77902913,0.6110644,0.8055322,0.62409616,0.8120481,0.59689915,0.7984496,0.5922556,0.7961278,0.6290872,0.8145436,0.6121162,0.8060581
3146,0.69653654,0.8482683,0.5885484,0.7942742,0.6062926,0.8031463,0.5486405,0.77432024,0.65176165,0.8258808,0.7271262,0.86356306,0.6030813,0.8015406,0.65524256,0.8276213,0.60353905,0.8017695,0.6532656,0.8266328
3147,0.7198329,0.85991645,0.68009067,0.84004533,0.646655,0.82332754,0.64657325,0.82328665,0.67884266,0.83942133,0.7006297,0.85031486,0.65731573,0.82865787,0.72756016,0.8637801,0.68220985,0.8411049,0.6778146,0.8389073
3148,0.7355993,0.86779964,0.6416358,0.8208179,0.6601394,0.83006966,0.57736313,0.78868157,0.6931542,0.8465771,0.7425122,0.8712561,0.6676596,0.83382976,0.7188035,0.85940176,0.6520772,0.8260386,0.71687025,0.85843515
3149,0.7426334,0.8713167,0.6512904,0.8256452,0.63635,0.81817496,0.5950808,0.7975404,0.66594756,0.8329738,0.6848087,0.84240437,0.6008757,0.8004378,0.66469765,0.8323488,0.6088578,0.80442894,0.65015745,0.8250787
3150,0.7468531,0.87342656,0.62910664,0.8145533,0.6649052,0.8324526,0.58802855,0.7940143,0.6659521,0.83297604,0.7317953,0.86589766,0.5902904,0.7951452,0.7030539,0.851527,0.623401,0.81170046,0.6794341,0.83971703
3153,0.717533,0.8587665,0.6623556,0.83117783,0.6452566,0.82262826,0.6042386,0.8021193,0.7059238,0.8529619,0.71774745,0.8588737,0.69954646,0.8497732,0.70024323,0.8501216,0.6711299,0.835565,0.70145524,0.8507276
3155,0.65871966,0.8293598,0.58020467,0.79010236,0.56392264,0.7819613,0.48072618,0.7403631,0.5928445,0.79642224,0.5950952,0.7975476,0.49784085,0.74892044,0.5676471,0.78382355,0.49895138,0.7494757,0.5319713,0.7659856
3156,0.77619636,0.8880982,0.67195046,0.8359752,0.7428596,0.8714298,0.62262696,0.8113135,0.70037043,0.8501852,0.68820846,0.84410423,0.5723204,0.78616023,0.6938622,0.8469311,0.6161859,0.80809295,0.66138214,0.8306911
3157,0.7316222,0.8658111,0.69650805,0.848254,0.7068403,0.85342014,0.6472229,0.82361144,0.704263,0.8521315,0.7207041,0.86035204,0.67700666,0.83850336,0.71997017,0.8599851,0.6873557,0.8436779,0.7046409,0.85232043
3158,0.733433,0.8667165,0.6730285,0.83651423,0.636939,0.8184695,0.5932845,0.79664224,0.6774785,0.8387393,0.69217503,0.8460875,0.63982373,0.81991184,0.6765821,0.83829105,0.61923075,0.8096154,0.64202726,0.8210136
3159,0.7270572,0.8635286,0.60791063,0.8039553,0.633331,0.81666553,0.50127095,0.7506355,0.6720059,0.83600295,0.76633036,0.8831652,0.62848246,0.81424123,0.67660177,0.8383009,0.5930129,0.79650646,0.68133956,0.84066975
3160,0.7397162,0.8698581,0.69599223,0.8479961,0.66064256,0.8303213,0.59994626,0.79997313,0.70773494,0.8538675,0.7302448,0.86512244,0.6967262,0.8483631,0.7243761,0.86218804,0.6963966,0.8481983,0.7201766,0.8600883
3161,0.778311,0.8891555,0.73872566,0.86936283,0.70502925,0.8525146,0.63269377,0.8163469,0.7273899,0.8636949,0.70023024,0.8501151,0.62580526,0.8129026,0.71887636,0.8594382,0.63303745,0.8165187,0.6764111,0.8382056
3162,0.6845592,0.8422796,0.6256293,0.81281465,0.60318255,0.8015913,0.6079322,0.8039661,0.6224867,0.81124336,0.645905,0.8229525,0.5832387,0.79161936,0.67877537,0.83938766,0.63752246,0.8187612,0.6395527,0.81977636
3186,0.7944158,0.89720786,0.73423123,0.8671156,0.68339145,0.8416957,0.65006363,0.8250318,0.7472887,0.87364435,0.71618605,0.858093,0.65046674,0.82523334,0.7203975,0.86019874,0.6511781,0.82558906,0.69238615,0.8461931
3225,0.74354434,0.87177217,0.7451916,0.8725958,0.6946082,0.8473041,0.65848017,0.8292401,0.69814,0.84907,0.67514396,0.837572,0.6288911,0.81444556,0.7195504,0.8597752,0.673983,0.8369915,0.6593007,0.82965034
3315,0.70743585,0.8537179,0.6489264,0.8244632,0.6468221,0.82341105,0.572265,0.7861325,0.66310227,0.83155113,0.7367199,0.8683599,0.6410122,0.8205061,0.6968829,0.8484415,0.6576762,0.8288381,0.68010414,0.84005207
3321,0.7150664,0.8575332,0.6752819,0.83764094,0.6634993,0.8317497,0.61658573,0.80829287,0.6943802,0.84719014,0.6784353,0.83921766,0.6233726,0.8116863,0.7070193,0.85350966,0.6198448,0.8099224,0.63135254,0.8156763
3332,0.684598,0.842299,0.6754996,0.83774984,0.72789234,0.8639462,0.6103276,0.8051638,0.6473863,0.82369316,0.6442148,0.82210743,0.5464895,0.77324474,0.6653726,0.8326863,0.6488738,0.8244369,0.6084788,0.8042394
5877,0.6372932,0.8186466,0.7009933,0.85049665,0.593094,0.796547,0.5859591,0.79297954,0.60275364,0.8013768,0.58176726,0.79088366,0.57191795,0.785959,0.6069378,0.80346894,0.64959,0.824795,0.6218189,0.81090945
5981,0.7863808,0.8931904,0.6752012,0.8376006,0.745818,0.872909,0.64715874,0.8235794,0.71206206,0.85603106,0.68469787,0.84234893,0.5807425,0.79037124,0.6904908,0.84524536,0.63013756,0.8150688,0.62832236,0.8141612
6043,0.7288188,0.8644094,0.6444619,0.82223094,0.60300094,0.80150044,0.57211256,0.7860563,0.66682935,0.8334147,0.7218725,0.8609363,0.64813423,0.8240671,0.65197504,0.8259875,0.67842674,0.8392134,0.6764875,0.8382437
6078,0.72360027,0.86180013,0.6417498,0.8208749,0.62737966,0.8136898,0.593416,0.796708,0.67668045,0.8383402,0.64025176,0.8201259,0.5568086,0.7784043,0.63806653,0.81903327,0.62276334,0.8113817,0.6052777,0.8026389
6081,0.77080536,0.8854027,0.6803291,0.84016454,0.6772995,0.83864975,0.6510538,0.8255269,0.72693086,0.8634654,0.79321873,0.89660937,0.71581364,0.8579068,0.7306504,0.8653252,0.74059165,0.8702958,0.772715,0.8863575
6082,0.71667624,0.8583381,0.62521255,0.8126063,0.60484016,0.8024201,0.592299,0.7961495,0.6882788,0.8441394,0.7544345,0.8772173,0.6970303,0.84851515,0.69034827,0.84517413,0.7163317,0.85816586,0.718936,0.859468
6090,0.70456105,0.8522805,0.63481843,0.8174092,0.6544639,0.82723194,0.6495136,0.8247568,0.6130152,0.8065076,0.62832564,0.81416285,0.59750783,0.7987539,0.6604007,0.8302003,0.6260756,0.8130378,0.6179637,0.80898184
6127,0.7472613,0.87363064,0.80206966,0.90103483,0.7792895,0.88964474,0.6617889,0.8308945,0.7585101,0.87925506,0.7437044,0.87185216,0.67150855,0.8357543,0.79069567,0.89534783,0.6759114,0.8379557,0.71391547,0.85695773
6211,0.7243992,0.8621996,0.6774293,0.83871466,0.6727691,0.83638453,0.55866694,0.7793335,0.66493714,0.83246857,0.7138211,0.8569106,0.64430237,0.8221512,0.67142427,0.83571213,0.6682849,0.83414245,0.6858223,0.8429111
6213,0.7417435,0.8708718,0.6296996,0.8148498,0.60183537,0.8009177,0.5841548,0.7920774,0.676293,0.8381465,0.7291275,0.86456376,0.63510346,0.81755173,0.6679361,0.83396804,0.6889032,0.8444516,0.7015685,0.85078424
6214,0.65470785,0.82735395,0.59820807,0.79910403,0.5988621,0.7994311,0.5326233,0.76631165,0.5756136,0.7878068,0.6191858,0.8095929,0.55827844,0.7791392,0.5987185,0.79935926,0.60323465,0.8016173,0.57727605,0.788638
6231,0.70111835,0.8505592,0.6215475,0.81077373,0.6071956,0.8035978,0.5563612,0.7781806,0.612122,0.806061,0.6699678,0.8349839,0.5727612,0.7863806,0.64237404,0.821187,0.6167641,0.80838203,0.6221142,0.8110571
6232,0.7735105,0.8867552,0.69070005,0.84535,0.7093159,0.85465795,0.65123206,0.825616,0.68780595,0.84390295,0.70685005,0.853425,0.62478316,0.8123916,0.705405,0.8527025,0.6594292,0.8297146,0.6910044,0.8455022
6233,0.7664422,0.8832211,0.72503304,0.8625165,0.70933354,0.85466677,0.61483467,0.80741733,0.7352736,0.8676368,0.7082865,0.85414326,0.6199695,0.80998474,0.7175739,0.85878694,0.66813934,0.83406967,0.6504508,0.8252254
6239,0.57462823,0.7873141,0.6006352,0.8003176,0.5240872,0.7620436,0.59537685,0.7976884,0.54486084,0.7724304,0.550829,0.77541447,0.5676151,0.7838075,0.5837102,0.7918551,0.64307165,0.8215358,0.6032095,0.80160475
6240,0.76064277,0.8803214,0.6840681,0.84203404,0.66478074,0.83239037,0.6133926,0.8066963,0.7145377,0.8572688,0.7327454,0.8663727,0.66055226,0.83027613,0.69028044,0.8451402,0.6853466,0.8426733,0.69799614,0.84899807
6254,0.70578575,0.8528929,0.71584535,0.8579227,0.6115595,0.80577976,0.6145539,0.80727696,0.7055366,0.8527683,0.7133714,0.8566857,0.6881957,0.84409785,0.71721566,0.8586078,0.6736225,0.83681124,0.72310877,0.8615544
6255,0.6845193,0.84225965,0.6098374,0.8049187,0.64484125,0.8224206,0.5534375,0.77671874,0.6007551,0.80037755,0.62809026,0.81404513,0.5522841,0.77614206,0.60571826,0.8028591,0.591455,0.7957275,0.59796387,0.7989819
6342,0.64284134,0.82142067,0.62770045,0.8138502,0.61040044,0.8052002,0.51882386,0.75941193,0.6256486,0.8128243,0.64464915,0.8223246,0.6084229,0.80421144,0.639459,0.8197295,0.5758386,0.7879193,0.5972981,0.7986491
7630,0.6255225,0.81276125,0.70214736,0.8510737,0.52907264,0.7645363,0.60961425,0.8048071,0.62234604,0.811173,0.6210345,0.81051725,0.6347426,0.8173713,0.6737628,0.8368814,0.6806333,0.84031665,0.70009226,0.85004616
7654,0.62784696,0.8139235,0.5929134,0.7964567,0.5626022,0.78130114,0.50642216,0.7532111,0.5736296,0.7868148,0.6094667,0.80473334,0.5385221,0.76926106,0.5533506,0.77667534,0.5622951,0.78114754,0.5631129,0.7815565
8890,0.5820629,0.7910315,0.60506845,0.8025342,0.57949245,0.7897462,0.63370776,0.8168539,0.57743824,0.7887191,0.5872393,0.79361963,0.5783236,0.7891618,0.64834094,0.8241705,0.6614785,0.83073926,0.63849264,0.8192463
8916,0.60841084,0.8042054,0.612182,0.806091,0.60517716,0.8025886,0.5379536,0.7689768,0.5580151,0.77900755,0.51066685,0.7553334,0.49013767,0.74506885,0.5534459,0.7767229,0.55233705,0.7761685,0.50539047,0.7526952
9028,0.6443207,0.82216036,0.6153959,0.80769795,0.58871377,0.7943569,0.57624745,0.7881237,0.5606377,0.78031886,0.6121074,0.8060537,0.5753206,0.7876603,0.62834424,0.81417215,0.58428,0.79214,0.6134825,0.80674124
9066,0.7095149,0.8547574,0.63274103,0.8163705,0.59656674,0.79828334,0.55556214,0.77778107,0.6370222,0.8185111,0.6390703,0.81953514,0.5515251,0.77576256,0.6230666,0.81153333,0.61738145,0.8086907,0.5939591,0.79697955
