,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
2538,0.73720837,0.8686042,0.6839746,0.8419873,0.6551502,0.8275751,0.6350029,0.8175014,0.6724142,0.8362071,0.6697151,0.8348576,0.6064682,0.8032341,0.6946938,0.8473469,0.64805555,0.8240278,0.6461985,0.82309926
2551,0.70752704,0.8537635,0.6937962,0.8468981,0.6543562,0.8271781,0.56042385,0.7802119,0.6799402,0.8399701,0.70534277,0.8526714,0.63313776,0.81656885,0.6884849,0.84424245,0.6651286,0.8325643,0.6854929,0.84274644
2553,0.8069222,0.9034611,0.7171627,0.85858136,0.6949233,0.84746164,0.65939724,0.8296986,0.7636816,0.8818408,0.7754803,0.88774014,0.72919154,0.8645958,0.7453861,0.87269306,0.7015846,0.8507923,0.7486412,0.8743206
2554,0.6977179,0.84885895,0.6689036,0.8344518,0.6281163,0.8140582,0.6449458,0.82247293,0.6316556,0.8158278,0.65675855,0.8283793,0.5820036,0.7910018,0.6772084,0.8386042,0.6397328,0.8198664,0.6440382,0.8220191
2555,0.6738752,0.8369376,0.608179,0.8040895,0.5995382,0.7997691,0.5986229,0.79931146,0.60339963,0.8016998,0.65133315,0.82566655,0.57407534,0.7870377,0.6329514,0.8164757,0.636371,0.8181855,0.6394881,0.81974405
2556,0.75337905,0.87668955,0.75070614,0.8753531,0.7439805,0.87199026,0.66828334,0.8341417,0.7217473,0.86087364,0.71718025,0.8585901,0.6362268,0.8181134,0.7506998,0.8753499,0.7029846,0.8514923,0.69606686,0.8480334
2577,0.7864575,0.89322877,0.71639776,0.8581989,0.6892704,0.8446352,0.6391969,0.81959844,0.72950625,0.8647531,0.7413688,0.8706844,0.6887877,0.84439385,0.71734256,0.8586713,0.6811465,0.84057325,0.7203946,0.8601973
2582,0.72750974,0.86375487,0.67873335,0.8393667,0.6820242,0.8410121,0.6150919,0.80754596,0.7027352,0.8513676,0.7423666,0.8711833,0.6723554,0.8361777,0.72081673,0.86040837,0.6878458,0.8439229,0.7086035,0.85430175
2583,0.669736,0.834868,0.7024001,0.85120004,0.6771977,0.83859885,0.5988574,0.7994287,0.66981196,0.834906,0.6760174,0.8380087,0.62293726,0.8114686,0.67247856,0.8362393,0.646469,0.8232345,0.63960207,0.81980103
2584,0.78050554,0.89025277,0.6742093,0.8371047,0.670235,0.83511746,0.59111744,0.7955587,0.7213421,0.86067104,0.7581673,0.87908363,0.6357604,0.8178802,0.7310048,0.86550236,0.6253103,0.81265515,0.6843387,0.84216934
2585,0.68216395,0.841082,0.6639559,0.83197796,0.60208243,0.80104125,0.5949447,0.79747236,0.6458596,0.8229298,0.68583393,0.84291697,0.6455151,0.82275754,0.6878948,0.8439474,0.6679044,0.8339522,0.6897118,0.8448559
2586,0.75536406,0.87768203,0.6989888,0.8494944,0.65744317,0.8287216,0.652205,0.8261025,0.66566,0.83283,0.694901,0.8474505,0.6018091,0.8009045,0.6921756,0.8460878,0.67107654,0.83553827,0.64938354,0.8246918
2587,0.6597972,0.8298986,0.6497234,0.8248617,0.6388769,0.81943846,0.589555,0.7947775,0.62066686,0.81033343,0.5904312,0.7952156,0.57090175,0.7854509,0.64526457,0.8226323,0.6006843,0.80034214,0.5633894,0.7816947
2588,0.7357199,0.86785996,0.7017276,0.8508638,0.6407176,0.8203588,0.67222357,0.8361118,0.6348715,0.81743574,0.6137332,0.8068666,0.574245,0.7871225,0.68393934,0.84196967,0.6677643,0.83388215,0.61645395,0.80822694
2589,0.7665503,0.88327515,0.69451946,0.84725976,0.6725377,0.83626884,0.58671314,0.79335654,0.72605765,0.8630288,0.76620805,0.883104,0.66720045,0.8336002,0.7327465,0.86637324,0.64810556,0.8240528,0.7196641,0.85983205
2590,0.73758674,0.86879337,0.67251855,0.83625925,0.66168606,0.83084303,0.6094011,0.80470055,0.6677853,0.83389264,0.7106123,0.85530615,0.62884593,0.81442297,0.6872524,0.8436262,0.64379954,0.8218998,0.6717407,0.8358704
2591,0.7642388,0.8821194,0.6701848,0.8350924,0.64809084,0.8240454,0.5810541,0.79052705,0.7157052,0.8578526,0.77062356,0.8853118,0.6646911,0.83234555,0.6973265,0.8486632,0.64342004,0.82171,0.712515,0.8562575
2592,0.7070439,0.85352194,0.65347195,0.826736,0.6506238,0.8253119,0.6028869,0.80144346,0.6661552,0.8330776,0.6486982,0.8243491,0.5418281,0.7709141,0.64073837,0.8203692,0.56555074,0.7827754,0.60768235,0.8038412
2594,0.69270015,0.8463501,0.62484884,0.8124244,0.6343699,0.8171849,0.64812005,0.82406,0.6471471,0.8235736,0.6486273,0.82431364,0.5752063,0.78760314,0.64907753,0.82453877,0.5849312,0.79246557,0.5900562,0.7950281
2595,0.64316106,0.8215805,0.64500815,0.82250404,0.6201539,0.81007695,0.5908298,0.7954149,0.5993128,0.7996564,0.6181607,0.80908036,0.5918063,0.79590315,0.65216434,0.82608217,0.6026216,0.8013108,0.6115649,0.80578244
2597,0.79041314,0.8952066,0.66071016,0.83035505,0.72511953,0.8625598,0.5907752,0.7953876,0.7212039,0.86060196,0.78111845,0.8905592,0.63419497,0.8170975,0.7186748,0.8593374,0.6295785,0.81478924,0.6960732,0.8480366
2645,0.70747316,0.8537366,0.7217751,0.8608875,0.71783304,0.8589165,0.64928824,0.8246441,0.66606224,0.8330311,0.67556524,0.8377826,0.63238156,0.8161908,0.70045555,0.8502278,0.6938962,0.8469481,0.6782165,0.8391082
2654,0.71701086,0.8585054,0.6790123,0.83950615,0.6553433,0.82767165,0.6852505,0.84262526,0.6470252,0.8235126,0.6078209,0.8039105,0.57274544,0.7863727,0.65860605,0.829303,0.6061969,0.80309844,0.60329354,0.80164677
2655,0.77664554,0.8883228,0.7203815,0.86019075,0.6951665,0.8475833,0.6305709,0.81528544,0.7284688,0.8642344,0.7594174,0.8797087,0.6867144,0.8433572,0.7506511,0.87532556,0.68295467,0.84147733,0.7262315,0.8631158
2656,0.73802316,0.8690116,0.7307502,0.8653751,0.6804676,0.8402338,0.63957113,0.8197856,0.6690937,0.83454686,0.6922549,0.84612745,0.6446966,0.8223483,0.7162994,0.8581497,0.6692075,0.8346038,0.65867674,0.8293384
2657,0.6691989,0.83459944,0.64715147,0.82357574,0.61733896,0.80866945,0.5837078,0.7918539,0.6552671,0.82763356,0.713139,0.8565695,0.6204373,0.8102187,0.7412938,0.8706469,0.74433315,0.8721666,0.7060344,0.8530172
2658,0.7042897,0.85214484,0.6236297,0.81181484,0.62431705,0.8121585,0.6197518,0.8098759,0.6243018,0.8121509,0.62079406,0.810397,0.49989876,0.7499494,0.64463437,0.8223172,0.6051723,0.80258614,0.5688117,0.7844058
2659,0.67628825,0.8381441,0.65221685,0.82610846,0.61218774,0.8060939,0.56164,0.78082,0.63969123,0.8198456,0.7076645,0.85383224,0.6756643,0.83783215,0.6513533,0.8256767,0.6689776,0.8344888,0.700251,0.8501255
2660,0.76246715,0.8812336,0.71590793,0.85795397,0.6881704,0.8440852,0.64861727,0.82430863,0.7042585,0.8521292,0.70209897,0.8510495,0.68720734,0.8436037,0.7097155,0.85485774,0.685393,0.8426965,0.7031426,0.8515713
2741,0.64758515,0.8237926,0.5797126,0.7898563,0.55021405,0.775107,0.59916013,0.7995801,0.56045043,0.7802252,0.52689236,0.7634462,0.50584054,0.75292027,0.5283724,0.7641862,0.5491939,0.7745969,0.52108145,0.7605407
2766,0.7520071,0.87600356,0.7892491,0.8946246,0.7108709,0.8554355,0.6623211,0.83116055,0.71012163,0.8550608,0.71900463,0.8595023,0.6564833,0.82824165,0.7696221,0.88481104,0.7015141,0.85075706,0.6930009,0.84650046
2793,0.7437883,0.8718941,0.77967596,0.889838,0.6503719,0.82518595,0.62381184,0.8119059,0.725198,0.862599,0.7160521,0.858026,0.6872251,0.84361255,0.7655356,0.8827678,0.68728197,0.843641,0.7128172,0.8564086
2810,0.6821583,0.8410791,0.70314205,0.851571,0.6521295,0.8260647,0.59175086,0.79587543,0.6094805,0.80474025,0.563921,0.7819605,0.50056344,0.7502817,0.66276836,0.8313842,0.5849254,0.7924627,0.5142364,0.7571182
2824,0.6918329,0.84591645,0.7258838,0.86294186,0.6739292,0.8369646,0.6636224,0.8318112,0.7010949,0.85054743,0.64576876,0.8228844,0.6255702,0.8127851,0.70389295,0.8519465,0.7045467,0.85227334,0.6977344,0.8488672
3002,0.7449033,0.87245166,0.6745621,0.83728105,0.651605,0.8258025,0.6348234,0.81741166,0.6685662,0.8342831,0.68547773,0.84273887,0.67881954,0.83940977,0.67033845,0.8351692,0.6655011,0.83275056,0.6944976,0.8472488
3021,0.7432936,0.87164676,0.6985835,0.84929174,0.6359711,0.81798553,0.6011424,0.8005712,0.6912356,0.8456178,0.6527655,0.82638276,0.6309366,0.8154683,0.6613086,0.83065426,0.62626594,0.813133,0.62932825,0.8146641
3093,0.79294527,0.89647263,0.77377963,0.8868898,0.7098638,0.8549319,0.69739515,0.84869754,0.78978956,0.8948948,0.7472406,0.8736203,0.75723433,0.87861717,0.76700354,0.88350177,0.7396085,0.86980426,0.7538454,0.8769227
3105,0.8092072,0.9046036,0.7537788,0.8768894,0.71948147,0.85974073,0.66364574,0.8318229,0.74005497,0.8700275,0.74470437,0.8723522,0.708164,0.854082,0.7301326,0.8650663,0.70354354,0.8517718,0.7454375,0.87271875
3113,0.65887696,0.82943845,0.6118022,0.8059011,0.6013073,0.80065364,0.5773168,0.7886584,0.588549,0.7942745,0.6548744,0.82743716,0.5707494,0.7853747,0.63398606,0.816993,0.604292,0.80214596,0.63891816,0.8194591
3118,0.65088433,0.8254422,0.66099554,0.83049774,0.590297,0.7951485,0.57104146,0.78552073,0.6470461,0.82352304,0.6202212,0.81011057,0.619853,0.8099265,0.6606292,0.83031464,0.6651641,0.83258206,0.64349484,0.8217474
3120,0.6562114,0.8281057,0.65151525,0.8257576,0.59916747,0.79958373,0.61242604,0.806213,0.6080289,0.80401444,0.63453686,0.81726843,0.59238136,0.7961907,0.657153,0.8285765,0.6336662,0.81683314,0.6335665,0.81678325
3122,0.7941456,0.8970728,0.7253132,0.8626566,0.6983284,0.8491642,0.61918217,0.80959105,0.73891854,0.8694593,0.7522919,0.87614596,0.6777102,0.8388551,0.7462276,0.8731138,0.71333766,0.85666883,0.7319468,0.8659734
3123,0.71756554,0.85878277,0.69096303,0.8454815,0.6760905,0.83804524,0.61732125,0.8086606,0.71902645,0.8595132,0.7481387,0.87406933,0.71585035,0.8579252,0.72776043,0.8638802,0.72065693,0.86032844,0.7375529,0.86877644
3133,0.7581924,0.8790962,0.666474,0.833237,0.6571065,0.82855326,0.5938393,0.79691964,0.70862293,0.85431147,0.77529323,0.8876466,0.69900745,0.84950376,0.74148405,0.870742,0.66123235,0.8306162,0.72722137,0.8636107
3134,0.8009629,0.90048146,0.71353185,0.8567659,0.7314762,0.8657381,0.6286286,0.8143143,0.7367711,0.86838555,0.7750658,0.8875329,0.6485385,0.82426924,0.7403408,0.8701704,0.6805634,0.8402817,0.70628285,0.8531414
3135,0.7305808,0.8652904,0.6931149,0.84655744,0.6766305,0.83831525,0.60660267,0.80330133,0.68706244,0.84353125,0.67822933,0.83911467,0.6121175,0.80605876,0.67733383,0.8386669,0.62613964,0.8130698,0.6290949,0.8145474
3136,0.7710459,0.88552296,0.7171092,0.8585546,0.677287,0.8386435,0.60150015,0.8007501,0.7276914,0.8638457,0.767027,0.8835135,0.65727794,0.828639,0.7565707,0.87828535,0.69025594,0.84512794,0.7299588,0.8649794
3137,0.7668512,0.8834256,0.65966415,0.8298321,0.6625907,0.8312954,0.5911126,0.7955563,0.6944211,0.8472105,0.729413,0.8647065,0.6367558,0.8183779,0.6984712,0.8492356,0.6160152,0.8080076,0.6664727,0.83323634
3138,0.74424875,0.8721244,0.66760945,0.8338047,0.6814774,0.8407387,0.6265514,0.8132757,0.6795591,0.83977956,0.72506845,0.8625342,0.64396083,0.8219804,0.699613,0.8498065,0.65445423,0.8272271,0.69420326,0.8471016
3139,0.7432533,0.8716266,0.6683835,0.83419174,0.6668421,0.83342105,0.61448216,0.8072411,0.6840359,0.84201795,0.71479607,0.85739803,0.5939997,0.7969998,0.7168306,0.8584153,0.64464235,0.8223212,0.6566782,0.8283391
3140,0.7277972,0.86389863,0.6347759,0.81738794,0.63641816,0.81820905,0.5832568,0.79162836,0.6594721,0.82973605,0.7286527,0.86432636,0.640881,0.82044053,0.6894966,0.84474826,0.62785995,0.81393,0.6705146,0.8352573
3141,0.5589485,0.77947426,0.58416,0.79208,0.565169,0.7825845,0.4990098,0.7495049,0.50259674,0.75129837,0.5373418,0.7686709,0.46248972,0.73124486,0.5607659,0.780383,0.5403367,0.77016836,0.5330112,0.7665056
3142,0.76910275,0.8845514,0.6805144,0.84025717,0.7025434,0.8512717,0.6205803,0.81029016,0.7106981,0.85534906,0.7720306,0.8860153,0.65825725,0.8291286,0.74120796,0.870604,0.69497824,0.8474891,0.72138214,0.8606911
3143,0.75489235,0.8774462,0.65417176,0.82708585,0.65571916,0.8278596,0.5848926,0.79244626,0.6979364,0.8489682,0.7328873,0.86644363,0.6351999,0.81759995,0.7021596,0.8510798,0.64480984,0.8224049,0.68512046,0.84256023
3144,0.6829444,0.8414722,0.64431065,0.82215536,0.68944097,0.8447205,0.56295985,0.78147995,0.67986345,0.8399317,0.7026851,0.85134256,0.6078189,0.8039094,0.71753335,0.8587667,0.6340676,0.81703377,0.637573,0.8187865
3145,0.68123674,0.8406184,0.63093966,0.81546986,0.5985418,0.79927087,0.58217204,0.791086,0.645767,0.8228835,0.6689809,0.8344904,0.6336841,0.8168421,0.6475102,0.8237551,0.6407767,0.8203883,0.65328133,0.82664067
3146,0.7170818,0.8585409,0.6564263,0.82821316,0.6631278,0.8315639,0.5928251,0.7964126,0.680987,0.8404935,0.7053071,0.85265356,0.6281879,0.81409395,0.68699,0.843495,0.6387719,0.81938595,0.64961916,0.82480955
3147,0.7075963,0.85379815,0.6612786,0.8306393,0.6064007,0.80320036,0.6369029,0.81845146,0.66076946,0.83038473,0.713755,0.8568775,0.65943134,0.82971567,0.71429586,0.85714793,0.69348884,0.8467444,0.7006265,0.85031325
3148,0.7646326,0.8823163,0.6719354,0.83596766,0.66251135,0.8312557,0.58367014,0.79183507,0.720281,0.8601405,0.77332205,0.88666105,0.69574857,0.8478743,0.7299855,0.86499274,0.6653605,0.8326802,0.7385086,0.8692543
3149,0.7312541,0.86562705,0.66052574,0.8302629,0.64181685,0.8209084,0.6123279,0.8061639,0.6610224,0.8305112,0.69476044,0.8473802,0.6314075,0.81570375,0.67389846,0.8369492,0.6134514,0.80672574,0.6475383,0.82376915
3150,0.76558864,0.8827943,0.64594656,0.82297325,0.6578752,0.8289376,0.6077324,0.8038662,0.6758465,0.8379233,0.74919444,0.8745972,0.6096518,0.8048259,0.70636237,0.8531812,0.63493824,0.8174691,0.6799927,0.83999634
3153,0.7111739,0.85558695,0.6689411,0.8344705,0.65783274,0.8289164,0.601843,0.8009215,0.6819862,0.8409931,0.67027444,0.83513725,0.6219218,0.8109609,0.67174757,0.8358738,0.6443536,0.8221768,0.6488497,0.82442486
3155,0.6518396,0.8259198,0.5985555,0.7992778,0.59869915,0.79934955,0.48628128,0.74314064,0.5796101,0.78980505,0.57356715,0.7867836,0.5126232,0.7563116,0.5703598,0.7851799,0.49750996,0.748755,0.519726,0.759863
3156,0.7782184,0.8891092,0.6150898,0.8075449,0.6271533,0.81357664,0.5578796,0.77893984,0.69827574,0.8491379,0.728619,0.8643095,0.6039102,0.8019551,0.663319,0.8316595,0.581251,0.7906255,0.65730184,0.82865095
3157,0.769072,0.884536,0.6616467,0.83082336,0.70343375,0.8517169,0.63612986,0.8180649,0.6903664,0.8451832,0.71397614,0.8569881,0.6140636,0.8070318,0.7095349,0.85476744,0.6305307,0.81526536,0.69037753,0.84518874
3158,0.74986905,0.87493455,0.6660425,0.8330213,0.62937576,0.81468785,0.5972206,0.7986103,0.6847867,0.84239334,0.7137039,0.85685194,0.6373193,0.81865966,0.6862781,0.84313905,0.6233026,0.8116513,0.6568597,0.8284298
3159,0.77546513,0.88773257,0.677146,0.838573,0.68018997,0.840095,0.58894694,0.79447347,0.7156143,0.85780716,0.7946287,0.8973143,0.6855612,0.8427806,0.7475365,0.8737682,0.683604,0.841802,0.7533812,0.8766906
3160,0.7706839,0.88534194,0.7044741,0.85223705,0.69638276,0.8481914,0.6489063,0.8244531,0.7068908,0.8534454,0.70349944,0.8517497,0.6496124,0.8248062,0.72471285,0.8623564,0.65033317,0.8251666,0.66839886,0.8341994
3161,0.8158269,0.90791345,0.743417,0.8717085,0.7293619,0.86468095,0.6326679,0.81633395,0.76963234,0.88481617,0.7474505,0.87372524,0.6630757,0.83153784,0.7352594,0.8676297,0.6624725,0.83123624,0.7091286,0.8545643
3162,0.76243484,0.8812174,0.6587342,0.8293671,0.6741431,0.83707154,0.6159211,0.8079605,0.6831168,0.8415584,0.73251224,0.8662561,0.6242832,0.8121416,0.71850896,0.8592545,0.65611964,0.8280598,0.68153906,0.8407695
3186,0.80737996,0.90369,0.7433733,0.87168664,0.6884077,0.8442038,0.6930755,0.8465377,0.7293644,0.8646822,0.7234164,0.86170816,0.6871078,0.8435539,0.7259643,0.86298215,0.69420683,0.8471034,0.7258588,0.8629294
3225,0.5976226,0.7988113,0.6379266,0.8189633,0.5600052,0.7800026,0.58641195,0.793206,0.5649611,0.78248054,0.49794412,0.74897206,0.49828762,0.74914384,0.55669916,0.7783496,0.5362352,0.7681176,0.488528,0.744264
3315,0.69159603,0.845798,0.6350789,0.81753945,0.64911383,0.82455695,0.55952203,0.779761,0.6482632,0.8241316,0.7350025,0.86750126,0.63221717,0.8161086,0.7007905,0.85039526,0.6833881,0.84169406,0.6968411,0.84842056
3321,0.6964581,0.84822905,0.63487595,0.817438,0.6195662,0.8097831,0.58805144,0.7940257,0.6716998,0.8358499,0.716391,0.85819554,0.62753016,0.81376505,0.69647765,0.8482388,0.61206555,0.8060328,0.6421673,0.82108366
3332,0.76581794,0.88290894,0.67740285,0.8387014,0.7255738,0.8627869,0.6331194,0.8165597,0.6919223,0.84596115,0.7222825,0.86114126,0.5954658,0.7977329,0.7007475,0.85037374,0.6537752,0.8268876,0.6380265,0.81901324
5877,0.595241,0.79762053,0.6805008,0.8402504,0.56541437,0.7827072,0.5939346,0.79696727,0.5710976,0.7855488,0.5420381,0.77101904,0.53672355,0.7683618,0.59094405,0.795472,0.6235379,0.81176895,0.58263797,0.791319
5981,0.811359,0.90567946,0.7086274,0.85431373,0.76623017,0.88311505,0.6635445,0.8317722,0.7383841,0.86919206,0.69752675,0.84876335,0.62088704,0.8104435,0.72291636,0.8614582,0.6761918,0.8380959,0.6683891,0.83419454
6043,0.750652,0.87532604,0.64920676,0.8246034,0.61541736,0.8077087,0.5731467,0.78657335,0.6875533,0.84377664,0.74478936,0.8723947,0.6544641,0.82723206,0.6656306,0.8328153,0.69023305,0.8451165,0.6964803,0.84824014
6078,0.7650393,0.88251966,0.65985775,0.8299289,0.65759224,0.82879615,0.594361,0.79718053,0.7066214,0.8533107,0.72234046,0.86117023,0.6094998,0.8047499,0.683619,0.8418095,0.6507964,0.8253982,0.6702036,0.83510184
6081,0.79521096,0.8976055,0.7125974,0.8562987,0.672475,0.8362375,0.628847,0.8144235,0.7639832,0.8819916,0.8252152,0.9126076,0.7258431,0.86292154,0.771628,0.885814,0.73022646,0.86511326,0.77374566,0.8868728
6082,0.72300375,0.8615019,0.6332097,0.81660485,0.6179559,0.80897796,0.6010635,0.80053174,0.6875209,0.8437605,0.7707917,0.8853959,0.7050456,0.8525228,0.69993675,0.8499684,0.7051574,0.8525787,0.7236272,0.8618136
6090,0.74539584,0.87269795,0.6661878,0.8330939,0.6723882,0.8361941,0.65966344,0.8298317,0.66425425,0.8321271,0.67882586,0.8394129,0.64470327,0.82235163,0.7077815,0.8538908,0.6596889,0.8298445,0.68673146,0.8433657
6127,0.737217,0.8686085,0.75064826,0.87532413,0.7213458,0.8606729,0.59515184,0.79757595,0.73352754,0.8667638,0.7658758,0.8829379,0.6497401,0.82487005,0.7551297,0.87756485,0.6264302,0.81321514,0.69780195,0.848901
6211,0.7421936,0.8710968,0.7150402,0.8575201,0.6987096,0.8493548,0.5934807,0.79674035,0.71493226,0.8574661,0.74432856,0.87216425,0.6875241,0.84376204,0.7278099,0.86390495,0.6925067,0.84625334,0.7175288,0.8587644
6213,0.79165894,0.89582944,0.6771016,0.8385508,0.6505315,0.82526577,0.5908535,0.7954267,0.7287495,0.86437476,0.7343241,0.86716205,0.66907084,0.8345354,0.6898815,0.8449408,0.6616644,0.83083224,0.6934866,0.8467433
6214,0.7504495,0.8752247,0.6631151,0.8315575,0.6806416,0.8403208,0.5941707,0.79708534,0.6782075,0.83910376,0.73943686,0.86971843,0.6537783,0.82688916,0.68259656,0.8412983,0.6815195,0.84075975,0.7048757,0.85243785
6231,0.729319,0.8646595,0.67253655,0.8362683,0.627715,0.8138575,0.60341775,0.8017089,0.6631266,0.8315633,0.67978966,0.83989483,0.6576993,0.8288497,0.66812766,0.8340638,0.6456691,0.82283455,0.65506804,0.827534
6232,0.7902736,0.89513683,0.6658624,0.83293116,0.69602585,0.8480129,0.6053058,0.8026529,0.72335243,0.8616762,0.7687229,0.88436145,0.65910894,0.82955444,0.72392666,0.86196333,0.6501534,0.8250767,0.7287071,0.86435354
6233,0.7323868,0.8661934,0.68330467,0.84165233,0.66306,0.83153,0.5979098,0.7989549,0.6736914,0.8368457,0.66540706,0.83270353,0.6067055,0.8033527,0.6777133,0.83885664,0.6749911,0.83749557,0.6319706,0.8159853
6239,0.7099353,0.85496765,0.66664636,0.8333232,0.6773039,0.83865196,0.63063896,0.8153195,0.67954344,0.83977175,0.73234564,0.8661728,0.65636533,0.8281827,0.71352077,0.8567604,0.7154789,0.85773945,0.7328868,0.8664434
6240,0.7725967,0.88629836,0.6675476,0.8337738,0.64399016,0.8219951,0.55677843,0.7783892,0.73619455,0.8680973,0.7730801,0.88654006,0.67564565,0.8378228,0.6945672,0.8472836,0.63324475,0.8166224,0.7153724,0.85768616
6254,0.7664697,0.88323486,0.78305733,0.89152867,0.6973405,0.84867024,0.6461265,0.82306325,0.7431117,0.87155586,0.71486,0.85743,0.6554523,0.8277261,0.7902465,0.89512324,0.6871985,0.84359926,0.7067853,0.85339266
6255,0.72585976,0.8629299,0.61655664,0.8082783,0.62582886,0.81291443,0.53263336,0.76631665,0.6554934,0.8277467,0.7177658,0.8588829,0.6206652,0.8103326,0.6492258,0.82461286,0.6349804,0.8174902,0.67159444,0.8357972
6342,0.6705966,0.8352983,0.64505184,0.8225259,0.63650167,0.81825083,0.5394062,0.7697031,0.6530758,0.8265379,0.6751586,0.8375793,0.6249683,0.81248415,0.6712476,0.8356238,0.5948802,0.7974401,0.6203495,0.81017476
7630,0.7594841,0.879742,0.7822907,0.89114535,0.6694902,0.8347451,0.61214983,0.8060749,0.7399504,0.8699752,0.70785975,0.8539299,0.6640166,0.8320083,0.7643634,0.8821817,0.65268004,0.82634,0.6769588,0.8384794
