,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
98392,0.61869717,0.8093486,0.58043265,0.7902163,0.5559362,0.7779681,0.62903666,0.81451833,0.5668459,0.78342295,0.6357051,0.81785256,0.5443279,0.772164,0.688239,0.8441195,0.6875978,0.8437989,0.6684421,0.834221
98393,0.56027806,0.780139,0.5623599,0.78117996,0.4752729,0.73763645,0.55293477,0.7764674,0.56647503,0.7832375,0.65927124,0.8296356,0.63691777,0.8184589,0.65153235,0.8257662,0.69465905,0.8473295,0.685274,0.842637
98394,0.54503983,0.77251995,0.5436828,0.7718414,0.46991822,0.7349591,0.5073713,0.75368565,0.60809374,0.80404687,0.6891624,0.8445812,0.68017733,0.84008867,0.6803181,0.84015906,0.71170557,0.8558528,0.71846056,0.8592303
98395,0.73678184,0.8683909,0.6831335,0.84156674,0.65265286,0.82632643,0.63309467,0.81654733,0.7595825,0.87979126,0.87906224,0.9395311,0.76842844,0.8842142,0.8333062,0.9166531,0.7762599,0.88812995,0.84463096,0.9223155
98396,0.5014935,0.7507467,0.5197907,0.7598953,0.4571035,0.72855175,0.5666696,0.7833348,0.52224815,0.7611241,0.5810689,0.79053444,0.5656432,0.7828216,0.625419,0.8127095,0.63441753,0.81720877,0.637487,0.81874347
98397,0.5450435,0.77252173,0.545822,0.772911,0.483481,0.74174047,0.53337795,0.76668894,0.56682014,0.7834101,0.6771835,0.83859175,0.6289698,0.8144849,0.6583018,0.8291509,0.6781781,0.83908904,0.7284676,0.8642338
98398,0.69900215,0.8495011,0.65167964,0.8258398,0.6149839,0.80749196,0.5769756,0.7884878,0.7329613,0.86648065,0.81701386,0.90850693,0.74554265,0.8727713,0.76634324,0.8831716,0.7592875,0.87964374,0.7934818,0.8967409
98399,0.582127,0.7910635,0.58622086,0.79311043,0.50810575,0.7540529,0.51664793,0.75832397,0.5919486,0.7959743,0.61165214,0.80582607,0.6243955,0.81219774,0.62402093,0.81201047,0.62796706,0.81398356,0.608917,0.8044585
98400,0.6106459,0.80532295,0.6104678,0.8052339,0.5496462,0.77482307,0.6189076,0.8094538,0.60294497,0.8014725,0.6417831,0.82089156,0.61720943,0.8086047,0.6626097,0.83130485,0.71573174,0.85786587,0.6770157,0.8385079
98401,0.6234784,0.8117392,0.66528815,0.8326441,0.5643897,0.78219485,0.58837944,0.7941897,0.6166997,0.80834985,0.6429447,0.82147235,0.6457133,0.82285666,0.72354615,0.8617731,0.7026484,0.8513242,0.68376696,0.8418835
98402,0.74576616,0.8728831,0.71400607,0.85700303,0.70415515,0.8520776,0.66123486,0.8306174,0.72134066,0.8606703,0.78670603,0.893353,0.6678533,0.8339267,0.7763807,0.8881904,0.7320709,0.86603546,0.763026,0.881513
1747,0.72722983,0.8636149,0.6538156,0.8269078,0.63628125,0.8181406,0.66332966,0.8316648,0.67085683,0.8354284,0.70337135,0.85168564,0.66231143,0.8311557,0.697214,0.848607,0.7234088,0.8617044,0.71976936,0.8598847
1784,0.74452007,0.87226003,0.7631963,0.8815981,0.67704105,0.8385205,0.6234517,0.81172585,0.763425,0.8817125,0.7643399,0.88216996,0.7566017,0.87830085,0.780967,0.8904835,0.7562767,0.87813836,0.7304193,0.86520964
2476,0.7516352,0.8758176,0.6564748,0.8282374,0.6891766,0.8445883,0.61132765,0.8056638,0.72151315,0.8607566,0.74422234,0.8721112,0.6519873,0.82599366,0.7230512,0.8615256,0.6502552,0.8251276,0.692466,0.846233
2515,0.7644383,0.88221914,0.721552,0.860776,0.72815126,0.86407566,0.6542777,0.82713884,0.7129115,0.85645574,0.69779396,0.848897,0.6382643,0.81913215,0.72325796,0.861629,0.7023213,0.85116065,0.7097609,0.85488045
2517,0.7194102,0.8597051,0.6566459,0.82832295,0.6691624,0.8345812,0.58892465,0.7944623,0.67515224,0.83757615,0.649001,0.8245005,0.5385146,0.7692573,0.6703483,0.83517414,0.59867924,0.79933965,0.589471,0.7947355
2529,0.7098065,0.8549032,0.6630659,0.83153296,0.6287177,0.81435883,0.5879582,0.7939791,0.6986759,0.84933794,0.6469105,0.8234552,0.6764927,0.83824635,0.6555879,0.82779396,0.6186275,0.8093138,0.67739844,0.8386992
2538,0.74597144,0.8729857,0.6888162,0.8444081,0.6465853,0.8232926,0.6543055,0.8271527,0.69086945,0.8454347,0.6631378,0.8315689,0.6319748,0.8159874,0.68671024,0.8433551,0.6668416,0.8334208,0.6617559,0.83087796
2551,0.6904888,0.8452444,0.6610284,0.8305142,0.62079096,0.8103955,0.52948815,0.76474404,0.64826524,0.8241326,0.6876644,0.8438322,0.6142255,0.80711275,0.6454784,0.82273924,0.6438782,0.8219391,0.6518728,0.82593644
2553,0.775128,0.887564,0.6998217,0.84991086,0.6841657,0.84208286,0.6326913,0.8163457,0.7063724,0.8531862,0.70348287,0.85174143,0.65721405,0.828607,0.71279407,0.85639703,0.67705464,0.8385273,0.6918937,0.84594685
2554,0.6783072,0.8391536,0.6668404,0.83342016,0.59979653,0.79989827,0.6334074,0.8167037,0.66543245,0.8327162,0.72465956,0.8623298,0.6685451,0.83427256,0.70474505,0.8523725,0.71206534,0.85603267,0.73953307,0.86976653
2555,0.61429286,0.80714643,0.6101229,0.80506146,0.5586071,0.77930355,0.59369475,0.79684734,0.55538476,0.7776924,0.54482496,0.7724125,0.53406906,0.76703453,0.580771,0.7903855,0.60507613,0.80253804,0.56492865,0.7824643
2556,0.6880034,0.8440017,0.72251284,0.8612564,0.71415997,0.85708,0.67191124,0.8359556,0.6505778,0.8252889,0.62169397,0.810847,0.5803038,0.7901519,0.7014823,0.85074115,0.66423297,0.8321165,0.63192177,0.8159609
2577,0.7429458,0.8714729,0.7213397,0.86066985,0.6572342,0.8286171,0.6644388,0.83221936,0.67390597,0.836953,0.7029792,0.8514896,0.6854301,0.842715,0.705557,0.8527785,0.6964501,0.84822506,0.698245,0.8491225
2582,0.69911325,0.8495566,0.640241,0.8201205,0.6374675,0.81873375,0.5767263,0.78836316,0.63447106,0.8172355,0.68183064,0.8409153,0.60166276,0.8008314,0.66159075,0.8307954,0.62915707,0.81457853,0.63160944,0.8158047
2583,0.71017617,0.8550881,0.7393062,0.8696531,0.70788634,0.85394317,0.6378696,0.8189348,0.68662566,0.84331286,0.6716391,0.83581954,0.6220363,0.8110181,0.6954893,0.84774464,0.6543148,0.8271574,0.6462072,0.8231036
2584,0.7518641,0.87593204,0.6696554,0.83482766,0.66530854,0.83265424,0.5795666,0.7897833,0.70768946,0.85384476,0.7080199,0.85401,0.63449144,0.8172457,0.6951711,0.84758556,0.6012717,0.8006358,0.6537757,0.82688785
2585,0.65244496,0.8262225,0.6281931,0.81409657,0.5920819,0.79604095,0.57432723,0.7871636,0.59488547,0.79744273,0.6258168,0.8129084,0.5934211,0.79671055,0.65348744,0.8267437,0.63170886,0.81585443,0.6259626,0.8129813
2586,0.72262394,0.861312,0.70478547,0.85239273,0.675462,0.837731,0.6571717,0.82858586,0.6205567,0.81027836,0.6497258,0.8248629,0.577487,0.7887435,0.68511176,0.8425559,0.65019315,0.8250966,0.62088114,0.81044054
2587,0.6604624,0.8302312,0.6596962,0.8298481,0.6630336,0.8315168,0.6142189,0.8071095,0.59971917,0.7998596,0.5745041,0.78725207,0.56490827,0.78245413,0.6342295,0.8171147,0.60753375,0.80376685,0.57050955,0.7852548
2588,0.789764,0.89488196,0.70118093,0.85059047,0.6736226,0.8368113,0.6626183,0.83130914,0.675754,0.83787704,0.6976392,0.8488196,0.6028576,0.8014288,0.7078278,0.8539139,0.6799072,0.8399536,0.6606419,0.83032095
2589,0.75130564,0.8756528,0.6987177,0.84935886,0.7038637,0.8519318,0.6327554,0.8163777,0.6839459,0.84197295,0.6884817,0.84424084,0.62138987,0.81069493,0.7034699,0.85173494,0.63817316,0.81908655,0.65932655,0.8296633
2590,0.75869024,0.8793451,0.6645621,0.83228105,0.6844022,0.8422011,0.6165816,0.80829084,0.69380987,0.84690493,0.74413884,0.8720694,0.6462836,0.8231418,0.6988406,0.8494203,0.61795306,0.80897653,0.69731915,0.8486596
2591,0.7181753,0.85908765,0.6578728,0.8289364,0.6514224,0.8257112,0.56850606,0.784253,0.69556034,0.84778017,0.7551938,0.8775969,0.6394589,0.81972945,0.69654775,0.8482739,0.6619785,0.83098924,0.71659887,0.85829943
2592,0.7602136,0.8801068,0.6830136,0.84150684,0.69619656,0.8480983,0.67110515,0.8355526,0.68445677,0.8422284,0.6723395,0.8361697,0.576705,0.7883525,0.68802106,0.84401053,0.62153715,0.8107686,0.6310649,0.81553245
2594,0.67241764,0.8362088,0.62319875,0.8115994,0.6045424,0.8022712,0.61193573,0.80596787,0.64744073,0.82372034,0.6366457,0.81832284,0.59392214,0.79696107,0.6331351,0.81656754,0.5734842,0.7867421,0.58746314,0.7937316
2595,0.67291594,0.83645797,0.6367273,0.81836367,0.60956407,0.80478203,0.5899042,0.7949521,0.62947345,0.8147367,0.6733211,0.83666056,0.6379501,0.8189751,0.6700599,0.83502996,0.6267296,0.8133648,0.66552997,0.832765
2597,0.8043323,0.9021661,0.7036713,0.8518356,0.7767738,0.8883869,0.62671196,0.813356,0.7546141,0.87730706,0.788143,0.89407146,0.6521686,0.82608426,0.76231885,0.8811594,0.65793324,0.8289666,0.7092154,0.8546077
2645,0.66480595,0.83240294,0.67465734,0.8373287,0.6778532,0.8389266,0.60623556,0.80311775,0.6357317,0.81786585,0.65312874,0.8265644,0.6231556,0.8115778,0.6566175,0.82830876,0.6691985,0.83459926,0.66804075,0.8340204
2654,0.7337977,0.8668989,0.7076268,0.8538134,0.6874653,0.84373266,0.70277077,0.85138535,0.67734337,0.8386717,0.6311763,0.8155881,0.6090002,0.8045001,0.70066273,0.85033137,0.6309096,0.81545484,0.62596023,0.8129801
2655,0.6500406,0.8250203,0.6238473,0.8119236,0.5901863,0.7950932,0.6280151,0.8140075,0.5942835,0.7971418,0.6325319,0.81626594,0.5790914,0.7895457,0.6181481,0.80907404,0.6294948,0.8147474,0.61297107,0.80648553
2656,0.66911745,0.8345587,0.68994755,0.8449738,0.6227876,0.8113938,0.6122608,0.8061304,0.6059816,0.8029908,0.60696524,0.80348265,0.5666378,0.7833189,0.6554627,0.8277314,0.6160556,0.8080278,0.5840208,0.7920104
2657,0.6380904,0.8190452,0.62842566,0.8142128,0.57660455,0.7883023,0.5734588,0.7867294,0.64927554,0.8246378,0.69879466,0.8493973,0.6132355,0.80661774,0.71957195,0.859786,0.74018323,0.8700916,0.7015611,0.85078055
2658,0.6704767,0.83523834,0.6092821,0.804641,0.6228508,0.8114254,0.58608794,0.793044,0.57970554,0.78985274,0.53969496,0.7698475,0.43736064,0.7186803,0.60214174,0.80107087,0.5593557,0.77967787,0.50592995,0.752965
2659,0.6621603,0.83108014,0.66676605,0.833383,0.61950296,0.8097515,0.5919699,0.795985,0.6301235,0.81506175,0.64534855,0.8226743,0.64342916,0.8217146,0.65781033,0.82890517,0.6741405,0.8370702,0.67518884,0.8375944
2660,0.72460127,0.86230063,0.6989098,0.8494549,0.6814493,0.84072465,0.6264218,0.8132109,0.68195367,0.84097683,0.6646544,0.8323272,0.6789852,0.83949256,0.688794,0.844397,0.65968114,0.82984054,0.6843156,0.84215784
2741,0.7119078,0.85595393,0.59992456,0.7999623,0.5962497,0.79812485,0.6386193,0.81930965,0.6193416,0.8096708,0.5781219,0.78906095,0.53431165,0.7671558,0.5815622,0.79078114,0.5943383,0.79716915,0.5818528,0.7909264
2766,0.70819664,0.8540983,0.7747377,0.88736886,0.7007388,0.8503694,0.6338769,0.81693846,0.6833006,0.8416503,0.66976637,0.8348832,0.62188125,0.8109406,0.7434921,0.87174606,0.6921717,0.84608585,0.6638705,0.8319353
2793,0.7109064,0.8554532,0.72975624,0.8648781,0.62958854,0.8147943,0.58293194,0.791466,0.67619544,0.8380977,0.70732236,0.8536612,0.67027426,0.8351371,0.74044216,0.8702211,0.6573862,0.8286931,0.6961789,0.84808946
2810,0.6787499,0.83937496,0.66895115,0.8344756,0.6487402,0.8243701,0.57977366,0.78988683,0.57615,0.788075,0.5725235,0.78626174,0.47731403,0.738657,0.6497928,0.8248964,0.56770945,0.7838547,0.5213374,0.7606687
2824,0.7403413,0.87017065,0.76482534,0.8824127,0.7152581,0.85762906,0.6854627,0.84273136,0.7362134,0.8681067,0.6821933,0.84109664,0.6761813,0.83809066,0.7777878,0.8888939,0.7454957,0.87274784,0.7116709,0.85583544
3002,0.73309267,0.86654633,0.6921644,0.8460822,0.68716633,0.84358317,0.6356146,0.8178073,0.6822403,0.8411201,0.66771543,0.8338577,0.662624,0.831312,0.6758323,0.83791614,0.6520298,0.8260149,0.67572653,0.83786327
3021,0.64153814,0.8207691,0.65935713,0.82967854,0.56635404,0.783177,0.57585967,0.78792983,0.5941359,0.79706794,0.505522,0.752761,0.5056463,0.7528231,0.5844547,0.7922274,0.55747944,0.7787397,0.50838464,0.75419235
3093,0.739074,0.869537,0.71558636,0.8577932,0.65116274,0.8255814,0.6478826,0.8239413,0.7282383,0.8641192,0.7428881,0.87144405,0.70104706,0.85052353,0.7374178,0.8687089,0.6885215,0.84426075,0.72424746,0.8621237
3105,0.785325,0.8926625,0.7490263,0.87451315,0.6909014,0.8454507,0.6685825,0.8342912,0.7447369,0.87236845,0.73082465,0.86541235,0.70365393,0.85182697,0.7282954,0.86414766,0.7086352,0.8543176,0.72809654,0.86404824
3113,0.6304773,0.81523865,0.572859,0.7864295,0.5752431,0.78762156,0.5330034,0.76650167,0.5693666,0.7846833,0.65734434,0.8286722,0.57018197,0.785091,0.6134789,0.80673945,0.6062915,0.80314577,0.6197338,0.8098669
3118,0.60362494,0.80181247,0.64175797,0.820879,0.5715894,0.78579473,0.5921184,0.7960592,0.59785926,0.79892963,0.58801484,0.7940074,0.58968776,0.7948439,0.64138365,0.8206918,0.6681818,0.8340909,0.6458227,0.8229114
3120,0.69214386,0.84607196,0.6763141,0.83815706,0.64716715,0.8235836,0.6406604,0.8203302,0.65249294,0.8262465,0.6733911,0.83669555,0.6291361,0.81456804,0.68682975,0.8434149,0.6844723,0.84223616,0.68544555,0.8427228
3122,0.7666079,0.88330394,0.69097555,0.8454878,0.6809424,0.8404712,0.5882985,0.7941493,0.6951858,0.8475929,0.7085805,0.85429025,0.5994693,0.79973465,0.70600426,0.85300213,0.6507398,0.8253699,0.6595519,0.8297759
3123,0.7303578,0.86517894,0.6689662,0.8344831,0.6383983,0.81919914,0.6001773,0.80008864,0.7154115,0.8577057,0.74244684,0.87122345,0.69169,0.845845,0.72233343,0.8611667,0.6824517,0.84122586,0.7008939,0.85044694
3133,0.75887597,0.879438,0.68042314,0.8402116,0.65707797,0.828539,0.61992323,0.8099616,0.68790156,0.84395075,0.7512311,0.87561554,0.66449046,0.83224523,0.7514174,0.8757087,0.6744288,0.8372144,0.72993994,0.86496997
3134,0.7746494,0.8873247,0.73369515,0.8668476,0.7265724,0.8632862,0.6468417,0.8234209,0.720214,0.860107,0.7156912,0.8578456,0.617436,0.80871797,0.7232058,0.8616029,0.66245806,0.83122903,0.6687085,0.8343543
3135,0.74162096,0.8708105,0.6839293,0.84196466,0.68749005,0.843745,0.5972204,0.7986102,0.69407177,0.8470359,0.68945813,0.84472907,0.60940444,0.8047022,0.6619532,0.8309766,0.6339359,0.81696796,0.6428987,0.82144934
3136,0.73362947,0.86681473,0.74406147,0.87203074,0.6850675,0.8425337,0.63104105,0.8155205,0.7113422,0.8556711,0.6972077,0.84860384,0.6665196,0.8332598,0.7491803,0.87459016,0.6993897,0.84969485,0.688655,0.8443275
3137,0.73725736,0.8686287,0.6396276,0.8198138,0.63178474,0.81589234,0.55966973,0.77983487,0.67495066,0.8374753,0.7415323,0.87076616,0.6276753,0.81383765,0.6940057,0.84700286,0.62331367,0.81165683,0.6746546,0.8373273
3138,0.6267064,0.8133532,0.5850992,0.7925496,0.63503385,0.8175169,0.5776025,0.78880125,0.56616414,0.78308207,0.5789684,0.7894842,0.50213206,0.751066,0.57610834,0.78805417,0.55287874,0.77643937,0.535359,0.7676795
3139,0.71790886,0.8589544,0.6381688,0.8190844,0.6689608,0.8344804,0.5920683,0.79603416,0.6360086,0.8180043,0.7003948,0.85019743,0.58702546,0.7935127,0.6781378,0.8390689,0.63350344,0.8167517,0.64873046,0.82436526
3140,0.7420139,0.87100697,0.63711524,0.8185576,0.6217088,0.81085443,0.5735887,0.78679436,0.66586435,0.8329322,0.7255584,0.8627792,0.6426593,0.82132965,0.673507,0.8367535,0.6321608,0.8160804,0.6859575,0.8429787
3141,0.6897119,0.84485596,0.64792585,0.8239629,0.63387614,0.81693804,0.5785884,0.78929424,0.61625874,0.8081294,0.61398256,0.8069913,0.51437414,0.75718707,0.62318563,0.8115928,0.5779023,0.78895116,0.6046506,0.8023253
3142,0.7616507,0.88082534,0.67561865,0.8378093,0.71736026,0.8586801,0.64196813,0.82098407,0.6861216,0.8430608,0.72218347,0.86109173,0.6065761,0.80328804,0.72181636,0.86090815,0.67120975,0.8356049,0.6773125,0.83865625
3143,0.78248274,0.8912414,0.7087059,0.85435295,0.7395369,0.86976844,0.6523273,0.82616365,0.72341895,0.8617095,0.7587266,0.8793633,0.67042005,0.83521,0.7422871,0.8711436,0.69479096,0.8473955,0.72501874,0.86250937
3144,0.7220202,0.8610101,0.6618536,0.8309268,0.68381137,0.8419057,0.594735,0.7973675,0.668254,0.834127,0.717144,0.858572,0.6051693,0.80258465,0.721948,0.860974,0.6435473,0.82177365,0.6530056,0.8265028
3145,0.63125193,0.81562597,0.6088307,0.80441535,0.55599594,0.777998,0.5580582,0.77902913,0.6110644,0.8055322,0.62409616,0.8120481,0.59689915,0.7984496,0.5922556,0.7961278,0.6290872,0.8145436,0.6121162,0.8060581
3146,0.6992516,0.8496258,0.59684426,0.7984221,0.61296964,0.8064848,0.55775535,0.7788777,0.64341974,0.8217099,0.71880484,0.8594024,0.5965539,0.79827696,0.6523152,0.82615757,0.60484576,0.8024229,0.64790326,0.8239516
3147,0.7198329,0.85991645,0.68009067,0.84004533,0.646655,0.82332754,0.64657325,0.82328665,0.67884266,0.83942133,0.7006297,0.85031486,0.65731573,0.82865787,0.72756016,0.8637801,0.68220985,0.8411049,0.6778146,0.8389073
3148,0.7382827,0.86914134,0.63226926,0.81613463,0.6560284,0.8280142,0.57697976,0.7884899,0.6846403,0.84232014,0.73455656,0.8672783,0.64787066,0.82393533,0.7125132,0.8562566,0.64014995,0.820075,0.7074793,0.8537396
3149,0.7426334,0.8713167,0.6512904,0.8256452,0.63635,0.81817496,0.5950808,0.7975404,0.66594756,0.8329738,0.6848087,0.84240437,0.6008757,0.8004378,0.66469765,0.8323488,0.6088578,0.80442894,0.65015745,0.8250787
3150,0.7468531,0.87342656,0.62910664,0.8145533,0.6649052,0.8324526,0.58802855,0.7940143,0.6659521,0.83297604,0.7317953,0.86589766,0.5902904,0.7951452,0.7030539,0.851527,0.623401,0.81170046,0.6794341,0.83971703
3153,0.717533,0.8587665,0.6623556,0.83117783,0.6452566,0.82262826,0.6042386,0.8021193,0.7059238,0.8529619,0.71774745,0.8588737,0.69954646,0.8497732,0.70024323,0.8501216,0.6711299,0.835565,0.70145524,0.8507276
3155,0.6510594,0.8255297,0.5719028,0.7859514,0.55475885,0.7773794,0.47299308,0.73649657,0.5832461,0.79162306,0.58311033,0.79155517,0.48225564,0.74112785,0.557752,0.778876,0.48583573,0.7429179,0.5194547,0.75972736
3156,0.77619636,0.8880982,0.67195046,0.8359752,0.7428596,0.8714298,0.62262696,0.8113135,0.70037043,0.8501852,0.68820846,0.84410423,0.5723204,0.78616023,0.6938622,0.8469311,0.6161859,0.80809295,0.66138214,0.8306911
3157,0.7306604,0.8653302,0.6937717,0.84688586,0.7026221,0.8513111,0.6422585,0.82112926,0.7002784,0.8501392,0.71649027,0.85824513,0.67085326,0.8354266,0.7154845,0.85774225,0.67919266,0.83959633,0.70010185,0.8500509
3158,0.733433,0.8667165,0.6730285,0.83651423,0.636939,0.8184695,0.5932845,0.79664224,0.6774785,0.8387393,0.69217503,0.8460875,0.63982373,0.81991184,0.6765821,0.83829105,0.61923075,0.8096154,0.64202726,0.8210136
3159,0.7270572,0.8635286,0.60791063,0.8039553,0.633331,0.81666553,0.50127095,0.7506355,0.6720059,0.83600295,0.76633036,0.8831652,0.62848246,0.81424123,0.67660177,0.8383009,0.5930129,0.79650646,0.68133956,0.84066975
3160,0.7397162,0.8698581,0.69599223,0.8479961,0.66064256,0.8303213,0.59994626,0.79997313,0.70773494,0.8538675,0.7302448,0.86512244,0.6967262,0.8483631,0.7243761,0.86218804,0.6963966,0.8481983,0.7201766,0.8600883
3161,0.77067804,0.885339,0.72250307,0.86125153,0.6930104,0.84650517,0.62060726,0.8103036,0.71797776,0.8589889,0.69162154,0.8458108,0.6116503,0.8058251,0.70401084,0.8520054,0.6173618,0.8086809,0.65939397,0.829697
3162,0.6845592,0.8422796,0.6256293,0.81281465,0.60318255,0.8015913,0.6079322,0.8039661,0.6224867,0.81124336,0.645905,0.8229525,0.5832387,0.79161936,0.67877537,0.83938766,0.63752246,0.8187612,0.6395527,0.81977636
3186,0.77905786,0.88952893,0.7112173,0.85560864,0.66658384,0.8332919,0.61527187,0.8076359,0.7373539,0.86867696,0.71171504,0.8558575,0.6264605,0.8132303,0.7081389,0.8540695,0.6276953,0.81384766,0.6738548,0.8369274
3225,0.75344926,0.8767246,0.7261675,0.8630837,0.69570076,0.8478504,0.6519095,0.82595474,0.69720733,0.84860367,0.697203,0.84860146,0.6280297,0.81401485,0.71781164,0.8589058,0.6635909,0.83179545,0.66885513,0.8344276
3315,0.70743585,0.8537179,0.6489264,0.8244632,0.6468221,0.82341105,0.572265,0.7861325,0.66310227,0.83155113,0.7367199,0.8683599,0.6410122,0.8205061,0.6968829,0.8484415,0.6576762,0.8288381,0.68010414,0.84005207
3321,0.7150664,0.8575332,0.6752819,0.83764094,0.6634993,0.8317497,0.61658573,0.80829287,0.6943802,0.84719014,0.6784353,0.83921766,0.6233726,0.8116863,0.7070193,0.85350966,0.6198448,0.8099224,0.63135254,0.8156763
