,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
2584,0.7365859,0.8682929,0.65020037,0.8251002,0.65782744,0.8289137,0.5816448,0.7908224,0.6754335,0.83771676,0.69234943,0.8461747,0.5866195,0.79330975,0.69261944,0.8463097,0.59212184,0.7960609,0.6233811,0.81169057
2585,0.6621072,0.8310536,0.6582366,0.8291183,0.57795924,0.78897965,0.5915204,0.7957602,0.59876585,0.7993829,0.62663245,0.8133162,0.6048106,0.8024053,0.6555432,0.8277716,0.6236734,0.8118367,0.63666993,0.81833494
2586,0.75885487,0.87942743,0.7380265,0.86901325,0.67840403,0.83920205,0.6586672,0.8293336,0.6943691,0.84718454,0.6961967,0.84809834,0.6373453,0.81867266,0.7190455,0.85952276,0.67972046,0.8398602,0.66764826,0.83382416
2587,0.62004584,0.81002295,0.62489355,0.8124468,0.6256889,0.81284446,0.5903543,0.79517716,0.563044,0.78152204,0.5509381,0.77546906,0.5303941,0.76519704,0.61427104,0.8071355,0.57246804,0.786234,0.53209186,0.7660459
2588,0.74129844,0.8706492,0.72095156,0.8604758,0.6587875,0.82939374,0.6634492,0.83172464,0.64678013,0.82339007,0.6194637,0.80973184,0.576082,0.788041,0.68206143,0.8410307,0.6601906,0.8300953,0.62175167,0.81087583
2589,0.76595664,0.8829783,0.6947,0.84735,0.66265184,0.8313259,0.64447427,0.82223713,0.71232903,0.8561645,0.7309766,0.8654883,0.701586,0.850793,0.7164873,0.85824364,0.6734215,0.83671075,0.71244466,0.85622233
2590,0.75182104,0.8759105,0.6795976,0.8397988,0.6682894,0.8341447,0.6261475,0.81307375,0.69223285,0.8461164,0.71864253,0.85932124,0.6453506,0.8226753,0.68931913,0.84465957,0.6298035,0.8149017,0.6824522,0.8412261
2591,0.7545728,0.87728643,0.6730056,0.8365028,0.65112466,0.82556236,0.5650499,0.78252494,0.73511994,0.86755997,0.78658366,0.89329183,0.6946491,0.84732455,0.7173592,0.8586796,0.64573234,0.8228662,0.73222286,0.8661114
2592,0.73577696,0.86788845,0.6810297,0.84051484,0.69374233,0.84687114,0.65833557,0.8291678,0.6905974,0.8452987,0.62855667,0.81427836,0.5505713,0.77528566,0.65568036,0.8278402,0.5852666,0.7926333,0.6062243,0.80311215
2594,0.7148104,0.8574052,0.6769228,0.8384614,0.6495471,0.82477355,0.67516977,0.83758485,0.68352014,0.84176004,0.6707281,0.83536404,0.62901497,0.8145075,0.66453236,0.8322662,0.6261108,0.8130554,0.62244654,0.81122327
2595,0.64142704,0.8207135,0.6764226,0.8382113,0.6027735,0.8013867,0.6009148,0.80045736,0.6043923,0.80219615,0.5835559,0.79177797,0.5983592,0.7991796,0.6537032,0.8268516,0.580224,0.790112,0.5792947,0.78964734
2597,0.80904937,0.9045247,0.7157787,0.85788935,0.7322651,0.86613256,0.6482301,0.82411504,0.74439824,0.8721991,0.7622289,0.8811145,0.6725069,0.83625346,0.7425858,0.8712929,0.6734241,0.83671206,0.7054248,0.8527124
2645,0.68345773,0.84172887,0.7011907,0.85059536,0.7006895,0.8503448,0.61467063,0.8073353,0.64685595,0.823428,0.6694522,0.8347261,0.6215912,0.8107956,0.677307,0.8386535,0.6730046,0.8365023,0.6707611,0.83538055
2654,0.78103936,0.8905197,0.7076882,0.8538441,0.68693984,0.8434699,0.6576499,0.82882494,0.75280905,0.8764045,0.76299834,0.8814992,0.690397,0.8451985,0.74121594,0.870608,0.6587927,0.82939637,0.7191378,0.8595689
2655,0.77882874,0.88941437,0.71768576,0.85884285,0.6726018,0.8363009,0.6377989,0.81889945,0.73113465,0.8655673,0.72872543,0.8643627,0.6645601,0.83228004,0.71249104,0.8562455,0.6455215,0.82276076,0.6815091,0.8407545
2656,0.73201287,0.86600643,0.7091453,0.85457265,0.6506535,0.82532674,0.61765873,0.80882937,0.64608836,0.8230442,0.6952955,0.8476478,0.60447204,0.802236,0.71475863,0.8573793,0.6444246,0.82221234,0.63381076,0.8169054
2657,0.71981794,0.85990894,0.684866,0.842433,0.64995193,0.82497597,0.6169188,0.8084594,0.7119454,0.8559727,0.77584743,0.8879237,0.66856515,0.8342826,0.7829951,0.89149755,0.7789246,0.8894623,0.77608967,0.88804483
2658,0.76244754,0.8812238,0.6626264,0.8313132,0.6517979,0.82589895,0.6395651,0.81978256,0.67521673,0.83760834,0.6786438,0.8393219,0.5478643,0.77393216,0.6804752,0.8402376,0.6253288,0.8126644,0.6176099,0.808805
2659,0.7180631,0.85903156,0.6883101,0.8441551,0.6446787,0.82233936,0.61144745,0.8057237,0.6894629,0.84473145,0.69068086,0.84534043,0.69003356,0.8450168,0.6752132,0.8376066,0.68939674,0.84469837,0.68627065,0.84313536
2660,0.703724,0.851862,0.6470072,0.8235036,0.59354997,0.796775,0.5649913,0.7824956,0.66359174,0.8317959,0.70039797,0.850199,0.67090917,0.8354546,0.6601974,0.8300987,0.63427866,0.8171393,0.6674201,0.8337101
2741,0.6305318,0.8152659,0.56619525,0.7830976,0.5614908,0.7807454,0.587556,0.793778,0.5365106,0.7682553,0.5228399,0.76141995,0.48656702,0.7432835,0.52557945,0.7627897,0.5371788,0.7685894,0.51717174,0.7585859
2766,0.7393004,0.8696502,0.7895337,0.8947668,0.6977646,0.8488823,0.6384865,0.81924325,0.705887,0.85294354,0.6706332,0.8353166,0.62570417,0.8128521,0.7370863,0.86854315,0.67530197,0.837651,0.6418593,0.82092965
2793,0.7051183,0.85255915,0.73864496,0.8693225,0.59610367,0.79805183,0.61099327,0.80549663,0.6834477,0.84172386,0.6624775,0.83123875,0.67826784,0.8391339,0.70795965,0.8539798,0.66636336,0.8331817,0.6823243,0.84116215
2810,0.80297875,0.9014894,0.780356,0.89017797,0.7276666,0.8638333,0.67204404,0.836022,0.74068177,0.8703409,0.7081785,0.85408926,0.6246251,0.81231254,0.7745729,0.8872864,0.6668446,0.8334223,0.65243596,0.826218
2824,0.65762055,0.8288103,0.6930895,0.84654474,0.60655814,0.80327904,0.66362625,0.8318131,0.6758058,0.8379029,0.61032104,0.8051605,0.6226667,0.81133336,0.6926952,0.8463476,0.6829558,0.8414779,0.66419446,0.83209723
3002,0.7215407,0.86077034,0.6788516,0.8394258,0.6678319,0.83391595,0.6138613,0.80693066,0.6975434,0.8487717,0.6722909,0.83614546,0.67493266,0.83746636,0.67842805,0.839214,0.6533147,0.82665735,0.6731418,0.83657086
3021,0.7457291,0.87286454,0.7184802,0.8592401,0.63799274,0.81899637,0.6210058,0.8105029,0.69143426,0.84571713,0.63954127,0.81977063,0.619831,0.80991554,0.6730536,0.8365268,0.63519,0.817595,0.6248347,0.8124174
3093,0.77551115,0.8877556,0.7416624,0.8708312,0.7084446,0.8542223,0.6582685,0.8291342,0.7518554,0.8759277,0.72290975,0.86145484,0.6910871,0.84554356,0.7406254,0.8703127,0.7254711,0.8627355,0.74169636,0.8708482
3105,0.7972692,0.8986346,0.74541235,0.8727062,0.7236139,0.861807,0.6729578,0.8364789,0.72986984,0.8649349,0.711879,0.8559395,0.7107513,0.85537565,0.72618735,0.8630937,0.717668,0.858834,0.7392558,0.8696279
3113,0.66262317,0.8313116,0.6121255,0.80606276,0.6055768,0.8027884,0.56884253,0.78442127,0.59488,0.79744,0.6544337,0.82721686,0.57358646,0.78679323,0.62859976,0.8142999,0.61486495,0.8074325,0.62896776,0.8144839
3118,0.7099159,0.85495794,0.740178,0.870089,0.64888394,0.82444197,0.64750534,0.82375264,0.70940846,0.85470426,0.69646454,0.84823227,0.6975324,0.8487662,0.72496754,0.86248374,0.74930716,0.8746536,0.7163833,0.8581916
3120,0.6987873,0.8493936,0.677113,0.8385565,0.641613,0.8208065,0.62789226,0.8139461,0.6544506,0.8272253,0.6373559,0.81867796,0.59405726,0.79702866,0.673572,0.83678603,0.6253303,0.81266516,0.6348986,0.81744933
3122,0.7910836,0.8955418,0.71808654,0.85904324,0.71468294,0.85734147,0.6319033,0.81595165,0.7176008,0.8588004,0.74130857,0.8706543,0.6316538,0.8158269,0.740716,0.870358,0.694118,0.847059,0.7049698,0.85248494
3123,0.74402857,0.8720143,0.65925807,0.82962906,0.6714852,0.8357426,0.5850048,0.7925024,0.68766487,0.84383243,0.73257196,0.866286,0.6442919,0.82214594,0.70640826,0.85320413,0.6745202,0.8372601,0.68376315,0.8418816
3133,0.79196656,0.8959833,0.70977527,0.8548876,0.7038566,0.8519283,0.6432824,0.8216412,0.73508084,0.8675404,0.7647935,0.88239676,0.6873104,0.8436552,0.7530894,0.8765447,0.69278276,0.8463914,0.7361398,0.8680699
3134,0.83917594,0.91958797,0.72157395,0.860787,0.7091354,0.8545677,0.63424253,0.81712127,0.7661443,0.88307214,0.77936685,0.8896834,0.6883969,0.84419847,0.7398371,0.8699186,0.6914565,0.8457283,0.725956,0.862978
3135,0.71077776,0.8553889,0.6334395,0.8167198,0.5979998,0.7989999,0.5696212,0.7848106,0.63768864,0.8188443,0.64440334,0.82220167,0.58052254,0.79026127,0.6201761,0.81008804,0.5725037,0.78625184,0.59574974,0.79787487
3136,0.7885473,0.89427364,0.7523149,0.87615746,0.6959546,0.8479773,0.632612,0.816306,0.7475474,0.8737737,0.743192,0.871596,0.6660167,0.83300835,0.76763535,0.8838177,0.6894821,0.84474105,0.704986,0.852493
3137,0.7914455,0.89572275,0.69523346,0.84761673,0.6999209,0.84996045,0.6209215,0.81046075,0.7163036,0.8581518,0.7453823,0.87269115,0.6472912,0.8236456,0.72542953,0.86271477,0.6661341,0.83306706,0.7143344,0.85716724
3138,0.7523527,0.87617636,0.66380155,0.8319008,0.6740831,0.83704156,0.62626064,0.8131303,0.67560434,0.8378022,0.69360566,0.84680283,0.59559995,0.79779994,0.6695902,0.8347951,0.6125844,0.8062922,0.6376965,0.81884825
3139,0.75537187,0.8776859,0.6770865,0.83854324,0.69070303,0.8453515,0.61466664,0.80733335,0.6866719,0.843336,0.7288617,0.86443084,0.5838438,0.7919219,0.7245513,0.86227566,0.648565,0.8242825,0.68176174,0.8408809
3140,0.7374154,0.86870766,0.64460874,0.82230437,0.62144256,0.8107213,0.55787975,0.77893984,0.66462827,0.83231413,0.7566077,0.8783039,0.6641395,0.83206975,0.6852036,0.8426018,0.64073825,0.8203691,0.6929752,0.84648764
3141,0.6838185,0.8419093,0.701378,0.850689,0.6290877,0.81454384,0.5787994,0.78939974,0.655144,0.827572,0.64375067,0.82187533,0.560732,0.780366,0.6476085,0.82380426,0.6198728,0.8099364,0.63703406,0.818517
3142,0.7682498,0.8841249,0.6685304,0.83426523,0.68065166,0.84032583,0.59020376,0.7951019,0.71360326,0.8568016,0.75973314,0.8798666,0.6408548,0.8204274,0.709387,0.85469353,0.6498902,0.8249451,0.68550223,0.84275115
3143,0.7853898,0.8926949,0.7101824,0.8550912,0.7108706,0.8554353,0.64197874,0.8209894,0.7174947,0.85874736,0.74757636,0.8737882,0.6585699,0.8292849,0.72731984,0.8636599,0.66245484,0.8312274,0.7080903,0.85404515
3144,0.7275514,0.86377573,0.6473191,0.82365954,0.6824042,0.84120214,0.5882041,0.7941021,0.66777515,0.8338876,0.6903336,0.8451668,0.5908879,0.79544395,0.7047602,0.8523801,0.60698247,0.80349123,0.6198813,0.80994064
3145,0.70157534,0.85078764,0.64518607,0.82259303,0.6240368,0.8120184,0.5840852,0.7920426,0.6777998,0.8388999,0.68309355,0.8415468,0.620977,0.81048846,0.6412375,0.82061875,0.6518612,0.8259306,0.658094,0.82904696
3146,0.68765223,0.8438261,0.60086805,0.800434,0.61588436,0.80794215,0.55248076,0.77624035,0.6302115,0.81510574,0.71075845,0.8553792,0.59870243,0.7993512,0.65581644,0.8279082,0.6187633,0.80938166,0.65844285,0.8292214
3147,0.72783285,0.8639164,0.6786129,0.8393065,0.67227376,0.8361369,0.6587807,0.82939035,0.6691779,0.83458894,0.68541706,0.8427085,0.6078221,0.8039111,0.71841496,0.8592075,0.6761181,0.83805907,0.6712087,0.8356043
3148,0.72897923,0.8644896,0.69349444,0.8467472,0.67924887,0.8396244,0.5993415,0.79967076,0.71352375,0.8567619,0.7231128,0.8615564,0.6860125,0.84300625,0.72211224,0.8610561,0.6816208,0.8408104,0.7262089,0.86310446
3149,0.7235085,0.86175424,0.6557834,0.8278917,0.6215948,0.8107974,0.6227336,0.8113668,0.65651095,0.8282555,0.66199267,0.83099633,0.6233325,0.81166625,0.6394706,0.8197353,0.6142085,0.80710423,0.6352651,0.81763256
3150,0.76261806,0.88130903,0.62444043,0.8122202,0.6425327,0.82126635,0.6100758,0.80503786,0.6807256,0.8403628,0.741395,0.8706975,0.6124836,0.8062418,0.70528984,0.8526449,0.6301429,0.81507146,0.68529326,0.8426466
3153,0.71201324,0.8560066,0.6514231,0.82571155,0.64284825,0.8214241,0.60749704,0.8037485,0.67493117,0.8374656,0.6759738,0.8379869,0.62621236,0.8131062,0.6672075,0.83360374,0.63620955,0.81810474,0.6420249,0.82101244
3155,0.6884017,0.84420085,0.6042795,0.80213976,0.58834726,0.7941736,0.51400137,0.7570007,0.62093925,0.8104696,0.6126249,0.80631244,0.53414005,0.76707006,0.6072893,0.80364466,0.5371337,0.76856685,0.56197214,0.7809861
3156,0.7907127,0.89535636,0.66158354,0.8307918,0.67076886,0.8353844,0.58289057,0.79144526,0.73030335,0.86515164,0.75704956,0.8785248,0.6437321,0.82186604,0.7039284,0.85196424,0.61161935,0.8058097,0.6992558,0.8496279
3157,0.75722986,0.8786149,0.6613611,0.83068055,0.677722,0.838861,0.64328384,0.8216419,0.6873584,0.8436792,0.7419076,0.8709538,0.6464534,0.8232267,0.70826507,0.85413253,0.664635,0.8323175,0.71580565,0.8579028
3158,0.62276673,0.81138337,0.55603826,0.77801913,0.506056,0.75302804,0.5166442,0.7583221,0.54616106,0.7730805,0.6020372,0.8010186,0.5551796,0.7775898,0.568415,0.78420746,0.55208194,0.776041,0.55735755,0.7786788
3159,0.68528676,0.8426434,0.5944245,0.79721224,0.62589943,0.8129497,0.50743943,0.7537197,0.63472307,0.81736153,0.6886138,0.8443069,0.57449126,0.78724563,0.653093,0.8265465,0.5606217,0.78031087,0.6190225,0.80951124
3160,0.78289604,0.891448,0.70597553,0.85298777,0.6719664,0.83598316,0.62108487,0.81054246,0.7390833,0.86954165,0.76672137,0.8833607,0.724491,0.8622455,0.7580329,0.87901646,0.70968723,0.8548436,0.74657524,0.8732876
3161,0.807101,0.9035505,0.7449957,0.87249786,0.7231258,0.8615629,0.6608418,0.8304209,0.770375,0.8851875,0.7236377,0.86181885,0.64255,0.821275,0.7447076,0.8723538,0.6831708,0.8415854,0.7053055,0.8526528
3162,0.72202986,0.86101496,0.6114898,0.8057449,0.61836725,0.8091836,0.5642915,0.78214574,0.65171075,0.8258554,0.7188262,0.8594131,0.6145022,0.8072511,0.6862865,0.8431432,0.62223315,0.8111166,0.6615526,0.83077633
3186,0.8112294,0.90561473,0.74128276,0.87064135,0.68740475,0.8437024,0.65017223,0.8250861,0.76595867,0.88297933,0.7413877,0.87069386,0.6906359,0.84531796,0.72287583,0.8614379,0.685268,0.84263396,0.7249619,0.86248094
3225,0.74053705,0.8702685,0.76103354,0.88051677,0.6811091,0.84055454,0.67096376,0.8354819,0.70674,0.85337,0.6805916,0.8402958,0.6554407,0.82772034,0.69322497,0.84661245,0.66309905,0.8315495,0.66250944,0.8312547
3315,0.6886764,0.8443382,0.6442425,0.82212126,0.6623827,0.83119136,0.57736886,0.7886844,0.6331464,0.8165732,0.6912414,0.8456207,0.6158986,0.8079493,0.67571235,0.8378562,0.6660626,0.8330313,0.6549693,0.8274846
3321,0.68823755,0.8441188,0.6234055,0.8117027,0.61473554,0.8073678,0.5577245,0.77886224,0.64064467,0.82032233,0.67263925,0.8363196,0.5719067,0.78595334,0.66267,0.831335,0.5678443,0.78392214,0.5904355,0.79521775
3332,0.6712562,0.8356281,0.65709984,0.8285499,0.6874324,0.8437162,0.6339383,0.81696916,0.623585,0.8117925,0.6240074,0.81200373,0.5510274,0.7755137,0.64212996,0.82106495,0.6368656,0.8184328,0.58762944,0.7938147
5877,0.64642876,0.8232144,0.7096656,0.85483277,0.62451255,0.8122563,0.60381687,0.80190843,0.64800346,0.8240017,0.62149554,0.81074774,0.61488104,0.8074405,0.6332184,0.8166092,0.66020024,0.8301001,0.64958227,0.82479113
5981,0.7830212,0.8915106,0.6833266,0.8416633,0.7385824,0.8692912,0.6575363,0.82876813,0.72239816,0.8611991,0.6939187,0.84695935,0.5942936,0.7971468,0.7115625,0.85578126,0.63881695,0.8194085,0.62862486,0.81431246
6043,0.74273515,0.8713676,0.6806576,0.8403288,0.61312026,0.80656016,0.6041242,0.8020621,0.70508933,0.85254467,0.7222477,0.86112386,0.67788756,0.8389438,0.6674888,0.8337444,0.7145513,0.85727566,0.69126856,0.8456343
6078,0.7798586,0.8899293,0.6891844,0.8445922,0.67939705,0.83969855,0.6041326,0.8020663,0.72938776,0.8646939,0.7347956,0.8673978,0.65199685,0.8259984,0.69468546,0.8473427,0.67199266,0.8359963,0.7034938,0.8517469
6081,0.7552537,0.87762684,0.64806545,0.8240327,0.6421368,0.8210684,0.6373377,0.81866884,0.7155059,0.8577529,0.7570642,0.8785321,0.68390584,0.8419529,0.70372576,0.8518629,0.6857896,0.8428948,0.6979051,0.84895253
6082,0.7139374,0.8569687,0.6329502,0.8164751,0.5925268,0.7962634,0.6104601,0.80523,0.70112324,0.8505616,0.72940844,0.86470425,0.6802726,0.8401363,0.67982364,0.8399118,0.726257,0.86312854,0.69769967,0.84884983
6090,0.7154571,0.85772854,0.65360564,0.82680285,0.65719676,0.8285984,0.64958066,0.82479036,0.6579871,0.82899356,0.6372756,0.8186378,0.6267812,0.8133906,0.6835659,0.8417829,0.60416996,0.802085,0.6455225,0.82276124
6127,0.7497473,0.87487364,0.7796119,0.8898059,0.75316703,0.8765835,0.6401024,0.8200512,0.74752617,0.8737631,0.73821574,0.86910784,0.67437375,0.8371869,0.7707077,0.88535386,0.6538081,0.82690406,0.6934161,0.84670806
6211,0.7290478,0.8645239,0.7203354,0.86016774,0.6904123,0.84520614,0.5750483,0.78752416,0.7098256,0.85491276,0.7448319,0.87241596,0.672668,0.836334,0.71992755,0.8599638,0.6593053,0.82965267,0.7073342,0.85366714
6213,0.78911906,0.8945595,0.67072344,0.8353617,0.6544774,0.8272387,0.5836845,0.7918422,0.7244678,0.8622339,0.7234352,0.8617176,0.6496562,0.8248281,0.6882321,0.8441161,0.6622902,0.8311451,0.68913215,0.8445661
6214,0.6917599,0.8458799,0.6597327,0.82986635,0.6004343,0.80021715,0.5741161,0.78705806,0.6577734,0.8288867,0.6592946,0.8296473,0.6482704,0.8241352,0.6348509,0.8174255,0.654147,0.8270735,0.6500069,0.82500345
6231,0.71147376,0.85573685,0.6369709,0.81848544,0.6090148,0.8045074,0.5536597,0.77682984,0.6454207,0.82271034,0.64731896,0.8236595,0.57447433,0.78723717,0.63399684,0.8169984,0.60410976,0.8020549,0.5984142,0.7992071
6232,0.7898776,0.8949388,0.69997406,0.84998703,0.7200824,0.8600412,0.6234704,0.8117352,0.73239744,0.8661987,0.76125443,0.8806272,0.66214335,0.8310717,0.7392939,0.8696469,0.67911464,0.8395573,0.73472047,0.86736023
6233,0.75639236,0.8781962,0.72031504,0.8601575,0.6856569,0.84282845,0.6042155,0.80210775,0.7021402,0.8510701,0.6935179,0.84675896,0.6104094,0.8052047,0.69498956,0.8474948,0.6575675,0.82878375,0.63577944,0.8178897
6239,0.71993417,0.8599671,0.6606618,0.8303309,0.6580416,0.8290208,0.6284982,0.8142491,0.68598866,0.84299433,0.74881387,0.87440693,0.7010275,0.85051376,0.7242444,0.8621222,0.69557714,0.8477886,0.7496712,0.8748356
6240,0.77335775,0.8866789,0.7034663,0.85173315,0.6805227,0.84026134,0.61535513,0.80767757,0.7243434,0.8621717,0.74166876,0.87083435,0.6889725,0.84448624,0.6960211,0.84801054,0.69471407,0.84735703,0.7249702,0.8624851
6254,0.7446029,0.87230146,0.7629859,0.881493,0.68102753,0.84051377,0.6745731,0.8372866,0.71649647,0.85824823,0.7159375,0.85796875,0.6971133,0.84855664,0.7643794,0.8821897,0.7127141,0.85635704,0.7295973,0.86479867
6255,0.7334341,0.86671704,0.62437993,0.81218994,0.64105314,0.8205266,0.5505904,0.7752952,0.65448487,0.82724243,0.7259801,0.86299,0.6320789,0.81603944,0.65661204,0.828306,0.65429854,0.8271493,0.6835363,0.84176815
6342,0.6659242,0.8329621,0.647588,0.823794,0.57960427,0.78980213,0.5569047,0.77845234,0.6596668,0.8298334,0.6605967,0.83029836,0.64383626,0.82191813,0.64486027,0.82243013,0.62595004,0.81297505,0.6283035,0.81415176
7630,0.70510626,0.8525531,0.71536726,0.85768366,0.5855989,0.7927995,0.6417389,0.82086945,0.6976056,0.8488028,0.68858474,0.8442924,0.68769634,0.84384817,0.7281754,0.8640877,0.6955743,0.84778714,0.74466074,0.87233037
7654,0.71133935,0.8556697,0.6248822,0.8124411,0.60012853,0.80006427,0.5133623,0.75668114,0.6338936,0.8169468,0.70731544,0.8536577,0.5953405,0.79767025,0.60676754,0.80338377,0.6248598,0.8124299,0.6520889,0.82604444
8890,0.6475286,0.8237643,0.671735,0.8358675,0.60973275,0.8048664,0.648811,0.8244055,0.6484091,0.82420456,0.68081796,0.840409,0.6524971,0.8262485,0.73147756,0.86573875,0.74753755,0.8737688,0.71386003,0.85693
8916,0.6880034,0.8440017,0.64916885,0.8245844,0.63903993,0.81952,0.56373703,0.7818685,0.64138734,0.8206937,0.57003534,0.78501767,0.5373547,0.76867735,0.600296,0.800148,0.58232164,0.7911608,0.54449004,0.77224505
9028,0.6519708,0.82598543,0.6313492,0.8156746,0.57985735,0.7899287,0.6017477,0.8008739,0.58112425,0.79056215,0.61632967,0.80816483,0.6000074,0.8000037,0.6387961,0.81939805,0.6020391,0.80101955,0.635719,0.81785953
9066,0.72902673,0.8645134,0.6497798,0.8248899,0.60340315,0.80170155,0.5668391,0.78341955,0.64643675,0.82321835,0.63572395,0.817862,0.57024103,0.7851205,0.62546766,0.8127338,0.5964629,0.7982315,0.5966984,0.7983492
9445,0.694234,0.847117,0.66969347,0.83484674,0.6303196,0.8151598,0.6496689,0.82483447,0.61928463,0.8096423,0.621358,0.81067896,0.5943233,0.79716164,0.6511091,0.82555455,0.65266794,0.826334,0.61964846,0.8098242
9542,0.76825666,0.88412833,0.7325672,0.8662836,0.6668477,0.83342385,0.6745147,0.8372574,0.7501291,0.87506455,0.68929505,0.8446475,0.62083936,0.8104197,0.7151357,0.85756785,0.6814024,0.8407012,0.6522292,0.8261146
9546,0.76964474,0.88482237,0.66186535,0.8309327,0.601899,0.8009495,0.6156657,0.80783284,0.6693456,0.8346728,0.6773958,0.8386979,0.6148963,0.80744815,0.6829653,0.84148264,0.62819326,0.8140966,0.63572323,0.8178616
9547,0.7226843,0.8613422,0.68187785,0.8409389,0.65163255,0.8258163,0.6435152,0.8217576,0.64999866,0.82499933,0.66670334,0.8333517,0.65170336,0.8258517,0.6846739,0.84233695,0.6804117,0.84020585,0.68254155,0.8412708
9583,0.78060806,0.890304,0.6987781,0.8493891,0.65854603,0.829273,0.661693,0.8308465,0.7052693,0.85263467,0.7134439,0.85672194,0.67721736,0.8386087,0.6899744,0.8449872,0.68569905,0.8428495,0.68708956,0.8435448
9587,0.6728531,0.83642656,0.6114807,0.80574036,0.5962359,0.79811794,0.52101743,0.7605087,0.593698,0.796849,0.69333994,0.84667,0.5878235,0.79391176,0.62472224,0.8123611,0.6237483,0.81187415,0.6580093,0.82900465
