,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
2583,0.7346915,0.86734575,0.7514646,0.8757323,0.7418319,0.87091595,0.64586246,0.82293123,0.73643297,0.8682165,0.7308596,0.86542976,0.6815506,0.8407753,0.7534876,0.8767438,0.69872296,0.8493615,0.71103156,0.8555158
2584,0.78504413,0.8925221,0.6958788,0.8479394,0.6626051,0.8313025,0.5876723,0.7938361,0.71908695,0.85954344,0.72885287,0.86442643,0.64078593,0.82039297,0.7063085,0.85315424,0.61015797,0.805079,0.65449125,0.8272456
2585,0.72878313,0.86439157,0.7022466,0.85112333,0.63962686,0.81981343,0.62337613,0.81168807,0.67798555,0.8389928,0.7190774,0.8595387,0.66258556,0.83129275,0.7071721,0.8535861,0.6930466,0.8465233,0.708739,0.8543695
2586,0.7306585,0.86532927,0.71337146,0.85668576,0.62215817,0.8110791,0.6185949,0.80929744,0.67029643,0.8351482,0.6728292,0.8364146,0.62960553,0.81480277,0.666258,0.833129,0.6673598,0.8336799,0.6579871,0.82899356
2587,0.6577163,0.82885814,0.59876597,0.799383,0.60320204,0.80160105,0.5740093,0.78700465,0.5609744,0.7804872,0.5749983,0.7874992,0.50842315,0.75421154,0.6073779,0.80368894,0.5628247,0.78141236,0.5416392,0.7708196
2588,0.7123797,0.85618985,0.6599895,0.82999474,0.5993695,0.79968476,0.6209459,0.81047297,0.6155883,0.80779415,0.6154858,0.8077429,0.56473845,0.78236926,0.6404896,0.8202448,0.64340353,0.82170177,0.6088604,0.8044302
2589,0.77974486,0.88987243,0.6950635,0.84753174,0.6760073,0.83800364,0.6039579,0.80197895,0.7237197,0.86185986,0.7378848,0.8689424,0.6568935,0.82844675,0.71488607,0.85744303,0.6479138,0.8239569,0.69317985,0.8465899
2590,0.75967336,0.8798367,0.6873379,0.84366894,0.69722664,0.8486133,0.6367624,0.8183812,0.68923545,0.8446177,0.71933043,0.8596652,0.62401867,0.81200933,0.6974399,0.84871995,0.62104553,0.8105228,0.6657766,0.8328883
2591,0.753224,0.876612,0.6744977,0.83724886,0.6432155,0.8216077,0.57581824,0.78790915,0.7313509,0.86567545,0.7762445,0.88812226,0.7020223,0.85101116,0.6993895,0.8496947,0.65813375,0.8290669,0.72763145,0.8638157
2592,0.7707211,0.88536054,0.70900464,0.8545023,0.7130434,0.8565217,0.6674129,0.83370644,0.7245037,0.8622519,0.6823529,0.84117645,0.5858024,0.79290116,0.6977029,0.84885144,0.606954,0.803477,0.6495879,0.82479393
2594,0.72012174,0.8600609,0.6735581,0.83677906,0.64034724,0.8201736,0.6887459,0.844373,0.68855166,0.84427583,0.6618368,0.83091843,0.63575923,0.8178796,0.6698576,0.8349288,0.6398115,0.81990576,0.6236918,0.8118459
2595,0.6678971,0.83394855,0.6589421,0.82947105,0.6234474,0.8117237,0.6229102,0.81145513,0.607697,0.8038485,0.5992305,0.79961526,0.59518695,0.7975935,0.6390352,0.8195176,0.5979735,0.7989868,0.599697,0.7998485
2597,0.79721093,0.89860547,0.70171916,0.8508596,0.7473594,0.8736797,0.6262341,0.813117,0.75994015,0.8799701,0.7855042,0.8927521,0.68224686,0.84112346,0.7574239,0.87871194,0.67012525,0.8350626,0.716896,0.858448
2645,0.70154524,0.8507726,0.69794077,0.8489704,0.7217597,0.86087984,0.638484,0.819242,0.6669582,0.8334791,0.69031316,0.84515655,0.6391831,0.8195915,0.6862713,0.84313565,0.6822542,0.8411271,0.6837253,0.8418627
2654,0.75127006,0.875635,0.7020464,0.8510232,0.70723677,0.8536184,0.7038231,0.85191154,0.7155678,0.8577839,0.6758721,0.83793604,0.6174339,0.80871695,0.70807934,0.85403967,0.6298317,0.81491584,0.63740873,0.81870437
2655,0.7145936,0.8572968,0.6650862,0.83254313,0.6359382,0.8179691,0.59840894,0.79920447,0.6547688,0.8273844,0.69023544,0.8451177,0.61750686,0.80875343,0.67354,0.83677,0.6248616,0.8124308,0.6631934,0.83159673
2656,0.7309276,0.8654638,0.69320416,0.8466021,0.631837,0.8159185,0.62439156,0.8121958,0.6604501,0.83022505,0.6904246,0.84521234,0.6107375,0.8053688,0.6990516,0.8495258,0.64436436,0.8221822,0.6247019,0.812351
2657,0.6573278,0.8286639,0.64210457,0.8210523,0.62730813,0.81365407,0.5896559,0.79482794,0.6404099,0.820205,0.70733905,0.8536695,0.591704,0.795852,0.732129,0.8660645,0.73991483,0.86995745,0.7097332,0.8548666
2658,0.7324952,0.8662476,0.64525497,0.8226275,0.63606226,0.81803113,0.6168848,0.8084424,0.624645,0.8123225,0.641261,0.8206305,0.50194204,0.750971,0.66073203,0.830366,0.60336626,0.8016831,0.58233386,0.7911669
2659,0.6201829,0.81009144,0.6319963,0.81599814,0.57040274,0.7852014,0.5657488,0.7828744,0.59359485,0.7967974,0.593166,0.796583,0.6090251,0.80451256,0.5930983,0.79654914,0.6339938,0.81699693,0.59948957,0.7997448
2660,0.76430595,0.882153,0.68722224,0.8436111,0.65381134,0.82690567,0.6403463,0.82017314,0.70037454,0.8501873,0.72074896,0.86037445,0.67499113,0.83749557,0.708508,0.854254,0.67995715,0.8399786,0.7003878,0.85019386
2741,0.64899194,0.824496,0.5341536,0.7670768,0.5304025,0.7652012,0.57236916,0.78618455,0.5525529,0.77627647,0.55535126,0.7776756,0.49037474,0.7451874,0.5325528,0.76627636,0.5539712,0.7769856,0.5215057,0.76075286
2766,0.7501775,0.87508875,0.7961175,0.8980588,0.70797753,0.85398877,0.6432301,0.82161504,0.7138611,0.85693055,0.67913026,0.83956516,0.6335931,0.81679654,0.74664545,0.8733227,0.67430043,0.8371502,0.6492697,0.82463485
2793,0.6963648,0.84818244,0.73388654,0.86694324,0.6039163,0.80195814,0.62142026,0.81071013,0.65936124,0.8296806,0.6498573,0.82492864,0.64853764,0.8242688,0.7183827,0.85919136,0.68370277,0.84185135,0.68444014,0.84222007
2810,0.76443934,0.8822197,0.74632597,0.873163,0.69122744,0.8456137,0.64070994,0.82035494,0.6953211,0.84766054,0.6533868,0.8266934,0.5650563,0.78252816,0.7017388,0.8508694,0.6271832,0.8135916,0.59101224,0.7955061
2824,0.7202687,0.86013436,0.7418854,0.8709427,0.6767626,0.8383813,0.659883,0.8299415,0.7234702,0.8617351,0.6617889,0.8308945,0.65627515,0.8281376,0.7454678,0.8727339,0.6820004,0.8410002,0.6766492,0.8383246
3002,0.73981404,0.869907,0.6850152,0.8425076,0.67661315,0.83830655,0.64002424,0.8200121,0.6929879,0.84649396,0.6876569,0.84382844,0.68644166,0.84322083,0.6950465,0.8475232,0.67616653,0.83808327,0.7003439,0.8501719
3021,0.6915678,0.8457839,0.6799164,0.8399582,0.5923288,0.7961644,0.5923332,0.7961666,0.6385396,0.8192698,0.5870484,0.7935242,0.59161854,0.79580927,0.6293825,0.81469125,0.59481514,0.79740757,0.56935257,0.7846763
3093,0.7634597,0.88172984,0.740836,0.870418,0.69023913,0.8451196,0.6459521,0.82297605,0.76831853,0.88415927,0.7543136,0.8771568,0.72268534,0.86134267,0.7488113,0.8744056,0.7252672,0.8626336,0.75483483,0.87741745
3105,0.78998435,0.8949922,0.7522632,0.8761316,0.6996124,0.8498062,0.6421542,0.8210771,0.75143385,0.8757169,0.76719725,0.8835986,0.74762,0.87381,0.7363701,0.86818504,0.7233774,0.86168873,0.7760614,0.8880307
3113,0.64514744,0.8225737,0.58943844,0.7947192,0.58325696,0.7916285,0.5442596,0.7721298,0.5932212,0.7966106,0.6572609,0.82863045,0.5863815,0.7931907,0.61790645,0.8089532,0.58740777,0.7937039,0.62458503,0.8122925
3118,0.768572,0.884286,0.7051974,0.85259867,0.63363403,0.81681705,0.62797314,0.81398654,0.710258,0.855129,0.72185266,0.86092633,0.67598903,0.8379945,0.7110881,0.8555441,0.6930168,0.8465084,0.70704234,0.85352117
3120,0.6692531,0.83462656,0.67280227,0.8364011,0.6162933,0.80814666,0.62408316,0.8120416,0.6126582,0.80632913,0.6102983,0.80514914,0.5779429,0.7889714,0.6508505,0.82542527,0.6173116,0.8086558,0.61352074,0.8067604
3122,0.7812507,0.89062536,0.71892697,0.85946345,0.6952032,0.8476016,0.62292063,0.8114603,0.7055552,0.8527776,0.7410674,0.8705337,0.628616,0.814308,0.7312784,0.8656392,0.68766916,0.8438346,0.69763136,0.8488157
3123,0.7467154,0.8733577,0.68221104,0.8411055,0.6630425,0.8315213,0.59616375,0.7980819,0.7231922,0.8615961,0.75178885,0.8758944,0.6863992,0.8431996,0.7243614,0.8621807,0.698982,0.849491,0.7157388,0.8578694
3133,0.76784647,0.88392323,0.70111096,0.8505555,0.67561793,0.83780897,0.63907266,0.8195363,0.6996069,0.84980345,0.74653995,0.87327,0.6956437,0.84782183,0.74124694,0.87062347,0.6858351,0.84291756,0.718418,0.859209
3134,0.79876256,0.8993813,0.7260481,0.86302406,0.72337663,0.8616883,0.66408074,0.83204037,0.74911827,0.87455916,0.7457758,0.8728879,0.650093,0.82504654,0.7477933,0.87389666,0.6800947,0.84004736,0.6976509,0.84882545
3135,0.6846261,0.84231305,0.63145566,0.81572783,0.5885026,0.7942513,0.55374,0.77687,0.61587477,0.8079374,0.60989565,0.80494785,0.55523825,0.7776191,0.59898806,0.799494,0.5614462,0.7807231,0.57305306,0.78652656
3136,0.7450329,0.87251645,0.7751824,0.88759124,0.67052895,0.83526444,0.6386931,0.81934655,0.73289746,0.86644876,0.7145884,0.8572942,0.6967814,0.8483907,0.75339615,0.8766981,0.7246392,0.8623196,0.71961945,0.85980976
3137,0.76712155,0.8835608,0.66005015,0.8300251,0.6558252,0.82791257,0.5940831,0.79704154,0.7027269,0.8513634,0.73920524,0.8696026,0.6115805,0.80579025,0.6859183,0.84295917,0.6458429,0.82292145,0.67870843,0.8393542
3138,0.7391557,0.8695779,0.67623216,0.83811605,0.6954333,0.8477167,0.62502265,0.8125113,0.7009369,0.85046846,0.69943285,0.8497164,0.62672603,0.813363,0.696543,0.8482715,0.63207954,0.8160398,0.6585387,0.82926935
3139,0.7458999,0.87294996,0.66880333,0.83440167,0.684017,0.8420085,0.61882937,0.8094147,0.67665136,0.8383257,0.69701654,0.84850824,0.5800749,0.79003745,0.70471454,0.85235727,0.6456782,0.82283914,0.65619934,0.82809967
3140,0.71102226,0.8555111,0.6204827,0.81024134,0.59904397,0.799522,0.5516354,0.7758177,0.66089314,0.8304466,0.7138815,0.85694075,0.64638114,0.82319057,0.6592378,0.82961893,0.6168786,0.8084393,0.65799916,0.8289996
3141,0.7068449,0.85342246,0.7055199,0.85275996,0.62134445,0.8106722,0.5791087,0.78955436,0.6791923,0.83959615,0.6676051,0.8338026,0.5975946,0.7987973,0.6660794,0.8330397,0.6424134,0.8212067,0.66470754,0.8323538
3142,0.7812074,0.89060366,0.6839239,0.841962,0.717454,0.858727,0.6166456,0.8083228,0.738249,0.86912453,0.7682171,0.88410854,0.6663768,0.8331884,0.7556789,0.87783945,0.68668497,0.8433425,0.7344975,0.8672488
3143,0.78025687,0.89012843,0.7058053,0.85290265,0.7096939,0.85484695,0.6641671,0.8320836,0.7080941,0.85404706,0.7328853,0.8664427,0.66883147,0.83441573,0.7213414,0.8606707,0.676435,0.8382175,0.70196474,0.85098237
3144,0.725677,0.8628385,0.66507554,0.8325378,0.6973743,0.8486872,0.5838795,0.79193974,0.69082475,0.8454124,0.6958575,0.84792876,0.5959381,0.79796904,0.72305596,0.861528,0.63083756,0.8154188,0.63432074,0.81716037
3145,0.67426115,0.83713055,0.65655714,0.82827854,0.6000773,0.80003864,0.58900994,0.794505,0.63061845,0.8153092,0.60272586,0.80136293,0.60467446,0.8023372,0.61048913,0.80524457,0.5993751,0.79968756,0.5834973,0.79174864
3146,0.72886246,0.86443126,0.63515973,0.81757987,0.65812016,0.8290601,0.5776617,0.7888309,0.68791413,0.84395707,0.7415216,0.8707608,0.6288961,0.81444806,0.6975608,0.8487804,0.64977646,0.8248882,0.691959,0.8459795
3147,0.7443799,0.87218994,0.6833228,0.8416614,0.6710104,0.8355052,0.65435016,0.8271751,0.66992676,0.8349634,0.70389724,0.8519486,0.6060399,0.80301994,0.7182498,0.8591249,0.67791355,0.8389568,0.6780745,0.83903724
3148,0.7083924,0.8541962,0.67442584,0.8372129,0.6771469,0.83857346,0.6012609,0.80063045,0.6742776,0.8371388,0.68689823,0.8434491,0.6436161,0.82180804,0.70081687,0.85040843,0.6630179,0.831509,0.6848918,0.8424459
3149,0.7441596,0.8720798,0.68010294,0.8400515,0.65027004,0.825135,0.62969625,0.8148481,0.6778631,0.83893156,0.6814288,0.8407144,0.63500875,0.8175044,0.671756,0.835878,0.6320988,0.8160494,0.65494525,0.8274726
3150,0.78935575,0.8946779,0.6472315,0.8236158,0.684939,0.8424695,0.6367822,0.8183911,0.6979171,0.84895855,0.7575348,0.8787674,0.6188318,0.80941594,0.71667856,0.8583393,0.63507557,0.8175378,0.6998667,0.8499334
3153,0.7177056,0.8588528,0.6577612,0.8288806,0.66494995,0.83247495,0.6074667,0.80373335,0.68426955,0.8421348,0.6801704,0.8400852,0.630821,0.8154105,0.6828687,0.84143436,0.63961947,0.81980973,0.65124714,0.8256236
3155,0.7164148,0.8582074,0.62853074,0.8142654,0.5950237,0.7975118,0.5349296,0.76746476,0.6352697,0.8176348,0.6233057,0.81165284,0.5544121,0.77720606,0.6180365,0.80901825,0.53856766,0.76928383,0.57809746,0.78904873
3156,0.77195567,0.88597786,0.6203015,0.81015074,0.66968143,0.8348407,0.57562214,0.78781104,0.6801369,0.84006846,0.7077359,0.85386795,0.56319165,0.7815958,0.66864824,0.8343241,0.5801696,0.79008484,0.64479053,0.82239527
3157,0.78128326,0.8906416,0.6970285,0.84851426,0.7132324,0.8566162,0.65341926,0.8267096,0.7353313,0.86766565,0.75650537,0.8782527,0.6495362,0.82476807,0.7267659,0.86338294,0.67772233,0.83886117,0.71234393,0.85617197
3158,0.6704382,0.8352191,0.5815938,0.7907969,0.5399874,0.76999366,0.52517134,0.76258564,0.5898952,0.7949476,0.6236044,0.8118022,0.5740405,0.7870202,0.5973067,0.79865336,0.54910743,0.7745537,0.56329226,0.78164613
3159,0.7029383,0.85146916,0.6424506,0.8212253,0.6913011,0.84565055,0.54927826,0.7746391,0.6789603,0.83948016,0.70210433,0.85105217,0.6150118,0.8075059,0.6936749,0.84683746,0.6124047,0.80620235,0.6470241,0.8235121
3160,0.758067,0.8790335,0.6913907,0.8456954,0.6755017,0.83775085,0.6149291,0.80746454,0.70289963,0.85144985,0.72362566,0.86181283,0.67891175,0.83945584,0.727971,0.86398554,0.6718891,0.83594453,0.7029176,0.8514588
3161,0.8163413,0.90817064,0.7400629,0.8700315,0.7337711,0.86688554,0.64978564,0.8248928,0.7792474,0.8896237,0.7371297,0.86856484,0.64194477,0.8209724,0.7474358,0.8737179,0.6705681,0.83528405,0.72289073,0.86144537
3162,0.7302401,0.86512005,0.60949653,0.8047483,0.6251044,0.8125522,0.57733405,0.788667,0.65304434,0.8265222,0.70973504,0.8548675,0.60546845,0.80273426,0.6829614,0.84148073,0.61891764,0.80945885,0.65485334,0.8274267
3186,0.7962972,0.8981486,0.7325549,0.86627746,0.6695139,0.834757,0.6408334,0.8204167,0.7544146,0.8772073,0.7377771,0.86888856,0.6889699,0.8444849,0.716332,0.858166,0.6638291,0.83191454,0.7117623,0.85588115
3225,0.75714487,0.87857246,0.7758025,0.88790125,0.6851226,0.8425613,0.6628982,0.8314491,0.7222755,0.86113775,0.69455594,0.847278,0.6684219,0.834211,0.7183447,0.85917234,0.6806531,0.84032655,0.6649231,0.83246154
3315,0.7329645,0.86648226,0.6854302,0.84271514,0.69229454,0.8461473,0.61405194,0.80702597,0.67471087,0.83735543,0.73171,0.865855,0.6379293,0.81896466,0.7188592,0.8594296,0.69425577,0.8471279,0.6878523,0.8439262
3321,0.75863624,0.8793181,0.7004933,0.85024667,0.669464,0.834732,0.61061764,0.8053088,0.7247499,0.86237496,0.7345967,0.86729836,0.6557298,0.8278649,0.7230581,0.86152905,0.64289504,0.8214475,0.67217803,0.836089
3332,0.74241143,0.8712057,0.70105755,0.8505288,0.7361566,0.8680783,0.658808,0.829404,0.6690283,0.83451414,0.67172134,0.83586067,0.5722221,0.78611106,0.6953565,0.84767824,0.6469658,0.8234829,0.6255903,0.81279516
5877,0.6804333,0.84021664,0.72920454,0.86460227,0.64810944,0.8240547,0.6170565,0.80852824,0.6718865,0.8359432,0.66498137,0.8324907,0.64391196,0.821956,0.67211545,0.8360577,0.6866964,0.8433482,0.67825884,0.83912945
5981,0.7940688,0.8970344,0.7196419,0.85982096,0.7608671,0.88043356,0.6705456,0.8352728,0.7300798,0.86503994,0.69217753,0.84608877,0.6035123,0.80175614,0.72411996,0.86205995,0.67232466,0.8361623,0.6583755,0.82918775
6043,0.7449664,0.8724832,0.66074777,0.8303739,0.6159469,0.80797344,0.620307,0.8101535,0.6883799,0.84418994,0.70668733,0.85334367,0.65339506,0.8266975,0.65756,0.82878,0.69883645,0.8494182,0.6812953,0.84064764
6078,0.7641689,0.8820845,0.68694925,0.8434746,0.6758841,0.83794206,0.59388334,0.79694164,0.73507124,0.8675356,0.7496716,0.8748358,0.66775763,0.8338788,0.69220924,0.8461046,0.690626,0.845313,0.71960026,0.8598001
6081,0.7848872,0.8924436,0.70263004,0.851315,0.6809828,0.8404914,0.67920727,0.83960366,0.73961294,0.86980647,0.7706002,0.8853001,0.7323485,0.8661742,0.7338632,0.86693156,0.7301296,0.8650648,0.72662586,0.86331296
6082,0.76544046,0.88272023,0.6320516,0.8160258,0.6326535,0.81632674,0.59301317,0.7965066,0.7120302,0.8560151,0.7652118,0.8826059,0.6932486,0.8466243,0.6931554,0.8465777,0.68776274,0.84388137,0.71814096,0.8590705
6090,0.7061686,0.8530843,0.6448965,0.82244825,0.64177454,0.82088727,0.638812,0.81940603,0.62787086,0.8139354,0.6468841,0.82344204,0.6010889,0.80054444,0.6640777,0.8320389,0.6136346,0.8068173,0.6450837,0.82254183
6127,0.7664902,0.8832451,0.783144,0.891572,0.76433563,0.8821678,0.64535373,0.8226769,0.7657732,0.8828866,0.7739252,0.8869626,0.6844389,0.8422195,0.7907517,0.89537585,0.6776374,0.83881867,0.7305336,0.8652668
6211,0.7236538,0.8618269,0.7547468,0.8773734,0.6925632,0.8462816,0.6245465,0.81227326,0.6838913,0.84194565,0.6811693,0.84058464,0.64308655,0.8215433,0.7083907,0.85419536,0.6683809,0.8341905,0.66637075,0.8331854
6213,0.7693757,0.88468784,0.6422126,0.8211063,0.62029135,0.8101457,0.57041246,0.7852062,0.69121444,0.8456072,0.6971704,0.8485852,0.62420726,0.8121036,0.64346755,0.8217338,0.6705662,0.8352831,0.6706474,0.8353237
6214,0.74266493,0.87133247,0.6850423,0.8425212,0.62227964,0.8111398,0.58970153,0.79485077,0.7074386,0.8537193,0.7249279,0.86246395,0.6979993,0.8489996,0.6786003,0.83930016,0.69937074,0.8496854,0.72500885,0.8625044
6231,0.7427101,0.87135506,0.6424527,0.82122636,0.6136708,0.8068354,0.5531317,0.77656585,0.66807616,0.8340381,0.6475082,0.8237541,0.57569087,0.78784543,0.6377787,0.8188894,0.6162205,0.80811024,0.62195975,0.81097984
6232,0.75804144,0.8790207,0.6618537,0.83092684,0.6943339,0.84716696,0.56906307,0.78453153,0.703745,0.8518725,0.7337955,0.86689776,0.602329,0.8011645,0.6999408,0.8499704,0.62269044,0.8113452,0.67591757,0.8379588
6233,0.7644856,0.8822428,0.72000885,0.8600044,0.6966667,0.84833336,0.61108315,0.8055416,0.71437794,0.85718894,0.7028844,0.8514422,0.6143482,0.8071741,0.6999261,0.84996307,0.661025,0.8305125,0.6367686,0.8183843
6239,0.7749469,0.88747346,0.68568194,0.84284097,0.6990321,0.84951603,0.6429025,0.82145125,0.7367947,0.86839736,0.79232764,0.8961638,0.70516634,0.85258317,0.75221217,0.8761061,0.7512467,0.87562335,0.78181845,0.8909092
6240,0.75305474,0.87652737,0.680214,0.84010696,0.6617,0.83085,0.5899366,0.7949683,0.7156404,0.8578202,0.73179805,0.865899,0.68103087,0.84051543,0.67889404,0.839447,0.6808901,0.84044504,0.7076398,0.8538199
6254,0.69844675,0.8492234,0.71955276,0.8597764,0.61035645,0.8051782,0.63520277,0.8176014,0.6959888,0.8479944,0.70058507,0.85029256,0.67650294,0.8382515,0.721714,0.860857,0.67792606,0.83896303,0.72302926,0.8615146
6255,0.727303,0.8636515,0.61391795,0.806959,0.6498531,0.82492656,0.56606275,0.78303134,0.6600505,0.83002526,0.6826364,0.8413182,0.6051002,0.8025501,0.6448767,0.82243836,0.6306479,0.81532395,0.6424148,0.8212074
6342,0.67079335,0.83539665,0.66826564,0.8341328,0.58774805,0.793874,0.58696556,0.7934828,0.6512654,0.8256327,0.6377535,0.81887674,0.62045,0.810225,0.63288957,0.81644475,0.61545354,0.80772674,0.60611916,0.8030596
7630,0.651127,0.8255635,0.67750704,0.8387535,0.5561393,0.7780696,0.6203594,0.8101797,0.62494016,0.8124701,0.623346,0.811673,0.6249443,0.81247216,0.679124,0.839562,0.6636356,0.8318178,0.7042713,0.85213566
7654,0.70542914,0.85271454,0.61289024,0.8064451,0.6060922,0.8030461,0.51577336,0.75788665,0.6205247,0.8102623,0.674618,0.837309,0.5553224,0.7776612,0.59610283,0.7980514,0.5780393,0.78901964,0.5942228,0.7971114
8890,0.5841013,0.79205066,0.60362685,0.8018134,0.5639118,0.7819559,0.62922573,0.81461287,0.5705322,0.7852661,0.5694537,0.78472686,0.56508434,0.78254217,0.6311295,0.81556475,0.64141583,0.8207079,0.6270865,0.81354326
8916,0.56948483,0.7847424,0.5537617,0.77688086,0.5699765,0.7849883,0.49256915,0.7462846,0.5185324,0.7592662,0.45383927,0.72691965,0.4436962,0.72184813,0.49695706,0.74847853,0.5014994,0.7507497,0.4505356,0.72526777
9028,0.6680107,0.83400536,0.6397829,0.81989145,0.59530437,0.7976522,0.59871197,0.799356,0.61523235,0.8076162,0.6471865,0.82359326,0.6246761,0.81233805,0.6567761,0.82838804,0.6265076,0.81325376,0.65480375,0.8274019
9066,0.7264573,0.8632287,0.6458603,0.82293016,0.6028868,0.8014434,0.56468576,0.7823429,0.6702134,0.83510673,0.7001289,0.85006446,0.59495604,0.797478,0.66809154,0.83404577,0.64437795,0.822189,0.6502842,0.8251421
9445,0.6837954,0.8418977,0.6659726,0.8329863,0.63074744,0.8153737,0.65014327,0.82507163,0.6307627,0.81538135,0.63863933,0.81931967,0.59940434,0.79970217,0.66945827,0.83472914,0.6703845,0.83519226,0.6394234,0.8197117
9542,0.769166,0.884583,0.7229874,0.8614937,0.6738943,0.83694714,0.6540032,0.8270016,0.7499481,0.874974,0.7034229,0.85171145,0.61460423,0.8073021,0.7268933,0.86344665,0.67347366,0.8367368,0.65367264,0.82683635
9546,0.7646693,0.88233465,0.6991267,0.84956336,0.644259,0.8221295,0.626137,0.8130685,0.68188536,0.8409427,0.6741204,0.8370602,0.6220082,0.8110041,0.7045065,0.85225326,0.6301968,0.8150984,0.63015914,0.81507957
9547,0.7135135,0.85675675,0.6679623,0.83398116,0.65146744,0.8257337,0.6536697,0.82683486,0.6249589,0.81247944,0.62812257,0.8140613,0.6053341,0.802667,0.6413199,0.82065994,0.64575183,0.8228759,0.6217832,0.8108916
9583,0.6866642,0.8433321,0.6591236,0.8295618,0.6045425,0.80227125,0.64138216,0.8206911,0.6093968,0.8046984,0.5685953,0.78429765,0.5595077,0.77975386,0.6080915,0.80404574,0.63901234,0.81950617,0.56462723,0.7823136
