,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Score
2659,0.71985745,0.8599287,0.6984969,0.8492484,0.65448785,0.8272439,0.6239841,0.81199205,0.6881833,0.84409165,0.7133814,0.8566907,0.678689,0.8393445,0.69970703,0.8498535,0.7127199,0.85635996,0.72072446,0.86036223
2660,0.72576785,0.8628839,0.6925212,0.8462606,0.6258503,0.81292516,0.6302458,0.8151229,0.6796966,0.8398483,0.6403808,0.8201904,0.66106576,0.8305329,0.66785866,0.8339293,0.6439841,0.82199204,0.65787196,0.828936
2741,0.6926855,0.84634274,0.5887323,0.7943661,0.58783746,0.7939187,0.6301161,0.81505805,0.5981325,0.79906625,0.56458175,0.7822909,0.52051103,0.7602555,0.5722741,0.78613704,0.58927727,0.79463863,0.5653139,0.7826569
2766,0.7122052,0.8561026,0.77884394,0.88942194,0.7154222,0.8577111,0.6236875,0.81184375,0.6890486,0.84452426,0.7021203,0.85106015,0.64631987,0.82315993,0.76566184,0.8828309,0.71090984,0.8554549,0.69848394,0.849242
2793,0.7423758,0.8711879,0.75843394,0.87921697,0.6496294,0.8248147,0.634159,0.81707954,0.7089619,0.854481,0.7146096,0.8573048,0.6978606,0.8489303,0.75107336,0.8755367,0.69161,0.845805,0.7181978,0.8590989
2810,0.74483407,0.87241703,0.7476033,0.87380165,0.68535024,0.8426751,0.628752,0.814376,0.68342924,0.8417146,0.6362294,0.8181147,0.563572,0.78178596,0.6942319,0.847116,0.6203301,0.81016505,0.5759404,0.7879702
2824,0.72421634,0.8621082,0.74898404,0.87449205,0.7035988,0.85179937,0.65941024,0.8297051,0.73515785,0.8675789,0.67034733,0.83517367,0.65560395,0.82780194,0.7274201,0.86371005,0.7028052,0.85140264,0.68845385,0.84422696
3002,0.70618576,0.8530929,0.6837449,0.84187245,0.6753681,0.83768404,0.63504493,0.81752247,0.6822275,0.84111375,0.6411264,0.8205632,0.6759223,0.83796114,0.6670501,0.83352506,0.6478684,0.8239342,0.6557399,0.82786995
3021,0.6841778,0.84208894,0.6633072,0.8316536,0.59817517,0.7990876,0.58599174,0.79299587,0.6320266,0.81601334,0.562119,0.7810595,0.56485283,0.7824264,0.6109776,0.8054888,0.57507885,0.7875394,0.5507103,0.77535516
3093,0.74476606,0.872383,0.7336293,0.8668146,0.6883432,0.84417164,0.6648638,0.8324319,0.72787,0.863935,0.73844063,0.8692203,0.7086797,0.85433984,0.7376594,0.8688297,0.716293,0.8581465,0.7396891,0.86984456
3105,0.77363807,0.886819,0.75966567,0.87983286,0.7010609,0.85053045,0.669176,0.834588,0.7563492,0.8781746,0.73022234,0.8651112,0.73178613,0.86589307,0.737218,0.868609,0.7149341,0.85746706,0.7396775,0.8698387
3113,0.6610261,0.83051306,0.6144757,0.80723786,0.5941769,0.79708844,0.5575894,0.7787947,0.5876511,0.7938255,0.6768409,0.83842045,0.5862148,0.7931074,0.6377614,0.8188807,0.61670214,0.80835104,0.644641,0.82232046
3118,0.61855656,0.80927825,0.6459249,0.82296246,0.5584141,0.77920705,0.59816575,0.7990829,0.61223143,0.80611575,0.5712533,0.78562665,0.5913125,0.79565626,0.63063943,0.8153197,0.6506805,0.8253403,0.6346977,0.81734884
3120,0.71840966,0.8592048,0.68773246,0.8438662,0.63828844,0.81914425,0.65343064,0.82671535,0.6754209,0.83771044,0.7041984,0.8520992,0.644538,0.82226896,0.70290565,0.8514528,0.69471264,0.8473563,0.7103875,0.85519373
3122,0.7757026,0.8878513,0.7153189,0.85765946,0.69079065,0.8453953,0.60730016,0.8036501,0.7183784,0.8591892,0.7367791,0.86838955,0.6319035,0.81595176,0.739895,0.8699475,0.667366,0.833683,0.6911265,0.8455633
3123,0.75440323,0.8772016,0.7011627,0.85058135,0.6520394,0.8260197,0.6181715,0.8090857,0.7586599,0.8793299,0.7537968,0.8768984,0.69998497,0.8499925,0.7508408,0.8754204,0.69437945,0.8471897,0.7184235,0.85921174
3133,0.7594036,0.8797018,0.6729724,0.8364862,0.6421613,0.8210807,0.623639,0.8118195,0.68237054,0.8411853,0.7384125,0.86920625,0.67017365,0.8350868,0.7400243,0.87001216,0.66824114,0.8341206,0.72741926,0.8637096
3134,0.8013159,0.90065795,0.7423029,0.87115145,0.72262144,0.8613107,0.65855026,0.82927513,0.7551601,0.87758005,0.7589278,0.8794639,0.67162263,0.8358113,0.7553581,0.87767905,0.69123876,0.8456194,0.713122,0.856561
3135,0.69150645,0.8457532,0.6429851,0.82149255,0.59944177,0.7997209,0.57594454,0.7879723,0.63911223,0.8195561,0.618996,0.809498,0.56506634,0.78253317,0.61316526,0.8065826,0.572649,0.7863245,0.57214916,0.7860746
3136,0.767699,0.8838495,0.7234099,0.86170495,0.64628446,0.82314223,0.62582046,0.8129102,0.7218783,0.86093915,0.7339663,0.8669832,0.66888106,0.8344405,0.7506945,0.87534726,0.6935749,0.84678745,0.70955265,0.8547763
3137,0.75527096,0.8776355,0.6542612,0.82713056,0.68454695,0.8422735,0.60126734,0.80063367,0.6965166,0.84825826,0.72234285,0.8611714,0.6108213,0.8054106,0.69650733,0.84825367,0.6170193,0.80850965,0.6606184,0.8303092
3138,0.7027734,0.85138667,0.63728225,0.8186411,0.6814988,0.8407494,0.6018351,0.8009175,0.6340276,0.8170138,0.63869476,0.8193474,0.5522426,0.77612126,0.63297504,0.81648755,0.5780501,0.78902507,0.59536314,0.79768157
3139,0.7424542,0.8712271,0.6551369,0.8275684,0.6703427,0.83517134,0.62620676,0.8131034,0.6668987,0.83344936,0.72038907,0.86019456,0.6119689,0.80598444,0.7091502,0.8545751,0.65647316,0.8282366,0.67932856,0.8396643
3140,0.7263739,0.86318696,0.6442255,0.82211274,0.60471463,0.8023573,0.5747399,0.78736997,0.64639413,0.82319707,0.6969932,0.84849656,0.652066,0.826033,0.6648201,0.83241004,0.60797507,0.8039875,0.66664535,0.83332264
3141,0.6030849,0.80154246,0.6348349,0.81741744,0.5838848,0.79194236,0.5271307,0.76356536,0.5693358,0.7846679,0.5521839,0.77609193,0.49723262,0.74861634,0.5754243,0.78771216,0.558012,0.779006,0.55539936,0.7776997
3142,0.76648754,0.8832438,0.6617623,0.8308811,0.69753855,0.8487693,0.6007476,0.8003738,0.7116487,0.85582435,0.7576692,0.8788346,0.6168349,0.80841744,0.71728736,0.85864365,0.6411873,0.82059366,0.6904881,0.84524405
3143,0.7760456,0.8880228,0.7073629,0.85368145,0.7191677,0.85958385,0.63860965,0.8193048,0.7192028,0.8596014,0.7692348,0.8846174,0.6889512,0.8444756,0.7383144,0.8691572,0.70923495,0.8546175,0.74804133,0.8740207
3144,0.7490655,0.87453276,0.67528903,0.8376445,0.70222884,0.8511144,0.60154736,0.8007737,0.6924361,0.84621805,0.73843163,0.86921585,0.6061492,0.8030746,0.7256767,0.8628384,0.65802026,0.8290101,0.6717957,0.83589786
3145,0.6913458,0.8456729,0.63720536,0.8186027,0.6041541,0.80207705,0.5679064,0.7839532,0.65423036,0.8271152,0.6727582,0.8363791,0.6228316,0.8114158,0.62990004,0.81495,0.6389806,0.8194903,0.6441493,0.82207465
3146,0.7319976,0.8659988,0.58854586,0.7942729,0.6196909,0.80984545,0.5504216,0.7752108,0.67351234,0.83675617,0.7500316,0.8750158,0.61391306,0.8069565,0.67931175,0.8396559,0.61714816,0.8085741,0.68462074,0.84231037
3147,0.76521385,0.8826069,0.7071773,0.85358864,0.6569427,0.82847136,0.6504036,0.8252018,0.69245195,0.846226,0.7221284,0.8610642,0.67199874,0.83599937,0.7410361,0.8705181,0.6851475,0.84257376,0.713555,0.8567775
3148,0.69470525,0.8473526,0.60291415,0.80145705,0.5960828,0.7980414,0.5631772,0.7815886,0.6158438,0.8079219,0.65254116,0.8262706,0.5841429,0.79207146,0.643125,0.8215625,0.5877377,0.79386884,0.6229214,0.81146073
3149,0.7626302,0.8813151,0.65890366,0.8294518,0.6414597,0.82072985,0.6040883,0.80204415,0.69697034,0.8484852,0.7152855,0.85764277,0.6372424,0.81862116,0.68012404,0.840062,0.6381415,0.81907076,0.6871629,0.84358144
3150,0.767792,0.883896,0.63872826,0.81936413,0.6664275,0.83321375,0.61349696,0.8067485,0.69273126,0.84636563,0.75516164,0.8775808,0.618554,0.809277,0.7151302,0.8575651,0.6353432,0.8176716,0.69327855,0.8466393
3153,0.71483517,0.8574176,0.6695874,0.8347937,0.64899045,0.8244952,0.60983527,0.80491763,0.6891475,0.84457374,0.68847644,0.8442382,0.66519755,0.8325988,0.68636185,0.8431809,0.6628194,0.8314097,0.6785675,0.83928376
3155,0.66283286,0.8314164,0.5763068,0.7881534,0.5733292,0.7866646,0.49897426,0.74948716,0.60452515,0.80226254,0.5864693,0.79323465,0.49744105,0.7487205,0.58412516,0.7920626,0.5100114,0.7550057,0.52311015,0.7615551
3156,0.8095046,0.9047523,0.66375005,0.831875,0.6901629,0.84508145,0.613909,0.8069545,0.7174586,0.8587293,0.6980593,0.84902966,0.6022313,0.80111563,0.6837325,0.84186625,0.60051084,0.8002554,0.6649243,0.8324622
3157,0.75388616,0.8769431,0.6952413,0.8476206,0.7127804,0.85639024,0.65406847,0.82703424,0.7174489,0.8587245,0.75139755,0.8756988,0.6882739,0.84413695,0.72898054,0.8644903,0.70021284,0.8501064,0.7292406,0.8646203
3158,0.71629417,0.8581471,0.6513335,0.8256668,0.60038114,0.80019057,0.57237506,0.7861875,0.6487545,0.82437724,0.67163396,0.835817,0.61277854,0.8063893,0.6433016,0.8216508,0.5911225,0.79556125,0.60996103,0.8049805
3159,0.71547294,0.85773647,0.58642864,0.7932143,0.6060153,0.80300766,0.4849443,0.7424722,0.66000533,0.83000267,0.7499803,0.8749901,0.61572385,0.8078619,0.6616818,0.8308409,0.566862,0.783431,0.6548601,0.82743
3160,0.7243445,0.86217225,0.68478477,0.8423924,0.65383077,0.8269154,0.59630096,0.7981505,0.69716924,0.84858465,0.7360512,0.8680256,0.7022809,0.85114044,0.72037125,0.8601856,0.70546454,0.8527323,0.71847934,0.8592397
3161,0.7622665,0.88113326,0.70751286,0.8537564,0.69657266,0.84828633,0.6002003,0.80010015,0.72256327,0.86128163,0.6834705,0.84173524,0.59051394,0.795257,0.7009827,0.85049134,0.6185539,0.80927694,0.65068066,0.82534033
3162,0.7335732,0.8667866,0.65813506,0.8290675,0.6296364,0.8148182,0.6182996,0.8091498,0.66056204,0.830281,0.6914754,0.8457377,0.6139244,0.8069622,0.70107037,0.85053515,0.67555845,0.8377792,0.6861224,0.8430612
3186,0.79243654,0.8962183,0.7348211,0.86741054,0.68597317,0.8429866,0.64501536,0.8225077,0.76146317,0.8807316,0.7600539,0.88002694,0.70346236,0.8517312,0.7440239,0.87201196,0.68724257,0.84362125,0.74899435,0.8744972
3225,0.75001657,0.8750083,0.75358355,0.8767918,0.69708204,0.848541,0.6790546,0.8395273,0.70723355,0.8536168,0.6750774,0.8375387,0.6386932,0.8193466,0.7076522,0.8538261,0.6671697,0.83358485,0.66600144,0.8330007
3315,0.66070926,0.83035463,0.6054667,0.80273336,0.6115122,0.8057561,0.5502638,0.77513194,0.605542,0.802771,0.69719696,0.8485985,0.6085948,0.8042974,0.6603501,0.83017504,0.63679713,0.8183986,0.650789,0.8253945
3321,0.72366846,0.8618342,0.6813743,0.84068716,0.67702734,0.8385137,0.63994455,0.8199723,0.69414556,0.8470728,0.66017437,0.8300872,0.6052983,0.80264914,0.70649076,0.8532454,0.6127385,0.80636925,0.61874706,0.8093735
3332,0.70478123,0.85239065,0.6737913,0.83689564,0.7499,0.87495,0.6490225,0.8245113,0.6755156,0.8377578,0.6787168,0.8393584,0.56119776,0.7805989,0.6880726,0.84403634,0.66973364,0.8348668,0.6383418,0.8191709
5877,0.6505773,0.82528865,0.6989194,0.8494597,0.6004627,0.80023134,0.59828883,0.7991444,0.62227714,0.8111386,0.6023674,0.8011837,0.6010507,0.8005253,0.6239146,0.8119573,0.650552,0.825276,0.62553906,0.81276953
5981,0.8003047,0.9001523,0.69271135,0.8463557,0.7309097,0.86545485,0.66426337,0.8321317,0.72198033,0.86099017,0.6771425,0.83857125,0.60672414,0.8033621,0.6888276,0.84441376,0.6453998,0.8226999,0.6373887,0.81869435
6043,0.7572097,0.8786049,0.6598388,0.8299194,0.62747884,0.8137394,0.6090828,0.8045414,0.70497996,0.85248995,0.7347592,0.8673796,0.6741437,0.83707184,0.67988634,0.8399432,0.67795044,0.8389752,0.6908786,0.8454393
6078,0.7484743,0.8742372,0.65730506,0.8286525,0.6401776,0.8200888,0.59921515,0.7996076,0.7253258,0.8626629,0.67949784,0.8397489,0.592294,0.796147,0.65071297,0.8253565,0.6503357,0.8251679,0.6472485,0.82362425
6081,0.75134724,0.87567365,0.68384147,0.84192073,0.6472588,0.8236294,0.64202344,0.8210117,0.72786415,0.8639321,0.7830981,0.89154905,0.73350763,0.8667538,0.7193388,0.8596694,0.7446823,0.87234116,0.7687788,0.8843894
6082,0.72553253,0.86276627,0.62766194,0.813831,0.602762,0.801381,0.58420134,0.79210067,0.6944423,0.84722114,0.76402366,0.88201183,0.7042073,0.85210365,0.68922323,0.84461164,0.7159833,0.85799164,0.7228017,0.86140084
6090,0.6921607,0.84608036,0.62252873,0.8112644,0.6339413,0.81697065,0.6503494,0.8251747,0.6048308,0.8024154,0.617699,0.8088495,0.5896228,0.79481137,0.6529788,0.8264894,0.62930083,0.8146504,0.6298207,0.81491035
6127,0.75099516,0.8754976,0.71953356,0.8597668,0.7151878,0.8575939,0.59261674,0.7963084,0.7169823,0.8584912,0.7649343,0.88246715,0.6287577,0.81437886,0.74619484,0.8730974,0.6226424,0.8113212,0.67858565,0.8392928
6211,0.6843699,0.84218496,0.64647436,0.8232372,0.62002414,0.8100121,0.5359622,0.7679811,0.6434197,0.8217099,0.691852,0.845926,0.6410122,0.8205061,0.6577585,0.82887924,0.64730275,0.8236514,0.67017794,0.83508897
6213,0.73742604,0.868713,0.62365794,0.811829,0.5782063,0.78910315,0.58033633,0.79016817,0.6707295,0.83536476,0.68214107,0.84107053,0.6230236,0.8115118,0.64246136,0.82123065,0.6409719,0.82048595,0.65033627,0.82516813
6214,0.67654926,0.8382746,0.6168506,0.8084253,0.5826565,0.79132825,0.5340357,0.76701784,0.6035024,0.8017512,0.6317536,0.81587684,0.57499003,0.787495,0.5987969,0.7993984,0.6145262,0.80726314,0.58744323,0.7937216
6231,0.6946127,0.8473064,0.63573426,0.81786716,0.5858352,0.7929176,0.5678645,0.7839322,0.6166612,0.8083306,0.6217586,0.8108793,0.5747962,0.7873981,0.6269342,0.8134671,0.6102723,0.80513614,0.5918665,0.79593325
6232,0.7659211,0.88296056,0.7024232,0.8512116,0.7031354,0.8515677,0.6596293,0.8298147,0.6908025,0.8454013,0.7022724,0.8511362,0.63154304,0.8157715,0.70812696,0.8540635,0.66282624,0.83141315,0.69106424,0.8455321
6233,0.780219,0.89010954,0.7035214,0.8517607,0.7069004,0.8534502,0.59770876,0.79885435,0.7264191,0.86320955,0.75599265,0.8779963,0.63517284,0.8175864,0.7272831,0.86364156,0.66929114,0.83464557,0.6795852,0.8397926
6239,0.6344107,0.8172053,0.63106525,0.8155326,0.5892823,0.79464114,0.6137668,0.8068834,0.6163778,0.8081889,0.6669514,0.8334757,0.64191824,0.8209591,0.65209866,0.8260493,0.6946785,0.8473393,0.67877626,0.83938813
6240,0.7267867,0.8633933,0.67269003,0.836345,0.63886493,0.8194325,0.5670699,0.78353494,0.68777275,0.8438864,0.69728625,0.8486431,0.64737475,0.8236874,0.6581577,0.82907885,0.65697217,0.8284861,0.6628033,0.83140165
6254,0.6852671,0.84263355,0.71557593,0.85778797,0.61991525,0.8099576,0.6188445,0.80942225,0.6884847,0.84424233,0.6651599,0.83258,0.6601414,0.83007073,0.7040158,0.85200787,0.6461867,0.82309335,0.6870895,0.8435447
6255,0.633123,0.81656146,0.59559894,0.79779947,0.6168661,0.80843306,0.5039114,0.7519557,0.5948538,0.79742694,0.6208722,0.8104361,0.61226094,0.80613047,0.60083115,0.8004156,0.62337744,0.8116887,0.6268033,0.81340164
6342,0.6428844,0.8214422,0.6224921,0.81124604,0.5805106,0.7902553,0.5191926,0.7595963,0.6209745,0.8104873,0.6534754,0.8267377,0.617262,0.808631,0.6357881,0.81789404,0.598912,0.799456,0.61175257,0.80587626
7630,0.62425005,0.812125,0.699924,0.849962,0.5246752,0.76233757,0.6135913,0.80679566,0.6128267,0.80641335,0.59797823,0.7989891,0.61354107,0.80677056,0.66742826,0.8337141,0.67255795,0.836279,0.6762068,0.8381034
7654,0.64983,0.824915,0.6114314,0.8057157,0.5916762,0.7958381,0.5161785,0.75808924,0.5962146,0.79810727,0.63824224,0.8191211,0.55992675,0.7799634,0.5818653,0.79093266,0.58397293,0.79198647,0.58701897,0.7935095
8890,0.5862075,0.79310375,0.6170976,0.8085488,0.5855427,0.79277134,0.63633037,0.8181652,0.58250177,0.7912509,0.59072995,0.795365,0.5825634,0.7912817,0.6533916,0.8266958,0.6701304,0.8350652,0.6469886,0.8234943
8916,0.63325083,0.8166254,0.6271931,0.81359655,0.6301186,0.8150593,0.5491781,0.77458906,0.58296394,0.791482,0.5408962,0.7704481,0.5030169,0.7515085,0.5723355,0.78616774,0.5736357,0.78681785,0.5364606,0.7682303
9028,0.633771,0.8168855,0.632671,0.8163355,0.59476084,0.79738045,0.5922915,0.79614574,0.57044655,0.78522325,0.6051508,0.8025754,0.58860874,0.7943044,0.64764786,0.8238239,0.59476936,0.7973847,0.61970294,0.80985147
9066,0.73126185,0.8656309,0.63614416,0.8180721,0.60493207,0.80246603,0.5563419,0.77817094,0.65095544,0.8254777,0.63777703,0.81888855,0.5525383,0.77626914,0.6226762,0.81133807,0.6098909,0.80494547,0.6044583,0.80222917
9445,0.7070302,0.8535151,0.70668495,0.8533425,0.6439135,0.82195675,0.6396897,0.81984484,0.6848482,0.8424241,0.6861522,0.8430761,0.65997195,0.829986,0.70759475,0.8537974,0.7187554,0.85937774,0.712427,0.8562135
9542,0.71666825,0.8583341,0.72906286,0.8645314,0.6499932,0.8249966,0.7142063,0.8571031,0.69522905,0.8476145,0.63740623,0.8187031,0.6084742,0.8042371,0.709516,0.854758,0.67340463,0.83670235,0.6363066,0.81815326
9546,0.76776147,0.88388073,0.68222153,0.84111077,0.65392625,0.8269631,0.63167876,0.8158394,0.7036774,0.8518387,0.69684196,0.848421,0.6264056,0.8132028,0.7001151,0.85005754,0.6511343,0.8255671,0.6512316,0.82561576
9547,0.62930036,0.8146502,0.60341334,0.8017067,0.57543945,0.7877197,0.5684618,0.7842309,0.55438113,0.77719057,0.5622314,0.7811157,0.5402186,0.7701093,0.5844038,0.7922019,0.6022052,0.80110264,0.5655724,0.7827862
9583,0.70719695,0.8535985,0.70401824,0.8520091,0.63396156,0.8169808,0.6596134,0.8298067,0.6494269,0.82471347,0.6207951,0.8103975,0.6160192,0.8080096,0.6515533,0.82577664,0.664202,0.832101,0.59897166,0.7994858
9587,0.65738916,0.8286946,0.6536997,0.8268498,0.62135434,0.8106772,0.5458759,0.77293795,0.6074586,0.8037293,0.67338747,0.83669376,0.6107658,0.8053829,0.63547516,0.8177376,0.64483917,0.8224196,0.65681493,0.82840747
12037,0.7009673,0.85048366,0.7220976,0.8610488,0.67526495,0.8376325,0.62871206,0.814356,0.6739186,0.8369593,0.69402707,0.84701353,0.68017423,0.8400871,0.72514105,0.8625705,0.6963837,0.84819186,0.7037182,0.8518591
12116,0.6728174,0.83640873,0.6240922,0.8120461,0.6468693,0.82343465,0.5658326,0.7829163,0.6292326,0.8146163,0.6963051,0.8481525,0.626292,0.813146,0.660156,0.830078,0.6499584,0.8249792,0.6901405,0.84507024
12122,0.71939707,0.85969853,0.6203742,0.8101871,0.63966095,0.8198305,0.5431293,0.77156466,0.61831343,0.8091567,0.6665398,0.8332699,0.52965194,0.76482594,0.63271874,0.8163594,0.5838327,0.7919164,0.5925706,0.7962853
12124,0.7084601,0.85423005,0.64172214,0.8208611,0.6333973,0.8166987,0.59570944,0.7978547,0.6268354,0.8134177,0.72021747,0.86010873,0.63905823,0.8195291,0.66873574,0.8343679,0.65277946,0.82638973,0.6942505,0.8471253
12141,0.72626555,0.8631328,0.6163057,0.80815285,0.5836383,0.79181916,0.518302,0.759151,0.67208767,0.83604383,0.7518765,0.87593824,0.6695427,0.83477134,0.66237456,0.83118725,0.66231686,0.8311584,0.7027688,0.8513844
12143,0.7124773,0.85623866,0.709162,0.854581,0.6841371,0.84206855,0.59668803,0.798344,0.6771997,0.83859986,0.73213625,0.8660681,0.6346259,0.81731296,0.69928354,0.8496418,0.682407,0.8412035,0.7072604,0.8536302
12149,0.74013233,0.87006617,0.6953237,0.84766185,0.69655216,0.8482761,0.5636059,0.78180295,0.7072358,0.8536179,0.7374062,0.8687031,0.6773407,0.8386704,0.70883155,0.8544158,0.6585931,0.8292966,0.7086759,0.85433793
12161,0.62412393,0.81206197,0.56564116,0.7828206,0.5588083,0.77940416,0.5268432,0.7634216,0.5798807,0.78994036,0.66361165,0.8318058,0.5793201,0.78966004,0.60789037,0.8039452,0.6404746,0.8202373,0.63760024,0.8188001
12252,0.58310944,0.7915547,0.62551326,0.81275666,0.54024696,0.7701235,0.5884068,0.7942034,0.58922607,0.794613,0.57762694,0.7888135,0.5563395,0.77816975,0.6373874,0.8186937,0.6316632,0.8158316,0.6204784,0.8102392
12408,0.6347921,0.81739604,0.6539847,0.8269924,0.56559557,0.7827978,0.5609194,0.7804597,0.6304672,0.8152336,0.66634214,0.83317107,0.64853823,0.8242691,0.6455456,0.8227728,0.6316651,0.81583256,0.65994567,0.82997286
12409,0.71938217,0.8596911,0.65183085,0.82591546,0.5919341,0.79596704,0.5700645,0.7850323,0.6417055,0.82085276,0.6999099,0.84995496,0.6161729,0.80808645,0.6779829,0.83899146,0.6340519,0.81702596,0.67034185,0.8351709
12410,0.76756406,0.883782,0.74662113,0.87331057,0.7309152,0.8654576,0.6306419,0.81532097,0.7359358,0.8679679,0.7309792,0.8654896,0.6862098,0.8431049,0.740885,0.8704425,0.69162065,0.8458103,0.69362694,0.84681344
12418,0.7096548,0.8548274,0.67244494,0.83622247,0.6638263,0.8319131,0.6012877,0.80064386,0.6662005,0.83310026,0.70352423,0.8517621,0.6615503,0.83077514,0.7049383,0.85246915,0.6677105,0.8338553,0.68775773,0.84387887
12422,0.63108754,0.8155438,0.59294236,0.7964712,0.5879664,0.7939832,0.511426,0.755713,0.6164331,0.8082166,0.6357112,0.8178556,0.574856,0.787428,0.5853159,0.792658,0.6057409,0.80287045,0.6076941,0.8038471
12435,0.5642793,0.78213966,0.5478662,0.7739331,0.5299564,0.7649782,0.5202388,0.76011944,0.5165914,0.7582957,0.51702577,0.75851285,0.53211343,0.7660567,0.51508373,0.7575419,0.54120404,0.770602,0.5283384,0.7641692
12436,0.68732524,0.8436626,0.63815343,0.8190767,0.6155015,0.80775076,0.58022213,0.79011106,0.6353594,0.8176797,0.62943745,0.8147187,0.5765921,0.78829604,0.6613822,0.8306911,0.60795766,0.8039788,0.5951086,0.7975543
12437,0.6452664,0.8226332,0.64669526,0.8233476,0.6069555,0.80347776,0.5710001,0.78550005,0.6232492,0.8116246,0.6441184,0.8220592,0.64436424,0.8221821,0.6680299,0.83401495,0.6418973,0.82094866,0.65663236,0.8283162
12447,0.75947356,0.8797368,0.74613124,0.8730656,0.7056484,0.8528242,0.6901444,0.8450722,0.7297796,0.8648898,0.7362379,0.86811894,0.6763929,0.83819646,0.73762,0.86881,0.7262889,0.86314446,0.7163066,0.85815334
12448,0.8063085,0.90315425,0.7318804,0.8659402,0.7339617,0.86698085,0.6930945,0.84654725,0.7598959,0.87994796,0.7858163,0.89290816,0.69848424,0.8492421,0.78029954,0.8901498,0.75205946,0.87602973,0.7633879,0.88169396
12449,0.7076503,0.85382515,0.6171771,0.80858856,0.6389748,0.8194874,0.5773179,0.788659,0.6376809,0.81884044,0.7183677,0.85918385,0.5881021,0.79405105,0.6587329,0.82936645,0.65059936,0.8252997,0.64272577,0.82136285
12450,0.72451115,0.8622556,0.64221525,0.8211076,0.6310339,0.81551695,0.56571907,0.78285956,0.6694722,0.8347361,0.7182083,0.85910416,0.6560836,0.8280418,0.6722193,0.83610964,0.63343316,0.81671655,0.6734017,0.83670086
12451,0.7078092,0.8539046,0.639102,0.819551,0.6306143,0.81530714,0.50170314,0.7508516,0.6622994,0.8311497,0.67206955,0.8360348,0.5574086,0.7787043,0.610435,0.8052175,0.58578014,0.7928901,0.61670417,0.8083521
12452,0.75180256,0.8759013,0.6675762,0.8337881,0.65388185,0.8269409,0.58911157,0.7945558,0.6801,0.84005,0.70834506,0.8541725,0.6006103,0.8003051,0.6943059,0.84715295,0.6475785,0.82378924,0.6753733,0.83768666
