,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
98397,0.6553451,0.82767254,0.6427503,0.82137513,0.5772618,0.7886309,0.59114414,0.79557204,0.7079186,0.8539593,0.78164774,0.89082384,0.7657144,0.8828572,0.7679948,0.88399744,0.7810476,0.8905238,0.8198989,0.9099494
98398,0.657524,0.828762,0.60931814,0.80465907,0.57634413,0.78817207,0.56578207,0.78289104,0.6932547,0.84662735,0.7828872,0.8914436,0.69523,0.847615,0.7243693,0.86218464,0.74252695,0.8712635,0.7426605,0.87133026
98399,0.61819804,0.809099,0.5951023,0.79755116,0.5366231,0.76831156,0.54678226,0.7733911,0.6375713,0.81878567,0.72837305,0.8641865,0.69600236,0.8480012,0.67614603,0.838073,0.6960424,0.8480212,0.7042793,0.85213965
98400,0.61764765,0.8088238,0.61758184,0.8087909,0.5248818,0.7624409,0.6428151,0.82140756,0.6226996,0.8113498,0.62141013,0.81070507,0.6388496,0.8194248,0.6628062,0.83140314,0.7027502,0.8513751,0.66001296,0.8300065
98401,0.71834785,0.8591739,0.74659693,0.87329847,0.6514392,0.8257196,0.66604143,0.8330207,0.71624786,0.8581239,0.7658036,0.8829018,0.7154052,0.8577026,0.8297801,0.91489005,0.7799765,0.88998824,0.7834207,0.89171034
98402,0.7726424,0.8863212,0.7199795,0.85998976,0.69158435,0.8457922,0.6735009,0.83675045,0.7505218,0.8752609,0.8381685,0.91908425,0.72670233,0.86335117,0.8128593,0.90642965,0.79474324,0.89737165,0.8212615,0.91063076
1747,0.7704253,0.88521266,0.7054955,0.85274774,0.667366,0.833683,0.69653594,0.848268,0.7279254,0.8639627,0.7198583,0.85992914,0.683758,0.841879,0.7351012,0.8675506,0.7495396,0.8747698,0.7227629,0.8613814
1784,0.6446005,0.82230026,0.65620375,0.8281019,0.57979655,0.7898983,0.590034,0.795017,0.695233,0.8476165,0.6634253,0.83171266,0.6668268,0.83341336,0.68759453,0.84379727,0.70082486,0.8504124,0.6249189,0.81245947
2476,0.76577616,0.8828881,0.6668216,0.8334108,0.6850607,0.84253037,0.5971352,0.7985676,0.7570656,0.87853277,0.7478485,0.87392426,0.68371475,0.8418574,0.7300888,0.86504436,0.6401577,0.82007885,0.68847674,0.8442384
2515,0.781662,0.890831,0.71124357,0.8556218,0.6835027,0.84175134,0.64634097,0.8231705,0.73151743,0.8657587,0.7127718,0.8563859,0.65378296,0.8268915,0.6919398,0.8459699,0.6855643,0.84278214,0.69435227,0.84717613
2517,0.7382302,0.8691151,0.65168643,0.8258432,0.6814258,0.8407129,0.56612927,0.7830646,0.69189847,0.84594923,0.6576071,0.82880354,0.56476134,0.7823807,0.67019826,0.8350991,0.60379237,0.8018962,0.6068237,0.80341184
2529,0.73194766,0.86597383,0.6857931,0.8428966,0.6316542,0.81582713,0.5861252,0.79306257,0.7259107,0.86295533,0.67648804,0.838244,0.6768968,0.8384484,0.6758752,0.8379376,0.65708315,0.8285416,0.6894132,0.8447066
2538,0.7052797,0.85263985,0.6569255,0.8284627,0.6269058,0.8134529,0.63359666,0.8167983,0.635237,0.8176185,0.60384995,0.80192494,0.57155454,0.7857773,0.6485078,0.8242539,0.61138487,0.80569243,0.578019,0.7890095
2551,0.728701,0.8643505,0.71268594,0.856343,0.63393545,0.8169677,0.5662005,0.78310025,0.69966745,0.8498337,0.68847644,0.8442382,0.6266866,0.8133433,0.68469065,0.84234536,0.63970447,0.81985223,0.66343725,0.8317186
2553,0.7726389,0.88631946,0.7294142,0.8647071,0.7084187,0.85420936,0.65551084,0.82775545,0.73294675,0.8664734,0.71158314,0.85579157,0.66909724,0.8345486,0.7163209,0.85816044,0.69086003,0.84543,0.7000446,0.8500223
2554,0.6832295,0.8416147,0.6998659,0.8499329,0.61507726,0.8075386,0.6565358,0.82826793,0.68155086,0.84077543,0.7483074,0.87415373,0.701981,0.85099053,0.7472712,0.8736356,0.74866307,0.87433153,0.7632789,0.8816395
2555,0.68732804,0.84366405,0.6674181,0.83370906,0.6178678,0.8089339,0.6393515,0.81967574,0.6316012,0.8158006,0.6400086,0.82000434,0.61348873,0.80674434,0.6421795,0.82108974,0.65602756,0.8280138,0.64107054,0.8205353
2556,0.6458539,0.82292694,0.7149552,0.8574776,0.67581755,0.83790874,0.6374035,0.81870174,0.59184754,0.79592377,0.54462385,0.7723119,0.51441985,0.7572099,0.6473909,0.8236954,0.59268355,0.7963418,0.55240476,0.7762024
2577,0.76568174,0.8828409,0.7319087,0.86595434,0.6731963,0.83659816,0.61232567,0.80616283,0.7271105,0.86355525,0.73587203,0.867936,0.69392306,0.8469615,0.7020514,0.8510257,0.68446076,0.8422304,0.72090566,0.86045283
2582,0.77749604,0.88874805,0.7289763,0.8644881,0.71719456,0.8585973,0.61370814,0.80685407,0.7634801,0.8817401,0.8096852,0.9048426,0.71355635,0.85677814,0.7731687,0.88658434,0.7154013,0.85770065,0.7494036,0.8747018
2583,0.74076784,0.8703839,0.7551575,0.87757874,0.74289954,0.87144977,0.65107864,0.82553935,0.7384127,0.8692063,0.73656994,0.86828494,0.6880202,0.8440101,0.7525577,0.8762789,0.7086897,0.85434484,0.7154127,0.8577063
2584,0.7870934,0.8935467,0.71793586,0.8589679,0.6796131,0.83980656,0.6156907,0.80784535,0.7305987,0.86529934,0.7163979,0.85819894,0.6484871,0.82424355,0.7217239,0.86086196,0.6183511,0.80917555,0.65531486,0.82765746
2585,0.74045956,0.8702298,0.7099189,0.8549595,0.6497055,0.82485276,0.629653,0.8148265,0.6863923,0.84319615,0.72520757,0.8626038,0.66553223,0.8327661,0.7142004,0.8571002,0.6952535,0.84762675,0.71460974,0.8573049
2586,0.73982644,0.8699132,0.70593905,0.8529695,0.64162743,0.8208137,0.60741013,0.8037051,0.6779542,0.8389771,0.69598746,0.84799373,0.62057525,0.8102876,0.6758109,0.8379054,0.65708745,0.8285437,0.6550492,0.8275246
2587,0.6646265,0.83231324,0.5957308,0.7978654,0.6012819,0.80064094,0.5831834,0.7915917,0.5565659,0.77828294,0.57219565,0.7860978,0.50081754,0.75040877,0.6008047,0.80040234,0.56077766,0.78038883,0.54319024,0.7715951
2588,0.7216029,0.86080146,0.6809015,0.84045076,0.6133547,0.80667734,0.6437816,0.82189083,0.6257287,0.81286436,0.6279495,0.81397474,0.57786566,0.7889328,0.65925956,0.8296298,0.6606175,0.83030874,0.6249399,0.81246996
2589,0.7808831,0.89044154,0.6909805,0.8454902,0.67508703,0.8375435,0.6083091,0.8041545,0.71902996,0.85951495,0.7361871,0.86809355,0.6547711,0.82738554,0.71731496,0.8586575,0.6405703,0.82028514,0.6892277,0.84461385
2590,0.7581512,0.8790756,0.6962942,0.8481471,0.69191796,0.84595895,0.6443812,0.82219064,0.6975956,0.8487978,0.7268224,0.8634112,0.64365196,0.821826,0.70717734,0.8535887,0.6408367,0.82041836,0.68271947,0.84135973
2591,0.75129086,0.8756454,0.6694242,0.8347121,0.6331941,0.81659704,0.5793864,0.78969324,0.7261333,0.8630667,0.77245355,0.8862268,0.698787,0.8493935,0.6895219,0.84476095,0.6518792,0.8259396,0.7251621,0.862581
2592,0.77114856,0.8855743,0.7054931,0.85274655,0.7160465,0.8580233,0.6655538,0.8327769,0.72994626,0.8649731,0.6874095,0.84370476,0.60813856,0.8040693,0.7096647,0.85483235,0.6185015,0.8092507,0.6576761,0.82883805
2594,0.729527,0.8647635,0.6764481,0.83822405,0.6511357,0.82556784,0.6838912,0.8419456,0.69872046,0.8493602,0.67509747,0.83754873,0.6316138,0.81580687,0.6902207,0.84511036,0.6367749,0.81838745,0.6322112,0.8161056
2595,0.71242297,0.8562115,0.6747131,0.83735657,0.6326569,0.8163284,0.6297351,0.81486756,0.6507348,0.8253674,0.63418794,0.81709397,0.6129751,0.80648756,0.6661002,0.83305013,0.61884534,0.8094227,0.6210629,0.81053144
2597,0.7943747,0.89718735,0.6926863,0.84634316,0.7359618,0.8679809,0.6245961,0.81229806,0.74646497,0.8732325,0.78896904,0.8944845,0.68290246,0.8414512,0.7487743,0.87438715,0.68133223,0.8406661,0.7266774,0.8633387
2645,0.72042954,0.86021477,0.7138735,0.85693675,0.72201955,0.8610098,0.6458519,0.8229259,0.6771896,0.8385948,0.70509565,0.8525478,0.6426362,0.8213181,0.69759214,0.84879607,0.6673255,0.83366275,0.6840322,0.8420161
2654,0.75127006,0.875635,0.7020464,0.8510232,0.70723677,0.8536184,0.7038231,0.85191154,0.7155678,0.8577839,0.6758721,0.83793604,0.6174339,0.80871695,0.70807934,0.85403967,0.6298317,0.81491584,0.63740873,0.81870437
2655,0.75081986,0.87540996,0.70674753,0.85337377,0.6559368,0.82796836,0.6322148,0.8161074,0.69096076,0.8454804,0.724046,0.862023,0.6710061,0.83550304,0.7094531,0.85472655,0.6643336,0.8321668,0.70709133,0.85354567
2656,0.71527535,0.85763764,0.69233984,0.84616995,0.6206512,0.8103256,0.6171719,0.80858594,0.65524435,0.8276222,0.6883631,0.84418154,0.6136402,0.8068201,0.6971308,0.8485654,0.6486412,0.8243206,0.6279042,0.8139521
2657,0.675545,0.8377725,0.67134553,0.83567274,0.6402442,0.8201221,0.603328,0.801664,0.6749555,0.83747774,0.72059214,0.8602961,0.6186209,0.80931044,0.7488284,0.8744142,0.7495869,0.8747934,0.7221764,0.86108816
2658,0.7117255,0.85586274,0.6432476,0.8216238,0.62764734,0.8138237,0.6186279,0.80931395,0.61282337,0.8064117,0.60082567,0.80041283,0.48501062,0.7425053,0.6360352,0.8180176,0.5804436,0.7902218,0.5553492,0.77767456
2659,0.6297425,0.81487125,0.64071935,0.8203597,0.584869,0.7924345,0.57883567,0.78941786,0.60043937,0.80021966,0.59479916,0.7973996,0.61312497,0.8065625,0.6007587,0.80037934,0.6364149,0.81820744,0.6022357,0.80111784
2660,0.79270536,0.89635265,0.73381305,0.8669065,0.70769274,0.8538464,0.6684482,0.8342241,0.75520706,0.87760353,0.7420149,0.87100744,0.71621597,0.858108,0.7391627,0.86958134,0.70135105,0.8506755,0.72572595,0.86286294
2741,0.66779065,0.8338953,0.55564123,0.7778206,0.5471584,0.77357924,0.58363223,0.7918161,0.58374125,0.7918706,0.578559,0.78927946,0.5234728,0.7617364,0.55219257,0.7760963,0.5862658,0.7931329,0.55830765,0.7791538
2766,0.7509987,0.87549937,0.7998148,0.8999074,0.7145195,0.85725975,0.65157634,0.82578814,0.71830285,0.8591514,0.68584365,0.84292185,0.6343566,0.8171783,0.75674975,0.8783749,0.67879844,0.8393992,0.65582824,0.8279141
2793,0.7473464,0.8736732,0.75882506,0.87941253,0.63054657,0.8152733,0.6434992,0.82174957,0.69939923,0.8496996,0.6804838,0.8402419,0.66903985,0.8345199,0.7445257,0.87226284,0.7041267,0.85206336,0.7094401,0.85472006
2810,0.76443934,0.8822197,0.74632597,0.873163,0.69122744,0.8456137,0.64070994,0.82035494,0.6953211,0.84766054,0.6533868,0.8266934,0.5650563,0.78252816,0.7017388,0.8508694,0.6271832,0.8135916,0.59101224,0.7955061
2824,0.7014839,0.850742,0.7217345,0.86086726,0.65819585,0.8290979,0.67561543,0.8378077,0.7170054,0.8585027,0.65764046,0.8288202,0.6523261,0.82616305,0.72808015,0.8640401,0.71821547,0.85910773,0.68713653,0.84356827
3002,0.7404042,0.87020206,0.6840042,0.8420021,0.67936826,0.8396841,0.63154197,0.815771,0.69602454,0.84801227,0.691908,0.845954,0.68492043,0.8424602,0.69178057,0.8458903,0.67873,0.839365,0.7045561,0.85227805
3021,0.70627224,0.8531361,0.6765423,0.83827114,0.5956112,0.7978056,0.6072371,0.80361855,0.6495892,0.8247946,0.58615613,0.79307806,0.5864524,0.79322624,0.61933565,0.8096678,0.59785867,0.79892933,0.56597775,0.7829889
3093,0.7865576,0.89327884,0.73773515,0.8688676,0.69953215,0.8497661,0.652772,0.826386,0.7740346,0.8870173,0.76931536,0.8846577,0.7312109,0.8656055,0.7493276,0.87466383,0.7107282,0.8553641,0.75987864,0.8799393
3105,0.7849014,0.8924507,0.7466912,0.8733456,0.69847333,0.84923667,0.63753617,0.8187681,0.7460283,0.87301415,0.7603837,0.88019186,0.7465491,0.87327456,0.7322069,0.8661034,0.72109765,0.86054885,0.77452314,0.88726157
3113,0.6447114,0.8223557,0.5891539,0.79457694,0.5838824,0.79194117,0.54343426,0.77171713,0.591524,0.795762,0.65707034,0.8285352,0.58597434,0.79298717,0.61845195,0.809226,0.5880158,0.7940079,0.6247807,0.8123903
3118,0.75079536,0.8753977,0.6955528,0.8477764,0.6404136,0.82020676,0.62238157,0.8111908,0.7040815,0.85204077,0.74120677,0.8706034,0.68704665,0.8435233,0.714275,0.8571375,0.68654585,0.8432729,0.72329724,0.8616486
3120,0.6936946,0.8468473,0.69385123,0.8469256,0.6451975,0.82259876,0.63810706,0.81905353,0.64023536,0.8201177,0.62636924,0.8131846,0.5940813,0.79704064,0.67426354,0.83713174,0.63353705,0.8167685,0.6374651,0.81873256
3122,0.7999793,0.89998966,0.7349249,0.86746246,0.7026835,0.8513417,0.6433681,0.82168406,0.72441894,0.86220944,0.74790376,0.8739519,0.6546865,0.8273432,0.7442949,0.87214744,0.70564985,0.8528249,0.7192046,0.85960233
3123,0.7467575,0.87337875,0.6584922,0.8292461,0.6592194,0.8296097,0.59540355,0.7977018,0.68032026,0.84016013,0.7077712,0.8538856,0.622018,0.811009,0.7002182,0.8501091,0.65799344,0.8289967,0.6453198,0.8226599
3133,0.75764406,0.878822,0.6984142,0.8492071,0.6680967,0.8340484,0.6370481,0.81852406,0.6898043,0.84490216,0.73463213,0.86731607,0.6880066,0.8440033,0.73157716,0.8657886,0.6811109,0.8405554,0.70658916,0.8532946
3134,0.79876256,0.8993813,0.7260481,0.86302406,0.72337663,0.8616883,0.66408074,0.83204037,0.74911827,0.87455916,0.7457758,0.8728879,0.650093,0.82504654,0.7477933,0.87389666,0.6800947,0.84004736,0.6976509,0.84882545
3135,0.6846261,0.84231305,0.63145566,0.81572783,0.5885026,0.7942513,0.55374,0.77687,0.61587477,0.8079374,0.60989565,0.80494785,0.55523825,0.7776191,0.59898806,0.799494,0.5614462,0.7807231,0.57305306,0.78652656
3136,0.7767884,0.88839424,0.77836955,0.8891848,0.6749861,0.83749306,0.6361202,0.8180601,0.7599627,0.87998134,0.7621496,0.8810748,0.72709036,0.8635452,0.7766336,0.8883168,0.7241859,0.862093,0.7438697,0.8719349
3137,0.7694683,0.88473415,0.66675675,0.8333784,0.6568309,0.82841545,0.5968865,0.79844326,0.7017277,0.8508638,0.7371345,0.8685672,0.61268216,0.80634105,0.68568933,0.84284467,0.6482662,0.8241331,0.67663276,0.8383164
3138,0.7396551,0.8698275,0.6770007,0.8385004,0.69699514,0.84849757,0.6262487,0.81312436,0.6921085,0.84605426,0.7065995,0.85329974,0.6238048,0.8119024,0.6958517,0.84792584,0.63839716,0.8191986,0.6658556,0.8329278
3139,0.7374077,0.86870384,0.65532476,0.82766235,0.6652491,0.83262455,0.6076001,0.80380005,0.66391313,0.83195657,0.6893792,0.8446896,0.56576306,0.7828815,0.68756354,0.84378177,0.63035905,0.8151795,0.6399777,0.81998885
3140,0.6964761,0.84823805,0.60092884,0.8004644,0.57863057,0.7893153,0.5277251,0.76386255,0.652224,0.82611203,0.69654524,0.8482726,0.6352983,0.8176491,0.64033157,0.82016575,0.60083646,0.80041826,0.63523525,0.81761765
3141,0.70290184,0.8514509,0.69716907,0.84858453,0.62412953,0.81206477,0.58665854,0.79332924,0.6608275,0.83041376,0.67496324,0.8374816,0.5952728,0.7976364,0.6685624,0.8342812,0.6574249,0.82871246,0.67669845,0.8383492
3142,0.7933291,0.89666456,0.69589007,0.84794503,0.72577524,0.8628876,0.6259282,0.8129641,0.74511564,0.8725578,0.7791325,0.88956624,0.67358315,0.8367916,0.76168275,0.8808414,0.6935561,0.84677804,0.74188805,0.870944
3143,0.7788445,0.88942224,0.7042968,0.8521484,0.70864356,0.8543218,0.6638036,0.8319018,0.7064595,0.85322976,0.7309704,0.8654852,0.6670775,0.8335388,0.7195233,0.85976166,0.67474335,0.8373717,0.6996344,0.84981716
3144,0.7211895,0.86059475,0.658502,0.829251,0.68900067,0.8445003,0.57717913,0.7885896,0.68744373,0.84372187,0.68741846,0.84370923,0.5881388,0.7940694,0.71650785,0.85825396,0.62565666,0.8128283,0.6263124,0.8131562
3145,0.6762017,0.83810085,0.65929425,0.8296471,0.5918247,0.7959124,0.5968646,0.7984323,0.6438849,0.82194245,0.6200378,0.8100189,0.6261413,0.81307065,0.63077956,0.81538975,0.6167357,0.80836785,0.6034591,0.80172956
3146,0.7294956,0.86474776,0.6174924,0.8087462,0.63169783,0.81584895,0.57079387,0.78539693,0.682207,0.8411035,0.7423974,0.8711987,0.6311708,0.8155854,0.68231654,0.8411583,0.63488865,0.8174443,0.68666846,0.8433342
3147,0.7358929,0.86794645,0.67869043,0.8393452,0.6685343,0.83426714,0.6575147,0.82875735,0.6629789,0.83148944,0.6846491,0.84232455,0.5921956,0.79609776,0.7084703,0.8542352,0.66687644,0.8334382,0.65768445,0.8288422
3148,0.7083924,0.8541962,0.67442584,0.8372129,0.6771469,0.83857346,0.6012609,0.80063045,0.6742776,0.8371388,0.68689823,0.8434491,0.6436161,0.82180804,0.70081687,0.85040843,0.6630179,0.831509,0.6848918,0.8424459
3149,0.7397996,0.8698998,0.67549306,0.8377465,0.6419052,0.8209526,0.6264889,0.81324446,0.6691928,0.8345964,0.6761495,0.83807474,0.6262947,0.8131473,0.6634879,0.83174396,0.6244813,0.81224066,0.64695615,0.8234781
3150,0.78945565,0.8947278,0.65065515,0.8253276,0.68642133,0.8432107,0.6392746,0.8196373,0.6972239,0.84861195,0.75481915,0.8774096,0.6203941,0.81019706,0.716452,0.858226,0.63738286,0.81869143,0.69961894,0.84980947
3153,0.71187365,0.8559368,0.65155166,0.82577586,0.65997565,0.8299878,0.59982586,0.7999129,0.67797226,0.83898616,0.6761678,0.83808386,0.626024,0.813012,0.6758796,0.8379398,0.63268626,0.8163431,0.6463967,0.8231983
3155,0.7128812,0.8564406,0.6328115,0.8164058,0.58846426,0.79423213,0.5343892,0.7671946,0.63387,0.816935,0.6128106,0.8064053,0.56034046,0.7801702,0.6130804,0.8065402,0.54346347,0.77173173,0.57298934,0.7864947
3156,0.77030337,0.8851517,0.6334971,0.81674856,0.67618,0.83809,0.5944536,0.7972268,0.684451,0.8422255,0.7156021,0.8578011,0.5783871,0.7891935,0.68271273,0.8413564,0.59111536,0.7955577,0.6547757,0.8273878
3157,0.79606485,0.8980324,0.7036592,0.8518296,0.7151936,0.8575968,0.66137856,0.8306893,0.74032843,0.8701642,0.7606272,0.88031363,0.6541829,0.82709146,0.7319185,0.8659593,0.6737292,0.8368646,0.7106772,0.8553386
3158,0.67383516,0.8369176,0.59006155,0.7950308,0.5474692,0.77373457,0.53500843,0.7675042,0.593864,0.796932,0.62289894,0.81144947,0.5720277,0.78601384,0.6018013,0.80090064,0.55109525,0.7755476,0.57093847,0.78546923
3159,0.7510259,0.87551296,0.6460437,0.8230219,0.6722816,0.8361408,0.5579623,0.77898115,0.68857336,0.8442867,0.72041655,0.8602083,0.6111362,0.8055681,0.6998491,0.84992456,0.6032394,0.8016197,0.6670868,0.8335434
3160,0.7594657,0.87973285,0.7006014,0.85030067,0.67868686,0.8393434,0.62213415,0.8110671,0.71233857,0.8561693,0.73554814,0.86777407,0.6922534,0.8461267,0.7360004,0.8680002,0.67635745,0.83817875,0.7056365,0.85281825
3161,0.8101619,0.9050809,0.7533933,0.87669665,0.73232883,0.86616445,0.6548389,0.82741946,0.78058445,0.8902922,0.73666894,0.8683345,0.6510773,0.82553864,0.7517607,0.87588036,0.6833136,0.8416568,0.71854174,0.8592709
3162,0.7795081,0.88975406,0.6506871,0.82534355,0.6488295,0.82441473,0.59455645,0.7972782,0.7005997,0.85029984,0.74733216,0.87366605,0.65703386,0.82851696,0.7205813,0.86029065,0.6450292,0.8225146,0.6958493,0.84792465
3186,0.80531263,0.9026563,0.74091065,0.8704553,0.7019312,0.8509656,0.63851035,0.8192552,0.77932346,0.8896617,0.75373095,0.8768655,0.6823851,0.84119254,0.73740053,0.86870027,0.6741779,0.83708894,0.71937644,0.8596882
3225,0.75596976,0.8779849,0.7651104,0.8825552,0.6832486,0.84162426,0.6528194,0.8264097,0.7141367,0.85706836,0.6969992,0.8484996,0.6643009,0.83215046,0.7167528,0.8583764,0.6834972,0.8417486,0.6686318,0.8343159
3315,0.7329645,0.86648226,0.6854302,0.84271514,0.69229454,0.8461473,0.61405194,0.80702597,0.67471087,0.83735543,0.73171,0.865855,0.6379293,0.81896466,0.7188592,0.8594296,0.69425577,0.8471279,0.6878523,0.8439262
3321,0.7599809,0.87999046,0.70747584,0.85373795,0.675041,0.8375205,0.6145266,0.8072633,0.7163419,0.858171,0.7196224,0.8598112,0.6505066,0.8252533,0.7141068,0.8570534,0.6393297,0.81966484,0.6722105,0.8361052
3332,0.7528533,0.87642664,0.7020505,0.8510252,0.7402735,0.87013674,0.6547712,0.8273856,0.68328637,0.8416432,0.69028366,0.8451418,0.5813292,0.7906646,0.71075547,0.85537773,0.65044165,0.8252208,0.63020164,0.8151008
5877,0.6752231,0.83761156,0.7283688,0.8641844,0.64561504,0.82280755,0.62041426,0.8102071,0.66497576,0.8324879,0.65228045,0.8261402,0.6360928,0.8180464,0.6637347,0.83186734,0.6822237,0.84111184,0.669767,0.8348835
5981,0.7940688,0.8970344,0.7196419,0.85982096,0.7608671,0.88043356,0.6705456,0.8352728,0.7300798,0.86503994,0.69217753,0.84608877,0.6035123,0.80175614,0.72411996,0.86205995,0.67232466,0.8361623,0.6583755,0.82918775
6043,0.73480296,0.8674015,0.66140914,0.83070457,0.6086764,0.8043382,0.62189955,0.8109498,0.68742824,0.8437141,0.6978903,0.84894514,0.65836537,0.8291827,0.6557516,0.8278758,0.7011544,0.85057724,0.67682195,0.838411
6078,0.75578094,0.87789047,0.6736135,0.8368068,0.66645193,0.83322597,0.58440465,0.79220235,0.72555375,0.8627769,0.74670744,0.8733537,0.6651791,0.8325895,0.68965065,0.8448253,0.68667585,0.8433379,0.72256386,0.86128193
6081,0.7824595,0.89122975,0.6947756,0.8473878,0.67889583,0.8394479,0.66301024,0.8315051,0.7419493,0.87097466,0.775463,0.8877315,0.7275197,0.8637599,0.7398194,0.8699097,0.731508,0.865754,0.7282692,0.8641346
