,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98388,0.72941935,0.8647097,0.6973802,0.8486901,0.61910915,0.8095546,0.6479721,0.82398605,0.7469572,0.8734786,0.8413336,0.9206668,0.7546497,0.8773248,0.8129882,0.90649414,0.7496275,0.87481374,0.80774724,0.9038736
98389,0.7090304,0.8545152,0.6874822,0.84374106,0.63055325,0.8152766,0.6427257,0.82136285,0.7519332,0.8759666,0.8531405,0.92657024,0.7820358,0.8910179,0.8198659,0.909933,0.7730113,0.88650566,0.8608667,0.9304334
98390,0.62555546,0.81277776,0.5694244,0.7847122,0.5302703,0.76513517,0.6745318,0.8372659,0.6200354,0.8100177,0.7300492,0.86502457,0.6371339,0.8185669,0.69401646,0.8470082,0.69518733,0.84759367,0.7215061,0.86075306
98391,0.5748185,0.78740925,0.5509616,0.7754808,0.5207695,0.76038474,0.5260148,0.7630074,0.6263428,0.8131714,0.75818336,0.8790917,0.7139877,0.85699385,0.6783619,0.83918095,0.7091694,0.8545847,0.7570144,0.8785072
98392,0.66734946,0.8336747,0.624698,0.81234896,0.57983637,0.7899182,0.67967117,0.8398356,0.61975145,0.8098757,0.72338283,0.8616914,0.64932644,0.8246632,0.7533215,0.87666076,0.7494889,0.8747444,0.75251496,0.8762575
98393,0.70208687,0.85104346,0.6833497,0.84167486,0.5969974,0.7984987,0.63115835,0.8155792,0.7094792,0.8547396,0.77471375,0.8873569,0.7408943,0.87044716,0.76276994,0.88138497,0.7871107,0.89355534,0.7872566,0.8936283
98394,0.5726681,0.78633404,0.54861194,0.77430594,0.4909327,0.74546635,0.50890654,0.7544533,0.6165632,0.8082816,0.70787203,0.853936,0.6913643,0.84568214,0.67687213,0.83843607,0.7214949,0.86074746,0.7429415,0.87147075
98395,0.72389686,0.86194843,0.6557819,0.827891,0.6319667,0.81598336,0.58086354,0.79043174,0.7593928,0.87969637,0.89715004,0.948575,0.77196246,0.8859812,0.8210742,0.9105371,0.77173126,0.8858656,0.84845614,0.9242281
98396,0.6097332,0.8048666,0.6225687,0.81128436,0.5369264,0.7684632,0.6224108,0.8112054,0.6755167,0.83775836,0.7487899,0.87439495,0.73727566,0.8686378,0.7670358,0.88351786,0.73625803,0.868129,0.7992651,0.8996326
98397,0.65054333,0.82527167,0.63801384,0.8190069,0.5568398,0.7784199,0.57396805,0.786984,0.6967567,0.84837836,0.7947515,0.89737576,0.76346725,0.88173366,0.7455839,0.87279195,0.78180635,0.8909032,0.8095139,0.90475696
98398,0.675542,0.837771,0.613806,0.806903,0.5804932,0.7902466,0.541909,0.7709545,0.72211444,0.8610572,0.84035164,0.9201758,0.7211306,0.8605653,0.7624172,0.8812086,0.74985707,0.87492853,0.77854145,0.8892707
98399,0.5482975,0.77414876,0.52842295,0.7642115,0.46869177,0.7343459,0.48673844,0.7433692,0.56341064,0.7817053,0.60573685,0.8028684,0.5966455,0.79832274,0.58998334,0.7949917,0.6060014,0.8030007,0.5927542,0.79637706
98400,0.58156216,0.7907811,0.5821314,0.7910657,0.5171976,0.7585988,0.60385144,0.8019257,0.594172,0.797086,0.5979074,0.7989537,0.6011785,0.80058926,0.63221276,0.8161064,0.69674534,0.8483727,0.6381817,0.81909084
98401,0.63579977,0.8178999,0.67285657,0.8364283,0.57856333,0.78928167,0.5914438,0.7957219,0.622219,0.81110954,0.68061495,0.8403075,0.66293293,0.83146644,0.7556747,0.87783736,0.7267512,0.8633756,0.70834315,0.8541716
98402,0.75761473,0.87880737,0.6992929,0.84964645,0.67554265,0.8377713,0.6519388,0.8259694,0.7559187,0.8779594,0.86216044,0.9310802,0.76648843,0.8832442,0.81376016,0.9068801,0.79143876,0.8957194,0.8585023,0.9292512
1747,0.7385221,0.869261,0.65313566,0.8265678,0.60434365,0.8021718,0.6519296,0.8259648,0.70462406,0.852312,0.7249291,0.86246455,0.70509386,0.85254693,0.7227479,0.86137396,0.73501945,0.8675097,0.7355009,0.8677504
1784,0.5618179,0.78090894,0.6101492,0.8050746,0.52243245,0.7612162,0.56273293,0.78136647,0.6097371,0.8048686,0.56158483,0.7807924,0.61876583,0.8093829,0.6073779,0.80368894,0.66351485,0.8317574,0.56067705,0.7803385
2476,0.7429193,0.87145966,0.65498203,0.82749104,0.65634,0.82817,0.58801985,0.7940099,0.70333266,0.85166633,0.7293285,0.86466426,0.6502534,0.8251267,0.6976861,0.84884304,0.620644,0.810322,0.674484,0.837242
2515,0.78640246,0.89320123,0.70340586,0.8517029,0.69785655,0.8489283,0.6210562,0.8105281,0.7428517,0.87142587,0.7454129,0.8727064,0.6613195,0.83065975,0.71955603,0.85977805,0.688442,0.844221,0.7157319,0.8578659
2517,0.74464446,0.8723222,0.6770536,0.8385268,0.69649583,0.8482479,0.5876478,0.7938239,0.7040479,0.85202396,0.6507538,0.82537687,0.5732119,0.78660595,0.68808746,0.84404373,0.6334611,0.81673056,0.63787186,0.81893593
2529,0.7709843,0.88549215,0.6571567,0.82857835,0.65193856,0.8259693,0.58489096,0.7924455,0.719463,0.8597315,0.73903143,0.8695157,0.67746425,0.8387321,0.70594925,0.85297465,0.6362796,0.8181398,0.70530415,0.8526521
2538,0.73204553,0.86602277,0.6756811,0.83784056,0.6489288,0.82446444,0.6268606,0.8134303,0.66663855,0.8333193,0.6651027,0.83255136,0.5983424,0.7991712,0.6885845,0.8442923,0.63879037,0.8193952,0.6407269,0.82036346
2551,0.72217816,0.8610891,0.69952303,0.8497615,0.65486336,0.8274317,0.5571979,0.77859896,0.695722,0.847861,0.7204145,0.86020726,0.6466743,0.82333714,0.69463557,0.8473178,0.66728795,0.833644,0.6933733,0.84668666
2553,0.8094379,0.90471894,0.7154503,0.85772514,0.69385016,0.8469251,0.65948546,0.8297427,0.7666017,0.88330084,0.7856359,0.892818,0.73180115,0.8659006,0.7491209,0.8745605,0.7030587,0.85152936,0.75468135,0.8773407
2554,0.6998763,0.84993815,0.6695541,0.83477706,0.63395536,0.8169777,0.6374228,0.8187114,0.6462593,0.82312965,0.6726396,0.8363198,0.5894053,0.79470265,0.6982564,0.8491282,0.63919324,0.81959665,0.65088415,0.8254421
2555,0.7195365,0.8597683,0.65181565,0.8259078,0.6110761,0.80553806,0.58747244,0.7937362,0.6462115,0.82310575,0.6660241,0.83301204,0.5912627,0.79563135,0.6593574,0.8296787,0.6466837,0.82334185,0.6377259,0.8188629
2556,0.7530141,0.87650704,0.7598867,0.8799434,0.74606395,0.873032,0.6726836,0.8363418,0.69998205,0.849991,0.7000793,0.85003966,0.628302,0.814151,0.74537736,0.87268865,0.70158994,0.850795,0.69085205,0.845426
2577,0.78638166,0.89319086,0.7176032,0.8588016,0.69200206,0.846001,0.64305866,0.8215293,0.7258184,0.8629092,0.742113,0.8710565,0.6808775,0.8404387,0.7155303,0.85776514,0.6803988,0.8401994,0.71882594,0.85941297
2582,0.72750974,0.86375487,0.67873335,0.8393667,0.6820242,0.8410121,0.6150919,0.80754596,0.7027352,0.8513676,0.7423666,0.8711833,0.6723554,0.8361777,0.72081673,0.86040837,0.6878458,0.8439229,0.7086035,0.85430175
2583,0.738293,0.86914647,0.73293483,0.8664674,0.7115446,0.85577226,0.6163509,0.80817544,0.72423434,0.8621172,0.7526742,0.8763371,0.69096756,0.8454838,0.7313464,0.8656732,0.67866606,0.83933306,0.72450334,0.86225164
2584,0.78141844,0.8907092,0.6742722,0.8371361,0.6682547,0.8341273,0.5889826,0.7944913,0.72050786,0.86025393,0.76110613,0.88055307,0.63742805,0.818714,0.73001444,0.8650072,0.62758934,0.8137947,0.68607694,0.84303844
2585,0.68273747,0.84136873,0.6661576,0.8330788,0.60169286,0.80084646,0.5992949,0.79964745,0.64632344,0.8231617,0.6858014,0.8429007,0.6467072,0.8233536,0.6891585,0.8445792,0.66980803,0.834904,0.690533,0.84526646
2586,0.7396591,0.86982954,0.68748134,0.8437407,0.6424202,0.8212101,0.62396157,0.8119808,0.6339073,0.81695366,0.65728736,0.8286437,0.58067775,0.7903389,0.66046464,0.8302323,0.6321917,0.8160958,0.6132597,0.80662984
2587,0.6597972,0.8298986,0.6497234,0.8248617,0.6388769,0.81943846,0.589555,0.7947775,0.62066686,0.81033343,0.5904312,0.7952156,0.57090175,0.7854509,0.64526457,0.8226323,0.6006843,0.80034214,0.5633894,0.7816947
2588,0.6887864,0.8443932,0.68296635,0.8414832,0.6173624,0.8086812,0.6655585,0.8327793,0.59441,0.797205,0.55848706,0.7792435,0.5457818,0.7728909,0.6524832,0.8262416,0.640901,0.82045054,0.5753553,0.78767765
2589,0.7650043,0.88250214,0.6876719,0.84383595,0.6708548,0.8354274,0.5892595,0.79462975,0.71972793,0.859864,0.7638811,0.88194054,0.6638738,0.8319369,0.73179305,0.8658965,0.64766145,0.8238307,0.7184477,0.85922384
2590,0.73758674,0.86879337,0.67251855,0.83625925,0.66168606,0.83084303,0.6094011,0.80470055,0.6677853,0.83389264,0.7106123,0.85530615,0.62884593,0.81442297,0.6872524,0.8436262,0.64379954,0.8218998,0.6717407,0.8358704
2591,0.7665623,0.8832811,0.6828145,0.84140724,0.65640795,0.828204,0.5994979,0.79974896,0.72522926,0.86261463,0.77645004,0.888225,0.6770789,0.8385395,0.7171862,0.8585931,0.66178894,0.8308945,0.72715354,0.86357677
2592,0.7070439,0.85352194,0.65347195,0.826736,0.6506238,0.8253119,0.6028869,0.80144346,0.6661552,0.8330776,0.6486982,0.8243491,0.5418281,0.7709141,0.64073837,0.8203692,0.56555074,0.7827754,0.60768235,0.8038412
2594,0.6986903,0.84934515,0.6361842,0.8180921,0.63090897,0.8154545,0.6250479,0.81252396,0.661164,0.830582,0.6598247,0.82991236,0.59459484,0.7972974,0.651321,0.82566047,0.5880021,0.79400104,0.60086745,0.80043375
2595,0.6768054,0.8384027,0.65665114,0.82832557,0.63917905,0.8195895,0.6124159,0.80620795,0.62651277,0.8132564,0.64362997,0.821815,0.6050859,0.8025429,0.67427945,0.8371397,0.63244414,0.8162221,0.63757515,0.8187876
2597,0.79610753,0.89805377,0.6660993,0.83304965,0.73533964,0.8676698,0.5921266,0.7960633,0.7284788,0.8642394,0.79391676,0.89695835,0.65373534,0.8268677,0.73451436,0.8672572,0.6534653,0.82673264,0.72195303,0.8609765
2645,0.70747316,0.8537366,0.7217751,0.8608875,0.71783304,0.8589165,0.64928824,0.8246441,0.66606224,0.8330311,0.67556524,0.8377826,0.63238156,0.8161908,0.70045555,0.8502278,0.6938962,0.8469481,0.6782165,0.8391082
2654,0.71701086,0.8585054,0.6790123,0.83950615,0.6553433,0.82767165,0.6852505,0.84262526,0.6470252,0.8235126,0.6078209,0.8039105,0.57274544,0.7863727,0.65860605,0.829303,0.6061969,0.80309844,0.60329354,0.80164677
2655,0.7740636,0.8870318,0.7188075,0.8594037,0.6951838,0.8475919,0.6279491,0.81397456,0.72502184,0.8625109,0.7554794,0.87773967,0.68438923,0.8421946,0.74762547,0.87381274,0.67820644,0.8391032,0.72339916,0.8616996
2656,0.73802316,0.8690116,0.7307502,0.8653751,0.6804676,0.8402338,0.63957113,0.8197856,0.6690937,0.83454686,0.6922549,0.84612745,0.6446966,0.8223483,0.7162994,0.8581497,0.6692075,0.8346038,0.65867674,0.8293384
2657,0.6691989,0.83459944,0.64715147,0.82357574,0.61733896,0.80866945,0.5837078,0.7918539,0.6552671,0.82763356,0.713139,0.8565695,0.6204373,0.8102187,0.7412938,0.8706469,0.74433315,0.8721666,0.7060344,0.8530172
2658,0.70428956,0.8521448,0.6236297,0.81181484,0.6243171,0.8121586,0.6197517,0.80987585,0.62430173,0.81215084,0.62079406,0.810397,0.49989867,0.74994934,0.64463437,0.8223172,0.60517216,0.8025861,0.5688117,0.7844058
2659,0.67628825,0.8381441,0.65221685,0.82610846,0.61218774,0.8060939,0.56164,0.78082,0.63969123,0.8198456,0.7076645,0.85383224,0.6756643,0.83783215,0.6513533,0.8256767,0.6689776,0.8344888,0.700251,0.8501255
2660,0.76246715,0.8812336,0.71590793,0.85795397,0.6881704,0.8440852,0.64861727,0.82430863,0.7042585,0.8521292,0.70209897,0.8510495,0.68720734,0.8436037,0.7097155,0.85485774,0.685393,0.8426965,0.7031426,0.8515713
2741,0.64758515,0.8237926,0.5797126,0.7898563,0.55021405,0.775107,0.59916013,0.7995801,0.56045043,0.7802252,0.52689236,0.7634462,0.50584054,0.75292027,0.5283724,0.7641862,0.5491939,0.7745969,0.52108145,0.7605407
2766,0.7520071,0.87600356,0.7892491,0.8946246,0.7108709,0.8554355,0.6623211,0.83116055,0.71012163,0.8550608,0.71900463,0.8595023,0.6564833,0.82824165,0.7696221,0.88481104,0.7015141,0.85075706,0.6930009,0.84650046
2793,0.73600745,0.8680037,0.7722471,0.88612354,0.6421273,0.82106364,0.6200429,0.81002146,0.7195476,0.8597738,0.702731,0.8513655,0.68740314,0.8437016,0.7564974,0.8782487,0.68404067,0.84202033,0.7031634,0.8515817
2810,0.67633903,0.8381695,0.700188,0.85009396,0.64880764,0.8244038,0.59179085,0.79589546,0.60475063,0.8023753,0.5576764,0.77883816,0.49810484,0.7490524,0.6604948,0.8302474,0.57569206,0.787846,0.50901985,0.7545099
2824,0.69121337,0.8456067,0.7215457,0.86077285,0.66965675,0.8348284,0.6601835,0.8300917,0.7004435,0.85022175,0.6518191,0.82590955,0.63070583,0.8153529,0.7059727,0.85298634,0.70659256,0.8532963,0.70423913,0.85211957
3002,0.74439764,0.8721988,0.68379366,0.84189683,0.66291773,0.83145887,0.65045,0.825225,0.67338955,0.8366948,0.67670125,0.83835065,0.6772284,0.8386142,0.6749425,0.83747125,0.6736583,0.8368292,0.6928297,0.84641486
3021,0.7290224,0.8645112,0.66870683,0.83435345,0.61298966,0.80649483,0.5801039,0.79005194,0.67636555,0.8381828,0.6375598,0.8187799,0.60849273,0.80424637,0.6338788,0.8169394,0.5943618,0.7971809,0.5947618,0.7973809
3093,0.76636183,0.8831809,0.7290015,0.86450076,0.6770202,0.8385101,0.65470165,0.82735085,0.7551977,0.8775989,0.7329854,0.8664927,0.724656,0.862328,0.72818005,0.86409,0.681582,0.840791,0.71811604,0.859058
3105,0.8092072,0.9046036,0.7537788,0.8768894,0.71948147,0.85974073,0.66364574,0.8318229,0.74005497,0.8700275,0.74470437,0.8723522,0.708164,0.854082,0.7301326,0.8650663,0.70354354,0.8517718,0.7454375,0.87271875
3113,0.65887696,0.82943845,0.6118022,0.8059011,0.6013073,0.80065364,0.5773168,0.7886584,0.588549,0.7942745,0.6548744,0.82743716,0.5707494,0.7853747,0.63398606,0.816993,0.604292,0.80214596,0.63891816,0.8194591
3118,0.6931167,0.84655833,0.66617143,0.8330857,0.6085388,0.80426943,0.5847448,0.7923724,0.684724,0.842362,0.67099595,0.835498,0.63984674,0.8199234,0.6832434,0.8416217,0.6769811,0.83849055,0.6746359,0.83731794
3120,0.6562114,0.8281057,0.65151525,0.8257576,0.59916747,0.79958373,0.61242604,0.806213,0.6080289,0.80401444,0.63453686,0.81726843,0.59238136,0.7961907,0.657153,0.8285765,0.6336662,0.81683314,0.6335665,0.81678325
3122,0.8006506,0.9003253,0.7208384,0.8604192,0.700541,0.8502705,0.6226975,0.81134874,0.75044763,0.8752238,0.7709515,0.88547575,0.6931326,0.8465663,0.7487858,0.87439287,0.71681666,0.85840833,0.7546816,0.8773408
3123,0.70146286,0.85073143,0.6774883,0.83874416,0.6628314,0.8314157,0.60710895,0.8035545,0.69648325,0.8482416,0.73670506,0.86835253,0.7054174,0.8527087,0.717309,0.8586545,0.71285784,0.8564289,0.7301397,0.86506987
3133,0.7581924,0.8790962,0.666474,0.833237,0.6571065,0.82855326,0.5938393,0.79691964,0.70862293,0.85431147,0.77529323,0.8876466,0.69900745,0.84950376,0.74148405,0.870742,0.66123235,0.8306162,0.72722137,0.8636107
3134,0.7863004,0.8931502,0.6819936,0.8409968,0.70817673,0.85408837,0.5953625,0.7976812,0.7217604,0.8608802,0.788684,0.894342,0.6401353,0.82006764,0.7306999,0.86534995,0.6744963,0.83724815,0.723513,0.8617565
3135,0.7469994,0.8734997,0.7160742,0.8580371,0.7089331,0.85446656,0.6271052,0.8135526,0.7007095,0.8503548,0.69573414,0.8478671,0.62182003,0.81091,0.70937455,0.8546873,0.64125204,0.820626,0.64752924,0.8237646
3136,0.7742923,0.8871461,0.7171121,0.85855603,0.66942203,0.834711,0.60264385,0.8013219,0.73586166,0.8679308,0.76998436,0.8849922,0.6597883,0.8298942,0.757532,0.878766,0.68866765,0.8443338,0.72838783,0.8641939
3137,0.7668512,0.8834256,0.65966415,0.8298321,0.6625907,0.8312954,0.5911126,0.7955563,0.6944211,0.8472105,0.729413,0.8647065,0.6367558,0.8183779,0.6984712,0.8492356,0.6160152,0.8080076,0.6664727,0.83323634
3138,0.7449879,0.872494,0.6662376,0.8331188,0.6819303,0.84096515,0.6236222,0.8118111,0.67973363,0.8398668,0.7269181,0.86345905,0.6433613,0.82168067,0.6993076,0.84965384,0.6550082,0.8275041,0.69529694,0.8476485
3139,0.75463235,0.8773162,0.6725781,0.83628905,0.68209505,0.8410475,0.6249843,0.81249213,0.68950814,0.8447541,0.71880144,0.85940075,0.5943229,0.79716146,0.72280025,0.8614001,0.6450614,0.8225307,0.65999466,0.8299973
3140,0.7277972,0.86389863,0.6347759,0.81738794,0.63641816,0.81820905,0.5832568,0.79162836,0.6594721,0.82973605,0.7286527,0.86432636,0.640881,0.82044053,0.6894966,0.84474826,0.62785995,0.81393,0.6705146,0.8352573
3141,0.5589485,0.77947426,0.58416,0.79208,0.565169,0.7825845,0.4990098,0.7495049,0.50259674,0.75129837,0.5373418,0.7686709,0.46248972,0.73124486,0.5607659,0.780383,0.5403367,0.77016836,0.5330112,0.7665056
3142,0.77088654,0.8854433,0.67818546,0.83909273,0.7084935,0.85424674,0.6181494,0.8090747,0.72049665,0.8602483,0.7783797,0.88918984,0.66237795,0.831189,0.7475567,0.87377834,0.6941456,0.84707284,0.72558653,0.86279327
3143,0.75489235,0.8774462,0.65417176,0.82708585,0.65571916,0.8278596,0.5848926,0.79244626,0.6979364,0.8489682,0.7328873,0.86644363,0.6351999,0.81759995,0.7021596,0.8510798,0.64480984,0.8224049,0.68512046,0.84256023
3144,0.6829444,0.8414722,0.64431065,0.82215536,0.68944097,0.8447205,0.56295985,0.78147995,0.67986345,0.8399317,0.7026851,0.85134256,0.6078189,0.8039094,0.71753335,0.8587667,0.6340676,0.81703377,0.637573,0.8187865
3145,0.7429547,0.87147737,0.6809008,0.8404504,0.6644589,0.83222944,0.62012994,0.810065,0.69797695,0.8489885,0.69908476,0.8495424,0.6584313,0.82921565,0.691115,0.8455575,0.65104127,0.82552063,0.6726203,0.83631015
3146,0.7214668,0.8607334,0.6591269,0.82956344,0.6683895,0.8341948,0.5937443,0.79687214,0.68382466,0.8419123,0.70976627,0.85488313,0.6318784,0.8159392,0.6914065,0.84570324,0.6420015,0.82100075,0.65705025,0.8285251
3147,0.7075963,0.85379815,0.6612786,0.8306393,0.6064007,0.80320036,0.6369029,0.81845146,0.66076946,0.83038473,0.713755,0.8568775,0.65943134,0.82971567,0.71429586,0.85714793,0.69348884,0.8467444,0.7006265,0.85031325
3148,0.7646326,0.8823163,0.6719354,0.83596766,0.66251135,0.8312557,0.58367014,0.79183507,0.720281,0.8601405,0.77332205,0.88666105,0.69574857,0.8478743,0.7299855,0.86499274,0.6653605,0.8326802,0.7385086,0.8692543
3149,0.7288526,0.8644263,0.6628503,0.8314252,0.6387929,0.81939644,0.62376195,0.81188095,0.6641249,0.8320625,0.6918812,0.8459406,0.63883007,0.81941503,0.68114895,0.8405745,0.62228,0.81114,0.6512934,0.8256467
3150,0.76279914,0.8813996,0.6392193,0.81960964,0.653895,0.8269475,0.60492647,0.80246323,0.6685948,0.8342974,0.7437053,0.87185264,0.60160637,0.8008032,0.7009175,0.85045874,0.6280012,0.8140006,0.675738,0.837869
3153,0.7111739,0.85558695,0.6689411,0.8344705,0.65783274,0.8289164,0.601843,0.8009215,0.6819862,0.8409931,0.67027444,0.83513725,0.6219218,0.8109609,0.67174757,0.8358738,0.6443536,0.8221768,0.6488497,0.82442486
3155,0.6737981,0.83689904,0.6049334,0.8024667,0.6099439,0.80497193,0.4958493,0.7479247,0.601892,0.800946,0.5900774,0.7950387,0.52544385,0.7627219,0.5807866,0.7903933,0.50675434,0.7533772,0.5385626,0.76928127
3156,0.7791821,0.88959104,0.6144024,0.8072012,0.6368869,0.8184434,0.5572794,0.7786397,0.702838,0.851419,0.73481834,0.86740917,0.5932261,0.79661304,0.6737286,0.8368643,0.5786052,0.7893026,0.65882313,0.82941157
3157,0.769072,0.884536,0.6616467,0.83082336,0.70343375,0.8517169,0.63612986,0.8180649,0.6903664,0.8451832,0.71397614,0.8569881,0.6140636,0.8070318,0.7095349,0.85476744,0.6305307,0.81526536,0.69037753,0.84518874
3158,0.7297938,0.8648969,0.6344277,0.8172139,0.59672916,0.7983646,0.5806499,0.7903249,0.6525471,0.82627356,0.68970686,0.8448534,0.6096934,0.8048467,0.6524428,0.8262214,0.6041944,0.8020972,0.6323664,0.8161832
3159,0.77546513,0.88773257,0.677146,0.838573,0.68018997,0.840095,0.58894694,0.79447347,0.7156143,0.85780716,0.7946287,0.8973143,0.6855612,0.8427806,0.7475365,0.8737682,0.683604,0.841802,0.7533812,0.8766906
3160,0.7706839,0.88534194,0.7044741,0.85223705,0.69638276,0.8481914,0.6489063,0.8244531,0.7068908,0.8534454,0.70349944,0.8517497,0.6496124,0.8248062,0.72471285,0.8623564,0.65033317,0.8251666,0.66839886,0.8341994
3161,0.8111942,0.9055971,0.7394055,0.86970276,0.73083,0.865415,0.6326195,0.81630975,0.765424,0.882712,0.74502486,0.87251246,0.6618056,0.8309028,0.73463756,0.86731875,0.66199154,0.8309958,0.7071215,0.85356075
