id,Clean_Deepseek_V3
77,"Professional Summary  
Highly motivated and detail-oriented professional with a strong foundation in project management methodologies, including Agile (Scrum, Kanban) and proficiency in Atlassian Jira. Completed multiple online courses in Project Management Foundations and Agile Project Management. Proven experience in event management, team management, and multitasking, with advanced English language skills. Eager to transition into project management roles, offering flexibility, strong communication, problem-solving abilities, and a commitment to continuous learning. Open to remote opportunities based in Yerevan, Armenia.  
Skills  
- Project Management Methodologies: Agile (Scrum, Kanban)  
- Tools: Atlassian Jira  
- Event Management  
- Team Management  
- Detail-Oriented  
- Multitasking  
- Problem Solving  
- Strong Communication Skills  
- Advanced English Proficiency  
Education & Certifications  
- Project Management Foundations (Online Course)  
- Agile Project Management (Online Course)  
- Atlassian Jira (Online Course)  
Professional Experience  
Event Management Professional  
- Successfully planned and executed multiple events, demonstrating strong organizational and multitasking skills.  
- Managed teams to ensure seamless event coordination and delivery.  
- Applied problem-solving skills to address challenges and ensure successful outcomes.  
Additional Information  
- Open to remote opportunities.  
- Flexible financial expectations with a focus on gaining practical experience.  
- Based in Yerevan, Armenia."
78,"Commercial Project Manager with over 15 years of experience in Contracts & Cost Control Management, materials & services supply, and engineering project execution.
I. ROSHEN  
2021–2022  
Confectionery Corporation  
Position: Project Manager  
- EPCM Project Management for the new construction of Sodium Hypochlorite production (Kyiv, Ukraine).  
- Negotiating and drafting Contracts & Agreements.  
- Cost Control & Budget forecasting.  
- Financing & Monthly progress payments oversight.  
- Contractual issues, Planning, and Reporting management.  
II. SIEMENS UKRAINE  
2020–2021  
Engineering Company  
Position: Commercial Project Manager  
- Bidding process management and contract drafting.  
- Project performance reporting.  
- IFRS and Local revenue, costs, and sales margin recognition.  
- Signing of Acceptance Protocols, Invoices, and Currency Exchange Certificates.  
- Contractual issues and Risks management.  
III. NOSTRUM OIL & GAS  
Project 1: Gas Treatment Unit 1&2 / 2009–2012  
Project 2: Gas Treatment Unit 3 / 2012–2020  
Position: Contracts & Cost Control Manager  
- Contract Management for Supplying, Construction works, Subcontracting, and Services Providing in EPCM Projects.  
- Bidding process management and Contracts awarding.  
- Negotiating and drafting FIDIC Contracts & Agreements.  
- Cash flow preparation & Budget planning.  
- Cost Control and Quantity surveying.  
- Ensuring project costs align with contractual agreements and monitoring changes.  
- Estimation and issuance of Site Extra Work Orders.  
- Contractual correspondence and Claims responsibility.  
Ready to contribute to multinational, multidisciplinary project teams with strong corporate values."
79,"  
  
Professional Summary  
Experienced Project Manager with a strong background in IT project management, skilled in maintaining project documentation, creating prototypes, and selecting appropriate project methodologies. Proficient in using PM tools, particularly ClickUp, and experienced in creating BPMN diagrams. Adept at team building, non-formal education, and fostering collaboration among diverse groups.  
Skills  
- Project Documentation: Brief, Assumptions, WBS (WBS scheme, TTM, Calendar plan), Project Charter, MVP, Requirement Matrix, Risk Register, SRS, RACI, Status Report  
- Prototype Creation and Methodology Selection  
- BPMN Diagram Creation  
- Project Management Tools: ClickUp (Proficient)  
- Team Building and Development  
- Non-formal Education Training  
- Presentation and Illustration Tools: Canva, Crello  
Professional Experience  
Project Manager in IT  
Epic Story | April 2021 – Present  
- Manage IT projects, ensuring timely delivery and alignment with project goals.  
- Maintain comprehensive project documentation across all stages.  
- Create prototypes and select appropriate project methodologies.  
- Utilize ClickUp for project tracking and management.  
- Develop BPMN diagrams to streamline processes.  
Trainer of Non-formal Education  
The Congress of National Communities of Ukraine | 2017 – 2020  
- Conducted educational training courses for teenagers aged 11-17.  
- Built cohesive teams from diverse groups, guiding them through key stages of team development.  
- Facilitated team-building activities to foster collaboration and mutual understanding.  
Coordinator of Club of Tolerance  
The Congress of National Communities of Ukraine | 2017 – 2019  
- Organized and led weekly meetings with teenagers, discussing various topics and visiting exhibitions.  
- Created engaging illustrations and presentations using Canva and Crello.  
Education  
Project Management in IT  
IT School Beetroot Academy | November 2020 – March 2021  
Languages  
  
Certifications  
"
80,"  
  
Objective  
Dedicated and passionate graphic designer pursuing education at Kharkiv National University of Radio Electronics, specializing in Publishing and Printing at the Department of Media Systems and Technologies. Skilled in UX/UI design, web design, and graphic visualization, with a strong commitment to quality and continuous learning.  
Education  
Kharkiv National University of Radio Electronics  
Specialization: Publishing and Printing, Department of Media Systems and Technologies  
Currently pursuing  
Certifications  
- Genius.Space: Web Design  
- Genius.Space: UX/UI Design  
Skills  
Soft Skills:  
- Teamwork  
- Empathy  
- Enjoyment of work  
- Punctuality and discipline  
Technical Skills:  
- Figma  
- Adobe Illustrator  
- Adobe Photoshop  
- Blender  
- AutoCAD  
Experience  
Freelance Graphic Designer  
- Designed a set of business cards for a tattoo artist working abroad.  
- Created website designs, brochures, presentations, and logos for various projects.  
Professional Summary  
Attention to detail and the ability to structure information enable me to create clear action plans, essential for UX design. Continuous learning and practice enhance my skills in visualization and graphic elements (UI). Design is not just a job but a passion that drives me to approach tasks with quality and discipline."
81,"  
  
Professional Summary  
Experienced designer with 10 years of expertise in UI/UX, graphic design, and art direction. Proven track record of working with enterprise-level clients, including a Big Four accounting firm with over 250,000 employees globally. Skilled in leading creative teams, managing projects, and delivering design solutions that align with business and user needs. Adept at client communication, project estimation, and resource planning, with a strong focus on results.  
Key Skills  
- Team Leadership  
- Project Management  
- Project Estimation & Resource Planning  
- Client Communication & Presentation  
- Business English Proficiency  
- Agile & Scrum Methodologies  
- Art Direction  
- Prototyping  
- UI/UX Design  
- Information Architecture  
- UML Diagrams  
- User Testing  
- Mobile App Design  
- SaaS & Web Design  
- Graphic Design  
Professional Experience  
Lead Designer  
 |   
- Led creative teams, mentoring and facilitating the growth of team members.  
- Managed end-to-end design projects, including estimation, resource planning, and timeline management.  
- Delivered design solutions for enterprise-level clients, including a Big Four accounting firm with over 250,000 employees globally.  
- Presented concepts and ideas to large audiences of foreign stakeholders, ensuring alignment with business goals.  
- Collaborated with cross-functional teams to develop mobile and complex web solutions.  
UI/UX Designer  
 |   
- Designed user-centric interfaces for e-commerce and SaaS platforms.  
- Conducted user testing and iterated on designs based on feedback.  
- Created prototypes and wireframes to communicate design concepts effectively.  
- Worked closely with clients to elicit requirements and deliver tailored design solutions.  
Graphic Designer  
 |   
- Developed visual assets for web and print media, ensuring brand consistency.  
- Collaborated with marketing teams to create impactful campaigns.  
- Designed logos, brochures, and other marketing materials.  
Education  
College of Arts  
 |   
Career Preferences  
Seeking a company that offers challenging projects, a laid-back atmosphere, and a flexible schedule with a focus on results. Interested in roles that involve client communication, leading design teams, and managing projects, particularly in mobile and complex web solutions. Committed to delivering top-notch output that aligns with both business and user needs."
82,"  
  
Professional Summary  
Experienced product designer and design team lead with a focus on design team management. Proven track record of successfully managing teams, delivering projects, and contributing to sales processes as a domain expert. Skilled in planning, delegating, reviewing, user research, workshop facilitation, reporting, and conflict management. Adept at understanding business goals, negotiating, presenting solutions, and communicating fluently in English and German.  
Key Achievements  
- Successfully completed over 30 design projects.  
- Managed a team of 17 designers, overseeing the entire chain of team processes.  
- Pitched and launched more than 20 design projects as a design consultant in sales processes.  
Professional Experience  
Product Designer & Design Team Lead  
- Responsible for managing user research projects, workshop facilitation, reporting, and conflict management.  
- Involved in sales processes as a domain expert, contributing to project pitches and launches.  
- Led and mentored design teams, ensuring efficient planning, delegating, and reviewing of tasks.  
Notable Projects  
- Product Design Manager - Human Resources Project  
- Design Manager - Crypto Product  
- UI/UX Team Lead - SaaS Project  
- Various smaller projects in industries including betting, healthcare, and delivery.  
Education & Certifications  
- Completed ""Design Management"" course.  
- Completed ""People Management 3.0"" course.  
Skills  
- Design team management  
- User research and workshop facilitation  
- Conflict management and reporting  
- Business goal alignment and negotiation  
- Fluent in English, written communication in German  
Career Interests  
- Seeking to apply managerial experience in design delivery processes (Design Delivery Manager role).  
- Interested in establishing strong design teams internally or for customers.  
- Open to roles in both outsource companies and product teams."
83,"• 8 Design Awards on Behance  
• Honorable Mention in San Francisco Design Week  
• Featured in ""Ukrainian Design: The Very Best Of""  
Professional Experience  
Over 6+ years of commercial experience in startups, fintech, organization management, crypto, insurance, and healthcare environments. Expertise in designing for Web, Mobile, Dashboards, and Web Applications.  
Key Achievements  
- Contributed to the development of an Australia-based digital home loan product, taking it from concept to MVP within 1 year.  
- Built a design system from scratch as part of a 3-person team.  
Core Skills  
- Hypothesis generation, research, wireframing, and prototyping  
- Usability testing, analysis, and design system creation  
- Leading and managing design teams  
- Collaboration with stakeholders and product managers  
- Functional mapping, process flow creation, and UI research/design  
Project Stages  
- Stakeholder and product manager communication  
- Conducting research and creating functionality maps  
- Developing low/high-fidelity wireframes  
- UI research and design  
- Leading a team of 8 designers  
Collaboration and Teamwork  
- Mentoring junior designers  
- Conducting 1-on-1 meetings to identify issues and define areas for improvement  
- Providing feedback and support to teammates  
Design Philosophy  
- Focused on aligning design solutions with business needs  
- Committed to delivering best-practice design advice to enhance outcomes  
- Skilled in both independent work and collaborative team environments"
84,"  
  
Professional Summary  
Experienced design professional with a proven track record in graphic and web design, brand creation, and user experience design. Skilled in leading design teams, automating processes, and delivering successful advertising campaigns. Adept at solving complex product problems and enhancing user experience. Seeking to contribute to a dynamic team focused on creating innovative, world-class products.  
Experience  
Senior Designer / Head of Design Team / Art Director  
- Led the design department at the largest e-commerce company in the country, overseeing thousands of concepts and hundreds of successful advertising campaigns.  
- Automated design and development processes, resulting in a significant increase in productivity.  
- Created and managed a design bureau and printing studio, hiring and training dozens of design specialists.  
- Developed and launched several successful household appliance brands.  
Creative Designer  
- Delivered impactful design solutions for trading companies, enhancing brand visibility and customer engagement.  
Graphic Designer  
- Worked with advertising agencies to create compelling visual content for diverse campaigns.  
Leading Designer  
- Contributed to publishing and entertainment projects, ensuring high-quality design outputs.  
Print and Product Designer  
- Gained extensive experience in print design and product development, ensuring seamless execution across online and offline channels.  
Qualifications  
- Proficient in graphic and web design, brand identity creation, and promotion.  
- Expertise in developing key visuals and overseeing their implementation across multiple channels.  
- Skilled in managing and leading design teams, solving business problems through analytics, and introducing new product features.  
- Experienced in animation, motion design, video editing, layout design, and print preparation.  
Soft Skills  
- Strong problem-solving and critical thinking abilities.  
- Effective team management and interpersonal skills, with a focus on negotiation and stress resistance.  
- High emotional intelligence and empathy, enabling better user-centric design.  
- Creative, entrepreneurial mindset with a focus on design thinking and decision-making.  
- Quick learner with a passion for self-improvement and cross-functional collaboration.  
Objective  
To join a team of enthusiastic and ambitious professionals dedicated to developing and improving innovative products with global impact."
85,"  
Digital 2D Artist & UI/UX Designer  
Kyiv, Ukraine  
---
PROFESSIONAL SUMMARY  
Self-educated Digital 2D Artist and UI/UX Designer with a strong portfolio showcasing advanced skills in design tools and a deep understanding of current design and technology trends. Proven ability to deliver high-quality work across UI/UX design, illustration, and graphic design. Adept at time management, self-management, and effective communication.  
---
EXPERIENCE  
Freelance Web Designer  
Dec 2018 – Nov 2019  
- Designed and developed visually appealing and user-friendly websites.  
- Collaborated with clients to understand their needs and deliver tailored solutions.  
UI/UX Designer / Illustrator  
Nov 2019 – Aug 2021  
- Created intuitive and engaging user interfaces for web and mobile applications.  
- Developed custom illustrations to enhance brand identity and user experience.  
Full Stack Designer: UI/UX Designer / Illustrator / Graphic Designer  
Apr 2021 – Present  
- Designed and implemented comprehensive UI/UX solutions for various projects.  
- Produced high-quality raster and vector illustrations for digital and print media.  
- Developed branding materials, including logos and banners, to support marketing efforts.  
---
SKILLS  
- UI/UX Design / Adaptive Design  
- Illustration (Raster/Vector)  
- Banner Design  
- Logo Design  
- English: Upper-Intermediate  
---
TOOLS  
- Adobe Photoshop  
- Adobe Illustrator  
- Procreate App  
- Figma  
- Midjourney  
---
AWARDS  
- RED DOT / Brands & Communication Design (Aug 2022)  
---
PERSONAL STATEMENT  
I am passionate about creating impactful designs and continuously improving my craft. I thrive in collaborative environments and am eager to contribute to a successful company with a friendly team. I am committed to personal and professional growth, always striving for excellence in my work.  
---"
86,"  
  
---
Skills  
- Color Sense, Color Theory, Composition  
- Branding, Advertising, Illustration  
- Web Ads, Social Media Ads, Digital Design, Digital Imagery, Digital Analytics, E-blast  
- UI/UX Design  
- HTML/CSS  
- Webflow (Animation, CMS, etc.)  
Soft Skills  
- Confidence to work independently and in a team  
- Creative problem-solving  
- Direct customer interface  
Completed Courses  
- Dare IT - Product Design  
- Hillel (IT School) - Basic Web Design  
- Cases Media - Figma (90)  
- Cases Media - Graphic Design: Composition (91)  
---
Professional Summary  
Digital Designer with extensive experience in marketing, proficient in Photoshop, Illustrator, Figma, and Webflow. Advanced user of Figma with a strong portfolio of website designs, E-blasts, and digital campaigns. Passionate about creating visually stunning designs that drive brand growth.  
Experience  
- Freelance Designer  
  Worked with an American company, delivering high-quality designs for various digital platforms.  
- In-House Manager  
  Collaborated with a team to support over 5 international companies, contributing to successful marketing campaigns and digital projects.  
Objective  
Seeking a long-term partnership where I can apply my expertise in digital design to create impactful, user-friendly products that enhance customer experiences and drive business growth.  
---  
Feel free to contact me for collaboration opportunities."
87,"Digital Graphic Designer (NDA)  
July 2021 – Present  
- Web content development.  
- Creation of logos, posters, and graphics for events.  
- Infographics design.  
- Development of landing pages.  
- Design of small architectural forms for advertising campaigns.  
- Creation of presentations and training materials.  
- Vector illustrations and mascot design.  
Digital Graphic & UI/UX Designer (ReevArts)  
July 2020 – July 2021  
- Designed 500+ social media graphics and 250+ TV designs.  
- Delivered consistent UI/UX designs for 2 products over 1+ year.  
- Conducted quality control for animators' work (designer reviews).  
- Created storyboards and illustrations for showreels and promos.  
Technical Graphic Designer (Polygraphy)  
April 2019 – July 2020  
- Developed designs based on customer requirements and prepared files for printing.  
- Created and printed custom layouts for T-shirts and sweatshirts.  
- Prepared sticker layouts and clipping paths.  
- Supervised in-house designers and reviewed customer-provided designs.  
- Monitored print and cutting quality.  
- Developed technical documentation and process maps.  
Graphic & Web (UI/UX) Designer (Freelance Design; Self-employed)  
April 2018 – March 2019  
- Delivered final art and files to developers and animators.  
- Collaborated with editors and project managers.  
- Created final art for presentations and supported creative presentations.  
- Designed websites and interfaces.  
- Developed prototypes and templates.  
Assistant Manager (АМО1, ООО)  
October 2013 – June 2014  
- Identified and contacted potential clients.  
- Addressed client objections and maintained communication.  
- Researched tenders relevant to the company’s operations.  
- Analyzed market demand for new parts and production feasibility.  
- Worked with technical drawings.  
- Executed personal assignments from the head of the company.  
- Conducted competitor analysis and price monitoring.  
- Maintained the company website."
88,"  
 |  |  |   
---
UI/UX Designer  
Dynamic junior UI/UX designer with a passion for creating seamless and visually captivating user experiences. Proficient in design software including Figma, Photoshop, and Illustrator, with a solid foundation in design principles and user-centered methodologies. Skilled in producing interactive prototypes, wireframes, and mockups to enhance user engagement and product usability. Collaborative team player dedicated to continuous learning and adapting design strategies to meet evolving user needs.  
---
Education  
Completed a 6-month UI/UX design course.  
Additionally studied HTML/CSS.  
---
Projects  
Real Estate Site Redesign  
- Redesigned a website for a real estate company in Destin, Florida, to address outdated design, poor user experience, and lack of customer-centric features.  
- Conducted competitor research and analysis to identify successful design solutions.  
- Created 3 user personas and a customer journey map based on social media and customer feedback.  
- Delivered a modern, user-friendly design to attract potential customers.  
Travel Website  
- Designed a web service for users to find and book tours, excursions, and entertainment worldwide.  
- Enabled travel agents and companies to post their offers.  
- Key features included:  
  - Search and filter functionality for excursions.  
  - Registration via email, Google, or Facebook.  
  - Online payment integration for bookings.  
  - Form for guides to create excursion announcements.  
- Conducted competitor analysis, created JTBD, CJM, and user flow.  
- Developed wireframes, UI-Kit, and adaptive design.  
Mobile Application for Restaurant Table Booking  
- Designed a mobile app for booking tables in restaurants.  
- Focused on creating an intuitive and user-friendly interface.  
- Developed interactive prototypes and wireframes to enhance usability.  
---
Skills  
- UI/UX Design  
- Wireframing & Prototyping  
- Figma, Photoshop, Illustrator  
- HTML/CSS Basics  
- User Research & Analysis  
- User Personas & Journey Mapping  
- Adaptive Design  
---
Objective  
Seeking a full-time position in a product company focused on creating digital products for everyday life and business. Quick learner, responsible, and ready to tackle complex tasks."
89,"Professional Summary  
Passionate UX/UI designer with experience in creating user-centered digital experiences. Skilled in mobile app optimization, web service design, and landing page development. Adept at collaborating with cross-functional teams to deliver innovative and intuitive solutions. Seeking roles that emphasize creativity, thoughtful design processes, and user satisfaction.  
Experience  
UX/UI Designer  
Redesigned User Interface of Indian Cafe  
- Optimized mobile app performance and user experience.  
- Developed web services and landing pages to enhance usability and engagement.  
UX/UI Designer  
f.Lover Mobile App  
- Collaborated with a team to design and develop a mobile application for ordering and delivering bouquets and gifts.  
- Implemented features for gift and flower recommendations based on user preferences.  
- Enabled users to schedule orders for specific dates, times, or special occasions.  
Skills  
- Mobile App Optimization  
- Web Service Design  
- Landing Page Development  
- User-Centered Design  
- Cross-Functional Collaboration  
Career Goals  
- Pursue roles in UX/UI design that prioritize creativity and innovation.  
- Contribute to projects that allow for thorough user research, ideation, and testing.  
- Avoid roles focused on routine maintenance without opportunities for design innovation.  
- Seek environments that emphasize quality and user satisfaction over speed."
90,"  
  
 |  |   
---
Professional Summary  
Results-driven professional with 7 years of experience in FMCG, specializing in IT, supply chain, and staff development. Proven track record of implementing cost-saving projects, optimizing business processes, and leading teams. Skilled in project management, process automation, and cross-functional collaboration.  
---
Key Achievements  
- Proposed and implemented IT projects: ""Bill of Materials Process Automation"" and ""MRP in SAP,"" resulting in annual savings of $34K.  
- Executed supply chain projects: ""ABC and XYZ Methodology for Inventory Stock Analysis,"" ""New Supplier Implementation,"" and ""Implementation of a New Glue Usage Scheme,"" achieving annual savings of $163K.  
- Delivered three IT projects and seven business process improvements, including ""SAP GUI Automation"" and ""Automation of Data People Cycle Consolidation,"" optimizing operations by 2 FTE.  
- Managed a student probation scheme, achieving a result of 72.  
- Developed and conducted training programs, successfully training over 600 individuals.  
---
Work Experience  
FMCG Company  
7 Years of Experience  
- Demonstrated strong understanding of web development processes and basic knowledge of HTML/CSS/JS.  
- Applied project management methodologies to create technical specifications and project documentation.  
- Conducted risk and crisis management, ensuring smooth project execution.  
- Led people management initiatives, including remote recruitment, performance reviews, and personal development processes.  
- Negotiated with suppliers and subcontractors, fostering long-term partnerships.  
- Planned budgets and timelines, implementing cost-reduction strategies.  
- Designed and controlled business processes, ensuring compliance with documentation standards.  
- Prepared client presentations and staff training materials.  
- Managed business correspondence effectively.  
---
Skills  
- Project Management  
- Process Automation (SAP, IT Systems)  
- Supply Chain Optimization  
- Staff Training and Development  
- Risk and Crisis Management  
- Budget and Timeline Planning  
- Business Process Documentation  
- Negotiation and Supplier Management  
- HTML/CSS/JS (Basic)  
---
Languages  
- Polish: Elementary  
---
Career Preferences  
- Engaging and challenging projects  
- Multinational work environment  
- Opportunities for personal and professional growth  
- Permanent employment  
- Collaborative and friendly workplace culture"
91,"  
  
Objective  
Seeking new challenges and opportunities within a team that shares common values, a strong product vision, positive thinking, and a good corporate culture.  
Work Experience  
PR Team Manager  
Startup Incubator  
Main Tasks:  
- Strategic planning  
- Operational management  
- Organization and moderation of brainstorming sessions and meetings  
- Communication with regular partners  
- Planning activities from start to finish according to goals and target audience  
- Delegating tasks and tracking results  
- Monitoring the timely implementation of tasks  
Project Manager  
Hack-A-Train  
Hackathon on the train from Mariupol to Lviv with the Estonian organization Garage48  
Main Tasks:  
- Booking and branding of the train  
- Management of local marketing and application process  
- Provision of catering  
- Organization of logistics  
- Provision of stationery and printed materials  
- Organization and control of all processes during the 30-hour trip  
Hack For Locals  
Hackathon for the development of local communities with the Estonian organization Garage48  
Main Tasks:  
- Management of local marketing and application process  
- Involvement of companies and government agencies in the event  
- Finding and communicating with partners  
- Securing prizes for winners  
- Translation of event texts and marketing messages from English to Ukrainian  
- On-site assistance during the event  
Skills  
- Strategic and operational planning  
- Team management and task delegation  
- Event organization and logistics  
- Marketing and communication  
- Multilingual translation (English to Ukrainian)  
- Problem-solving and process optimization  
Languages  
- Ukrainian (Native)  
- English (Proficient)  
References  
Available upon request"
92,"  
 |  |  |   
Professional Summary  
Experienced Project Coordinator with a proven track record in managing complex projects within a global FMCG company. Skilled in coordinating cross-functional teams, managing budgets, and ensuring the successful implementation of global initiatives. Completed an IT Project Management course in 2021, with a strong interest in transitioning to IT project management roles.  
Professional Experience  
Project Coordinator – Ukraine & Eurasia  
 –  |  – Present  
- Lead full coordination and control of the Global Point of Sale project implementation across Ukraine and Eurasia.  
- Manage and coordinate a team of 6 specialists across the region.  
- Oversee Point of Sale (POS) materials coordination, including budgeting, alignment with marketing leaders, and procurement processes.  
- Prepare briefs and communicate with agencies for the production, logistics, and placement of trade equipment and POS materials in retail.  
- Control the procurement process for POS materials and trade equipment, ensuring timely delivery and compliance with budgets.  
- Drive initiatives to achieve global KPIs and support the implementation of global goals in collaboration with third-party partners.  
- Facilitate communication and timelines between Marketing and Trade Marketing teams to deliver materials for New Product Development.  
- Review and confirm cost estimations for design services across Ukraine and Eurasia markets.  
- Verify and approve documents and payments between the company and third-party vendors.  
Education & Certifications  
- IT Project Management Course, Projector Institute | Completed December 2021  
Skills  
- Project Coordination & Management  
- Cross-Functional Team Leadership  
- Budgeting & Cost Control  
- Procurement & Supply Chain Management  
- Stakeholder Communication & Collaboration  
- Global KPI Tracking & Reporting  
- Proficiency in Microsoft Office Suite  
Career Objective  
Eager to leverage project coordination expertise and IT project management knowledge to contribute to innovative IT projects and grow within a dynamic team environment."
93,"  
 |  |  |   
Professional Summary  
Results-driven professional with over 5 years of experience in the autotransport industry, consistently achieving sales goals and delivering exceptional customer service. Proven expertise in project management, problem-solving, and client relations. Transitioning to the IT sector with a strong foundation in project management principles and tools.  
Professional Experience  
Senior Sales Representative / Project Manager  
Autotransport Company – Florida, USA (with a local office in Dnipro)  
 – Present  
- Consistently recognized as the best salesperson of the day multiple times.  
- Managed a high-volume project involving heavy-load transportation, ensuring timely and efficient delivery.  
- Received numerous positive reviews from clients for exceptional service and problem-solving skills.  
- Achieved sales goals for 5 consecutive years, demonstrating consistent performance and dedication.  
- Oversaw the company’s rating board, leveraging strong analytical and problem-solving skills to maintain high standards.  
- Handled each client transportation request as a unique project, managing all aspects from start to finish, including deadlines, pricing, contract terms, and service specifics.  
- Acted as a liaison between clients and drivers, ensuring alignment on needs and expectations.  
- Utilized CRM, Trello, and DocuSign for daily operations; previously worked with Confluence and Jira.  
Education & Certifications  
Project Management Certification  
Hillel IT School –   
- Completed with an excellent score, gaining foundational knowledge in project management principles and tools.  
Skills  
- Project Management  
- Client Relations  
- Problem-Solving  
- CRM, Trello, DocuSign, Confluence, Jira  
- Sales Strategy & Goal Achievement  
- Time Management & Deadline Adherence  
Key Achievements  
- Recognized as the best salesperson of the day multiple times.  
- Successfully managed a heavy-load transportation project.  
- Maintained a 5-year streak of meeting and exceeding sales goals.  
- Improved company ratings through effective problem-solving and client management.  
Career Objective  
Seeking to transition into the IT sector, leveraging my project management expertise, problem-solving skills, and dedication to delivering high-quality results. Committed to continuous learning and taking on new challenges in a dynamic and innovative environment."
94,"Worley  
Senior Project Engineer  
03/2021–05/2022  
Responsibilities:  
- Managed project deliverables and interfaces to ensure safe, efficient, cost-effective, and timely project execution.  
- Facilitated project communications and identified key issues requiring action or response.  
- Reviewed and finalized project procedures in consultation with key project personnel.  
- Ensured the project team was contractually aware of their responsibilities, scopes of work, and deliverables.  
- Liaised with the Cost Controller and Planner to provide weekly analysis of project status.  
Achievements:  
- Successfully constructed and commissioned new laboratory systems, including Public Address General Alarm, Access Control System, Close Circuit Television, fire alarm, firefighting, HVAC, and power distribution.  
- Installed 12 server cabinets in the Data Centre for information replication.  
- Eliminated risk by relocating the laboratory to a safe area.  
UBOC  
Project Engineering Lead  
09/2020–03/2021  
Responsibilities:  
- Monitored overall progress of engineering work from contractors and addressed problem areas as they arose.  
- Managed engineering interfaces and information transfer between engineering contractors.  
- Ensured the quality of engineering work from contractors complied with international standards.  
Achievements:  
- Established engineering processes and procedures across departments, including PSCM, Quality Team, Construction, and Commissioning.  
- Developed and integrated the Engineering Execution Plan.  
British Petroleum  
Project Lead  
09/2009–06/2020  
Responsibilities:  
- Fulfilled requirements defined in Project Procedure and associated guides and templates.  
- Provided input to establish the region’s annual activity plan.  
- Managed budgets for Project & Modification expenditure based on assigned activity sets.  
- Oversaw contractor resources to deliver assigned projects or activities.  
- Performance-managed contractor delivery using global benchmarks, metrics, and KPIs.  
- Managed internal stakeholders and interfaces.  
Achievements:  
- Achieved $750M in revenue by increasing plant efficiency.  
- Increased gas production and eliminated safety and business risks, resulting in a $2.5M annual production gain.  
- Delivered various oil and gas production optimization projects."
95,"  
  
Professional Experience  
Project Manager  
IT HB (http://www.it-hb.org) | 6 months  
- Managed IT projects, ensuring timely delivery and alignment with business objectives.  
- Coordinated cross-functional teams to achieve project milestones.  
- Utilized project management tools such as Trello, Slack, and Asana for task tracking and team collaboration.  
IT Business Analyst  
Promocore (http://promoco.re) | 4 months  
- Conducted business analysis to identify and document client requirements.  
- Collaborated with development teams to ensure solutions met business needs.  
- Prepared commercial proposals and project plans to support decision-making.  
Network and System Administrator  
Vinnitsіa National Technical University (http://vntu.edu.ua) | 3 years 5 months  
- Designed and implemented a corporate network for the university’s faculty of computer systems and optical engineering departments.  
- Configured and maintained network components, including VLAN, WiFi, WPA2, ACL, WDS, CAP manager, Squid Server, Radius Server, and TeamViewer Server.  
- Integrated local connections with video surveillance systems.  
Projects  
ChiliPizza (http://www.chilipizza.vn.ua)  
- Designed and developed the website, including layout, DNS configuration, and content integration.  
- Implemented a 3D tour and custom JavaScript menu.  
- Ensured the site met all client requirements without SEO or SMM.  
Joht & Alex Transport Company (http://www.ja-bus.com) | In Progress  
- Developing the website, providing business analytics, and consulting on branding.  
- Implementing SEO and SMM strategies to enhance online presence.  
IROOM (http://iroom.ua)  
- Contributed to the development and optimization of the platform.  
EcoCITIZENS  
- Designed and developed an environmental monitoring system using Arduino microcontrollers.  
- Created an ASP.NET MVC website with an MS SQL database and Arduino web server integration.  
Site of Department of Business Economics and Production Management VNTU (http://epvm.vntu.edu.ua)  
- Developed Front-End, Back-End, and MySQL database for the project.  
- Configured web and FTP servers using WordPress with a custom theme.  
Development of the System Management and Optimization of Solar Collector  
- Designed a system for managing solar collectors in automatic mode, compatible with ""Smart Home"" heating systems.  
Development of Intelligent Home Heating System  
- Optimized building heating systems using alternative energy sources.  
Skills  
- Software Development Life Cycle (SDLC), Agile, Scrum  
- Project Management: Scope, Schedule, Cost, Quality, Human Resources, Communication, Risk, and Change Management  
- Tools: Trello, Slack, Asana, Worksection, MS Project, Mind-maps, MS Visio  
- UI/UX: Usability principles, guidelines, website and platform development (e-commerce, corporate, forum), CMS and framework selection, mobile app development considerations  
- SEO and SMM basics  
- Programming languages overview  
Additional Information  
- Strong team player with experience in result-oriented environments.  
- Proficient in using additional tools such as flipcharts, markers, and dual monitors for effective collaboration.  
- Experience working in office settings with access to paid gym facilities."
