id,Clean_Deepseek_67B
78,"
Commercial Project Manager with over 15 years of experience in Contracts & Cost Control Management, materials & services supplying, and working in engineering projects.

I. ROSHEN 2021-2022
Confectionery Corporation
Position: Project Manager

 EPCM Project Management for new construction of Sodium Hypoсhlorite production (Kyiv, Ukraine)
 Negotiating & drafting Contracts & Agreements
 Cost Control & Budget forecasting
 Financing & Monthly progress payments responsibilities
 Contractual issues, Planning, and Reporting management

II. SIEMENS UKRAINE 2020-2021
Engineering Company
Position: Commercial Project Manager

 Bidding process providing and contracts drafting
 Project performance reporting
 IFRS and Local revenue, costs, and sales margin recognition
 Signing of the Acceptance Protocols, Invoices, and Currency Exchange Certificates
 Contractual issues and Risks management

III. NOSTRUM OIL & GAS
Project 1: Gas Treatment Unit 1&2 / 2009-2012
Project 2: Gas Treatment Unit 3 / 2012-2020
Position: Contracts & Cost Control Manager

 Contract Management in Supplying and Construction works, Subcontracting & Services Providing at EPCM Project
 Bidding process providing and Contracts awarding
 Negotiating & drafting the FIDIC Contracts & Agreements
 Cash flow preparing & Budget planning
 Cost Control and Quantity surveying
 Ensuring that project costs with contractual agreements and following up on changes
 Estimation and releasing of the Site Extra Work Orders
 Contractual correspondence and Claims responsibility

Ready to become a part of a multinational & multidiscipline project team with corporate values."
79,"
Skills:

 Document maintenance for project stages:
	+ Brief
	+ Assumptions
	+ WBS (WBS scheme, TTM, Calendar plan)
	+ Project charter
	+ MVP
	+ Requirement Matrix
	+ Risk Register
	+ SRS
	+ RACI
	+ Status Report
 Prototype creation and project methodology selection
 BPMN diagram creation
 Proficiency in PM tools, with a focus on ClickUp

Experience:

Coordinator of Club of Tolerance

The Congress of National Communities of Ukraine | 2017—2019

 Held weekly meetings with teenagers to discuss various topics and visit exhibitions
 Created illustrations and presentations in Canva and Crello

Trainer of non-formal education at EuroCamp and Sources of Tolerance

The Congress of National Communities of Ukraine | 2017—2020

 Worked as a trainer with children aged 11-17 in educational training course for teenagers
 Created teams from teenagers who did not know each other to one family using teambuilding, going through all key stages of team development

IT school Beetroot Academy

Project Management in IT | 11/2020 - 03/2021

Project Manager in IT

Epic Story | April 2021 - to the present day

---"
80,"
Graphic Designer

Education

 Pursuing Bachelor's degree in Publishing and Printing at the Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics
 Completed courses in Web Design and UX/UI Design from Genius.Space

Skills

 Strong attention to detail and ability to structure information for clear action plans
 Continuous learning and practice to develop skills in visualization and graphic elements (UI)
 Proficient in Figma, Adobe Illustrator, Adobe Photoshop, Blender, and AutoCAD

Soft Skills

 Teamwork
 Empathy
 Enjoyment of work
 Punctuality and discipline

Experience

 Created a set of business cards for a tattoo artist working abroad
 Worked on various projects including website designs, brochures, presentations, and logos

---"
81,"
Experienced Designer with a proven track record of delivering high-quality design solutions for clients in Europe and the USA. Skilled in leading creative teams, communicating with clients, and managing projects. Proficient in Agile and Scrum methodologies, UI/UX design, and graphic design. Seeking a challenging role in a company that values results and provides a flexible work environment.

Experience:

 Led creative teams in the development of design solutions for clients in various industries, including e-commerce and SaaS.
 Worked with an enterprise-size company with over 250,000 employees, part of the Big Four accounting firms.
 Communicated directly with clients to elicit requirements and provide design solutions.
 Presented concepts and ideas to large audiences of foreign stakeholders.
 Mentored and facilitated the growth of teammates.
 Estimated projects, planned resources, and managed timelines.

Skills:

 Team Leadership
 Project Management
 Project Estimation
 Resource Planning
 Presentation to a Client
 Client Communication
 Business English
 Enterprise Size Companies
 Agile and Scrum
 Art Direction
 Prototyping
 UI/UX Design
 Information Architecture
 UML Diagrams
 User Testing
 Mobile App
 SaaS
 Web Design
 Graphic Design

---"
82,"
Experienced Product Designer and Design Team Lead with a focus on design team management. Successfully managed a team of 17 designers and completed over 30 projects. Skilled in planning, delegating, and reviewing team processes, as well as managing user research projects, workshops facilitation, reporting, and conflict management.

Proven expertise in the following projects:

 Product Design Manager for a human resources project
 Design Manager for a crypto product
 UI/UX Team Lead for a SaaS project

Also experienced in various older/smaller projects in the betting, healthcare, and delivery industries. Fluent in English and able to hold written communication in German.

Completed ""Design Management"" and ""People Management 3.0"" courses. Willing to apply manager experience in delivery processes as a Design Delivery Manager or to help establish strong design teams both internally and for customers. Open to working in either an outsource company or a product team.

---"
83,"
Design Awards:

 8 awards on Behance
 Honorable mention in San Francisco Design week
 Featured in Ukrainian design ""The very best of""

Experience:

 Part of an Australia-based digital home loan product, from idea to MVP
 Built a design system from scratch in a team of 3

Skills:

 Over 6 years of experience in startups, fintech, organization management, crypto, insurance, and healthcare environments
 Proficient in Web, Mobile, Dashboard, and Web applications
 Able to generate hypotheses, research, create wireframes and prototypes, conduct usability tests, analyze, create a design system from scratch, and lead a design team
 Strong collaboration and teamwork skills, including mentorship, 1on1 meetings, and offering feedback and support to teammates

Project Stages:

 Communicate with stakeholders and product manager
 Conduct research
 Create functionality map, process flow
 Create low/high fidelity wireframes
 UI research and design
 Lead a team of 8 people

---"
84,"
Professional Summary:

 Over a decade of experience in graphic and web design, with a focus on e-commerce and user experience design.
 Proven track record of creating successful advertising campaigns and brands, as well as leading and managing design teams.
 Skilled in automation of design and development processes, resulting in increased productivity.

Experience:

 Senior Designer and Head of Design Team, E-commerce Company (2015-Present)
	+ Led the design department in the largest e-commerce company in the country.
	+ Automated design and development processes, resulting in a multiple increase in productivity.
	+ Created several successful brands of household appliances.
 Creative Designer, Trading Company (2010-2015)
	+ Worked as a creative designer in various trading companies.
 Graphic Designer, Advertising Agency (2008-2010)
	+ Worked as a graphic designer in an advertising agency.
 Leading Designer, Publishing and Entertainment Company (2006-2008)
	+ Worked as a leading designer in a publishing and entertainment company.
 Designer, Printing and Product Design Company (2004-2006)
	+ Worked as a designer in a printing and product design company.

Qualifications:

 Professional skills in graphic and web design.
 Experience in creating brand identity and promoting brands.
 Creation of key-visuals and supervision of the further implementation of materials in various online and offline channels.
 Development and implementation of digital advertising campaigns.
 Good skills in management of designer teams and design departments.
 Solving business problems with customer and user experience analytics and introducing new business product features.
 Experience with animation, motion design and video editing.
 High skills in layout design and print preparation.

Soft Skills:

 Ability to identify and solve complex product problems.
 Critical thinking, analytical skills, and the ability to separate the main from the private.
 The skill of managing and successfully interacting with people, including negotiation skills and stress resistance.
 Emotional intelligence, empathy, and the ability to draw conclusions and make decisions.
 Design thinking, creativity, and enterprise.
 The ability to learn new things easily and quickly, with a focus on self-learning and cross-functionality.


I hope this improved resume accurately represents your qualifications and experiences. Good luck with your job search!"
85,"
Digital 2D Artist & UI/UX Designer

Kyiv, Ukraine

Summary:
A self-educated Digital 2D Artist & UI/UX Designer with advanced knowledge and experience in Adobe Photoshop Beta & Illustrator, Figma, and Procreate App. Strong technical understanding of the subject, understanding of current design and technology trends, and effective verbal and written communication skills. Proficient in time and self-management. Upper-Intermediate English level.

Experience:

 Freelance Web-designer (Dec 2018 - Nov 2019)
 UI/UX-Designer / Illustrator (Nov 2019 - Aug 2021)
 Full stack: UI/UX-Designer / Illustrator / Graphic designer (Apr 21 - Now )

Skills:

 UI/UX Design / Adaptive design
 Illustration (raster/vector)
 Banner design
 Logo design

Tools:

 Adobe Photoshop
 Adobe Illustrator
 Procreate App
 Figma
 Midjourney

Awards:

 RED DOT / Brands & Communication Design (Aug 22)


Note: The improved resume is based on the information provided in the original resume and does not include any additional facts or notes."
86,"
Digital Designer

Skills:

 Color sense, Color Theory, Composition
 Branding, Advertising, Illustration
 Web ads, Social media ads, Digital Design, Digital imagery, Digital Analytics, E-blast
 UI/UX design
 HTML/ CSS
 WEBFLOW

Soft skills:

 Confidence to work independently and in a team
 Creative
 Ability to interface directly with customers

Education:

 Dare IT - PRODUCT DESIGN
 HILLEL (IT SCHOOL) - BASIC WEB DESIGN
 CASES MEDIA - Figma (90)
 CASES MEDIA - Graphic design. Composition (91)

Experience:

 Extensive experience in Marketing
 Proficient in Photoshop /illustrator and Figma
 Advanced user of Figma
 Experience working with Webflow (animation/ CMS/ etc)
 Worked on websites/ E-blast/ etc
 Experience as a freelance and an in-house manager
 Worked in a team and cooperated with more than 5 companies from different countries
 Worked as a freelancer designer for an American company

Summary:

I am a passionate digital designer with extensive experience in Marketing and a huge experience in Photoshop /illustrator and Figma. I am an advanced user of Figma and have experience working with Webflow (animation/ CMS/ etc). I have worked on websites/ E-blast/ etc. I am confident working independently and in a team, and I have the ability to interface directly with customers. I am passionate about creating visually stunning designs that help brands grow. I have experience as a freelance and an in-house manager, and I have worked in a team and cooperated with more than 5 companies from different countries. I am excited to bring my background and experience to help you develop award-winning campaigns for your clients. I love collaborating with clients and colleagues, and I am excited to deliver designs that will help your clients engage and grow their target market. I am looking for work with a long term partnership and an ability to grow. On the side of a product, where I can implement my knowledge and experience to make the customer’s life easier.

---"
87,"Digital Graphic Designer (NDA)
July 2021 – Present day

 Web content development
 Creation of logos, posters, graphics for events, infographics, and landing pages
 Design of small architectural forms for advertising campaigns
 Development of presentations and training materials
 Creation of vector illustrations and mascots

Digital Graphic & UI/UX Designer (ReevArts)
July 2020 – July 2021

 500+ designs for social media
 250+ designs for TV
 1+ year of UI/UX designs for 2 products
 Quality control of animators' work (designers review)
 Storyboarding and creating illustrations for showreels and promos

Technical Graphic Designer (Polygraphy)
April 2019 – July 2020

 Development of designs, taking into account customer requirements and preparation for printing
 Development of special layouts and their printing on T-shirts and sweatshirts
 Preparing layouts for stickers, creating clipping paths
 Control of the work of in-house designers
 Control of designs received from customers
 Quality control of the result of printing and cutting
 Development of technological maps

Graphic & Web (UI/UX) Designer (Freelance Design; Self-employed)
April 2018 – March 2019

 Create final art and files to be given to Developers and animators
 Work closely with both editors and project managers
 Create final art for presentations and assist in Creative Presentations
 Website and interface designs
 Prototyping and templating

Assistant Manager (АМО1, ООО)
October 2013 – June 2014

 Search for potential clients
 Communication with clients and work with their objections
 Search for tenders in the areas of the company's activities
 Analysis of the need to introduce the production of new parts, the relevance of their demand in the market
 Working with drawings
 Fulfillment of personal orders of the head
 Analysis of competitors' market, price monitoring
 Maintaining the site of the enterprise"
88,"
Dynamic junior UI/UX designer with a passion for creating seamless and visually captivating user experiences. Proficient in design software including Figma, Photoshop, and Illustrator, with a solid foundation in design principles and user-centered methodologies. Skilled in producing interactive prototypes, wireframes, and mockups to enhance user engagement and product usability. Collaborative team player dedicated to continuous learning and adapting design strategies to meet evolving user needs.

Education:

 Completed a 6-month UI/UX design course
 Additionally studied HTML/CSS

Projects:

 Real estate site redesign: Redesigned a website for a real estate company located in Destin, Florida. Conducted research and analysis of competitors, created 3 user personas and a customer journey map, and designed a modern and convenient site to attract potential customers.
 Travel website: Created a web service that helps users find and book excursions, tours, entrance tickets, and entertainment around the world. Conducted market analysis, created user personas and a customer journey map, and designed a user-friendly interface with search and filter options, registration via email, Google or Facebook, and the ability to order and pay for excursions.
 Mobile application for booking tables in restaurants: Designed a mobile application for booking tables in restaurants. Conducted user research and created wireframes, mockups, and an interactive prototype to enhance user engagement and product usability.

Skills:

 Proficient in design software including Figma, Photoshop, and Illustrator
 Solid foundation in design principles and user-centered methodologies
 Skilled in producing interactive prototypes, wireframes, and mockups
 Collaborative team player
 Dedicated to continuous learning and adapting design strategies

Looking for a full-time position in a product company that focuses on creating digital products for everyday life and business. Quick learner, responsible, and ready to perform complex tasks."
89,"
UX/UI Designer

Experience

 Redesigned User Interface of Indian Cafe
 Mobile App Optimization
 Web-Service
 Landing Page

Projects

 f.Lover Mobile App for Delivering Flowers: Developed a mobile application for ordering and delivering bouquets and gifts online. The app provides users with gift and flower recommendations and allows them to order gifts for specific dates, times, or in anticipation of special occasions.

Skills

 User-centered design
 Cross-functional collaboration
 User research
 Ideation
 Testing

Looking for

 UX/UI design roles that align with my passion for creating user-centered digital experiences
 Opportunities for creativity and collaboration within cross-functional teams
 Positions that prioritize design innovation over routine maintenance tasks
 Projects that emphasize quality over speed and prioritize user satisfaction

---"
90,"Here is your improved resume:

Projects (IT, LEAN, Staff Development, Supply)

1. Proposed and implemented two IT projects: ""Bill of Materials Process Automation"" and ""MRP in SAP."" Resulted in annual savings of $34K.
2. Proposed and implemented three supply projects: ""ABC and XYZ Methodology for Inventory Stocks Analysis,"" ""New Supplier Implementation,"" and ""Implementation of a New Glue Using Scheme."" Resulted in annual savings of $163K.
3. Implemented three IT projects and seven business process improvements, including ""SAP GUI Automation"" and ""Automation of Data People Cycle Consolidation."" Resulted in optimization of 2 FTE.
4. Managed a students' probation scheme, resulting in 72 successful candidates.
5. Developed and conducted trainings, resulting in training of over 600 people.

Work Experience (7 years in FMCG company)

 Good understanding of web development process
 Basic knowledge of HTML/CSS/JS
 Knowledge of Project Management processes
 Created technical specifications and project documentation
 Risk management and crisis management
 People management
 Negotiated with suppliers and subcontractors, building long-term cooperation
 Budget and timing planning, implementation of cost reduction strategy
 Created and controlled business processes and corresponding documentation
 Remote recruitment
 Supported staff performance review and personal development process
 Prepared presentations for clients and trainings for staff
 Business correspondence

Languages: Polish - Elementary level

Skills:

 Project management
 IT project implementation
 Supply chain management
 Business process improvement
 People management
 Negotiation
 Budget planning
 Risk management
 Crisis management
 Remote recruitment
 Staff performance review
 Presentation preparation
 Business correspondence

Interests:

 Interesting and challenging projects
 Work in a multinational environment
 Possibilities of personal and professional development
 Permanent job
 Friendly atmosphere"
91,"
Objective: Seeking new challenges and opportunities in a team with common values, product vision, positive thinking, and a good corporate culture.

Work Experience:

PR Team Manager, Startup Incubator

 Strategic planning
 Operational management
 Organization and moderation of brainstorming and meetings
 Communication with regular partners
 Planning activities from start to finish according to goals and target audience
 Delegating tasks and tracking results
 Monitoring the timely implementation of tasks

Project Manager

Hack-A-Train, Hackathon on the train from Mariupol to Lviv with the Estonian organization Garage48

 Booking and branding of the train
 Management of local marketing and set of applications
 Provision of catering
 Organization of logistics
 Provision of stationery and printed materials
 Organization and control of all processes during the 30-hour trip

Hack For Locals, Hackathon for the development of local communities with the Estonian organization Garage48

 Management of local marketing and set of applications
 Involvement of companies and government agencies in the event
 Finding and communicating with partners
 Finding prizes for winners
 Translation of event texts and marketing messages from English to Ukrainian
 On-site assistance during the event

---"
92,"
Project Coordinator

Summary:
Highly motivated and detail-oriented project coordinator with experience in managing global projects and coordinating teams across regions. Skilled in project management, budgeting, and communication. Seeking to develop IT project management skills and be a part of a great team.

Education:
IT Project Management Course, Projector, 2021

Experience:
Project Coordinator, Big International FMCG Company, 2021-Present

 Full coordination and control of Global Point of Sale project implementation in Ukraine & Eurasia
 Coordinating 6 specialists across region
 Point Of Sales Materials Coordination and management the process of budgeting across markets (Ukraine & Eurasia) and alignment with all Categories (Marketing Leaders)
 Briefs preparation and communication with agencies for production and logistics of trade equipment and Point Of Sales Materials
 Point Of Sales Materials and trade equipment procurement process control at all stages: briefing, budgeting, production, warehousing, placing in retail
 Coordinating initiatives and target interventions towards Global KPIs
 Supporting the effective implementation of Global goals and priorities in cooperation with 3rd parties
 Communication and timing leading between Marketing and Trade marketing to deliver all materials for New Product Development point of sale materials & trade equipment production
 Checking and confirmation of cost estimation for design services for Ukraine and Eurasia markets
 Checking and confirmation of documents and payments between company and 3rd company parties

Skills:

 Project Management
 Budgeting
 Communication
 Team Coordination
 Point of Sale Materials Coordination
 Trade Equipment Procurement
 Global KPI Management
 Marketing and Trade Marketing Collaboration
 Design Services Cost Estimation
 Document and Payment Confirmation

---"
93,"
Professional Summary

Highly motivated and results-driven sales professional with over 5 years of experience in the transportation industry. Proven track record of meeting sales goals and providing exceptional customer service. Seeking to leverage my skills and experience in a new role within the IT sector.

Key Skills

 Sales and customer service
 Project management
 CRM and project management software (Trello, DocuSign, Confluence, Jira)
 Problem-solving
 Quick learner and responsible

Work Experience

Senior Sales Representative

Autotransport Company, Florida, USA

 Consistently chosen as the best sales of the day
 Handled an additional project of heavy-load transportation
 Received many positive reviews from customers
 Met sales goals for 5 consecutive years
 Managed the rating board for the company

Education

Hillel IT School

Project Management Courses, Excellent Score

---"
94,"



Summary:
Senior Project Engineer with over 10 years of experience in managing and executing large-scale projects in the oil and gas industry. Proven track record of delivering projects on time, within budget, and to the highest quality standards. Strong leadership and communication skills, with the ability to manage multiple stakeholders and interfaces.

Experience:

Senior Project Engineer
Worley
03/2021-05/2022

 Managed project deliverables and interfaces to ensure safe, efficient, cost-effective, and timely execution
 Reviewed and finalized project procedures in consultation with key personnel
 Ensured project team was contractually aware of responsibilities, scopes of work, and deliverables
 Liaised with Cost Controller and Planner to provide weekly analysis of project status
 Achieved construction and commissioning of new laboratory systems, including Public Address General Alarm, Access Control System, Close Circuit Television, fire alarm, firefighting, HVAC, and power distribution
 Installed 12 server cabinets in Data Centre for information replication
 Eliminated risk by relocating laboratory to safe area

Project Engineering Lead
UBOC
09/2020-03/2021

 Monitored overall progress of engineering work from engineering contractors and addressed problem areas
 Managed engineering interfaces and transfer of information between contractors
 Oversaw quality of engineering work from contractors in accordance with international standards
 Established engineering processes and procedures across departments, including PSCM, Quality Team, Construction & Commissioning
 Developed and integrated Engineering Execution Plan

Project Lead
British Petroleum
09/2009-06/2020

 Fulfilled requirements defined in Project Procedure and associated guides and templates
 Provided input to establish region annual activity plan
 Managed budgets for Project & Modification expenditure based on assigned activity set
 Oversaw assigned contractor's resources to deliver assigned projects or activities
 Performance managed delivery by contractors using global benchmarks, metrics, and KPIs
 Managed internal stakeholders and interfaces
 Achieved $750M revenue increase by increasing efficiency of the plant
 Increased gas production
 Eliminated safety and business risks, resulting in $2.5M per annum production increase
 Delivered various oil & gas production optimization projects

Education:


Skills:
 Project management
 Engineering management
 Budget management
 Stakeholder management
 Quality assurance
 Risk management
 Process improvement
 Communication
 Leadership

---"
95,"
Resume

Name: 

Contact Information:

 Email: 
 Phone: 

Summary:

Highly motivated and experienced IT professional with a strong background in project management, business analysis, and network administration. Skilled in developing and implementing IT solutions for various industries, including education, transportation, and environmental monitoring. Proficient in Agile and Scrum methodologies, as well as various project management tools such as Trello, Slack, and MS Project. Strong communication and leadership skills, with a proven track record of delivering successful projects on time and within budget.

Work Experience:

Project Manager
IT HB

 - 

 Managed and coordinated multiple IT projects, ensuring timely delivery and adherence to budget and scope.
 Utilized Agile and Scrum methodologies to streamline project management processes and improve team collaboration.
 Communicated project status and progress to stakeholders, including senior management and clients.

IT Business Analyst
Promocore

 - 

 Conducted business analysis and requirements gathering for various IT projects.
 Worked closely with stakeholders to identify business needs and develop solutions to meet those needs.
 Created detailed project plans, including timelines, budgets, and resource allocation.

Network and System Administrator
Vinnitsіa National Technical University

 - 

 Designed and developed a corporate network for the educational building of the faculty of computer systems and optical engineering departments.
 Implemented VLAN, WiFi, WPA 2, ACL, WDS, CAP manager, Squid Server, Radius Server, Teamviewer Server, and local connections to computers with video surveillance systems.
 Provided technical support and troubleshooting for network and system issues.

Projects:

 ChiliPizza - Designed and developed a website for a pizza restaurant, including layout, domain purchase, and DNS configuration. Integrated a JS site menu and 3D tour, and met all customer requirements.
 Joht & Alex Transport Company - Currently developing a website for a transportation company, including consulting, business analytics, branding, SEO, and SMM.
 IROOM - Developed a website for a real estate company, including front-end and back-end development and MySQL database design.
 EcoCITIZENS - Developed an ASP.NET web site using MVC, designed and used a database msSQL, and developed a sketch for an Arduino web server.
 Department of Business Economics and Production Management VNTU - Developed a website for the department, including front-end and back-end development and MySQL database design. Used the latest version of CMS WORDPRESS with a custom theme and configured the web server and FTP server.
 Development of the system management and optimization of solar collector - Developed a system for managing solar collectors in automatic mode with the ability to connect to the system ""Smart home heating.""
 Development of intelligent home heating system - Optimized building heating systems with alternative energy sources.

Skills:

 Project Management
 Business Analysis
 Network Administration
 Agile and Scrum Methodologies
 Trello, Slack, Asana, Worksection, MS Project, Mind-maps, MS Visio
 UI/UX Design
 SEO and SMM
 Programming Languages (ASP.NET, MVC, MySQL, PHP, HTML, CSS, JavaScript)

Education:




 - 

---"
96,"
Multi-skilled entry-level project manager, doctor, teacher, and PhD with extensive experience in organizing social and volunteer projects. Possess a master's degree in Public Management and Administration and a strong background in IT project management. Skilled in communicability, responsibility, teaching, time management, public relations, leadership, team management, and a strong desire to learn quickly.

Key Achievements:

 Successfully defended a home e-commerce website development planning project in the ""IT Project Management"" course at A-level Ukraine (2022).
 Completed homework on planning a mobile application project for the university in the ""IT Project Management"" course at ITEA (2022).
 Assistant of the Department of Internal Medicine №1 at Kharkiv National Medical University (2018-present), teaching foreign students in English, organizing online learning, managing time, developing lesson plans, and creating educational e-courses.
 Physician-Therapist at Kharkiv City Hospital №27 (2016-2018), diagnosing and treating internal diseases, and assisting the head of the department with healthcare organization.
 Head of the Youth Council at the Regional Healthcare Trade Union (2016-present), implementing youth policy in trade unions for labor, socio-economic rights, and interests of trade union members protection, organizing cultural, recreational, creative, and educational events, and volunteer projects.
 Head of Volunteering at the Student Council of KNMU (2013-2016), creating and implementing volunteer and social projects, managing stakeholders, scope, time, cost, risk, and procurement.
 Copywriter at Webline Promotion (2017-2019), writing unique articles on medical and other topics in compliance with customers' technical specifications requirements.
 Copywriter, Editor, and Head of Medical Department at JDI Studio (2020-2021), managing communication, organizing other copywriters' work, and ensuring quality management.
 Receptionist-administrator at Children's Medical Center ""Neboleika"" (2013-2017), managing expectations, communication, doctors' appointments, patients' registration, schedule, cashier work, documentation processing, and conflict management.

Education:

 3 higher educations in related fields, constantly developing and mastering new tools.
 Master's degree in Public Management and Administration.

Skills:

 Communicability and responsibility
 Teaching and time management
 Public relations, leadership, and team management
 Purposefulness and ability to learn quickly

---"
97,"
Highly motivated and results-driven professional with a proven track record of success in project management and business development. Adept at strategic planning, team leadership, and problem-solving. Currently studying Data Warehouse and Business Intelligence (DWBI) at EPAM.

Professional Experience:

Project Manager, Engineering Company (2021 - Present)

 Personally closed $2M in less than 2 months and concluded agreements with 2 large construction companies
 Managed a team to achieve a common goal and successfully completed transactions totaling $12M in 10 months
 Utilized strong negotiation skills to secure big deals and effectively communicate with team members and stakeholders
 Implemented a systematic approach to problem-solving and risk management

Business Developer, Network Coffee Shops (2019 - 2021)

 Successfully managed a fast-paced coffee shop in a busy area of the city and increased the network to three stores
 Personally closed $1.2M in less than 11 months and increased annual revenues by 1500% from $80K to $1.2M
 Supervised all aspects of the coffee shop and served as a positive and motivating team leader
 Managed and trained employees, accounted for financial transactions, and implemented a strong marketing strategy

Education:

Data Warehouse and Business Intelligence (DWBI) - EPAM (Autumn 2021)

---"
98,"Self Employed (2021 - present)

 Developed a customer acquisition strategy and managed brand for a mobile game boosting service
 Established a solid base of loyal customers, resulting in a passive income stream

Glaz Systems (2018 - 2021) - Business Development Manager

 Led B2B sales in the IT industry, managing a partner network and writing Software Requirements Specifications for the development team
 Streamlined processes and optimized service delivery, resulting in improved NPS and service margin
 Managed a team of professionals, resolving conflicts and delegating tasks effectively
 Organized business trips, participated in industry exhibitions and forums, and conducted direct negotiations with representatives of large HORECA businesses
 Handled administrative functions such as payment control, documentation processing, and report management

ШКОЛА ОСТАННЬОГО КАПІТАЛІСТА (Project employment) (AUG - SEP 2023)

 Managed requirements, tasks, and tech writing for an EdTech project for a Ukrainian economics YouTube channel
 Contributed to the development of the course program and conducted research

BALANCУЙ TEAM (JUN 2023 - present)

 Developed and managed a project designed to assist trainees from various backgrounds in gaining work experience within a team
 Currently overseeing two projects: DefendUAId, a platform that provides assistance to the Armed Forces of Ukraine, and Balancyй, a comprehensive time management application for iOS, Android, and the web

Note: The text provided is a plain text version of the resume, without any additional notes or explanations."
99,"
Professional Summary

A highly skilled and experienced IT Project Manager with over 6 years of experience in teaching English and Italian languages, and 4 years in marketing. Possess strong leadership, organizational, and communication skills, with a proven track record of successfully leading multiple projects simultaneously. Proficient in both Waterfall and Agile practices, with practical experience in using project management tools such as Trello and JIRA.

Work Experience

IT Project Manager

 Led 5+ projects simultaneously, including support projects
 Conducted business analysis, project documentation, and managed customer expectations
 Utilized Waterfall and Agile practices, including Scrum and Kanban
 Planned and delivered projects within scope and time constraints
 Managed resource planning, task prioritization, and distribution
 Monitored and controlled project progress

Marketologist

 Created marketing descriptions of products in English and Italian
 Managed database entries for product descriptions

English and Italian Language Teacher

 Taught English and Italian languages to students of all levels

Education and Certifications

PM School

 Completed project management courses in May-July 2018 and received a certificate

Coursera

 Completed Project Management and Philosophy course in August 2019

Books Read

 ""The Black Book of the Manager""
 ""The White Shelf of the Manager""
 ""Scrum and XP: from the Trenches""
 ""Roman Savin - Testing dotcom""
 ""Scrum and Kanban - Squeezing the Maximum""
 ""Tom DeMarco - Deadline""
 ""Carl Sewell - Clients for Life""
 ""Maxim Ilyakhov, Lyudmila Sarycheva - Write, Cut""

Skills

 Advanced English (oral and written)
 Business correspondence
 English teaching
 Great communication skills (listening, conflict mitigation)
 Stress resistance
 Strong leadership and organizational skills

Personal Values

 A great team of managers and developers who support each other and have the same purpose to understand the client and give him the best
 Thorough business analysis at the beginning of the project
 Telling the truth
 Competitive salary"
