id,Claude-3.5-Sonnet
77,"PROFESSIONAL SUMMARYDetail-oriented professional with extensive event management experience transitioning to project management. Advanced proficiency in Agile methodologies, project management tools, and team leadership. Demonstrated success in multi-tasking environments with strong problem-solving capabilities.SKILLS• Project Management Tools: Atlassian Jira• Methodologies: Agile, Scrum, Kanban• Languages: English (Advanced)• Core Competencies: Team Management, Event Management, Problem Solving, Communication, Multi-taskingPROFESSIONAL DEVELOPMENT• Project Management Foundations Certification• Agile Project Management Certification• Atlassian Jira CertificationSTRENGTHS• Strong track record in event coordination and execution• Proven ability to manage and collaborate with diverse teams• Exceptional attention to detail and organizational skills• Adaptable to dynamic work environments• Excellent stakeholder communicationADDITIONAL INFORMATION• Location: Yerevan, Armenia• Work Format: Available for remote opportunities• Professional Goal: Seeking project management experience• Work Authorization: Eligible to work in Armenia"
78,"PROFESSIONAL SUMMARYSeasoned Commercial Project Manager with 15+ years of expertise in EPCM projects, specializing in contract management, cost control, and materials/services procurement. Proven track record in managing complex engineering projects with focus on financial oversight and regulatory compliance.PROFESSIONAL EXPERIENCEProject Manager | ROSHEN Confectionery Corporation | 2021-2022• Led EPCM project management for new Sodium Hypochlorite production facility in Kyiv• Executed contract negotiations and drafting processes• Managed cost control systems and budget forecasting• Oversaw project financing and monthly progress payment cycles• Directed contractual compliance, planning, and reporting operationsCommercial Project Manager | SIEMENS UKRAINE | 2020-2021• Spearheaded bidding processes and contract development• Generated comprehensive project performance reports• Managed IFRS and local revenue recognition, costs, and sales margin• Administered acceptance protocols, invoices, and currency exchange certificates• Supervised contractual compliance and risk management strategiesContracts & Cost Control Manager | NOSTRUM OIL & GAS | 2009-2020Gas Treatment Units 1, 2 & 3• Managed contracts for supplying, construction works, and services in EPCM projects• Orchestrated bidding processes and contract awards• Developed and negotiated FIDIC contracts and agreements• Created cash flow projections and budget plans• Implemented cost control systems and quantity surveying• Monitored project costs alignment with contractual agreements• Processed site extra work orders• Handled contractual correspondence and claims managementCORE COMPETENCIES• EPCM Project Management• Contract Negotiation & Administration• Cost Control & Budget Management• FIDIC Contracts• Risk Management• Financial Planning & Analysis• Stakeholder Management• Multinational Team CollaborationAvailable for multinational and multidisciplinary project teams valuing corporate excellence."
79,"Project ManagerPROFESSIONAL EXPERIENCEProject ManagerEpic Story | April 2021 - Present- Manage comprehensive project documentation including Project Charter, WBS, Calendar Plans, and Risk Registers- Implement and oversee MVP development- Create and maintain SRS documentation and Requirement Matrix- Develop BPMN diagrams and lead project methodology selection- Utilize ClickUp for project management and team coordinationTrainer of Non-formal EducationThe Congress of National Communities of Ukraine | 2017-2020- Led educational training courses for groups of 11-17 year olds- Facilitated team development and integration through structured team-building activities- Guided teams through key developmental stages to achieve cohesive unit performanceClub CoordinatorThe Congress of National Communities of Ukraine | 2017-2019- Organized and facilitated weekly discussion groups- Created visual content and presentations using Canva and Crello- Coordinated educational field trips and exhibition visitsTECHNICAL SKILLS- Project Documentation: Brief, WBS, TTM, Project Charter, MVP, SRS- Project Management Tools: ClickUp, RACI Matrix, Status Reporting- Process Modeling: BPMN- Design Tools: Canva, Crello- Risk Management- Prototype DevelopmentEDUCATIONProject Management in ITBeetroot Academy | 11/2020 - 03/2021"
80,"Graphic & UI/UX DesignerEDUCATION- Bachelor's in Publishing and Printing (In Progress)  Kharkiv National University of Radio Electronics  Department of Media Systems and TechnologiesPROFESSIONAL DEVELOPMENT- Web Design Course, Genius.Space- UX/UI Design Course, Genius.SpaceTECHNICAL SKILLSSoftware Proficiency:- Figma- Adobe Illustrator- Adobe Photoshop- Blender- AutoCADPROFESSIONAL EXPERIENCEFreelance Graphic Designer- Designed and delivered professional business card sets for international tattoo artist- Created responsive website designs optimized for user experience- Developed brand identity packages including logo designs- Produced marketing materials including brochures and presentationsCORE COMPETENCIES- User Interface (UI) Design- User Experience (UX) Design- Information Architecture- Visual Design- Project PlanningSOFT SKILLS- Team Collaboration- Empathetic Approach- Results-Driven- Strong Work Ethic- Time Management- Attention to Detail"
81,"SENIOR UI/UX DESIGNER & CREATIVE TEAM LEADERPROFESSIONAL SUMMARYVersatile full-stack Designer with 10 years of experience specializing in UI/UX and graphic design. Proven track record of leading creative teams and managing projects for enterprise-level clients across Europe and USA, including Big Four accounting firms. Skilled in delivering complex web and mobile solutions while maintaining focus on business objectives and user needs.CORE COMPETENCIESLeadership & Management• Creative team leadership and mentorship• Project estimation and resource planning• Timeline management• Client communication and requirement elicitation• Advanced Business English proficiencyTechnical Skills• UI/UX Design• Graphic Design• Web Design• Mobile App Development• Information Architecture• Prototyping• User Testing• UML Diagrams• SaaS DevelopmentMethodologies• Agile• Scrum• Art Direction• Enterprise SolutionsPROFESSIONAL EXPERIENCE• Led design initiatives for enterprise-level organization with 250,000+ employees• Managed and mentored creative teams• Presented concepts to international stakeholders• Developed comprehensive design solutions for e-Commerce and SaaS platforms• Facilitated direct client communications and requirement gathering• Implemented full product lifecycle managementCAREER OBJECTIVESSeeking opportunities to:• Lead design teams and manage complex projects• Work on challenging mobile and web solutions• Contribute to organizations valuing flexibility and results-oriented approach• Engage directly with clients in dynamic business environments"
82,"PRODUCT DESIGN LEADERPROFESSIONAL EXPERIENCEDesign Team Lead & Product Design Manager• Led and managed a team of 17 designers, overseeing end-to-end design processes• Successfully delivered 30+ design projects across various industries including HR, crypto, SaaS, betting, healthcare, and delivery• Spearheaded 20+ design projects from pitch to launch as design consultant• Established and optimized design team processes including planning, delegation, and quality review• Conducted user research projects, facilitated workshops, and managed stakeholder communicationsKEY SKILLS & COMPETENCIES• Design Team Management• Product Design Strategy• User Research• Workshop Facilitation• Project Planning & Delivery• Stakeholder Management• Business Strategy• Client Presentations & Negotiations• Conflict Resolution• Sales Process ConsultationCERTIFICATIONS• Design Management• People Management 3.0LANGUAGES• English (Fluent)• German (Written Communication)SELECTED PROJECT EXPERIENCE• Product Design Manager - Human Resources Project• Design Manager - Cryptocurrency Product• UI/UX Team Lead - SaaS Platform• Various Projects in Betting, Healthcare, and Delivery Sectors"
83,"SENIOR UX/UI DESIGNERPROFESSIONAL SUMMARYResults-driven UX/UI Designer with 6+ years of commercial experience specializing in fintech, startups, crypto, insurance, and healthcare sectors. Proven track record in design system development, team leadership, and end-to-end product design.ACHIEVEMENTS• Received 8 Design Awards on Behance• Earned Honorable Mention at San Francisco Design Week• Featured in Ukrainian Design: The Very Best OfPROFESSIONAL EXPERIENCELead Designer• Spearheaded design development for Australian digital home loan product from concept to MVP• Built comprehensive design system from ground up in three-person team• Led and managed team of 8 designers• Conducted regular 1:1 meetings for team development and performance improvement• Mentored junior designers and provided strategic guidanceCore Competencies• End-to-end product design• User research and testing• Wireframing and prototyping• Design system architecture• Stakeholder management• Process flow mapping• Team leadership• UI/UX best practices• Cross-functional collaborationTechnical Skills• Web and mobile design• Dashboard development• Web application design• High/low fidelity wireframes• Usability testing• Functionality mapping• Process flow creationResearch & Strategy• User research methodology• Hypothesis generation• Usability testing• Analytics and data interpretation• Business requirements analysis• Design strategy development"
84,"SENIOR DESIGN LEADERPROFESSIONAL SUMMARYAccomplished Design Executive with proven track record in building and leading design teams, driving brand innovation, and executing successful advertising campaigns. Demonstrated expertise in scaling design operations and establishing efficient workflows in e-commerce environments. Specialized in user experience design, brand development, and creative direction.PROFESSIONAL EXPERIENCEDesign Department Head | Major E-commerce Company• Led and scaled design department operations for country's largest e-commerce platform• Implemented automation systems resulting in significant productivity improvements• Managed end-to-end design processes and supervised multiple design teams• Established efficient workflows and quality control proceduresCreative Director | Design Bureau and Printing Studio• Founded and managed full-service design bureau and printing operations• Developed multiple successful household appliance brands• Orchestrated comprehensive brand identity projects and marketing campaigns• Supervised print production and quality control processesCORE COMPETENCIESDesign Leadership• Team building and management• Department-wide process optimization• Creative direction and art supervision• Staff training and developmentTechnical Expertise• Graphic and web design• Brand identity development• UX/UI design• Motion design and animation• Print production• Digital advertising• Key visual development• Layout designStrategic Skills• User experience analytics• Product development• Problem-solving• Business process optimization• Campaign management• Cross-functional collaborationSoft Skills• Strategic thinking• Team leadership• Stakeholder management• Design thinking• Analytical decision-making• Rapid adaptation• Emotional intelligenceOBJECTIVESeeking to join an ambitious team to drive product innovation and growth through strategic design leadership and user experience excellence."
85,"PROFESSIONAL SUMMARYAccomplished Digital 2D Artist & UI/UX Designer based in Kyiv with proven expertise in digital design and illustration. Award-winning creative professional with comprehensive experience in UI/UX, graphic design, and illustration. Demonstrated success in both freelance and collaborative environments.PROFESSIONAL EXPERIENCEFull Stack UI/UX Designer / Illustrator / Graphic Designer (Apr 2021 - Present)- Deliver comprehensive design solutions across multiple platforms- Create user-centered designs and illustrations for various digital products- Develop brand identities and visual communication materialsUI/UX Designer / Illustrator (Nov 2019 - Aug 2021)- Designed user interfaces and experiences for digital platforms- Created custom illustrations for various client projects- Collaborated on design solutions for diverse business needsFreelance Web Designer (Dec 2018 - Nov 2019)- Developed responsive web designs for clients- Executed complete design projects from concept to delivery- Managed client relationships and project timelinesTECHNICAL SKILLS- Design: UI/UX Design, Adaptive Design, Illustration (raster/vector), Banner Design, Logo Design- Software: Adobe Photoshop Beta, Adobe Illustrator, Figma, Procreate App, Midjourney- Languages: English (Upper-Intermediate)CORE COMPETENCIES- Strong technical understanding of design principles- Current design and technology trends expertise- Effective verbal and written communication- Advanced time and self-management skillsAWARDS & ACHIEVEMENTSRED DOT Award in Brands & Communication Design (August 2022)EDUCATIONSelf-educated professional with continuous learning in digital design and illustration"
86,"PROFESSIONAL RESUMESKILLSTechnical Skills:• Design: Adobe Photoshop, Adobe Illustrator, Figma• Web Development: HTML/CSS, Webflow (Animation, CMS)• Digital Marketing: Web Ads, Social Media Ads, E-blast, Digital Analytics• Design Principles: Color Theory, Composition, UI/UX Design• Branding & Advertising• Digital Design & IllustrationProfessional Skills:• Independent & Team Collaboration• Creative Problem-Solving• Customer Interface & Communication• Cross-cultural Team ExperiencePROFESSIONAL EXPERIENCEDigital Designer & Marketing Specialist• Collaborated with international teams across 5+ companies• Developed websites, e-blast campaigns, and digital marketing materials• Created comprehensive branding and advertising solutions• Managed client relationships and delivered client-focused design solutions• Worked as freelance designer for U.S.-based companyEDUCATION & CERTIFICATIONS• Dare IT - Product Design• HILLEL IT School - Basic Web Design• CASES MEDIA - Figma (Score: 90)• CASES MEDIA - Graphic Design & Composition (Score: 91)PROFESSIONAL OBJECTIVESeeking long-term partnership opportunities to utilize extensive digital design and marketing expertise in product-focused environments. Committed to creating impactful designs that enhance user experience and drive brand growth."
87,"Digital Graphic Designer (NDA)July 2021 – Present• Develop and maintain engaging web content for multiple platforms• Design comprehensive brand assets including logos, posters, and event graphics• Create compelling infographics and data visualizations• Design and implement responsive landing pages• Conceptualize and execute architectural advertising elements for event campaigns• Produce professional presentations and educational materials• Design custom vector illustrations and brand mascotsDigital Graphic & UI/UX Designer (ReevArts)July 2020 – July 2021• Designed 500+ social media assets and 250+ television graphics• Led UI/UX design for two major products over 12+ months• Conducted quality assurance reviews for animation team• Created storyboards and illustrations for promotional contentTechnical Graphic Designer (Polygraphy)April 2019 – July 2020• Managed design development from concept to print production• Specialized in apparel design and printing for T-shirts and sweatshirts• Created precision layouts for sticker production and die-cutting• Supervised in-house design team and client submissions• Implemented quality control protocols for printing and cutting processes• Developed technical documentation and production guidelinesGraphic & Web Designer (Freelance)April 2018 – March 2019• Delivered print-ready artwork for development and animation teams• Collaborated with editorial staff and project management• Designed presentation materials and creative assets• Created responsive website interfaces and UI/UX solutions• Developed interactive prototypes and templatesAssistant Manager (AMO1)October 2013 – June 2014• Conducted market research and client acquisition initiatives• Managed client communications and relationship building• Identified and pursued relevant tender opportunities• Analyzed market demands for new product development• Processed technical drawings and specifications• Performed competitive analysis and price monitoring• Maintained company website and digital presence"
88,"JUNIOR UI/UX DESIGNERSKILLS• Design Software: Figma, Adobe Photoshop, Adobe Illustrator• Web Technologies: HTML/CSS• UX Methodologies: User Research, Wireframing, Prototyping, User Personas, Journey Mapping• Design Skills: Responsive Design, Visual Design, Interactive PrototypesPROFESSIONAL EXPERIENCEUI/UX Design ProjectsReal Estate Website Redesign | Destin, Florida• Executed complete redesign of real estate company website focusing on modern aesthetics and user experience• Conducted competitor analysis and user research to inform design decisions• Created user personas and customer journey maps based on social media analysis and customer feedback• Implemented user-friendly features including property valuation tools and feedback systemsTravel Booking Platform• Designed comprehensive web service for global tour and excursion bookings• Developed complete user flows and wireframes for both customers and travel agents• Implemented multi-platform authentication system and secure payment integration• Created responsive design with comprehensive UI kit• Incorporated filtering systems and categorical navigation for improved user experienceRestaurant Table Booking Mobile Application• Designed mobile application for restaurant table reservations• Created interactive prototypes focusing on user engagement and seamless booking experienceEDUCATION6-Month UI/UX Design Course• Comprehensive training in UI/UX design principles and methodologies• Additional focus on HTML/CSS development• Successfully completed and defended three major projectsOBJECTIVESeeking full-time position in a product company focused on creating digital solutions for everyday life and business. Quick learner with strong commitment to delivering high-quality user experiences."
89,"PROFESSIONAL SUMMARYUX/UI Designer with experience in mobile app development and web design, specializing in user-centered digital experiences and interface optimization.PROFESSIONAL EXPERIENCESenior UX/UI DesignerIndian Cafe Project• Led complete redesign of user interface, enhancing digital customer experience• Implemented mobile app optimization strategies to improve performance• Developed responsive web service architecture• Designed conversion-focused landing pageUX/UI Designerf.Lover Mobile App• Spearheaded development of flower and gift delivery mobile application• Created intuitive recommendation system for gifts and floral arrangements• Designed scheduling functionality for date-specific deliveries• Implemented special occasion reminder features• Collaborated with cross-functional team to ensure seamless user experienceSKILLS• User Interface Design• Mobile App Development• Web Service Design• User Experience Optimization• Landing Page Development• Interactive Prototyping• Cross-functional Team CollaborationCAREER OBJECTIVESSeeking UX/UI design positions focused on innovative digital experiences, user-centered design processes, and collaborative team environments with emphasis on thorough research and testing."
90,"PROFESSIONAL SUMMARYResults-driven Project Manager with 7 years of experience in FMCG, specializing in IT implementation, process optimization, and supply chain management. Demonstrated success in delivering cost savings of $197K annually through strategic initiatives.PROFESSIONAL EXPERIENCEProject Manager | FMCG Company | 7 YearsKey Achievements:• Delivered $163K annual savings through implementation of supply chain optimization projects, including ABC/XYZ inventory analysis and new supplier integration• Achieved $34K yearly cost reduction by leading SAP MRP and Bill of Materials automation initiatives• Optimized operations by 2 FTE through implementation of SAP GUI Automation and business process improvements• Managed successful student probation program with 72 participants• Developed and delivered training programs reaching 600+ staff membersCore Responsibilities:• Led end-to-end project management including requirements gathering, documentation, and implementation• Managed supplier relationships and negotiations for strategic partnerships• Developed technical specifications and process documentation• Implemented cost reduction strategies and budget management• Conducted remote recruitment and staff performance reviews• Created and delivered client presentations and staff training materialsTechnical Skills:• Project Management• SAP• Basic HTML/CSS/JavaScript• Business Process Optimization• Risk Management• Technical DocumentationLanguages:• Polish: Elementary LevelACHIEVEMENTS• Successfully managed multinational teams and projects• Implemented process automation initiatives• Developed and optimized business workflows• Led cross-functional teams in complex project delivery"
91,"PROFESSIONAL SUMMARYResults-driven Project and PR Manager with proven experience in event management, strategic planning, and team leadership. Demonstrated success in organizing large-scale technology events and managing cross-functional teams in startup environments. Strong skills in stakeholder communication and operational management.PROFESSIONAL EXPERIENCEPR Team Manager | Startup Incubator• Led strategic planning and operational management initiatives for the organization's PR activities• Facilitated and moderated brainstorming sessions and meetings to drive team productivity• Established and maintained relationships with key stakeholders and regular partners• Developed and executed comprehensive activity plans aligned with organizational goals• Managed team performance through effective task delegation and result tracking• Implemented monitoring systems to ensure timely project completionProject Manager | Hack-A-Train | Garage48 Partnership• Successfully managed a 30-hour hackathon event on a moving train from Mariupol to Lviv• Coordinated complete train booking and branding operations• Directed local marketing campaigns and application processing• Orchestrated comprehensive event logistics including catering and supplies• Managed end-to-end event execution and participant experienceProject Manager | Hack For Locals | Garage48 Partnership• Led community development hackathon focusing on local innovation• Managed marketing campaigns and participant recruitment• Secured partnerships with corporate and government stakeholders• Sourced and negotiated prizes for event winners• Provided English-Ukrainian translation services for event materials• Coordinated on-site operations and event executionSKILLS• Strategic Planning• Team Leadership• Event Management• Stakeholder Communication• Operational Management• Project Coordination• Marketing Campaign Management• Cross-cultural Communication"
92,"PROFESSIONAL SUMMARYResults-driven Project Coordinator with expertise in managing complex, multi-market initiatives across Ukraine & Eurasia for a leading FMCG company. Demonstrated success in cross-functional team coordination and implementation of global projects.EDUCATIONIT Project Management Course - Projector Institution (2021)PROFESSIONAL EXPERIENCEProject Coordinator, Ukraine & EurasiaInternational FMCG CompanyCore Achievements:• Successfully manage end-to-end implementation of Global Point of Sale project across Ukraine & Eurasia• Lead and coordinate a team of 6 regional specialists • Oversee multi-market Point of Sales Materials budget management and alignment with Marketing Leaders• Drive successful execution of Global KPIs through targeted initiativesKey Responsibilities:• Manage full procurement cycle for Point of Sales Materials and trade equipment, from briefing to retail placement• Orchestrate cross-functional collaboration between Marketing and Trade Marketing teams for New Product Development• Review and validate cost estimations for design services across multiple markets• Ensure compliance and accuracy in vendor documentation and payment processes• Facilitate effective communication with third-party agencies for production and logistics• Support implementation of Global strategic priorities through vendor partnershipsSKILLS• Project Coordination• Team Leadership• Budget Management• Stakeholder Communication• Procurement Management• Cross-functional Collaboration• Vendor Management• Multi-market OperationsCAREER OBJECTIVESeeking to leverage project coordination experience to transition into IT Project Management role."
93,"PROFESSIONAL SUMMARYResults-driven sales professional with 5+ years of experience in logistics and transportation management, demonstrating excellence in project coordination and customer service. Proven track record of consistent sales achievement and client satisfaction.PROFESSIONAL EXPERIENCESenior Sales RepresentativeAutotransport Company, Florida, US (with office in Dnipro)2018 - Present• Consistently achieved sales targets for 5 consecutive years• Managed end-to-end transportation projects, coordinating between clients and drivers• Recognized multiple times as top sales performer of the day• Supervised company rating board operations• Successfully handled specialized heavy-load transportation projects• Maintained high customer satisfaction, earning numerous positive client reviews• Coordinated complex logistics operations ensuring timely delivery and client specificationsTECHNICAL SKILLS• Project Management Tools: Trello, Confluence, Jira• CRM Systems• DocuSign• Transportation Management• Client RelationsEDUCATIONProject Management CertificationHillel IT School• Completed with excellent academic performanceCORE COMPETENCIES• Project Management• Sales Leadership• Problem-solving• Customer Service• Deadline Management• Quick Learning Ability• Responsibility Management"
94,"Here's your enhanced resume while maintaining all original facts and experiences:PROFESSIONAL EXPERIENCEWorley | Senior Project EngineerMarch 2021 - May 2022Led complex engineering projects with focus on safety, efficiency and cost-effectiveness:• Orchestrated construction and commissioning of critical laboratory systems including PAGA, ACS, CCTV, fire safety systems, HVAC and power distribution• Directed installation of 12-cabinet Data Centre for information replication• Streamlined project communication and risk management processes• Established robust project control mechanisms through collaboration with Cost Controller and Planner• Executed strategic laboratory relocation initiative to eliminate safety risks• Ensured contractual compliance and deliverable management across project teamsUBOC | Project Engineering LeadSeptember 2020 - March 2021Spearheaded engineering operations and quality assurance:• Led engineering contractors while ensuring adherence to international standards• Implemented comprehensive engineering processes across PSCM, Quality, and Construction departments• Developed and integrated Engineering Execution Plan• Managed cross-functional engineering interfaces and information flow• Provided strategic oversight of engineering quality and contractor performanceBritish Petroleum | Project LeadSeptember 2009 - June 2020Directed large-scale oil and gas projects with significant financial impact:• Generated $750M revenue through enhanced plant efficiency• Delivered multiple oil and gas optimization projects yielding $2.5M annual gains• Managed project budgets and contractor resources across regional operations• Implemented global benchmarks and KPIs for contractor performance evaluation• Led stakeholder management and interface coordination• Contributed to regional annual activity planning and execution• Drove production increases and risk mitigation initiatives"
95,"Here's your improved resume, maintaining all original facts while enhancing presentation:PROFESSIONAL EXPERIENCEProject Manager | IT HB (www.it-hb.org)Duration: 6 months• Led project planning, monitoring, and execution using Agile/Scrum methodologies• Managed project scope, timelines, costs, and resource allocation• Utilized project management tools: Trello, Slack, Asana, Worksection, MS Project, MS VisioIT Business Analyst | Promocore (promoco.re)Duration: 4 months• Conducted business analysis and requirements gathering• Managed stakeholder communications and project documentation• Developed commercial proposals and project plansNetwork and System Administrator | Vinnitsіa National Technical University (vntu.edu.ua)Duration: 3 years 5 months• Designed and implemented corporate network infrastructure• Configured and maintained VLAN, WiFi, WPA 2, ACL, WDS systems• Managed Squid Server, Radius Server, Teamviewer Server, and video surveillance systemsPROJECT PORTFOLIOChiliPizza (www.chilipizza.vn.ua)• Executed complete website development including design, layout, and domain configuration• Implemented JavaScript menu integration and 3D tour functionalityJoht & Alex Transport Company (www.ja-bus.com)• Leading website development, business analysis, and branding initiatives• Implementing SEO and SMM strategiesIROOM (iroom.ua)• Contributed to website development and maintenanceEcoCITIZENS• Developed environmental monitoring system using Arduino microcontrollers• Built ASP.NET MVC website with MS SQL database integrationDepartment Website - VNTU (epvm.vntu.edu.ua)• Developed custom WordPress theme with full-stack implementation• Configured web and FTP serversSolar Collector Management System• Developed automated solar collector management system• Integrated with smart home heating capabilitiesTECHNICAL SKILLSProject Management:• SDLC, Agile, Scrum• Scope, Time, Cost, and Quality Management• Risk Management and Change Control• Resource and Communication ManagementTechnical Expertise:• Web Development (Front-end/Back-end)• Database Management (MySQL, MS SQL)• Network Administration• UI/UX Design Principles• CMS (WordPress)• SEO/SMM FundamentalsTools:• Project Management: Trello, Slack, Asana, Worksection, MS Project, MS Visio• Development: ASP.NET, MVC• Network: VLAN, WiFi, WPA 2, ACL, WDSLanguages:"
96,"PROFESSIONAL SUMMARYResults-driven professional with diverse expertise in project management, healthcare, education, and administration. Proven track record in stakeholder management, team leadership, and successful project delivery across multiple sectors.PROFESSIONAL EXPERIENCEAssistant ProfessorKharkiv National Medical University (2018-Present)• Deliver English-language instruction to international students• Develop and implement e-learning courses and lesson plans• Manage classroom time and student engagement effectivelyHead of Medical Department/EditorJDI Studio (2020-2021)• Led medical content team operations• Managed quality control processes• Coordinated communication between stakeholdersYouth Council HeadRegional Healthcare Trade Union (2016-Present)• Direct youth policy implementation• Organize cultural and educational events• Lead volunteer project initiativesPhysician-TherapistKharkiv City Hospital №27 (2016-2018)• Conducted patient diagnosis and treatment• Assisted department head with healthcare administrationReceptionist-AdministratorChildren's Medical Center ""Neboleika"" (2013-2017)• Managed patient scheduling and registration• Handled conflict resolution and customer service• Processed documentation and financial transactionsEDUCATION & CERTIFICATIONSIT Project Management CertificationA-level Ukraine (2022)• Completed e-commerce website development planning projectIT Project Management CertificationITEA (2022)• Developed university mobile application project planCORE COMPETENCIES• Project Management• Team Leadership• Stakeholder Communication• Education & Training• Healthcare Administration• Public Speaking• Event Organization• Cross-cultural Communication• Time Management• Conflict ResolutionLANGUAGESEnglish, Russian "
97,"PROFESSIONAL SUMMARYResults-driven Project Manager with proven track record in business development and team leadership. Demonstrated success in closing high-value deals and leading strategic growth initiatives. Expertise in construction industry partnerships and retail business expansion.PROFESSIONAL EXPERIENCEProject Manager | Engineering Company | 2021 - Present• Secured $2M in contracts within 2 months, establishing partnerships with two major construction companies• Generated $12M in total transactions over 10 months• Lead strategic vision implementation and team development initiatives• Implement systematic problem-solving approaches and risk management strategies• Maintain stakeholder relationships through effective communication and negotiationBusiness Developer | Network Coffee Shops | 2019 - 2021• Expanded business from one to three store locations• Increased annual revenue by 1500% ($80K to $1.2M) in under 11 months• Personally closed deals worth $1.2M• Managed daily operations in high-traffic urban location• Supervised staff training, financial operations, and marketing strategy implementationEDUCATION & PROFESSIONAL DEVELOPMENT• Currently pursuing Data Warehouse and Business Intelligence (DWBI) certification at EPAM (Autumn 2021)CORE COMPETENCIES• Strategic Planning• Team Leadership• Deal Negotiation• Revenue Growth• Business Development• Operations Management• Financial Management• Staff Training• Risk Management• Stakeholder Communication"
98,"Here's your enhanced resume, maintaining all original facts while improving presentation:PROFESSIONAL EXPERIENCEBusiness Development Manager | Glaz Systems (2018 - 2021)• Expanded client portfolio from 3 to 50 loyal customers through strategic B2B sales initiatives• Established and optimized service delivery department, resulting in improved NPS scores and service margins• Developed and managed comprehensive partner network across HORECA sector• Led cross-functional team coordination, including conflict resolution and resource allocation• Authored detailed Software Requirements Specifications based on client feedback• Represented company at industry exhibitions and forums, conducting direct negotiations with key stakeholders• Managed administrative operations including payment processing and documentationEntrepreneur | Self Employed (2021 - Present)Mobile Gaming Services• Created and executed customer acquisition strategies leading to sustainable passive income• Established brand presence in competitive mobile gaming market• Conducted successful client negotiations and relationship managementProject Manager | ШКОЛА ОСТАННЬОГО КАПІТАЛІСТА (Aug - Sep 2023)EdTech Project for Ukrainian Economics YouTube Channel• Managed project requirements and task execution• Developed product vision and technical documentation• Contributed to course program development and researchProject Lead | BALANCУЙ TEAM (Jun 2023 - Present)• Leading two concurrent projects:  - DefendUAId: Platform connecting verified Ukrainian Armed Forces support funds  - Balancyй: Cross-platform time management application (iOS, Android, Web)• Facilitating work experience opportunities for trainees• Overseeing full project lifecycle from conception to implementation"
99,"PROFESSIONAL SUMMARYVersatile professional with 11+ years of combined experience in Project Management, Marketing, and Language Teaching. Proven track record in managing multiple projects, business analysis, and cross-cultural communication.PROFESSIONAL EXPERIENCEIT Project Manager (1+ year)• Led and managed 5+ concurrent projects while maintaining support initiatives• Conducted business analysis and developed comprehensive project documentation• Implemented both Waterfall and Agile methodologies (Scrum, Kanban)• Utilized project management tools including Trello and JIRA• Managed project planning, milestones, and timely delivery• Coordinated resource allocation and daily operations• Prioritized and distributed tasks, monitored project progressMarketologist (4 years)• Created marketing descriptions for products in English and Italian• Maintained product database• Developed multilingual content for international marketsLanguage Teacher (6+ years)• Taught English and Italian languages• Developed and delivered curriculum• Facilitated language learning for diverse student groupsSKILLS• Project Management: Agile, Scrum, Kanban, Waterfall• Tools: Trello, JIRA• Languages: Advanced English, Italian• Business Analysis• Leadership & Team Management• Communication & Conflict Resolution• Resource Planning• Task PrioritizationPROFESSIONAL DEVELOPMENTCertifications• Project Management Certificate (PM School) - 2018• Project Management and Philosophy Course (Coursera) - 2019Professional Literature• Scrum and XP: From the Trenches• Scrum and Kanban: Making the Most of Both• Testing Dot Com (Roman Savin)• Deadline (Tom DeMarco)• Customers for Life (Carl Sewell)• Write and Reduce (Maxim Ilyakhov, Ludmila Sarycheva)"
