id,CV
69,"Took personal part in the creation of more than 100 website designs, brand and advertising projects.
I am a professional website, mobile and graphic designer. My commercial experience is more than 6+ years in different agencies. I have extensive experience in UX prototyping, UI design and motion design for desktop and mobile applications.

SKILLS:
• Graphic design (Printed Products, Banners, Illustrations, Icons)
• Web design (Responsive, Adaptive)
• Mobile design (iOS, Android)
• Wireframes
• Interactive prototypes
• Using principles of atomic design
• Good understanding of user personas and user flows
• Understanding of the basics of HTML, CSS

TOOLS:
• Figma (team libraries, auto layout, components properties, branches)
• Excellent level of proficiency in Adobe Photoshop and Adobe  Illustrator
• Confident level in Adobe After Effects
I want to be part of a strong team and realize my potential in interesting projects, as well as make a significant contribution of artistic taste to contemporary design."
70,"I am proud of challenging projects successful implementation in the past. Now I have excellent negotiation & communication skills, very good at sales, planning and time management, organizational work, team management and customer relationships. I am able to think analytically & to solve multidirectional tasks.
•	“IT Project Management” & “Technical Skills for PMs & BAs” certificates
•	High-performance in negotiations & communication with top level representatives of international companies
•	9+years’ experience in project management - organizing & carrying out international conferences
•	Successfully managed a team up to 10 people: experience in goal setting, motivation & coaching, conflict resolution techniques, hiring people, retention cases, holding one-to-one meetings
•	Effective in sales, brand promotion, customers acquisition
•	Analytical thinker, solution seeker and problem solver; proactive, quick learner
•	Able to switch the professional domain quite easily with successful implementation of relevant experience & expertise

Being a fast-learner, goal-oriented, dedicated and efficient, I look toward gaining new skills and professional heights in the IT domain as well as to maximally contribute into a company development & prosperity.
I would like to be a part of a highly motivated and open-minded team of people who dream big.
CAREER OBJECTIVE: To join an IT company that offers a challenging and stimulating environment to realize my excellent management and communication skills as well as effective sales abilities"
71,"I used to update processes in my previous work places in order to make workflow faster and its participants happier.
I renewed Company Values document, improved benefits system.
As about PM achievements I would be happy to share with you the project I've done during the course. Just let me know.
I have been working for 2 years (in total) in international companies. Thee were product company and IT consulting company. 
My last position was HR assistant, where I have learned a lot about IT business, gained such skills as organisation,
time managing, talents and resources managing, leadership, Jira, Google and Slack accounts administrating, handling engagement meetings and 1 on 1-s, problems solving, conducting trainings, creating company documents.
Also I worked in product company where I learned SAP, how to work with product and with partners, practiced Excel.

Last months I participated Project Management learning course. You can find my certificate on my LinkedIn. I learned how to prepare technical documentation, how to build Gantt chart, Road map and Timeline, how to create Mock ups,  improved planning and prioritising, learned and practised Scrum frameworks and Agile methodology, learned Kanban methodology, and a lot of other important things.
I want to find a company where my skills will be useful and where I can gain invaluable experience that I will use in the future for the development of the company."
72,"Keeping the standards high. 
Increasing the profits in the company day by day, because of a close team working process and attention to detail. 
Solving problems without panic, step by step. 
I always try to find and suggest a win-win scenario how to solve issues. 
The customers' and performers' teams have to be satisfied as a result of cooperating. This is one of the main goals of work.
Currently, I live in Kyiv.
I can work with American and Europe Markets easily. 

I can be your new project manager because of my 5+ years of experience in management. 
I have been working as a leader of the retail department store, which sells luxury perfume, cosmetics, and interior design items. 


I know Agile Methodology (Scrum, Kanban).
It is salient to find a correct working scheme for the working process and create a cool result with the team.

I am keen on creating a friendly and goal-oriented team. Work as a coach and can find an individual approach to every team member.

I am passionate about the human mind's workings and like detecting the keys.
I want to continue my management route in the new area for me. I am ready to start my career as a trainee/junior project manager."
73,"• Since 2015, I have been doing my own business: - co-founder of three companies specialized in providing services in the field of management (repair works, complex maintenance of residential objects repair) and trade; 
- five stores were opened with a total of 26 employees; at the end of 2019, there are three stores with a total of 18 employees; 
- total experience of personnel management – more than 30 people.
February-November 2011 - translator 
December 2014 - September 2015 - Lecturer at the Lviv Danylo Halytskyi Medical University at the Department of Ukrainian Studies (teaching foreigners of Ukrainian 
language).
September 2015 and still – lecturer at Lviv Ivan Franko National University.
I am looking for an opportunity to start new career as PM Assistant / Business Analyst Assistant. I want to grow in the IT field. Ready to use all my personal qualities, knowledge and experience to achieve a common goal. I am able to communicate with the customer correctly and precisely set tasks for the team. I’m not afraid of working with new information and quickly get to the bottom of the matter. For me, the friendly atmosphere in the team, transparent relationships with the leader and receiving feedback are important for personal and professional growth."
74,"During my time in the position of Administrative Director, I made a number of decisions that generally improved administrative and studying processes, improved financial performance and had a positive impact on the entire company. One of them is implementation of 7 new courses in addition to already existing 38 other ones, 4 are still in a process. Monthly net income increased by an average of 22%. The number of signed training contracts per month increased by an average of18%. The changes that were made in management and methods of communication have resulted with a significant increase in positive company reviews on Google.
I'm highly interested in a position of Junior Project Manager. I have a great willingness to develop myself as a professional in IT industry. However, I do have quite similar experience and advanced soft skills gained from my Hospitality background and my current position, which I believe will help me to achieve the objective and contribute to the company's success.
Looking for a positive team :)"
75,"The realized opportunity to study and work in diverse environments is the strongest point of my background. I was able to finish the 2-years double-degree master's program in Lithuania and Belgium while working for half a year in a large-scale European logistics company.
Achievement oriented recent graduate with experience in small business management, European and American logistics. Obtained significant level of intercultural communication skills while living and studying in diverse environments of 5 different countries. Seeking opportunities to leverage management and marketing skill set in a business development area.

1. Transport Manager (з 03.2018 по 09.2018 (6 місяців);
Hegelmann Transporte UAB, Kaunas (Транспорт та Логістика)
-Working with trucks' personnel;
-Controlling over 25-30 trucks a day around Europe;
-Developing potential solutions to unexpected issues;
-Initial documents preparation;
-Establishing contact with customers;
-Negotiating of delivery terms;

2. Afterhours Freight Dispatcher (з 06.2017 по 07.2017 (1 місяць); General Freight Experts Inc., Тернопіль (Транспорт та Логістика)
-Booking freights on the US territory;
-Pre-planning and controlling of 4-6 assigned drivers;
-Developing relationships with customers;
-Staying up to date on freight trends;
-Verifying freight brokers' credit rating and history to
mitigate financial risks;
-Negotiating and drafting commercial contracts for new
and existing clients;

3. Store Manager (з 12.2015 по 06.2016 (6 місяців); Buchach Coffee Store;
-Communication with suppliers;
-Serving coffee and accompanying products;
-Service standards monitoring;
-Control of the technical condition of the equipment;
-Staff training;
My main expectation about the new workplace is to become an element of the team where people are set up to meet each other's needs."
76,"Worked on multiple international movies: 
- PLAN A ( Germany, Israel) WWII drama starring August Diel and  Sylvia Hocs; In charge of Ukrainian part - building destroyed streets of Nurnberg 1945.
- Check Out ( Israel) starring Josh Peis. Reconstruction of Turkey in the 90s, shoot in Ukraine.
- Victory ( Israel) historical musical. Reconstruction Tel-Aviv in the 60s, with various of musical stages.
- Arugam Bay (Israel) shot on Srilanka. Managing international art department team.

Was participant of Female Leader Summit organized by European Leadership Debate Academy for Eastern Europe countries. Agile course. 2021

Graduate Project Manager Course. 2022
Graduate Soft Skills Course, 2022
Graduate HR- manager Course,2022
Art Director with 5 years of extensive experience in working on various international movies, also 1,5 year as Head of Creative Team in SE film production. Ukraine-Israeli production company.
Skilled at developing budgets, providing timeline
specifications and conducting reports on the
progress of the projects.Dedicated to finishing all projects within schedule. 
Offer strong attention to detail, deep passion for film and television, great communication skills, and significant ability to work in team environments.

Worked on multiple international movies, including
PLAN A ( Germany, Israel) WWII drama starring August Diel and  Sylvia Hocs; Check Out ( Israel) starring Josh Peis; Victory ( Israel) historical musical. 
The productions took place in various countries: Ukraine, Georgia, Sri-Lanka, Israel.
"
77,"Online courses on Project Management Foundations, Agile Project Management, Atlassian Jira. etc.
Highly willing and open for learning, hard-working mood and flexibilty can be ensured by me.
I've a profound experience in Event Management, now strongly interested in making some work experience in Project Management. 
I've passed multiple online courses on Project Management, I'm familiar with Agile methodologies (Scrum, Kanban, etc.), also accomplished a course on Atlassian Jira. 
Based on my previous work experience I can clearly ensure in being detail-oriented, multi-tasking, problem solving, as well as having strong communication skills. My English language is on advanced level, as it has been my working language since years.
I'm a team player and also have experience in team management.
As I'm new to this sphere, I'm quite flexible on financial expectations, as my main priority is gaining practical experience. 
I'm based in Yerevan, Armenia and  open for any remote opportunities."
78,"
Commercial Project Manager with over 15 years of experience in Contracts & Cost Control Management, materials & services supplying with practice to work in engineering projects:
I. ROSHEN 2021-2022
Confectionery Corporation
Position: Project Manager
EPCM Project Management, new construction of Sodium Hypoсhlorite production (Kyiv, Ukraine); 
     - Negotiating & drafting the Contracts & Agreements;  
     - Cost Control & Budget forecasting; 
     - Financing & Monthly progress payments responsibilities;
     - Contractual issues, Planning and Reporting management.
II. SIEMENS UKRAINE 2020-2021
Engineering Company
Position: Commercial Project Manager
Bidding process providing and contracts drafting;
     - Project performance reporting;  
     - IFRS and Local revenue, costs, and sales margin recognition; 
     - Signing of the Acceptance Protocols, Invoices and Currency Exchange Certificates;
     - Contractual issues and Risks management.
III. NOSTRUM OIL & GAS
Project 1: Gas Treatment Unit 1&2 / 2009-2012
Project 2: Gas Treatment Unit 3 / 2012-2020
Position: Contracts & Cost Control Manager
     - Contract Management in Supplying and Construction works, Subcontracting & Services Providing at EPCM Project;
     - Bidding process providing and Contracts awarding;
     - Negotiating & drafting the FIDIC Contracts & Agreements;
Cash flow preparing & Budget planning;
     - Cost Control and Quantity surveying;
Ensuring that project costs with contractual agreements and 
following up on changes;
     - Estimation and releasing of the Site Extra Work Orders; 
     - Contractual correspondence and Claims responsibility.

 Ready to become a part of a multinational & multidiscipline project team with corporate values.
"
79,"Have skills of maintaining documents for the stages of the project:
- Brief
- Assumptions
- WBS (WBS scheme, TTM, Calendar plan)
- Project charter
- MVP
- Requirement Matrix
- Risk Register
- SRS
- RACI
- Status Report
Have skills of creating a prototype and how to choose methodology of leading of the project.
I have experience in creation of BPMN diagrams. Also, I used to work with different PM tools and can highlight ClickUp as my favorite one.
Coordinator of Club of Tolerance
The Congress of National Communities of Ukraine | 2017—2019
I held weekly meetings with teenagers, we discussed various topics and visited exhibitions. I created illustrations and presentations in Canva and Crello.

Trainer of non-formal education at EuroCamp and Sources of Tolerance
The Congress of National Communities of Ukraine | 2017—2020
I worked as a trainer with children aged 11-17 in educational training course for teenagers. I created teams from teenagers who did not know each other to one family using teambuilding going through all key stages of team development.

IT school Beetroot Academy
Project Management in IT, 11/2020 - 03/2021

Project Manager in IT
Epic Story | April 2021 - to the present day
"
80,"I am a graphic designer currently pursuing my education at Kharkiv National University of Radio Electronics, specializing in Publishing and Printing at the Department of Media Systems and Technologies. I have also taken courses from Genius.Space in ""Web Design"" and ""UX/UI Design"".

Attention to detail and the ability to structure information help me to create clear action plans, which is an important aspect of being a UX designer. Continuous learning and practice develop my skills related to visualization and graphic elements (UI).

Design is more than just a job for me; it is my life, my oxygen. This attitude towards my profession motivates me to approach tasks with quality and discipline.

Soft skills: 

- teamwork;
- empathy;
- enjoyment of work;
- punctuality and discipline.

Graphic editors: 

- figma;
- adobe illustrator;
- adobe photoshop;
- blender;
- autoCAD.
I have some experience in commercial projects, particularly in creating a set of business cards for a tattoo artist who is currently working abroad. Additionally, I have worked on various projects including website designs, brochures, presentations, and logos.
"
81,"My design journey began 10 ago since the College of Arts. 
I’ve been lucky to work with various clients from Europe and USA. The projects I took part in range from a large Enterprise with more than 250,000 employees to an e-Commerce and SaaS.

I’m very well aware of the lifecycle of IT products, the processes, and methodologies of its development. I have the experience of leading creative teams, communicating directly with a client, elicit requirements, provide design solutions, defend and iterate on them.

Here are some things that make me different:

•  I have worked with an enterprise size company with more than 250,000 employees around the world which is the part of Big Four accounting firms.
•  I lead creative teams. I can mentor and facilitate the growth of my teammates.
•  I can estimate projects, plan resources and manage timelines.
•  I confidently present concepts and ideas to a large audience of foreign stakeholders.
•  I have advanced English which allows me to be an effective communicator.
•  I can be professional regardless of personal dislikes.
•  I am a full-stack Designer (UI/UX+Graphic design).
-Team Leadership,
-Project management,
-Project estimation, 
-Resource planning, 
-Presentation to a client, 
-Client communication, 
-Business English, 
-Enterprise size companies, 
-Agile and Scrum, 
-Art Direction, 
-Prototyping, 
-UI /UX Desing, 
-Information Architecture, 
-UML diagrams, 
-User testing, 
-Mobile App, 
-SaaS, 
-Web Design, 
-Graphic Design
I'm looking for a company that provides plenty of challenging projects, laid-back atmosphere, flexible schedule with a focus on results. I'm eager to communicate with clients, lead design teams and manage projects. Mobile and complex web solution are preferable. In return, I contribute the top-notch output, with a focus on business and user needs."
82,"More than 30 successfully finished projects
Managed team of 17 designers
As a design consultant in a sales process, pitched and launched more than 20 design projects

Finished ""Design management"" course
Finished ""People management 3.0"" course
I'm experienced product designer and design team lead focused on a design team management. Were responsible for whole chain of team processes: planning, delegating and reviewing. Responsible for managing user research projects, workshops facilitation, reporting, conflict management, etc. Also was involved in a sales processes as a domain expert

Have good understanding of business goals, good at negotiating and presenting solutions, fluently speak English and can hold written communication in German.

Proven expertise within a following projects (exposed in portfolio):
Product design manager - human resources project
Design manager - crypto product
UI/UX Team Lead - SaaS project

Various older/smaller projects - betting, healthcare, delivery
Willing to apply my manager experience in delivery processes (design delivery manager role) or to help establish strong design teams both internally or for customers.

Okay with working either in outsource company or in a product team"
83,"• 8 Design Awards on Behance
• Honorable mention in San Francisco Design week
• Ukrainian design The very best of
• For the past 1 year, being a part of an Australia-based digital home loan product that went from the idea to MVP
• In a team of just 3 people built a design system from scratch
Over 6+ years of commercial experience, based in startups, fintech, organization management, crypto, insurance, and healthcare environment. I have worked with Web, Mobile, Dashboard, and Web applications. 
I can generate hypotheses, research, create wireframes and prototypes, conduct usability tests, analyze, create a design system from scratch, and lead a design team. I like to collaborate with and manage other designers and work independently. I always pay close attention to business needs and provide best practice design advice to improve the outcomes. 

I work on the following project stages
- Communicate with stakeholders and product manager
- Conduct research
- Create functionality map, process flow
- Create low/high fidelity wireframes
- UI research and design
- Leading a team of 8 people

Another part is Collaboration and teamwork where I work on
- Mentorship of lower-level designer
- Conducting 1on1 meetings to collect issue points and help to define personal areas of improvement
- Offering feedback and support to teammates
"
84,"• During my professional career, I have created several thousand full-fledged concepts and conducted hundreds of successful advertising campaigns
• Created and headed the design department in the largest ecommerce company in the country
• Automated design and development processes in the department, which led to a multiple increase in productivity
• Created several successful brands of household appliances
• Created and headed a design bureau and printing studio
• Hired, educated and trained several dozen design specialists
I have an extensive experience in graphic and web design. Recently, I has worked in the field of e-commerce as a lead and creative designer, as well as a user experience designer.
For today I would like to devote myself more to developing a positive user experience within the framework of an interesting product.

Experience:
• Extensive experience in electronic commerce as a senior designer and the head of the design team and art director
• Extensive experience in trading companies as a creative designer
• Experience in advertising agencies as a graphic designer
• Experience in publishing and entertainment as a leading designer
• Extensive experience in the field of printing and product design

Qualifications:
• Professional skills in graphic and web design
• Experience in creating brand identity and promoting brands
• Creation of key-visuals and supervision of the further implementation of materials in various online and offline channels
• Development and implementation of digital advertising campaigns
• Good skills in management of designer teams and design departments
• Solving business problems with customer and user experience analytics and introducing new business product features
• Experience with animation, motion design and video editing
• High skills in layout design and print preparation


Soft skills:
• Ability to identify and solve complex product problems
• Critical thinking. The ability to separate the main from the private, analytical skills
• The skill of managing and successfully interacting with people. Negotiation skills, stress resistance
• Emotional intelligence, empathy
• Ability to draw conclusions and make decisions. Design thinking, сreativity, enterprise
• The ability to learn new things easily and quickly. Self learning, cross functionality
I want to join a team of entusiasts and ambitious professionals to fully devote myself to developing and improving a company's product that will conquer the whole world ;)"
85,"As a person who had a self-education, I`m really proud of myself and my portfolio, because of all my knowledge, skills, and abilities, such as:

– Advanced knowledge and experience working with Adobe Photoshop Beta & Illustrator, Figma, and Procreate App;
– Strong technical understanding of the subject;
– Understanding of current design and technology trends;
– Upper-Intermediate English level;
– Effective verbal and written communication skills;
– Time and self-management skills.

Hi there! I'm a Digital 2D Artist & UI/UX Designer from Kyiv. 
I'm looking forward to a strong friendship and cooperation!
EXPERIENCE
- Freelance // Web-designer (Dec 2018 - Nov 2019)
- UI/UX-Designer / Illustrator (Nov 2019 - Aug 2021)
-Full stack: UI/UX-Designer / Illustrator / Graphic designer (Apr 21 - Now )

SKILLS
English - Upper-Intermediate
UI/UX Design / Adaptive design
Illustration (raster/vector)
Banner design
Logo 

TOOLS
Adobe Photoshop
Adobe Illustrator
Procreate App
Figma
Midjourney

Awards
RED DOT / Brands & Communication Design (Aug 22)
I believe that I can get a position in a successful company with a friendly team, where I can show what I can do! I really want to develop and learn further! I believe that there is no limit to perfection, I am ready to work and give all my best to one hundred percent!"
86,"Skills:
Color sense, Color Theory, Composition
Branding, Advertising, Illustration
Web ads, Social media ads, Digital Design, Digital imagery, Digital Analytics, E-blast
UI/UX design
HTML/ CSS
WEBFLOW

Soft skills:   
Confidence to work independently and in a team
Creative
Interface directly with customers

Сompleted courses:
Dare IT - PRODUCT DESIGN
HILLEL (IT SCHOOL) - BASIC WEB DESIGN
CASES MEDIA - FIGMA (90)
CASES MEDIA - Graphic design. Composition (91)
Hello! I am a digital designer. I have extensive experience in Marketing and I have a huge experience in Photoshop /illustrator and Figma. Also I work with Webflow (animation/ CMS/ etc). 
Also, I am an advanced user of Figma. I worked on websites/ E-blast/ etc.

I am passionate about creating visually stunning designs that help brands grow. 

I have experience as a freelance and an in-house manager. I worked in a team and we cooperated with more than 5 companies from different countries. Also, I worked as a freelancer designer for an American company.
 
I look forward to bringing my background and experience to help you develop award-winning campaigns for your clients. I love collaborating with clients and colleagues, and I am excited to deliver designs that will help your clients engage and grow their target market.

Feel free to contact me.
Looking for work with a long term partnership and an ability to grow. On the side of a product, where I can implement my knowledge and experience to make the customer’s life easier."
87,"
Digital Graphic Designer (NDA) 
July 2021 – Present day

• web content development;
• creation of logos, posters, graphics for events;
• infographics;
• development of landing pages;
• work with small architectural forms for advertising campaigns of events;
• design of presentations and training materials;
• creation of vector illustrations and mascots.

Digital Graphic & UI/UX Designer (ReevArts)
July 2020  – July 2021

500+ Designs for social media.
250+ Designs for TV.
1+ year constant UI/UX designs for 2 products.
Quality control of animators' work (designers review)
Storyboarding & Creating illustrations for showreels and promos.


Technical Graphic Designer (Polygraphy)
April 2019 – July 2020.

1) development of designs, taking into account customer requirements and preparation for printing 
2) development of special layouts and their printing on T-shirts and sweatshirts 
3) preparing layouts for stickers, creating clipping paths 
4) control of the work of in-house designers 
5) control of designs received from customers 
6) quality control of the result of printing and cutting 
7) development of technological maps


Graphic & Web (UI/UX) Designer (Freelance Design; Self-employed)
April 2018 – March 2019

Create final art and files to be given to Developers and animators
Work closely with both editors and project managers
Create final art for presentations and assist in Creative Presentations
Website and interface designs
Prototyping and templating


Assistant manager (АМО1, ООО)
October 2013  – June 2014

1) Search for potential clients. 
2) Communication with clients and work with their objections. 
3) Search for tenders in the areas of the company's activities. 
4) Analysis of the need to introduce the production of new parts, the relevance of their demand in the market. 
5) Working with drawings 
6) Fulfillment of personal orders of the head. 
7) Analysis of competitors' market, price monitoring 
8) Maintaining the site of the enterprise.
"
88,"Completed a 6-month UI/UX design course.
Additionally studied HTML/CSS.
3 works were successfully defended and presented:
website redesign projects for a real estate company; 
created a travel website;
mobile application for booking tables in restaurants.
Dynamic junior UI/UX designer with a passion for creating
seamless and visually captivating user experiences. Proficient in design software including Figma, Photoshop and Illustrator, with a solid foundation in design principles and user-centered methodologies. Skilled in producing interactive prototypes, wireframes, and mockups to enhance user engagement and product usability. Collaborative team player dedicated to continuous learning and adapting design strategies to meet evolving user needs.

Real estate site redesign
This project is a website redesign for a real estate company located in Destin, Florida.
The design of the existing site looks outdated, is not very user-friendly, has poor quality photos and does not contain information important to customers (for example, a user-friendly feedback or property valuation). Therefore, the goal of the project was to create a modern and convenient design that could attract potential customers.
Before starting the redesign, research and analysis of competitors was carried out. This helped to understand which successful solutions can be used for our project. Also, after studying social networks and customer feedback about real estate companies, 3 user personas and a customer journey map were compiled.

A web service that helps users find and book excursions, tours, entrance tickets, entertainment around the world
To create a web service that will help travel users to find and order tours and excursions around the world, and guide users (travel agents, companies) to post their offers about excursions.
The same requirements were put forward for the TK for the project:
1. Search for excursions, provide the opportunity to apply filters;
2. View and choose excursions by category. Also add filters;
3. The possibility of registration via e-mail, Google or Facebook;
4. Possibility to order an excursion and pay by card when placing an order;
5. The form for creating an announcement for an excursion for guides.
To complete this task:
1. The market of competitors was analyzed;
2. Done by JTD;
3. CJM;
4. Also made User flow
5. After that, Wireframes were made;
6. Made a UI-Kit;
7. Finally, the design is adaptive
I am looking for a full-time position in a product company that focuses on creating digital products for everyday life and business.
I am a quick learner, responsible, and ready to perform complex tasks."
89,"Redesigned User Interface of Indian Cafe; Mobile App Optimization; Web-Service; Landing Page
f.Lover Mobile App for Delivering Flowers
This is a mobile application for ordering and delivering bouquets and gifts online. My team and I developed an app that provides users with gift and flower recommendations. It should allow users to order gifts for certain date, time or in anticipation of special occasions.
I'm excited to explore roles in UX/UI design that align with my passion for creating user-centered digital experiences. I'm looking for positions that provide room for creativity and collaboration within cross-functional teams. I'm not interested in roles that primarily involve routine maintenance tasks without opportunities for design innovation. Additionally, I'm seeking positions where the design process is not rushed, allowing for thorough user research, thoughtful ideation, and testing. My goal is to contribute to projects that emphasize quality over speed and prioritize user satisfaction."
90,"Projects ( IT / LEAN / Staff development / Supply)
1) Proposed and implemented in action two IT projects: ""Bill of materials process automatization"" and ""MRP in SAP"". Result: savings $34K per year
2) Proposed and implemented in action three supply projects: ""ABC and XYZ methodology for inventory stocks analysis"", ""New supplier implementation"", ""Implementation of a new glue using scheme"". Result: savings $163K per year
3) Implemented three IT projects and seven improvements for business processes: ""SAP GUI Automation"", ""Automation of data People cycle consolidation"" etc. Result: optimization by 2 FTE
4) Managing a students’ probation scheme. Result: 72
5) Developing and conducting trainings. Result: trained more than 600 people
Work experience 7 years in the FMCG company:
• good understanding of the web development process
• basic knowledge of HTML/CSS/JS
• knowledge of Project Management processes
• created technical specifications and project documentations 
• risk-management and crisis-managemen
• people management
• negotiation with suppliers and subcontractors, building long-term cooperation
• budget and timing planning, implementation of cost reduction strategy
• creation and control of business processes and corresponding documentation
• remote recruitment
• support staff performance review and personal development process
• prepare presentations for clients and  trainings for staff
• business correspondence
Languages: Polish –Elementary level
• Interesting and challenging projects 
• Work in a multinational environment 
• Possibilities of personal and professional development 
• Permanent job 
• Friendly atmopshere"
91,"I am looking for new challenges and opportunities and a team with common values, product vision, positive thinking and a good corporate culture
Work experience as PR team manager in a startup incubator:
main tasks:
- Strategic planning 
- Operational management 
- Organization and moderation of brainstorming, meetings 
- Communication with regular partners
- Planning activities from start to finish according to goals and target audience 
- Delegating tasks, tracking results 
- Monitoring the timely implementation of tasks


Work experience as a project manager in such projects:

Hack-A-Train. Hackathon on the train from Mariupol to Lviv with the Estonian organization Garage48.
main tasks:
- Booking and branding of the train 
- Management of local marketing, set of applications 
- Provision of catering 
- Organization of logistics 
- Provision of stationery, printed materials 
- Organization and control of all processes during the 30-hour trip

Hack For Locals. Hackathon for the development of local communities with the Estonian organization Garage48
main tasks:
- Management of local marketing, set of applications 
- Involvement of companies and government agencies in the event 
- Finding and communicating with partners 
- Finding prizes for winners 
- Translation of event texts and marketing messages from English to Ukrainian 
- On-site assistance during the event
"
92,"
Working as a project coordinator in big international FMCG company. Finished IT Project Management course in Projector in the end of 2021.

Current responsibilities: 
Project Coordinator Ukraine & Eurasia
• Full coordination and control of Global Point of Sale project implementation in Ukraine & Eurasia;
• Coordinating 6 specialists across region;
• Point Of Sales Materials Coordination and management the process of budgeting across markets (Ukraine & Eurasia) and alignment with all Categories (Marketing Leaders);
• Briefs preparation and communication with agencies for production and logistics of trade equipment and Point Of Sales Materials;
• Point Of Sales Materials and trade equipment procurement process control at all stages: briefing, budgeting, production, warehousing, placing in retail;
• Coordinating initiatives and target interventions towards Global KPIs;
• Supporting the effective implementation of Global goals and priorities in cooperation with 3rd parties;
• Communication and timing leading between Marketing and Trade marketing to deliver all materials for New Product Development point of sale materials & trade equipment production;
• Checking and confirmation of cost estimation for design services for Ukraine and Eurasia markets;
• Checking and confirmation of documents and payments between company and 3rd company parties
Looking forward to develop my project manager skills in IT and be a part of great team."
93,"- Several times I was chosen as the best sales of the day
- Was handling an additional project of heavy-load transportation
- I've gotten many positive reviews from the customers
- Meeting the sales goals for 5 years in a row
- Have a senior position in my current job
- Due to my high problem-solving skills I'm taking care of the rating board for our company
Working more than 5 years in Autotransport Company in the US, based out of Florida. With a local office in Dnipro. Each transportation request for my clients is a separate project for me. From Start to Finish. I have to meet both, the client's and driver's needs for each order (deadlines, price, contract terms, specifics of the service). That makes my job similar to the job of a Project Manager. With the only difference in the final product/service that is provided.

In my daily activities, I'm using CRM, Trello, DocuSign. Used to work with Confluence and Jira too.

I wish to change my current field and find myself growing in the IT sector. As the first step in this journey, I completed PM courses at Hillel IT School with an excellent score.
I like to complete all the tasks, provide good service, and meet deadlines. I'm a quick learner and do not hesitate to take responsibility."
94,"
Worley
Senior Project Engineer
03/2021-05/2022	
Responsibilities:
•	Managing project deliverables and interfaces to ensure the project is executed in a safe, efficient, cost effective and timely manner
•	Project communications and identifying key issues requiring action/response
•	Review and finalization of project procedures in consultation with key project personnel
•	Responsible for ensuring the project team is contractually aware of their respective responsibilities, scopes of work and deliverables
•	Responsible for liaising with the Cost Controller and Planner to provide a weekly analysis of project status

Achievements:
•	Construction & Commissioning of New Laboratory systems (Public Address General Alarm, Access Control System, Close Circuit Television), fire alarm, firefighting, HVAC, power distribution
•	12 server cabinets installation in Data Centre for information replication
•	Risk elimination replacing laboratory on safe area


UBOC
Project Engineering Lead
09/2020-03/2021	
Responsibilities:
•	Monitor the overall progress of engineering work from engineering contractors and address problems areas as they arise
•	Management of engineering interfaces and transfer of information between the engineering contractors
•	Oversight of quality of the engineering work from the contractor in accordance with international standards

Achievements:
•	Establishment of engineering processes & procedures across departments: PSCM, Quality Team, Construction & Commissioning
•	Development and integration of Engineering Execution Plan


British Petroleum
Project Lead
09/2009-06/2020	
Responsibilities:
•	Fulfil the requirements defined in Project Procedure and associated guides and templates
•	Provide input to establish the region annual activity plan
•	Manage budgets for Project & Modification expenditure based on assigned activity set
•	Oversee the assigned contractor’s resources to deliver the assigned projects or activities
•	Performance manage delivery by contractors by using global benchmark, metrics and KPIs 
•	Manage internal stakeholders and interfaces

Achievements:
•	Achieved $750M revenue increasing efficiency of the plant
•	Increased gas production
•	Elimination of safety and business risks, production increase gaining $.2.5M per annum
•	Delivery of various oil & gas production optimizations projects
"
