,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score
3137,0.69210505,0.8460525,0.60962456,0.8048123,0.60430473,0.8021524,0.5452292,0.7726146,0.6174377,0.80871886,0.670063,0.8350315,0.5676129,0.78380644,0.6487907,0.82439536,0.6036342,0.80181706,0.6243831,0.81219155
3138,0.61982816,0.8099141,0.5923325,0.79616624,0.595636,0.797818,0.5541357,0.77706784,0.57531047,0.78765523,0.57951564,0.78975785,0.51782674,0.7589134,0.57401544,0.7870077,0.53165734,0.76582867,0.5411974,0.7705987
3139,0.70295525,0.8514776,0.6149927,0.8074963,0.64350986,0.82175493,0.59099805,0.795499,0.611077,0.80553854,0.6718019,0.83590096,0.5415075,0.77075374,0.65655255,0.8282763,0.59131086,0.7956554,0.6150281,0.8075141
3140,0.7427832,0.8713916,0.6551999,0.82759994,0.63950706,0.8197535,0.5794288,0.7897144,0.67221934,0.83610964,0.7328322,0.8664161,0.65020096,0.8251005,0.6960604,0.8480302,0.6306675,0.8153337,0.6835461,0.84177303
3141,0.64139265,0.82069635,0.71266615,0.8563331,0.62444556,0.8122228,0.56035066,0.7801753,0.6170059,0.8085029,0.5680115,0.78400576,0.5528063,0.7764032,0.60129464,0.8006473,0.6159283,0.80796415,0.5971726,0.7985863
3142,0.7894256,0.8947128,0.69314975,0.8465749,0.72199965,0.8609998,0.63570696,0.81785345,0.70861113,0.85430557,0.74536467,0.87268233,0.6288826,0.8144413,0.7409904,0.8704952,0.67122173,0.83561087,0.7011939,0.85059696
3143,0.7209027,0.86045134,0.64314055,0.8215703,0.64023274,0.8201164,0.5729853,0.78649265,0.664399,0.8321995,0.69094634,0.8454732,0.62181675,0.8109084,0.67890334,0.8394517,0.6383097,0.81915486,0.6650342,0.8325171
3144,0.7065244,0.8532622,0.6309394,0.81546974,0.67057884,0.8352894,0.5733636,0.7866818,0.6493384,0.82466924,0.67176354,0.83588177,0.57703197,0.788516,0.7001492,0.8500746,0.59457016,0.7972851,0.59752256,0.79876125
3145,0.6744245,0.83721226,0.63682336,0.8184117,0.5885141,0.79425704,0.58013964,0.7900698,0.62852407,0.81426203,0.6236531,0.8118266,0.6134351,0.8067175,0.6269752,0.8134876,0.6204598,0.8102299,0.6132363,0.80661815
3146,0.73265004,0.866325,0.67843246,0.83921623,0.65065753,0.82532877,0.5900296,0.7950148,0.7122792,0.8561396,0.7407079,0.87035394,0.6912453,0.84562266,0.7044699,0.85223496,0.66701746,0.83350873,0.6878247,0.84391236
3147,0.72870195,0.864351,0.695204,0.847602,0.6661669,0.83308345,0.6793238,0.8396619,0.67442584,0.8372129,0.68434113,0.8421706,0.636545,0.8182725,0.71011835,0.85505915,0.67609465,0.8380473,0.6744642,0.8372321
3148,0.72378486,0.86189246,0.63899994,0.81949997,0.6399847,0.81999236,0.5851665,0.7925832,0.6781996,0.83909976,0.70613676,0.85306835,0.6388518,0.81942594,0.69154173,0.84577084,0.63134897,0.8156745,0.6730635,0.83653176
3149,0.7147901,0.85739505,0.6220354,0.8110177,0.6068957,0.80344784,0.5811843,0.7905922,0.6317427,0.81587136,0.6796449,0.8398224,0.5825722,0.7912861,0.65321666,0.8266083,0.60459614,0.80229807,0.63907576,0.8195379
3150,0.75477004,0.877385,0.63771766,0.81885886,0.65663326,0.8283166,0.58780676,0.79390335,0.6665056,0.8332528,0.73788536,0.8689427,0.59642667,0.79821336,0.708243,0.8541215,0.6455138,0.8227569,0.6811763,0.84058815
3153,0.70839703,0.8541985,0.6872909,0.84364545,0.66872835,0.8343642,0.6084895,0.80424476,0.70794106,0.8539705,0.7123468,0.8561734,0.6783911,0.83919555,0.6993079,0.84965396,0.69824016,0.8491201,0.69786894,0.8489345
3155,0.5733334,0.7866667,0.52444196,0.762221,0.5226656,0.7613328,0.42507598,0.712538,0.48488793,0.742444,0.4657458,0.7328729,0.4082712,0.7041356,0.4782488,0.7391244,0.43517023,0.7175851,0.4267793,0.71338964
3156,0.77644813,0.88822407,0.6509737,0.82548684,0.66874313,0.83437157,0.61209077,0.8060454,0.70297146,0.8514857,0.7005283,0.8502642,0.5872961,0.79364806,0.68790185,0.8439509,0.59627867,0.79813933,0.65431505,0.8271575
3157,0.77699447,0.88849723,0.6774853,0.8387426,0.6958846,0.8479423,0.6433729,0.82168645,0.7205642,0.86028206,0.7663485,0.88317424,0.6551572,0.8275786,0.7251535,0.8625767,0.68598676,0.8429934,0.73047876,0.8652394
3158,0.7069137,0.85345685,0.6498454,0.8249227,0.6250409,0.81252044,0.5886475,0.79432374,0.6612268,0.8306134,0.673041,0.8365205,0.6336464,0.81682324,0.6626408,0.8313204,0.61705846,0.80852926,0.63221717,0.8161086
3159,0.7433587,0.8716793,0.64097524,0.8204876,0.65453076,0.8272654,0.56191504,0.7809575,0.6759099,0.83795494,0.7139298,0.8569649,0.60449415,0.80224705,0.6832815,0.8416407,0.602128,0.801064,0.6620324,0.8310162
3160,0.7143656,0.8571828,0.6647093,0.83235466,0.63126874,0.81563437,0.5625403,0.78127015,0.6778287,0.8389144,0.7422104,0.8711052,0.69607794,0.848039,0.7042747,0.8521373,0.67715883,0.8385794,0.7273381,0.86366904
3161,0.7957352,0.89786756,0.7353539,0.867677,0.72604585,0.8630229,0.64871764,0.8243588,0.7594577,0.87972885,0.72830284,0.8641514,0.6295436,0.8147718,0.7381613,0.86908066,0.664316,0.83215797,0.6965686,0.8482843
3162,0.7341038,0.8670519,0.6631453,0.83157265,0.65661633,0.82830817,0.6279658,0.8139829,0.6556529,0.82782644,0.692582,0.846291,0.6376543,0.81882715,0.7071659,0.853583,0.68266845,0.8413342,0.6855067,0.84275335
3186,0.7897246,0.8948623,0.7280116,0.8640058,0.66554445,0.83277225,0.6350907,0.81754535,0.77490234,0.8874512,0.77019894,0.8850995,0.7071618,0.8535809,0.7305585,0.86527926,0.69308317,0.8465416,0.75678056,0.8783903
3225,0.6363292,0.8181646,0.696774,0.848387,0.59215647,0.7960782,0.6102905,0.80514526,0.61731493,0.80865747,0.5923519,0.79617596,0.59681666,0.7984083,0.6305174,0.81525874,0.6221472,0.8110736,0.58397335,0.7919867
3315,0.6645582,0.8322791,0.5944873,0.79724365,0.6323019,0.81615096,0.55721533,0.77860767,0.60982275,0.8049114,0.68675876,0.8433794,0.5761559,0.78807795,0.6639625,0.83198124,0.63561237,0.8178062,0.64166975,0.8208349
3321,0.7044873,0.85224366,0.65815073,0.82907534,0.64307505,0.8215375,0.5969311,0.79846555,0.66866815,0.8343341,0.6866783,0.84333915,0.61592245,0.8079612,0.69984937,0.8499247,0.6257981,0.81289905,0.63369656,0.8168483
3332,0.637519,0.8187595,0.6162399,0.80811995,0.6583798,0.8291899,0.5850364,0.7925182,0.5933674,0.79668367,0.62061787,0.81030893,0.5291308,0.7645654,0.6229248,0.8114624,0.65343845,0.8267192,0.60810745,0.8040537
5877,0.64170694,0.8208535,0.6883595,0.84417975,0.6007126,0.80035627,0.58813226,0.79406613,0.60680985,0.8034049,0.57890165,0.7894508,0.56597346,0.78298676,0.6069429,0.80347145,0.63438725,0.8171936,0.6130252,0.8065126
5981,0.7862872,0.8931436,0.6916083,0.84580415,0.7595471,0.87977356,0.6486202,0.82431006,0.7270815,0.86354077,0.6861913,0.84309566,0.58821625,0.79410815,0.70199734,0.85099864,0.6396284,0.8198142,0.6422367,0.82111835
6043,0.7327663,0.86638314,0.64563656,0.8228183,0.6260998,0.8130499,0.59917074,0.79958534,0.6697625,0.83488125,0.7356585,0.86782926,0.6502761,0.8251381,0.6716829,0.8358414,0.69419134,0.84709567,0.6971718,0.8485859
6078,0.75248325,0.8762416,0.67471033,0.83735514,0.6468042,0.8234021,0.61001444,0.8050072,0.69537973,0.84768987,0.6888859,0.84444296,0.60316586,0.80158293,0.65467215,0.8273361,0.6551385,0.82756925,0.63475,0.817375
6081,0.7823229,0.89116144,0.66773957,0.8338698,0.6801071,0.84005356,0.6400515,0.82002574,0.7263431,0.8631716,0.79663384,0.8983169,0.7055962,0.8527981,0.7230631,0.86153156,0.7002872,0.8501436,0.7338786,0.8669393
6082,0.7045585,0.85227925,0.5982486,0.7991243,0.59042865,0.7952143,0.56527925,0.7826396,0.65508676,0.8275434,0.74295187,0.87147593,0.6756143,0.8378072,0.6655861,0.83279306,0.6664302,0.8332151,0.69189286,0.84594643
6090,0.67443657,0.8372183,0.6265671,0.81328356,0.6463017,0.8231509,0.64526296,0.8226315,0.59375525,0.7968776,0.60900545,0.8045027,0.5781477,0.7890738,0.6587471,0.82937354,0.64219797,0.821099,0.62956315,0.81478155
6127,0.7429089,0.8714545,0.7839236,0.8919618,0.7564863,0.87824315,0.65455604,0.827278,0.74885726,0.87442863,0.7517587,0.87587935,0.661392,0.830696,0.7737031,0.88685155,0.6609825,0.83049124,0.7022874,0.8511437
6211,0.7197011,0.8598505,0.6717546,0.8358773,0.6641299,0.832065,0.54819584,0.7740979,0.67199504,0.8359975,0.72387993,0.86193997,0.6555836,0.8277918,0.6698707,0.8349353,0.6676234,0.8338117,0.69393635,0.8469682
6213,0.7161039,0.85805196,0.6075137,0.80375683,0.58903897,0.7945195,0.58850133,0.79425067,0.66223073,0.83111537,0.7179265,0.85896325,0.61923,0.809615,0.65101314,0.82550657,0.6577688,0.82888436,0.6836944,0.8418472
6214,0.6202941,0.81014705,0.57804334,0.7890217,0.58386064,0.7919303,0.5047753,0.75238764,0.55299914,0.77649957,0.58958334,0.7947917,0.53127456,0.7656373,0.572826,0.786413,0.57743824,0.7887191,0.5354989,0.7677494
6231,0.5926703,0.79633516,0.59000826,0.7950041,0.5355687,0.76778436,0.51949596,0.759748,0.54578954,0.77289474,0.5256937,0.7628468,0.52523947,0.76261973,0.5736017,0.78680086,0.54254776,0.77127385,0.51783895,0.7589195
6232,0.79315674,0.8965784,0.6929331,0.84646654,0.72640866,0.86320436,0.63532996,0.817665,0.72351456,0.8617573,0.7555264,0.8777632,0.64321226,0.82160616,0.73367935,0.86683965,0.67240506,0.8362025,0.72816217,0.8640811
6233,0.74714506,0.8735725,0.7198316,0.8599158,0.69470215,0.8473511,0.5916422,0.7958211,0.6884017,0.84420085,0.67900926,0.8395046,0.5789766,0.7894883,0.6825954,0.8412977,0.63995814,0.8199791,0.61577904,0.8078895
6239,0.5533135,0.77665675,0.58702385,0.7935119,0.4994479,0.749724,0.5953286,0.7976643,0.51980054,0.7599003,0.542691,0.7713455,0.5574059,0.778703,0.5835575,0.79177874,0.6594717,0.8297359,0.59955394,0.799777
6240,0.69933736,0.8496687,0.6045199,0.8022599,0.6125508,0.80627537,0.55193055,0.7759653,0.6337942,0.8168971,0.6588179,0.82940894,0.57793844,0.7889692,0.6114007,0.80570036,0.6216502,0.8108251,0.61373967,0.80686986
6254,0.65374696,0.8268735,0.7042782,0.8521391,0.6015161,0.80075806,0.60896707,0.80448353,0.63228965,0.8161448,0.59604084,0.7980204,0.612641,0.8063205,0.66512966,0.83256483,0.61999416,0.8099971,0.62366927,0.81183463
6255,0.68894315,0.8444716,0.6423075,0.82115376,0.6349114,0.8174557,0.57142365,0.7857118,0.6410878,0.8205439,0.6559731,0.82798654,0.65129954,0.82564974,0.652291,0.8261455,0.6618682,0.8309341,0.6669128,0.8334564
6342,0.57974243,0.7898712,0.5904482,0.7952241,0.54861724,0.7743086,0.4599902,0.72999513,0.5986967,0.79934835,0.60811496,0.8040575,0.60262895,0.8013145,0.595312,0.797656,0.5679735,0.78398675,0.56352496,0.7817625
7630,0.61696196,0.808481,0.6575152,0.82875764,0.5305439,0.76527196,0.5876647,0.79383236,0.60865355,0.8043268,0.61376905,0.8068845,0.6119094,0.8059547,0.67551136,0.8377557,0.6539042,0.8269521,0.70535123,0.8526756
7654,0.68497396,0.842487,0.6589829,0.82949144,0.6196376,0.8098188,0.5613232,0.7806616,0.63484025,0.8174201,0.6811859,0.840593,0.60486543,0.8024327,0.6501814,0.8250907,0.63881314,0.81940657,0.64746416,0.8237321
8890,0.59096456,0.7954823,0.6216392,0.8108196,0.5946516,0.7973258,0.6228181,0.81140906,0.600945,0.8004725,0.6234491,0.81172454,0.61701703,0.8085085,0.6916664,0.8458332,0.6961649,0.8480824,0.6974001,0.84870005
8916,0.56891286,0.78445643,0.60130125,0.8006506,0.604947,0.8024735,0.5266541,0.76332706,0.52785265,0.7639263,0.5004878,0.7502439,0.52181166,0.76090586,0.5431695,0.77158475,0.5848125,0.79240626,0.51875746,0.75937873
9028,0.63498664,0.8174933,0.60637605,0.803188,0.57861173,0.78930587,0.5747663,0.78738314,0.57320917,0.7866046,0.6240615,0.8120308,0.5880964,0.7940482,0.63668585,0.8183429,0.60001385,0.8000069,0.62600887,0.81300443
9066,0.69905734,0.8495287,0.6192731,0.8096366,0.59848154,0.79924077,0.56237155,0.78118575,0.6194627,0.80973136,0.60633445,0.8031672,0.5351002,0.7675501,0.60931706,0.80465853,0.5966438,0.7983219,0.5687239,0.78436196
9445,0.6912225,0.8456112,0.6980451,0.8490225,0.6347772,0.8173886,0.6630951,0.83154756,0.65189254,0.8259463,0.6724433,0.83622164,0.64716136,0.8235807,0.69705,0.848525,0.7156731,0.85783654,0.7010888,0.8505444
9542,0.6814159,0.84070796,0.6972028,0.8486014,0.6137451,0.80687255,0.6868701,0.84343505,0.65129054,0.82564527,0.5939973,0.7969986,0.56030905,0.7801545,0.6682861,0.83414304,0.65047455,0.8252373,0.58638227,0.79319113
9546,0.6831628,0.8415814,0.62811536,0.8140577,0.5779748,0.7889874,0.566152,0.783076,0.6062684,0.8031342,0.61080354,0.8054018,0.58132875,0.7906644,0.6272679,0.8136339,0.597216,0.798608,0.570222,0.785111
9547,0.6027348,0.8013674,0.5860623,0.79303116,0.55734134,0.77867067,0.5651518,0.7825759,0.517547,0.7587735,0.505423,0.75271153,0.49644786,0.7482239,0.54030395,0.770152,0.57015055,0.7850753,0.5185164,0.7592582
9583,0.63469994,0.81735,0.6104311,0.80521554,0.5793965,0.78969824,0.5887197,0.79435986,0.5623866,0.78119326,0.56531966,0.7826598,0.54898995,0.774495,0.5989102,0.7994551,0.6132589,0.8066294,0.5899468,0.7949734
9587,0.642951,0.8214755,0.626346,0.813173,0.6068105,0.8034053,0.53960776,0.7698039,0.57964593,0.78982294,0.6572757,0.82863784,0.57755715,0.78877854,0.62445015,0.8122251,0.6180159,0.80900794,0.6373899,0.81869495
12037,0.66128504,0.8306425,0.6773482,0.83867407,0.65207744,0.8260387,0.60244596,0.801223,0.6528828,0.8264414,0.6999039,0.849952,0.66485405,0.832427,0.7027599,0.85138,0.7136706,0.8568353,0.7126992,0.8563496
12116,0.6366692,0.8183346,0.5962739,0.79813695,0.6200574,0.8100287,0.5739455,0.78697276,0.590736,0.79536796,0.6677288,0.8338644,0.6097199,0.80485994,0.64224315,0.8211216,0.627061,0.8135305,0.66986084,0.8349304
12122,0.74892503,0.8744625,0.65743226,0.82871616,0.66928494,0.83464247,0.5777946,0.7888973,0.6551502,0.8275751,0.71345264,0.8567263,0.60760576,0.80380285,0.67086077,0.8354304,0.645359,0.8226795,0.6668656,0.8334328
12124,0.7130914,0.8565457,0.65091074,0.82545537,0.64655995,0.82328,0.5907487,0.7953744,0.62978613,0.81489307,0.7044717,0.85223585,0.6138948,0.8069474,0.67318153,0.83659077,0.6244862,0.8122431,0.67680144,0.8384007
12141,0.74597585,0.8729879,0.61108077,0.8055404,0.62683094,0.81341547,0.5448601,0.77243006,0.6736298,0.8368149,0.76785564,0.8839278,0.62570965,0.8128548,0.67155266,0.8357763,0.6530236,0.8265118,0.7011306,0.8505653
12143,0.66949797,0.834749,0.67355084,0.8367754,0.660184,0.830092,0.5691452,0.7845726,0.63620925,0.8181046,0.69901496,0.84950745,0.6042713,0.80213565,0.6651566,0.8325783,0.65582675,0.8279134,0.6715224,0.8357612
12149,0.7416383,0.87081915,0.72383654,0.8619183,0.70350397,0.851752,0.58901095,0.7945055,0.7379428,0.8689714,0.77095926,0.8854796,0.7380394,0.8690197,0.73321855,0.8666093,0.70763886,0.85381943,0.7564084,0.8782042
12161,0.5761081,0.78805405,0.5408397,0.77041984,0.5465478,0.7732739,0.50573707,0.75286853,0.54810554,0.77405274,0.60172087,0.8008604,0.5592705,0.77963525,0.58513445,0.79256725,0.61949015,0.8097451,0.602858,0.80142903
12252,0.5987747,0.79938734,0.6262845,0.81314224,0.5500139,0.77500695,0.58152944,0.7907647,0.58140206,0.79070103,0.57348365,0.78674185,0.5379753,0.76898766,0.6232794,0.81163967,0.61773634,0.80886817,0.6173798,0.8086899
12408,0.6732287,0.8366144,0.68720114,0.8436006,0.6209009,0.81045043,0.6148926,0.8074463,0.66294897,0.8314745,0.6949506,0.8474753,0.66152215,0.8307611,0.6929678,0.8464839,0.67304957,0.8365248,0.6992736,0.8496368
12409,0.63423944,0.8171197,0.57637113,0.7881856,0.54282486,0.77141243,0.54620457,0.7731023,0.5514554,0.7757277,0.6078347,0.80391735,0.5707196,0.7853598,0.6071651,0.80358255,0.5736283,0.78681415,0.6065485,0.8032743
12410,0.7359818,0.8679909,0.7023301,0.85116506,0.7164068,0.8582034,0.58713657,0.79356825,0.68863964,0.8443198,0.7312726,0.8656363,0.66970253,0.83485126,0.7187352,0.8593676,0.67587006,0.83793503,0.70853734,0.85426867
12418,0.6771289,0.83856446,0.6380513,0.81902564,0.6454469,0.82272345,0.58239466,0.7911973,0.6307962,0.8153981,0.6818139,0.840907,0.62041926,0.81020963,0.66074544,0.8303727,0.62430084,0.8121504,0.6545445,0.82727224
12422,0.69048107,0.84524053,0.6243764,0.8121882,0.63830876,0.8191544,0.54409164,0.77204585,0.64219296,0.8210965,0.6992456,0.8496228,0.6242137,0.81210685,0.64654297,0.8232715,0.6337482,0.8168741,0.6757995,0.83789974
12435,0.5479702,0.7739851,0.5159438,0.7579719,0.52291435,0.7614572,0.5168234,0.7584117,0.5020389,0.7510195,0.5029221,0.751461,0.51227486,0.75613743,0.5090355,0.7545178,0.51522976,0.75761485,0.5027201,0.75136006
12436,0.67189944,0.8359497,0.6460456,0.82302284,0.6316081,0.81580406,0.5994253,0.79971266,0.62533665,0.8126683,0.6427771,0.82138854,0.60067105,0.8003355,0.65536404,0.827682,0.6514864,0.8257432,0.63505423,0.8175271
12437,0.61043096,0.8052155,0.5930762,0.7965381,0.59003985,0.7950199,0.54695976,0.7734799,0.57238984,0.7861949,0.63208437,0.8160422,0.590443,0.7952215,0.6460918,0.8230459,0.6277174,0.8138587,0.6562939,0.82814693
12447,0.7192343,0.8596171,0.74905825,0.8745291,0.67953247,0.83976626,0.67019266,0.83509636,0.695761,0.8478805,0.7023197,0.8511598,0.6760769,0.83803844,0.7173909,0.85869545,0.71192664,0.85596335,0.6966703,0.84833515
12448,0.7985271,0.89926356,0.73788154,0.8689408,0.7321099,0.86605495,0.69304615,0.84652305,0.77827287,0.88913643,0.8155712,0.9077856,0.7268213,0.86341065,0.7944974,0.8972487,0.756953,0.8784765,0.76903677,0.8845184
12449,0.67789245,0.8389462,0.6043488,0.8021744,0.6243468,0.81217337,0.5755429,0.78777146,0.6070306,0.8035153,0.71680295,0.8584015,0.5675603,0.78378016,0.6487777,0.82438886,0.6556866,0.8278433,0.63827884,0.8191394
12450,0.6559969,0.82799846,0.6235703,0.81178516,0.59911144,0.7995557,0.56146073,0.78073037,0.5975795,0.79878974,0.6305002,0.8152501,0.58116853,0.79058427,0.63008237,0.8150412,0.61704934,0.80852467,0.62442726,0.81221366
12451,0.7348688,0.8674344,0.7044078,0.8522039,0.7256371,0.86281854,0.592842,0.796421,0.6886523,0.84432614,0.65286607,0.82643306,0.5910361,0.79551804,0.6665664,0.8332832,0.6431867,0.82159334,0.6460203,0.82301015
12452,0.68303084,0.8415154,0.62308085,0.8115404,0.65020096,0.8251005,0.58677715,0.7933886,0.6425308,0.8212654,0.6745628,0.8372814,0.5726131,0.78630656,0.6639273,0.83196366,0.64681226,0.8234061,0.6431028,0.82155144
12453,0.74421334,0.8721067,0.6755054,0.8377527,0.6526392,0.8263196,0.63899666,0.8194983,0.66237867,0.83118933,0.6968767,0.8484384,0.6228958,0.81144786,0.7184352,0.85921764,0.6345967,0.81729835,0.66608953,0.83304477
12454,0.6549363,0.82746816,0.6415665,0.82078326,0.56603616,0.7830181,0.5339634,0.7669817,0.6782186,0.8391093,0.6379993,0.81899965,0.6227137,0.81135684,0.6461596,0.8230798,0.6002592,0.8001296,0.58222723,0.7911136
12455,0.71688664,0.8584433,0.65080035,0.8254002,0.6835202,0.8417601,0.60454696,0.8022735,0.6239105,0.8119552,0.6929557,0.84647787,0.5690141,0.78450704,0.6701404,0.8350702,0.6624125,0.83120626,0.6560638,0.8280319
12456,0.74189806,0.87094903,0.65028083,0.8251404,0.68708456,0.8435423,0.55182564,0.7759128,0.6998328,0.8499164,0.7403755,0.87018776,0.6392633,0.81963164,0.69801885,0.8490094,0.6239074,0.81195366,0.68508404,0.84254205
12457,0.71453995,0.85727,0.63805586,0.8190279,0.6765077,0.83825386,0.5678869,0.7839434,0.6741115,0.83705574,0.7674319,0.883716,0.6658746,0.8329373,0.7113269,0.8556634,0.6577629,0.82888144,0.68722457,0.8436123
12458,0.7595041,0.87975204,0.70530283,0.8526514,0.7379384,0.8689692,0.61290824,0.8064541,0.69823813,0.84911907,0.73379016,0.8668951,0.5828022,0.7914011,0.73028296,0.8651415,0.66477,0.832385,0.67218435,0.8360922
12459,0.7226903,0.8613452,0.65986395,0.829932,0.6447996,0.8223998,0.56761634,0.7838082,0.6800887,0.8400444,0.70559484,0.8527974,0.6495681,0.82478404,0.68723506,0.84361756,0.6367668,0.8183834,0.65561527,0.82780766
12460,0.7582526,0.8791263,0.6692395,0.83461976,0.6708424,0.8354212,0.5992135,0.79960674,0.71673626,0.85836816,0.8105404,0.9052702,0.66331315,0.8316566,0.7435702,0.8717851,0.74275404,0.871377,0.7367904,0.8683952
12461,0.74049824,0.87024915,0.6266124,0.8133062,0.6949103,0.84745514,0.59598815,0.7979941,0.65430677,0.8271534,0.7440409,0.8720205,0.57676244,0.7883812,0.6761703,0.8380852,0.66766274,0.83383137,0.6753032,0.8376516
12462,0.68707645,0.8435382,0.6923408,0.8461704,0.70663476,0.8533174,0.5945662,0.7972831,0.6495781,0.82478905,0.7032178,0.8516089,0.61640865,0.8082043,0.69842017,0.8492101,0.71910125,0.8595506,0.7028246,0.8514123
12463,0.6172313,0.8086157,0.5966097,0.79830486,0.64445627,0.82222813,0.5502242,0.7751121,0.6043119,0.802156,0.66869545,0.8343477,0.6157465,0.80787325,0.6431114,0.82155573,0.6611823,0.83059114,0.65814793,0.82907397
12464,0.73728704,0.8686435,0.635415,0.81770754,0.69083273,0.84541637,0.5815463,0.79077315,0.6694532,0.8347266,0.7460917,0.87304586,0.59276175,0.7963809,0.7014088,0.85070443,0.6623029,0.8311515,0.6799879,0.83999395
12465,0.6715708,0.8357854,0.7122476,0.8561238,0.6583014,0.8291507,0.5899886,0.7949943,0.65483975,0.8274199,0.6498723,0.82493615,0.682645,0.84132254,0.68248695,0.8412435,0.6644237,0.83221185,0.6638415,0.83192074
12466,0.6367229,0.81836146,0.56128407,0.78064203,0.57229125,0.7861456,0.5120084,0.7560042,0.58479935,0.79239964,0.6663071,0.83315355,0.5576994,0.7788497,0.61813545,0.8090677,0.6042067,0.80210334,0.6184828,0.8092414
12467,0.6035626,0.8017813,0.61085546,0.80542773,0.611801,0.8059005,0.5865358,0.7932679,0.5598103,0.77990514,0.6526239,0.82631195,0.5957897,0.79789484,0.7011693,0.8505846,0.6870325,0.84351623,0.66245675,0.8312284
12468,0.6857835,0.84289175,0.6378107,0.81890535,0.6503184,0.8251592,0.54849875,0.7742494,0.7180947,0.85904735,0.7383512,0.8691756,0.7289254,0.86446273,0.686092,0.843046,0.6733787,0.83668935,0.7233678,0.8616839
12469,0.45599836,0.7279992,0.49462232,0.7473112,0.47736788,0.73868394,0.4356538,0.7178269,0.4497724,0.7248862,0.4817257,0.74086285,0.46223652,0.73111826,0.5176844,0.75884223,0.5593764,0.77968824,0.54365826,0.7718291
12470,0.7830186,0.8915093,0.72907156,0.8645358,0.76406515,0.8820326,0.63417757,0.8170888,0.7716311,0.88581556,0.73997176,0.8699859,0.6606821,0.83034104,0.772226,0.886113,0.6588651,0.82943255,0.6907431,0.84537154
12471,0.7089184,0.85445917,0.7074603,0.85373014,0.65696776,0.8284839,0.6479468,0.8239734,0.6964084,0.8482042,0.7180861,0.85904306,0.7156193,0.85780966,0.7683387,0.88416934,0.7326916,0.86634576,0.7677755,0.88388777
12472,0.6641922,0.8320961,0.7138571,0.8569286,0.62190855,0.8109543,0.64092076,0.8204604,0.66087955,0.8304398,0.65608823,0.8280441,0.65384334,0.8269217,0.72495717,0.8624786,0.69848275,0.8492414,0.66792536,0.8339627
12473,0.6959654,0.8479827,0.6729782,0.8364891,0.6502984,0.8251492,0.62590826,0.8129541,0.66982293,0.83491147,0.68673205,0.843366,0.6982203,0.8491101,0.6988059,0.84940296,0.6617796,0.8308898,0.70644796,0.853224
12474,0.5530486,0.7765243,0.5485476,0.7742738,0.5482044,0.7741022,0.5542939,0.77714694,0.51759744,0.7587987,0.5779158,0.7889579,0.5328412,0.7664206,0.5918983,0.79594916,0.6092396,0.8046198,0.5705906,0.7852953
12475,0.66933304,0.8346665,0.6481187,0.82405937,0.6352016,0.8176008,0.6370438,0.81852186,0.6346578,0.81732893,0.6734618,0.8367309,0.6616423,0.83082116,0.6636834,0.8318417,0.69864625,0.84932315,0.699298,0.849649
12476,0.64930475,0.8246524,0.6326017,0.81630087,0.6075262,0.8037631,0.5629249,0.78146243,0.6387309,0.81936544,0.6438978,0.8219489,0.6693381,0.83466905,0.66748655,0.8337433,0.6184956,0.8092478,0.65770745,0.8288537
12477,0.66296303,0.8314815,0.64083433,0.82041717,0.61199164,0.8059958,0.6220395,0.8110198,0.6696029,0.83480144,0.70151395,0.850757,0.63173854,0.8158693,0.7106027,0.8553014,0.6559826,0.8279913,0.7051822,0.8525911
